fa69314f3eb88dae4f57db6cb0765f86790b8f61e8912fe6d7a179f81362657f,540028fd4c4f4601adb6c4900e0964c3ae1bb38e74f9e9ea63cf58f097f5c618,061af2913efa43e657aef6c0a2f62848060255ba6a8440d4d26d6a0375a8c0eb,b373bef911d4dcc3845b28ee4b181652acc79abe9ce4d7915f141e12bbfca673,d241a1d56c151af578d8ab3fa93d7dc0cf7595b5c23eda430e3a9617ce3f8086,92dc58d96ebbe2baf2dad9903ff441b0dc7584631f4e7c1c461a88cbd8f4670c,ff93ae0dbbf9b1c452aaf574c9dae0cf6f4a88b568a0b1d1f0a03629d742c2e2,3aa373320c34f5fd5d640fea08b3ef1b39748e599273dc662c8136ee62d8b638,c1041a2743e9dd4d2efe769265198dc6b7304de96f69d006fe7be1ead6920dc4,ba5128d426c3874d6ce7bbd131169b28e27fa966adade79905682a9d686debf1,7b7591cead7b996938934993c58b0a01ac2432f7a067ec9217da7fa3eb8377c4
"922","","vo_fpc_22205","vo_fpc","0","","21","","","0","19220038"
"922","0","恐ろしく精度の高い変装を行える人物が\nこのメルクリゾートに潜んでいる…","115711","1","0","11","0.5","0","10","19220039"
"922","","","0","","","91","","","","19220040"
"922","","0","0.5","","","93","","","","19220041"
"922","0.2","20_kasumi_thinking","115711","","","3","","","1","19220042"
"922","0.2","20_kasumi_thinking","3","","","3","","","1","19220043"
"922","","vo_fpc_22206","vo_fpc","0","","21","","","0","19220044"
"922","0","果たして、そんな人物が、\n実在するのであろうか…","115711","1","0","11","0.5","0","10","19220045"
"922","","","0","","","91","","","","19220046"
"922","","0","0.5","","","93","","","","19220047"
"922","0.2","20_kasumi_walk","115711","","","3","","","1","19220048"
"922","0.2","20_kasumi_walk","3","","","3","","","1","19220049"
"922","","750","115711","4.41176470588235","","2","","0","-15","19220050"
"922","","750","3","4.41176470588235","","2","","0","-15","19220051"
"922","","","0","","","91","","","","19220052"
"923","1.4875","115711","1","-750","0","1","20_kasumi_walk","-15","22","19230001"
"923","1.4875","3","3","-750","0","5","20_kasumi_walk","-15","23","19230002"
"923","","se_fpc_water_random","se_10053800","","","23","","","1","19230003"
"923","","","19230002","","","91","","","","19230004"
"923","","0","115711","4.41176470588235","","2","","0","-15","19230005"
"923","","0","3","4.41176470588235","","2","","0","-15","19230006"
"923","","","0","","","91","","","","19230007"
"923","0.3","20_kasumi_talk","115711","","","3","","","1","19230008"
"923","0.3","20_kasumi_talk","3","","","3","","","1","19230009"
"923","","vo_fpc_22300","vo_fpc","0","","21","","","0","19230010"
"923","0","名探偵カスミのメルクリゾート事件簿\n「プールサイドたい焼き事件」","115711","1","0","11","0.5","0","10","19230011"
"923","","","0","","","91","","","","19230012"
"923","","0","0.5","","","93","","","","19230013"
"923","0.2","20_kasumi_cool_in","115711","20_kasumi_cool_surprise","0","3","","1","0","19230014"
"923","0.2","20_kasumi_cool_in","3","20_kasumi_cool_loop","0","3","","1","0","19230015"
"923","","vo_fpc_22301","vo_fpc","0","","21","","","0","19230016"
"923","0","ここメルクリゾートではプールサイドで\nたい焼きを売る怪人の噂がある。","115711","1","0","11","0.5","0","10","19230017"
"923","","","0","","","91","","","","19230018"
"923","","0","0.5","","","93","","","","19230019"
"923","","vo_fpc_22302","vo_fpc","0","","21","","","0","19230020"
"923","0","フードコートで売っているのであれば\n何ら違和感はないけれど。","115711","1","0","11","0.5","0","10","19230021"
"923","","","0","","","91","","","","19230022"
"923","","0","0.5","","","93","","","","19230023"
"923","0.2","20_kasumi_cool_sad","115711","","","3","","","1","19230024"
"923","0.2","20_kasumi_cool_loop","3","","","3","","","1","19230025"
"923","","vo_fpc_22303","vo_fpc","0","","21","","","0","19230026"
"923","0","…濡れやすいプールエリアで売る\nなんて常人の思考では考えられない。","115711","1","0","11","0.5","0","10","19230027"
"923","","","0","","","91","","","","19230028"
"923","","0","0.5","","","93","","","","19230029"
"923","0.2","20_kasumi_cool_anger","115711","","","3","","","1","19230030"
"923","0.2","20_kasumi_cool_loop","3","","","3","","","1","19230031"
"923","","vo_fpc_22304","vo_fpc","0","","21","","","0","19230032"
"923","0","しかもたい焼きの中身は虹色で、\n極上の味だというじゃないか。","115711","1","0","11","0.5","0","10","19230033"
"923","","","0","","","91","","","","19230034"
"923","","0","0.5","","","93","","","","19230035"
"923","0.2","20_kasumi_doya_normal2","115711","","","3","","","1","19230036"
"923","0.2","20_kasumi_doya_normal2","3","","","3","","","1","19230037"
"923","","vo_fpc_22305","vo_fpc","0","","21","","","0","19230038"
"923","0","幻のたい焼き売りの姿を見ると\n幸せになれるだなんて話も聞いたよ。","115711","1","0","11","0.5","0","10","19230039"
"923","","","0","","","91","","","","19230040"
"923","","0","0.5","","","93","","","","19230041"
"923","0.3","20_kasumi_approach_in","115711","20_kasumi_approach_loop","0","3","","1","0","19230042"
"923","0.3","20_kasumi_approach_in","3","20_kasumi_approach_loop","0","3","","1","0","19230043"
"923","","vo_fpc_22306","vo_fpc","0","","21","","","0","19230044"
"923","0","プールサイドで\nたい焼きを売る怪人、か。","115711","1","0","11","0.5","0","10","19230045"
"923","","","0","","","91","","","","19230046"
"923","","0","0.5","","","93","","","","19230047"
"923","0.2","20_kasumi_thinking","115711","","","3","","","1","19230048"
"923","0.2","20_kasumi_thinking","3","","","3","","","1","19230049"
"923","","vo_fpc_22307","vo_fpc","0","","21","","","0","19230050"
"923","0","果たして、そんな人物が、\n実在するのであろうか…","115711","1","0","11","0.5","0","10","19230051"
"923","","","0","","","91","","","","19230052"
"923","","0","0.5","","","93","","","","19230053"
"923","0.2","20_kasumi_walk","115711","","","3","","","1","19230054"
"923","0.2","20_kasumi_walk","3","","","3","","","1","19230055"
"923","","750","115711","4.41176470588235","","2","","0","-15","19230056"
"923","","750","3","4.41176470588235","","2","","0","-15","19230057"
"923","","","0","","","91","","","","19230058"
"941","1.75","107511","1","-910","0","1","41_pekorine_swim_loop","-180","23","19410001"
"941","1.75","107611","1","-800","0","1","cmn_float","-180","22","19410002"
"941","1.75","22","22","-1000","0","5","41_kyaru_floatRing","-180","22","19410003"
"941","1","1075111","1","-180","","31","","1","-890","19410004"
"941","0","1075114","14","-180","","31","","1","0","19410005"
"941","1","107611","4","-180","","31","","1","-800","19410006"
"941","1","22","126","-180","","31","","1","-830","19410007"
"941","0","105","105","-180","","31","","1","140","19410008"
"941","0","108","108","40","","31","","1","320","19410009"
"941","0","1001","1001","-110","","31","","1","-160","19410010"
"941","1","se_fpc_water_random","se_10053800","","","23","","","1","19410011"
"941","","0","19410010","","","91","","","","19410012"
"941","","-150","22","5","","2","","12","-180","19410013"
"941","","-10","22","5","","33","","12","-180","19410014"
"941","","","0","","","91","","","","19410015"
"941","","vo_fpc_30101","vo_fpc","0","","21","","","","19410016"
"941","0","は～…たまにはこうやって\nのんびりするのも悪くないわね～","22","1","0","11","1","0","6","19410017"
"941","","0","0","","","91","","","","19410018"
"941","","0","107511","4.52941176470588","","2","","0","-180","19410019"
"941","","0","1075111","4.52941176470588","","33","","0","-180","19410020"
"941","","0","22","4.52941176470588","","2","","12","-180","19410021"
"941","","140","22","4.52941176470588","","33","","12","-180","19410022"
"941","","0","1.5","","","93","","","","19410023"
"941","","vo_fpc_30102","vo_fpc","0","","21","","","","19410024"
"941","0","キャールーちゃーん！\nえいっ！","107511","1","0","11","1","0","6","19410025"
"941","","","19410019","","","91","","","","19410026"
"941","","0","1075111","","","32","","","","19410027"
"941","","1","1075114","","","32","","","","19410028"
"941","0.1","41_pekorine_hug","107511","41_pekorine_hug_loop","0.1","3","","1","0","19410029"
"941","0.1","41_kyaru_surprise","22","41_kyaru_surprise_loop","0.1","3","","1","0","19410030"
"941","","0","0.6","","","93","","","","19410031"
"941","","1","105","","","32","","","","19410032"
"941","","0","0.6","","","93","","","","19410033"
"941","","0","105","","","32","","","","19410034"
"941","","","19410025","","","91","","","","19410035"
"941","","-300","107611","2.94117647058824","","2","","12","-180","19410036"
"941","","-300","107611","2.94117647058824","","33","","12","-180","19410037"
"941","","vo_fpc_30103","vo_fpc","0","","21","","","","19410038"
"941","0","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","22","1","0","11","1","0","9","19410039"
"941","","0","0","","","91","","","","19410040"
"941","","","19410036","","","91","","","","19410041"
"941","","1","105","","","32","","","","19410042"
"941","0.1","41_pekorine_shake","107511","","","3","","","1","19410043"
"941","0.1","41_kyaru_shake","22","","","3","","","1","19410044"
"941","","vo_fpc_30104","vo_fpc","0","","21","","","","19410045"
"941","0.1","41_kokkoro_float_loop","107611","","","3","","","1","19410046"
"941","0","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","107611","1","0","11","1","0","8","19410047"
"941","","0","0","","","91","","","","19410048"
"941","","vo_fpc_30105","vo_fpc","0","","21","","","","19410049"
"941","0","あ、ダメ…\nもう、げん…かい…","22","1","0","11","1","0","10","19410050"
"941","","0","0","","","91","","","","19410051"
"941","0.2","41_kyaru_drown","22","","","3","","","0","19410052"
"941","0.2","41_pekorine_shake","107511","","","3","","","1","19410053"
"941","","0","0.2","","","93","","","","19410054"
"941","1","se_10053800_941_bishokuden","se_10053800","","","23","","","0","19410055"
"941","","0","0.8","","","93","","","","19410056"
"941","0.1","41_kokkoro_surprise","107611","41_kokkoro_surprise_loop","0.1","3","","1","0","19410057"
"941","","0","0.5","","","93","","","","19410058"
"941","","1","108","","","32","","","","19410059"
"941","","0","2.5","","","93","","","","19410060"
"941","0.1","41_kyaru_drown_loop","22","","0.1","3","","","1","19410061"
"941","0.1","41_pekorine_notice","107511","41_pekorine_notice_loop","0.1","3","","1","0","19410062"
"941","","0","105","","","32","","","","19410063"
"941","","0","22","","","32","","","","19410064"
"941","","vo_fpc_30106","vo_fpc","0","","21","","","","19410065"
"941","0","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","107511","1","0","11","1","0","11","19410066"
"941","","0","0","","","91","","","","19410067"
"941","","vo_fpc_30107","vo_fpc","0","","21","","","","19410068"
"941","0","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","107611","1","0","11","1","0","10","19410069"
"941","","0","2.1","","","93","","","","19410070"
"941","0.1","41_kokkoro_action","107611","41_kokkoro_action_loop","0.1","3","","1","0","19410071"
"941","","1","1001","","","32","","","","19410072"
"941","0","41_pekorine_flutterKick_floatRing_in","107511","cmn_swm_flutterKick_floatRing","0.1","3","","1","0","19410073"
"941","0.1","41_kyaru_flutterKick_floatRing","22","","","3","","","1","19410074"
"941","","1000","107511","4.52488687782805","","2","","0","-180","19410075"
"941","","1","1075111","","","32","","","","19410076"
"941","","0","1075114","","","32","","","","19410077"
"941","","1000","1075111","4.52488687782805","","33","","0","-180","19410078"
"941","","1000","22","4.52488687782805","","2","","0","-180","19410079"
"941","","1000","107611","5.88235294117647","","2","","0","-180","19410080"
"941","","1000","107611","5.88235294117647","","33","","0","-180","19410081"
"941","","1140","1001","5.88235294117647","","33","","0","-110","19410082"
"941","","","19410081","","","91","","","","19410083"
"942","1.75","113211","1","-1060","0","1","42_anna_idle","-250","33","19420001"
"942","1.75","127111","1","-920","0","1","42_shinobu_idle","-250","33","19420002"
"942","1.75","2","2","-1000","0","5","42_boat_idle","-250","32","19420003"
"942","0","107","107","0","","31","","1","0","19420004"
"942","1","106","106","-250","","31","","1","-1000","19420005"
"942","","47","113211","","","13","","","","19420006"
"942","","47","127111","","","13","","","","19420007"
"942","1","se_fpc_water_random","se_10053800","","","23","","","1","19420008"
"942","","0","19420007","","","91","","","","19420009"
"942","","-60","113211","5.88235294117647","","2","","12","-250","19420010"
"942","","80","127111","5.88235294117647","","2","","12","-250","19420011"
"942","","0","2","5.88235294117647","","2","","12","-250","19420012"
"942","","0","106","5.88235294117647","","33","","12","-250","19420013"
"942","","","","","","91","","","","19420014"
"942","0.2","42_anna_doyatalk","113211","","","3","","","1","19420015"
"942","0.2","42_shinobu_idle","127111","","","3","","","1","19420016"
"942","0.2","42_boat_idle","2","","","3","","","1","19420017"
"942","","vo_fpc_30201","vo_fpc","0","","21","","","","19420018"
"942","0","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","113211","1","0","11","1","0","6","19420019"
"942","","0","0","","","91","","","","19420020"
"942","0.2","42_anna_doyatalk","113211","","","3","","","1","19420021"
"942","0.2","42_shinobu_idle2talk","127111","42_shinobu_talk","0.1","3","","1","0","19420022"
"942","0.2","42_boat_idle","2","","","3","","","1","19420023"
"942","","vo_fpc_30202","vo_fpc","0","","21","","","","19420024"
"942","0","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","127111","1","0","11","1","0","7","19420025"
"942","","0","0","","","91","","","","19420026"
"942","0.2","42_shinobu_talk2idle","127111","42_shinobu_idle","0.1","3","","1","0","19420027"
"942","0.2","42_anna_doya2idle","113211","42_anna_idle","0.1","3","","1","0","19420028"
"942","0.2","42_boat_idle","2","","","3","","","1","19420029"
"942","","vo_fpc_30203","vo_fpc","0","","21","","","","19420030"
"942","0","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","113211","1","0","11","0.5","0","7","19420031"
"942","","0","0","","","91","","","","19420032"
"942","","vo_fpc_30204","vo_fpc","0","","21","","","","19420033"
"942","0","（冥風戦記のいいネタに\nなるかもしれないからな！）","113211","1","0","11","1","0","10","19420034"
"942","","0","0","","","91","","","","19420035"
"942","0.2","42_anna_idle","113211","","","3","","","1","19420036"
"942","0.2","42_shinobu_idle2talk","127111","42_shinobu_talk","0.1","3","","1","0","19420037"
"942","0.2","42_boat_idle","2","","","3","","","1","19420038"
"942","","vo_fpc_30205","vo_fpc","0","","21","","","","19420039"
"942","0","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","127111","1","0","11","0.5","0","6","19420040"
"942","","0","0","","","91","","","","19420041"
"942","0.2","42_anna_idle","113211","","","3","","","1","19420042"
"942","0.2","42_shinobu_talk2horror","127111","42_shinobu_horror","0.1","3","","1","0","19420043"
"942","0.2","42_boat_idle","2","","","3","","","1","19420044"
"942","","1","107","","","32","","","","19420045"
"942","","vo_fpc_30206","vo_fpc","0","","21","","","","19420046"
"942","0","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","127111","1","0","11","1","0","5","19420047"
"942","","0","6.5","","","93","","","","19420048"
"942","","0","1.5","","","93","","","","19420049"
"942","","0","19420047","","","91","","","","19420050"
"942","0.1","42_shinobu_horror","127111","","","3","","","1","19420051"
"942","0.1","42_anna_scared","113211","","","3","","","1","19420052"
"942","0.1","42_boat_idle","2","","","3","","","1","19420053"
"942","","vo_fpc_30207","vo_fpc","0","","21","","","","19420054"
"942","0","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","113211","1","0","11","1.5","0","6","19420055"
"942","","0","9.13333333333333","","","93","","","","19420056"
"942","","0","1.5","","","93","","","","19420057"
"942","","0","19420055","","","91","","","","19420058"
"942","","940","113211","4.52488687782805","","2","","","-250","19420059"
"942","","1080","127111","4.52488687782805","","2","","","-250","19420060"
"942","","1000","2","4.52488687782805","","2","","","-250","19420061"
"942","","1000","106","4.52488687782805","","33","","","-250","19420062"
"942","","","0","","","91","","","","19420063"
"943","1.75","122511","1","-850","0","1","cmn_float","-180","23","19430001"
"943","1.75","117411","1","-800","0","1","43_tsumugi_deredere","-125","13","19430002"
"943","1.75","11","1","-1675","0","5","cmn_float_item_09_Ball","-125","12","19430003"
"943","1.75","12","1","-850","0","5","cmn_floatRing_pink","-250","32","19430004"
"943","1.75","13","1","-2500","0","5","cmn_floatRing_blue","-250","32","19430005"
"943","1","1225114","8","-180","","31","","1","-850","19430006"
"943","1","1174114","5","-125","","31","","1","-800","19430007"
"943","1","411","5","-125","","31","","1","-1675","19430008"
"943","1","412","4","-250","","31","","1","-850","19430009"
"943","1","413","4","-250","","31","","1","-2500","19430010"
"943","0","1101","110","-125","","31","","1","-350","19430011"
"943","1","se_fpc_water_random","se_10053800","","","23","","","1","19430012"
"943","","","19430011","","","91","","","","19430013"
"943","","2450","12","24.2647058823529","","2","","","-250","19430014"
"943","","2450","412","24.2647058823529","","33","","","-250","19430015"
"943","","1625","11","24.2647058823529","","2","","","-125","19430016"
"943","","1625","411","24.2647058823529","","33","","","-125","19430017"
"943","","800","13","24.2647058823529","","2","","","-250","19430018"
"943","","800","413","24.2647058823529","","33","","","-250","19430019"
"943","","0","2","","","93","","","","19430020"
"943","","0","122511","6.25","","2","","12","-180","19430021"
"943","","0","1225114","6.25","","33","","12","-180","19430022"
"943","","","19430021","","","91","","","","19430023"
"943","","vo_fpc_30301","vo_fpc","0","","21","","","","19430024"
"943","0","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","122511","1","0","11","1","0","7","19430025"
"943","","","0","","","91","","","","19430026"
"943","","-350","117411","6.92307692307692","","2","","12","-125","19430027"
"943","","-350","1174114","6.92307692307692","","33","","12","-125","19430028"
"943","","vo_fpc_30302","vo_fpc","0","","21","","","","19430029"
"943","0","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","122511","1","0","11","1","0","6","19430030"
"943","","","0","","","91","","","","19430031"
"943","","","19430028","","","91","","","","19430032"
"943","","vo_fpc_30303","vo_fpc","0","","21","","","","19430033"
"943","0","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","117411","1","0","11","1","0","7","19430034"
"943","","","0","","","91","","","","19430035"
"943","0.1","43_rei_notice_in","122511","43_rei_notice_loop","0.1","3","","1","0","19430036"
"943","","vo_fpc_30304","vo_fpc","0","","21","","","","19430037"
"943","0","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","122511","1","0","11","0.5","0","5","19430038"
"943","","","0","","","91","","","","19430039"
"943","","1","1101","","","32","","","","19430040"
"943","","0","1174114","","","32","","","","19430041"
"943","0.1","43_rei_turn","122511","43_rei_aseri","0.1","3","","1","0","19430042"
"943","0.1","43_tsumugi_hide","117411","","","3","","","0","19430043"
"943","","0","3","","","93","","","","19430044"
"943","0.1","43_tsumugi_appear","117411","43_tsumugi_deredere","0.1","3","","1","0","19430045"
"943","","0","1","","","93","","","","19430046"
"943","","0","1101","","","32","","","","19430047"
"943","","1","1174114","","","32","","","","19430048"
"943","","vo_fpc_30305","vo_fpc","0","","21","","","","19430049"
"943","0","誰もいなかったな…\nいや…そこ！","122511","1","0","11","0.5","0","6","19430050"
"943","","","0","","","91","","","","19430051"
"943","","1","1101","","","32","","","","19430052"
"943","","0","1174114","","","32","","","","19430053"
"943","0.1","43_rei_turn","122511","43_rei_aseri_2","0.1","3","","1","0","19430054"
"943","0.1","43_tsumugi_hide","117411","","","3","","","0","19430055"
"943","","0","3","","","93","","","","19430056"
"943","0.1","43_tsumugi_appear","117411","43_tsumugi_deredere","0.1","3","","1","0","19430057"
"943","","0","1","","","93","","","","19430058"
"943","","0","1101","","","32","","","","19430059"
"943","","1","1174114","","","32","","","","19430060"
"943","","vo_fpc_30306","vo_fpc","0","","21","","","","19430061"
"943","0","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","122511","1","0","11","1","0","5","19430062"
"943","","","0","","","91","","","","19430063"
"943","","850","122511","3.84615384615385","","2","","","-180","19430064"
"943","","850","1225114","3.84615384615385","","33","","","-180","19430065"
"943","","0","117411","2.57352941176471","","2","","12","-125","19430066"
"943","","0","1174114","2.57352941176471","","33","","12","-125","19430067"
"943","","","0","","","91","","","","19430068"
"943","","vo_fpc_30307","vo_fpc","0","","21","","","","19430069"
"943","0","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","117411","1","0","11","1","0","6","19430070"
"943","","","0","","","91","","","","19430071"
"943","","850","117411","3.84615384615385","","2","","","-125","19430072"
"943","","850","1174114","3.84615384615385","","33","","","-125","19430073"
"943","","","0","","","91","","","","19430074"
"944","1.4875","107911","1","800","0","1","44_tamaki_in","-15","12","19440001"
"944","1.4875","3","3","800","0","5","44_tamaki_in","-15","13","19440002"
"944","1.75","126811","1","-1000","0","1","44_yukari_idle","-250","33","19440003"
"944","1.75","2","2","-1000","0","5","cmn_boat_idle","-250","32","19440004"
"944","1.4875","108011","1","-800","0","1","44_mifuyu_run","-15","12","19440005"
"944","1","126811","101","-250","","31","","1","-1000","19440006"
"944","0","1004","1004","140","","31","","1","-560","19440007"
"944","1","se_fpc_water_random","se_10053800","","","23","","","1","19440008"
"944","","0","19440007","","","91","","","","19440009"
"944","","300","107911","2.26244343891403","","2","","","-15","19440010"
"944","","300","3","2.26244343891403","","2","","","-15","19440011"
"944","","","","","","91","","","","19440012"
"944","0.1","44_tamaki_sale","107911","44_tamaki_sale_loop","0.1","3","","1","","19440013"
"944","0.1","44_tamaki_sale","3","44_tamaki_sale_loop","0.1","3","","1","","19440014"
"944","","vo_fpc_30401","vo_fpc","0","","21","","","","19440015"
"944","0","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","107911","1","0","11","1","0","6","19440016"
"944","","","0","","","91","","","","19440017"
"944","","-100","126811","5.29411764705882","","2","","12","-250","19440018"
"944","","-100","2","5.29411764705882","","2","","12","-250","19440019"
"944","","-100","126811","5.29411764705882","","33","","12","-250","19440020"
"944","","","","","","91","","","","19440021"
"944","0.1","44_tamaki_present","107911","44_tamaki_present_loop","0.1","3","","1","0","19440022"
"944","0.1","44_tamaki_present","3","44_tamaki_present_loop","0.1","3","","1","0","19440023"
"944","","vo_fpc_30402","vo_fpc","0","","21","","","","19440024"
"944","0","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","107911","1","0","11","1","0","8","19440025"
"944","","","0","","","91","","","","19440026"
"944","0.2","44_yukari_notice","126811","44_yukari_notice_loop","0.1","3","","1","0","19440027"
"944","0.2","cmn_boat_idle","2","","","3","","","1","19440028"
"944","","vo_fpc_30403","vo_fpc","0","","21","","","","19440029"
"944","0","あら、タマキさんじゃない。\nこんなところで何やってるの？","126811","1","0","11","1","0","10","19440030"
"944","","","0","","","91","","","","19440031"
"944","","vo_fpc_30404","vo_fpc","0","","21","","","","19440032"
"944","0","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","107911","1","0","11","1","0","10","19440033"
"944","","","0","","","91","","","","19440034"
"944","0.1","44_tamaki_present2sale","107911","44_tamaki_sale_loop","0.1","3","","1","0","19440035"
"944","0.1","44_tamaki_present2sale","3","44_tamaki_sale_loop","0.1","3","","1","0","19440036"
"944","","vo_fpc_30405","vo_fpc","0","","21","","","","19440037"
"944","0","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","107911","1","0","11","1","0","10","19440038"
"944","","","0","","","91","","","","19440039"
"944","0.2","44_yukari_worry","126811","44_yukari_worry_loop","0.1","3","","1","0","19440040"
"944","0.2","cmn_boat_idle","2","","","3","","","1","19440041"
"944","","vo_fpc_30406","vo_fpc","0","","21","","","","19440042"
"944","0","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","126811","1","0","11","1","0","7","19440043"
"944","","","0","","","91","","","","19440044"
"944","","vo_fpc_30407","vo_fpc","0","","21","","","","19440045"
"944","0","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","107911","1","0","11","0.5","0","8","19440046"
"944","","","0","","","91","","","","19440047"
"944","","1","1004","","","32","","","","19440048"
"944","","0","1","","","93","","","","19440049"
"944","0.1","44_tamaki_surprise","107911","44_tamaki_run","0.1","3","","1","0","19440050"
"944","0.1","44_tamaki_surprise","3","44_tamaki_run","0.1","3","","1","0","19440051"
"944","0.1","44_tamaki_surprise","3","44_tamaki_run","0.1","3","","1","0","19440052"
"944","","vo_fpc_30408","vo_fpc","0","","21","","","","19440053"
"944","0","ズラかるにゃー！","107911","1","0","11","1","0","10","19440054"
"944","","0","0.8","","","93","","","","19440055"
"944","","800","107911","1.74034110685694","","2","","","-15","19440056"
"944","","800","3","1.74034110685694","","2","","","-15","19440057"
"944","","800","108011","4.82654600301659","","2","","","-15","19440058"
"944","","800","1004","4.82654600301659","","33","","","-15","19440059"
"944","","0","0.8","","","93","","","","19440060"
"944","","vo_fpc_30409","vo_fpc","0","","21","","","","19440061"
"944","0","無許可営業は取り締まり対象よ！\n待ちなさい！","108011","1","0","11","0.5","0","15","19440062"
"944","","","19440058","","","91","","","","19440063"
"944","","vo_fpc_30410","vo_fpc","0","","21","","","","19440064"
"944","0","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","126811","1","0","11","1.5","0","7","19440065"
"944","","1","11.6571428571429","","","93","","","","19440066"
"944","0.2","44_yukari_smile","126811","44_yukari_smile_loop","0.1","3","","1","0","19440067"
"944","0.2","cmn_boat_idle","2","","","3","","","1","19440068"
"944","","0","1.5","","","93","","","","19440069"
"944","","","19440065","","","91","","","","19440070"
"944","","1000","126811","4.97737556561086","","2","","","-250","19440071"
"944","","1000","2","4.97737556561086","","2","","","-250","19440072"
"944","","1000","126811","4.97737556561086","","33","","","-250","19440073"
"944","","","0","","","91","","","","19440074"
"945","1.75","122611","1","-1150","0","1","45_yui_cmn_swm_tread","-180","23","19450001"
"945","1.75","110411","1","-800","0","1","45_makoto_idle","-125","12","19450002"
"945","1.75","23","23","-250","0","5","empty","-180","32","19450003"
"945","1.75","1","1","-1150","0","5","cmn_swm_tread_pink","-180","22","19450004"
"945","1","1226113","3","-180","","31","","1","-1150","19450005"
"945","1","1104111","4","-125","","31","","1","-770","19450006"
"945","0","117","117","-125","","31","","1","150","19450007"
"945","0","111","111","-180","","31","","1","-250","19450008"
"945","1","se_fpc_water_random","se_10053800","","","23","","","1","19450009"
"945","","0","19450008","","","91","","","","19450010"
"945","","150","110411","5.58823529411765","","2","","12","-125","19450011"
"945","","180","1104111","5.58823529411765","","33","","12","-125","19450012"
"945","","-200","122611","5.58823529411765","","2","","12","-180","19450013"
"945","","-200","1","5.58823529411765","","2","","12","-180","19450014"
"945","","-200","1226113","5.58823529411765","","33","","12","-180","19450015"
"945","","","19450015","","","91","","","","19450016"
"945","0.1","45_yui_idle","122611","","","3","","","1","19450017"
"945","0.1","45_yui_idle","1","","","3","","","1","19450018"
"945","0.1","45_makoto_talk","110411","","","3","","","1","19450019"
"945","","vo_fpc_30501","vo_fpc","0","","21","","","","19450020"
"945","0","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","110411","1","0","11","1","0","10","19450021"
"945","","","0","","","91","","","","19450022"
"945","","vo_fpc_30502","vo_fpc","0","","21","","","","19450023"
"945","0","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","122611","1","0","11","1","0","7","19450024"
"945","","","0","","","91","","","","19450025"
"945","","vo_fpc_30503","vo_fpc","0","","21","","","","19450026"
"945","0","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","110411","1","0","11","1","0","7","19450027"
"945","","","0","","","91","","","","19450028"
"945","0.1","45_makoto_talk_surprise","110411","45_makoto_talk_surprise_loop","0.1","3","","1","0","19450029"
"945","0.1","45_yui_shy_in","122611","45_yui_shy_loop","0.1","3","","1","0","19450030"
"945","0.1","45_yui_shy_in","1","45_yui_shy_loop","0.1","3","","1","0","19450031"
"945","","vo_fpc_30504","vo_fpc","0","","21","","","","19450032"
"945","0","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","122611","1","0","11","1","0","5","19450033"
