1245200f39393ccc5b7ecdbde471932e1c12935932ee1e6631626862ae87b965,26e67972725a055a170f370b9985355b3d3accda3225bc1f87275b037056f5be,86e00df89b331a72a6c87bff19a7fd23d1dc757bf0dac5b23e6fb36f36f566e9,14bfe894b5d06826f895099b9c4a3a7da94f9c1fe72444b4c4f2b805416a4a9c,fb6c40188352585e4814a1f97e26a3fd1fbedb7dc9c36137429aa6f2c3779257,9555625eb43a4ee61f4712dd5d5d1231a2668a1f190bcdf0bf27842bd3d0f783,4e303f5bf68317b60e4cab90254d3449e18a08403399530ac90cfbb344390ca5,6338dcfbafe2beae5d74fa53c8da8f500f39656154961d2dabcb64a36224d543,45fadb986b8b7bbf0366d7c2d5017dfd8bd1dcb47e6a3657ab8533104c7d053a,abd670d2c1066a5c46aafbdab164c194e55a2d003b1cf15f50e6753e9158ca07,4af31114c5e1d07b0b57cf1496a6b0e494cef6f4f68f698e367d6bdbe1941d46
"68071","","surprise3_in_anger2","3","106011","surprise3_loop_anger2","0","0","1","0.2","5146068"
"68072","","surprise3_in_anger2","3","1060","surprise3_loop_anger2","0","0","1","0.2","5146068"
"68073","","vo_apg_0808","21","vo_apg","0","0","","","","5146068"
"68074","0","ハンドルとドーナツ間違えんな～っ！","11","106011","1","10","0","1","0","5146068"
"68075","","","91","0","","","","","","5146068"
"68076","","0","4","106011","","","","","","5146068"
"68077","","0","4","1060","","","","","","5146068"
"68078","","surprise3_loop_surprise_slow","3","106011","","1","","","0.2","5146068"
"68079","","surprise3_loop_surprise_slow","3","1060","","1","","","0.2","5146068"
"68080","","peko_slurp_in","3","105811","peko_slurp_loop","0","0","1","0.2","5146068"
"68081","","peko_slurp_in","3","1058","peko_slurp_loop","0","0","1","0.2","5146068"
"68082","","takeout_in","3","130911","takeout_talk","0","0","1","0.2","5146068"
"68083","","takeout_in","3","97","takeout_talk","0","0","1","0.2","5146068"
"68084","","vo_apg_0809","21","vo_apg","0","0","","","","5146068"
"68085","0","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","11","130911","1","10","0","1","0","5146068"
"68086","","","91","0","","","","","","5146068"
"68087","","takeout_idle","3","130911","","1","","","0.2","5146068"
"68088","","takeout_idle","3","97","","1","","","0.2","5146068"
"68089","","peko_slurp_loop","3","105811","","1","","","0.2","5146068"
"68090","","peko_slurp_loop","3","1058","","1","","","0.2","5146068"
"68091","","cool_idle_jitome","3","106011","cool_talk_jitome","0","0.2","1","0.2","5146068"
"68092","","cool_idle_jitome_in","3","1060","cool_talk_jitome","0","0.2","1","0.2","5146068"
"68093","","vo_apg_0810","21","vo_apg","0","0","","","","5146068"
"68094","0","……\nドーナツはドーナツなのね…","11","106011","1","10","0","1","0","5146068"
"68095","","","91","0","","","","","","5146068"
"68096","","","101","68097","","","","","","5146068"
"68097","","0.2","22","0","","","","","","5146068"
"69001","riri_idle","131311","1","1","-225","100","0","-278","1.8","5146069"
"69002","riri_idle","1313","5","5","-225","101","0","-278","1.8","5146069"
"69003","idle_normal","131411","1","1","-385","103","0","-288","1.8","5146069"
"69004","idle_normal","1314","5","2","-385","104","0","-288","1.8","5146069"
"69005","joy_idle_noface","130911","1","1","225","106","1","-278","1.8","5146069"
"69006","joy_idle_kururu","98","5","1","225","107","1","-278","1.8","5146069"
"69007","","200","13","131311","","","","","","5146069"
"69008","","203","13","131411","","","","","","5146069"
"69009","","206","13","130911","","","","","","5146069"
"69010","idle","9","5","9","0","15","0","-174","0.85","5146069"
"69011","empty","22","5","22","-307","210","0","12","1","5146069"
"69012","empty","21","5","21","0","60","0","153","1","5146069"
"69013","","1","31","1","0","0","","1","1","5146069"
"69014","","0","91","0","","","","","","5146069"
"69015","","0","102","0","","0","","","","5146069"
"69016","","0","93","1","","","","","","5146069"
"69017","","riri_talk_noface","3","131311","","1","","","0.2","5146069"
"69018","","riri_talk_noface","3","1313","","1","","","0.2","5146069"
"69019","","idle_normal_surprise_lookupS","3","131411","","1","","","0.2","5146069"
"69020","","idle_normal_surprise_lookupS","3","1314","","1","","","0.2","5146069"
"69021","","vo_apg_0901","21","vo_apg","0","0","","","","5146069"
"69022","0","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","11","131311","1","10","0","1","0","5146069"
"69023","","","91","0","","","","","","5146069"
"69024","","riri_idle_lookup","3","131311","","1","","","0.2","5146069"
"69025","","riri_idle_lookup","3","1313","","1","","","0.2","5146069"
"69026","","coffee_2_in","3","21","","0","","","0","5146069"
"69027","","se_10055900_photo","23","se_10055900","","0","","","","5146069"
"69028","","0","93","0.1","","","","","","5146069"
"69029","","idle_normal_surprise_lookup","3","131411","talk_normal_joy_lookup","0","0.2","1","0.2","5146069"
"69030","","idle_normal_surprise_lookup","3","1314","talk_normal_joy_lookup","0","0.2","1","0.2","5146069"
"69031","","vo_apg_0902","21","vo_apg","0","0","","","","5146069"
"69032","0","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","11","131411","1","10","0","1","0","5146069"
"69033","","","91","0","","","","","","5146069"
"69034","","riri_idle_surprise","3","131311","","1","","","0.2","5146069"
"69035","","riri_idle_surprise","3","1313","","1","","","0.2","5146069"
"69036","","idle_normal_surprise","3","131411","","1","","","0.2","5146069"
"69037","","idle_normal_surprise","3","1314","","1","","","0.2","5146069"
"69038","","handsup_to_talk","3","130911","talk_normal_joy","0","0.2","1","0.2","5146069"
"69039","","handsup","3","98","","1","0.2","","0.2","5146069"
"69040","","vo_apg_0903","21","vo_apg","0","0","","","","5146069"
"69041","0","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","11","130911","1","10","0","1","0","5146069"
"69042","","","91","0","","","","","","5146069"
"69043","","joy_talk_anger","3","130911","","1","","","0.2","5146069"
"69044","","vo_apg_0904","21","vo_apg","0","0","","","","5146069"
"69045","0","これはですねっ！\n『隠れかばばん君』です♪","11","130911","1","10","0","1","0","5146069"
"69046","","","91","0","","","","","","5146069"
"69047","","joy_idle_doya","3","130911","","1","","","0.2","5146069"
"69048","","notice_in_shy","3","131311","notice_loop_shy","0","0","1","0.2","5146069"
"69049","","notice_in_shy","3","1313","notice_loop_shy","0","0","1","0.2","5146069"
"69050","","surprise_talk_normal","3","131411","","1","","","0.2","5146069"
"69051","","surprise_talk_normal","3","1314","","1","","","0.2","5146069"
"69052","","vo_apg_0905","21","vo_apg","0","0","","","","5146069"
"69053","","0905_in","3","22","","0","","","0","5146069"
"69054","","1","93","1.2","","","","","","5146069"
"69055","","0905_mid","3","22","","0","","","0","5146069"
"69056","","","92","","","","","","","5146069"
"69057","","0905_out","3","22","","0","","","0","5146069"
"69058","","0","93","0.2","","","","","","5146069"
"69059","","","91","0","","","","","","5146069"
"69060","","riri_sad_talk_dead","3","131311","","1","","","0.2","5146069"
"69061","","riri_sad_talk_dead","3","1313","","1","","","0.2","5146069"
"69062","","surprise_idle","3","131411","","1","","","0.2","5146069"
"69063","","surprise_idle","3","1314","","1","","","0.2","5146069"
"69064","","idle_normal_surprise2","3","130911","","1","","","0.2","5146069"
"69065","","vo_apg_0906","21","vo_apg","0","0","","","","5146069"
"69066","0","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","11","131311","1","10","0","1","0","5146069"
"69067","","","91","0","","","","","","5146069"
"69068","","riri_sad_idle","3","131311","","1","","","0.2","5146069"
"69069","","riri_sad_idle","3","1313","","1","","","0.2","5146069"
"69070","","watawata","3","130911","talk_normal_dere","0","0.2","1","0.2","5146069"
"69071","","watawata","3","98","talk_normal_dere","0","0.2","1","0.2","5146069"
"69072","","vo_apg_0907","21","vo_apg","0","0","","","","5146069"
"69073","0","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","11","130911","1","10","0","1","0","5146069"
"69074","","","91","0","","","","","","5146069"
"69075","","idle_normal_noface","3","130911","","1","","","0.2","5146069"
"69076","","idle_normal_kururu","3","98","","1","","","0.2","5146069"
"69077","","coffee_2_out","3","21","","0","","","0","5146069"
"69078","","clear_wish_talk_joy","3","131411","","1","","","0.2","5146069"
"69079","","clear_wish_talk_joy","3","1314","","1","","","0.2","5146069"
"69080","","vo_apg_0908","21","vo_apg","0","0","","","","5146069"
"69081","0","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","11","131411","1","10","0","1","0","5146069"
"69082","","","91","0","","","","","","5146069"
"69083","","clear_wish_idle","3","131411","","1","","","0.2","5146069"
"69084","","clear_wish_idle","3","1314","","1","","","0.2","5146069"
"69085","","guts2_talk_joy3","3","131311","","1","","","0.2","5146069"
"69086","","guts2_talk_joy3","3","1313","","1","","","0.2","5146069"
"69087","","vo_apg_0909","21","vo_apg","0","0","","","","5146069"
"69088","0","はい、リアさん！","11","131311","1","10","0","1","0","5146069"
"69089","","","91","0","","","","","","5146069"
"69090","","riri_idle","3","131311","","1","","","0.2","5146069"
"69091","","riri_idle","3","1313","","1","","","0.2","5146069"
"69092","","clear_wish_idle_normal","3","131411","","1","","","0.2","5146069"
"69093","","clear_wish_idle_normal","3","1314","","1","","","0.2","5146069"
"69094","","talk_normal_anger","3","130911","","1","","","0.2","5146069"
"69095","","talk_normal","3","98","","1","","","0.2","5146069"
"69096","","vo_apg_0910","21","vo_apg","0","0","","","","5146069"
"69097","0","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","11","130911","1","10","0","1","0","5146069"
"69098","","","91","0","","","","","","5146069"
"69099","","idle_normal_noface","3","130911","","1","","","0.2","5146069"
"69100","","idle_normal_kururu","3","98","","1","","","0.2","5146069"
"69101","","riri_bow","3","131311","idle_normal_joy2","0","0","1","0.2","5146069"
"69102","","riri_bow","3","1313","idle_normal_joy2","0","0","1","0.2","5146069"
"69103","","clear_agree","3","131411","idle_normal_joy2","0","0.2","1","0.2","5146069"
"69104","","clear_agree","3","1314","idle_normal_joy2","0","0.2","1","0.2","5146069"
"69105","","vo_apg_0911","21","vo_apg","0","0","","","","5146069"
"69106","","0911_in","3","22","","0","","","0","5146069"
"69107","","1","93","0.9","","","","","","5146069"
"69108","","0911_mid","3","22","","0","","","0","5146069"
"69109","","","92","","","","","","","5146069"
"69110","","0911_out","3","22","","0","","","0","5146069"
"69111","","0","93","0.2","","","","","","5146069"
"69112","","","91","0","","","","","","5146069"
"69113","","0","4","130911","","","","","","5146069"
"69114","","0","4","98","","","","","","5146069"
"69115","","walk_normal_slow","3","131311","","1","","","0.2","5146069"
"69116","","walk_normal_slow","3","1313","","1","","","0.2","5146069"
"69117","","walk_normal_slow","3","131411","","1","","","0.2","5146069"
"69118","","walk_normal_slow","3","1314","","1","","","0.2","5146069"
"69119","","walk_kyapi_slow","3","130911","","1","","","0.2","5146069"
"69120","","walk_kyapi_slow","3","98","","1","","","0.2","5146069"
"69121","","-75","2","131311","1.5","-278","","0","","5146069"
"69122","","-75","2","1313","1.5","-278","","0","","5146069"
"69123","","-225","2","131411","1.5","-288","","0","","5146069"
"69124","","-225","2","1314","1.5","-288","","0","","5146069"
"69125","","325","2","130911","1.5","-278","","0","","5146069"
"69126","","0","93","1.5","","","","","","5146069"
"69127","","1","4","131311","","","","","","5146069"
"69128","","1","4","1313","","","","","","5146069"
"69129","","1","4","130911","","","","","","5146069"
"69130","","idle_normal_surprise","3","131311","","1","","","0.2","5146069"
"69131","","idle_normal_surprise","3","1313","","1","","","0.2","5146069"
"69132","","notice_in_dere","3","131411","notice_loop_dere","0","0","1","0.2","5146069"
"69133","","notice_in_dere","3","1314","notice_loop_dere","0","0","1","0.2","5146069"
"69134","","idle_normal_surprise","3","130911","","1","","","0.2","5146069"
"69135","","vo_apg_0912","21","vo_apg","0","0","","","","5146069"
"69136","0","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","11","131411","1","10","0","1","0","5146069"
"69137","","","91","0","","","","","","5146069"
"69138","","hawawa","3","130911","","0","","","0.2","5146069"
"69139","","vo_apg_0913","21","vo_apg","0","0","","","","5146069"
"69140","0","はわわっ！？","11","130911","1","10","0","1","-30","5146069"
"69141","","","91","0","","","","","","5146069"
"69142","","bowbowbow","3","130911","","0","","","0.1","5146069"
"69143","","0","4","131311","","","","","","5146069"
"69144","","0","4","1313","","","","","","5146069"
"69145","","riri_talk_noervous","3","131311","","1","","","0.2","5146069"
"69146","","riri_talk_noervous","3","1313","","1","","","0.2","5146069"
"69147","","clear_smile_in","3","131411","clear_smile_idle","0","0","1","0.2","5146069"
"69148","","clear_smile_in","3","1314","clear_smile_idle","0","0","1","0.2","5146069"
"69149","0","2","12","131311","0","2","0","0","0","5146069"
"69150","0","2","12","131411","0","2","0","0","0","5146069"
"69151","0","2","12","130911","0","2","0","0","-30","5146069"
"69152","","0","93","2","","","","","","5146069"
"69153","","","101","69154","","","","","","5146069"
"69154","","0.2","22","0","","","","","","5146069"
"70001","walk_normal_joy","102111","1","1","0","106","1","-278","1.8","5146070"
"70002","idle_normal","99","5","1","-195","107","0","-278","1.8","5146070"
"70003","idle_normal_noface","130911","1","1","195","108","1","-278","1.8","5146070"
"70004","idle_normal_kururu","98","5","1","195","109","1","-278","1.8","5146070"
"70005","","206","13","102111","","","","","","5146070"
"70006","","208","13","130911","","","","","","5146070"
"70007","idle","10","5","10","0","15","0","-174","0.85","5146070"
"70008","empty","20","5","20","-237","290","0","48","1","5146070"
"70009","","1","31","1","0","0","","1","1","5146070"
"70010","","2","31","2","-57.7","0","","1","1","5146070"
"70011","","black","37","2","","","","","","5146070"
"70012","","14","31","14","-278","-176","","1","0","5146070"
"70013","","0","91","0","","","","","","5146070"
"70014","","0","102","0","","0","","","","5146070"
"70015","","0","93","0.4","","","","","","5146070"
"70016","","iris_out","37","2","","","","","","5146070"
"70017","","-195","2","102111","2","-278","","0","","5146070"
"70018","","0","93","2","","","","","","5146070"
"70019","","0","4","102111","","","","","","5146070"
"70020","","idle_normal_joy","3","102111","","1","","","0.2","5146070"
"70021","","idle_normal_joy","3","99","","1","","","0.2","5146070"
"70022","","0","93","0.1","","","","","","5146070"
"70023","","wish_talk_noface","3","102111","","1","","","0.2","5146070"
"70024","","kurumi_wish_talk","3","99","","1","","","0.2","5146070"
"70025","","vo_apg_1001","21","vo_apg","0","0","","","","5146070"
"70026","0","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","11","102111","1","10","0","1","0","5146070"
"70027","","","91","0","","","","","","5146070"
"70028","","notice_in_normal2","3","102111","sad_talk_normal","0","0.2","1","0.2","5146070"
"70029","","notice_in","3","99","sad_talk","0","0.2","1","0.2","5146070"
"70030","","vo_apg_1002","21","vo_apg","0","0","","","","5146070"
"70031","0","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","11","102111","1","10","0","1","0","5146070"
"70032","","","91","0","","","","","","5146070"
"70033","","talk_normal_noface","3","102111","","1","","","0.2","5146070"
"70034","","kurumi_talk_normal","3","99","","1","","","0.2","5146070"
"70035","","vo_apg_1003","21","vo_apg","0","0","","","","5146070"
"70036","0","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","11","102111","1","10","0","1","0","5146070"
"70037","","","91","0","","","","","","5146070"
"70038","","idle_normal_noface","3","102111","","1","","","0.2","5146070"
"70039","","kurumi_idle_normal","3","99","","1","","","0.2","5146070"
"70040","","kururu_wish_talk_joy","3","130911","","1","","","0.2","5146070"
"70041","","kururu_wish_talk_joy","3","98","","1","","","0.2","5146070"
"70042","","vo_apg_1004","21","vo_apg","0","0","","","","5146070"
"70043","0","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","11","130911","1","10","0","1","0","5146070"
"70044","","","91","0","","","","","","5146070"
"70045","","kururu_wish_idle_surprise","3","130911","","1","","","0.2","5146070"
"70046","","kururu_wish_idle_light","3","98","","1","","","0.2","5146070"
"70047","","surprise_talk_dere","3","102111","","1","","","0.2","5146070"
"70048","","surprise_talk_dere","3","99","","1","","","0.2","5146070"
"70049","","vo_apg_1005","21","vo_apg","0","0","","","","5146070"
"70050","0","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","11","102111","1","10","0","1","0","5146070"
"70051","","","91","0","","","","","","5146070"
"70052","","0","22","0","","","","","","5146070"
"70053","","kurumi_witch_in","3","102111","kurumi_witch_loop","0","0","1","0.2","5146070"
"70054","","kurumi_witch_in","3","99","kurumi_witch_loop","0","0","1","0.2","5146070"
"70055","","0","93","0.3","","","","","","5146070"
"70056","","20","121","0","1.05","1.05","","0","0","5146070"
"70057","","fade105_in","37","2","","","","","","5146070"
"70058","","30","122","30","","0.5","","","","5146070"
"70059","","kururu_wish_doteyes_static","3","130911","","1","","","0","5146070"
"70060","","vo_apg_1006","21","vo_apg","0","0","","","","5146070"
"70061","","1006_in","3","20","","0","","","0","5146070"
"70062","","1","93","1.2","","","","","","5146070"
"70063","","1006_mid","3","20","","0","","","0","5146070"
"70064","","","92","","","","","","","5146070"
"70065","","1006_out","3","20","","0","","","0","5146070"
"70066","","0","93","0.2","","","","","","5146070"
"70067","","kurumi_witch_out","3","102111","idle_normal","0","0","1","0.2","5146070"
"70068","","kurumi_witch_out","3","99","idle_normal","0","0","1","0.2","5146070"
"70069","","305","2","20","0","-45","","0","","5146070"
"70070","","fade105_out","37","2","","","","","","5146070"
"70071","","0","121","0","1","1","","0","0","5146070"
"70072","","30","122","30","","0.5","","","","5146070"
"70073","","kururu_scared_in","3","130911","kururu_scared_idle","0","0","1","0.2","5146070"
"70074","","vo_apg_1007","21","vo_apg","0","0","","","","5146070"
"70075","","1007_in","3","20","","0","","","0","5146070"
"70076","","1","93","1.2","","","","","","5146070"
"70077","","1007_mid","3","20","","0","","","0","5146070"
"70078","","","92","","","","","","","5146070"
"70079","","1007_out","3","20","","0","","","0","5146070"
"70080","","0","93","0.2","","","","","","5146070"
"70081","","empty","3","20","","0","","","0","5146070"
"70082","","worry_talk_lookdown","3","102111","","1","","","0.2","5146070"
"70083","","worry_talk_lookdown","3","99","","1","","","0.2","5146070"
"70084","","vo_apg_1008","21","vo_apg","0","0","","","","5146070"
"70085","0","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","11","102111","1","10","0","1","0","5146070"
"70086","","","91","0","","","","","","5146070"
"70087","","kururu_scared_talk_dere","3","130911","","1","","","0.2","5146070"
"70088","","kururu_scared_talk_dere","3","98","","1","","","0.2","5146070"
"70089","","vo_apg_1009","21","vo_apg","0","0","","","","5146070"
"70090","0","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","11","130911","1","10","-60","1","-10","5146070"
"70091","","","91","0","","","","","","5146070"
"70092","","kururu_scared_idle_noface","3","130911","","1","","","0.2","5146070"
"70093","","kururu_scared_idle","3","98","","1","","","0.2","5146070"
"70094","","anger_talk_dere_red","3","102111","","1","","","0.2","5146070"
"70095","","anger_talk_dere_red","3","99","","1","","","0.2","5146070"
"70096","","vo_apg_1010","21","vo_apg","0","0","","","","5146070"
"70097","0","…そ、そんな天才だなんて…","11","102111","1","10","0","1","0","5146070"
"70098","","","91","0","","","","","","5146070"
"70099","","0","22","0","","","","","","5146070"
"70100","","1","32","14","","","","","","5146070"
"70101","","kurumi_shy_in","3","102111","kurumi_shy_loop","0","0","1","0.2","5146070"
"70102","","kurumi_shy_in","3","99","kurumi_shy_loop","0","0","1","0.2","5146070"
"70103","","0","93","2.5","","","","","","5146070"
"70104","","kururu_scared_talk_dere","3","130911","","1","","","0.2","5146070"
"70105","","kururu_scared_talk_dere","3","98","","1","","","0.2","5146070"
"70106","","vo_apg_1011","21","vo_apg","0","0","","","","5146070"
"70107","0","…あの","11","130911","1","10","-60","1","-10","5146070"
"70108","","","91","0","","","","","","5146070"
"70109","","kururu_scared_talk_nervous","3","130911","","1","","","0.2","5146070"
"70110","","kururu_scared_talk_sweat_in","3","98","kururu_scared_talk_sweat_loop","0","0","1","0","5146070"
"70111","","vo_apg_1012","21","vo_apg","0","0","","","","5146070"
"70112","0","腰抜けちゃいましたです…","11","130911","1","10","-60","1","-10","5146070"
"70113","","","91","0","","","","","","5146070"
"70114","","","101","70115","","","","","","5146070"
"70115","","0.2","22","0","","","","","","5146070"
"71001","idle_normal","130911","1","1","-1100","110","0","-278","1.8","5146071"
"71002","idle","8","5","11","-193","106","0","-233","0.5","5146071"
"71003","idle","9","5","12","267","107","0","-233","0.6","5146071"
"71004","","210","13","130911","","","","","","5146071"
"71005","","206","13","8","","","","","","5146071"
"71006","","207","13","9","","","","","","5146071"
"71007","idle","10","5","10","0","15","0","-174","0.85","5146071"
"71008","","1","31","1","0","0","","1","1","5146071"
"71009","","2","31","2","0","0","","1","0","5146071"
"71010","","14","31","14","-278","0","","1","0","5146071"
"71011","","17","31","17","0","0","","1","0","5146071"
"71012","","18","31","18","0","0","","1","0","5146071"
"71013","","0","91","0","","","","","","5146071"
"71014","","0","102","0","","0","","","","5146071"
"71015","","0","93","0.2","","","","","","5146071"
"71016","","1","32","17","","","","","","5146071"
"71017","","0","93","0.5","","","","","","5146071"
"71018","","0","93","0","","","","","","5146071"
"71019","","0","93","3.5","","","","","","5146071"
"71020","0","12","12","8","0","2.2","0","0","0","5146071"
"71021","0","12","12","9","0","2.2","0","0","0","5146071"
"71022","","lookup","3","8","","1","","","0.6","5146071"
"71023","","lookdown","3","9","","1","","","0.6","5146071"
"71024","","-380","2","130911","3","-278","","0","","5146071"
"71025","","walk_normal","3","130911","","1","","","0.2","5146071"
"71026","","0","93","3","","","","","","5146071"
"71027","","kururu_surprise_talk","3","130911","","1","","","0.2","5146071"
"71028","","vo_apg_1101","21","vo_apg","0","0","","","","5146071"
"71029","0","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","11","130911","1","10","0","1","0","5146071"
"71030","","","91","0","","","","","","5146071"
"71031","","20","121","0","1.1","1.1","","0","0","5146071"
"71032","","1","32","2","","","","","","5146071"
"71033","","fade105_in","37","2","","","","","","5146071"
"71034","","50","122","50","","0.5","","","","5146071"
"71035","","1","32","18","","","","","","5146071"
"71036","","se_10055900_bachibachi","23","se_10055900","","0","","","","5146071"
"71037","","shock_in_surprise2","3","130911","shock_loop_surprise2","0","0","1","0.2","5146071"
"71038","","vo_apg_1102","21","vo_apg","0","0","","","","5146071"
"71039","0","ひえぇっ！？\nバッチバチですますっ！？","11","130911","1","10","0","1","-20","5146071"
"71040","","","91","0","","","","","","5146071"
"71041","","0","22","0","","","","","","5146071"
"71042","","0","32","18","","","","","","5146071"
"71043","","fade105_out","37","2","","","","","","5146071"
"71044","","0","121","0","1","1","","0.5","11","5146071"
"71045","","walk_jog_sad_quick","3","130911","","1","","","0.2","5146071"
"71046","","idle","3","8","","1","","","0.4","5146071"
"71047","","idle","3","9","","1","","","0.4","5146071"
"71048","","0","2","130911","0.5","-278","","0","","5146071"
"71049","","0","93","0.3","","","","","","5146071"
"71050","","idle","3","8","","1","","","0.4","5146071"
"71051","","idle","3","9","","1","","","0.4","5146071"
"71052","","0","93","0.2","","","","","","5146071"
"71053","","1","4","130911","","","","","","5146071"
"71054","","kururu_worry_talk_lookdown","3","130911","","1","","","0","5146071"
"71055","","vo_apg_1103","21","vo_apg","0","0","","","","5146071"
"71056","0","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","11","130911","1","10","0","1","0","5146071"
"71057","","","91","0","","","","","","5146071"
"71058","","0","4","130911","","","","","","5146071"
"71059","","kururu_worry_talk_lookup","3","130911","","1","","","0","5146071"
"71060","","vo_apg_1104","21","vo_apg","0","0","","","","5146071"
"71061","0","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","11","130911","1","10","0","1","0","5146071"
"71062","","","91","0","","","","","","5146071"
"71063","","40","121","0","1.15","1.15","","10","10","5146071"
"71064","","1","32","14","","","","","","5146071"
"71065","","0","22","0","","","","","","5146071"
"71066","","0","4","130911","","","","","","5146071"
"71067","","kururu_wish_idle_search","3","130911","","1","","","0.2","5146071"
"71068","0","12","12","8","0","3","0","0","0","5146071"
"71069","0","12","12","9","0","3","0","0","0","5146071"
"71070","","0","93","4","","","","","","5146071"
"71071","","0","32","14","","","","","","5146071"
"71072","","approach_in","3","8","approach_loop","0","0","1","0.2","5146071"
"71073","","approach_in","3","9","approach_loop","0","0","1","0.2","5146071"
"71074","","0.8","6","8","0.8","0.8","10","1","0.6","5146071"
"71075","","0.8","6","9","0.8","0.8","10","1","0.6","5146071"
"71076","","0","93","0.6","","","","","","5146071"
"71077","","kururu_down_in","3","130911","kururu_down_loop","0","0","1","0.2","5146071"
"71078","","vo_apg_1105","21","vo_apg","0","0","","","","5146071"
"71079","0","ひぃぃ…","11","130911","1","10","0","1","0","5146071"
"71080","","","91","0","","","","","","5146071"
"71081","","","101","71082","","","","","","5146071"
"71082","","0.2","22","0","","","","","","5146071"
