15f94b3fd355432e28ed4564f491b539ff05fa3d09e5b4d6a614c6f6bdfcf7d4,20dbd70fe5c25b4160e8c081ebf9397cfd373520a2c79e2cc71c39e0750b9560,2d0a2eb4ebb9430ec7fe51f07c3ad66621d2f3d9e30df302eb032d4d4e539951,38d4a0b3c8d29b8c9c45a0badc39ded752a4c7278cc45bc2c52310898fa9dd78,869f0d1d335e55e425e2a4285b3a80cd8514a0364a9d710c3d6fa6e354ab206c,e12abbf1f578372c64655591e3cb37077924adb2c2e59b77989d753e017947c4,3384f81c9bd5f54ae6b681751346dc7b37b1fce9c11a761904403caef2bc1242,68b6faa8b0899ab537f1937e519f2d65298495dd1a53d549d797f9c666a45c19,6d80e0dddac4541a8c6f3c6ca34434e72ebf6d8671bda8632102f263df9a2cb1,f3d5754b984a6f31e90939ba26702b5152d172a50a270bbe580b7e566b7270c3,2cce5ea68e0279e091bf6fc006fbde786b71be07e26f8b749221b51f3c15b0b0
"0","505018","505","クリスマスと新年は別腹なの！\nプリンはいくらあってもいいの！","6","0.5","100711","1","0","0","11"
"","505019","505","nop_05_miyako_talk_anger","1","","100711","","","0.2","3"
"","505020","505","","","","505018","","","","91"
"","505021","505","nop_05_miyako_idle_anger","1","","100711","","","0.2","3"
"","505022","505","vo_drama_10082005_004","0","","vo_drama_10082005","0","","","21"
"0","505023","505","それって結局いつもと変わってない\n気がするけど……","6","0.5","102211","1","0","0","11"
"","505024","505","nop_talk_bitter","1","","102211","","","0.2","3"
"","505025","505","","","","505023","","","","91"
"","505026","505","nop_idle_bitter","1","","102211","","","0.2","3"
"","505027","505","vo_drama_10082005_005","0","","vo_drama_10082005","0","","","21"
"0","505028","505","それにしても新年会って\n華やかでアカリ、ドキドキしちゃう♪\nお料理もとっても美味しい♪","5","0.5","100611","1","0","0","11"
"","505029","505","nop_talk_wish","1","","100611","","","0.2","3"
"","505030","505","1","","","3.5","","","","93"
"","505031","505","nop_talk_joy1","1","","100611","","","0.2","3"
"","505032","505","nop_05_miyako_idle_normal","1","","100711","","","0.2","3"
"","505033","505","","","","505028","","","","91"
"","505034","505","nop_idle_joy1","1","","100611","","","0.2","3"
"","505035","505","vo_drama_10082005_006","0","","vo_drama_10082005","0","","","21"
"0","505036","505","ここに並んでいるおせち料理の素材が\n特別なもののようですね。\nイリヤさんがシェフィさんたちと\n頑張ってくれたおかげだそうですよ。","6","0.5","103111","1","0","0","11"
"","505037","505","0","","","103111","","","","4"
"","505038","505","nop_05_shinobu_talk_wish","1","","103111","","","0.2","3"
"","505039","505","0","","","2051","","","","4"
"","505040","505","1","","","6","","","","93"
"","505041","505","nop_05_shinobu_talk_normal","1","","103111","","","0.2","3"
"","505042","505","","","","505036","","","","91"
"","505043","505","nop_05_shinobu_idle_normal","1","","103111","","","0.2","3"
"","505044","505","vo_drama_10082005_007","0","","vo_drama_10082005","0","","","21"
"0","505045","505","お正月を制する！\nって言って出かけていった時は\nどうなるかと思ったけど……","7","0.5","102211","1","0","0","11"
"","505046","505","nop_talk_surprise1","1","","102211","","","0.2","3"
"","505047","505","","","","505045","","","","91"
"","505048","505","nop_idle_surprise1","1","","102211","","","0.2","3"
"","505049","505","vo_drama_10082005_008","0","","vo_drama_10082005","0","","","21"
"0","505050","505","本当にお正月を制しちゃったんだもん。\nイリヤさんってば、すごいよね！\n晴れ着もとっても素敵だし。","6","0.5","100611","1","0","0","11"
"","505051","505","nop_talk_surprise1","1","","100611","","","0.2","3"
"","505052","505","1","","","3","","","","93"
"","505053","505","nop_talk_memory","1","","100611","","","0.2","3"
"","505054","505","1","","","1","","","","93"
"","505055","505","1","","","100711","","","","4"
"0","505056","505","nop_05_miyako_talk_arm_crossed","0","","100711","nop_05_miyako_idle_arm_crossed","1","0.2","3"
"","505057","505","17","2","","100711","","","","12"
"","505058","505","","","","505050","","","","91"
"","505059","505","nop_idle_memory2","1","","100611","","","0.2","3"
"","505060","505","vo_drama_10082005_009","0","","vo_drama_10082005","0","","","21"
"0","505061","505","私たちにも何回も見せに来てたし\nよっぽど気に入ったのね。\nナナカさんにお願いして\nルカさんを紹介してもらってよかったわ。","7","0.5","102211","1","0","0","11"
"","505062","505","nop_talk_wish","1","","102211","","","0.2","3"
"","505063","505","","","","505061","","","","91"
"","505064","505","nop_idle_wish","1","","102211","","","0.2","3"
"","505065","505","vo_drama_10082005_010","0","","vo_drama_10082005","0","","","21"
"0","505066","505","そうだ、シノブさん！\nアカリたちの今年の運勢、\n占ってほしいな。","6","0.5","100611","1","0","0","11"
"","505067","505","nop_talk_joy1","1","","100611","","","0.2","3"
"","505068","505","","","","505066","","","","91"
"","505069","505","nop_idle_joy1","1","","100611","","","0.2","3"
"","505070","505","vo_drama_10082005_011","0","","vo_drama_10082005","0","","","21"
"0","505071","505","あ、それは私も気になるかも。\nシノブさん、お願いできます？","6","0.5","102211","1","0","0","11"
"","505072","505","nop_talk_normal","1","","102211","","","0.2","3"
"","505073","505","","","","505071","","","","91"
"","505074","505","","","","0.3","","","","93"
"","505075","505","nop_idle_normal","1","","102211","","","0.2","3"
"","505076","505","vo_drama_10082005_012","0","","vo_drama_10082005","0","","","21"
"0","505077","505","はい、いいですよ。\nでは……むっ……\n今年も波乱の予感、と出ています。","3","0.5","103111","1","0","0","11"
"","505078","505","nop_05_shinobu_talk_wish","1","","103111","","","0.2","3"
"","505079","505","nop_05_miyako_run_angry","1","","100711","","","0.2","3"
"","505080","505","-1000","-240","","100711","3","","","2"
"","505081","505","1","","","6","","","","93"
"","505082","505","nop_05_shinobu_talk_thinking","1","","103111","","","0.2","3"
"","505083","505","nop_idle_bitter2","1","","102211","","","0.2","3"
"","505084","505","4","1","","102211","","","","12"
"","505085","505","1","","","0.2","","","","93"
"","505086","505","nop_idle_surprise1","1","","100611","","","0.2","3"
"","505087","505","4","0.8","","100611","","","","12"
"","505088","505","1","","","2.1","","","","93"
"","505089","505","","","","505077","","","","91"
"","505090","505","nop_05_shinobu_idle_thinking","1","","103111","","","0.2","3"
"","505091","505","vo_drama_10082005_013","0","","vo_drama_10082005","0","","","21"
"0","505092","505","波乱って、そんな……あ！\nちょっと！　デザートコーナーで\nミヤコさんがプリンを出せって\n暴れてるわ！","5","0.5","102211","1","0","0","11"
"","505093","505","nop_talk_sad","1","","102211","","","0.2","3"
"","505094","505","1","","","4.5","","","","93"
"","505095","505","nop_talk_surprise1","1","","102211","","","0.2","3"
"","505096","505","","","","505092","","","","91"
"","505097","505","nop_05_shinobu_idle_surprise","1","","103111","","","0.2","3"
"","505098","505","4","1.8","","103111","","","","12"
"","505099","505","nop_run_sad","1","","102211","","","0.2","3"
"","505100","505","-1000","-230","","102211","4","","","2"
"","505101","505","0","","","1","","","","93"
"","505102","505","vo_drama_10082005_014","0","","vo_drama_10082005","0","","","21"
"0","505103","505","大変！　止めないと！\nシノブさんも早く～！","6","0.5","100611","1","0","0","11"
"","505104","505","nop_talk_surprise2","1","","100611","","","0.2","3"
"","505105","505","1","","","4.5","","","","93"
"","505106","505","","","","505103","","","","91"
"","505107","505","nop_run_sad","1","","100611","","","0.2","3"
"","505108","505","-1000","-260","","100611","4","0","","2"
"","505109","505","","","","2","","","","93"
"","505110","505","1","","","103111","","","","4"
"","505111","505","1","","","2051","","","","4"
"","505112","505","","","","0.5","","","","93"
"","505113","505","","","","505108","","","","91"
"","505114","505","nop_idle_normal","1","","100611","","","0.2","3"
"","505115","505","vo_drama_10082005_015","0","","vo_drama_10082005","0","","","21"
"0","505116","505","はい、すぐに向かいましょう。\n今年もいろいろとご迷惑を\nおかけするかもしれませんが……\nどうぞよろしくお願いしますね。","5","1","103111","1","0","0","11"
"","505117","505","nop_05_shinobu_talk_wish","1","","103111","","","0.2","3"
"","505118","505","1","","","3.2","","","","93"
"","505119","505","0","","","103111","","","","4"
"","505120","505","0","","","2051","","","","4"
"","505121","505","nop_05_shinobu_look_talk_wish_blink","1","","103111","","","0.2","3"
"","505122","505","1","","","6","","","","93"
"0.2","505123","505","nop_05_shinobu_bow","0","","103111","nop_05_shinobu_look_talk_wish","1","0.2","3"
"","505124","505","","","","505116","","","","91"
"","505125","505","1","","","103111","","","","4"
"","505126","505","1","","","2051","","","","4"
"","505127","505","nop_05_shinobu_idle_normal","1","","103111","","","0.2","3"
"","505128","505","1","","","0.4","","","","93"
"","505129","505","nop_05_shinobu_run","1","","103111","","","0.2","3"
"","505130","505","-1000","-250","","103111","4","","","2"
"","505131","505","-1000","-225","","2051","4","","","2"
"","505132","505","0","","","0.5","","","","93"
"0","506001","506","104731","105","nop_idle_arm_crossed","1","-300","-275","1.95","1"
"1","506002","506","107131","104","nop_idle_thinking","1","300","-275","1.95","1"
"0","506003","506","103731","102","nop_idle_normal","1","-150","-255","1.95","1"
"1","506004","506","100511","103","nop_idle_surprise_kira","1","150","-255","1.95","1"
"","506005","506","0","","","0.5","","","","93"
"","506006","506","vo_drama_10082006_001","0","","vo_drama_10082006","0","","","21"
"0","506007","506","はーっはっはっは！\nめでたいじゃあないか。\nなあ諸君！","8","0.5","107131","1","0","0","11"
"0.2","506008","506","nop_06_cris_ahaha_in","0","","107131","nop_06_cris_ahaha_loop","1","0.2","3"
"","506009","506","1","","","2","","","","93"
"0.2","506010","506","nop_talk_doya","0","","107131","nop_talk_doya_loop","1","0.2","3"
"","506011","506","","","","506007","","","","91"
"","506012","506","vo_drama_10082006_002","0","","vo_drama_10082006","0","","","21"
"0","506013","506","クリスティーナ！\nあなたはいったいどの面下げて\n私たちの前に……","8","0.5","103731","1","0","0","11"
"","506014","506","nop_06_tomo_talk_anger","1","","103731","","","0.2","3"
"","506015","506","","","","506013","","","","91"
"","506016","506","nop_06_tomo_idle_anger","1","","103731","","","0.2","3"
"","506017","506","vo_drama_10082006_003","0","","vo_drama_10082006","0","","","21"
"0","506018","506","まあまあ、\nトモちゃんもクリスちゃんも。\nせっかくの新年会なんだから……","8","0.5","104731","1","0","0","11"
"","506019","506","nop_talk_normal","1","","104731","","","0.2","3"
"","506020","506","","","","506018","","","","91"
"","506021","506","nop_idle_normal","1","","104731","","","0.2","3"
"","506022","506","vo_drama_10082006_004","0","","vo_drama_10082006","0","","","21"
"0","506023","506","そうッス！\n美味しい料理もいっぱいだし、\n楽しまなくっちゃ損ッスよ！","8","0.5","100511","1","0","0","11"
"0.2","506024","506","nop_talk_guts2","0","","100511","nop_talk_guts2_loop","1","0.2","3"
"","506025","506","","","","506023","","","","91"
"","506026","506","nop_idle_guts2","1","","100511","","","0.2","3"
"","506027","506","vo_drama_10082006_005","0","","vo_drama_10082006","0","","","21"
"0","506028","506","ジュンさんもマツリちゃんも\n甘いんだから……\nクリスティーナ、あなたは\nいったいなにを企んでいるんだ？","8","0.5","103731","1","0","0","11"
"","506029","506","nop_talk_worry","1","","103731","","","0.2","3"
"","506030","506","1","","","3","","","","93"
"0.2","506031","506","nop_06_tomo_talk_arm_crossed","0","","103731","nop_06_tomo_talk_arm_crossed_loop","1","0.2","3"
"","506032","506","","","","506028","","","","91"
"","506033","506","nop_06_tomo_idle_arm_crossed","1","","103731","","","0.2","3"
"","506034","506","vo_drama_10082006_006","0","","vo_drama_10082006","0","","","21"
"0","506035","506","クリスティーナさんの企み？\nふっ……決まっているだろう。\nカルミナをランドソルの\nトップアイドルにすることさ。","8","0.5","107131","1","0","0","11"
"","506036","506","nop_talk_thinking","1","","107131","","","0.2","3"
"","506037","506","1","","","2","","","","93"
"0.2","506038","506","nop_16_kaya_talk_normal2","0","","107131","nop_16_kaya_talk_normal2_loop","1","0.2","3"
"","506039","506","","","","506035","","","","91"
"","506040","506","nop_16_kaya_idle_normal2","1","","107131","","","0.2","3"
"","506041","506","vo_drama_10082006_007","0","","vo_drama_10082006","0","","","21"
"0","506042","506","副団長時代より楽しそうなのが\n少し寂しいけど……\n今の方がクリスちゃんらしくて\nいいんじゃないかな。","8","0.5","104731","1","0","0","11"
"","506043","506","nop_talk_thinking","1","","104731","","","0.2","3"
"","506044","506","1","","","3.5","","","","93"
"","506045","506","nop_talk_normal","1","","104731","","","0.2","3"
"","506046","506","","","","506042","","","","91"
"","506047","506","nop_idle_normal","1","","104731","","","0.2","3"
"","506048","506","vo_drama_10082006_008","0","","vo_drama_10082006","0","","","21"
"0","506049","506","でも、しっかり見張っておかないと。\n魔法剣……じゃなくて、\n【王宮騎士団（NIGHTMARE）】\nの一員として。","8","0.5","103731","1","0","0","11"
"","506050","506","nop_talk_worry","1","","103731","","","0.2","3"
"","506051","506","1","","","3","","","","93"
"","506052","506","nop_06_tomo_talk_tsun_pain","1","","103731","","","0.2","3"
"","506053","506","1","","","1","","","","93"
"0.2","506054","506","nop_06_tomo_talk_guts2","0","","103731","nop_06_tomo_idle_guts2","1","0.2","3"
"","506055","506","","","","506049","","","","91"
"","506056","506","vo_drama_10082006_009","0","","vo_drama_10082006","0","","","21"
"0","506057","506","そうッスね！\n今年もランドソルの平和は\n自分たちが守るッスよ！","8","0.5","100511","1","0","0","11"
"","506058","506","nop_talk_normal","1","","100511","","","0.2","3"
"","506059","506","1","","","2","","","","93"
"0.2","506060","506","nop_06_matsuri_pose","0","","100511","nop_06_matsuri_pose_loop","1","0.2","3"
"","506061","506","","","","506057","","","","91"
"","506062","506","0","","","0.5","","","","93"
"0","507001","507","102831","101","nop_idle_normal","1","-150","-225","1.95","1"
"1","507002","507","102111","100","nop_idle_joy1","1","150","-225","1.95","1"
"0","507003","507","102511","105","nop_idle_normal","1","-300","-255","1.95","1"
"1","507004","507","102311","104","nop_idle_joy1","1","300","-255","1.95","1"
"","507005","507","0","","","0.5","","","","93"
"","507006","507","vo_drama_10082007_001","0","","vo_drama_10082007","0","","","21"
"0","507007","507","今日はお招きありがとう。\nみんな楽しませてもらってるわ。","8","0.5","102831","1","0","0","11"
"","507008","507","nop_talk_joy3","1","","102831","","","0.2","3"
"","507009","507","","","","507007","","","","91"
"","507010","507","nop_idle_normal","1","","102831","","","0.2","3"
"","507011","507","vo_drama_10082007_002","0","","vo_drama_10082007","0","","","21"
"0","507012","507","救護院の子供たちも\n一緒に呼んでいただいて……\n本当にありがとうございます。","8","0.5","102511","1","0","0","11"
"","507013","507","nop_talk_joy3_dere","1","","102511","","","0.2","3"
"","507014","507","1","","","3","","","","93"
"","507015","507","nop_talk_joy1","1","","102511","","","0.2","3"
"","507016","507","","","","507012","","","","91"
"","507017","507","nop_idle_normal","1","","102511","","","0.2","3"
"","507018","507","vo_drama_10082007_003","0","","vo_drama_10082007","0","","","21"
"0","507019","507","いっぱい人がいるね。\nえ？　みんなお兄ちゃんのお友達なの？","8","0.5","102311","1","0","0","11"
"","507020","507","nop_talk_joy1_normal","1","","102311","","","0.2","3"
"","507021","507","1","","","1.9","","","","93"
"","507022","507","nop_talk_wish_surprise","1","","102311","","","0.2","3"
"","507023","507","","","","507019","","","","91"
"","507024","507","vo_drama_10082007_004","0","","vo_drama_10082007","0","","","21"
"0","507025","507","なんだかギルドレースの時みたい。\nあ……！","8","0.5","102111","1","0","0","11"
"","507026","507","nop_talk_wish","1","","102111","","","0.2","3"
"","507027","507","1","","","2.5","","","","93"
"","507028","507","nop_07_kurumi_talk_memory","1","","102111","","","0.2","3"
"","507029","507","","","","507025","","","","91"
"","507030","507","vo_drama_10082007_005","0","","vo_drama_10082007","0","","","21"
"0","507031","507","ふふ、あたしたちはいいから\n【リトルリリカル】の子たちの\nところへ行ってきたら？","8","0.5","102831","1","0","0","11"
"","507032","507","nop_talk_bitter","1","","102831","","","0.2","3"
"","507033","507","1","","","4.3","","","","93"
"","507034","507","nop_idle_joy_dere","1","","102111","","","0.2","3"
"0","507035","507","nop_talk_guts2","0","","102311","nop_talk_guts2_loop","1","0.2","3"
"","507036","507","","","","507031","","","","91"
"","507037","507","nop_idle_normal","1","","102831","","","0.2","3"
"","507038","507","vo_drama_10082007_006","0","","vo_drama_10082007","0","","","21"
"0","507039","507","サレンお嬢さまのお世話は今年も\n私がしっかりやりますから\n大丈夫ですよ。","8","0.5","102511","1","0","0","11"
"0","507040","507","nop_talk_guts","0","","102511","nop_talk_guts_loop","1","0.2","3"
"","507041","507","","","","507039","","","","91"
"","507042","507","vo_drama_10082007_007","0","","vo_drama_10082007","0","","","21"
"0","507043","507","スズメにそう言われると\n逆に心配になっちゃうんだけど……","8","0.5","102311","1","0","0","11"
"","507044","507","nop_talk_jitome","1","","102311","","","0.2","3"
"","507045","507","nop_07_kurumi_idle_bitter","1","","102111","","","0.2","3"
"","507046","507","","","","507043","","","","91"
"","507047","507","vo_drama_10082007_008","0","","vo_drama_10082007","0","","","21"
"0","507048","507","ええー？　そ、そんな～！","8","0.5","102511","1","0","0","11"
"0","507049","507","nop_07_suzume_tohoho_in","0","","102511","nop_07_suzume_tohoho_loop","1","0","3"
"","507050","507","nop_idle_bitter","1","","102831","","","0.2","3"
"","507051","507","","","","507048","","","","91"
"","507052","507","vo_drama_10082007_009","0","","vo_drama_10082007","0","","","21"
"0","507053","507","今年も賑やかな一年になりそう。\nあんたも、いつでも遊びに来てね。\nきっとみんな喜ぶわ。","8","0.5","102831","1","0","0","11"
"","507054","507","nop_talk_normal","1","","102831","","","0.2","3"
"","507055","507","1","","","2.3","","","","93"
"","507056","507","nop_talk_joy1","1","","102831","","","0.2","3"
"","507057","507","","","","507053","","","","91"
"","507058","507","0","","","0.5","","","","93"
"0","508001","508","101011","100","nop_idle_normal_joy","1","-150","-255","1.95","1"
"1","508002","508","104331","101","nop_idle_arm_crossed","1","150","-255","1.95","1"
"0","508003","508","101711","104","nop_idle_joy_normal","1","-300","-275","1.95","1"
"1","508004","508","101431","105","nop_idle_normal","1","300","-275","1.95","1"
"","508005","508","0","","","0.5","","","","93"
"0","508006","508","王子は～ん。\nあけましておめでとうございます～\n今年もよろしゅうに。","8","0.5","101011","1","0","0","11"
"","508007","508","nop_talk_joy1","0","","101011","","","0.2","3"
"","508008","508","1","","","1.3","","","","93"
"0.2","508009","508","nop_bow2","0","","101011","nop_talk_joy1","1","0.2","3"
"","508010","508","","","","508006","","","","91"
"","508011","508","nop_idle_normal","1","","101011","","","0.2","3"
"0","508012","508","呼んでくれてありがとうな。\nユイも喜んでたぜ。","8","0.5","104331","1","0","0","11"
"","508013","508","nop_talk_joy1","1","","104331","","","0.2","3"
"","508014","508","","","","508012","","","","91"
"","508015","508","nop_idle_joy_normal","1","","104331","","","0.2","3"
"0","508016","508","色んな料理がいっぱいで\n見てるだけで楽しいさ～！","8","0.5","101711","1","0","0","11"
"","508017","508","nop_talk_joy2","1","","101711","","","0.2","3"
"","508018","508","","","","508016","","","","91"
"","508019","508","nop_idle_joy1","1","","101711","","","0.2","3"
"0","508020","508","聞いた話だとこの会場には\n助手くんたちの作った\nおせち料理もあるらしいね。","8","0.5","101431","1","0","0","11"
"","508021","508","nop_talk_thinking","1","","101431","","","0.2","3"
"","508022","508","1","","","1.5","","","","93"
"","508023","508","nop_talk_normal","1","","101431","","","0.2","3"
"","508024","508","","","","508020","","","","91"
"","508025","508","nop_idle_normal","1","","101431","","","0.2","3"
"0","508026","508","【美食殿】のおせち料理？\n絶対美味しいさ～！","8","0.5","101711","1","0","0","11"
"","508027","508","nop_talk_normal","1","","101711","","","0.2","3"
"","508028","508","1","","","1.75","","","","93"
"","508029","508","nop_talk_joy1","1","","101711","","","0.2","3"
"","508030","508","","","","508026","","","","91"
"","508031","508","nop_idle_joy_normal","1","","101711","","","0.2","3"
"0","508032","508","けど、これだけ大きな会場で探すのは\nちょっと難しくないか？","8","0.5","104331","1","0","0","11"
"0.2","508033","508","nop_talk_arm_crossed2","0","","104331","nop_talk_arm_crossed_loop2","1","0.2","3"
"","508034","508","","","","508032","","","","91"
"","508035","508","nop_idle_arm_crossed2","1","","104331","","","0.2","3"
"0","508036","508","ふっふっふ、大丈夫さ。\n任せてくれたまえ！\n私の推理によると……","8","0.5","101431","1","0","0","11"
"0.2","508037","508","nop_talk_doya","0","","101431","nop_talk_doya_loop","1","0.2","3"
"","508038","508","1","","","2.9","","","","93"
"","508039","508","nop_talk_thinking","1","","101431","","","0.2","3"
"0","508040","508","10","1","0","101011","1","0","0","12"
"","508041","508","nop_look_idle_normal","1","","101011","","","0.2","3"
"","508042","508","","","","508036","","","","91"
"","508043","508","nop_idle_thinking","1","","101431","","","0.2","3"
"","508044","508","","","","508040","","","","91"
"0","508045","508","王子は～ん。\n王子はんたちが作りはったおせち、\nどれですの？\n教えてくれへんやろか～？","8","0.5","101011","1","0","0","11"
"0.2","508046","508","nop_look_smile","0","","101011","nop_talk_joy1","1","0.2","3"
"","508047","508","1","","","4","","","","93"
"0","508048","508","4","1","0","101431","1","0","0","12"
"","508049","508","nop_idle_surprise2","1","","101431","","","0.2","3"
"","508050","508","","","","508045","","","","91"
"","508051","508","nop_idle_joy1","1","","101011","","","0.2","3"
"","508052","508","","","","508048","","","","91"
"0","508053","508","ええー、マホさんずるいよ～！","8","0","101431","1","0","0","11"
"","508054","508","nop_talk_joy1_sad","1","","101431","","","0.2","3"
"","508055","508","1","","","1","","","","93"
"","508056","508","nop_talk_sad2","1","","101431","","","0.2","3"
"","508057","508","","","","508053","","","","91"
"0","508058","508","17","1","0","101431","1","0","0","12"
"","508059","508","nop_idle_sad2","1","","101431","","","0.2","3"
"0","508060","508","10","1","0","104331","1","0","0","12"
"","508061","508","nop_talk_joy3","1","","104331","","","0.2","3"
"0","508062","508","10","1","0","101711","1","0","0","12"
"","508063","508","nop_talk_joy2","1","","101711","","","0.2","3"
"0","508064","508","10","1","0","101011","1","0","0","12"
"","508065","508","nop_talk_joy3","1","","101011","","","0.2","3"
"","508066","508","1","","","0.75","","","","93"
"","508067","508","0","","","0.5","","","","93"
"0","509001","509","103311","100","nop_idle_joy1","1","-150","-255","1.95","1"
"0","509002","509","105211","104","nop_idle_joy_normal","1","-300","-275","1.95","1"
"1","509003","509","102611","101","nop_idle_sad2","1","150","-255","1.95","1"
"1","509004","509","103811","105","nop_idle_normal","1","300","-275","1.95","1"
"","509005","509","0","","","0.5","","","","93"
"0","509006","509","あけましておめでとうだべ！\nみんな元気にしてただか？\n牧場は新年あけても相変わらずだー","8","0.5","103311","1","0","0","11"
"","509007","509","nop_talk_joy2","1","","103311","","","0.2","3"
"","509008","509","1","","","3.5","","","","93"
"","509009","509","nop_talk_normal","1","","103311","","","0.2","3"
"","509010","509","","","","509006","","","","91"
"","509011","509","nop_idle_normal","1","","103311","","","0.2","3"
"0","509012","509","もー、ほんとは寝正月で\n過ごすつもりだったのにさー\nまあ、呼ばれたから来たけど。","8","0.5","102611","1","0","0","11"
"","509013","509","nop_talk_jitome","1","","102611","","","0.2","3"
"","509014","509","1","","","3.5","","","","93"
"","509015","509","nop_talk_bitter","1","","102611","","","0.2","3"
"","509016","509","","","","509012","","","","91"
"","509017","509","nop_idle_bitter","1","","102611","","","0.2","3"
"0","509018","509","ギルドレースも楽しかったけど\nこうしてのんびりおせちを\nいただくだけのお正月もいいわね～♪","8","0.5","105211","1","0","0","11"
"","509019","509","nop_talk_normal","1","","105211","","","0.2","3"
"","509020","509","1","","","2","","","","93"
"","509021","509","nop_talk_joy2","1","","105211","","","0.2","3"
"","509022","509","","","","509018","","","","91"
"","509023","509","nop_idle_joy_dere2","1","","105211","","","0.2","3"
"0","509024","509","お姉ちゃんにも会えましたし\nカスミさんたちにも挨拶できました。\nとっても素敵なお正月です。","8","0.5","103811","1","0","0","11"
"","509025","509","nop_talk_normal","1","","103811","","","0.2","3"
"","509026","509","1","","","4","","","","93"
"","509027","509","nop_talk_joy1","1","","103811","","","0.2","3"
"","509028","509","","","","509024","","","","91"
"","509029","509","nop_idle_joy1","1","","103811","","","0.2","3"
"0","509030","509","そうそう、この会場のおせちにも\n牧場の特産品を素材として使って\nもらってるんですって！\nそれってとっても素敵よね。","8","0.5","105211","1","0","0","11"
"","509031","509","nop_talk_normal","1","","105211","","","0.2","3"
"","509032","509","1","","","5.75","","","","93"
"","509033","509","nop_talk_memory","1","","105211","","","0.2","3"
"","509034","509","","","","509030","","","","91"
"","509035","509","nop_idle_memory2","1","","105211","","","0.2","3"
"0","509036","509","そうだなー\n今年は牧場の特産品を\n色んな人に届けられるように\nみんなで頑張るべ！","8","0.5","103311","1","0","0","11"
"","509037","509","nop_talk_joy1","1","","103311","","","0.2","3"
"","509038","509","1","","","4.75","","","","93"
"0.2","509039","509","nop_talk_guts2","0","","103311","nop_idle_guts2","1","0.2","3"
"","509040","509","","","","509036","","","","91"
"0","509041","509","あたしゃ忙しいのは勘弁だよ～\n今年もほどほどでいこうよ。\nほどほど～","8","0.5","102611","1","0","0","11"
"","509042","509","nop_talk_sad2","1","","102611","","","0.2","3"
"","509043","509","1","","","4","","","","93"
"","509044","509","nop_talk_bitter","1","","102611","","","0.2","3"
"","509045","509","","","","509041","","","","91"
"","509046","509","nop_idle_bitter","1","","102611","","","0.2","3"
"","509047","509","nop_talk_joy1","1","","103311","","","0.2","3"
"0","509048","509","10","1.5","0","103311","1","0","0","12"
"","509049","509","nop_talk_joy3","1","","105211","","","0.2","3"
"0","509050","509","10","1.5","0","105211","1","0","0","12"
"","509051","509","","","","0","","","","91"
"0","509052","509","あの……今年もみんなで\n仲良く頑張りますので\n見守っていてくださいね。","8","0.5","103811","1","0","0","11"
"","509053","509","nop_talk_bitter","1","","103811","","","0.2","3"
"","509054","509","1","","","3","","","","93"
"","509055","509","nop_talk_joy1_wink","1","","103811","","","0.2","3"
"","509056","509","","","","509052","","","","91"
"","509057","509","nop_idle_joy1_wink","1","","103811","","","0.2","3"
"","509058","509","0","","","0.5","","","","93"
"0","510001","510","103231","100","nop_idle_normal","1","-150","-255","1.95","1"
"1","510002","510","103411","104","nop_10_yukari_06","1","1000","-275","1.95","1"
"1","510003","510","11","105","nop_10_yukari_06","1","1000","-275","1.95","5"
"1","510004","510","104811","101","nop_idle_doya","1","150","-255","1.95","1"
"0","510005","510","104611","106","nop_idle_joy1","1","-300","-275","1.95","1"
"","510006","510","0","","","0.5","","","","93"
"0","510007","510","あけましておめでとうございます。\n今年も我が【メルクリウス財団】を\nよろしくお願いいたしますわ！","8","0.5","103231","1","0","0","11"
"0.2","510008","510","nop_bow","0","","103231","nop_talk_joy2","1","0.2","3"
"","510009","510","1","","","5","","","","93"
"0.2","510010","510","nop_wink","0","","103231","nop_idle_normal","1","0.2","3"
"","510011","510","","","","510007","","","","91"
"","510012","510","nop_idle_normal","1","","103231","","","0.2","3"
"0.1","510013","510","nop_10_yukari_05","1","","103411","nop_10_yukari_06","1","0.5","3"
"0.1","510014","510","nop_10_yukari_05","1","","11","nop_10_yukari_06","1","0.5","3"
"","510015","510","750","-245","","103411","2.8","7","","2"
"","510016","510","750","-245","","11","2.8","7","","2"
"0","510017","510","これだけの量のおせち……\n全種類味わうには相当な効率が必要ね。\n準備はいい？　タマキさん。","8","0.5","104811","1","0","0","11"
"","510018","510","nop_talk_thinking","1","","104811","","","0.2","3"
"","510019","510","1","","","4","","","","93"
"","510020","510","nop_talk_normal","1","","104811","","","0.2","3"
"","510021","510","1","","","1","","","","93"
"0.2","510022","510","nop_talk_guts","0","","104811","nop_idle_guts","1","0.2","3"
"","510023","510","","","","510017","","","","91"
"","510024","510","nop_idle_guts","1","","104811","","","0.2","3"
"","510025","510","","","","510015","","","","91"
"0.1","510026","510","nop_10_yukari_05","1","","103411","nop_10_yukari_06","1","0.5","3"
"0.1","510027","510","nop_10_yukari_05","1","","11","nop_10_yukari_06","1","0.5","3"
"","510028","510","550","-255","","103411","2.8","7","","2"
"","510029","510","550","-255","","11","2.8","7","","2"
"0","510030","510","にゃっ？\n落ち着くにゃミフユ！\nそんなことしたら正月太り\nまっしぐらにゃ！","8","0.5","104611","1","0","0","11"
