14c2bd6c5297a22fdf3bc6b3b306d5a269d89be5460bf9461915d93cd132fd1c,f26c3eaea99d4c85af329c2cdb818bc44b9a6eaa1b93cf955548bc7afebff042,eaf9c36fe49c7ba8cd8fff6e9d44959707edafed0d3ef6f829c91db0258f0cfd,fb20958b3856101e74410519115970315fb0db16eda48fb244766d53603a21b6,62f625cedf571c2c4e0e426efabdbbf889ddc1c653fc29b4f6fc11ebd954c159,5678af85090a7a7d148bf345081b200981e483f737a8f840e08c1f295fc082c7,9cf43441ce350a9b5889eb517008da7a3dbb822ae20c11eb5ff7a33e90f29520,ea40b62fd3db80bd87b74f32dff2acdcf7f5fb22fc4c002dee7ea7e4e80a59c6,5510d6853957743a458e26bcf733333c61648f6b3348400840bdd479ba9fc2a0,7bde9430117042dfa4c61e97c89ae55bd714a5ffd53250ac6171a3e96224f09e,81083990271132e5ff5eca47ed5f6c2eaca35b681411e1e44c3339e64e72899b,8c759c83476f2575cd2fb66354bdef593f5126102da23a5a4e53ec89da7e66a5
"558","","2","","0","3","0","0","0","60004","今日の運勢は中吉！　悩まず行動すれば強運に恵まれる！　　　　守るよりも攻めるが吉だ！　勝負事をするにはいい運勢だな！","2"
"559","","2","","0","3","0","0","0","60004","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？","1"
"560","","2","","0","3","0","0","0","60004","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","1"
"561","","2","","0","3","0","0","0","60004","今日の運勢は中吉！　健康に気を遣って気持ちのいい一年を！\n体に不調があるときは遠慮なく言いなさい、隅々まで調べてあげる","1"
"562","","2","","0","3","0","0","0","60004","今日の運勢は中吉！　歌を口ずさみ、幸運を呼び込もう！\n幸運になれるかは分からないけど……一緒に、歌いましょ？","1"
"563","","2","","0","3","0","0","0","60004","今日の運勢は中吉！　誰かに尽くすことで掴める幸せもあるかも？\n人事を尽くして天命を待つ！　さ、年始もバリバリ働きますわよ♪","1"
"564","","2","","0","4","0","0","0","60004","今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","1"
"565","","2","","0","4","0","0","0","60004","今日の運勢は小吉！　無理は禁物、お家で静かにしていましょう　プロぼっちの私が、お家での過ごし方……教えてあげましょうか？","1"
"566","","2","","0","4","0","0","0","60004","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！","1"
"567","","2","","0","4","0","0","0","60004","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","2"
"568","","2","","0","4","0","0","0","60004","今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","1"
"569","","2","","0","4","0","0","0","60004","今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","1"
"570","","2","","0","4","0","0","0","60004","今日の運勢は小吉！　小さな勇気で踏み出す一歩が大事！\n遠くから見てるだけじゃダメ。今日は、少しだけ近づいてみます！","2"
"571","カリン","3","","0","0","190804","2","0","60004","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","0"
"572","カリン","3","","0","0","190804","3","7","60004","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","0"
"573","カリン","1","","0","0","190804","1","0","60005","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","1"
"574","","2","","0","1","0","0","0","60005","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","1"
"575","","2","","0","1","0","0","0","60005","今日の運勢は姫吉！　ずっと祈り続けていた願いが叶うかも！\nきっとあんたならたどり着けるわ、ハッピーエンドのその先に","1"
"576","","2","","0","1","0","0","0","60005","今日の運勢は姫吉！　道を歩けば幸運に当たる、最高の吉日！　　さすがは兄様。尽善尽美、金甌無欠の強運をお持ちですね。","2"
"577","","2","","0","1","0","0","0","60005","今日の運勢は姫吉！　旅立ち、どこへ行くもよし！　　　　　　　新年の門出も、お兄さんと一緒です♪　冒険にしゅっぱーつ♪","2"
"578","","2","","0","1","0","0","0","60005","今日の運勢は姫吉！　一日三食食べれば健康運アップ！　　　　　おせち。おぞうに。もっと、たべよ？　お兄。","2"
"579","","2","","0","2","0","0","0","60005","今日の運勢は大吉！　あなたの趣味がもっと広がるかも！\nかんわゆ～～～いショタと～騎士きゅんもゲット～んふふ～♪","1"
"580","","2","","0","2","0","0","0","60005","今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","1"
"581","","2","","0","2","0","0","0","60005","今日の運勢は大吉！　日々の努力が実り、何事も良い方向へ！　　そんな弟くんには、お姉ちゃんのよしよしぎゅ～っをプレゼント♪","1"
"582","","2","","0","2","0","0","0","60005","今日の運勢は大吉！　お出かけするといいことあるかも？　　　　また一緒に、お忍びデートしてくださいね……騎士♪","2"
"583","","2","","0","2","0","0","0","60005","今日の運勢は大吉！　転居するならあたたかい場所が吉！　　　　煉獄の世なれど、住めば都と申しんす。ゆるりときなんせ……♪","2"
"584","","2","","0","3","0","0","0","60005","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","1"
"585","","2","","0","3","0","0","0","60005","今日の運勢は中吉！　誰かに尽くすことで掴める幸せもあるかも？\n人事を尽くして天命を待つ！　さ、年始もバリバリ働きますわよ♪","1"
"586","","2","","0","3","0","0","0","60005","今日の運勢は中吉！　歌を口ずさみ、幸運を呼び込もう！\n幸運になれるかは分からないけど……一緒に、歌いましょ？","1"
"587","","2","","0","3","0","0","0","60005","今日の運勢は中吉！　健康に気を遣って気持ちのいい一年を！\n体に不調があるときは遠慮なく言いなさい、隅々まで調べてあげる","1"
"588","","2","","0","3","0","0","0","60005","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","1"
"589","","2","","0","3","0","0","0","60005","今日の運勢は中吉！　争いごとは勝つが油断は大敵！　　　　　　ま、このあたしと一緒なら、向かうところ敵はねーですよっ！","2"
"590","","2","","0","3","0","0","0","60005","今日の運勢は中吉！　ラッキーアイテムは「光るもの」！　　　　ハツネちゃんの「きらーんっ☆」な魔法、見せちゃおうかなっ？","2"
"591","","2","","0","4","0","0","0","60005","今日の運勢は小吉！　のんびり穏やかな一日となるでしょう！　　あなた様を邪魔するものは全てエリコが排除しますわ、クスクス♪","1"
"592","","2","","0","4","0","0","0","60005","今日の運勢は小吉！　小さな勇気で踏み出す一歩が大事！\n遠くから見てるだけじゃダメ。今日は、少しだけ近づいてみます！","1"
"593","","2","","0","4","0","0","0","60005","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","1"
"594","","2","","0","4","0","0","0","60005","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","1"
"595","","2","","0","4","0","0","0","60005","今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","1"
"596","","2","","0","4","0","0","0","60005","今日の運勢は小吉！　空を眺めると気持ちが晴れやかに！　　　　眺めるだけじゃなくて、ひとっ飛びしちゃいましょうかっ♪","2"
"597","","2","","0","4","0","0","0","60005","今日の運勢は小吉！　掃除をすると運勢が開けそう！　　　　　　「わ、めんど」「ヴルムっ！　新年早々サボっちゃダメなんだからね！」","2"
"598","カリン","3","","0","0","190804","2","0","60005","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","0"
"599","カリン","3","","0","0","190804","3","7","60005","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","0"
"600","カリン","1","","0","0","190804","1","0","60006","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","1"
"601","","2","","0","1","0","0","0","60006","今日の運勢は姫吉！　勇気を持って、新しいことに挑戦しよう！\n幸先がいいねえ少年！　今年もいい一年になるよう祈ってるよ。","2"
"602","","2","","0","1","0","0","0","60006","今日の運勢は姫吉！　どんなピンチも簡単に乗り越えられそう！\nよい結果が出たようで何よりです。さて、待人の方は……ふふ。","2"
"603","","2","","0","1","0","0","0","60006","今日の運勢は姫吉！　あの人と仲直り……できちゃうかも！？\nはあ……この私があなたの運勢に興味を抱くわけないでしょう？","2"
"604","","2","","0","2","0","0","0","60006","今日の運勢は大吉！　身近な友達との絆が深まる予感……？\n騎士様は、どなたと友誼を結ぶのでしょう？　気になります……","1"
"605","","2","","0","2","0","0","0","60006","今日の運勢は大吉！　ラッキーアイテムは「蛇の抜け殻」！\nこのアタシにお目にかかれるなんて……アンタ、幸せものね♪","2"
"606","","2","","0","3","0","0","0","60006","今日の運勢は中吉！　気になるあの人に会えちゃうかも！？\n『初夢を正夢にする枕』であなたに会え……な、なんでもない！","2"
"607","","2","","0","3","0","0","0","60006","今日の運勢は中吉！　子供に戻って、一日中遊びつくそう！\nお年玉でけん玉ゲット！　おじちゃん、もしかめ一万回やって！","2"
"608","","2","","0","3","0","0","0","60006","今日の運勢は中吉！　今日はおうちで、ゆーっくりくつろごう。\nお雑煮よし。みかんよし。さ、こたつで寝正月だ。君も入る？","1"
"609","","2","","0","4","0","0","0","60006","今日の運勢は小吉！　突然のドッキリに注意！\nおや、後ろに髪の長い女の霊が──フフ、冗談です。私ですよ。","2"
"610","","2","","0","4","0","0","0","60006","今日の運勢は小吉。慌てなくても、幸運はきっとやってくる。\n運は自分で掴むもの──媛が言ってました。でも、どうやって？","2"
"611","カリン","3","","0","0","190804","2","0","60006","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","0"
"612","カリン","3","","0","0","190804","3","5","60006","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","0"
