b8ba1722b8fc0cba87152dbc1a57c7aa71871e388671c4f42c11075763e33e35,7a8b11da3bd9eb77ccfea3164b5c7643d3f6e30b7cb7e76be1554b55f3d069f7,1f1bc9e29abd3d65daba92e76327e3e62730a886457033ab68f71aa02d7c20cd,0dde780e5f1dcf8cd2c718372eb2f39aaf1a48c79e501aa6ce6e641047bd9c4e,95458579346265014a7821bb833d751ea7798460c93fdb2e5849b5a9a8e2a31b
"1314","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420130"
"1315","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420130"
"1316","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420130"
"1317","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420130"
"1318","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420130"
"1319","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420130"
"1320","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420130"
"1321","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420140"
"1322","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420140"
"1323","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420140"
"1324","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420140"
"1325","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420140"
"1326","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420140"
"1327","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420140"
"1328","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420210"
"1329","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420210"
"1330","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420210"
"1331","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420210"
"1332","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420210"
"1333","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420210"
"1334","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420210"
"1335","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420220"
"1336","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420220"
"1337","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420220"
"1338","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420220"
"1339","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420220"
"1340","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420220"
"1341","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420220"
"1342","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420230"
"1343","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420230"
"1344","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420230"
"1345","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420230"
"1346","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420230"
"1347","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420230"
"1348","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420230"
"1349","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420240"
"1350","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420240"
"1351","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420240"
"1352","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420240"
"1353","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420240"
"1354","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420240"
"1355","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420240"
"1356","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420310"
"1357","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420310"
"1358","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420310"
"1359","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420310"
"1360","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420310"
"1361","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420310"
"1362","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420310"
"1363","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420320"
"1364","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420320"
"1365","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420320"
"1366","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420320"
"1367","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420320"
"1368","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420320"
"1369","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420320"
"1370","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420330"
"1371","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420330"
"1372","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420330"
"1373","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420330"
"1374","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420330"
"1375","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420330"
"1376","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420330"
"1377","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","光属性ボーナス特大アップ","15","92420340"
"1378","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92420340"
"1379","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92420340"
"1380","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92420340"
"1381","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92420340"
"1382","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92420340"
"1383","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92420340"
"1384","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421010"
"1385","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421010"
"1386","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421010"
"1387","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421010"
"1388","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421010"
"1389","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421020"
"1390","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421020"
"1391","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421020"
"1392","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421020"
"1393","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421020"
"1394","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421030"
"1395","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421030"
"1396","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421030"
"1397","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421030"
"1398","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421030"
"1399","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421110"
"1400","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421110"
"1401","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421110"
"1402","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421110"
"1403","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421110"
"1404","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421110"
"1405","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421110"
"1406","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421120"
"1407","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421120"
"1408","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421120"
"1409","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421120"
"1410","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421120"
"1411","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421120"
"1412","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421120"
"1413","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421130"
"1414","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421130"
"1415","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421130"
"1416","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421130"
"1417","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421130"
"1418","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421130"
"1419","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421130"
"1420","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","ダメージカット","boss_damage_cut","92421130"
"1421","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421140"
"1422","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421140"
"1423","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421140"
"1424","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421140"
"1425","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421140"
"1426","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421140"
"1427","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421140"
"1428","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","ダメージカット","boss_damage_cut","92421140"
"1429","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421210"
"1430","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421210"
"1431","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421210"
"1432","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421210"
"1433","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421210"
"1434","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421210"
"1435","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421210"
"1436","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421220"
"1437","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421220"
"1438","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421220"
"1439","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421220"
"1440","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421220"
"1441","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421220"
"1442","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421220"
"1443","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421230"
"1444","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421230"
"1445","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421230"
"1446","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421230"
"1447","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421230"
"1448","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421230"
"1449","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421230"
"1450","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","ダメージカット","boss_damage_cut","92421230"
"1451","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421240"
"1452","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421240"
"1453","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421240"
"1454","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421240"
"1455","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421240"
"1456","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421240"
"1457","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421240"
"1458","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","ダメージカット","boss_damage_cut","92421240"
"1459","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421310"
"1460","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421310"
"1461","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421310"
"1462","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421310"
"1463","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421310"
"1464","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421310"
"1465","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421310"
"1466","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421320"
"1467","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421320"
"1468","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421320"
"1469","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421320"
"1470","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421320"
"1471","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421320"
"1472","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421320"
"1473","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421330"
"1474","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421330"
"1475","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421330"
"1476","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421330"
"1477","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421330"
"1478","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421330"
"1479","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421330"
"1480","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","ダメージカット","boss_damage_cut","92421330"
"1481","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","92421340"
"1482","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92421340"
"1483","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92421340"
"1484","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット","boss_tp_down_cut","92421340"
"1485","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","18","92421340"
"1486","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92421340"
"1487","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92421340"
"1488","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","ダメージカット","boss_damage_cut","92421340"
"1489","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","水属性ボーナス特大アップ","13","92422010"
"1490","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92422010"
"1491","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92422010"
"1492","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92422010"
"1493","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92422010"
"1494","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","水属性ボーナス特大アップ","13","92422020"
"1495","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","92422020"
"1496","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","92422020"
"1497","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","92422020"
"1498","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","ＨＰ吸収ダウン","9","92422020"
"1499","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","水属性ボーナス特大アップ","13","92422030"
