bbf2457484e3684ce84e28f4e13fa27b165ea0bd51c271e69d760c6c223b12d5,a9db49723b3addfcf34b362ed0f82c7a59936769ca5e70ee2ef88eec83319cf3,a6921b55d144a217609d4011f658f6599ef2a6b5df5ed1fc68d4af1b6721de61,cd94ebb2d056b022f83bcb22b24d58a869c31c4db39c7351ea59ecdcf22c5cdf,07b38b6dc94ece5d390daa744b01c539bb1bf313669c1584bb30e462e3445ffb,c41832c646754e50ff75a54b7ea2713f2beb82aaa809d59e157e31475c2df761,c93a73447d9c14e343cade27dc5459eb6d2177f351143e33539e34c43341a400,6d532e651052adeb4252ef9ef2773adbd38a153d71b748446408f85258231c02,29c2bcd7dd3b4e91f8032589f914d46f84a82e352924a7174121759364d43b4f,e83d5551d46e0e89dfdb349761990dd1b8d20a980f589bfd6820c8d1bbeea4fc,34ce6a7202cf1fe41839c344bb2ca3093c4acf945427d60bab110b92684a1e8b
"bgm_M321","25","35814","","bgm_M321_2C","","","","","","35814001"
"1","1","35814","250","107111","-1000","-70","wac_birthday_idle_normal","2","0","35814002"
"1","1","35814","256","103711","200","-270","wac_birthday_idle_doya","2","1","35814003"
"1","1","35814","258","100511","320","-310","wac_birthday_idle_normal","2","1","35814004"
"1","1","35814","257","104711","450","-290","wac_birthday_idle_normal","2","1","35814005"
"107111","13","35814","","300","","","","","","35814006"
"103711","13","35814","","300","","","","","","35814007"
"100511","13","35814","","300","","","","","","35814008"
"104711","13","35814","","300","","","","","","35814009"
"502","31","35814","0","502","0","1","","0","","35814010"
"600","31","35814","0","600","0","1","","1","","35814011"
"602","31","35814","0","602","0","1","","0","","35814012"
"603","31","35814","0","603","0","1","","0","","35814013"
"604","31","35814","30","604","60","1","","1","","35814014"
"615","31","35814","0","615","0","1","","1","","35814015"
"700","31","35814","0","700","0","1","","0","","35814016"
"701","31","35814","0","701","0","1","","0","","35814017"
"702","31","35814","0","702","0","1","","0","","35814018"
"800","31","35814","0","800","0","1","","0","","35814019"
"962","31","35814","30","962","60","1","","1","","35814020"
"1","93","35814","","","","","","","","35814021"
"100511","3","35814","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","35814022"
"0.1","93","35814","","","","","","","","35814023"
"103711","3","35814","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","35814024"
"104711","3","35814","0","wac_birthday_reaction_01","wac_birthday_reaction_04","1","","0.2","0.2","35814025"
"0.3","93","35814","","","","","","","","35814026"
"107111","3","35814","1","wac_birthday_run_03","","","","0.2","","35814027"
"107111","2","35814","-70","0","3","","","","","35814028"
"2.5","93","35814","","","","","","","","35814029"
"602","32","35814","","1","","","","","","35814030"
"0.6","93","35814","","","","","","","","35814031"
"502","32","35814","","1","","","","","","35814032"
"600","32","35814","","0","","","","","","35814033"
"615","32","35814","","0","","","","","","35814034"
"604","32","35814","","0","","","","","","35814035"
"701","32","35814","","1","","","","","","35814036"
"962","33","35814","0","0","0.01","","","","","35814037"
"107111","3","35814","0","wac_birthday_blowout_01","wac_birthday_wish_04","1","","0.2","0.2","35814038"
"107111","2","35814","-330","-200","0.01","","","","","35814039"
"103711","3","35814","1","wac_birthday_idle_doya","","","","0.2","","35814040"
"103711","2","35814","-320","180","0.01","","","","","35814041"
"100511","3","35814","1","wac_birthday_idle_normal","","","","0.2","","35814042"
"100511","2","35814","-360","300","0.01","","","","","35814043"
"104711","3","35814","1","wac_birthday_idle_normal","","","","0.2","","35814044"
"104711","2","35814","-340","430","0.01","","","","","35814045"
"0","93","35814","","","","","","","","35814046"
"800","32","35814","","1","","","","","","35814047"
"0.7","93","35814","","","","","","","","35814048"
"702","32","35814","","1","","","","","","35814049"
"0.5","93","35814","","","","","","","","35814050"
"se_common","23","35814","0","se_sys_login_birthday_blow_candle","","","","","","35814051"
"701","32","35814","","0","","","","","","35814052"
"0.4","93","35814","","","","","","","","35814053"
"se_common","23","35814","0","se_sys_login_birthday_cracker","","","","","","35814054"
"700","32","35814","","1","","","","","","35814055"
"se_common","23","35814","0","se_sys_login_birthday_calendar_applause","","","","","","35814056"
"103711","3","35814","0","wac_birthday_clap","wac_birthday_idle_doya","1","","0.2","0.2","35814057"
"0.1","93","35814","","","","","","","","35814058"
"100511","3","35814","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","35814059"
"0.1","93","35814","","","","","","","","35814060"
"104711","3","35814","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","35814061"
"2","93","35814","","","","","","","","35814062"
"1","131","35814","","","","","","","","35814063"
"vo_wac_35814","21","35814","0","vo_wac_35814_000","0","","","","","35814064"
"107111","11","35814","10","……気持ちは大変にありがたいが。\nワタシの誕生日を祝って大丈夫なのか？\n表向きには、相当問題のある流れで\nギルドから出奔した女だぞ。","1","1","0.5","0","0","35814065"
"0","91","35814","","","","","","","","35814066"
"107111","3","35814","1","wac_birthday_idle_normal","","","","0.2","","35814067"
"103711","3","35814","1","wac_birthday_talk_normal","","","","0.2","","35814068"
"vo_wac_35814","21","35814","0","vo_wac_35814_001","0","","","","","35814069"
"103711","11","35814","10","いや、今までさんざん私たちの\n誕生日に顔出してたじゃないですか。\n毎度ノリノリで準備してたし、\nもうとっくに開き直ってるのかと。","1","1","0.5","0","0","35814070"
"0","91","35814","","","","","","","","35814071"
"103711","3","35814","1","wac_birthday_idle_normal","","","","0.2","","35814072"
"100511","3","35814","1","wac_birthday_talk_smile","","","","0.2","","35814073"
"vo_wac_35814","21","35814","0","vo_wac_35814_002","0","","","","","35814074"
"100511","11","35814","10","大体クリスティーナおばさんが\n問題だらけなのは最初からであって、\nそんなのもう誰も気にしてないッスよ！","1","1","0.5","0","0","35814075"
"0","91","35814","","","","","","","","35814076"
"100511","3","35814","1","wac_birthday_idle_smile","","","","0.2","","35814077"
"107111","3","35814","1","wac_birthday_talk_doya","","","","0.2","","35814078"
"vo_wac_35814","21","35814","0","vo_wac_35814_003","0","","","","","35814079"
"107111","11","35814","10","なるほど、よく分かった。\nさては真面目に祝う気がないな？\n二人ともそこに並べ、ケーキの前に\nその無礼な舌先から切り分けてやろう☆","1","1","0.5","0","0","35814080"
"0","91","35814","","","","","","","","35814081"
"107111","3","35814","1","wac_birthday_idle_doya","","","","0.2","","35814082"
"104711","3","35814","1","wac_birthday_talk_smile","","","","0.2","","35814083"
"vo_wac_35814","21","35814","0","vo_wac_35814_004","0","","","","","35814084"
"104711","11","35814","10","……少年、見てごらん。\nあんなふうに言ってはいるけど、\nクリスちゃん、すごくうれしそうだよ。\n口元が緩みっぱなしだからね。","1","1","0.5","0","0","35814085"
"0","91","35814","","","","","","","","35814086"
"0","22","35814","","","","","","","","35814087"
"bgm_M321","25","36914","","bgm_M321_2C","","","","","","36914001"
"1","1","36914","250","123011","-1000","-70","wac_birthday_idle_normal","2","0","36914002"
"1","1","36914","256","100211","200","-270","wac_birthday_idle_smile","2","1","36914003"
"1","1","36914","258","100111","320","-310","wac_birthday_idle_doya","2","1","36914004"
"1","1","36914","257","100311","440","-290","wac_birthday_idle_normal","2","1","36914005"
"123011","13","36914","","300","","","","","","36914006"
"100211","13","36914","","300","","","","","","36914007"
"100111","13","36914","","300","","","","","","36914008"
"100311","13","36914","","300","","","","","","36914009"
"502","31","36914","0","502","0","1","","0","","36914010"
"600","31","36914","0","600","0","1","","1","","36914011"
"602","31","36914","0","602","0","1","","0","","36914012"
"603","31","36914","0","603","0","1","","0","","36914013"
"604","31","36914","30","604","60","1","","1","","36914014"
"615","31","36914","0","615","0","1","","1","","36914015"
"700","31","36914","0","700","0","1","","0","","36914016"
"701","31","36914","0","701","0","1","","0","","36914017"
"702","31","36914","0","702","0","1","","0","","36914018"
"800","31","36914","0","800","0","1","","0","","36914019"
"963","31","36914","30","963","60","1","","1","","36914020"
"1","93","36914","","","","","","","","36914021"
"100111","3","36914","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","36914022"
"0.1","93","36914","","","","","","","","36914023"
"100211","3","36914","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","36914024"
"100311","3","36914","0","wac_birthday_reaction_02","wac_birthday_reaction_04","1","","0.2","0.2","36914025"
"0.3","93","36914","","","","","","","","36914026"
"123011","3","36914","1","wac_birthday_ames_run_01","","","","0.2","","36914027"
"123011","2","36914","-70","0","3","","","","","36914028"
"2.5","93","36914","","","","","","","","36914029"
"602","32","36914","","1","","","","","","36914030"
"0.6","93","36914","","","","","","","","36914031"
"502","32","36914","","1","","","","","","36914032"
"600","32","36914","","0","","","","","","36914033"
"615","32","36914","","0","","","","","","36914034"
"604","32","36914","","0","","","","","","36914035"
"701","32","36914","","1","","","","","","36914036"
"963","33","36914","0","0","0.01","","","","","36914037"
"123011","3","36914","0","wac_birthday_ames_blowout","wac_birthday_ames_talk_yareyare","1","","0.1","0.2","36914038"
"123011","2","36914","-330","-200","0.01","","","","","36914039"
"100211","3","36914","1","wac_birthday_idle_smile","","","","0.2","","36914040"
"100211","2","36914","-320","180","0.01","","","","","36914041"
"100111","3","36914","1","wac_birthday_idle_doya","","","","0.2","","36914042"
"100111","2","36914","-360","290","0.01","","","","","36914043"
"100311","3","36914","1","wac_birthday_idle_normal","","","","0.2","","36914044"
"100311","2","36914","-340","420","0.01","","","","","36914045"
"0","93","36914","","","","","","","","36914046"
"800","32","36914","","1","","","","","","36914047"
"0.7","93","36914","","","","","","","","36914048"
"702","32","36914","","1","","","","","","36914049"
"0.5","93","36914","","","","","","","","36914050"
"se_common","23","36914","0","se_sys_login_birthday_blow_candle","","","","","","36914051"
"701","32","36914","","0","","","","","","36914052"
"0.4","93","36914","","","","","","","","36914053"
"se_common","23","36914","0","se_sys_login_birthday_cracker","","","","","","36914054"
"700","32","36914","","1","","","","","","36914055"
"se_common","23","36914","0","se_sys_login_birthday_calendar_applause","","","","","","36914056"
"100211","3","36914","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","36914057"
"0.1","93","36914","","","","","","","","36914058"
"100111","3","36914","0","wac_birthday_clap","wac_birthday_idle_doya","1","","0.2","0.2","36914059"
"0.1","93","36914","","","","","","","","36914060"
"100311","3","36914","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","36914061"
"2","93","36914","","","","","","","","36914062"
"1","131","36914","","","","","","","","36914063"
"vo_wac_36914","21","36914","0","vo_wac_36914_000","0","","","","","36914064"
"123011","11","36914","10","……どこから突っ込めばいいのかしら？\n言われた通りろうそくは消したけど、\n今日はあたしの誕生日じゃないわよ？\nそもそも、誕生日とかないし。","1","1","0.5","0","0","36914065"
"0","91","36914","","","","","","","","36914066"
"123011","3","36914","1","wac_birthday_ames_idle_normal","","","","0.2","","36914067"
"100211","3","36914","1","wac_birthday_talk_normal","","","","0.2","","36914068"
"vo_wac_36914","21","36914","0","vo_wac_36914_001","0","","","","","36914069"
"100211","11","36914","10","これは、騎士クンのアイデアなの。\n普段すごくお世話になってるのに、\n一人だけお祝いなしっていうのは\nさみしいだろうから……","1","1","0.5","0","0","36914070"
"0","91","36914","","","","","","","","36914071"
"100211","3","36914","1","wac_birthday_idle_normal","","","","0.2","","36914072"
"100111","3","36914","1","wac_birthday_talk_smile","","","","0.2","","36914073"
"vo_wac_36914","21","36914","0","vo_wac_36914_002","0","","","","","36914074"
"100111","11","36914","10","思い立ったが吉日ってことで、\n感謝の気持ちをケーキで\n表してみたんだ～♪\nだから、細かいことは言いっこなしで！","1","1","0.5","0","0","36914075"
"0","91","36914","","","","","","","","36914076"
"100111","3","36914","1","wac_birthday_idle_smile","","","","0.2","","36914077"
"123011","3","36914","1","wac_birthday_ames_talk_smile","","","","0.2","","36914078"
"vo_wac_36914","21","36914","0","vo_wac_36914_003","0","","","","","36914079"
"123011","11","36914","10","あ～、なるほどね～\n別にそこは気にしてなかったんだけど、\nなかなかに気配りができるじゃない♪\n日付が「今日」ってのも悪くないしね。","1","1","0.5","0","0","36914080"
"0","91","36914","","","","","","","","36914081"
"123011","3","36914","1","wac_birthday_ames_idle_smile","","","","0.2","","36914082"
"100311","3","36914","1","wac_birthday_talk_sad","","","","0.2","","36914083"
"vo_wac_36914","21","36914","0","vo_wac_36914_004","0","","","","","36914084"
"100311","11","36914","10","ん？　何か特別な日だっただろうか？\n確かこの日がいいと言ったのは……\nキミだったか？","1","1","0.5","0","0","36914085"
"0","91","36914","","","","","","","","36914086"
"100311","3","36914","1","wac_birthday_idle_normal","","","","0.2","","36914087"
"123011","3","36914","1","wac_birthday_ames_talk_wish","","","","0.2","","36914088"
"vo_wac_36914","21","36914","0","vo_wac_36914_005","0","","","","","36914089"
"123011","11","36914","10","覚えてはないでしょうけど、今日はね？\nあんたとあたしが初めて出会った日よ。\nあたしたちの物語が始まった記念日……","1","1","0.5","0","0","36914090"
"0","91","36914","","","","","","","","36914091"
"123011","3","36914","1","wac_birthday_ames_talk_doya","","","","0.2","","36914092"
"vo_wac_36914","21","36914","0","vo_wac_36914_006","0","","","","","36914093"
"123011","11","36914","10","たとえ名前や姿が変わっても、\nあたしはあんたたちのガイド役だから。\n迷って変な道に進まないよう、\nこれからもアドバイスしてあげるわ♪","1","1","0.5","0","0","36914094"
"0","91","36914","","","","","","","","36914095"
"0","22","36914","","","","","","","","36914096"
"bgm_M321","25","37914","","bgm_M321_2C","","","","","","37914001"
"1","1","37914","250","111011","-1000","-70","wac_birthday_idle_normal","2","0","37914002"
"1","1","37914","256","110811","230","-270","wac_birthday_idle_smile","2","1","37914003"
"1","1","37914","257","110911","410","-310","wac_birthday_idle_doya","2","1","37914004"
"111011","13","37914","","300","","","","","","37914005"
"110811","13","37914","","300","","","","","","37914006"
"110911","13","37914","","300","","","","","","37914007"
"502","31","37914","0","502","0","1","","0","","37914008"
"600","31","37914","0","600","0","1","","1","","37914009"
"602","31","37914","0","602","0","1","","0","","37914010"
"603","31","37914","0","603","0","1","","0","","37914011"
"604","31","37914","30","604","60","1","","1","","37914012"
"615","31","37914","0","615","0","1","","1","","37914013"
"700","31","37914","0","700","0","1","","0","","37914014"
"701","31","37914","0","701","0","1","","0","","37914015"
"702","31","37914","0","702","0","1","","0","","37914016"
"800","31","37914","0","800","0","1","","0","","37914017"
"964","31","37914","30","964","60","1","","1","","37914018"
"1","93","37914","","","","","","","","37914019"
"110911","3","37914","0","wac_birthday_reaction_02","wac_birthday_reaction_03","1","","0.2","0.2","37914020"
"0.1","93","37914","","","","","","","","37914021"
"110811","3","37914","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","37914022"
"0.3","93","37914","","","","","","","","37914023"
"111011","3","37914","1","wac_birthday_run_01","","","","0.2","","37914024"
"111011","2","37914","-70","0","3","","","","","37914025"
"2.5","93","37914","","","","","","","","37914026"
"602","32","37914","","1","","","","","","37914027"
"0.6","93","37914","","","","","","","","37914028"
"502","32","37914","","1","","","","","","37914029"
"600","32","37914","","0","","","","","","37914030"
"615","32","37914","","0","","","","","","37914031"
"604","32","37914","","0","","","","","","37914032"
"701","32","37914","","1","","","","","","37914033"
"964","33","37914","0","0","0.01","","","","","37914034"
"111011","3","37914","0","wac_birthday_blowout_01","wac_birthday_wish_04","1","","0.2","0.2","37914035"
"111011","2","37914","-330","-200","0.01","","","","","37914036"
"110811","3","37914","1","wac_birthday_idle_smile","","","","0.2","","37914037"
"110811","2","37914","-320","180","0.01","","","","","37914038"
"110911","3","37914","1","wac_birthday_idle_doya","","","","0.2","","37914039"
"110911","2","37914","-340","320","0.01","","","","","37914040"
"0","93","37914","","","","","","","","37914041"
"800","32","37914","","1","","","","","","37914042"
"0.7","93","37914","","","","","","","","37914043"
"702","32","37914","","1","","","","","","37914044"
"0.5","93","37914","","","","","","","","37914045"
"se_common","23","37914","0","se_sys_login_birthday_blow_candle","","","","","","37914046"
"701","32","37914","","0","","","","","","37914047"
"0.4","93","37914","","","","","","","","37914048"
"se_common","23","37914","0","se_sys_login_birthday_cracker","","","","","","37914049"
"700","32","37914","","1","","","","","","37914050"
"se_common","23","37914","0","se_sys_login_birthday_calendar_applause","","","","","","37914051"
"110811","3","37914","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","37914052"
"0.1","93","37914","","","","","","","","37914053"
"110911","3","37914","0","wac_birthday_clap","wac_birthday_idle_doya","1","","0.2","0.2","37914054"
"2","93","37914","","","","","","","","37914055"
"1","131","37914","","","","","","","","37914056"
"vo_wac_37914","21","37914","0","vo_wac_37914_000","0","","","","","37914057"
"111011","11","37914","10","おおっ、この蝋燭をぼくのために？\nなんと手の込んだ複雑な香りだ。\nその下には大層な土台まで……\nこれはバースデー土台というやつだな！","1","1","0.5","0","0","37914058"
"0","91","37914","","","","","","","","37914059"
"111011","3","37914","1","wac_birthday_idle_wish","","","","0.2","","37914060"
"110811","3","37914","1","wac_birthday_talk_normal","","","","0.2","","37914061"
"vo_wac_37914","21","37914","0","vo_wac_37914_001","0","","","","","37914062"
"110811","11","37914","10","一応うちらの手作り系なんすけど、\nパイセンどうせケーキ興味ないすよね。\n後うちらでテキトーに片付けとくんで\nもう帰っていいすよ。お疲れー","1","1","0.5","0","0","37914063"
"0","91","37914","","","","","","","","37914064"
"110811","3","37914","1","wac_birthday_idle_normal","","","","0.2","","37914065"
"111011","3","37914","1","wac_birthday_yuni_talk_anger","","","","0.2","","37914066"
"vo_wac_37914","21","37914","0","vo_wac_37914_002","0","","","","","37914067"
"111011","11","37914","10","馬鹿を言うんじゃあない後輩たち。\nこうも膳立てされて食わぬ腹があるか。\n君らの気持ち、しかと受け止めてやる。\n端的に換言すれば、ぼくをハブるな。","1","1","0.5","0","0","37914068"
"0","91","37914","","","","","","","","37914069"
"111011","3","37914","1","wac_birthday_talk_normal","","","","0.2","","37914070"
"vo_wac_37914","21","37914","0","vo_wac_37914_003","0","","","","","37914071"
"111011","11","37914","10","ああいや、礼ぐらい言わせてくれ。\nかくも立派な蝋燭と土台を用意するのは\n骨が折れたろう。その厚意に感謝する。\nさあ誕生日を始めるぞ、ヒャッハー！","1","1","0.5","0","0","37914072"
"11","93","37914","","1","","","","","","37914073"
"111011","3","37914","1","wac_birthday_talk_kyapi","","","","0.2","","37914074"
"37914072","91","37914","","","","","","","","37914075"
"0","22","37914","","","","","","","","37914076"
"bgm_M321","25","38014","","bgm_M321_2C","","","","","","38014001"
"1","1","38014","250","104611","-1000","-70","wac_birthday_idle_normal","2","0","38014002"
"1","1","38014","256","104811","200","-270","wac_birthday_idle_normal","2","1","38014003"
"1","1","38014","258","103411","320","-310","wac_birthday_idle_wish","2","1","38014004"
"1","1","38014","257","103211","440","-290","wac_birthday_idle_normal","2","1","38014005"
"104611","13","38014","","300","","","","","","38014006"
"104811","13","38014","","300","","","","","","38014007"
"103411","13","38014","","300","","","","","","38014008"
"103211","13","38014","","300","","","","","","38014009"
"600","31","38014","0","600","0","1","","1","","38014010"
"602","31","38014","0","602","0","1","","0","","38014011"
"603","31","38014","0","603","0","1","","0","","38014012"
"604","31","38014","30","604","60","1","","1","","38014013"
"610","31","38014","0","610","0","1","","1","","38014014"
"700","31","38014","0","700","0","1","","0","","38014015"
"701","31","38014","0","701","0","1","","0","","38014016"
"702","31","38014","0","702","0","1","","0","","38014017"
"800","31","38014","0","800","0","1","","0","","38014018"
"965","31","38014","30","965","60","1","","1","","38014019"
"1","93","38014","","","","","","","","38014020"
"103411","3","38014","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","38014021"
"0.1","93","38014","","","","","","","","38014022"
"104811","3","38014","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","38014023"
"103211","3","38014","0","wac_birthday_reaction_02","wac_birthday_reaction_04","1","","0.2","0.2","38014024"
"0.3","93","38014","","","","","","","","38014025"
"104611","3","38014","1","wac_birthday_run_01","","","","0.2","","38014026"
"104611","2","38014","-70","0","3","","","","","38014027"
"2.5","93","38014","","","","","","","","38014028"
"602","32","38014","","1","","","","","","38014029"
"0.6","93","38014","","","","","","","","38014030"
"600","32","38014","","0","","","","","","38014031"
"610","32","38014","","0","","","","","","38014032"
"604","32","38014","","0","","","","","","38014033"
"701","32","38014","","1","","","","","","38014034"
"965","33","38014","0","0","0.01","","","","","38014035"
"104611","3","38014","0","wac_birthday_blowout_01","wac_birthday_wish_02","1","","0.2","0.2","38014036"
"104611","2","38014","-330","-200","0.01","","","","","38014037"
"104811","3","38014","1","wac_birthday_idle_normal","","","","0.2","","38014038"
"104811","2","38014","-320","180","0.01","","","","","38014039"
"103411","3","38014","1","wac_birthday_idle_wish","","","","0.2","","38014040"
"103411","2","38014","-360","290","0.01","","","","","38014041"
"103211","3","38014","1","wac_birthday_idle_normal","","","","0.2","","38014042"
"103211","2","38014","-340","425","0.01","","","","","38014043"
"0","93","38014","","","","","","","","38014044"
"800","32","38014","","1","","","","","","38014045"
"0.7","93","38014","","","","","","","","38014046"
"702","32","38014","","1","","","","","","38014047"
"0.5","93","38014","","","","","","","","38014048"
"se_common","23","38014","0","se_sys_login_birthday_blow_candle","","","","","","38014049"
"701","32","38014","","0","","","","","","38014050"
"0.4","93","38014","","","","","","","","38014051"
"se_common","23","38014","0","se_sys_login_birthday_cracker","","","","","","38014052"
"700","32","38014","","1","","","","","","38014053"
"se_common","23","38014","0","se_sys_login_birthday_calendar_applause","","","","","","38014054"
"104811","3","38014","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","38014055"
"0.1","93","38014","","","","","","","","38014056"
"103411","3","38014","0","wac_birthday_clap_to_wish","wac_birthday_idle_wish","1","","0.2","0.2","38014057"
"0.1","93","38014","","","","","","","","38014058"
"103211","3","38014","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","38014059"
"2","93","38014","","","","","","","","38014060"
"1","131","38014","","","","","","","","38014061"
"vo_wac_38014","21","38014","0","vo_wac_38014_000","0","","","","","38014062"
"104611","11","38014","10","誕生日のお祝い、感謝するにゃ～！\nしかもケーキだけじゃなくて、\nプレゼントまで用意してあるとは……\nみんな、何を持ってきてくれたにゃ？","1","1","0.5","0","0","38014063"
"0","91","38014","","","","","","","","38014064"
"104611","3","38014","1","wac_birthday_idle_smile","","","","0.2","","38014065"
"104811","3","38014","1","wac_birthday_talk_normal","","","","0.2","","38014066"
"vo_wac_38014","21","38014","0","vo_wac_38014_001","0","","","","","38014067"
"104811","11","38014","10","私からは本をプレゼントするわ。\nタイトルは「猫でもできる節約術」よ。\n日々の倹約に役立ててちょうだい。","1","1","0.5","0","0","38014068"
"0","91","38014","","","","","","","","38014069"
"104811","3","38014","1","wac_birthday_idle_normal","","","","0.2","","38014070"
"103411","3","38014","1","wac_birthday_talk_smile","","","","0.2","","38014071"
"vo_wac_38014","21","38014","0","vo_wac_38014_002","0","","","","","38014072"
"103411","11","38014","10","あら、私も本なのよ。\n「猫でもわかる麦しゅわの歴史」って\n本だけど、これを読んで麦しゅわへの\n理解を深めてね♪","1","1","0.5","0","0","38014073"
"0","91","38014","","","","","","","","38014074"
"103411","3","38014","1","wac_birthday_idle_smile","","","","0.2","","38014075"
"104611","3","38014","1","wac_birthday_talk_sad","","","","0.2","","38014076"
"vo_wac_38014","21","38014","0","vo_wac_38014_003","0","","","","","38014077"
"104611","11","38014","10","……一応お礼は言っておくにゃ。\nでもなんか、猫ってついてれば\nなんでもいいと思ってないにゃ？\nもしかして、アキノもそんな感じにゃ？","1","1","0.5","0","0","38014078"
"0","91","38014","","","","","","","","38014079"
"104611","3","38014","1","wac_birthday_idle_sad","","","","0.2","","38014080"
"103211","3","38014","1","wac_birthday_talk_doya","","","","0.2","","38014081"
"vo_wac_38014","21","38014","0","vo_wac_38014_004","0","","","","","38014082"
"103211","11","38014","10","私を甘く見てもらっては困りますわね！\nビジネスもプレゼント選びも直球勝負、\nずばり、たい焼き一年分ですわ！！\nどうぞ、箱ごとお納めくださいまし♪","1","1","0.5","0","0","38014083"
"0","91","38014","","","","","","","","38014084"
"103211","3","38014","1","wac_birthday_idle_doya","","","","0.2","","38014085"
"104611","3","38014","1","wac_birthday_talk_smile","","","","0.2","","38014086"
"vo_wac_38014","21","38014","0","vo_wac_38014_005","0","","","","","38014087"
"104611","11","38014","10","アキノはよく分かってるにゃ～♪\n……って、よく見たら賞味期限が\nたったの３日しかないにゃ！？\nて、手分けして食べきるにゃ～！！","1","1","0.5","0","0","38014088"
"4","93","38014","","1","","","","","","38014089"
"104611","3","38014","1","wac_birthday_talk_anger","","","","0.2","","38014090"
"38014088","91","38014","","","","","","","","38014091"
"0","22","38014","","","","","","","","38014092"
"bgm_M321","25","38214","","bgm_M321_2C","","","","","","38214001"
"1","1","38214","250","103311","-1000","-70","wac_birthday_idle_normal","2","0","38214002"
"1","1","38214","256","103811","200","-270","wac_birthday_idle_smile","2","1","38214003"
"1","1","38214","258","102611","300","-310","wac_birthday_idle_normal","2","1","38214004"
"1","1","38214","257","105211","440","-290","wac_birthday_idle_doya","2","1","38214005"
"103311","13","38214","","300","","","","","","38214006"
"103811","13","38214","","300","","","","","","38214007"
"102611","13","38214","","300","","","","","","38214008"
"105211","13","38214","","300","","","","","","38214009"
"600","31","38214","0","600","0","1","","1","","38214010"
"602","31","38214","0","602","0","1","","0","","38214011"
"603","31","38214","0","603","0","1","","0","","38214012"
"604","31","38214","30","604","60","1","","1","","38214013"
"610","31","38214","0","610","0","1","","1","","38214014"
"700","31","38214","0","700","0","1","","0","","38214015"
"701","31","38214","0","701","0","1","","0","","38214016"
"702","31","38214","0","702","0","1","","0","","38214017"
"800","31","38214","0","800","0","1","","0","","38214018"
"966","31","38214","30","966","60","1","","1","","38214019"
"1","93","38214","","","","","","","","38214020"
"102611","3","38214","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","38214021"
"0.1","93","38214","","","","","","","","38214022"
"103811","3","38214","0","wac_birthday_reaction_05","wac_birthday_reaction_04","1","","0.2","0.2","38214023"
"105211","3","38214","0","wac_birthday_reaction_02","wac_birthday_reaction_03","1","","0.2","0.2","38214024"
"0.3","93","38214","","","","","","","","38214025"
"103311","3","38214","1","wac_birthday_run_01","","","","0.2","","38214026"
"103311","2","38214","-70","0","3","","","","","38214027"
"2.5","93","38214","","","","","","","","38214028"
"602","32","38214","","1","","","","","","38214029"
"0.6","93","38214","","","","","","","","38214030"
"600","32","38214","","0","","","","","","38214031"
"610","32","38214","","0","","","","","","38214032"
"604","32","38214","","0","","","","","","38214033"
"701","32","38214","","1","","","","","","38214034"
"966","33","38214","0","0","0.01","","","","","38214035"
"103311","3","38214","0","wac_birthday_blowout_01","wac_birthday_wish_02","1","","0.2","0.2","38214036"
"103311","2","38214","-330","-200","0.01","","","","","38214037"
"103811","3","38214","1","wac_birthday_idle_smile","","","","0.2","","38214038"
"103811","2","38214","-320","180","0.01","","","","","38214039"
"102611","3","38214","1","wac_birthday_idle_normal","","","","0.2","","38214040"
"102611","2","38214","-360","280","0.01","","","","","38214041"
"105211","3","38214","1","wac_birthday_idle_doya","","","","0.2","","38214042"
"105211","2","38214","-340","420","0.01","","","","","38214043"
"0","93","38214","","","","","","","","38214044"
"800","32","38214","","1","","","","","","38214045"
"0.7","93","38214","","","","","","","","38214046"
"702","32","38214","","1","","","","","","38214047"
"0.5","93","38214","","","","","","","","38214048"
"se_common","23","38214","0","se_sys_login_birthday_blow_candle","","","","","","38214049"
"701","32","38214","","0","","","","","","38214050"
"0.4","93","38214","","","","","","","","38214051"
"se_common","23","38214","0","se_sys_login_birthday_cracker","","","","","","38214052"
"700","32","38214","","1","","","","","","38214053"
"se_common","23","38214","0","se_sys_login_birthday_calendar_applause","","","","","","38214054"
"103811","3","38214","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","38214055"
