c38f0ba25673dd1b0e305e7d5c7632359f5690c858620d33df53dd8fd3b9a7d6,168d1f4371108b0228d118419630611d8cac129346d12315b52d9985a3d6ab38,9496ad7de84b0d39419f866fe50cc6901cf11e9b592e0328b851eb41443d6d80,e3270245878879859aa15eabb124de04c3226bdeab9a7dc6c77cb8972077b16a,45f78d6e81619cc63e7bbb535512df7bb212d245a2da19b56f50fb80d13943b4,0da889c4f02393254251ef1aca61970d6f6d5536db73241850f746dba2c62090,e24d0d0dfecb59f4d28be5d783fd28555fd6013097af66de159ef488213fc598,91e6cdfed394606b79134ae9fd663499ab217e2b56d9c05bcec89ff9aa8694f1,8850d7f770d42fed7a7a508ea409a11832506b9e6e82431400d748923b17c1c0,477eea0f4bcf35ee29704d1445d6a97aee752bfaf27e9039f72eeef1f71a086c,7330aabbbb58472f1f401d105164cde298fba369c1906c461b47293354168848,05f4db382a452b2c4a56b338029431e1240f532cbef2567d069bb7deb1f7808f,76c09ba8b8f8869b1eec87a1cb2abd60dc7bbd7a4a70719c241873609109c7b7,d10af51b954974f60f5ebbd6b7338b020de32f04b983fbae38bde0ccea8de1e3,ef16b3d454515e8435d78a9a6f0528b4c17b2270bbf7980d46282d03663cb62e,af0a0b9df40fb858badfbe836df8f2a65edb3988542c8fa0b498cceee893d6f2,9ec63d8de2ef0b9f2ad3dc6753ed9eb8e032ca11474c5a16504b61fe443a8c0d,0e6e7cf38a2a9f1e383f6cacb43774eeb777c8660ff048232399dba81ab6dc6f,dc2e230b3549c4d50a4d2158217120d31291a7d6dcbdcac917e8dcca5debaad8
"2570","0","45","372","133501","0","84","24","1280","0","0","0","13907","1619","0","6","17","22","210"
"2570","0","45","372","133501","0","90","25","1280","0","0","0","15617","1728","0","6","17","22","218"
"3030","0","45","372","133501","0","96","26","1280","0","0","0","17457","1800","0","6","17","22","227"
"3030","0","45","372","133501","0","102","27","1280","0","0","0","19492","1845","0","6","17","22","235"
"3030","0","45","372","133501","0","107","28","1280","0","0","0","21690","1877","0","6","17","22","240"
"3490","0","45","372","133501","0","111","29","1280","0","0","0","24012","1910","0","6","17","22","244"
"3490","0","45","372","133501","0","115","30","1280","0","0","0","26533","1944","0","6","17","22","248"
"3950","0","45","372","133501","0","119","31","1280","0","0","0","29112","1978","0","6","17","22","252"
"3950","0","45","372","133501","0","123","32","1280","0","0","0","31854","2012","0","6","17","22","256"
"4450","0","45","372","133501","0","127","33","1280","0","0","0","34687","2045","0","6","17","22","260"
"4950","0","45","372","133501","0","131","34","1280","0","0","0","37669","2077","0","6","17","22","264"
"4950","0","45","372","133501","0","135","35","1280","0","0","0","40856","2109","0","6","17","22","268"
"4950","0","45","372","133501","0","139","36","1280","0","0","0","44155","2141","0","6","17","22","272"
"5450","0","45","372","133501","0","144","37","1280","0","0","0","47499","2173","0","6","17","22","277"
"5950","0","45","372","133501","0","149","38","1280","0","0","0","50947","2205","0","6","17","22","282"
"65","21","0","5","133601","0","1","2","75","1","0","0","0","0","0","0","0","0","0"
"185","75","0","20","133601","0","4","3","125","2","0","0","0","0","0","0","0","0","0"
"365","174","0","55","133601","0","7","4","295","4","0","0","0","0","0","0","0","0","2"
"635","322","10","105","133601","0","12","5","455","7","0","0","0","0","0","0","0","0","4"
"985","541","10","120","133601","0","20","6","845","11","0","0","0","0","0","3","0","0","5"
"1540","773","10","145","133601","0","26","7","1660","15","0","0","0","0","0","6","0","0","8"
"1970","1126","10","170","133601","0","34","8","2220","15","0","10","0","0","0","9","0","9","10"
"2220","1545","10","195","133601","0","45","9","2370","16","0","30","0","0","0","9","0","23","18"
"2720","1937","20","195","133601","0","54","10","2370","16","0","80","0","0","0","9","0","37","36"
"3030","2360","30","195","133601","0","63","11","2370","18","0","134","0","0","13","9","0","37","49"
"3400","2882","30","195","133601","0","67","12","2370","18","0","188","0","0","36","9","0","37","55"
"3550","3442","30","220","133601","0","76","13","2370","18","0","247","0","0","49","9","0","37","61"
"3550","4067","30","245","133601","0","88","14","2370","18","0","340","0","0","49","9","0","37","65"
"3550","4694","30","245","133601","0","100","15","2370","18","0","464","0","0","49","9","0","37","75"
"3550","5355","30","245","133601","0","112","16","2370","18","0","606","0","0","52","9","0","37","83"
"3600","6037","30","245","133601","0","122","17","2370","18","0","752","0","0","55","9","0","37","96"
"3650","6805","30","245","133601","0","131","18","2370","18","0","927","0","0","55","9","0","37","108"
"3745","7684","30","245","133601","0","143","19","2370","18","0","1073","0","0","55","9","0","37","119"
"3940","8643","30","245","133601","0","166","20","2370","18","0","1184","0","0","55","9","0","37","128"
"4250","9743","30","245","133601","0","184","21","2370","18","0","1279","0","0","55","9","0","37","133"
"4460","10950","30","245","133601","0","211","22","2370","18","0","1371","0","0","55","9","0","37","147"
"4670","12332","30","245","133601","0","232","23","2370","18","0","1434","0","0","55","9","0","37","162"
"4760","13854","30","245","133601","0","248","24","2370","18","0","1485","0","0","55","9","0","37","181"
"4760","15594","30","245","133601","0","259","25","2370","18","0","1535","0","0","55","9","0","37","195"
"4760","17512","30","245","133601","0","267","26","2370","18","0","1568","0","0","55","9","0","37","208"
"5020","19495","30","245","133601","0","280","27","2370","18","0","1586","0","0","55","9","0","37","221"
"5020","21712","30","245","133601","0","285","28","2370","18","0","1611","0","0","55","9","0","37","226"
"5020","24036","30","245","133601","0","295","29","2370","18","0","1653","0","0","55","9","0","37","236"
"5020","26505","30","245","133601","0","305","30","2370","18","0","1703","0","0","55","9","0","37","246"
"5020","29084","30","245","133601","0","315","31","2370","18","0","1753","0","0","55","9","0","37","256"
"5020","31775","30","245","133601","0","325","32","2370","18","0","1802","0","0","55","9","0","37","266"
"5020","34604","30","245","133601","0","336","33","2370","18","0","1848","0","0","55","9","0","37","277"
"5020","37582","30","245","133601","0","347","34","2370","18","0","1892","0","0","55","9","0","37","288"
"5020","40708","30","245","133601","0","358","35","2370","18","0","1936","0","0","55","9","0","37","299"
"5020","43936","30","245","133601","0","370","36","2370","18","0","1980","0","0","55","9","0","37","311"
"5020","47275","30","245","133601","0","382","37","2370","18","0","2024","0","0","55","9","0","37","323"
"5020","50718","30","245","133601","0","394","38","2370","18","0","2068","0","0","55","9","0","37","335"
"55","0","0","0","133701","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","133701","0","0","3","100","0","0","0","94","0","0","0","0","0","7"
"270","0","10","0","133701","0","2","4","100","0","0","0","214","0","0","0","0","0","14"
"450","0","10","0","133701","0","2","5","100","0","0","0","405","0","0","0","0","0","29"
"800","0","10","50","133701","0","4","6","100","0","0","0","634","0","0","0","0","0","42"
"1395","0","15","85","133701","0","8","7","100","0","0","0","894","0","0","0","0","0","56"
"1560","0","30","120","133701","0","10","8","100","0","0","0","1286","0","0","1","0","4","63"
"1700","0","45","155","133701","0","10","9","100","0","0","0","1710","16","0","2","0","9","70"
"1970","0","45","170","133701","0","11","10","520","0","0","0","2145","40","0","4","0","14","82"
"2130","0","45","186","133701","0","11","11","740","0","0","0","2657","85","0","5","5","14","87"
"2230","0","45","222","133701","0","14","12","840","0","0","0","3181","138","0","6","11","14","92"
"2370","0","45","242","133701","0","19","13","840","0","0","0","3714","200","0","6","17","16","99"
"2510","0","45","272","133701","0","23","14","960","0","0","0","4294","276","0","6","17","18","106"
"2540","0","45","282","133701","0","31","15","1080","0","0","0","4899","346","0","6","17","22","115"
"2570","0","45","312","133701","0","36","16","1080","0","0","0","5572","421","0","6","17","22","123"
"2570","0","45","342","133701","0","40","17","1080","0","0","0","6300","493","0","6","17","22","132"
"2570","0","45","372","133701","0","46","18","1080","0","0","0","7084","582","0","6","17","22","141"
"2570","0","45","372","133701","0","51","19","1080","0","0","0","7972","715","0","6","17","22","148"
"2570","0","45","372","133701","0","61","20","1080","0","0","0","8893","872","0","6","17","22","162"
"2570","0","45","372","133701","0","67","21","1180","0","0","0","9912","1074","0","6","17","22","170"
"2570","0","45","372","133701","0","72","22","1280","0","0","0","11109","1292","0","6","17","22","177"
"2570","0","45","372","133701","0","78","23","1280","0","0","0","12432","1476","0","6","17","22","193"
"2570","0","45","372","133701","0","84","24","1280","0","0","0","13907","1619","0","6","17","22","210"
"2570","0","45","372","133701","0","90","25","1280","0","0","0","15602","1738","0","6","17","22","219"
"3030","0","45","372","133701","0","96","26","1280","0","0","0","17442","1810","0","6","17","22","228"
"3030","0","45","372","133701","0","102","27","1280","0","0","0","19477","1855","0","6","17","22","236"
"3030","0","45","372","133701","0","107","28","1280","0","0","0","21675","1887","0","6","17","22","241"
"3490","0","45","372","133701","0","111","29","1280","0","0","0","23997","1920","0","6","17","22","245"
"3490","0","45","372","133701","0","115","30","1280","0","0","0","26518","1954","0","6","17","22","249"
"3950","0","45","372","133701","0","119","31","1280","0","0","0","29097","1988","0","6","17","22","253"
"3950","0","45","372","133701","0","123","32","1280","0","0","0","31839","2022","0","6","17","22","257"
"4450","0","45","372","133701","0","127","33","1280","0","0","0","34672","2055","0","6","17","22","261"
"4950","0","45","372","133701","0","131","34","1280","0","0","0","37654","2087","0","6","17","22","265"
"4950","0","45","372","133701","0","135","35","1280","0","0","0","40841","2119","0","6","17","22","269"
"4950","0","45","372","133701","0","139","36","1280","0","0","0","44140","2151","0","6","17","22","273"
"5450","0","45","372","133701","0","144","37","1280","0","0","0","47484","2183","0","6","17","22","278"
"5950","0","45","372","133701","0","149","38","1280","0","0","0","50932","2215","0","6","17","22","283"
"55","0","0","0","133801","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","133801","0","0","3","100","0","0","0","87","0","0","0","0","0","8"
"270","0","10","0","133801","0","2","4","100","0","0","0","197","0","0","0","0","0","17"
"450","0","10","0","133801","0","2","5","100","0","0","0","388","0","0","0","0","0","32"
"800","0","10","50","133801","0","4","6","100","0","0","0","617","0","0","0","0","0","45"
"1395","0","15","85","133801","0","8","7","100","0","0","0","859","0","0","0","0","0","63"
"1560","0","45","120","133801","0","10","8","100","0","0","0","1226","0","0","0","0","4","74"
"1865","0","60","155","133801","0","12","9","100","0","0","0","1606","16","0","1","0","13","85"
"2225","0","60","190","133801","0","13","10","520","0","0","0","1994","45","0","2","0","18","101"
"2485","0","60","206","133801","0","14","11","940","0","0","0","2417","85","0","3","5","18","118"
"2625","0","60","232","133801","0","19","12","940","0","0","0","2865","128","0","3","15","18","131"
"2765","0","66","242","133801","0","29","13","1180","0","0","0","3357","154","0","3","20","18","149"
"2965","0","66","252","133801","0","41","14","1420","0","0","0","3883","188","0","3","22","18","167"
"3055","0","71","252","133801","0","54","15","1540","0","0","0","4451","232","0","3","22","22","182"
"3085","0","77","262","133801","0","62","16","1540","0","0","0","5103","297","0","3","22","22","194"
"3085","0","78","272","133801","0","71","17","1540","0","0","0","5793","357","0","3","22","22","210"
"3430","0","78","302","133801","0","84","18","1540","0","0","0","6496","405","0","3","22","22","228"
"3950","0","78","302","133801","0","98","19","1540","0","0","0","7287","476","0","3","22","22","246"
"4375","0","78","302","133801","0","121","20","1540","0","0","0","8084","564","0","3","22","22","276"
"4675","0","78","302","133801","0","140","21","1640","0","0","0","9003","678","0","3","22","22","302"
"5045","0","78","302","133801","0","157","22","1740","0","0","0","10113","797","0","3","22","22","326"
"5785","0","78","302","133801","0","173","23","1740","0","0","0","11310","899","0","3","22","22","357"
"6475","0","78","302","133801","0","188","24","1740","0","0","0","12661","979","0","3","22","22","387"
"7015","0","78","302","133801","0","203","25","1740","0","0","0","14257","1041","0","3","22","22","406"
"8015","0","78","302","133801","0","215","26","1740","0","0","0","15990","1088","0","3","22","22","423"
"8585","0","78","302","133801","0","225","27","1740","0","0","0","17927","1121","0","3","22","22","436"
"9185","0","78","302","133801","0","234","28","1740","0","0","0","20029","1141","0","3","22","22","445"
"10245","0","78","302","133801","0","242","29","1740","0","0","0","22255","1162","0","3","22","22","453"
"10845","0","78","302","133801","0","250","30","1740","0","0","0","24681","1184","0","3","22","22","461"
"11605","0","78","302","133801","0","256","31","1740","0","0","0","27213","1212","0","3","22","22","467"
"11605","0","78","302","133801","0","260","32","1740","0","0","0","29955","1246","0","3","22","22","471"
"12105","0","78","302","133801","0","264","33","1740","0","0","0","32788","1279","0","3","22","22","475"
"12605","0","78","302","133801","0","268","34","1740","0","0","0","35770","1311","0","3","22","22","479"
"12605","0","78","302","133801","0","272","35","1740","0","0","0","38957","1343","0","3","22","22","483"
"12605","0","78","302","133801","0","276","36","1740","0","0","0","42256","1375","0","3","22","22","487"
"13105","0","78","302","133801","0","281","37","1740","0","0","0","45600","1407","0","3","22","22","492"
"13605","0","78","302","133801","0","286","38","1740","0","0","0","49048","1439","0","3","22","22","497"
"65","18","0","0","133901","0","3","2","50","1","0","0","0","0","0","0","0","0","0"
"250","58","0","0","133901","0","10","3","100","1","0","0","0","0","0","0","0","0","1"
"590","153","0","0","133901","0","19","4","125","1","0","0","0","0","0","0","0","0","3"
"1045","285","0","0","133901","0","32","5","125","4","0","0","0","0","0","0","0","0","7"
"1785","458","0","0","133901","0","50","6","125","4","0","0","0","0","0","0","0","0","16"
"2280","714","0","0","133901","0","68","7","125","8","0","0","0","0","0","0","0","0","22"
"3360","935","0","0","133901","0","93","8","125","8","0","0","0","0","0","0","0","0","33"
"4270","1189","15","0","133901","0","112","9","125","13","0","5","10","0","0","0","0","5","44"
"4640","1594","40","0","133901","0","122","10","125","18","0","45","10","0","0","0","0","10","53"
"5000","2085","50","0","133901","0","133","11","125","18","0","102","10","0","0","0","0","10","62"
"5370","2547","50","0","133901","0","146","12","125","20","0","124","10","0","11","2","0","16","71"
"5520","3057","50","25","133901","0","160","13","125","20","0","167","10","0","21","2","0","19","83"
"5580","3643","50","50","133901","0","172","14","125","22","0","226","10","0","21","4","0","19","93"
"5580","4280","50","62","133901","0","182","15","225","22","0","290","10","0","21","4","0","19","106"
"5730","4943","50","62","133901","0","198","16","225","22","0","356","10","0","24","6","0","19","112"
"6030","5677","50","62","133901","0","207","17","225","22","0","414","10","0","27","6","0","19","119"
"6430","6460","50","62","133901","0","215","18","225","22","0","521","10","0","27","6","0","19","128"
"6775","7365","50","62","133901","0","229","19","225","22","0","609","10","0","27","6","0","19","132"
"6970","8384","50","62","133901","0","238","20","225","22","0","700","10","0","27","6","0","19","145"
"7160","9455","50","71","133901","0","254","21","225","22","0","795","10","0","27","6","0","19","159"
"7250","10680","50","71","133901","0","278","22","225","22","0","897","10","0","27","6","0","19","174"
"7595","12047","50","71","133901","0","295","23","225","22","0","938","10","0","27","6","0","19","195"
"8450","13556","50","71","133901","0","311","24","225","22","0","992","10","0","27","6","0","19","199"
"8520","15256","50","71","133901","0","331","25","225","22","0","1025","10","0","27","6","0","19","212"
"8910","17125","50","71","133901","0","345","26","225","22","0","1049","10","0","27","6","0","19","221"
"9330","19124","50","71","133901","0","357","27","225","22","0","1067","10","0","27","6","0","19","228"
"9955","21295","50","71","133901","0","361","28","225","22","0","1085","10","0","27","6","0","19","230"
"10315","23509","50","71","133901","0","380","29","225","22","0","1107","10","0","27","6","0","19","247"
"10415","25936","50","71","133901","0","394","30","225","22","0","1139","10","0","27","6","0","19","261"
"10835","28493","50","71","133901","0","403","31","225","22","0","1162","10","0","27","6","0","19","270"
"11460","31187","50","71","133901","0","407","32","225","22","0","1185","10","0","27","6","0","19","274"
"11660","33962","50","71","133901","0","422","33","225","22","0","1215","10","0","27","6","0","19","289"
"11860","36885","50","71","133901","0","437","34","225","22","0","1244","10","0","27","6","0","19","304"
"12060","39956","50","71","133901","0","452","35","225","22","0","1273","10","0","27","6","0","19","319"
"12260","43129","50","71","133901","0","468","36","225","22","0","1302","10","0","27","6","0","19","335"
"12460","46413","50","71","133901","0","484","37","225","22","0","1331","10","0","27","6","0","19","351"
"12660","49802","50","71","133901","0","500","38","225","22","0","1360","10","0","27","6","0","19","367"
"55","0","0","0","134001","0","1","2","75","0","0","0","23","0","0","0","0","0","2"
"150","0","0","0","134001","0","1","3","125","0","0","0","81","0","0","0","0","0","8"
"325","0","10","5","134001","0","4","4","175","0","0","0","172","0","0","0","0","0","17"
"505","0","10","15","134001","0","4","5","175","0","0","0","349","0","0","0","0","0","33"
"1035","0","25","15","134001","0","12","6","175","0","0","0","522","0","0","0","0","0","52"
"1395","0","30","85","134001","0","14","7","175","0","0","0","790","0","0","0","0","0","66"
"1675","0","75","85","134001","0","19","8","175","0","0","0","1089","0","0","0","0","4","88"
"2130","0","110","100","134001","0","25","9","175","0","0","0","1389","6","0","0","5","9","109"
"2490","0","115","135","134001","0","28","10","395","0","0","0","1758","30","0","0","10","14","126"
"2910","0","129","151","134001","0","35","11","735","0","0","0","2159","53","0","0","10","14","145"
"3430","0","138","177","134001","0","56","12","955","0","0","0","2471","63","0","0","12","17","171"
"3810","0","140","199","134001","0","94","13","1175","0","0","0","2705","63","0","0","14","20","209"
"3990","0","146","199","134001","0","133","14","1295","0","0","0","2982","71","0","0","16","20","251"
"4130","0","151","199","134001","0","168","15","1395","0","0","0","3310","81","0","0","18","20","293"
"4330","0","157","199","134001","0","208","16","1495","0","0","0","3658","81","0","0","18","20","336"
"4510","0","158","214","134001","0","250","17","1495","3","0","0","4008","81","0","0","18","20","384"
"4915","0","158","229","134001","0","295","18","1495","6","0","0","4353","81","0","0","18","20","441"
"5560","0","158","229","134001","0","349","19","1590","6","0","0","4719","81","0","0","18","20","506"
"6145","0","158","229","134001","0","406","20","1685","6","0","0","5176","93","0","0","18","20","568"
"6765","0","158","229","134001","0","472","21","1685","6","0","0","5618","93","0","0","18","20","646"
"8080","0","158","229","134001","0","541","22","1685","6","0","0","6142","93","0","0","18","20","725"
"9855","0","158","229","134001","0","619","23","1685","6","0","0","6707","93","0","0","18","20","810"
"11380","0","158","229","134001","0","704","24","1685","6","0","0","7347","93","0","0","18","20","901"
"12675","0","158","229","134001","0","784","25","1685","6","0","0","8227","93","0","0","18","20","986"
"13965","0","158","229","134001","0","853","26","1685","6","0","0","9358","98","0","0","18","20","1060"
"15535","0","158","229","134001","0","921","27","1685","6","0","0","10583","103","0","0","18","20","1132"
"17300","0","158","229","134001","0","992","28","1685","6","0","0","11895","108","0","0","18","20","1205"
"19295","0","158","229","134001","0","1068","29","1685","6","0","0","13300","118","0","0","18","20","1281"
"21525","0","158","229","134001","0","1149","30","1685","6","0","0","14775","128","0","0","18","20","1362"
"23915","0","158","229","134001","0","1232","31","1685","6","0","0","16322","138","0","0","18","20","1445"
"26460","0","158","229","134001","0","1317","32","1685","6","0","0","17940","148","0","0","18","20","1530"
"29250","0","158","229","134001","0","1404","33","1685","6","0","0","19655","158","0","0","18","20","1617"
"32450","0","158","229","134001","0","1493","34","1685","6","0","0","21467","168","0","0","18","20","1706"
"36060","0","158","229","134001","0","1583","35","1685","6","0","0","23352","178","0","0","18","20","1796"
"40010","0","158","229","134001","0","1674","36","1685","6","0","0","25300","188","0","0","18","20","1887"
"44205","0","158","229","134001","0","1767","37","1685","6","0","0","27310","198","0","0","18","20","1980"
"48640","0","158","229","134001","0","1861","38","1685","6","0","0","29391","208","0","0","18","20","2074"
"55","0","0","0","134301","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","134301","0","0","3","100","0","0","0","94","0","0","0","0","0","7"
"270","0","10","0","134301","0","2","4","100","0","0","0","214","0","0","0","0","0","14"
"450","0","10","0","134301","0","2","5","100","0","0","0","405","0","0","0","0","0","29"
"800","0","10","50","134301","0","4","6","100","0","0","0","634","0","0","0","0","0","42"
"1395","0","15","85","134301","0","8","7","100","0","0","0","894","0","0","0","0","0","56"
"1560","0","30","120","134301","0","10","8","100","0","0","0","1286","0","0","1","0","4","63"
"1700","0","45","155","134301","0","10","9","100","0","0","0","1710","16","0","2","0","9","70"
"1970","0","45","170","134301","0","11","10","520","0","0","0","2145","40","0","4","0","14","82"
"2130","0","45","186","134301","0","11","11","740","0","0","0","2657","85","0","5","5","14","87"
"2230","0","45","222","134301","0","14","12","840","0","0","0","3181","138","0","6","11","14","92"
"2370","0","45","242","134301","0","19","13","840","0","0","0","3714","200","0","6","17","16","99"
"2510","0","45","272","134301","0","23","14","960","0","0","0","4294","276","0","6","17","18","106"
"2540","0","50","282","134301","0","33","15","1080","0","0","0","4880","336","0","6","17","22","117"
"2570","0","50","312","134301","0","38","16","1080","0","0","0","5553","411","0","6","17","22","125"
"2570","0","50","342","134301","0","46","17","1080","0","0","0","6245","471","0","6","17","22","139"
"2570","0","50","372","134301","0","52","18","1080","0","0","0","7029","560","0","6","17","22","148"
"2570","0","50","372","134301","0","57","19","1080","0","0","0","7917","693","0","6","17","22","155"
"2570","0","50","372","134301","0","67","20","1080","0","0","0","8838","850","0","6","17","22","169"
"2570","0","50","372","134301","0","73","21","1180","0","0","0","9857","1052","0","6","17","22","177"
"2570","0","50","372","134301","0","78","22","1280","0","0","0","11054","1270","0","6","17","22","184"
"2570","0","50","372","134301","0","84","23","1280","0","0","0","12377","1454","0","6","17","22","200"
"2570","0","50","372","134301","0","90","24","1280","0","0","0","13852","1597","0","6","17","22","217"
"2570","0","50","372","134301","0","96","25","1280","0","0","0","15547","1716","0","6","17","22","226"
"3030","0","50","372","134301","0","102","26","1280","0","0","0","17387","1788","0","6","17","22","235"
"3030","0","50","372","134301","0","108","27","1280","0","0","0","19422","1833","0","6","17","22","243"
"3030","0","50","372","134301","0","113","28","1280","0","0","0","21620","1865","0","6","17","22","248"
"3490","0","50","372","134301","0","117","29","1280","0","0","0","23942","1898","0","6","17","22","252"
"3490","0","50","372","134301","0","121","30","1280","0","0","0","26463","1932","0","6","17","22","256"
"3950","0","50","372","134301","0","125","31","1280","0","0","0","29042","1966","0","6","17","22","260"
"3950","0","50","372","134301","0","129","32","1280","0","0","0","31784","2000","0","6","17","22","264"
"4450","0","50","372","134301","0","133","33","1280","0","0","0","34617","2033","0","6","17","22","268"
"4950","0","50","372","134301","0","137","34","1280","0","0","0","37599","2065","0","6","17","22","272"
"4950","0","50","372","134301","0","141","35","1280","0","0","0","40786","2097","0","6","17","22","276"
"4950","0","50","372","134301","0","145","36","1280","0","0","0","44085","2129","0","6","17","22","280"
"5450","0","50","372","134301","0","150","37","1280","0","0","0","47429","2161","0","6","17","22","285"
"5950","0","50","372","134301","0","155","38","1280","0","0","0","50877","2193","0","6","17","22","290"
"55","0","0","0","134401","0","1","2","75","0","0","0","23","0","0","0","0","0","2"
"150","0","0","0","134401","0","2","3","150","0","0","0","78","0","0","0","0","0","7"
"325","0","10","5","134401","0","5","4","200","0","0","0","169","0","0","0","0","0","16"
"625","0","10","15","134401","0","7","5","200","0","0","0","322","0","0","0","0","0","32"
"1155","0","25","15","134401","0","15","6","200","0","0","0","495","0","0","0","0","0","51"
"1515","26","30","50","134401","0","22","7","200","0","0","0","724","0","0","0","0","0","69"
"1680","52","60","50","134401","0","29","8","200","0","0","0","1052","0","0","0","0","4","84"
"2215","52","80","50","134401","0","40","9","200","0","0","0","1341","0","0","1","5","9","107"
"2835","52","85","70","134401","0","57","10","300","0","0","0","1631","15","0","1","5","14","131"
"3475","52","101","70","134401","0","75","11","520","0","0","0","1929","32","0","2","7","14","156"
"4035","52","111","80","134401","0","98","12","620","0","0","0","2191","49","0","2","14","17","183"
"4475","52","111","112","134401","0","120","13","840","0","0","0","2555","79","0","2","14","17","208"
"4675","52","111","124","134401","0","133","14","960","0","0","0","3029","127","0","2","14","19","229"
"4765","52","120","134","134401","0","149","15","1080","0","0","0","3521","173","0","2","14","21","249"
"4795","52","121","134","134401","0","163","16","1080","0","0","0","4087","232","0","2","14","23","268"
"4795","52","121","179","134401","0","179","17","1080","0","0","0","4663","280","0","2","14","23","291"
"5140","52","121","204","134401","0","195","18","1080","0","0","0","5284","340","0","2","14","23","314"
"5315","52","121","204","134401","0","212","19","1080","0","0","0","6008","436","0","2","14","23","337"
"5565","52","121","204","134401","0","228","20","1080","0","0","0","6827","550","0","2","14","23","356"
"5615","52","121","204","134401","0","244","21","1180","0","0","0","7738","679","0","2","14","23","376"
"5935","52","121","204","134401","0","261","22","1280","0","0","0","8762","824","0","2","14","23","399"
"6355","52","121","204","134401","0","276","23","1280","0","0","0","9956","938","0","2","14","23","429"
"6625","52","121","204","134401","0","293","24","1280","0","0","0","11291","1026","0","2","14","23","460"
"6895","52","121","204","134401","0","309","25","1280","0","0","0","12834","1109","0","2","14","23","483"
"7165","52","121","204","134401","0","322","26","1280","0","0","0","14593","1162","0","2","14","23","501"
"7465","52","121","204","134401","0","334","27","1280","0","0","0","16507","1192","0","2","14","23","515"
"7765","52","121","204","134401","0","347","28","1280","0","0","0","18544","1222","0","2","14","23","529"
"8065","52","121","204","134401","0","363","29","1280","0","0","0","20720","1253","0","2","14","23","545"
"8365","52","121","204","134401","0","381","30","1280","0","0","0","23021","1285","0","2","14","23","563"
"8665","52","121","204","134401","0","399","31","1280","0","0","0","25430","1317","0","2","14","23","581"
"8965","52","121","204","134401","0","417","32","1280","0","0","0","27949","1349","0","2","14","23","599"
"9265","52","121","204","134401","0","436","33","1280","0","0","0","30603","1380","0","2","14","23","618"
"10065","52","121","204","134401","0","451","34","1280","0","0","0","33410","1405","0","2","14","23","633"
"10365","52","121","204","134401","0","471","35","1280","0","0","0","36348","1435","0","2","14","23","653"
"10665","52","121","204","134401","0","492","36","1280","0","0","0","39387","1465","0","2","14","23","674"
"10965","52","121","204","134401","0","514","37","1280","0","0","0","42524","1495","0","2","14","23","696"
"11265","52","121","204","134401","0","536","38","1280","0","0","0","45770","1525","0","2","14","23","718"
"55","0","0","0","134501","0","1","2","75","0","0","0","23","0","0","0","0","0","2"
"150","0","0","0","134501","0","2","3","150","0","0","0","85","0","0","0","0","0","6"
"325","0","10","5","134501","0","5","4","200","0","0","0","186","0","0","0","0","0","13"
"625","0","10","15","134501","0","7","5","200","0","0","0","339","0","0","0","0","0","29"
"1155","0","25","15","134501","0","15","6","200","0","0","0","512","0","0","0","0","0","48"
"1515","26","30","50","134501","0","22","7","200","0","0","0","759","0","0","0","0","0","62"
"1680","52","45","50","134501","0","29","8","200","0","0","0","1112","0","0","1","0","4","73"
"2215","52","65","50","134501","0","40","9","200","0","0","0","1428","5","0","2","0","9","92"
"2835","52","65","70","134501","0","57","10","300","0","0","0","1740","25","0","3","0","14","112"
"3475","52","75","70","134501","0","75","11","400","0","0","0","2043","52","0","4","5","14","133"
"4035","52","85","90","134501","0","96","12","500","0","0","0","2323","81","0","4","10","17","157"
"4475","52","85","122","134501","0","118","13","720","0","0","0","2687","111","0","4","10","17","182"
"4615","52","85","144","134501","0","128","14","840","0","0","0","3179","175","0","4","10","19","199"
"4705","52","94","154","134501","0","144","15","960","0","0","0","3671","221","0","4","10","21","219"
"4735","52","94","174","134501","0","157","16","960","0","0","0","4239","280","0","4","10","23","236"
"4735","52","94","219","134501","0","169","17","960","0","0","0","4851","340","0","4","10","23","254"
"4735","52","94","244","134501","0","182","18","960","0","0","0","5517","429","0","4","10","23","273"
"4735","52","94","244","134501","0","193","19","960","0","0","0","6293","558","0","4","10","23","289"
"4735","52","94","244","134501","0","202","20","960","0","0","0","7184","708","0","4","10","23","299"
"4735","52","94","244","134501","0","212","21","1060","0","0","0","8123","889","0","4","10","23","310"
"4735","52","94","244","134501","0","223","22","1160","0","0","0","9206","1081","0","4","10","23","325"
"4735","52","94","244","134501","0","234","23","1160","0","0","0","10467","1230","0","4","10","23","348"
"4735","52","94","244","134501","0","246","24","1160","0","0","0","11859","1346","0","4","10","23","373"
"4735","52","94","244","134501","0","258","25","1160","0","0","0","13459","1448","0","4","10","23","391"
"4735","52","94","244","134501","0","269","26","1160","0","0","0","15268","1507","0","4","10","23","406"
"4735","52","94","244","134501","0","279","27","1160","0","0","0","17230","1543","0","4","10","23","418"
"4735","52","94","244","134501","0","290","28","1160","0","0","0","19315","1579","0","4","10","23","430"
