adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425030","ＴＰ上昇上限付与","1817"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425030","ＨＰ吸収ダウン","1818"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425110","風属性ボーナス特大アップ","1819"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425110","物理防御力（ダウン不可）アップ","1820"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425110","魔法防御力（ダウン不可）アップ","1821"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425110","ＴＰダウンカット","1822"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425110","ダメージ減衰","1823"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425110","ＴＰ上昇上限付与","1824"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425110","ＨＰ吸収ダウン","1825"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425120","風属性ボーナス特大アップ","1826"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425120","物理防御力（ダウン不可）アップ","1827"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425120","魔法防御力（ダウン不可）アップ","1828"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425120","ＴＰダウンカット","1829"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425120","ダメージ減衰","1830"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425120","ＴＰ上昇上限付与","1831"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425120","ＨＰ吸収ダウン","1832"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425130","風属性ボーナス特大アップ","1833"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425130","物理防御力（ダウン不可）アップ","1834"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425130","魔法防御力（ダウン不可）アップ","1835"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425130","ＴＰダウンカット","1836"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425130","ダメージ減衰","1837"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425130","ＴＰ上昇上限付与","1838"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425130","ＨＰ吸収ダウン","1839"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92425130","ダメージカット","1840"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425140","風属性ボーナス特大アップ","1841"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425140","物理防御力（ダウン不可）アップ","1842"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425140","魔法防御力（ダウン不可）アップ","1843"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425140","ＴＰダウンカット","1844"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425140","ダメージ減衰","1845"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425140","ＴＰ上昇上限付与","1846"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425140","ＨＰ吸収ダウン","1847"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92425140","ダメージカット","1848"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425210","風属性ボーナス特大アップ","1849"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425210","物理防御力（ダウン不可）アップ","1850"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425210","魔法防御力（ダウン不可）アップ","1851"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425210","ＴＰダウンカット","1852"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425210","ダメージ減衰","1853"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425210","ＴＰ上昇上限付与","1854"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425210","ＨＰ吸収ダウン","1855"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425220","風属性ボーナス特大アップ","1856"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425220","物理防御力（ダウン不可）アップ","1857"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425220","魔法防御力（ダウン不可）アップ","1858"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425220","ＴＰダウンカット","1859"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425220","ダメージ減衰","1860"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425220","ＴＰ上昇上限付与","1861"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425220","ＨＰ吸収ダウン","1862"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425230","風属性ボーナス特大アップ","1863"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425230","物理防御力（ダウン不可）アップ","1864"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425230","魔法防御力（ダウン不可）アップ","1865"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425230","ＴＰダウンカット","1866"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425230","ダメージ減衰","1867"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425230","ＴＰ上昇上限付与","1868"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425230","ＨＰ吸収ダウン","1869"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92425230","ダメージカット","1870"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425240","風属性ボーナス特大アップ","1871"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425240","物理防御力（ダウン不可）アップ","1872"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425240","魔法防御力（ダウン不可）アップ","1873"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425240","ＴＰダウンカット","1874"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425240","ダメージ減衰","1875"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425240","ＴＰ上昇上限付与","1876"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425240","ＨＰ吸収ダウン","1877"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92425240","ダメージカット","1878"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425310","風属性ボーナス特大アップ","1879"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425310","物理防御力（ダウン不可）アップ","1880"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425310","魔法防御力（ダウン不可）アップ","1881"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425310","ＴＰダウンカット","1882"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425310","ダメージ減衰","1883"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425310","ＴＰ上昇上限付与","1884"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425310","ＨＰ吸収ダウン","1885"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425320","風属性ボーナス特大アップ","1886"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425320","物理防御力（ダウン不可）アップ","1887"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425320","魔法防御力（ダウン不可）アップ","1888"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425320","ＴＰダウンカット","1889"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425320","ダメージ減衰","1890"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425320","ＴＰ上昇上限付与","1891"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425320","ＨＰ吸収ダウン","1892"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425330","風属性ボーナス特大アップ","1893"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425330","物理防御力（ダウン不可）アップ","1894"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425330","魔法防御力（ダウン不可）アップ","1895"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425330","ＴＰダウンカット","1896"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425330","ダメージ減衰","1897"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425330","ＴＰ上昇上限付与","1898"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425330","ＨＰ吸収ダウン","1899"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n30％カット状態になる。","92425330","ダメージカット","1900"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92425340","風属性ボーナス特大アップ","1901"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92425340","物理防御力（ダウン不可）アップ","1902"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92425340","魔法防御力（ダウン不可）アップ","1903"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92425340","ＴＰダウンカット","1904"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92425340","ダメージ減衰","1905"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92425340","ＴＰ上昇上限付与","1906"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92425340","ＨＰ吸収ダウン","1907"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n30％カット状態になる。","92425340","ダメージカット","1908"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426010","水属性ボーナス特大アップ","1909"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426010","物理防御力（ダウン不可）アップ","1910"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426010","魔法防御力（ダウン不可）アップ","1911"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426010","ＴＰ上昇上限付与","1912"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426010","ＨＰ吸収ダウン","1913"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426020","水属性ボーナス特大アップ","1914"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426020","物理防御力（ダウン不可）アップ","1915"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426020","魔法防御力（ダウン不可）アップ","1916"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426020","ＴＰ上昇上限付与","1917"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426020","ＨＰ吸収ダウン","1918"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426030","水属性ボーナス特大アップ","1919"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426030","物理防御力（ダウン不可）アップ","1920"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426030","魔法防御力（ダウン不可）アップ","1921"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426030","ＴＰ上昇上限付与","1922"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426030","ＨＰ吸収ダウン","1923"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426110","水属性ボーナス特大アップ","1924"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426110","物理防御力（ダウン不可）アップ","1925"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426110","魔法防御力（ダウン不可）アップ","1926"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426110","ＴＰダウンカット","1927"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426110","ダメージ減衰","1928"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426110","ＴＰ上昇上限付与","1929"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426110","ＨＰ吸収ダウン","1930"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426120","水属性ボーナス特大アップ","1931"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426120","物理防御力（ダウン不可）アップ","1932"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426120","魔法防御力（ダウン不可）アップ","1933"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426120","ＴＰダウンカット","1934"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426120","ダメージ減衰","1935"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426120","ＴＰ上昇上限付与","1936"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426120","ＨＰ吸収ダウン","1937"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426130","水属性ボーナス特大アップ","1938"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426130","物理防御力（ダウン不可）アップ","1939"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426130","魔法防御力（ダウン不可）アップ","1940"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426130","ＴＰダウンカット","1941"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426130","ダメージ減衰","1942"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426130","ＴＰ上昇上限付与","1943"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426130","ＨＰ吸収ダウン","1944"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92426130","ダメージカット","1945"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426140","水属性ボーナス特大アップ","1946"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426140","物理防御力（ダウン不可）アップ","1947"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426140","魔法防御力（ダウン不可）アップ","1948"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426140","ＴＰダウンカット","1949"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426140","ダメージ減衰","1950"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426140","ＴＰ上昇上限付与","1951"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426140","ＨＰ吸収ダウン","1952"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92426140","ダメージカット","1953"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426210","水属性ボーナス特大アップ","1954"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426210","物理防御力（ダウン不可）アップ","1955"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426210","魔法防御力（ダウン不可）アップ","1956"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426210","ＴＰダウンカット","1957"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426210","ダメージ減衰","1958"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426210","ＴＰ上昇上限付与","1959"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426210","ＨＰ吸収ダウン","1960"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426220","水属性ボーナス特大アップ","1961"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426220","物理防御力（ダウン不可）アップ","1962"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426220","魔法防御力（ダウン不可）アップ","1963"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426220","ＴＰダウンカット","1964"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426220","ダメージ減衰","1965"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426220","ＴＰ上昇上限付与","1966"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426220","ＨＰ吸収ダウン","1967"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426230","水属性ボーナス特大アップ","1968"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426230","物理防御力（ダウン不可）アップ","1969"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426230","魔法防御力（ダウン不可）アップ","1970"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426230","ＴＰダウンカット","1971"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426230","ダメージ減衰","1972"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426230","ＴＰ上昇上限付与","1973"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426230","ＨＰ吸収ダウン","1974"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92426230","ダメージカット","1975"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426240","水属性ボーナス特大アップ","1976"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426240","物理防御力（ダウン不可）アップ","1977"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426240","魔法防御力（ダウン不可）アップ","1978"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426240","ＴＰダウンカット","1979"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426240","ダメージ減衰","1980"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426240","ＴＰ上昇上限付与","1981"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426240","ＨＰ吸収ダウン","1982"
"boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","92426240","ダメージカット","1983"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426310","水属性ボーナス特大アップ","1984"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426310","物理防御力（ダウン不可）アップ","1985"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426310","魔法防御力（ダウン不可）アップ","1986"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426310","ＴＰダウンカット","1987"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426310","ダメージ減衰","1988"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426310","ＴＰ上昇上限付与","1989"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426310","ＨＰ吸収ダウン","1990"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426320","水属性ボーナス特大アップ","1991"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426320","物理防御力（ダウン不可）アップ","1992"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426320","魔法防御力（ダウン不可）アップ","1993"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426320","ＴＰダウンカット","1994"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426320","ダメージ減衰","1995"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426320","ＴＰ上昇上限付与","1996"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426320","ＨＰ吸収ダウン","1997"
"13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92426330","水属性ボーナス特大アップ","1998"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92426330","物理防御力（ダウン不可）アップ","1999"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92426330","魔法防御力（ダウン不可）アップ","2000"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92426330","ＴＰダウンカット","2001"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92426330","ダメージ減衰","2002"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92426330","ＴＰ上昇上限付与","2003"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92426330","ＨＰ吸収ダウン","2004"
