e0386b05761a2b3407ea7cbb53b8c20e930a2b86921647db15b65fb021bfae36,c08a22190b17184c569c6e23b6c67db3410565e61c5a40a55ba2ab0b76349291,71114efc0886203c870d9a9d80128cd70977fdde096fb9402b6f42358c0832e6,9a9cd80d1b5f1c83b87fce442505d698d3df78fc79a832eb6f0190329f78963e,152269f117ccd67782e7f0f148f87fe82fc749f2879d5b43e8f5dbc59db49772,30f5846dc0c4041306982b3de5c828931743123b1eddcc0c2dbd4d2f35590bdb,339bead5d990ff9b9ee6d300e8d49c4ebe886e4e3c2fb0cae35baa1caa53e928,e0281db678d2328c8b826f5a2bd1dd69a7b189f3b879caace0c41943bac4671c,cc193e9d18339094cbd21a3f3eed198ab9197363740057f33f2833cae2c89aeb,fd2ddd5e9472e99c7adcd72c417b0c75e15995a1142fdffce60a21c2cf200f3d,aab9d7bde800f891d156babd2feef3b3b0e1fb0b8895fcb48437fc4ecee866a8
"","38911","","","38911017","","","131","","","1"
"","38912","wac_idle_sad_shy","1","38912001","","","3","0","","105711"
"","38912","wac_idle_smile_L","1","38912002","","","3","0","","118511"
"","38912","wac_no_items","1","38912003","","","3","0","","111"
"","38912","wac_no_items","1","38912004","","","3","0","","113"
"","38912","190","-335","38912005","","","2","","0","105711"
"","38912","-190","-335","38912006","","","2","","0","118511"
"","38912","190","-335","38912007","","","2","","0","111"
"","38912","-190","-335","38912008","","","2","","0","113"
"","38912","0","","38912009","","","32","","","48"
"","38912","1","","38912010","","","32","","","52"
"","38912","0","","38912011","","","32","","","17"
"","38912","wac_talk_sad_loop_shy","1","38912012","","","3","0.2","","105711"
"","38912","vo_wac_230310_000","0","38912013","","","21","","0","vo_wac_230310"
"0","38912","こんな感じ……かな？\n壁に大きな絵を描くなんて、\nちょっと緊張しちゃうね……","10","38912014","0.5","1","11","0","1","105711"
"","38912","","","38912015","","","91","","","0"
"","38912","wac_talk_wish_in_joy","0","38912016","","1","3","0.2","wac_talk_wish_loop_joy","105711"
"","38912","vo_wac_230310_001","0","38912017","","","21","","0","vo_wac_230310"
"0","38912","でも……これだけ大きかったら、\n空からでもはっきり見えるよね？\nどんな景色になったか、\n騎空艇に乗ったら確かめてみようね♪","10","38912018","0.5","1","11","0","1","105711"
"","38912","","","38912019","","","91","","","0"
"","38912","0","","38912020","","","22","","","0"
"","38912","","","38912021","","","111","","",""
"","38913","wac_idle_wish_joy","1","38913001","","","3","0.2","","105711"
"","38913","wac_idle_smile_L","1","38913002","","","3","0.2","","118511"
"","38913","wac_no_items","1","38913003","","","3","0.2","","111"
"","38913","wac_no_items","1","38913004","","","3","0.2","","113"
"","38913","190","-335","38913005","","","2","","0","105711"
"","38913","-190","-335","38913006","","","2","","0","118511"
"","38913","190","-335","38913007","","","2","","0","111"
"","38913","-190","-335","38913008","","","2","","0","113"
"","38913","0","","38913009","","","32","","","48"
"","38913","1","","38913010","","","32","","","52"
"","38913","0","","38913011","","","32","","","17"
"","38913","","","38913012","","","91","","","0"
"0","39011","101311","202","39011001","wac_default_11","-213","1","2","-108","1"
"0","39011","111","201","39011002","wac_default_12","-213","5","2","-108","1"
"","39011","43","0","39011003","","1","31","1","0","43"
"","39011","44","0","39011004","","1","31","0","0","44"
"","39011","11","0","39011005","","1","31","0","0","11"
"","39011","wac_paint_11","0","39011006","","0","3","0.2","","101311"
"","39011","wac_paint_12","0","39011007","","0","3","0.2","","111"
"","39011","0","","39011008","","","93","","","0.3"
"","39011","1","","39011009","","","32","","","11"
"","39011","se_10035700_roller","0","39011010","","","23","","","se_10035700"
"","39011","300","","39011011","","","13","","","101311"
"","39011","","","39011012","","","131","","","1"
"","39012","wac_talk_smile_in","0","39012001","","1","3","0.2","wac_talk_smile_loop","101311"
"","39012","wac_no_items","1","39012002","","","3","0.2","","111"
"","39012","200","-340","39012003","","","2","","0","101311"
"","39012","200","-340","39012004","","","2","","0","111"
"","39012","0","","39012005","","","32","","","43"
"","39012","1","","39012006","","","32","","","44"
"","39012","0","","39012007","","","32","","","11"
"","39012","vo_wac_230311_000","0","39012008","","","21","","0","vo_wac_230311"
"0","39012","今回も大満足な出来栄えですな～♪\n特に発色には気をつかったんだけど、\nちゃんと鮮やかになってるでしょ？","10","39012009","0.5","1","11","0","1","101311"
"","39012","","","39012010","","","91","","","0"
"","39012","wac_talk_doya_in_fromblink","0","39012011","","1","3","0.2","wac_talk_doya_loop","101311"
"","39012","vo_wac_230311_001","0","39012012","","","21","","0","vo_wac_230311"
"0","39012","色って、周囲の明るさによって\n見え方が変わっちゃうからね～\nだからこの作業をするときは、\n晴れの日をお薦めしますぞ～♪","10","39012013","0.5","1","11","0","1","101311"
"","39012","","","39012014","","","91","","","0"
"","39012","0","","39012015","","","22","","","0"
"","39013","wac_idle_doya","1","39013001","","","3","0.2","","101311"
"","39013","wac_no_items","1","39013002","","","3","0.2","","111"
"","39013","200","-340","39013003","","","2","","0","101311"
"","39013","200","-340","39013004","","","2","","0","111"
"","39013","0","","39013005","","","32","","","43"
"","39013","1","","39013006","","","32","","","44"
"","39013","0","","39013007","","","32","","","11"
"","39013","","","39013008","","","91","","","0"
"0","39111","104811","204","39111001","wac_default_31","-185","1","2","-167","1"
"0","39111","103211","202","39111002","wac_default_51","-185","1","2","230","1"
"0","39111","104611","256","39111003","wac_default_bot_61","-350","1","2","-330","1"
"0","39111","103411","254","39111004","wac_default_bot_71","-350","1","2","340","1"
"0","39111","111","203","39111005","wac_default_31","-185","5","2","-167","1"
"0","39111","113","201","39111006","wac_default_57","-185","5","2","230","1"
"0","39111","114","255","39111007","wac_default_67","-350","5","2","-330","1"
"0","39111","115","253","39111008","wac_default_71","-350","5","2","340","1"
"","39111","300","","39111009","","","13","","","104611"
"","39111","300","","39111010","","","13","","","103411"
"","39111","300","","39111011","","","13","","","103211"
"","39111","300","","39111012","","","13","","","104811"
"","39111","49","0","39111013","","1","31","1","0","49"
"","39111","52","0","39111014","","1","31","0","0","52"
"","39111","15","0","39111015","","1","31","0","0","15"
"","39111","wac_paint_31","0","39111016","","0","3","0.2","","104811"
"","39111","wac_paint_31","0","39111017","","0","3","0.2","","111"
"","39111","wac_paint_51","0","39111018","","0","3","0.2","","103211"
"","39111","wac_paint_57","0","39111019","","0","3","0.2","","113"
"","39111","wac_paint_bot_61","0","39111020","","0","3","0.2","","104611"
"","39111","wac_paint_67","0","39111021","","0","3","0.2","","114"
"","39111","wac_paint_bot_71","0","39111022","","0","3","0.2","","103411"
"","39111","wac_paint_71","0","39111023","","0","3","0.2","","115"
"","39111","0","","39111024","","","93","","","0"
"","39111","1","","39111025","","","32","","","15"
"","39111","se_sys_login_birthday_calendar_smallbrush","0","39111026","","","23","","","se_common"
"","39111","","","39111027","","","131","","","1"
"","39112","wac_idle_smile_L","1","39112001","","","3","0","","104611"
"","39112","wac_idle_normal_L","1","39112002","","","3","0","","103411"
"","39112","wac_idle_wish_joy","1","39112003","","","3","0","","103211"
"","39112","wac_idle_arm_crossed","1","39112004","","","3","0","","104811"
"","39112","wac_no_items","1","39112005","","","3","0","","111"
"","39112","wac_no_items","1","39112006","","","3","0","","113"
"","39112","wac_no_items","1","39112007","","","3","0","","114"
"","39112","wac_no_items","1","39112008","","","3","0","","115"
"","39112","-335","-360","39112009","","","2","","0","104611"
"","39112","-190","-335","39112010","","","2","","0","103411"
"","39112","190","-335","39112011","","","2","","0","103211"
"","39112","350","-360","39112012","","","2","","0","104811"
"","39112","-335","-360","39112013","","","2","","0","111"
"","39112","-190","-335","39112014","","","2","","0","113"
"","39112","190","-335","39112015","","","2","","0","114"
"","39112","350","-360","39112016","","","2","","0","115"
"","39112","0","","39112017","","","32","","","49"
"","39112","1","","39112018","","","32","","","52"
"","39112","0","","39112019","","","32","","","15"
"","39112","wac_talk_wish_in_joy","0","39112020","","1","3","0.2","wac_talk_wish_loop_joy","103211"
"","39112","vo_wac_230312_000","0","39112021","","","21","","0","vo_wac_230312"
"0","39112","これで完成ですわ！\nみなさん、手分けして仕上がりを\nチェックしていきましょう。","10","39112022","0.5","1","11","0","1","103211"
"","39112","","","39112023","","","91","","","0"
"","39112","wac_idle_wish_joy","1","39112024","","1","3","0.2","","103211"
"","39112","wac_talk_doya_in_L","0","39112025","","1","3","0.2","wac_talk_doya_loop_L","103411"
"","39112","vo_wac_230312_001","0","39112026","","","21","","0","vo_wac_230312"
"0","39112","分かったわ。\n……線のはみだし、なし！\n色の塗り忘れも、なし！","10","39112027","0.5","1","11","0","1","103411"
"","39112","","","39112028","","","91","","","0"
"","39112","wac_idle_doya_L","1","39112029","","1","3","0.2","","103411"
"","39112","wac_talk_smile_in_L","0","39112030","","1","3","0.2","wac_talk_smile_loop_L","104611"
"","39112","vo_wac_230312_002","0","39112031","","","21","","0","vo_wac_230312"
"0","39112","指示書の指定通りになってない\n線や色も特にないにゃ。\nいつも通り、完璧な仕上がりにゃ～♪","10","39112032","0.5","1","11","0","1","104611"
"","39112","","","39112033","","","91","","","0"
"","39112","wac_idle_smile_L","1","39112034","","1","3","0.2","","104611"
"","39112","wac_talk_arm_crossed_in","0","39112035","","1","3","0.2","wac_talk_arm_crossed_loop","104811"
"","39112","vo_wac_230312_003","0","39112036","","","21","","0","vo_wac_230312"
"0","39112","もう連携して絵を描くのも慣れっこね。\n時々アキノさんも言っているけれど、\nこの経験はぜひとも新規事業の\n開拓に活かしていきたいわ。","10","39112037","0.5","1","11","0","1","104811"
"","39112","","","39112038","","","91","","","0"
"","39112","0","","39112039","","","22","","","0"
"","39112","","","39112040","","","111","","",""
"","39113","wac_idle_smile_L","1","39113001","","","3","0.2","","104611"
"","39113","wac_idle_doya_L","1","39113002","","","3","0.2","","103411"
"","39113","wac_idle_wish_joy","1","39113003","","","3","0.2","","103211"
"","39113","wac_idle_arm_crossed","1","39113004","","","3","0.2","","104811"
"","39113","wac_no_items","1","39113005","","","3","0.2","","111"
"","39113","wac_no_items","1","39113006","","","3","0.2","","113"
"","39113","wac_no_items","1","39113007","","","3","0.2","","114"
"","39113","wac_no_items","1","39113008","","","3","0.2","","115"
"","39113","-335","-360","39113009","","","2","","0","104611"
"","39113","-190","-335","39113010","","","2","","0","103411"
"","39113","190","-335","39113011","","","2","","0","103211"
"","39113","350","-360","39113012","","","2","","0","104811"
"","39113","-335","-360","39113013","","","2","","0","111"
"","39113","-190","-335","39113014","","","2","","0","113"
"","39113","190","-335","39113015","","","2","","0","114"
"","39113","350","-360","39113016","","","2","","0","115"
"","39113","0","","39113017","","","32","","","49"
"","39113","1","","39113018","","","32","","","52"
"","39113","0","","39113019","","","32","","","15"
"","39113","","","39113020","","","91","","","0"
"0","39211","104811","202","39211001","wac_default_bot_21","-325","1","2","-108","1"
"0","39211","111","201","39211002","wac_default_bot_21","-325","5","2","-108","1"
"","39211","45","0","39211003","","1","31","1","0","45"
"","39211","44","0","39211004","","1","31","0","0","44"
"","39211","13","0","39211005","","1","31","0","0","13"
"","39211","wac_paint_bot_21","0","39211006","","0","3","0.2","","104811"
"","39211","wac_paint_bot_21","0","39211007","","0","3","0.2","","111"
"","39211","0","","39211008","","","93","","","0"
"","39211","1","","39211009","","","32","","","13"
"","39211","se_sys_login_birthday_calendar_brush","0","39211010","","","23","","","se_common"
"","39211","300","","39211011","","","13","","","104811"
"","39211","","","39211012","","","131","","","1"
"","39212","wac_talk_sad_in","0","39212001","","1","3","0.2","wac_talk_sad_loop","104811"
"","39212","wac_no_items","1","39212002","","","3","0.2","","111"
"","39212","200","-340","39212003","","","2","","0","104811"
"","39212","200","-340","39212004","","","2","","0","111"
"","39212","0","","39212005","","","32","","","45"
"","39212","1","","39212006","","","32","","","44"
"","39212","0","","39212007","","","32","","","13"
"","39212","vo_wac_230313_000","0","39212008","","","21","","0","vo_wac_230313"
"0","39212","できたけど……\nちょっと今日は反省すべき点が\n多かったわね……うーん……","10","39212009","0.5","1","11","0","1","104811"
"","39212","","","39212010","","","91","","","0"
"","39212","wac_talk_arm_crossed_in","0","39212011","","1","3","0.2","wac_talk_arm_crossed_loop","104811"
"","39212","vo_wac_230313_001","0","39212012","","","21","","0","vo_wac_230313"
"0","39212","いえ、絵の仕上がりは大丈夫よ。\nただ完成度にこだわるあまり、\n大量に絵の具を消費してしまって……\n経費も意識して、作業しないとね。","10","39212013","0.5","1","11","0","1","104811"
"","39212","","","39212014","","","91","","","0"
"","39212","0","","39212015","","","22","","","0"
"","39213","wac_idle_arm_crossed","1","39213001","","","3","0.2","","104811"
"","39213","wac_no_items","1","39213002","","","3","0.2","","111"
"","39213","200","-340","39213003","","","2","","0","104811"
"","39213","200","-340","39213004","","","2","","0","111"
"","39213","0","","39213005","","","32","","","45"
"","39213","1","","39213006","","","32","","","44"
"","39213","0","","39213007","","","32","","","13"
"","39213","","","39213008","","","91","","","0"
"0","39311","103311","204","39311001","wac_default_31","-185","1","2","-167","1"
"0","39311","105211","202","39311002","wac_default_51","-185","1","2","230","1"
"0","39311","103811","256","39311003","wac_default_bot_81","-350","1","2","-330","1"
"0","39311","102611","254","39311004","wac_default_bot_91","-350","1","2","340","1"
"0","39311","111","203","39311005","wac_default_37","-185","5","2","-167","1"
"0","39311","113","201","39311006","wac_default_57","-185","5","2","230","1"
"0","39311","114","255","39311007","wac_default_81","-350","5","2","-330","1"
"0","39311","115","253","39311008","wac_default_98","-350","5","2","340","1"
"","39311","300","","39311009","","","13","","","103811"
"","39311","300","","39311010","","","13","","","102611"
"","39311","300","","39311011","","","13","","","105211"
"","39311","300","","39311012","","","13","","","103311"
"","39311","49","0","39311013","","1","31","1","0","49"
"","39311","52","0","39311014","","1","31","0","0","52"
"","39311","15","0","39311015","","1","31","0","0","15"
"","39311","wac_paint_31","0","39311016","","0","3","0.2","","103311"
"","39311","wac_paint_37","0","39311017","","0","3","0.2","","111"
"","39311","wac_paint_51","0","39311018","","0","3","0.2","","105211"
"","39311","wac_paint_57","0","39311019","","0","3","0.2","","113"
"","39311","wac_paint_bot_81","0","39311020","","0","3","0.2","","103811"
"","39311","wac_paint_81","0","39311021","","0","3","0.2","","114"
"","39311","wac_paint_bot_91","0","39311022","","0","3","0.2","","102611"
"","39311","wac_paint_98","0","39311023","","0","3","0.2","","115"
"","39311","0","","39311024","","","93","","","0"
"","39311","1","","39311025","","","32","","","15"
"","39311","se_sys_login_birthday_calendar_smallbrush","0","39311026","","","23","","","se_common"
"","39311","","","39311027","","","131","","","1"
"","39312","wac_idle_wish_joy_L","1","39312001","","","3","0","","103811"
"","39312","wac_idle_normal_L","1","39312002","","","3","0","","102611"
"","39312","wac_idle_smile","1","39312003","","","3","0","","105211"
"","39312","wac_idle_doya","1","39312004","","","3","0","","103311"
"","39312","wac_no_items","1","39312005","","","3","0","","111"
"","39312","wac_no_items","1","39312006","","","3","0","","113"
"","39312","wac_no_items","1","39312007","","","3","0","","114"
"","39312","wac_no_items","1","39312008","","","3","0","","115"
"","39312","-335","-360","39312009","","","2","","0","103811"
"","39312","-190","-335","39312010","","","2","","0","102611"
"","39312","190","-335","39312011","","","2","","0","105211"
"","39312","350","-360","39312012","","","2","","0","103311"
"","39312","-335","-360","39312013","","","2","","0","111"
"","39312","-190","-335","39312014","","","2","","0","113"
"","39312","190","-335","39312015","","","2","","0","114"
"","39312","350","-360","39312016","","","2","","0","115"
"","39312","0","","39312017","","","32","","","49"
"","39312","1","","39312018","","","32","","","52"
"","39312","0","","39312019","","","32","","","15"
"","39312","wac_talk_smile_in","0","39312020","","1","3","0.2","wac_talk_smile_loop","105211"
"","39312","vo_wac_230314_000","0","39312021","","","21","","0","vo_wac_230314"
"0","39312","ふんふふーん♪\nあとはここの線を整えて……\nうんうん、いい感じね～♪","10","39312022","0.5","1","11","0","1","105211"
"","39312","","","39312023","","","91","","","0"
"","39312","wac_idle_smile","1","39312024","","1","3","0.2","","105211"
"","39312","wac_talk_sad_in_surprise_L","0","39312025","","1","3","0.2","wac_talk_sad_loop_surprise_L","102611"
"","39312","vo_wac_230314_001","0","39312026","","","21","","0","vo_wac_230314"
"0","39312","リマって器用だよね～\n仕上げの作業なんか、\nあたしよりずっと丁寧に\nこなしてるしさ～","10","39312027","0.5","1","11","0","1","102611"
"","39312","","","39312028","","","91","","","0"
"","39312","wac_idle_arm_crossed_L","1","39312029","","1","3","0.2","","102611"
"","39312","wac_talk_wish_in_joy_L","0","39312030","","1","3","0.2","wac_talk_wish_loop_joy_L","103811"
"","39312","vo_wac_230314_002","0","39312031","","","21","","0","vo_wac_230314"
"0","39312","そうだね……♪\nリマさんってかわいい物が\n好きみたいだし、こういう\nお仕事もあってるんじゃないかな……？","10","39312032","0.5","1","11","0","1","103811"
"","39312","","","39312033","","","91","","","0"
"","39312","wac_idle_wish_joy_L","1","39312034","","1","3","0.2","","103811"
"","39312","wac_talk_doya_in","0","39312035","","1","3","0.2","wac_talk_doya_loop","103311"
"","39312","vo_wac_230314_003","0","39312036","","","21","","0","vo_wac_230314"
"0","39312","好きこそものの上手なれ、\nってやつだな～！\nオラたちも見習わねぇと！","10","39312037","0.5","1","11","0","1","103311"
"","39312","","","39312038","","","91","","","0"
"","39312","0","","39312039","","","22","","","0"
"","39312","","","39312040","","","111","","",""
"","39313","wac_idle_wish_joy_L","1","39313001","","","3","0.2","","103811"
"","39313","wac_idle_arm_crossed_L","1","39313002","","","3","0.2","","102611"
"","39313","wac_idle_smile","1","39313003","","","3","0.2","","105211"
"","39313","wac_idle_doya","1","39313004","","","3","0.2","","103311"
"","39313","wac_no_items","1","39313005","","","3","0.2","","111"
"","39313","wac_no_items","1","39313006","","","3","0.2","","113"
"","39313","wac_no_items","1","39313007","","","3","0.2","","114"
"","39313","wac_no_items","1","39313008","","","3","0.2","","115"
"","39313","-335","-360","39313009","","","2","","0","103811"
"","39313","-190","-335","39313010","","","2","","0","102611"
"","39313","190","-335","39313011","","","2","","0","105211"
"","39313","350","-360","39313012","","","2","","0","103311"
"","39313","-335","-360","39313013","","","2","","0","111"
"","39313","-190","-335","39313014","","","2","","0","113"
"","39313","190","-335","39313015","","","2","","0","114"
"","39313","350","-360","39313016","","","2","","0","115"
"","39313","0","","39313017","","","32","","","49"
"","39313","1","","39313018","","","32","","","52"
"","39313","0","","39313019","","","32","","","15"
"","39313","","","39313020","","","91","","","0"
"0","39411","104611","202","39411001","wac_default_bot_21","-325","1","2","-108","1"
"0","39411","111","201","39411002","wac_default_bot_26","-325","5","2","-108","1"
"","39411","45","0","39411003","","1","31","1","0","45"
"","39411","44","0","39411004","","1","31","0","0","44"
"","39411","13","0","39411005","","1","31","0","0","13"
"","39411","wac_paint_bot_21","0","39411006","","0","3","0.2","","104611"
"","39411","wac_paint_bot_26","0","39411007","","0","3","0.2","","111"
"","39411","0","","39411008","","","93","","","0"
"","39411","1","","39411009","","","32","","","13"
"","39411","se_sys_login_birthday_calendar_brush","0","39411010","","","23","","","se_common"
"","39411","300","","39411011","","","13","","","104611"
"","39411","","","39411012","","","131","","","1"
"","39412","wac_talk_smile_in","0","39412001","","1","3","0.2","wac_talk_smile_loop","104611"
"","39412","wac_no_items","1","39412002","","","3","0.2","","111"
"","39412","200","-340","39412003","","","2","","0","104611"
"","39412","200","-340","39412004","","","2","","0","111"
"","39412","0","","39412005","","","32","","","45"
"","39412","1","","39412006","","","32","","","44"
"","39412","0","","39412007","","","32","","","13"
"","39412","vo_wac_230315_000","0","39412008","","","21","","0","vo_wac_230315"
"0","39412","気がついたら、もうこの壁も\n絵を描くところがほとんど\n残ってなかったにゃ。","10","39412009","0.5","1","11","0","1","104611"
"","39412","","","39412010","","","91","","","0"
"","39412","vo_wac_230315_001","0","39412011","","","21","","0","vo_wac_230315"
"0","39412","もうすぐ完成して、\nこのお仕事もおしまいにゃ。\nその時はたい焼きパーティーでも\n開いて、みんなでお祝いするにゃ♪","10","39412012","0.5","1","11","0","1","104611"
"","39412","","","39412013","","","91","","","0"
"","39412","0","","39412014","","","22","","","0"
"","39413","wac_idle_smile","1","39413001","","","3","0.2","","104611"
"","39413","wac_no_items","1","39413002","","","3","0.2","","111"
"","39413","200","-340","39413003","","","2","","0","104611"
"","39413","200","-340","39413004","","","2","","0","111"
"","39413","0","","39413005","","","32","","","45"
"","39413","1","","39413006","","","32","","","44"
"","39413","0","","39413007","","","32","","","13"
"","39413","","","39413008","","","91","","","0"
"0","39511","103211","204","39511001","wac_default_bot_31","-325","1","2","-167","1"
"0","39511","103411","202","39511002","wac_default_51","-325","1","2","230","1"
"0","39511","104811","256","39511003","wac_default_bot_81","-350","1","2","-330","1"
"0","39511","104611","254","39511004","wac_default_bot_71","-350","1","2","340","1"
"0","39511","111","203","39511005","wac_default_bot_33","-325","5","2","-167","1"
"0","39511","113","201","39511006","wac_default_bot_52","-325","5","2","230","1"
"0","39511","114","255","39511007","wac_default_83","-350","5","2","-330","1"
"0","39511","115","253","39511008","wac_default_77","-350","5","2","340","1"
"","39511","300","","39511009","","","13","","","104811"
"","39511","300","","39511010","","","13","","","104611"
"","39511","300","","39511011","","","13","","","103411"
"","39511","300","","39511012","","","13","","","103211"
"","39511","48","0","39511013","","1","31","1","0","48"
"","39511","52","0","39511014","","1","31","0","0","52"
"","39511","17","0","39511015","","1","31","0","0","17"
"","39511","wac_paint_bot_31","0","39511016","","0","3","0.2","","103211"
"","39511","wac_paint_bot_33","0","39511017","","0","3","0.2","","111"
"","39511","wac_paint_bot_51","0","39511018","","0","3","0.2","","103411"
"","39511","wac_paint_bot_52","0","39511019","","0","3","0.2","","113"
"","39511","wac_paint_bot_81","0","39511020","","0","3","0.2","","104811"
"","39511","wac_paint_83","0","39511021","","0","3","0.2","","114"
"","39511","wac_paint_bot_71","0","39511022","","0","3","0.2","","104611"
"","39511","wac_paint_77","0","39511023","","0","3","0.2","","115"
"","39511","0","","39511024","","","93","","","0"
"","39511","1","","39511025","","","32","","","17"
"","39511","se_sys_login_birthday_calendar_smallbrush","0","39511026","","","23","","","se_common"
"","39511","","","39511027","","","131","","","1"
"","39512","wac_idle_arm_crossed_L","1","39512001","","","3","0","","104811"
"","39512","wac_idle_normal_L","1","39512002","","","3","0","","104611"
"","39512","wac_idle_sad_dead","1","39512003","","","3","0","","103411"
"","39512","wac_idle_doya","1","39512004","","","3","0","","103211"
"","39512","wac_no_items","1","39512005","","","3","0","","111"
"","39512","wac_no_items","1","39512006","","","3","0","","113"
"","39512","wac_no_items","1","39512007","","","3","0","","114"
"","39512","wac_no_items","1","39512008","","","3","0","","115"
"","39512","-335","-360","39512009","","","2","","0","104811"
"","39512","-190","-335","39512010","","","2","","0","104611"
"","39512","190","-335","39512011","","","2","","0","103411"
"","39512","350","-360","39512012","","","2","","0","103211"
"","39512","-335","-360","39512013","","","2","","0","111"
"","39512","-190","-335","39512014","","","2","","0","113"
"","39512","190","-335","39512015","","","2","","0","114"
"","39512","350","-360","39512016","","","2","","0","115"
"","39512","0","","39512017","","","32","","","48"
"","39512","1","","39512018","","","32","","","52"
"","39512","0","","39512019","","","32","","","17"
"","39512","wac_talk_sad_in_dead","0","39512020","","1","3","0.2","wac_talk_sad_loop_dead","103411"
"","39512","vo_wac_230316_000","0","39512021","","","21","","0","vo_wac_230316"
"0","39512","う～ん……飲み過ぎたかしら……？\n頭が痛くて、集中できないわ～……\nアキノさん、私の担当部分、\nちゃんとできてるかしら？","10","39512022","0.5","1","11","0","1","103411"
"","39512","","","39512023","","","91","","","0"
"","39512","wac_idle_sad_dead","1","39512024","","1","3","0.2","","103411"
"","39512","wac_talk_doya_in","0","39512025","","1","3","0.2","wac_talk_doya_loop","103211"
"","39512","vo_wac_230316_001","0","39512026","","","21","","0","vo_wac_230316"
"0","39512","どれどれ……問題ありませんわ。\nただ、麦しゅわはちゃんと量を\n考えてたしなむべきです。\nそのうち体を壊しますわよ？","10","39512027","0.5","1","11","0","1","103211"
"","39512","","","39512028","","","91","","","0"
"","39512","wac_idle_doya","1","39512029","","1","3","0.2","","103211"
"","39512","wac_talk_sad_in_surprise_L","0","39512030","","1","3","0.2","wac_talk_sad_loop_surprise_L","104611"
"","39512","vo_wac_230316_002","0","39512031","","","21","","0","vo_wac_230316"
"0","39512","もう既に二日酔いになってるにゃ。\n麦しゅわを飲んだことがないから、\nユカリがひたすら麦しゅわを\n求める気持ちが分かんないにゃ。","10","39512032","0.5","1","11","0","1","104611"
"","39512","","","39512033","","","91","","","0"
"","39512","wac_idle_sad_surprise_L","1","39512034","","1","3","0.2","","104611"
"","39512","wac_talk_arm_crossed_in_L","0","39512035","","1","3","0.2","wac_talk_arm_crossed_loop_L","104811"
"","39512","vo_wac_230316_003","0","39512036","","","21","","0","vo_wac_230316"
"0","39512","大人限定ではあるけれど、手っ取り早く\n楽しい気分になれる方法なのよ……\nでも元気の前借りみたいなものだから、\nやっぱりほどほどに飲むのが一番だわ。","10","39512037","0.5","1","11","0","1","104811"
"","39512","","","39512038","","","91","","","0"
"","39512","0","","39512039","","","22","","","0"
"","39512","","","39512040","","","111","","",""
"","39513","wac_idle_arm_crossed_L","1","39513001","","","3","0.2","","104811"
"","39513","wac_idle_sad_surprise_L","1","39513002","","","3","0.2","","104611"
"","39513","wac_idle_sad_dead","1","39513003","","","3","0.2","","103411"
"","39513","wac_idle_doya","1","39513004","","","3","0.2","","103211"
"","39513","wac_no_items","1","39513005","","","3","0.2","","111"
"","39513","wac_no_items","1","39513006","","","3","0.2","","113"
"","39513","wac_no_items","1","39513007","","","3","0.2","","114"
"","39513","wac_no_items","1","39513008","","","3","0.2","","115"
"","39513","-335","-360","39513009","","","2","","0","104811"
"","39513","-190","-335","39513010","","","2","","0","104611"
"","39513","190","-335","39513011","","","2","","0","103411"
"","39513","350","-360","39513012","","","2","","0","103211"
"","39513","-335","-360","39513013","","","2","","0","111"
"","39513","-190","-335","39513014","","","2","","0","113"
"","39513","190","-335","39513015","","","2","","0","114"
"","39513","350","-360","39513016","","","2","","0","115"
"","39513","0","","39513017","","","32","","","48"
"","39513","1","","39513018","","","32","","","52"
"","39513","0","","39513019","","","32","","","17"
"","39513","","","39513020","","","91","","","0"
"0","39611","103211","202","39611001","wac_default_21","-100","1","2","-108","1"
"0","39611","111","201","39611002","wac_default_21","-100","5","2","-108","1"
"","39611","53","0","39611003","","1","31","1","0","53"
"","39611","44","0","39611004","","1","31","0","0","44"
"","39611","20","0","39611005","","1","31","0","0","20"
"","39611","wac_paint_21","0","39611006","","0","3","0.2","","103211"
"","39611","wac_paint_21","0","39611007","","0","3","0.2","","111"
"","39611","0","","39611008","","","93","","","0"
"","39611","1","","39611009","","","32","","","20"
"","39611","se_sys_login_birthday_calendar_brush","0","39611010","","","23","","","se_common"
"","39611","300","","39611011","","","13","","","103211"
"","39611","","","39611012","","","131","","","1"
"","39612","wac_talk_doya_in","0","39612001","","1","3","0.2","wac_talk_doya_loop","103211"
"","39612","wac_no_items","1","39612002","","","3","0.2","","111"
"","39612","200","-340","39612003","","","2","","0","103211"
"","39612","200","-340","39612004","","","2","","0","111"
"","39612","0","","39612005","","","32","","","53"
"","39612","1","","39612006","","","32","","","44"
"","39612","0","","39612007","","","32","","","20"
"","39612","vo_wac_230317_000","0","39612008","","","21","","0","vo_wac_230317"
"0","39612","ふぅ……さて！\nどうやら【メルクリウス財団】が\n引き受けていた作業は、\nこれで完了のようですわ。","10","39612009","0.5","1","11","0","1","103211"
"","39612","","","39612010","","","91","","","0"
"","39612","vo_wac_230317_001","0","39612011","","","21","","0","vo_wac_230317"
"0","39612","たくさんの方々と協力して\n作業に当たるのは、とても充実した\n体験になりました。また、ビジネスにも\n活かしていきたいですわね♪","10","39612012","0.5","1","11","0","1","103211"
"","39612","","","39612013","","","91","","","0"
"","39612","0","","39612014","","","22","","","0"
"","39613","wac_idle_doya","1","39613001","","","3","0.2","","103211"
"","39613","wac_no_items","1","39613002","","","3","0.2","","111"
