86ece292d2d0f620dfeff38b97dbe371fa6f194c1dc9cadca323ca41a9a53c04,a630e132c61e3fd5d1c80693f158ddfb8bd240ca43bb13788bcfb7e585a755a2,9772ef805cf92dcfb417afb4ee63b9af320c192fe6ea4d80d2107815a912eb03,bb7f3536fbc827b3da06fa3d97d5d0f5bf58851588138f458835b61888fd3343,ae04335d3a4732c85835a823c7e6a24ab62319ca969e89ff8096cf32e53c7a76,6b9397211f1fc973741eb634e4cc30d25e350287201a859a2eb32b36939e787b,2b2993ef73dfb5668d10678b4a9cf7822d0b348b316923867082051648b4bc16,ee75cf91125dbc0f1ef8f4684b25848e59f9a010a55141ba526a5d4eb580d357,48f177966e689178bca2951545efdf65e4e5b8fddc819aa176ed74d1381219fd,cb58a2d71fd78fa702495d8d5d0a7776a661d26db32d8832a96d77d752b84a7e,1cb70445aeddc34de00b14c25073b277309dca62d678e18a47932982093cf669
"91","","1009811","1009811085","","","0","","","",""
"3","1","1009811","1009811086","","","103611","","0.2","","lsv_idle_wish"
"3","1","1009811","1009811087","","","102011","","0.2","","lsv_talk_joy3"
"21","0","1009811","1009811088","","0","vo_lsv","","","","vo_lsv_1130"
"11","10","1009811","1009811089","0","1","102011","0","0","1","先生って楽しいね～\nえへへ♪"
"91","","1009811","1009811090","","","0","","","",""
"3","1","1009811","1009811091","","","102011","","0.2","","lsv_idle_joy"
"102","","1009811","1009811092","","","","","","",""
"22","","1009811","1009811093","","","0","","","","0.2"
"93","","1009811","1009811094","","","1","","","",""
"12","1","1009811","1009811095","0","0","100411","0","0","0","2"
"3","1","1009811","1009811096","","","100411","","0.2","","lsv_talk_bitter"
"93","","1009811","1009811097","","","3","","","","0"
"3","1","1009811","1009811098","","","100411","","0.2","","lsv_idle_normal"
"12","1","1009811","1009811099","0","0","103611","0","0","0","10"
"3","1","1009811","1009811100","","","103611","","0.2","","lsv_talk_joy1_normal"
"93","","1009811","1009811101","","","3","","","","0"
"3","1","1009811","1009811102","","","103611","","0.2","","lsv_idle_wish"
"12","1","1009811","1009811103","0","0","102011","0","0","0","6"
"3","1","1009811","1009811104","","","102011","","0.2","","lsv_talk_memory_dere2"
"93","","1009811","1009811105","","","3","","","","0"
"3","1","1009811","1009811106","","","102011","","0.2","","lsv_idle_joy"
"101","","1009811","1009811107","","","1009811095","","","",""
"6","1","1009811","1009811108","0","1","333","","1","0","1"
"4","","1009811","1009811109","","","102011","","","","1"
"3","1","1009811","1009811110","","","102011","","0.2","","lsv_run"
"2","-235","1009811","1009811111","","0.8","102011","","","0","-750"
"4","","1009811","1009811112","","","103611","","","","0"
"3","1","1009811","1009811113","","","103611","","0.2","","lsv_run"
"2","-220","1009811","1009811114","","0.8","103611","","","0","750"
"4","","1009811","1009811115","","","100411","","","","0"
"3","1","1009811","1009811116","","","100411","","0.2","","lsv_run"
"2","-250","1009811","1009811117","","0.8","100411","","","0","850"
"93","","1009811","1009811118","","","0.6","","","",""
"6","1","1009811","1009811119","0","1","102011","","0.2","0","1"
"6","1","1009811","1009811120","0","1","103611","","0.2","0","1"
"6","1","1009811","1009811121","0","1","100411","","0.2","0","1"
"91","","1009811","1009811122","","","0","","","",""
"1","102","1009812","1009812001","0","-750","1","lsv_idle_normal","1.95","-235","103611"
"1","100","1009812","1009812002","1","650","1","lsv_idle_normal","1.95","-220","100411"
"1","101","1009812","1009812003","1","750","1","lsv_idle_normal","1.95","-250","102011"
"5","0","1009812","1009812004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009812","1009812005","0","1","333","","0","0","1"
"6","1","1009812","1009812006","0","1","103611","","0","0","1"
"6","1","1009812","1009812007","0","1","100411","","0","0","1"
"6","1","1009812","1009812008","0","1","102011","","0","0","1"
"7","0","1009812","1009812009","","0","103611","","","","2"
"2","-235","1009812","1009812010","","0.5","103611","","","0","-750"
"31","-140","1009812","1009812011","","10","1","","0","0.8","16"
"34","0","1009812","1009812012","","0","16","","","","2"
"93","","1009812","1009812013","","","1","","","","0"
"6","1","1009812","1009812014","0","1","333","","0.8","0.4","1"
"3","0","1009812","1009812015","0","lsv_see_think","103611","","0.2","1","lsv_see_think_pre"
"2","-235","1009812","1009812016","","1.1","103611","","","0","-600"
"6","1","1009812","1009812017","0","1","103611","","0.4","1","1"
"93","","1009812","1009812018","","","1","","","",""
"32","","1009812","1009812019","","","16","","","","1"
"91","","1009812","1009812020","","","0","","","",""
"94","260","1009812","1009812021","","0","103611","","","80","240"
"32","","1009812","1009812022","","","16","","","","0"
"7","2","1009812","1009812023","","0","103611","","","","0"
"3","1","1009812","1009812024","","","103611","","0.2","","lsv_walk"
"2","-235","1009812","1009812025","","2","103611","","","0","-250"
"3","1","1009812","1009812026","","","100411","","0.2","","lsv_walk_joy"
"2","-220","1009812","1009812027","","2","100411","","","0","100"
"6","1","1009812","1009812028","0","1","100411","","0.4","1","1"
"3","1","1009812","1009812029","","","102011","","0.2","","lsv_walk"
"2","-250","1009812","1009812030","","2","102011","","","0","270"
"6","1","1009812","1009812031","0","1","102011","","0.4","1","1"
"93","","1009812","1009812032","","","2","","","",""
"3","1","1009812","1009812033","","","103611","","0.2","","lsv_idle_normal"
"3","1","1009812","1009812034","","","100411","","0.2","","lsv_idle_joy"
"3","1","1009812","1009812035","","","102011","","0.2","","lsv_idle_normal"
"93","","1009812","1009812036","","","0.5","","","",""
"91","","1009812","1009812037","","","0","","","",""
"3","1","1009812","1009812038","","","103611","","0.2","","lsv_talk_normal_sad"
"21","0","1009812","1009812039","","0","vo_lsv","","","","vo_lsv_1221"
"11","10","1009812","1009812040","0","1","103611","0","0","1","ヒミツって…\nもう答えが描いてあるよね？"
"91","","1009812","1009812041","","","0","","","",""
"3","1","1009812","1009812042","","","103611","","0.2","","lsv_idle_normal_sad"
"3","1","1009812","1009812043","","","102011","","0.2","","lsv_talk_sad"
"21","0","1009812","1009812044","","0","vo_lsv","","","","vo_lsv_1222"
"11","10","1009812","1009812045","0","1","102011","0","0","1","ミソギちゃん、\nおにいちゃんに\nイタズラしちゃったの？"
"91","","1009812","1009812046","","","0","","","",""
"3","1","1009812","1009812047","","","102011","","0.2","","lsv_idle_sad"
"3","0","1009812","1009812048","0.2","lsv_talk_cool_joy_loop","100411","","0","1","lsv_talk_cool_joy"
"21","0","1009812","1009812049","","0","vo_lsv","","","","vo_lsv_1223"
"11","10","1009812","1009812050","0","1","100411","0","0","1","ちっちっち！\nこれは想像だよー！\nまだ教えただけっ。"
"91","","1009812","1009812051","","","0","","","",""
"3","1","1009812","1009812052","","","100411","","0.2","","lsv_talk_cool_joy_loop"
"21","0","1009812","1009812053","","0","vo_lsv","","","","vo_lsv_1224"
"11","10","1009812","1009812054","0","1","100411","0","0","1","あと、教えたのはひとつだけ\nじゃないよ？　ミソギ先生の\n授業は盛り沢山だからね！"
"91","","1009812","1009812055","","","0","","","",""
"3","1","1009812","1009812056","","","100411","","0.2","","lsv_idle_cool_joy"
"3","1","1009812","1009812057","","","103611","","0.2","","lsv_talk_bitter_sad"
"21","0","1009812","1009812058","","0","vo_lsv","","","","vo_lsv_1225"
"11","10","1009812","1009812059","0","1","103611","0","0","1","いったいどんなことを\n教えたか、不安だなぁ…"
"91","","1009812","1009812060","","","0","","","",""
"3","1","1009812","1009812061","","","103611","","0.2","","lsv_idle_bitter_sad"
"3","0","1009812","1009812062","0.2","lsv_look_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009812","1009812063","0.2","lsv_look_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009812","1009812064","0.2","lsv_look_idle_normal","102011","","0","1","lsv_choice"
"93","","1009812","1009812065","","","0.1","","","","0"
"2","-235","1009812","1009812066","0.2","0.33","103611","","","2","-452"
"2","-220","1009812","1009812067","0.2","0.33","100411","","","2","420"
"2","-250","1009812","1009812068","0.2","0.33","102011","","","2","545"
"22","1","1009812","1009812069","","","0","","0.2","","0"
"103","0","1009812","1009812070","","","落とし穴の作り方とか？","","","","1009812073"
"103","0","1009812","1009812071","","","逃げ足講座とか？","","","","1009812097"
"103","0","1009812","1009812072","","","ウソ泣きのやり方とか？","","","","1009812121"
"3","0","1009812","1009812073","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009812","1009812074","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009812","1009812075","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"93","","1009812","1009812076","","","0.1","","","","0"
"2","-235","1009812","1009812077","0.2","0.33","103611","","","2","-200"
"2","-220","1009812","1009812078","0.2","0.33","100411","","","2","100"
"2","-250","1009812","1009812079","0.2","0.33","102011","","","2","270"
"93","","1009812","1009812080","","","0.7","","","","0"
"3","0","1009812","1009812081","0.2","lsv_talk_surprise_R2","102011","","0","1","lsv_surprise_R2"
"21","0","1009812","1009812082","","0","vo_lsv","","","","vo_lsv_1226"
"11","10","1009812","1009812083","0","1","102011","0","0","1","ええっ？\n落とし穴はちょっと危ないよ～"
"91","","1009812","1009812084","","","0","","","",""
"3","1","1009812","1009812085","","","102011","","0.2","","lsv_idle_surprise"
"3","1","1009812","1009812086","","","100411","","0.2","","lsv_talk_bitter"
"21","0","1009812","1009812087","","0","vo_lsv","","","","vo_lsv_1227"
"11","10","1009812","1009812088","0","1","100411","0","0","1","んー…落とし穴はねー\nみゅ～ちゃんがスコップを\n持てなかったから諦めたんだー"
"91","","1009812","1009812089","","","0","","","",""
"3","1","1009812","1009812090","","","100411","","0.2","","lsv_idle_bitter"
"3","0","1009812","1009812091","0.2","lsv_talk_cool_sad_loop","103611","","0","1","lsv_talk_cool_sad"
"21","0","1009812","1009812092","","0","vo_lsv","","","","vo_lsv_1228"
"11","10","1009812","1009812093","0","1","103611","0","0","1","試しはしたんだね…"
"91","","1009812","1009812094","","","0","","","",""
"3","1","1009812","1009812095","","","103611","","0.2","","lsv_idle_normal_sad"
"101","","1009812","1009812096","","","1009812145","","","",""
"3","0","1009812","1009812097","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009812","1009812098","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009812","1009812099","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"93","","1009812","1009812100","","","0.1","","","","0"
"2","-235","1009812","1009812101","0.2","0.33","103611","","","2","-200"
"2","-220","1009812","1009812102","0.2","0.33","100411","","","2","100"
"2","-250","1009812","1009812103","0.2","0.33","102011","","","2","270"
"93","","1009812","1009812104","","","0.7","","","","0"
"3","0","1009812","1009812105","0.2","lsv_exactly_joy_loop","100411","","0","1","lsv_exactly_joy_in"
"21","0","1009812","1009812106","","0","vo_lsv","","","","vo_lsv_1229"
"11","10","1009812","1009812107","0","1","100411","0","0","1","お！　にいちゃん、するどい！\n正解だよ！\n逃げ足は大事だもんねー"
"91","","1009812","1009812108","","","0","","","",""
"3","1","1009812","1009812109","","","100411","","0.2","","lsv_idle_joy"
"3","1","1009812","1009812110","","","103611","","0.2","","lsv_talk_thinking"
"21","0","1009812","1009812111","","0","vo_lsv","","","","vo_lsv_1230"
"11","10","1009812","1009812112","0","1","103611","0","0","1","逃げ足って…\nでも、確かに自然の中では\n大切なことかも。"
"91","","1009812","1009812113","","","0","","","",""
"3","1","1009812","1009812114","","","103611","","0.2","","lsv_idle_thinking_anger"
"3","1","1009812","1009812115","","","102011","","0.2","","lsv_talk_wish_joy"
"21","0","1009812","1009812116","","0","vo_lsv","","","","vo_lsv_1231"
"11","10","1009812","1009812117","0","1","102011","0","0","1","かけっこが得意な\nみゅ～ちゃんもかわいいね～"
"91","","1009812","1009812118","","","0","","","",""
"3","1","1009812","1009812119","","","102011","","0.2","","lsv_idle_wish_joy"
"101","","1009812","1009812120","","","1009812145","","","",""
"3","0","1009812","1009812121","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009812","1009812122","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009812","1009812123","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"93","","1009812","1009812124","","","0.1","","","","0"
"2","-235","1009812","1009812125","0.2","0.33","103611","","","2","-200"
"2","-220","1009812","1009812126","0.2","0.33","100411","","","2","100"
"2","-250","1009812","1009812127","0.2","0.33","102011","","","2","270"
"93","","1009812","1009812128","","","0.7","","","","0"
"3","1","1009812","1009812129","","","100411","","0.2","","lsv_idle_sad3"
"21","0","1009812","1009812130","","0","vo_lsv","","","","vo_lsv_1232"
"11","10","1009812","1009812131","0","1","100411","0","0","1","…ぐすん。\nミソギ、ウソ泣きなんて\n教えてないもん…ぐすぐす…"
"91","","1009812","1009812132","","","0","","","",""
"3","1","1009812","1009812133","","","100411","","0.2","","lsv_idle_sad3"
"3","1","1009812","1009812134","","","102011","","0.2","","lsv_talk_sad3"
"21","0","1009812","1009812135","","0","vo_lsv","","","","vo_lsv_1233"
"11","10","1009812","1009812136","0","1","102011","0","0","1","わわ…！\nミソギちゃん、泣かないで～"
"91","","1009812","1009812137","","","0","","","",""
"3","1","1009812","1009812138","","","102011","","0.2","","lsv_idle_sad"
"3","0","1009812","1009812139","0.2","lsv_talk_cool_sad_loop","103611","","0","1","lsv_talk_cool_sad"
"21","0","1009812","1009812140","","0","vo_lsv","","","","vo_lsv_1234"
"11","10","1009812","1009812141","0","1","103611","0","0","1","…これは間違いなく\n教えましたね。\nまったくもう…"
"91","","1009812","1009812142","","","0","","","",""
"3","1","1009812","1009812143","","","103611","","0.2","","lsv_idle_cool_sad"
"101","","1009812","1009812144","","","1009812145","","","",""
"91","","1009812","1009812145","","","0","","","",""
"102","","1009812","1009812146","","","","","","",""
"22","","1009812","1009812147","","","0","","","","0.2"
"93","","1009812","1009812148","","","0.2","","","",""
"12","1","1009812","1009812149","0","0","100411","0","0","0","10"
"3","0","1009812","1009812150","0.2","lsv_eieio_loop","100411","","0","1","lsv_eieio"
"93","","1009812","1009812151","","","3","","","","0"
"3","1","1009812","1009812152","","","100411","","0.2","","lsv_idle_cool_joy"
"12","1","1009812","1009812153","0","0","102011","0","0","0","4"
"3","0","1009812","1009812154","0.2","lsv_talk_surprise","102011","","0","1","lsv_surprise"
"93","","1009812","1009812155","","","3","","","","0"
"3","1","1009812","1009812156","","","102011","","0.2","","lsv_idle_wish_joyR"
"12","1","1009812","1009812157","0","0","103611","0","0","0","2"
"3","1","1009812","1009812158","","","103611","","0.2","","lsv_talk_sad"
"93","","1009812","1009812159","","","3","","","","0"
"3","1","1009812","1009812160","","","103611","","0.2","","lsv_idle_sad"
"101","","1009812","1009812161","","","1009812149","","","",""
"6","1","1009812","1009812162","0","1","333","","1","0","1"
"4","","1009812","1009812163","","","103611","","","","1"
"3","1","1009812","1009812164","","","103611","","0.2","","lsv_run"
"2","-235","1009812","1009812165","","0.8","103611","","","0","-750"
"4","","1009812","1009812166","","","100411","","","","0"
"3","1","1009812","1009812167","","","100411","","0.2","","lsv_run"
"2","-220","1009812","1009812168","","0.8","100411","","","0","750"
"4","","1009812","1009812169","","","102011","","","","0"
"3","1","1009812","1009812170","","","102011","","0.2","","lsv_run"
"2","-250","1009812","1009812171","","0.8","102011","","","0","850"
"93","","1009812","1009812172","","","0.6","","","",""
"6","1","1009812","1009812173","0","1","103611","","0.2","0","1"
"6","1","1009812","1009812174","0","1","100411","","0.2","0","1"
"6","1","1009812","1009812175","0","1","102011","","0.2","0","1"
"91","","1009812","1009812176","","","0","","","",""
"1","102","1009813","1009813001","0","-750","1","lsv_idle_normal","1.95","-235","100411"
"1","100","1009813","1009813002","1","650","1","lsv_idle_normal","1.95","-220","103611"
"1","101","1009813","1009813003","1","750","1","lsv_idle_normal","1.95","-250","102011"
"5","0","1009813","1009813004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009813","1009813005","0","1","333","","0","0","1"
"6","1","1009813","1009813006","0","1","100411","","0","0","1"
"6","1","1009813","1009813007","0","1","103611","","0","0","1"
"6","1","1009813","1009813008","0","1","102011","","0","0","1"
"7","0","1009813","1009813009","","0","100411","","","","2"
"2","-235","1009813","1009813010","","0.5","100411","","","0","-750"
"31","-140","1009813","1009813011","","10","1","","0","0.8","16"
"34","0","1009813","1009813012","","0","16","","","","2"
"93","","1009813","1009813013","","","1","","","","0"
"6","1","1009813","1009813014","0","1","333","","0.8","0.4","1"
"3","0","1009813","1009813015","0","lsv_see_think","100411","","0.2","1","lsv_see_think_pre"
"2","-235","1009813","1009813016","","1.1","100411","","","0","-600"
"6","1","1009813","1009813017","0","1","100411","","0.4","1","1"
"93","","1009813","1009813018","","","1","","","",""
"32","","1009813","1009813019","","","16","","","","1"
"91","","1009813","1009813020","","","0","","","",""
"94","260","1009813","1009813021","","0","100411","","","80","240"
"32","","1009813","1009813022","","","16","","","","0"
"7","2","1009813","1009813023","","0","100411","","","","0"
"3","1","1009813","1009813024","","","100411","","0.2","","lsv_walk"
"2","-235","1009813","1009813025","","2","100411","","","0","-250"
"3","1","1009813","1009813026","","","103611","","0.2","","lsv_walk_joy"
"2","-220","1009813","1009813027","","2","103611","","","0","100"
"6","1","1009813","1009813028","0","1","103611","","0.4","1","1"
"3","1","1009813","1009813029","","","102011","","0.2","","lsv_walk"
"2","-250","1009813","1009813030","","2","102011","","","0","270"
"6","1","1009813","1009813031","0","1","102011","","0.4","1","1"
"93","","1009813","1009813032","","","2","","","",""
"3","1","1009813","1009813033","","","100411","","0.2","","lsv_idle_normal_talkR"
"3","1","1009813","1009813034","","","103611","","0.2","","lsv_idle_joy"
"3","1","1009813","1009813035","","","102011","","0.2","","lsv_idle_normal"
"93","","1009813","1009813036","","","0.5","","","",""
"91","","1009813","1009813037","","","0","","","",""
"3","1","1009813","1009813038","","","100411","","0.2","","lsv_talk_sad"
"21","0","1009813","1009813039","","0","vo_lsv","","","","vo_lsv_1321"
"11","10","1009813","1009813040","0","1","100411","0","0","1","うう…なんだかほんとに\n学校の先生みたいなこと\n書いてるね…"
"91","","1009813","1009813041","","","0","","","",""
"3","1","1009813","1009813042","","","100411","","0.2","","lsv_idle_surprise_talkR1"
"3","0","1009813","1009813043","0.2","lsv_talk_doya_loop","103611","","0","1","lsv_talk_doya"
"21","0","1009813","1009813044","","0","vo_lsv","","","","vo_lsv_1322"
"11","10","1009813","1009813045","0","1","103611","0","0","1","だって今日は私が先生だもん。\n先生らしくしなくっちゃ！"
"91","","1009813","1009813046","","","0","","","",""
"3","1","1009813","1009813047","","","103611","","0.2","","lsv_idle_doya"
"3","1","1009813","1009813048","","","102011","","0.2","","lsv_talk_wish_joy"
"21","0","1009813","1009813049","","0","vo_lsv","","","","vo_lsv_1323"
"11","10","1009813","1009813050","0","1","102011","0","0","1","キョウカちゃん、\n張りきってたもんね♪\nどんなお勉強をしたの？"
"91","","1009813","1009813051","","","0","","","",""
"3","1","1009813","1009813052","","","102011","","0.2","","lsv_idle_wish_joy"
"3","1","1009813","1009813053","","","103611","","0.2","","lsv_talk_cool_joy_loop"
"21","0","1009813","1009813054","","0","vo_lsv","","","","vo_lsv_1324"
"11","10","1009813","1009813055","0","1","103611","0","0","1","ミミ、いい質問ですね。\nそれでは…\nここでみんなに問題です。"
"91","","1009813","1009813056","","","0","","","",""
"3","1","1009813","1009813057","","","103611","","0.2","","lsv_idle_cool_joy"
"3","0","1009813","1009813058","0.2","lsv_talk_cool_sad_loop","100411","","0","1","lsv_talk_cool_sad"
"21","0","1009813","1009813059","","0","vo_lsv","","","","vo_lsv_1325"
"11","10","1009813","1009813060","0","1","100411","0","0","1","急に先生っぽくしてる…！\n…ね、にいちゃんから\n何か言ってやってよっ。"
"91","","1009813","1009813061","","","0","","","",""
"3","1","1009813","1009813062","","","100411","","0.2","","lsv_idle_cool_sad"
"3","0","1009813","1009813063","0.2","lsv_look_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009813","1009813064","0.2","lsv_look_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009813","1009813065","0.2","lsv_look_idle_normal","102011","","0","1","lsv_choice"
"93","","1009813","1009813066","","","0.1","","","","0"
"2","-235","1009813","1009813067","0.2","0.33","100411","","","2","-452"
"2","-220","1009813","1009813068","0.2","0.33","103611","","","2","420"
"2","-250","1009813","1009813069","0.2","0.33","102011","","","2","545"
"22","1","1009813","1009813070","","","0","","0.2","","0"
"103","0","1009813","1009813071","","","はい、先生！","","","","1009813074"
"103","0","1009813","1009813072","","","寝たふりをしよう。","","","","1009813096"
"103","0","1009813","1009813073","","","どんな問題が来るのかなぁ。","","","","1009813119"
"3","0","1009813","1009813074","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009813","1009813075","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009813","1009813076","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"93","","1009813","1009813077","","","0.1","","","","0"
"2","-235","1009813","1009813078","0.2","0.33","100411","","","2","-200"
"2","-220","1009813","1009813079","0.2","0.33","103611","","","2","100"
"2","-250","1009813","1009813080","0.2","0.33","102011","","","2","270"
"93","","1009813","1009813081","","","0.7","","","","0"
"3","0","1009813","1009813082","0.2","lsv_surprise3_loop","100411","","0","1","lsv_surprise3"
"21","0","1009813","1009813083","","0","vo_lsv","","","","vo_lsv_1326"
"11","10","1009813","1009813084","0","1","100411","0","0","1","ノリノリだー！？"
"91","","1009813","1009813085","","","0","","","",""
"3","1","1009813","1009813086","","","103611","","0.2","","lsv_talk_thinking_joyR"
"21","0","1009813","1009813087","","0","vo_lsv","","","","vo_lsv_1327"
"11","10","1009813","1009813088","0","1","103611","0","0","1","いいお返事ですね。\nでは、みんなで\nおさらいしてみましょうか。"
"91","","1009813","1009813089","","","0","","","",""
"3","1","1009813","1009813090","","","103611","","0.2","","lsv_idle_thinking_joy1"
"3","0","1009813","1009813091","0.2","lsv_idle_joy","102011","","0","1","lsv_handsup_joy"
"21","0","1009813","1009813092","","0","vo_lsv","","","","vo_lsv_1328"
"11","10","1009813","1009813093","0","1","102011","0","0","1","は～い、わかりましたっ。\nキョウカちゃん先生♪"
"91","","1009813","1009813094","","","0","","","",""
"101","","1009813","1009813095","","","1009813143","","","",""
"3","0","1009813","1009813096","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009813","1009813097","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009813","1009813098","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"93","","1009813","1009813099","","","0.1","","","","0"
"2","-235","1009813","1009813100","0.2","0.33","100411","","","2","-200"
"2","-220","1009813","1009813101","0.2","0.33","103611","","","2","100"
"2","-250","1009813","1009813102","0.2","0.33","102011","","","2","270"
"93","","1009813","1009813103","","","0.7","","","","0"
"3","0","1009813","1009813104","0.2","lsv_sleep","100411","","0.2","1","lsv_look_idle_sad_wink"
"21","0","1009813","1009813105","","0","vo_lsv","","","","vo_lsv_1329"
"11","10","1009813","1009813106","0","1","100411","0","0","1","そ…\nそれだよ、にいちゃんっ。\n……ぐーぐーぐー"
"91","","1009813","1009813107","","","0","","","",""
"3","1","1009813","1009813108","","","100411","","0.2","","lsv_sleep"
"3","0","1009813","1009813109","0.2","lsv_exactly_loop","103611","","0","1","lsv_exactly_in"
"21","0","1009813","1009813110","","0","vo_lsv","","","","vo_lsv_1330"
"11","10","1009813","1009813111","0","1","103611","0","0","1","はい、そこの二人！\n授業中に寝ない！"
"91","","1009813","1009813112","","","0","","","",""
"3","1","1009813","1009813113","","","103611","","0.2","","lsv_idle_arm_crossed"
"3","0","1009813","1009813114","0.2","lsv_surprise3_pain_loop","102011","","0","1","lsv_surprise3_pain"
"21","0","1009813","1009813115","","0","vo_lsv","","","","vo_lsv_1331"
"11","10","1009813","1009813116","0","1","102011","0","0","1","二人とも、起きて～！\n一緒にお勉強しようよ～！"
"91","","1009813","1009813117","","","0","","","",""
"101","","1009813","1009813118","","","1009813143","","","",""
"3","0","1009813","1009813119","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009813","1009813120","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009813","1009813121","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"93","","1009813","1009813122","","","0.1","","","","0"
"2","-235","1009813","1009813123","0.2","0.33","100411","","","2","-200"
"2","-220","1009813","1009813124","0.2","0.33","103611","","","2","100"
"2","-250","1009813","1009813125","0.2","0.33","102011","","","2","270"
"93","","1009813","1009813126","","","0.7","","","","0"
"3","1","1009813","1009813127","","","100411","","0.2","","lsv_talk_bitter_sad"
"21","0","1009813","1009813128","","0","vo_lsv","","","","vo_lsv_1332"
"11","10","1009813","1009813129","0","1","100411","0","0","1","あ、そっち？\nキョウカの先生キャラに\nツッコミはないんだ…"
"91","","1009813","1009813130","","","0","","","",""
"3","1","1009813","1009813131","","","100411","","0.2","","lsv_idle_bitter"
"3","0","1009813","1009813132","0.2","lsv_exactly_loop","103611","","0","1","lsv_exactly_in"
"21","0","1009813","1009813133","","0","vo_lsv","","","","vo_lsv_1333"
"11","10","1009813","1009813134","0","1","103611","0","0","1","ミソギさん？\n先生にキャラとか\n言わないように！"
"91","","1009813","1009813135","","","0","","","",""
"3","1","1009813","1009813136","","","103611","","0.2","","lsv_idle_arm_crossed"
"3","1","1009813","1009813137","","","102011","","0.2","","lsv_talk_surprise_talkjoy"
"21","0","1009813","1009813138","","0","vo_lsv","","","","vo_lsv_1334"
"11","10","1009813","1009813139","0","1","102011","0","0","1","わぁっ…！\n本当の先生みた～い！\nちゃんとお勉強しなくちゃ…！"
"91","","1009813","1009813140","","","0","","","",""
"3","1","1009813","1009813141","","","102011","","0.2","","lsv_idle_surprise_joy"
"101","","1009813","1009813142","","","1009813143","","","",""
"91","","1009813","1009813143","","","0","","","",""
"102","","1009813","1009813144","","","","","","",""
"22","","1009813","1009813145","","","0","","","","0.2"
"93","","1009813","1009813146","","","0.2","","","",""
"12","1","1009813","1009813147","0","0","102011","0","0","0","5"
"3","1","1009813","1009813148","","","102011","","0.2","","lsv_talk_surprise"
"93","","1009813","1009813149","","","3","","","","0"
"3","1","1009813","1009813150","","","102011","","0.2","","lsv_idle_surprise"
"12","1","1009813","1009813151","0","0","103611","0","0","0","10"
"3","0","1009813","1009813152","0.2","lsv_talk_arm_crossed_loop_joy","103611","","0","1","lsv_talk_arm_crossed_joy"
"93","","1009813","1009813153","","","3","","","","0"
"3","1","1009813","1009813154","","","103611","","0.2","","lsv_idle_cool_joy"
"12","1","1009813","1009813155","0","0","100411","0","0","0","2"
"3","1","1009813","1009813156","","","100411","","0.2","","lsv_talk_bitter"
"93","","1009813","1009813157","","","3","","","","0"
"3","1","1009813","1009813158","","","100411","","0.2","","lsv_idle_normal_talkR"
"101","","1009813","1009813159","","","1009813147","","","",""
"6","1","1009813","1009813160","0","1","333","","1","0","1"
"4","","1009813","1009813161","","","100411","","","","1"
"3","1","1009813","1009813162","","","100411","","0.2","","lsv_run"
"2","-235","1009813","1009813163","","0.8","100411","","","0","-750"
"4","","1009813","1009813164","","","103611","","","","0"
"3","1","1009813","1009813165","","","103611","","0.2","","lsv_run"
"2","-220","1009813","1009813166","","0.8","103611","","","0","750"
"4","","1009813","1009813167","","","102011","","","","0"
"3","1","1009813","1009813168","","","102011","","0.2","","lsv_run"
"2","-250","1009813","1009813169","","0.8","102011","","","0","850"
"93","","1009813","1009813170","","","0.6","","","",""
"6","1","1009813","1009813171","0","1","100411","","0.2","0","1"
"6","1","1009813","1009813172","0","1","103611","","0.2","0","1"
"6","1","1009813","1009813173","0","1","102011","","0.2","0","1"
"91","","1009813","1009813174","","","0","","","",""
"1","102","1009814","1009814001","0","-650","1","lsv_idle_normal","1.95","-235","122811"
"1","100","1009814","1009814002","1","650","1","lsv_idle_normal","1.95","-220","122911"
