a9e3511f62504dee5e17c095066ed735457d40e701c90c6a705cd2e1ee5117f9,dd8710878833c54ef52de32147f40a72fde9966ac6ebf3a9d3b976443042d67b,84954fa73d673914a832db024baaf4c94c949a99169b230c6e50edeee213732d,f4ebafbdc253259a6e7285e917532d5a461d15407e9ec737253236536359956d,feec7bf0f73f3b19487e8ab0ce44cce6fb90378fa4a34336bfc7fe3913abad23,3236534485f85938636da389f2a87ae38a2ebf9c5013c2bf506173826f3f228d,c2ad364bf9c27a74f7b6cc21f5c97f7e79a0993a1e69a39746de04d05adb7f58,75065995db9554c345fda251f9f878499380110758d2f651c6a5b23068cf5e97,a8a996b0e964f5599285c0c72306e66daa8dabefbf575cd049c4a3f9e416baa9,48842b02976dd836ddf98e93753d9a5d6d539a972674762103951f4ae4da13eb,37638b0dd756bc1d5d890b4b63900e010916015ffca07f57e30ba80a96d73adb,962ae8bfcd96564f620cba79f3ed16d3fd2c5032eaff045f9a7816495c458cbc,fd0126a29005241c0aae8e2dbcd220c54ce9ff7874a5dc59d0d1eee6350a927a,30d984d59fc169ccd5c257d1d215c1ef7a044955cbeeb136602c18061d5c8715,8ee7c4ebf9aaae6d9f55589f9d963b6bf1931a7a5a89532ca6afcf97e4de5e10,f78718f014b3a523ea023fe646e00d8d2f8fb3b7848789a8e4e3bd8125e71d34,582d17c8a7ec24a5637cef64077b1ab755dcd0fa145f88de05b28727a6ccf1f7,fc70ef54208fd7ea72f6db1974a03c69dcc492c0c3bc3b48141e9bbbb264755f,4484362d6a887bd084f50c21a03dc88516b8702ca279d6f545bd2e12f8b2e7ae,df605c30697ff8e0197b3f49fa6f475677cb7de43cf7d9d8d0c8b875f5a64a07,bb79a33e1fd441b3d1927fdc835e072f381e8707b1b38b1076b9fe70ebd8b264,604282b05044024fc41e7153d5469cbf4b636ccc37c8f243771bf7457cfb983a,e4a8de6090573b0924c9ab489ce4f1c3986e4948fe25e20039f5080f03a53524,ea90afd4c38d9e99e6841bfeae993024a181489fa8a867fdb127da810f9f4aa6,b2cda13704c0eed5be12d1b7d950da09d5dc0308ff2730012bb7c3a8d942d138,82d3075e1d845e4e531050963db386307ef134026bccde34d60c2cdf3e910b75,202f66750065a0451cf00ecba6a73db8a33f65fa5a114c15d35af18074decb94,9138ad8ea3118244df58eea1125a6886992e28fed5aa6645ba53e1ec701276fb,56cc56c413f0e4c71d2a429b6337d9f392770d18ed7ceacba106e990cbbc95a6,b1cc78011b6cca0630af1cafed3c0aa7acb9e53618a2051c0be09e668830bad7,5d4c9ce9ebbcdc1d851b68fef195174c3d2690d0d0896c6717cee718259ea165,49af9147d4d3867ec63223b8a94e1558144cbae21124425bdab92d93bb72ab73,a1993a52f46a629a8bd32e4724bff428acf78f277238d0adc8a9578619cffe63,3d1e299a517e00e7390a819d90ebb842a58dd1125c1ac591d704874960b6e80c,16f37a3fcdcd2c24362fb5d875685a908801fbc9c3c78ecbb83c72544f1e22e3,d8ae98947db1a68739dd2539d4ddc5733690325154fcb3fc41428e3cad9c6eb7,7f95212fbe9f8159bf2f6b41ea3af4bbe911e67e15b89730f084e7d6f657f291,7af151b8c6686ad5fcc267cc1df11a08a73ea4f7d8f2b17cf1c905c3719d46d8,f0474ba6dec226de152ffc40d967032f806bd70acd2477391e569d5d3a9dea6a,eafa8a46e0afdedea8281dd4d18ca5166fb9a2aff2e21c2946b63436753646ef
"49","0","10","0","49","49","200000001","49","49","49","30","1","1","47","0","0","49","72","49","49","0","10","49","49","0","0","49","0","0","203400","49","1776","49","49","49","0","620340049","20643","49","1"
"50","0","10","0","50","50","200000001","50","50","50","30","1","1","47","0","0","50","72","50","50","0","10","50","50","0","0","50","0","0","203400","50","1836","50","50","50","0","620340050","21395","50","1"
"51","0","10","0","51","51","200000001","51","51","51","30","1","1","48","0","0","51","73","51","51","0","10","51","51","0","0","51","0","0","203400","51","1895","51","51","51","0","620340051","22147","51","1"
"52","0","10","0","52","52","200000001","52","52","52","30","1","1","48","0","0","52","73","52","52","0","10","52","52","0","0","52","0","0","203400","52","1954","52","52","52","0","620340052","22899","52","1"
"53","0","10","0","53","53","200000001","53","53","53","30","1","1","49","0","0","53","74","53","53","0","10","53","53","0","0","53","0","0","203400","53","2037","53","53","53","0","620340053","24415","53","1"
"54","0","10","0","54","54","200000001","54","54","54","30","1","1","49","0","0","54","76","54","54","0","10","54","54","0","0","54","0","0","203400","54","2120","54","54","54","0","620340054","25930","54","1"
"55","0","10","0","55","55","200000001","55","55","55","30","1","1","50","0","0","55","77","55","55","0","10","55","55","0","0","55","0","0","203400","55","2204","55","55","55","0","620340055","27446","55","1"
"56","0","10","0","56","56","200000001","56","56","56","30","1","1","50","0","0","56","78","56","56","0","10","56","56","0","0","56","0","0","203400","56","2287","56","56","56","0","620340056","28962","56","1"
"57","0","10","0","57","57","200000001","57","57","57","30","1","1","51","0","0","57","80","57","57","0","10","57","57","0","0","57","0","0","203400","57","2370","57","57","57","0","620340057","30477","57","1"
"58","0","10","0","58","58","200000001","58","58","58","30","1","1","51","0","0","58","81","58","58","0","10","58","58","0","0","58","0","0","203400","58","2453","58","58","58","0","620340058","31993","58","1"
"59","0","10","0","59","59","200000001","59","59","59","30","1","1","52","0","0","59","82","59","59","0","10","59","59","0","0","59","0","0","203400","59","2537","59","59","59","0","620340059","33508","59","1"
"60","0","10","0","60","60","200000001","60","60","60","30","1","1","52","0","0","60","84","60","60","0","10","60","60","0","0","60","0","0","203400","60","2620","60","60","60","0","620340060","35024","60","1"
"61","0","10","0","61","61","200000001","61","61","61","30","1","1","53","0","0","61","85","61","61","0","10","61","61","0","0","61","0","0","203400","61","2706","61","61","61","0","620340061","36608","61","1"
"62","0","10","0","62","62","200000001","62","62","62","30","1","1","54","0","0","62","86","62","62","0","10","62","62","0","0","62","0","0","203400","62","2766","62","62","62","0","620340062","37216","62","1"
"63","0","10","0","63","63","200000001","63","63","63","30","1","1","56","0","0","63","88","63","63","0","10","63","63","0","0","63","0","0","203400","63","2827","63","63","63","0","620340063","37824","63","1"
"64","0","10","0","64","64","200000001","64","64","64","30","1","1","57","0","0","64","89","64","64","0","10","64","64","0","0","64","0","0","203400","64","2887","64","64","64","0","620340064","38432","64","1"
"65","0","10","0","65","65","200000001","65","65","65","30","1","1","59","0","0","65","90","65","65","0","10","65","65","0","0","65","0","0","203400","65","2947","65","65","65","0","620340065","39040","65","1"
"66","0","10","0","66","66","200000001","66","66","66","30","1","1","60","0","0","66","92","66","66","0","10","66","66","0","0","66","0","0","203400","66","3008","66","66","66","0","620340066","39648","66","1"
"67","0","10","0","67","67","200000001","67","67","67","30","1","1","62","0","0","67","93","67","67","0","10","67","67","0","0","67","0","0","203400","67","3068","67","67","67","0","620340067","40256","67","1"
"68","0","10","0","68","68","200000001","68","68","68","30","1","1","63","0","0","68","94","68","68","0","10","68","68","0","0","68","0","0","203400","68","3128","68","68","68","0","620340068","40864","68","1"
"69","0","10","0","69","69","200000001","69","69","69","30","1","1","65","0","0","69","95","69","69","0","10","69","69","0","0","69","0","0","203400","69","3189","69","69","69","0","620340069","41472","69","1"
"70","0","10","0","70","70","200000001","70","70","70","30","1","1","66","0","0","70","97","70","70","0","10","70","70","0","0","70","0","0","203400","70","3249","70","70","70","0","620340070","42080","70","1"
"71","0","10","0","71","71","200000001","71","71","71","30","1","1","67","0","0","71","98","71","71","0","10","71","71","0","0","71","0","0","203400","71","3309","71","71","71","0","620340071","42688","71","1"
"1","0","10","0","1","1","200000006","1","1","1","30","1","1","5","24","0","1","3","1","1","0","10","1","1","0","0","1","0","0","203500","1","0","1","1","1","0","620350001","563","1","1"
"2","0","10","0","2","2","200000006","2","2","2","30","1","1","12","28","0","2","3","2","2","0","10","2","2","0","0","2","0","0","203500","2","0","2","2","2","0","620350002","578","2","1"
"3","0","10","0","3","3","200000006","3","3","3","30","1","1","6","32","0","3","4","3","3","0","10","3","3","0","0","3","0","0","203500","3","0","3","3","3","0","620350003","594","3","1"
"4","0","10","0","4","4","200000006","4","4","4","30","1","1","6","32","0","4","4","4","4","0","10","4","4","0","0","4","0","0","203500","4","0","4","4","4","0","620350004","594","4","1"
"5","0","10","0","5","5","200000006","5","5","5","30","1","1","6","35","0","5","4","5","5","0","10","5","5","0","0","5","0","0","203500","5","0","5","5","5","0","620350005","597","5","1"
"6","0","10","0","6","6","200000006","6","6","6","30","1","1","9","49","0","6","6","6","6","0","10","6","6","0","0","6","0","0","203500","6","0","6","6","6","0","620350006","628","6","1"
"7","0","10","0","7","7","200000006","7","7","7","30","1","1","10","69","0","7","6","7","7","0","10","7","7","0","0","7","0","0","203500","7","0","7","7","7","0","620350007","856","7","1"
"8","0","10","0","8","8","200000006","8","8","8","30","1","1","10","80","0","8","7","8","8","0","10","8","8","0","0","8","0","0","203500","8","0","8","8","8","0","620350008","1063","8","1"
"9","0","10","0","9","9","200000006","9","9","9","30","1","1","11","93","0","9","7","9","9","0","10","9","9","0","0","9","0","0","203500","9","0","9","9","9","0","620350009","1091","9","1"
"10","0","10","0","10","10","200000006","10","10","10","30","1","1","11","97","0","10","8","10","10","0","10","10","10","0","0","10","0","0","203500","10","0","10","10","10","0","620350010","1121","10","1"
"11","0","10","0","11","11","200000006","11","11","11","30","1","1","12","100","0","11","8","11","11","0","10","11","11","0","0","11","0","0","203500","11","0","11","11","11","0","620350011","1151","11","1"
"12","0","10","0","12","12","200000006","12","12","12","30","1","1","12","103","0","12","8","12","12","0","10","12","12","0","0","12","0","0","203500","12","0","12","12","12","0","620350012","1180","12","1"
"13","0","10","0","13","13","200000006","13","13","13","30","1","1","12","103","0","13","8","13","13","0","10","13","13","0","0","13","0","0","203500","13","0","13","13","13","0","620350013","1180","13","1"
"14","0","10","0","14","14","200000006","14","14","14","30","1","1","17","96","0","14","12","14","14","0","10","14","14","0","0","14","0","0","203500","14","0","14","14","14","0","620350014","1158","14","1"
"15","0","10","0","15","15","200000006","15","15","15","30","1","1","18","99","0","15","12","15","15","0","10","15","15","0","0","15","0","0","203500","15","0","15","15","15","0","620350015","1184","15","1"
"16","0","10","0","16","16","200000006","16","16","16","30","1","1","18","113","0","16","12","16","16","0","10","16","16","0","0","16","0","0","203500","16","0","16","16","16","0","620350016","1589","16","1"
"17","0","10","0","17","17","200000006","17","17","17","30","1","1","18","134","0","17","12","17","17","0","10","17","17","0","0","17","0","0","203500","17","0","17","17","17","0","620350017","1882","17","1"
"18","0","10","0","18","18","200000006","18","18","18","30","1","1","19","156","0","18","13","18","18","0","10","18","18","0","0","18","0","0","203500","18","0","18","18","18","0","620350018","2176","18","1"
"19","0","10","0","19","19","200000006","19","19","19","30","1","1","19","177","0","19","13","19","19","0","10","19","19","0","0","19","0","0","203500","19","0","19","19","19","0","620350019","2469","19","1"
"20","0","10","0","20","20","200000006","20","20","20","30","1","1","19","186","0","20","13","20","20","0","10","20","20","0","0","20","0","0","203500","20","0","20","20","20","0","620350020","2621","20","1"
"21","0","10","0","21","21","200000006","21","21","21","30","1","1","19","189","0","21","13","21","21","0","10","21","21","0","0","21","0","0","203500","21","0","21","21","21","0","620350021","2659","21","1"
"22","0","10","0","22","22","200000006","22","22","22","30","1","1","20","213","0","22","14","22","22","0","10","22","22","0","0","22","0","0","203500","22","0","22","22","22","0","620350022","2777","22","1"
"23","0","10","0","23","23","200000006","23","23","23","30","1","1","28","215","0","23","21","23","23","0","10","23","23","0","0","23","0","0","203500","23","0","23","23","23","0","620350023","2788","23","1"
"24","0","10","0","24","24","200000006","24","24","24","30","1","1","29","218","0","24","21","24","24","0","10","24","24","0","0","24","0","0","203500","24","0","24","24","24","0","620350024","3065","24","1"
"25","0","10","0","25","25","200000006","25","25","25","30","1","1","29","244","0","25","21","25","25","0","10","25","25","0","0","25","0","0","203500","25","0","25","25","25","0","620350025","3346","25","1"
"26","0","10","0","26","26","200000006","26","26","26","30","1","1","29","269","0","26","21","26","26","0","10","26","26","0","0","26","0","0","203500","26","0","26","26","26","0","620350026","3627","26","1"
"27","0","10","0","27","27","200000006","27","27","27","30","1","1","29","272","0","27","22","27","27","0","10","27","27","0","0","27","0","0","203500","27","0","27","27","27","0","620350027","3576","27","1"
"28","0","10","0","28","28","200000006","28","28","28","30","1","1","31","278","0","28","23","28","28","0","10","28","28","0","0","28","0","0","203500","28","0","28","28","28","0","620350028","3981","28","1"
"29","0","10","0","29","29","200000006","29","29","29","30","1","1","32","320","0","29","24","29","29","0","10","29","29","0","0","29","0","0","203500","29","0","29","29","29","0","620350029","4571","29","1"
"30","0","10","0","30","30","200000006","30","30","30","30","1","1","32","362","0","30","24","30","30","0","10","30","30","0","0","30","0","0","203500","30","0","30","30","30","0","620350030","5161","30","1"
"31","0","10","0","31","31","200000006","31","31","31","30","1","1","32","377","0","31","24","31","31","0","10","31","31","0","0","31","0","0","203500","31","0","31","31","31","0","620350031","5211","31","1"
"32","0","10","0","32","32","200000006","32","32","32","30","1","1","32","392","0","32","24","32","32","0","10","32","32","0","0","32","0","0","203500","32","0","32","32","32","0","620350032","5261","32","1"
"33","0","10","0","33","33","200000006","33","33","33","30","1","1","32","412","0","33","26","33","33","0","10","33","33","0","0","33","0","0","203500","33","0","33","33","33","0","620350033","5728","33","1"
"34","0","10","0","34","34","200000006","34","34","34","30","1","1","33","431","0","34","28","34","34","0","10","34","34","0","0","34","0","0","203500","34","0","34","34","34","0","620350034","6195","34","1"
"35","0","10","0","35","35","200000006","35","35","35","30","1","1","33","451","0","35","31","35","35","0","10","35","35","0","0","35","0","0","203500","35","0","35","35","35","0","620350035","6662","35","1"
"36","0","10","0","36","36","200000006","36","36","36","30","1","1","33","471","0","36","33","36","36","0","10","36","36","0","0","36","0","0","203500","36","0","36","36","36","0","620350036","7129","36","1"
"37","0","10","0","37","37","200000006","37","37","37","30","1","1","41","494","0","37","34","37","37","0","10","37","37","0","0","37","0","0","203500","37","0","37","37","37","0","620350037","7457","37","1"
"38","0","10","0","38","38","200000006","38","38","38","30","1","1","48","516","0","38","35","38","38","0","10","38","38","0","0","38","0","0","203500","38","0","38","38","38","0","620350038","7784","38","1"
"39","0","10","0","39","39","200000006","39","39","39","30","1","1","48","595","0","39","35","39","39","0","10","39","39","0","0","39","0","0","203500","39","0","39","39","39","0","620350039","10059","39","1"
"40","0","10","0","40","40","200000006","40","40","40","30","1","1","48","673","0","40","35","40","40","0","10","40","40","0","0","40","0","0","203500","40","0","40","40","40","0","620350040","12334","40","1"
"41","0","10","0","41","41","200000006","41","41","41","30","1","1","49","829","0","41","36","41","41","0","10","41","41","0","0","41","0","0","203500","41","0","41","41","41","0","620350041","13262","41","1"
"42","0","10","0","42","42","200000006","42","42","42","30","1","1","50","984","0","42","36","42","42","0","10","42","42","0","0","42","0","0","203500","42","0","42","42","42","0","620350042","14190","42","1"
"43","0","10","0","43","43","200000006","43","43","43","30","1","1","50","1010","0","43","36","43","43","0","10","43","43","0","0","43","0","0","203500","43","0","43","43","43","0","620350043","14464","43","1"
"44","0","10","0","44","44","200000006","44","44","44","30","1","1","64","1365","0","44","47","44","44","0","10","44","44","0","0","44","0","0","203500","44","0","44","44","44","0","620350044","20501","44","1"
"45","0","10","0","45","45","200000006","45","45","45","30","1","1","79","1721","0","45","58","45","45","0","10","45","45","0","0","45","0","0","203500","45","0","45","45","45","0","620350045","26537","45","1"
"46","0","10","0","46","46","200000006","46","46","46","30","1","1","93","2076","0","46","69","46","46","0","10","46","46","0","0","46","0","0","203500","46","0","46","46","46","0","620350046","32574","46","1"
"47","0","10","0","47","47","200000006","47","47","47","30","1","1","95","2190","0","47","70","47","47","0","10","47","47","0","0","47","0","0","203500","47","0","47","47","47","0","620350047","34796","47","1"
"48","0","10","0","48","48","200000006","48","48","48","30","1","1","97","2304","0","48","72","48","48","0","10","48","48","0","0","48","0","0","203500","48","0","48","48","48","0","620350048","37018","48","1"
"49","0","10","0","49","49","200000006","49","49","49","30","1","1","97","2321","0","49","72","49","49","0","10","49","49","0","0","49","0","0","203500","49","0","49","49","49","0","620350049","37448","49","1"
"50","0","10","0","50","50","200000006","50","50","50","30","1","1","103","2434","0","50","75","50","50","0","10","50","50","0","0","50","0","0","203500","50","0","50","50","50","0","620350050","38292","50","1"
"51","0","10","0","51","51","200000006","51","51","51","30","1","1","109","2546","0","51","78","51","51","0","10","51","51","0","0","51","0","0","203500","51","0","51","51","51","0","620350051","39137","51","1"
"52","0","10","0","52","52","200000006","52","52","52","30","1","1","115","2660","0","52","82","52","52","0","10","52","52","0","0","52","0","0","203500","52","0","52","52","52","0","620350052","39981","52","1"
"53","0","10","0","53","53","200000006","53","53","53","30","1","1","121","2773","0","53","85","53","53","0","10","53","53","0","0","53","0","0","203500","53","0","53","53","53","0","620350053","40825","53","1"
"54","0","10","0","54","54","200000006","54","54","54","30","1","1","127","2885","0","54","88","54","54","0","10","54","54","0","0","54","0","0","203500","54","0","54","54","54","0","620350054","41670","54","1"
"55","0","10","0","55","55","200000006","55","55","55","30","1","1","133","2998","0","55","92","55","55","0","10","55","55","0","0","55","0","0","203500","55","0","55","55","55","0","620350055","42514","55","1"
"56","0","10","0","56","56","200000006","56","56","56","30","1","1","139","3110","0","56","95","56","56","0","10","56","56","0","0","56","0","0","203500","56","0","56","56","56","0","620350056","43358","56","1"
"57","0","10","0","57","57","200000006","57","57","57","30","1","1","145","3222","0","57","98","57","57","0","10","57","57","0","0","57","0","0","203500","57","0","57","57","57","0","620350057","44203","57","1"
"58","0","10","0","58","58","200000006","58","58","58","30","1","1","151","3335","0","58","102","58","58","0","10","58","58","0","0","58","0","0","203500","58","0","58","58","58","0","620350058","45047","58","1"
"59","0","10","0","59","59","200000006","59","59","59","30","1","1","157","3488","0","59","107","59","59","0","10","59","59","0","0","59","0","0","203500","59","0","59","59","59","0","620350059","48787","59","1"
"60","0","10","0","60","60","200000006","60","60","60","30","1","1","163","3642","0","60","112","60","60","0","10","60","60","0","0","60","0","0","203500","60","0","60","60","60","0","620350060","52526","60","1"
"61","0","10","0","61","61","200000006","61","61","61","30","1","1","170","3795","0","61","117","61","61","0","10","61","61","0","0","61","0","0","203500","61","0","61","61","61","0","620350061","56266","61","1"
"62","0","10","0","62","62","200000006","62","62","62","30","1","1","176","3948","0","62","122","62","62","0","10","62","62","0","0","62","0","0","203500","62","0","62","62","62","0","620350062","57110","62","1"
"63","0","10","0","63","63","200000006","63","63","63","30","1","1","182","4101","0","63","127","63","63","0","10","63","63","0","0","63","0","0","203500","63","0","63","63","63","0","620350063","57954","63","1"
"64","0","10","0","64","64","200000006","64","64","64","30","1","1","188","4254","0","64","132","64","64","0","10","64","64","0","0","64","0","0","203500","64","0","64","64","64","0","620350064","58798","64","1"
"65","0","10","0","65","65","200000006","65","65","65","30","1","1","194","4407","0","65","137","65","65","0","10","65","65","0","0","65","0","0","203500","65","0","65","65","65","0","620350065","59642","65","1"
"66","0","10","0","66","66","200000006","66","66","66","30","1","1","200","4560","0","66","142","66","66","0","10","66","66","0","0","66","0","0","203500","66","0","66","66","66","0","620350066","60486","66","1"
"67","0","10","0","67","67","200000006","67","67","67","30","1","1","206","4713","0","67","147","67","67","0","10","67","67","0","0","67","0","0","203500","67","0","67","67","67","0","620350067","61330","67","1"
"68","0","10","0","68","68","200000006","68","68","68","30","1","1","212","4866","0","68","152","68","68","0","10","68","68","0","0","68","0","0","203500","68","0","68","68","68","0","620350068","62174","68","1"
"69","0","10","0","69","69","200000006","69","69","69","30","1","1","218","5019","0","69","157","69","69","0","10","69","69","0","0","69","0","0","203500","69","0","69","69","69","0","620350069","63018","69","1"
"70","0","10","0","70","70","200000006","70","70","70","30","1","1","224","5172","0","70","162","70","70","0","10","70","70","0","0","70","0","0","203500","70","0","70","70","70","0","620350070","63862","70","1"
"71","0","10","0","71","71","200000006","71","71","71","30","1","1","230","5325","0","71","167","71","71","0","10","71","71","0","0","71","0","0","203500","71","0","71","71","71","0","620350071","64706","71","1"
"1","0","10","0","1","1","200000006","1","1","1","30","1","1","3","29","0","1","1","1","1","0","10","1","1","0","0","1","0","0","203700","1","0","1","1","1","0","620370001","328","1","1"
"2","0","10","0","2","2","200000006","2","2","2","30","1","1","4","33","0","2","2","2","2","0","10","2","2","0","0","2","0","0","203700","2","0","2","2","2","0","620370002","430","2","1"
"3","0","10","0","3","3","200000006","3","3","3","30","1","1","5","36","0","3","4","3","3","0","10","3","3","0","0","3","0","0","203700","3","0","3","3","3","0","620370003","718","3","1"
"4","0","10","0","4","4","200000006","4","4","4","30","1","1","5","52","0","4","4","4","4","0","10","4","4","0","0","4","0","0","203700","4","0","4","4","4","0","620370004","633","4","1"
"5","0","10","0","5","5","200000006","5","5","5","30","1","1","6","76","0","5","4","5","5","0","10","5","5","0","0","5","0","0","203700","5","0","5","5","5","0","620370005","702","5","1"
"6","0","10","0","6","6","200000006","6","6","6","30","1","1","7","101","0","6","5","6","6","0","10","6","6","0","0","6","0","0","203700","6","0","6","6","6","0","620370006","771","6","1"
"7","0","10","0","7","7","200000006","7","7","7","30","1","1","8","125","0","7","6","7","7","0","10","7","7","0","0","7","0","0","203700","7","0","7","7","7","0","620370007","949","7","1"
"8","0","10","0","8","8","200000006","8","8","8","30","1","1","9","149","0","8","7","8","8","0","10","8","8","0","0","8","0","0","203700","8","0","8","8","8","0","620370008","1126","8","1"
"9","0","10","0","9","9","200000006","9","9","9","30","1","1","9","160","0","9","7","9","9","0","10","9","9","0","0","9","0","0","203700","9","0","9","9","9","0","620370009","1159","9","1"
"10","0","10","0","10","10","200000006","10","10","10","30","1","1","10","171","0","10","7","10","10","0","10","10","10","0","0","10","0","0","203700","10","0","10","10","10","0","620370010","1191","10","1"
"11","0","10","0","11","11","200000006","11","11","11","30","1","1","10","182","0","11","7","11","11","0","10","11","11","0","0","11","0","0","203700","11","0","11","11","11","0","620370011","1225","11","1"
"12","0","10","0","12","12","200000006","12","12","12","30","1","1","10","193","0","12","7","12","12","0","10","12","12","0","0","12","0","0","203700","12","0","12","12","12","0","620370012","1257","12","1"
"13","0","10","0","13","13","200000006","13","13","13","30","1","1","11","213","0","13","8","13","13","0","10","13","13","0","0","13","0","0","203700","13","0","13","13","13","0","620370013","1489","13","1"
"14","0","10","0","14","14","200000006","14","14","14","30","1","1","11","233","0","14","9","14","14","0","10","14","14","0","0","14","0","0","203700","14","0","14","14","14","0","620370014","1721","14","1"
"15","0","10","0","15","15","200000006","15","15","15","30","1","1","12","252","0","15","9","15","15","0","10","15","15","0","0","15","0","0","203700","15","0","15","15","15","0","620370015","1953","15","1"
"16","0","10","0","16","16","200000006","16","16","16","30","1","1","13","272","0","16","10","16","16","0","10","16","16","0","0","16","0","0","203700","16","0","16","16","16","0","620370016","2185","16","1"
"17","0","10","0","17","17","200000006","17","17","17","30","1","1","14","292","0","17","11","17","17","0","10","17","17","0","0","17","0","0","203700","17","0","17","17","17","0","620370017","2417","17","1"
"18","0","10","0","18","18","200000006","18","18","18","30","1","1","15","312","0","18","12","18","18","0","10","18","18","0","0","18","0","0","203700","18","0","18","18","18","0","620370018","2649","18","1"
"19","0","10","0","19","19","200000006","19","19","19","30","1","1","15","332","0","19","12","19","19","0","10","19","19","0","0","19","0","0","203700","19","0","19","19","19","0","620370019","2881","19","1"
"20","0","10","0","20","20","200000006","20","20","20","30","1","1","16","351","0","20","12","20","20","0","10","20","20","0","0","20","0","0","203700","20","0","20","20","20","0","620370020","3113","20","1"
"21","0","10","0","21","21","200000006","21","21","21","30","1","1","16","362","0","21","12","21","21","0","10","21","21","0","0","21","0","0","203700","21","0","21","21","21","0","620370021","3284","21","1"
"22","0","10","0","22","22","200000006","22","22","22","30","1","1","16","373","0","22","12","22","22","0","10","22","22","0","0","22","0","0","203700","22","0","22","22","22","0","620370022","3455","22","1"
"23","0","10","0","23","23","200000006","23","23","23","30","1","1","16","384","0","23","12","23","23","0","10","23","23","0","0","23","0","0","203700","23","0","23","23","23","0","620370023","3625","23","1"
"24","0","10","0","24","24","200000006","24","24","24","30","1","1","24","445","0","24","20","24","24","0","10","24","24","0","0","24","0","0","203700","24","0","24","24","24","0","620370024","3602","24","1"
"25","0","10","0","25","25","200000006","25","25","25","30","1","1","24","467","0","25","20","25","25","0","10","25","25","0","0","25","0","0","203700","25","0","25","25","25","0","620370025","3907","25","1"
"26","0","10","0","26","26","200000006","26","26","26","30","1","1","24","490","0","26","20","26","26","0","10","26","26","0","0","26","0","0","203700","26","0","26","26","26","0","620370026","4214","26","1"
"27","0","10","0","27","27","200000006","27","27","27","30","1","1","25","512","0","27","20","27","27","0","10","27","27","0","0","27","0","0","203700","27","0","27","27","27","0","620370027","4520","27","1"
"28","0","10","0","28","28","200000006","28","28","28","30","1","1","25","535","0","28","21","28","28","0","10","28","28","0","0","28","0","0","203700","28","0","28","28","28","0","620370028","4825","28","1"
"29","0","10","0","29","29","200000006","29","29","29","30","1","1","26","557","0","29","21","29","29","0","10","29","29","0","0","29","0","0","203700","29","0","29","29","29","0","620370029","5132","29","1"
"30","0","10","0","30","30","200000006","30","30","30","30","1","1","26","580","0","30","21","30","30","0","10","30","30","0","0","30","0","0","203700","30","0","30","30","30","0","620370030","5437","30","1"
"31","0","10","0","31","31","200000006","31","31","31","30","1","1","26","587","0","31","21","31","31","0","10","31","31","0","0","31","0","0","203700","31","0","31","31","31","0","620370031","5739","31","1"
"32","0","10","0","32","32","200000006","32","32","32","30","1","1","26","594","0","32","21","32","32","0","10","32","32","0","0","32","0","0","203700","32","0","32","32","32","0","620370032","6039","32","1"
"33","0","10","0","33","33","200000006","33","33","33","30","1","1","28","621","0","33","23","33","33","0","10","33","33","0","0","33","0","0","203700","33","0","33","33","33","0","620370033","6577","33","1"
"34","0","10","0","34","34","200000006","34","34","34","30","1","1","30","648","0","34","24","34","34","0","10","34","34","0","0","34","0","0","203700","34","0","34","34","34","0","620370034","7114","34","1"
"35","0","10","0","35","35","200000006","35","35","35","30","1","1","33","675","0","35","26","35","35","0","10","35","35","0","0","35","0","0","203700","35","0","35","35","35","0","620370035","7652","35","1"
"36","0","10","0","36","36","200000006","36","36","36","30","1","1","35","702","0","36","27","36","36","0","10","36","36","0","0","36","0","0","203700","36","0","36","36","36","0","620370036","8189","36","1"
"37","0","10","0","37","37","200000006","37","37","37","30","1","1","37","657","0","37","29","37","37","0","10","37","37","0","0","37","0","0","203700","37","0","37","37","37","0","620370037","7611","37","1"
"38","0","10","0","38","38","200000006","38","38","38","30","1","1","39","756","0","38","30","38","38","0","10","38","38","0","0","38","0","0","203700","38","0","38","38","38","0","620370038","9264","38","1"
"39","0","10","0","39","39","200000006","39","39","39","30","1","1","39","819","0","39","30","39","39","0","10","39","39","0","0","39","0","0","203700","39","0","39","39","39","0","620370039","11050","39","1"
"40","0","10","0","40","40","200000006","40","40","40","30","1","1","40","897","0","40","31","40","40","0","10","40","40","0","0","40","0","0","203700","40","0","40","40","40","0","620370040","11521","40","1"
"41","0","10","0","41","41","200000006","41","41","41","30","1","1","41","913","0","41","31","41","41","0","10","41","41","0","0","41","0","0","203700","41","0","41","41","41","0","620370041","13112","41","1"
"42","0","10","0","42","42","200000006","42","42","42","30","1","1","41","928","0","42","31","42","42","0","10","42","42","0","0","42","0","0","203700","42","0","42","42","42","0","620370042","14703","42","1"
"43","0","10","0","43","43","200000006","43","43","43","30","1","1","41","1068","0","43","32","43","43","0","10","43","43","0","0","43","0","0","203700","43","0","43","43","43","0","620370043","13629","43","1"
"44","0","10","0","44","44","200000006","44","44","44","30","1","1","41","1208","0","44","32","44","44","0","10","44","44","0","0","44","0","0","203700","44","0","44","44","44","0","620370044","14145","44","1"
"45","0","10","0","45","45","200000006","45","45","45","30","1","1","43","1348","0","45","33","45","45","0","10","45","45","0","0","45","0","0","203700","45","0","45","45","45","0","620370045","14662","45","1"
