561a63b55a85e1bf32bc38fa5407c4a485b0e66f0bbc2aac5bcb682d5cedf910,ba34a57b92ee2d2b8ee254dad3fe1508af5a87bb65d478c8808df06272825d4f,33ec32f4d743881ed3fc6973027602b4e8b92d3ec32979ebf92e7b72cc7344c7,d417154f8dcc4d084631ca19f12b7eec40dd509142050dbd8dd19d018ea227fd,bcf4ff2d72c00b30ad96d1492a611dceb71d0bae01855d9c99bc7bef89a37629,49b6b028bd300bf607b31552713cb598e4605438cfe0a56fcc7706483aa48318,d6d988cdf8e33aef1b5d51624eee7332519d119b0b658c938a761b165badbf37,cb31d55783139904b6e1590b87e784ba2c8d3b5f9bfd786bf8386af12a17c502,6584f5221bebd5349a1f894163af0753f996b1e4135b186c23566209f8cd65c4,931b9be1e1183295d04ca2091d3a9a07e2511cd1d5bae9645de529ba0529939b,d0d935590f2962bc672b8a900730e8edaa01f42fe0c6a54cec7a9d4972b11f73,babd37bd61ca21e45fa7cbbbd91cddd45003e1e264ec19127bca299d74938c40,2179b5a2e1949bc88a653577abb040c310069553fc87bf80cd79e5eaaf3f2f72,b1ccd1cd5ae49fbadf86a468994a5563de8dd2e982735b1873e36b6ae1a79e80,88f45e9175462ff91acb8a7d48449da930c3371ed56f82476e67bfd67a3f71fb
"SPECIALのMODE2をクリアしよう","81132004","0","6011","2","0","9016","10132","1","601","2023/11/30 12:00:00","2023/12/18 14:59:59","10132106","0","81132004"
"SPECIALのボスのHPを56000000まで減らそう","81132005","0","6011","1","1","9018","10132","64000000","601","2023/11/30 12:00:00","2023/12/18 14:59:59","10132107","0","81132005"
"SPECIALのボスのHPを28000000まで減らそう","81132006","0","6011","1","1","9018","10132","92000000","601","2023/11/30 12:00:00","2023/12/18 14:59:59","10132108","0","81132006"
"SPECIALのボスを討伐しよう","81132007","0","6011","3","0","9016","10132","1","601","2023/11/30 12:00:00","2023/12/18 14:59:59","10132111","0","81132007"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81132008","0","6011","5","0","9015","10132","1","601","2023/11/30 12:00:00","2023/12/18 14:59:59","10132112","0","81132010"
"EXHIBITION＋のMODE1をクリアしよう","81132011","0","6013","1","0","9023","10132","1","601","2023/11/30 12:00:00","2023/12/18 14:59:59","10132113","0","81132011"
"EXHIBITION＋のMODE2をクリアしよう","81132012","0","6013","2","0","9023","10132","1","601","2023/11/30 12:00:00","2023/12/18 14:59:59","10132114","0","81132012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81132013","0","6013","5","0","9022","10132","1","601","2023/11/30 12:00:00","2023/12/18 14:59:59","10132115","0","81132013"
"ターゲットを12体倒そう","81133001","0","6011","0","0","9014","10133","12","601","2023/12/18 12:00:00","2023/12/27 14:59:59","10133103","0","81133001"
"SPECIALのボスのHPを26000000まで減らそう","81133002","0","6011","1","1","9018","10133","4000000","601","2023/12/18 12:00:00","2023/12/27 14:59:59","10133104","0","81133002"
"SPECIALのボスのHPを22000000まで減らそう","81133003","0","6011","1","1","9018","10133","8000000","601","2023/12/18 12:00:00","2023/12/27 14:59:59","10133105","0","81133003"
"SPECIALのMODE2をクリアしよう","81133004","0","6011","2","0","9016","10133","1","601","2023/12/18 12:00:00","2023/12/27 14:59:59","10133106","0","81133004"
"SPECIALのボスのHPを12000000まで減らそう","81133005","0","6011","1","1","9018","10133","18000000","601","2023/12/18 12:00:00","2023/12/27 14:59:59","10133107","0","81133005"
"SPECIALのボスのHPを6000000まで減らそう","81133006","0","6011","1","1","9018","10133","24000000","601","2023/12/18 12:00:00","2023/12/27 14:59:59","10133108","0","81133006"
"SPECIALのボスを討伐しよう","81133007","0","6011","3","0","9016","10133","1","601","2023/12/18 12:00:00","2023/12/27 14:59:59","10133109","0","81133007"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81133008","0","6011","5","0","9015","10133","1","601","2023/12/18 12:00:00","2023/12/27 14:59:59","10133110","0","81133008"
"SPECIALのボスのHPを98000000まで減らそう","81134001","0","6011","1","1","9018","10134","22000000","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134103","0","81134001"
"SPECIALのボスのHPを76000000まで減らそう","81134002","0","6011","1","1","9018","10134","44000000","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134104","0","81134002"
"SPECIALのMODE1をクリアしよう","81134003","0","6011","1","0","9016","10134","1","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134105","0","81134003"
"プチメテオを30個壊そう","81134004","0","6011","0","0","9014","10134","30","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134106","0","81134004"
"SPECIALのボスのHPを36000000まで減らそう","81134005","0","6011","1","1","9018","10134","84000000","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134107","0","81134005"
"SPECIALのボスのHPを18000000まで減らそう","81134006","0","6011","1","1","9018","10134","102000000","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134108","0","81134006"
"SPECIALのボスを討伐しよう","81134007","0","6011","3","0","9016","10134","1","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134109","0","81134007"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81134008","0","6011","5","0","9015","10134","1","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134110","0","81134008"
"EXHIBITION＋のMODE1をクリアしよう","81134011","0","6013","1","0","9023","10134","1","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134113","0","81134011"
"EXHIBITION＋のMODE2をクリアしよう","81134012","0","6013","2","0","9023","10134","1","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134114","0","81134012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81134013","0","6013","5","0","9022","10134","1","601","2023/12/31 12:00:00","2024/01/18 14:59:59","10134115","0","81134013"
"SPECIALのボスのHPを38000000まで減らそう","81135001","0","6011","1","1","9018","10135","2000000","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135103","0","81135001"
"SPECIALのボスのHPを36000000まで減らそう","81135002","0","6011","1","1","9018","10135","4000000","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135104","0","81135002"
"SPECIALのMODE1をクリアしよう","81135003","0","6011","1","0","9016","10135","1","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135105","0","81135003"
"SPECIALのボスのHPを32000000まで減らそう","81135004","0","6011","1","1","9018","10135","8000000","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135106","0","81135004"
"SPECIALのボスのHPを30000000まで減らそう","81135005","0","6011","1","1","9018","10135","10000000","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135107","0","81135005"
"SPECIALのMODE2をクリアしよう","81135006","0","6011","2","0","9016","10135","1","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135108","0","81135006"
"SPECIALのボスのHPを18700000まで減らそう","81135007","0","6011","1","1","9018","10135","21300000","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135109","0","81135007"
"SPECIALのボスのHPを9400000まで減らそう","81135008","0","6011","1","1","9018","10135","30600000","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135110","0","81135008"
"SPECIALのボスを討伐しよう","81135009","0","6011","3","0","9016","10135","1","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135111","0","81135009"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81135010","0","6011","5","0","9015","10135","1","601","2024/01/16 12:00:00","2024/01/25 14:59:59","10135112","0","81135010"
"トゥインクルウィッシュのシャドウを倒そう","81136001","0","6011","0","0","9001","10136","3","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136103","0","81136001"
"SPECIALの赤い霧の精霊のHPを112000000まで減らそう","81136002","0","6011","1","1","9018","10136","8000000","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136104","0","81136002"
"SPECIALの赤い霧の精霊のHPを104000000まで減らそう","81136003","0","6011","1","1","9018","10136","16000000","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136105","0","81136003"
"赤い霧の精霊のMODE2をクリアしよう","81136004","0","6011","2","0","9016","10136","1","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136106","0","81136004"
"SPECIALの赤い霧の精霊のHPを64000000まで減らそう","81136005","0","6011","1","1","9018","10136","56000000","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136107","0","81136005"
"SPECIALの赤い霧の精霊のHPを32000000まで減らそう","81136006","0","6011","1","1","9018","10136","88000000","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136108","0","81136006"
"SPECIALの赤い霧の精霊を討伐しよう","81136007","0","6011","3","0","9016","10136","1","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136109","0","81136007"
"SPECIALかEXHIBITIONで赤い霧の精霊を5回以内に討伐しよう","81136008","0","6011","5","0","9015","10136","1","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136110","0","81136008"
"EXHIBITION＋で赤い霧の精霊のMODE1をクリアしよう","81136009","0","6013","1","0","9023","10136","1","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136111","0","81136009"
"EXHIBITION＋で赤い霧の精霊のMODE2をクリアしよう","81136010","0","6013","2","0","9023","10136","1","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136112","0","81136010"
"EXHIBITION＋で赤い霧の精霊を5回以内に討伐しよう","81136011","0","6013","5","0","9022","10136","1","601","2024/01/31 12:00:00","2024/02/28 14:59:59","10136113","0","81136011"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを112000000まで減らそう","81137001","0","6011","1","1","9018","10137","8000000","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137103","0","81137001"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを104000000まで減らそう","81137002","0","6011","1","1","9018","10137","16000000","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137104","0","81137002"
"顕れる苦衷 アイラ＆シナツのMODE1をクリアしよう","81137003","0","6011","1","0","9016","10137","1","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137105","0","81137003"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを88000000まで減らそう","81137004","0","6011","1","1","9018","10137","32000000","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137106","0","81137004"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを80000000まで減らそう","81137005","0","6011","1","1","9018","10137","40000000","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137107","0","81137005"
"顕れる苦衷 アイラ＆シナツのMODE2をクリアしよう","81137006","0","6011","2","0","9016","10137","1","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137108","0","81137006"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを48000000まで減らそう","81137007","0","6011","1","1","9018","10137","72000000","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137109","0","81137007"
"SPECIALの顕れる苦衷 アイラ＆シナツのHPを24000000まで減らそう","81137008","0","6011","1","1","9018","10137","96000000","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137110","0","81137008"
"SPECIALの顕れる苦衷 アイラ＆シナツを討伐しよう","81137009","0","6011","3","0","9016","10137","1","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137111","0","81137009"
"SPECIALかEXHIBITIONで顕れる苦衷 アイラ＆シナツを5回以内に討伐しよう","81137010","0","6011","5","0","9015","10137","1","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137112","0","81137010"
"EXHIBITION＋で顕れる苦衷 アイラ＆シナツのMODE1をクリアしよう","81137011","0","6013","1","0","9023","10137","1","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137113","0","81137011"
"EXHIBITION＋で顕れる苦衷 アイラ＆シナツのMODE2をクリアしよう","81137012","0","6013","2","0","9023","10137","1","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137114","0","81137012"
"EXHIBITION＋で顕れる苦衷 アイラ＆シナツを5回以内に討伐しよう","81137013","0","6013","5","0","9022","10137","1","601","2024/02/07 12:00:00","2024/02/28 14:59:59","10137115","0","81137013"
"SPECIALの楽園の守護者のHPを26000000まで減らそう","81138001","0","6011","1","1","9018","10138","3000000","601","2024/02/09 12:00:00","2024/02/26 14:59:59","10138103","0","81138001"
"SPECIALの楽園の守護者のHPを23000000まで減らそう","81138002","0","6011","1","1","9018","10138","6000000","601","2024/02/09 12:00:00","2024/02/26 14:59:59","10138104","0","81138002"
"楽園の守護者のMODE1をクリアしよう","81138003","0","6011","1","0","9016","10138","1","601","2024/02/09 12:00:00","2024/02/26 14:59:59","10138105","0","81138003"
"チカとツムギのシャドウとお供モンスターを倒そう","81138004","0","6011","0","0","9001","10138","4","601","2024/02/09 12:00:00","2024/02/26 14:59:59","10138106","0","81138004"
"SPECIALの楽園の守護者のHPを13340000まで減らそう","81138005","0","6011","1","1","9018","10138","15660000","601","2024/02/09 12:00:00","2024/02/26 14:59:59","10138107","0","81138005"
"SPECIALの楽園の守護者のHPを6670000まで減らそう","81138006","0","6011","1","1","9018","10138","22330000","601","2024/02/09 12:00:00","2024/02/26 14:59:59","10138108","0","81138006"
"SPECIALの楽園の守護者を討伐しよう","81138007","0","6011","3","0","9016","10138","1","601","2024/02/09 12:00:00","2024/02/26 14:59:59","10138109","0","81138007"
"SPECIALかEXHIBITIONで楽園の守護者を5回以内に討伐しよう","81138008","0","6011","5","0","9015","10138","1","601","2024/02/09 12:00:00","2024/02/26 14:59:59","10138110","0","81138008"
"SPECIALの久遠の園を象る者のHPを13970000まで減らそう","81139001","0","6011","1","1","9018","10139","2030000","601","2024/02/14 12:00:00","2024/02/26 14:59:59","10139103","0","81139001"
"SPECIALの久遠の園を象る者のHPを11940000まで減らそう","81139002","0","6011","1","1","9018","10139","4060000","601","2024/02/14 12:00:00","2024/02/26 14:59:59","10139104","0","81139002"
"久遠の園を象る者のMODE1をクリアしよう","81139003","0","6011","1","0","9016","10139","1","601","2024/02/14 12:00:00","2024/02/26 14:59:59","10139105","0","81139003"
"ノゾミ、ムイミ、カヤのシャドウを倒そう","81139004","0","6011","0","0","9001","10139","3","601","2024/02/14 12:00:00","2024/02/26 14:59:59","10139106","0","81139004"
"SPECIALの久遠の園を象る者のHPを6610000まで減らそう","81139005","0","6011","1","1","9018","10139","9390000","601","2024/02/14 12:00:00","2024/02/26 14:59:59","10139107","0","81139005"
"SPECIALの久遠の園を象る者のHPを3300000まで減らそう","81139006","0","6011","1","1","9018","10139","12700000","601","2024/02/14 12:00:00","2024/02/26 14:59:59","10139108","0","81139006"
"SPECIALの久遠の園を象る者を討伐しよう","81139007","0","6011","3","0","9016","10139","1","601","2024/02/14 12:00:00","2024/02/26 14:59:59","10139109","0","81139007"
"SPECIALかEXHIBITIONで久遠の園を象る者を5回以内に討伐しよう","81139008","0","6011","5","0","9015","10139","1","601","2024/02/14 12:00:00","2024/02/26 14:59:59","10139110","0","81139008"
"SPECIALのボスのHPを114400000まで減らそう","81140001","0","6011","1","1","9018","10140","5600000","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140103","0","81140001"
"SPECIALのボスのHPを108800000まで減らそう","81140002","0","6011","1","1","9018","10140","11200000","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140104","0","81140002"
"SPECIALのMODE1をクリアしよう","81140003","0","6011","1","0","9016","10140","1","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140105","0","81140003"
"SPECIALのボスのHPを89600000まで減らそう","81140004","0","6011","1","1","9018","10140","30400000","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140106","0","81140004"
"SPECIALのボスのHPを76000000まで減らそう","81140005","0","6011","1","1","9018","10140","44000000","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140107","0","81140005"
"SPECIALのMODE2をクリアしよう","81140006","0","6011","2","0","9016","10140","1","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140108","0","81140006"
"SPECIALのボスのHPを41600000まで減らそう","81140007","0","6011","1","1","9018","10140","78400000","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140109","0","81140007"
"SPECIALのボスのHPを20800000まで減らそう","81140008","0","6011","1","1","9018","10140","99200000","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140110","0","81140008"
"SPECIALのボスを討伐しよう","81140009","0","6011","3","0","9016","10140","1","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140111","0","81140009"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81140010","0","6011","5","0","9015","10140","1","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140112","0","81140010"
"EXHIBITION＋のMODE1をクリアしよう","81140011","0","6013","1","0","9023","10140","1","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140113","0","81140011"
"EXHIBITION＋のMODE2をクリアしよう","81140012","0","6013","2","0","9023","10140","1","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140114","0","81140012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81140013","0","6013","5","0","9022","10140","1","601","2024/02/29 12:00:00","2024/03/18 14:59:59","10140115","0","81140013"
"ターゲットを16体倒そう","81141001","0","6011","0","0","9014","10141","16","601","2024/03/18 12:00:00","2024/03/27 14:59:59","10141103","0","81141002"
"SPECIALのボスのHPを16340000まで減らそう","81141002","0","6011","1","1","9018","10141","2660000","601","2024/03/18 12:00:00","2024/03/27 14:59:59","10141104","0","81141003"
"SPECIALのボスのHPを13680000まで減らそう","81141003","0","6011","1","1","9018","10141","5320000","601","2024/03/18 12:00:00","2024/03/27 14:59:59","10141105","0","81141004"
"SPECIALのMODE2をクリアしよう","81141004","0","6011","2","0","9016","10141","1","601","2024/03/18 12:00:00","2024/03/27 14:59:59","10141106","0","81141005"
"SPECIALのボスのHPを7340000まで減らそう","81141005","0","6011","1","1","9018","10141","11660000","601","2024/03/18 12:00:00","2024/03/27 14:59:59","10141107","0","81141006"
"SPECIALのボスのHPを3660000まで減らそう","81141006","0","6011","1","1","9018","10141","15340000","601","2024/03/18 12:00:00","2024/03/27 14:59:59","10141108","0","81141007"
"SPECIALのボスを討伐しよう","81141007","0","6011","3","0","9016","10141","1","601","2024/03/18 12:00:00","2024/03/27 14:59:59","10141109","0","81141008"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81141008","0","6011","5","0","9015","10141","1","601","2024/03/18 12:00:00","2024/03/27 14:59:59","10141110","0","81141009"
"SPECIALのMODE1をクリアしよう","81142001","0","6011","1","0","9016","10142","1","601","2024/03/31 12:00:00","2024/04/18 14:59:59","10142101","0","81142001"
"SPECIALのMODE2をクリアしよう","81142002","0","6011","2","0","9016","10142","1","601","2024/03/31 12:00:00","2024/04/18 14:59:59","10142102","0","81142002"
"SPECIALのボスを討伐しよう","81142003","0","6011","3","0","9016","10142","1","601","2024/03/31 12:00:00","2024/04/18 14:59:59","10142103","0","81142003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81142004","0","6011","5","0","9015","10142","1","601","2024/03/31 12:00:00","2024/04/18 14:59:59","10142104","0","81142004"
"EXHIBITION＋のMODE1をクリアしよう","81142011","0","6013","1","0","9023","10142","1","601","2024/03/31 12:00:00","2024/04/18 14:59:59","10142111","0","81142011"
"EXHIBITION＋のMODE2をクリアしよう","81142012","0","6013","2","0","9023","10142","1","601","2024/03/31 12:00:00","2024/04/18 14:59:59","10142112","0","81142012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81142013","0","6013","5","0","9022","10142","1","601","2024/03/31 12:00:00","2024/04/18 14:59:59","10142113","0","81142013"
"SPECIALのMODE1をクリアしよう","81143001","0","6011","1","0","9016","10143","1","601","2024/04/16 12:00:00","2024/04/25 14:59:59","10143101","0","81143001"
"SPECIALのMODE2をクリアしよう","81143002","0","6011","2","0","9016","10143","1","601","2024/04/16 12:00:00","2024/04/25 14:59:59","10143102","0","81143002"
"SPECIALのボスを討伐しよう","81143003","0","6011","3","0","9016","10143","1","601","2024/04/16 12:00:00","2024/04/25 14:59:59","10143103","0","81143003"
"SPECIALかEXHIBITIONのバトルでボスを5回以内に討伐しよう","81143004","0","6011","5","0","9015","10143","1","601","2024/04/16 12:00:00","2024/04/25 14:59:59","10143104","0","81143004"
"SPECIALのMODE1をクリアしよう","81144001","0","6011","1","0","9016","10144","1","601","2024/04/30 12:00:00","2024/05/18 14:59:59","10144101","0","81144001"
"SPECIALのMODE2をクリアしよう","81144002","0","6011","2","0","9016","10144","1","601","2024/04/30 12:00:00","2024/05/18 14:59:59","10144102","0","81144002"
"SPECIALのボスを討伐しよう","81144003","0","6011","3","0","9016","10144","1","601","2024/04/30 12:00:00","2024/05/18 14:59:59","10144103","0","81144003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81144004","0","6011","5","0","9015","10144","1","601","2024/04/30 12:00:00","2024/05/18 14:59:59","10144104","0","81144004"
"EXHIBITION＋のMODE1をクリアしよう","81144011","0","6013","1","0","9023","10144","1","601","2024/04/30 12:00:00","2024/05/18 14:59:59","10144111","0","81144011"
"EXHIBITION＋のMODE2をクリアしよう","81144012","0","6013","2","0","9023","10144","1","601","2024/04/30 12:00:00","2024/05/18 14:59:59","10144112","0","81144012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81144013","0","6013","5","0","9022","10144","1","601","2024/04/30 12:00:00","2024/05/18 14:59:59","10144113","0","81144013"
"SPECIALのMODE1をクリアしよう","81145001","0","6011","1","0","9016","10145","1","601","2024/05/16 12:00:00","2024/05/25 14:59:59","10145101","0","81145001"
"SPECIALのMODE2をクリアしよう","81145002","0","6011","2","0","9016","10145","1","601","2024/05/16 12:00:00","2024/05/25 14:59:59","10145102","0","81145002"
"SPECIALのボスを討伐しよう","81145003","0","6011","3","0","9016","10145","1","601","2024/05/16 12:00:00","2024/05/25 14:59:59","10145103","0","81145003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81145004","0","6011","5","0","9015","10145","1","601","2024/05/16 12:00:00","2024/05/25 14:59:59","10145104","0","81145004"
"SPECIALのMODE1をクリアしよう","81146001","0","6011","1","0","9016","10146","1","601","2024/05/31 12:00:00","2024/06/18 14:59:59","10146101","0","81146001"
"SPECIALのMODE2をクリアしよう","81146002","0","6011","2","0","9016","10146","1","601","2024/05/31 12:00:00","2024/06/18 14:59:59","10146102","0","81146002"
"SPECIALのボスを討伐しよう","81146003","0","6011","3","0","9016","10146","1","601","2024/05/31 12:00:00","2024/06/18 14:59:59","10146103","0","81146003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81146004","0","6011","5","0","9015","10146","1","601","2024/05/31 12:00:00","2024/06/18 14:59:59","10146104","0","81146004"
"EXHIBITION＋のMODE1をクリアしよう","81146011","0","6013","1","0","9023","10146","1","601","2024/05/31 12:00:00","2024/06/18 14:59:59","10146111","0","81146011"
"EXHIBITION＋のMODE2をクリアしよう","81146012","0","6013","2","0","9023","10146","1","601","2024/05/31 12:00:00","2024/06/18 14:59:59","10146112","0","81146012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81146013","0","6013","5","0","9022","10146","1","601","2024/05/31 12:00:00","2024/06/18 14:59:59","10146113","0","81146013"
"SPECIALのMODE1をクリアしよう","81147001","0","6011","1","0","9016","10147","1","601","2024/06/17 12:00:00","2024/06/26 14:59:59","10147101","0","81147001"
"SPECIALのMODE2をクリアしよう","81147002","0","6011","2","0","9016","10147","1","601","2024/06/17 12:00:00","2024/06/26 14:59:59","10147102","0","81147002"
"SPECIALのボスを討伐しよう","81147003","0","6011","3","0","9016","10147","1","601","2024/06/17 12:00:00","2024/06/26 14:59:59","10147103","0","81147003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81147004","0","6011","5","0","9015","10147","1","601","2024/06/17 12:00:00","2024/06/26 14:59:59","10147104","0","81147004"
"SPECIALのMODE1をクリアしよう","81148001","0","6011","1","0","9016","10148","1","601","2024/06/30 12:00:00","2024/07/18 14:59:59","10148101","0","81148001"
"SPECIALのMODE2をクリアしよう","81148002","0","6011","2","0","9016","10148","1","601","2024/06/30 12:00:00","2024/07/18 14:59:59","10148102","0","81148002"
"SPECIALのボスを討伐しよう","81148003","0","6011","3","0","9016","10148","1","601","2024/06/30 12:00:00","2024/07/18 14:59:59","10148103","0","81148003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81148004","0","6011","5","0","9015","10148","1","601","2024/06/30 12:00:00","2024/07/18 14:59:59","10148104","0","81148004"
"EXHIBITION＋のMODE1をクリアしよう","81148005","0","6013","1","0","9023","10148","1","601","2024/06/30 12:00:00","2024/07/18 14:59:59","10148111","0","81148011"
"EXHIBITION＋のMODE2をクリアしよう","81148006","0","6013","2","0","9023","10148","1","601","2024/06/30 12:00:00","2024/07/18 14:59:59","10148112","0","81148012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81148007","0","6013","5","0","9022","10148","1","601","2024/06/30 12:00:00","2024/07/18 14:59:59","10148113","0","81148013"
"SPECIALのMODE1をクリアしよう","81149001","0","6011","1","0","9016","10149","1","601","2024/07/16 12:00:00","2024/07/25 14:59:59","10149101","0","81149001"
"SPECIALのMODE2をクリアしよう","81149002","0","6011","2","0","9016","10149","1","601","2024/07/16 12:00:00","2024/07/25 14:59:59","10149102","0","81149002"
"SPECIALのボスを討伐しよう","81149003","0","6011","3","0","9016","10149","1","601","2024/07/16 12:00:00","2024/07/25 14:59:59","10149103","0","81149003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81149004","0","6011","5","0","9015","10149","1","601","2024/07/16 12:00:00","2024/07/25 14:59:59","10149104","0","81149004"
"SPECIALのMODE1をクリアしよう","81150001","0","6011","1","0","9016","10150","1","601","2024/07/31 12:00:00","2024/08/18 14:59:59","10150101","0","81150001"
"SPECIALのMODE2をクリアしよう","81150002","0","6011","2","0","9016","10150","1","601","2024/07/31 12:00:00","2024/08/18 14:59:59","10150102","0","81150002"
"SPECIALのボスを討伐しよう","81150003","0","6011","3","0","9016","10150","1","601","2024/07/31 12:00:00","2024/08/18 14:59:59","10150103","0","81150003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81150004","0","6011","5","0","9015","10150","1","601","2024/07/31 12:00:00","2024/08/18 14:59:59","10150104","0","81150004"
"EXHIBITION＋のMODE1をクリアしよう","81150011","0","6013","1","0","9023","10150","1","601","2024/07/31 12:00:00","2024/08/18 14:59:59","10150111","0","81150011"
"EXHIBITION＋のMODE2をクリアしよう","81150012","0","6013","2","0","9023","10150","1","601","2024/07/31 12:00:00","2024/08/18 14:59:59","10150112","0","81150012"
"EXHIBITION＋でボスを5回以内に討伐しよう","81150013","0","6013","5","0","9022","10150","1","601","2024/07/31 12:00:00","2024/08/18 14:59:59","10150113","0","81150013"
"SPECIALのMODE1をクリアしよう","81151001","0","6011","1","0","9016","10151","1","601","2024/08/17 12:00:00","2024/08/26 14:59:59","10151101","0","81151001"
"SPECIALのMODE2をクリアしよう","81151002","0","6011","2","0","9016","10151","1","601","2024/08/17 12:00:00","2024/08/26 14:59:59","10151102","0","81151002"
"SPECIALのボスを討伐しよう","81151003","0","6011","3","0","9016","10151","1","601","2024/08/17 12:00:00","2024/08/26 14:59:59","10151103","0","81151003"
"SPECIALかEXHIBITIONでボスを5回以内に討伐しよう","81151004","0","6011","5","0","9015","10151","1","601","2024/08/17 12:00:00","2024/08/26 14:59:59","10151104","0","81151004"
"SPECIALのMODE1をクリアしよう","81152001","0","6011","1","0","9016","10152","1","601","2024/08/31 12:00:00","2024/09/25 20:59:59","10152101","0","81152001"
"SPECIALのMODE2をクリアしよう","81152002","0","6011","2","0","9016","10152","1","601","2024/08/31 12:00:00","2024/09/25 20:59:59","10152102","0","81152002"
"SPECIALのボスを討伐しよう","81152003","0","6011","3","0","9016","10152","1","601","2024/08/31 12:00:00","2024/09/25 20:59:59","10152103","0","81152003"
