542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596
"","1007414","","","","0","93","","1","1007414029",""
"0.2","1007414","1","","","mhp_sit_talk_normal","3","","117531","1007414030",""
"","1007414","0","","0","vo_mhp_3102","21","","vo_mhp_1007414","1007414031",""
"0","1007414","6","0","1","あら、その様子だと\n「不可視の暗殺者」とやらの攻撃は\nまだ続いてるみたいね。","11","0","117531","1007414032","0.5"
"","1007414","","","","","91","","0","1007414033",""
"0.2","1007414","1","","","mhp_sit_idle","3","","117531","1007414034",""
"0.2","1007414","1","","","mhp_sit_talk_sad","3","","100931","1007414035",""
"0.2","1007414","1","","","NoItem","3","","31","1007414036",""
"","1007414","0","","0","vo_mhp_3103","21","","vo_mhp_1007414","1007414037",""
"0","1007414","4","0","1","う、うむ、前は頭の痛みで集中力を\n削ぎにきていたが、うぅ……\n今回は魔法を封じにきたようだ。","11","0","100931","1007414038","1"
"","1007414","","","","","91","","0","1007414039",""
"0.2","1007414","0","1","mhp_anna_huhu_loop","mhp_anna_huhu_in","3","0","100931","1007414040",""
"","1007414","0","","0","vo_mhp_3104","21","","vo_mhp_1007414","1007414041",""
"0","1007414","6","0","1","くくく、よほど我が魔法が\n恐ろしいらしい、あぅ……","11","0","100931","1007414042","0.5"
"","1007414","","","","0","91","","0","1007414043",""
"","1007414","","","","0","93","","0.2","1007414044",""
"0","1007414","2","","","15","12","0","100931","1007414045",""
"0.2","1007414","1","","","mhp_anna_huhu_loop2","3","","100931","1007414046",""
"","1007414","","","","0","93","","2","1007414047",""
"0.2","1007414","1","","","mhp_sit_talk_thinking","3","","117531","1007414048",""
"","1007414","0","","0","vo_mhp_3105","21","","vo_mhp_1007414","1007414049",""
"0","1007414","6","0","1","ふーん、つまりのどが痛くて\n詠唱が辛くて魔法が使えないと。","11","0","117531","1007414050","0.5"
"","1007414","","","","","91","","0","1007414051",""
"0.2","1007414","1","","","mhp_sit_idle","3","","117531","1007414052",""
"0.2","1007414","1","","","mhp_sit_talk_anger2","3","","100931","1007414053",""
"","1007414","0","","0","vo_mhp_3106","21","","vo_mhp_1007414","1007414054",""
"0","1007414","6","0","1","そ、そんな軽いものではない！\nこれは禁じられた封印術\n「魔殺しの痛刻」に違いな――","11","0","100931","1007414055","0.5"
"","1007414","","","","","91","","0","1007414056",""
"0.2","1007414","1","","","mhp_sit_talk_wish2","3","","117531","1007414057",""
"","1007414","0","","0","vo_mhp_3107","21","","vo_mhp_1007414","1007414058",""
"0","1007414","8","0","1","病院内ではお静かに。","11","0","117531","1007414059","0.5"
"","1007414","","","","","91","","0","1007414060",""
"0.2","1007414","1","","","mhp_sit_idle","3","","117531","1007414061",""
"0.2","1007414","1","","","mhp_sit_talk_sad","3","","100931","1007414062",""
"","1007414","0","","0","vo_mhp_3108","21","","vo_mhp_1007414","1007414063",""
"0","1007414","10","0","1","あ、はい……","11","0","100931","1007414064","0.5"
"","1007414","","","","","91","","0","1007414065",""
"0.2","1007414","1","","","mhp_sit_idle_sad","3","","100931","1007414066",""
"0.2","1007414","1","","","mhp_sit_talk_normal","3","","117531","1007414067",""
"","1007414","0","","0","vo_mhp_3109","21","","vo_mhp_1007414","1007414068",""
"0","1007414","7","0","1","でも、アンナちゃんが静かというのも\nなんだか気持ちが悪いわね。\n同じギルドのよしみ、\n悪いようにはしないわ。","11","0","117531","1007414069","0.5"
"","1007414","","","","","91","","0","1007414070",""
"","1007414","","","","0","22","","0","1007414071",""
"","1007414","0","","","1007414075","103","","「金色の天露」を処方するわね。","1007414072",""
"","1007414","0","","","1007414128","103","","この聖杯でうがいしなさい。","1007414073",""
"","1007414","0","","","1007414180","103","","この封魔帯で乾燥を防ぎなさい。","1007414074",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007414075",""
"","1007414","","","","0","93","","0.6","1007414076",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_sit_out","3","0","100931","1007414077",""
"","1007414","","","","0","93","","0.2","1007414078",""
"0.2","1007414","1","0","","mhp_walk_sad","3","","100931","1007414079",""
"","1007414","-220","0","1.5","35","2","","100931","1007414080",""
"","1007414","-220","0","1.5","35","2","","31","1007414081",""
"","1007414","-220","0","1.5","35","2","","11","1007414082",""
"","1007414","-220","0","1.5","35","2","","12","1007414083",""
"","1007414","","","","0","93","","0.3","1007414084",""
"0.2","1007414","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007414085",""
"0","1007414","1","1","1","1","6","0","21","1007414086",""
"0","1007414","1","1","1","1","6","0","22","1007414087",""
"0.2","1007414","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007414088",""
"0.2","1007414","0","1","mhp_item_EX0005_handover_loop","mhp_item_EX0005_handover_in","3","0","22","1007414089",""
"","1007414","","","","0","93","","1.2","1007414090",""
"0.2","1007414","1","","","mhp_idle_sad","3","","100931","1007414091",""
"","1007414","","","","0","93","","0.5","1007414092",""
"0.2","1007414","0","1","mhp_talk_surprise1","mhp_surprise","3","0","100931","1007414093",""
"","1007414","0","","0","vo_mhp_3110","21","","vo_mhp_1007414","1007414094",""
"0","1007414","5","0","1","そ、それは霊峰に生息する花から\n採れる、伝説の蜜では！\nこれさえあればすぐにでも\n千の魔法を唱えられるであろう！","11","0","100931","1007414095","0.5"
"","1007414","","","","1","93","","6","1007414096",""
"0.2","1007414","0","","","mhp_anna_huhuStand_in","3","","100931","1007414097",""
"","1007414","","","","","91","","0","1007414098",""
"0.2","1007414","0","1","mhp_anna_ahahaStand_loop","mhp_anna_ahahaStand_in","3","0.2","100931","1007414099",""
"","1007414","","","","1","93","","0","1007414100",""
"","1007414","","","","","91","","1007414095","1007414101",""
"","1007414","","","","0","22","","0","1007414102",""
"","1007414","","","","","93","","1","1007414103",""
"0.2","1007414","0","1","mhp_handover_receive_loop","mhp_handover_receive_in","3","0","100931","1007414104",""
"0","1007414","1","1","1","1","6","0","11","1007414105",""
"0","1007414","1","1","1","1","6","0","12","1007414106",""
"0.2","1007414","0","1","mhp_receive_anna_loop","mhp_receive_anna_in","3","0","11","1007414107",""
"0.2","1007414","0","1","mhp_item_EX0005_receive_loop","mhp_item_EX0005_receive_in","3","0","12","1007414108",""
"","1007414","","","","0","93","","0.6","1007414109",""
"0.4","1007414","1","1","1","1","6","0","22","1007414110",""
"","1007414","","","","0","93","","0.4","1007414111",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007414112",""
"0.2","1007414","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007414113",""
"0.2","1007414","0","1","NoItem_idle","mhp_item_EX0005_handover_out","3","0","22","1007414114",""
"","1007414","","","","0","93","","0.4","1007414115",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_handover_receive_out","3","0","100931","1007414116",""
"0.2","1007414","0","1","NoItem_idle","mhp_receive_anna_out","3","0","11","1007414117",""
"0.2","1007414","0","1","NoItem_idle","mhp_item_EX0005_receive_out","3","0","12","1007414118",""
"","1007414","","","","","93","","2","1007414119",""
"0.2","1007414","1","","","mhp_idle_memory","3","","100931","1007414120",""
"","1007414","","","","0","93","","0.2","1007414121",""
"0.2","1007414","1","","","mhp_sit_idle_sad","3","","117631","1007414122",""
"","1007414","0","","0","vo_mhp_3111","21","","vo_mhp_1007414","1007414123",""
"0","1007414","6","0","1","（あれ、どう見てもただの\nのど用シロップだよね？\n物は言いようってやつかな）","11","0","117631","1007414124","0.5"
"","1007414","","","","","91","","0","1007414125",""
"0.2","1007414","1","","","mhp_sit_idle","3","","117631","1007414126",""
"","1007414","","","","","101","","1007414224","1007414127",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007414128",""
"","1007414","","","","0","93","","0.6","1007414129",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_sit_out","3","0","100931","1007414130",""
"","1007414","","","","0","93","","0.2","1007414131",""
"0.2","1007414","1","0","","mhp_walk_sad","3","","100931","1007414132",""
"","1007414","-220","0","1.5","35","2","","100931","1007414133",""
"","1007414","-220","0","1.5","35","2","","31","1007414134",""
"","1007414","-220","0","1.5","35","2","","11","1007414135",""
"","1007414","-220","0","1.5","35","2","","12","1007414136",""
"","1007414","","","","0","93","","0.3","1007414137",""
"0.2","1007414","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007414138",""
"0","1007414","1","1","1","1","6","0","21","1007414139",""
"0","1007414","1","1","1","1","6","0","22","1007414140",""
"0.2","1007414","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007414141",""
"0.2","1007414","0","1","mhp_item_EX0013_handover_loop","mhp_item_EX0013_handover_in","3","0","22","1007414142",""
"","1007414","","","","0","93","","1.2","1007414143",""
"0.2","1007414","1","","","mhp_idle_sad","3","","100931","1007414144",""
"","1007414","","","","0","93","","0.5","1007414145",""
"0.2","1007414","0","1","mhp_talk_surprise1","mhp_surprise","3","0","100931","1007414146",""
"","1007414","0","","0","vo_mhp_3112","21","","vo_mhp_1007414","1007414147",""
"0","1007414","5","0","1","こ、これがあの伝説の……！\nふふふ、これでわれはさらに至高の\n領域へと達するであろう！","11","0","100931","1007414148","0.5"
"","1007414","","","","1","93","","3.5","1007414149",""
"0.2","1007414","0","","","mhp_anna_huhuStand_in","3","","100931","1007414150",""
"","1007414","","","","","91","","0","1007414151",""
"0.2","1007414","0","1","mhp_anna_ahahaStand_loop","mhp_anna_ahahaStand_in","3","0.2","100931","1007414152",""
"","1007414","","","","","91","","1007414148","1007414153",""
"","1007414","","","","0","22","","0","1007414154",""
"","1007414","","","","0","93","","1","1007414155",""
"0.2","1007414","0","1","mhp_handover_receive_loop","mhp_handover_receive_in","3","0","100931","1007414156",""
"0","1007414","1","1","1","1","6","0","11","1007414157",""
"0","1007414","1","1","1","1","6","0","12","1007414158",""
"0.2","1007414","0","1","mhp_receive_anna_loop","mhp_receive_anna_in","3","0","11","1007414159",""
"0.2","1007414","0","1","mhp_item_EX0013_receive_loop","mhp_item_EX0013_receive_in","3","0","12","1007414160",""
"","1007414","","","","0","93","","0.6","1007414161",""
"0.4","1007414","1","1","1","1","6","0","22","1007414162",""
"","1007414","","","","0","93","","0.4","1007414163",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007414164",""
"0.2","1007414","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007414165",""
"0.2","1007414","0","1","NoItem_idle","mhp_item_EX0013_handover_out","3","0","22","1007414166",""
"","1007414","","","","0","93","","0.4","1007414167",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_handover_receive_out","3","0","100931","1007414168",""
"0.2","1007414","0","1","NoItem_idle","mhp_receive_anna_out","3","0","11","1007414169",""
"0.2","1007414","0","1","NoItem_idle","mhp_item_EX0013_receive_out","3","0","12","1007414170",""
"","1007414","","","","","93","","2","1007414171",""
"0.2","1007414","1","","","mhp_idle_memory","3","","100931","1007414172",""
"","1007414","","","","","93","","0.2","1007414173",""
"0.2","1007414","1","","","mhp_idle_thinking","3","","117531","1007414174",""
"","1007414","0","","0","vo_mhp_3113","21","","vo_mhp_1007414","1007414175",""
"0","1007414","7","0","1","（ただのコップでこんなによろこんで\nくれるなら安いものだわ）","11","0","117531","1007414176","0.5"
"","1007414","","","","","91","","0","1007414177",""
"0.2","1007414","1","","","mhp_idle_normal","3","","117531","1007414178",""
"","1007414","","","","","101","","1007414224","1007414179",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007414180",""
"","1007414","","","","0","93","","0.6","1007414181",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_sit_out","3","0","100931","1007414182",""
"","1007414","","","","0","93","","0.2","1007414183",""
"0.2","1007414","1","0","","mhp_walk_sad","3","","100931","1007414184",""
"","1007414","-220","0","1.5","35","2","","100931","1007414185",""
"","1007414","-220","0","1.5","35","2","","31","1007414186",""
"","1007414","-220","0","1.5","35","2","","11","1007414187",""
"","1007414","-220","0","1.5","35","2","","12","1007414188",""
"","1007414","","","","0","93","","0.3","1007414189",""
"0.2","1007414","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007414190",""
"0","1007414","1","1","1","1","6","0","21","1007414191",""
"0","1007414","1","1","1","1","6","0","22","1007414192",""
"0.2","1007414","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007414193",""
"0.2","1007414","0","1","mhp_item_EX0012_handover_loop","mhp_item_EX0012_handover_in","3","0","22","1007414194",""
"","1007414","","","","0","93","","1.2","1007414195",""
"0.2","1007414","0","1","mhp_handover_receive_sad_loop","mhp_handover_receive_sad_in","3","0","100931","1007414196",""
"0","1007414","1","1","1","1","6","0","11","1007414197",""
"0","1007414","1","1","1","1","6","0","12","1007414198",""
"0.2","1007414","0","1","mhp_receive_anna_loop","mhp_receive_anna_in","3","0","11","1007414199",""
"0.2","1007414","0","1","mhp_item_EX0012_receive_loop","mhp_item_EX0012_receive_in","3","0","12","1007414200",""
"","1007414","","","","0","93","","0.6","1007414201",""
"0.4","1007414","1","1","1","1","6","0","22","1007414202",""
"","1007414","","","","0","93","","0.4","1007414203",""
"0.2","1007414","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007414204",""
"0.2","1007414","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007414205",""
"0.2","1007414","0","1","NoItem_idle","mhp_item_EX0012_handover_out","3","0","22","1007414206",""
"","1007414","","","","0","93","","0.4","1007414207",""
"0.2","1007414","0","1","mhp_idle_normal_sad","mhp_handover_receive_sad_out","3","0","100931","1007414208",""
"0.2","1007414","0","1","NoItem_idle","mhp_receive_anna_out","3","0","11","1007414209",""
"0.2","1007414","0","1","NoItem_idle","mhp_item_EX0012_receive_out","3","0","12","1007414210",""
"","1007414","","","","","93","","2","1007414211",""
"0.2","1007414","1","","","mhp_idle_worry","3","","100931","1007414212",""
"","1007414","","","","0","93","","0.2","1007414213",""
"0.2","1007414","1","","","mhp_talk_worry","3","","100931","1007414214",""
"","1007414","0","","0","vo_mhp_3114","21","","vo_mhp_1007414","1007414215",""
"0","1007414","4","0","1","くっ、つまりは戦略的休息ということか\n分かった、今は大人しく従おう……","11","0","100931","1007414216","0.5"
"","1007414","","","","","91","","0","1007414217",""
"0.2","1007414","1","","","mhp_idle_worry","3","","100931","1007414218",""
"0.2","1007414","1","","","mhp_idle_thinking","3","","117531","1007414219",""
"","1007414","0","","0","vo_mhp_3115","21","","vo_mhp_1007414","1007414220",""
"0","1007414","7","0","1","（市販のマスクをこんな呼び方して……\n私まで染められてきちゃったじゃない）","11","0","117531","1007414221","0.5"
"","1007414","","","","","91","","0","1007414222",""
"0.2","1007414","1","","","mhp_idle_normal","3","","117531","1007414223",""
"","1007414","","","","","91","","0","1007414224",""
"0.2","1007414","0","1","mhp_anna_darkStand_loop","mhp_anna_darkStand_in","3","0.2","100931","1007414225",""
"0.2","1007414","0","1","mhp_anna_darkStand_loop","mhp_anna_darkStand_in","3","0.2","31","1007414226",""
"","1007414","","","","0","93","","0.1","1007414227",""
"","1007414","0","","0","vo_mhp_3116","21","","vo_mhp_1007414","1007414228",""
"0","1007414","5","0","1","「不可視の暗殺者」……\n想像以上の難敵だ。\nだがやつらは\n後悔することになるだろう。","11","0","100931","1007414229","0.5"
"","1007414","","","","","91","","0","1007414230",""
"0.2","1007414","0","1","mhp_anna_ahahaStand_loop","mhp_anna_ahahaStand_in","3","0.2","100931","1007414231",""
"0.2","1007414","1","","","NoItem","3","","31","1007414232",""
"","1007414","0","","0","vo_mhp_3117","21","","vo_mhp_1007414","1007414233",""
"0","1007414","5","0","1","この危機を克服した私の\n新たなる力に戦慄するがいい！","11","0","100931","1007414234","0.5"
"","1007414","","","","","91","","0","1007414235",""
"0.2","1007414","1","","","mhp_talk_worry","3","","117531","1007414236",""
"","1007414","0","","0","vo_mhp_3118","21","","vo_mhp_1007414","1007414237",""
"0","1007414","8","0","1","だから、病院内では静かに。","11","0","117531","1007414238","0.5"
"","1007414","","","","","91","","0","1007414239",""
"0.2","1007414","1","","","mhp_idle_normal","3","","117531","1007414240",""
"0.2","1007414","1","","","mhp_talk_worry","3","","100931","1007414241",""
"0.2","1007414","1","","","NoItem","3","","31","1007414242",""
"","1007414","0","","0","vo_mhp_3119","21","","vo_mhp_1007414","1007414243",""
"0","1007414","8","0","1","は、はい……","11","0","100931","1007414244","0.5"
"","1007414","","","","","91","","0","1007414245",""
"","1007414","","","","","93","","1","1007414246",""
"0.2","1007414","1","","","mhp_run_sad","3","","100931","1007414247",""
"","1007414","","","","1","4","","100931","1007414248",""
"","1007414","-220","0","3","-1000","2","","100931","1007414249",""
"","1007414","","","","0","93","","3","1007414250",""
"","1007414","","","","","91","","0","1007414251",""
"1.7","1007415","100","-220","-1000","100931","1","0","1","1007415001","mhp_idle_normal"
"1.7","1007415","100","-200","365","117631","1","1","1","1007415002","mhp_sit_idle"
"1.7","1007415","104","-220","185","117531","1","1","1","1007415003","mhp_sit_idle"
"1","1007415","-240","0.85","-154","1","31","","1","1007415004",""
"0","1007415","-50","1","-237","120","31","","20","1007415005",""
"0","1007415","0","1","160","130","31","","30","1007415006",""
"0","1007415","0","1","0","111","31","","11","1007415007",""
"1.7","1007415","110","-220","-200","11","5","0","1","1007415008","NoItem"
"1.7","1007415","105","-220","-200","12","5","0","1","1007415009","NoItem"
"1.7","1007415","110","-220","170","21","5","1","1","1007415010","NoItem"
"1.7","1007415","105","-220","170","22","5","1","1","1007415011","NoItem"
"0","1007415","1","0","1","1","6","0","11","1007415012",""
"0","1007415","1","0","1","1","6","0","12","1007415013",""
"0","1007415","1","0","1","1","6","0","21","1007415014",""
"0","1007415","1","0","1","1","6","0","22","1007415015",""
"","1007415","","","","","91","","0","1007415016",""
"0.2","1007415","1","","","mhp_sit_talk_normal","3","","117531","1007415017",""
"","1007415","0","","0","vo_mhp_3201","21","","vo_mhp_1007415","1007415018",""
"0","1007415","8","0","0","アンナちゃん、どうぞー","11","0","117531","1007415019","0.5"
"","1007415","","","","","91","","0","1007415020",""
"0.2","1007415","1","","","mhp_sit_idle","3","","117531","1007415021",""
"0.2","1007415","1","","","mhp_anna_chill_walk","3","","100931","1007415022",""
"","1007415","-220","0","4","-200","2","","100931","1007415023",""
"","1007415","","","","","91","","0","1007415024",""
"0.2","1007415","0","1","mhp_anna_chill_sit_idle","mhp_anna_chill_sit_in","3","0.2","100931","1007415025",""
"","1007415","","","","0","93","","2","1007415026",""
"0.2","1007415","1","","","mhp_sit_talk_normal","3","","117531","1007415027",""
"","1007415","0","","0","vo_mhp_3202","21","","vo_mhp_1007415","1007415028",""
"0","1007415","6","0","1","って、……ずいぶん辛そうね\nそれも「不可視の暗殺者」の\n仕業かしら？","11","0","117531","1007415029","0.5"
"","1007415","","","","","91","","0","1007415030",""
"0.2","1007415","1","","","mhp_sit_idle","3","","117531","1007415031",""
"0.2","1007415","1","","","mhp_anna_chill_loop","3","","100931","1007415032",""
"","1007415","0","","0","vo_mhp_3203","21","","vo_mhp_1007415","1007415033",""
"0","1007415","4","0","1","分かんない……\nなんかもう、ぼうっとするし\nぐらぐらするし、ひたすらつらい……","11","0","100931","1007415034","0.5"
"","1007415","","","","","91","","0","1007415035",""
"0.2","1007415","1","","","mhp_sit_talk_normal","3","","117531","1007415036",""
"","1007415","0","","0","vo_mhp_3204","21","","vo_mhp_1007415","1007415037",""
"0","1007415","7","0","1","これまでの症状が治まったからって\nナナカちゃんと魔法合戦なんかして\n羽目を外し過ぎたせいね\nふふ、ダメな団長さん♪","11","0","117531","1007415038","0.5"
"","1007415","","","","","91","","0","1007415039",""
"0.2","1007415","1","","","mhp_sit_idle","3","","117531","1007415040",""
"0.2","1007415","1","","","mhp_anna_sit_talk_sad","3","","100931","1007415041",""
"","1007415","0","","0","vo_mhp_3205","21","","vo_mhp_1007415","1007415042",""
"0","1007415","5","0","1","ごめん、なさい……","11","0","100931","1007415043","0.5"
"","1007415","","","","","91","","0","1007415044",""
"0.2","1007415","1","","","mhp_anna_chill_sit_idle","3","","100931","1007415045",""
"0.2","1007415","1","","","mhp_sit_talk_normal","3","","117531","1007415046",""
"","1007415","0","","0","vo_mhp_3206","21","","vo_mhp_1007415","1007415047",""
"0","1007415","6","0","1","はぁ、こんな調子じゃ\nからかいがいもないわね\nそんなふがいないあなたには\n罰を与えなきゃ。","11","0","117531","1007415048","0.5"
"","1007415","","","","","91","","0","1007415049",""
"0.2","1007415","1","","","mhp_sit_idle","3","","117531","1007415050",""
"0.2","1007415","1","","","mhp_anna_sit_talk_worry","3","","100931","1007415051",""
"","1007415","0","","0","vo_mhp_3207","21","","vo_mhp_1007415","1007415052",""
"0","1007415","5","0","1","か、覚悟はしている……\nでも、痛いのはちょっと……","11","0","100931","1007415053","0.5"
"","1007415","","","","","91","","0","1007415054",""
"0.2","1007415","1","","","mhp_anna_chill_sit_idle","3","","100931","1007415055",""
"0.2","1007415","0","1","mhp_anna_ahahaStand_loop","mhp_sit_out","3","0.2","117531","1007415056",""
"","1007415","0","","0","vo_mhp_3208","21","","vo_mhp_1007415","1007415057",""
"0","1007415","6","0","1","大丈夫、どんな病も私の目からは\n逃れられないから！","11","0","117531","1007415058","0.5"
"","1007415","","","","","91","","0","1007415059",""
"","1007415","","","","0","22","","0","1007415060",""
"0.2","1007415","1","0","","mhp_walk","3","","117531","1007415061",""
"","1007415","-220","0","2","-50","2","","117531","1007415062",""
"","1007415","-220","0","2","-50","2","","21","1007415063",""
"","1007415","-220","0","2","-50","2","","22","1007415064",""
"","1007415","","","","0","93","","2","1007415065",""
"0","1007415","1","1","1","1","6","0","21","1007415066",""
"0.2","1007415","0","1","mhp_mitsuki_injection_loop","mhp_mitsuki_injection_in","3","0","117531","1007415067",""
"0.2","1007415","0","1","mhp_mitsuki_injection_loop","mhp_mitsuki_injection_in","3","0","21","1007415068",""
"0.2","1007415","1","","","mhp_anna_pain_in_blue","3","","100931","1007415069",""
"","1007415","","","","","93","","1.2","1007415070",""
"","1007415","","","","se_10031400_syringe","23","","se_10031400","1007415071",""
"","1007415","","","","","93","","0.6","1007415072",""
"0.2","1007415","0","1","mhp_idle_normal","mhp_mitsuki_injection_out","3","0","117531","1007415073",""
"0.2","1007415","0","1","NoItem","mhp_mitsuki_injection_out","3","0","21","1007415074",""
"","1007415","","","","","93","","0.5","1007415075",""
"0.2","1007415","0","","","mhp_anna_down","3","","100931","1007415076",""
"","1007415","0","","0","vo_mhp_3209","21","","vo_mhp_1007415","1007415077",""
"0","1007415","10","0","1","あっ……","11","0","100931","1007415078","0.5"
"","1007415","","","","","93","","0.3","1007415079",""
"","1007415","","","","1","4","","100931","1007415080",""
"","1007415","","","","se_10031400_bodyfall","23","","se_10031400","1007415081",""
"","1007415","","","","","91","","1007415078","1007415082",""
"0.2","1007415","1","","","mhp_sit_talk_surprise2","3","","117631","1007415083",""
"","1007415","0","","0","vo_mhp_3210","21","","vo_mhp_1007415","1007415084",""
"0","1007415","6","0","1","こ、この人どうなったの？\nもしかして、し、死んじゃった――","11","0","117631","1007415085","0.5"
"","1007415","","","","","91","","0","1007415086",""
"0.2","1007415","1","","","mhp_sit_idle_surprise1","3","","117631","1007415087",""
"0.2","1007415","1","","","mhp_talk_thinking","3","","117531","1007415088",""
"","1007415","0","","0","vo_mhp_3211","21","","vo_mhp_1007415","1007415089",""
"0","1007415","5","0","1","まさか。睡眠薬を打っただけよ。\n彼女に必要なのは余計なことをさせず\nゆっくり休ませることだからね。","11","0","117531","1007415090","0.5"
"","1007415","","","","","91","","0","1007415091",""
"0.2","1007415","1","","","mhp_talk_normal","3","","117531","1007415092",""
"","1007415","0","","0","vo_mhp_3212","21","","vo_mhp_1007415","1007415093",""
"0","1007415","7","0","1","アンナちゃんの弱ってる姿なんて\n面白いものじゃないもの。\nいつもみたいに大騒ぎしてもらわないと\nこっちまで調子が狂うわ。","11","0","117531","1007415094","0.5"
"","1007415","","","","","91","","0","1007415095",""
"0.2","1007415","1","","","mhp_idle_normal","3","","117531","1007415096",""
"0.2","1007415","1","","","mhp_sit_talk_joy2","3","","117631","1007415097",""
"","1007415","0","","0","vo_mhp_3213","21","","vo_mhp_1007415","1007415098",""
"0","1007415","5","0","1","もう、ビックリさせないでよね。\n何だかんだでやっぱり先生は優しいね♪","11","0","117631","1007415099","0.5"
"","1007415","","","","","91","","0","1007415100",""
"0.2","1007415","1","","","mhp_sit_idle_joy2","3","","117631","1007415101",""
"0.2","1007415","1","","","mhp_talk_thinking","3","","117531","1007415102",""
"","1007415","0","","0","vo_mhp_3214","21","","vo_mhp_1007415","1007415103",""
"0","1007415","6","0","1","まあ、よく効く睡眠薬だから\n一週間くらい寝てるかもしれないわね。","11","0","117531","1007415104","0.5"
"","1007415","","","","","91","","0","1007415105",""
"0.2","1007415","1","","","mhp_idle_thinking","3","","117531","1007415106",""
"0.2","1007415","1","","","mhp_sit_idle_surprise2","3","","117631","1007415107",""
"","1007415","0","","0","vo_mhp_3215","21","","vo_mhp_1007415","1007415108",""
"0","1007415","8","0","1","え？","11","0","117631","1007415109","0.5"
"","1007415","","","","","91","","0","1007415110",""
"1","1007415","","1","","1","32","","111","1007415111",""
"1","1007415","","1","","1","32","","120","1007415112",""
"","1007415","","","","se_10031400_rose","23","","se_10031400","1007415113",""
"0.2","1007415","0","0","","mhp_mitsuki_kime","3","","117531","1007415114",""
"","1007415","","","","","93","","1","1007415115",""
"1","1007415","","1","","1","32","","130","1007415116",""
"","1007415","","","","","93","","4","1007415117",""
"1","1007415","","1","","0","32","","130","1007415118",""
"","1007415","","","","","91","","0","1007415119",""
"1.7","1007416","100","-240","-1100","103111","1","0","1","1007416001","mhp_idle_normal"
"1.7","1007416","100","-200","365","117631","1","1","1","1007416002","mhp_sit_idle"
"1.7","1007416","100","-220","185","117531","1","1","1","1007416003","mhp_sit_idle"
"1","1007416","-240","0.85","-154","1","31","","1","1007416004",""
"1.7","1007416","110","-220","-200","11","5","0","1","1007416005","NoItem"
"1.7","1007416","105","-220","-200","12","5","0","1","1007416006","NoItem"
"1.7","1007416","110","-220","185","21","5","1","1","1007416007","NoItem"
"1.7","1007416","105","-220","185","22","5","1","1","1007416008","NoItem"
"0","1007416","1","0","1","1","6","0","11","1007416009",""
"0","1007416","1","0","1","1","6","0","12","1007416010",""
"0","1007416","1","0","1","1","6","0","21","1007416011",""
"0","1007416","1","0","1","1","6","0","22","1007416012",""
"1.7","1007416","110","-240","-1000","31","5","0","1","1007416013","mhp_skull_idle"
"","1007416","","","","","91","","0","1007416014",""
"0.2","1007416","1","","","mhp_sit_talk_normal","3","","117531","1007416015",""
"","1007416","0","","0","vo_mhp_6001","21","","vo_mhp_1007416","1007416016",""
"0","1007416","8","0","1","次の方どうぞー","11","0","117531","1007416017","0.5"
"","1007416","","","","","91","","0","1007416018",""
"0.2","1007416","1","","","mhp_sit_idle","3","","117531","1007416019",""
