543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541
"103611","","","0","","1009811","","4","1009811112","",""
"103611","","","lsv_run","","1009811","1","3","1009811113","0.2",""
"103611","0","0.8","750","","1009811","-220","2","1009811114","",""
"100411","","","0","","1009811","","4","1009811115","",""
"100411","","","lsv_run","","1009811","1","3","1009811116","0.2",""
"100411","0","0.8","850","","1009811","-250","2","1009811117","",""
"0.6","","","","","1009811","","93","1009811118","",""
"102011","0","1","1","0","1009811","1","6","1009811119","0.2",""
"103611","0","1","1","0","1009811","1","6","1009811120","0.2",""
"100411","0","1","1","0","1009811","1","6","1009811121","0.2",""
"0","","","","","1009811","","91","1009811122","",""
"1","-235","-750","103611","0","1009812","102","1","1009812001","1.95","lsv_idle_normal"
"1","-220","650","100411","1","1009812","100","1","1009812002","1.95","lsv_idle_normal"
"1","-250","750","102011","1","1009812","101","1","1009812003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009812","0","5","1009812004","1","lsv_white_loop"
"333","0","1","1","0","1009812","1","6","1009812005","0",""
"103611","0","1","1","0","1009812","1","6","1009812006","0",""
"100411","0","1","1","0","1009812","1","6","1009812007","0",""
"102011","0","1","1","0","1009812","1","6","1009812008","0",""
"103611","","0","2","","1009812","0","7","1009812009","",""
"103611","0","0.5","-750","","1009812","-235","2","1009812010","",""
"1","0.8","10","16","","1009812","-140","31","1009812011","0",""
"16","","0","2","","1009812","0","34","1009812012","",""
"1","","","0","","1009812","","93","1009812013","",""
"333","0.4","1","1","0","1009812","1","6","1009812014","0.8",""
"103611","1","lsv_see_think","lsv_see_think_pre","0","1009812","0","3","1009812015","0.2",""
"103611","0","1.1","-600","","1009812","-235","2","1009812016","",""
"103611","1","1","1","0","1009812","1","6","1009812017","0.4",""
"1","","","","","1009812","","93","1009812018","",""
"16","","","1","","1009812","","32","1009812019","",""
"0","","","","","1009812","","91","1009812020","",""
"103611","80","0","240","","1009812","260","94","1009812021","",""
"16","","","0","","1009812","","32","1009812022","",""
"103611","","0","0","","1009812","2","7","1009812023","",""
"103611","","","lsv_walk","","1009812","1","3","1009812024","0.2",""
"103611","0","2","-250","","1009812","-235","2","1009812025","",""
"100411","","","lsv_walk_joy","","1009812","1","3","1009812026","0.2",""
"100411","0","2","100","","1009812","-220","2","1009812027","",""
"100411","1","1","1","0","1009812","1","6","1009812028","0.4",""
"102011","","","lsv_walk","","1009812","1","3","1009812029","0.2",""
"102011","0","2","270","","1009812","-250","2","1009812030","",""
"102011","1","1","1","0","1009812","1","6","1009812031","0.4",""
"2","","","","","1009812","","93","1009812032","",""
"103611","","","lsv_idle_normal","","1009812","1","3","1009812033","0.2",""
"100411","","","lsv_idle_joy","","1009812","1","3","1009812034","0.2",""
"102011","","","lsv_idle_normal","","1009812","1","3","1009812035","0.2",""
"0.5","","","","","1009812","","93","1009812036","",""
"0","","","","","1009812","","91","1009812037","",""
"103611","","","lsv_talk_normal_sad","","1009812","1","3","1009812038","0.2",""
"vo_lsv","","0","vo_lsv_1221","","1009812","0","21","1009812039","",""
"103611","1","1","ヒミツって…\nもう答えが描いてあるよね？","0","1009812","10","11","1009812040","0","0"
"0","","","","","1009812","","91","1009812041","",""
"103611","","","lsv_idle_normal_sad","","1009812","1","3","1009812042","0.2",""
"102011","","","lsv_talk_sad","","1009812","1","3","1009812043","0.2",""
"vo_lsv","","0","vo_lsv_1222","","1009812","0","21","1009812044","",""
"102011","1","1","ミソギちゃん、\nおにいちゃんに\nイタズラしちゃったの？","0","1009812","10","11","1009812045","0","0"
"0","","","","","1009812","","91","1009812046","",""
"102011","","","lsv_idle_sad","","1009812","1","3","1009812047","0.2",""
"100411","1","lsv_talk_cool_joy_loop","lsv_talk_cool_joy","0.2","1009812","0","3","1009812048","0",""
"vo_lsv","","0","vo_lsv_1223","","1009812","0","21","1009812049","",""
"100411","1","1","ちっちっち！\nこれは想像だよー！\nまだ教えただけっ。","0","1009812","10","11","1009812050","0","0"
"0","","","","","1009812","","91","1009812051","",""
"100411","","","lsv_talk_cool_joy_loop","","1009812","1","3","1009812052","0.2",""
"vo_lsv","","0","vo_lsv_1224","","1009812","0","21","1009812053","",""
"100411","1","1","あと、教えたのはひとつだけ\nじゃないよ？　ミソギ先生の\n授業は盛り沢山だからね！","0","1009812","10","11","1009812054","0","0"
"0","","","","","1009812","","91","1009812055","",""
"100411","","","lsv_idle_cool_joy","","1009812","1","3","1009812056","0.2",""
"103611","","","lsv_talk_bitter_sad","","1009812","1","3","1009812057","0.2",""
"vo_lsv","","0","vo_lsv_1225","","1009812","0","21","1009812058","",""
"103611","1","1","いったいどんなことを\n教えたか、不安だなぁ…","0","1009812","10","11","1009812059","0","0"
"0","","","","","1009812","","91","1009812060","",""
"103611","","","lsv_idle_bitter_sad","","1009812","1","3","1009812061","0.2",""
"103611","1","lsv_look_idle_normal","lsv_choice","0.2","1009812","0","3","1009812062","0",""
"100411","1","lsv_look_idle_normal","lsv_choice","0.2","1009812","0","3","1009812063","0",""
"102011","1","lsv_look_idle_normal","lsv_choice","0.2","1009812","0","3","1009812064","0",""
"0.1","","","0","","1009812","","93","1009812065","",""
"103611","2","0.33","-452","0.2","1009812","-235","2","1009812066","",""
"100411","2","0.33","420","0.2","1009812","-220","2","1009812067","",""
"102011","2","0.33","545","0.2","1009812","-250","2","1009812068","",""
"0","","","0","","1009812","1","22","1009812069","0.2",""
"落とし穴の作り方とか？","","","1009812073","","1009812","0","103","1009812070","",""
"逃げ足講座とか？","","","1009812097","","1009812","0","103","1009812071","",""
"ウソ泣きのやり方とか？","","","1009812121","","1009812","0","103","1009812072","",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009812","0","3","1009812073","0",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009812","0","3","1009812074","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009812","0","3","1009812075","0",""
"0.1","","","0","","1009812","","93","1009812076","",""
"103611","2","0.33","-200","0.2","1009812","-235","2","1009812077","",""
"100411","2","0.33","100","0.2","1009812","-220","2","1009812078","",""
"102011","2","0.33","270","0.2","1009812","-250","2","1009812079","",""
"0.7","","","0","","1009812","","93","1009812080","",""
"102011","1","lsv_talk_surprise_R2","lsv_surprise_R2","0.2","1009812","0","3","1009812081","0",""
"vo_lsv","","0","vo_lsv_1226","","1009812","0","21","1009812082","",""
"102011","1","1","ええっ？\n落とし穴はちょっと危ないよ～","0","1009812","10","11","1009812083","0","0"
"0","","","","","1009812","","91","1009812084","",""
"102011","","","lsv_idle_surprise","","1009812","1","3","1009812085","0.2",""
"100411","","","lsv_talk_bitter","","1009812","1","3","1009812086","0.2",""
"vo_lsv","","0","vo_lsv_1227","","1009812","0","21","1009812087","",""
"100411","1","1","んー…落とし穴はねー\nみゅ～ちゃんがスコップを\n持てなかったから諦めたんだー","0","1009812","10","11","1009812088","0","0"
"0","","","","","1009812","","91","1009812089","",""
"100411","","","lsv_idle_bitter","","1009812","1","3","1009812090","0.2",""
"103611","1","lsv_talk_cool_sad_loop","lsv_talk_cool_sad","0.2","1009812","0","3","1009812091","0",""
"vo_lsv","","0","vo_lsv_1228","","1009812","0","21","1009812092","",""
"103611","1","1","試しはしたんだね…","0","1009812","10","11","1009812093","0","0"
"0","","","","","1009812","","91","1009812094","",""
"103611","","","lsv_idle_normal_sad","","1009812","1","3","1009812095","0.2",""
"1009812145","","","","","1009812","","101","1009812096","",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009812","0","3","1009812097","0",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009812","0","3","1009812098","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009812","0","3","1009812099","0",""
"0.1","","","0","","1009812","","93","1009812100","",""
"103611","2","0.33","-200","0.2","1009812","-235","2","1009812101","",""
"100411","2","0.33","100","0.2","1009812","-220","2","1009812102","",""
"102011","2","0.33","270","0.2","1009812","-250","2","1009812103","",""
"0.7","","","0","","1009812","","93","1009812104","",""
"100411","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","0.2","1009812","0","3","1009812105","0",""
"vo_lsv","","0","vo_lsv_1229","","1009812","0","21","1009812106","",""
"100411","1","1","お！　にいちゃん、するどい！\n正解だよ！\n逃げ足は大事だもんねー","0","1009812","10","11","1009812107","0","0"
"0","","","","","1009812","","91","1009812108","",""
"100411","","","lsv_idle_joy","","1009812","1","3","1009812109","0.2",""
"103611","","","lsv_talk_thinking","","1009812","1","3","1009812110","0.2",""
"vo_lsv","","0","vo_lsv_1230","","1009812","0","21","1009812111","",""
"103611","1","1","逃げ足って…\nでも、確かに自然の中では\n大切なことかも。","0","1009812","10","11","1009812112","0","0"
"0","","","","","1009812","","91","1009812113","",""
"103611","","","lsv_idle_thinking_anger","","1009812","1","3","1009812114","0.2",""
"102011","","","lsv_talk_wish_joy","","1009812","1","3","1009812115","0.2",""
"vo_lsv","","0","vo_lsv_1231","","1009812","0","21","1009812116","",""
"102011","1","1","かけっこが得意な\nみゅ～ちゃんもかわいいね～","0","1009812","10","11","1009812117","0","0"
"0","","","","","1009812","","91","1009812118","",""
"102011","","","lsv_idle_wish_joy","","1009812","1","3","1009812119","0.2",""
"1009812145","","","","","1009812","","101","1009812120","",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009812","0","3","1009812121","0",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009812","0","3","1009812122","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009812","0","3","1009812123","0",""
"0.1","","","0","","1009812","","93","1009812124","",""
"103611","2","0.33","-200","0.2","1009812","-235","2","1009812125","",""
"100411","2","0.33","100","0.2","1009812","-220","2","1009812126","",""
"102011","2","0.33","270","0.2","1009812","-250","2","1009812127","",""
"0.7","","","0","","1009812","","93","1009812128","",""
"100411","","","lsv_idle_sad3","","1009812","1","3","1009812129","0.2",""
"vo_lsv","","0","vo_lsv_1232","","1009812","0","21","1009812130","",""
"100411","1","1","…ぐすん。\nミソギ、ウソ泣きなんて\n教えてないもん…ぐすぐす…","0","1009812","10","11","1009812131","0","0"
"0","","","","","1009812","","91","1009812132","",""
"100411","","","lsv_idle_sad3","","1009812","1","3","1009812133","0.2",""
"102011","","","lsv_talk_sad3","","1009812","1","3","1009812134","0.2",""
"vo_lsv","","0","vo_lsv_1233","","1009812","0","21","1009812135","",""
"102011","1","1","わわ…！\nミソギちゃん、泣かないで～","0","1009812","10","11","1009812136","0","0"
"0","","","","","1009812","","91","1009812137","",""
"102011","","","lsv_idle_sad","","1009812","1","3","1009812138","0.2",""
"103611","1","lsv_talk_cool_sad_loop","lsv_talk_cool_sad","0.2","1009812","0","3","1009812139","0",""
"vo_lsv","","0","vo_lsv_1234","","1009812","0","21","1009812140","",""
"103611","1","1","…これは間違いなく\n教えましたね。\nまったくもう…","0","1009812","10","11","1009812141","0","0"
"0","","","","","1009812","","91","1009812142","",""
"103611","","","lsv_idle_cool_sad","","1009812","1","3","1009812143","0.2",""
"1009812145","","","","","1009812","","101","1009812144","",""
"0","","","","","1009812","","91","1009812145","",""
"","","","","","1009812","","102","1009812146","",""
"0","","","0.2","","1009812","","22","1009812147","",""
"0.2","","","","","1009812","","93","1009812148","",""
"100411","0","0","10","0","1009812","1","12","1009812149","0","0"
"100411","1","lsv_eieio_loop","lsv_eieio","0.2","1009812","0","3","1009812150","0",""
"3","","","0","","1009812","","93","1009812151","",""
"100411","","","lsv_idle_cool_joy","","1009812","1","3","1009812152","0.2",""
"102011","0","0","4","0","1009812","1","12","1009812153","0","0"
"102011","1","lsv_talk_surprise","lsv_surprise","0.2","1009812","0","3","1009812154","0",""
"3","","","0","","1009812","","93","1009812155","",""
"102011","","","lsv_idle_wish_joyR","","1009812","1","3","1009812156","0.2",""
"103611","0","0","2","0","1009812","1","12","1009812157","0","0"
"103611","","","lsv_talk_sad","","1009812","1","3","1009812158","0.2",""
"3","","","0","","1009812","","93","1009812159","",""
"103611","","","lsv_idle_sad","","1009812","1","3","1009812160","0.2",""
"1009812149","","","","","1009812","","101","1009812161","",""
"333","0","1","1","0","1009812","1","6","1009812162","1",""
"103611","","","1","","1009812","","4","1009812163","",""
"103611","","","lsv_run","","1009812","1","3","1009812164","0.2",""
"103611","0","0.8","-750","","1009812","-235","2","1009812165","",""
"100411","","","0","","1009812","","4","1009812166","",""
"100411","","","lsv_run","","1009812","1","3","1009812167","0.2",""
"100411","0","0.8","750","","1009812","-220","2","1009812168","",""
"102011","","","0","","1009812","","4","1009812169","",""
"102011","","","lsv_run","","1009812","1","3","1009812170","0.2",""
"102011","0","0.8","850","","1009812","-250","2","1009812171","",""
"0.6","","","","","1009812","","93","1009812172","",""
"103611","0","1","1","0","1009812","1","6","1009812173","0.2",""
"100411","0","1","1","0","1009812","1","6","1009812174","0.2",""
"102011","0","1","1","0","1009812","1","6","1009812175","0.2",""
"0","","","","","1009812","","91","1009812176","",""
"1","-235","-750","100411","0","1009813","102","1","1009813001","1.95","lsv_idle_normal"
"1","-220","650","103611","1","1009813","100","1","1009813002","1.95","lsv_idle_normal"
"1","-250","750","102011","1","1009813","101","1","1009813003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009813","0","5","1009813004","1","lsv_white_loop"
"333","0","1","1","0","1009813","1","6","1009813005","0",""
"100411","0","1","1","0","1009813","1","6","1009813006","0",""
"103611","0","1","1","0","1009813","1","6","1009813007","0",""
"102011","0","1","1","0","1009813","1","6","1009813008","0",""
"100411","","0","2","","1009813","0","7","1009813009","",""
"100411","0","0.5","-750","","1009813","-235","2","1009813010","",""
"1","0.8","10","16","","1009813","-140","31","1009813011","0",""
"16","","0","2","","1009813","0","34","1009813012","",""
"1","","","0","","1009813","","93","1009813013","",""
"333","0.4","1","1","0","1009813","1","6","1009813014","0.8",""
"100411","1","lsv_see_think","lsv_see_think_pre","0","1009813","0","3","1009813015","0.2",""
"100411","0","1.1","-600","","1009813","-235","2","1009813016","",""
"100411","1","1","1","0","1009813","1","6","1009813017","0.4",""
"1","","","","","1009813","","93","1009813018","",""
"16","","","1","","1009813","","32","1009813019","",""
"0","","","","","1009813","","91","1009813020","",""
"100411","80","0","240","","1009813","260","94","1009813021","",""
"16","","","0","","1009813","","32","1009813022","",""
"100411","","0","0","","1009813","2","7","1009813023","",""
"100411","","","lsv_walk","","1009813","1","3","1009813024","0.2",""
"100411","0","2","-250","","1009813","-235","2","1009813025","",""
"103611","","","lsv_walk_joy","","1009813","1","3","1009813026","0.2",""
"103611","0","2","100","","1009813","-220","2","1009813027","",""
"103611","1","1","1","0","1009813","1","6","1009813028","0.4",""
"102011","","","lsv_walk","","1009813","1","3","1009813029","0.2",""
"102011","0","2","270","","1009813","-250","2","1009813030","",""
"102011","1","1","1","0","1009813","1","6","1009813031","0.4",""
"2","","","","","1009813","","93","1009813032","",""
"100411","","","lsv_idle_normal_talkR","","1009813","1","3","1009813033","0.2",""
"103611","","","lsv_idle_joy","","1009813","1","3","1009813034","0.2",""
"102011","","","lsv_idle_normal","","1009813","1","3","1009813035","0.2",""
"0.5","","","","","1009813","","93","1009813036","",""
"0","","","","","1009813","","91","1009813037","",""
"100411","","","lsv_talk_sad","","1009813","1","3","1009813038","0.2",""
"vo_lsv","","0","vo_lsv_1321","","1009813","0","21","1009813039","",""
"100411","1","1","うう…なんだかほんとに\n学校の先生みたいなこと\n書いてるね…","0","1009813","10","11","1009813040","0","0"
"0","","","","","1009813","","91","1009813041","",""
"100411","","","lsv_idle_surprise_talkR1","","1009813","1","3","1009813042","0.2",""
"103611","1","lsv_talk_doya_loop","lsv_talk_doya","0.2","1009813","0","3","1009813043","0",""
"vo_lsv","","0","vo_lsv_1322","","1009813","0","21","1009813044","",""
"103611","1","1","だって今日は私が先生だもん。\n先生らしくしなくっちゃ！","0","1009813","10","11","1009813045","0","0"
"0","","","","","1009813","","91","1009813046","",""
"103611","","","lsv_idle_doya","","1009813","1","3","1009813047","0.2",""
"102011","","","lsv_talk_wish_joy","","1009813","1","3","1009813048","0.2",""
"vo_lsv","","0","vo_lsv_1323","","1009813","0","21","1009813049","",""
"102011","1","1","キョウカちゃん、\n張りきってたもんね♪\nどんなお勉強をしたの？","0","1009813","10","11","1009813050","0","0"
"0","","","","","1009813","","91","1009813051","",""
"102011","","","lsv_idle_wish_joy","","1009813","1","3","1009813052","0.2",""
"103611","","","lsv_talk_cool_joy_loop","","1009813","1","3","1009813053","0.2",""
"vo_lsv","","0","vo_lsv_1324","","1009813","0","21","1009813054","",""
"103611","1","1","ミミ、いい質問ですね。\nそれでは…\nここでみんなに問題です。","0","1009813","10","11","1009813055","0","0"
"0","","","","","1009813","","91","1009813056","",""
"103611","","","lsv_idle_cool_joy","","1009813","1","3","1009813057","0.2",""
"100411","1","lsv_talk_cool_sad_loop","lsv_talk_cool_sad","0.2","1009813","0","3","1009813058","0",""
"vo_lsv","","0","vo_lsv_1325","","1009813","0","21","1009813059","",""
"100411","1","1","急に先生っぽくしてる…！\n…ね、にいちゃんから\n何か言ってやってよっ。","0","1009813","10","11","1009813060","0","0"
"0","","","","","1009813","","91","1009813061","",""
"100411","","","lsv_idle_cool_sad","","1009813","1","3","1009813062","0.2",""
"100411","1","lsv_look_idle_normal","lsv_choice","0.2","1009813","0","3","1009813063","0",""
"103611","1","lsv_look_idle_normal","lsv_choice","0.2","1009813","0","3","1009813064","0",""
"102011","1","lsv_look_idle_normal","lsv_choice","0.2","1009813","0","3","1009813065","0",""
"0.1","","","0","","1009813","","93","1009813066","",""
"100411","2","0.33","-452","0.2","1009813","-235","2","1009813067","",""
"103611","2","0.33","420","0.2","1009813","-220","2","1009813068","",""
"102011","2","0.33","545","0.2","1009813","-250","2","1009813069","",""
"0","","","0","","1009813","1","22","1009813070","0.2",""
"はい、先生！","","","1009813074","","1009813","0","103","1009813071","",""
"寝たふりをしよう。","","","1009813096","","1009813","0","103","1009813072","",""
"どんな問題が来るのかなぁ。","","","1009813119","","1009813","0","103","1009813073","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009813","0","3","1009813074","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009813","0","3","1009813075","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009813","0","3","1009813076","0",""
"0.1","","","0","","1009813","","93","1009813077","",""
"100411","2","0.33","-200","0.2","1009813","-235","2","1009813078","",""
"103611","2","0.33","100","0.2","1009813","-220","2","1009813079","",""
"102011","2","0.33","270","0.2","1009813","-250","2","1009813080","",""
"0.7","","","0","","1009813","","93","1009813081","",""
"100411","1","lsv_surprise3_loop","lsv_surprise3","0.2","1009813","0","3","1009813082","0",""
"vo_lsv","","0","vo_lsv_1326","","1009813","0","21","1009813083","",""
"100411","1","1","ノリノリだー！？","0","1009813","10","11","1009813084","0","0"
"0","","","","","1009813","","91","1009813085","",""
"103611","","","lsv_talk_thinking_joyR","","1009813","1","3","1009813086","0.2",""
"vo_lsv","","0","vo_lsv_1327","","1009813","0","21","1009813087","",""
"103611","1","1","いいお返事ですね。\nでは、みんなで\nおさらいしてみましょうか。","0","1009813","10","11","1009813088","0","0"
"0","","","","","1009813","","91","1009813089","",""
"103611","","","lsv_idle_thinking_joy1","","1009813","1","3","1009813090","0.2",""
"102011","1","lsv_idle_joy","lsv_handsup_joy","0.2","1009813","0","3","1009813091","0",""
"vo_lsv","","0","vo_lsv_1328","","1009813","0","21","1009813092","",""
"102011","1","1","は～い、わかりましたっ。\nキョウカちゃん先生♪","0","1009813","10","11","1009813093","0","0"
"0","","","","","1009813","","91","1009813094","",""
"1009813143","","","","","1009813","","101","1009813095","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009813","0","3","1009813096","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009813","0","3","1009813097","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009813","0","3","1009813098","0",""
"0.1","","","0","","1009813","","93","1009813099","",""
"100411","2","0.33","-200","0.2","1009813","-235","2","1009813100","",""
"103611","2","0.33","100","0.2","1009813","-220","2","1009813101","",""
"102011","2","0.33","270","0.2","1009813","-250","2","1009813102","",""
"0.7","","","0","","1009813","","93","1009813103","",""
"100411","1","lsv_sleep","lsv_look_idle_sad_wink","0.2","1009813","0","3","1009813104","0.2",""
"vo_lsv","","0","vo_lsv_1329","","1009813","0","21","1009813105","",""
"100411","1","1","そ…\nそれだよ、にいちゃんっ。\n……ぐーぐーぐー","0","1009813","10","11","1009813106","0","0"
"0","","","","","1009813","","91","1009813107","",""
"100411","","","lsv_sleep","","1009813","1","3","1009813108","0.2",""
"103611","1","lsv_exactly_loop","lsv_exactly_in","0.2","1009813","0","3","1009813109","0",""
"vo_lsv","","0","vo_lsv_1330","","1009813","0","21","1009813110","",""
"103611","1","1","はい、そこの二人！\n授業中に寝ない！","0","1009813","10","11","1009813111","0","0"
"0","","","","","1009813","","91","1009813112","",""
"103611","","","lsv_idle_arm_crossed","","1009813","1","3","1009813113","0.2",""
"102011","1","lsv_surprise3_pain_loop","lsv_surprise3_pain","0.2","1009813","0","3","1009813114","0",""
"vo_lsv","","0","vo_lsv_1331","","1009813","0","21","1009813115","",""
"102011","1","1","二人とも、起きて～！\n一緒にお勉強しようよ～！","0","1009813","10","11","1009813116","0","0"
"0","","","","","1009813","","91","1009813117","",""
"1009813143","","","","","1009813","","101","1009813118","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009813","0","3","1009813119","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009813","0","3","1009813120","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009813","0","3","1009813121","0",""
"0.1","","","0","","1009813","","93","1009813122","",""
"100411","2","0.33","-200","0.2","1009813","-235","2","1009813123","",""
"103611","2","0.33","100","0.2","1009813","-220","2","1009813124","",""
"102011","2","0.33","270","0.2","1009813","-250","2","1009813125","",""
"0.7","","","0","","1009813","","93","1009813126","",""
"100411","","","lsv_talk_bitter_sad","","1009813","1","3","1009813127","0.2",""
"vo_lsv","","0","vo_lsv_1332","","1009813","0","21","1009813128","",""
"100411","1","1","あ、そっち？\nキョウカの先生キャラに\nツッコミはないんだ…","0","1009813","10","11","1009813129","0","0"
"0","","","","","1009813","","91","1009813130","",""
"100411","","","lsv_idle_bitter","","1009813","1","3","1009813131","0.2",""
"103611","1","lsv_exactly_loop","lsv_exactly_in","0.2","1009813","0","3","1009813132","0",""
"vo_lsv","","0","vo_lsv_1333","","1009813","0","21","1009813133","",""
"103611","1","1","ミソギさん？\n先生にキャラとか\n言わないように！","0","1009813","10","11","1009813134","0","0"
"0","","","","","1009813","","91","1009813135","",""
"103611","","","lsv_idle_arm_crossed","","1009813","1","3","1009813136","0.2",""
"102011","","","lsv_talk_surprise_talkjoy","","1009813","1","3","1009813137","0.2",""
"vo_lsv","","0","vo_lsv_1334","","1009813","0","21","1009813138","",""
"102011","1","1","わぁっ…！\n本当の先生みた～い！\nちゃんとお勉強しなくちゃ…！","0","1009813","10","11","1009813139","0","0"
"0","","","","","1009813","","91","1009813140","",""
"102011","","","lsv_idle_surprise_joy","","1009813","1","3","1009813141","0.2",""
"1009813143","","","","","1009813","","101","1009813142","",""
"0","","","","","1009813","","91","1009813143","",""
"","","","","","1009813","","102","1009813144","",""
"0","","","0.2","","1009813","","22","1009813145","",""
"0.2","","","","","1009813","","93","1009813146","",""
"102011","0","0","5","0","1009813","1","12","1009813147","0","0"
"102011","","","lsv_talk_surprise","","1009813","1","3","1009813148","0.2",""
"3","","","0","","1009813","","93","1009813149","",""
"102011","","","lsv_idle_surprise","","1009813","1","3","1009813150","0.2",""
"103611","0","0","10","0","1009813","1","12","1009813151","0","0"
"103611","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0.2","1009813","0","3","1009813152","0",""
"3","","","0","","1009813","","93","1009813153","",""
"103611","","","lsv_idle_cool_joy","","1009813","1","3","1009813154","0.2",""
"100411","0","0","2","0","1009813","1","12","1009813155","0","0"
"100411","","","lsv_talk_bitter","","1009813","1","3","1009813156","0.2",""
"3","","","0","","1009813","","93","1009813157","",""
"100411","","","lsv_idle_normal_talkR","","1009813","1","3","1009813158","0.2",""
"1009813147","","","","","1009813","","101","1009813159","",""
"333","0","1","1","0","1009813","1","6","1009813160","1",""
"100411","","","1","","1009813","","4","1009813161","",""
"100411","","","lsv_run","","1009813","1","3","1009813162","0.2",""
"100411","0","0.8","-750","","1009813","-235","2","1009813163","",""
"103611","","","0","","1009813","","4","1009813164","",""
"103611","","","lsv_run","","1009813","1","3","1009813165","0.2",""
"103611","0","0.8","750","","1009813","-220","2","1009813166","",""
"102011","","","0","","1009813","","4","1009813167","",""
"102011","","","lsv_run","","1009813","1","3","1009813168","0.2",""
"102011","0","0.8","850","","1009813","-250","2","1009813169","",""
"0.6","","","","","1009813","","93","1009813170","",""
"100411","0","1","1","0","1009813","1","6","1009813171","0.2",""
"103611","0","1","1","0","1009813","1","6","1009813172","0.2",""
"102011","0","1","1","0","1009813","1","6","1009813173","0.2",""
"0","","","","","1009813","","91","1009813174","",""
"1","-235","-650","122811","0","1009814","102","1","1009814001","1.95","lsv_idle_normal"
"1","-220","650","122911","1","1009814","100","1","1009814002","1.95","lsv_idle_normal"
"1","-250","750","122711","1","1009814","101","1","1009814003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009814","0","5","1009814004","1","lsv_white_loop"
"333","0","1","1","0","1009814","1","6","1009814005","0",""
"122811","0","1","1","0","1009814","1","6","1009814006","0",""
"122911","0","1","1","0","1009814","1","6","1009814007","0",""
"122711","0","1","1","0","1009814","1","6","1009814008","0",""
"bgm_M610","","0","bgm_M610","","1009814","0","25","1009814009","",""
"1","","","0","","1009814","","93","1009814010","",""
"333","0.4","1","1","0","1009814","1","6","1009814011","0.8",""
"122911","","","lsv_walk","","1009814","1","3","1009814012","0.2",""
"122911","0","2","100","","1009814","-220","2","1009814013","",""
"122911","1","1","1","0","1009814","1","6","1009814014","0.4",""
"122711","","","lsv_walk","","1009814","1","3","1009814015","0.2",""
"122711","0","2","270","","1009814","-250","2","1009814016","",""
"122711","1","1","1","0","1009814","1","6","1009814017","0.4",""
"2","","","0","","1009814","","93","1009814018","",""
"122911","","","lsv_idle_normal","","1009814","1","3","1009814019","0.2",""
"122711","","","lsv_idle_normal","","1009814","1","3","1009814020","0.2",""
"0.6","","","0","","1009814","","93","1009814021","",""
"122711","","","lsv_idle_sad","","1009814","1","3","1009814022","0.2",""
"122911","","","lsv_idle_sad","","1009814","1","3","1009814023","0.2",""
"vo_lsv","","0","vo_lsv_1421","","1009814","0","21","1009814024","",""
"122711","1","1","…………","0","1009814","10","11","1009814025","0","0"
"122911","1","1","…………","0","1009814","10","11","1009814026","0","0"
"0","","","","","1009814","","91","1009814027","",""
"122711","","","lsv_idle_normal","","1009814","1","3","1009814028","0.2",""
"122911","","","lsv_idle_normal","","1009814","1","3","1009814029","0.2",""
