bf74ae2615a636a35b5079eeaf833a13ec8608e5a500811a28cb5a2db41626f9,94dfb496c62c0c91d1100539a145dbf7812d5c6688f8a83c9609ff1a89136427,d4f8c53075319ee337b2641bf6f56e14e6b06f948b397df7ad2be8a235432f36,82672d6575d0dba270511195360c2d46e826a8d9d411b6894dbaf16cb6f051a4,788d2f1402b75a5d6926ee9a908c4f2cbbf9495509554685bd082dea54445120,8ba5402da24156e7a7eb572df6b01bce10ff7c816fbe428dc7c5fffe797be48b,c871c35b7d267179264e5b5c3d439e1eac80b41f807a2405dfa52097a255aaac,e8f742ce4dbb002451abecaf1aaa1eb7fa4c9611ca217adbc075ae6ff3f6456e,67e7ec60ba83e4830d2759eae7a14f100fa905d9bfdb38fa14b6ea89b6d3a5f3,b25f94ee6d962c81340ffde8a854daf02d023e70aac8d13631020bd4adda7308,28c202be1277253f9f390cabb9e9ce631fbe7c6fe76ecf0393097aee37b23dac
"68071","0.2","0","3","0","106011","","surprise3_in_anger2","1","surprise3_loop_anger2","5146068"
"68072","0.2","0","3","0","1060","","surprise3_in_anger2","1","surprise3_loop_anger2","5146068"
"68073","","0","21","","vo_apg","","vo_apg_0808","","0","5146068"
"68074","0","10","11","0","106011","0","ハンドルとドーナツ間違えんな～っ！","1","1","5146068"
"68075","","","91","","0","","","","","5146068"
"68076","","","4","","106011","","0","","","5146068"
"68077","","","4","","1060","","0","","","5146068"
"68078","0.2","1","3","","106011","","surprise3_loop_surprise_slow","","","5146068"
"68079","0.2","1","3","","1060","","surprise3_loop_surprise_slow","","","5146068"
"68080","0.2","0","3","0","105811","","peko_slurp_in","1","peko_slurp_loop","5146068"
"68081","0.2","0","3","0","1058","","peko_slurp_in","1","peko_slurp_loop","5146068"
"68082","0.2","0","3","0","130911","","takeout_in","1","takeout_talk","5146068"
"68083","0.2","0","3","0","97","","takeout_in","1","takeout_talk","5146068"
"68084","","0","21","","vo_apg","","vo_apg_0809","","0","5146068"
"68085","0","10","11","0","130911","0","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","1","1","5146068"
"68086","","","91","","0","","","","","5146068"
"68087","0.2","1","3","","130911","","takeout_idle","","","5146068"
"68088","0.2","1","3","","97","","takeout_idle","","","5146068"
"68089","0.2","1","3","","105811","","peko_slurp_loop","","","5146068"
"68090","0.2","1","3","","1058","","peko_slurp_loop","","","5146068"
"68091","0.2","0","3","0.2","106011","","cool_idle_jitome","1","cool_talk_jitome","5146068"
"68092","0.2","0","3","0.2","1060","","cool_idle_jitome_in","1","cool_talk_jitome","5146068"
"68093","","0","21","","vo_apg","","vo_apg_0810","","0","5146068"
"68094","0","10","11","0","106011","0","……\nドーナツはドーナツなのね…","1","1","5146068"
"68095","","","91","","0","","","","","5146068"
"68096","","","101","","68097","","","","","5146068"
"68097","","","22","","0","","0.2","","","5146068"
"69001","1.8","100","1","0","1","riri_idle","131311","-278","-225","5146069"
"69002","1.8","101","5","0","5","riri_idle","1313","-278","-225","5146069"
"69003","1.8","103","1","0","1","idle_normal","131411","-288","-385","5146069"
"69004","1.8","104","5","0","2","idle_normal","1314","-288","-385","5146069"
"69005","1.8","106","1","1","1","joy_idle_noface","130911","-278","225","5146069"
"69006","1.8","107","5","1","1","joy_idle_kururu","98","-278","225","5146069"
"69007","","","13","","131311","","200","","","5146069"
"69008","","","13","","131411","","203","","","5146069"
"69009","","","13","","130911","","206","","","5146069"
"69010","0.85","15","5","0","9","idle","9","-174","0","5146069"
"69011","1","210","5","0","22","empty","22","12","-307","5146069"
"69012","1","60","5","0","21","empty","21","153","0","5146069"
"69013","1","0","31","","1","","1","1","0","5146069"
"69014","","","91","","0","","0","","","5146069"
"69015","","0","102","","0","","0","","","5146069"
"69016","","","93","","1","","0","","","5146069"
"69017","0.2","1","3","","131311","","riri_talk_noface","","","5146069"
"69018","0.2","1","3","","1313","","riri_talk_noface","","","5146069"
"69019","0.2","1","3","","131411","","idle_normal_surprise_lookupS","","","5146069"
"69020","0.2","1","3","","1314","","idle_normal_surprise_lookupS","","","5146069"
"69021","","0","21","","vo_apg","","vo_apg_0901","","0","5146069"
"69022","0","10","11","0","131311","0","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","1","1","5146069"
"69023","","","91","","0","","","","","5146069"
"69024","0.2","1","3","","131311","","riri_idle_lookup","","","5146069"
"69025","0.2","1","3","","1313","","riri_idle_lookup","","","5146069"
"69026","0","0","3","","21","","coffee_2_in","","","5146069"
"69027","","0","23","","se_10055900","","se_10055900_photo","","","5146069"
"69028","","","93","","0.1","","0","","","5146069"
"69029","0.2","0","3","0.2","131411","","idle_normal_surprise_lookup","1","talk_normal_joy_lookup","5146069"
"69030","0.2","0","3","0.2","1314","","idle_normal_surprise_lookup","1","talk_normal_joy_lookup","5146069"
"69031","","0","21","","vo_apg","","vo_apg_0902","","0","5146069"
"69032","0","10","11","0","131411","0","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","1","1","5146069"
"69033","","","91","","0","","","","","5146069"
"69034","0.2","1","3","","131311","","riri_idle_surprise","","","5146069"
"69035","0.2","1","3","","1313","","riri_idle_surprise","","","5146069"
"69036","0.2","1","3","","131411","","idle_normal_surprise","","","5146069"
"69037","0.2","1","3","","1314","","idle_normal_surprise","","","5146069"
"69038","0.2","0","3","0.2","130911","","handsup_to_talk","1","talk_normal_joy","5146069"
"69039","0.2","1","3","0.2","98","","handsup","","","5146069"
"69040","","0","21","","vo_apg","","vo_apg_0903","","0","5146069"
"69041","0","10","11","0","130911","0","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","1","1","5146069"
"69042","","","91","","0","","","","","5146069"
"69043","0.2","1","3","","130911","","joy_talk_anger","","","5146069"
"69044","","0","21","","vo_apg","","vo_apg_0904","","0","5146069"
"69045","0","10","11","0","130911","0","これはですねっ！\n『隠れかばばん君』です♪","1","1","5146069"
"69046","","","91","","0","","","","","5146069"
"69047","0.2","1","3","","130911","","joy_idle_doya","","","5146069"
"69048","0.2","0","3","0","131311","","notice_in_shy","1","notice_loop_shy","5146069"
"69049","0.2","0","3","0","1313","","notice_in_shy","1","notice_loop_shy","5146069"
"69050","0.2","1","3","","131411","","surprise_talk_normal","","","5146069"
"69051","0.2","1","3","","1314","","surprise_talk_normal","","","5146069"
"69052","","0","21","","vo_apg","","vo_apg_0905","","0","5146069"
"69053","0","0","3","","22","","0905_in","","","5146069"
"69054","","","93","","1.2","","1","","","5146069"
"69055","0","0","3","","22","","0905_mid","","","5146069"
"69056","","","92","","","","","","","5146069"
"69057","0","0","3","","22","","0905_out","","","5146069"
"69058","","","93","","0.2","","0","","","5146069"
"69059","","","91","","0","","","","","5146069"
"69060","0.2","1","3","","131311","","riri_sad_talk_dead","","","5146069"
"69061","0.2","1","3","","1313","","riri_sad_talk_dead","","","5146069"
"69062","0.2","1","3","","131411","","surprise_idle","","","5146069"
"69063","0.2","1","3","","1314","","surprise_idle","","","5146069"
"69064","0.2","1","3","","130911","","idle_normal_surprise2","","","5146069"
"69065","","0","21","","vo_apg","","vo_apg_0906","","0","5146069"
"69066","0","10","11","0","131311","0","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","1","1","5146069"
"69067","","","91","","0","","","","","5146069"
"69068","0.2","1","3","","131311","","riri_sad_idle","","","5146069"
"69069","0.2","1","3","","1313","","riri_sad_idle","","","5146069"
"69070","0.2","0","3","0.2","130911","","watawata","1","talk_normal_dere","5146069"
"69071","0.2","0","3","0.2","98","","watawata","1","talk_normal_dere","5146069"
"69072","","0","21","","vo_apg","","vo_apg_0907","","0","5146069"
"69073","0","10","11","0","130911","0","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","1","1","5146069"
"69074","","","91","","0","","","","","5146069"
"69075","0.2","1","3","","130911","","idle_normal_noface","","","5146069"
"69076","0.2","1","3","","98","","idle_normal_kururu","","","5146069"
"69077","0","0","3","","21","","coffee_2_out","","","5146069"
"69078","0.2","1","3","","131411","","clear_wish_talk_joy","","","5146069"
"69079","0.2","1","3","","1314","","clear_wish_talk_joy","","","5146069"
"69080","","0","21","","vo_apg","","vo_apg_0908","","0","5146069"
"69081","0","10","11","0","131411","0","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","1","1","5146069"
"69082","","","91","","0","","","","","5146069"
"69083","0.2","1","3","","131411","","clear_wish_idle","","","5146069"
"69084","0.2","1","3","","1314","","clear_wish_idle","","","5146069"
"69085","0.2","1","3","","131311","","guts2_talk_joy3","","","5146069"
"69086","0.2","1","3","","1313","","guts2_talk_joy3","","","5146069"
"69087","","0","21","","vo_apg","","vo_apg_0909","","0","5146069"
"69088","0","10","11","0","131311","0","はい、リアさん！","1","1","5146069"
"69089","","","91","","0","","","","","5146069"
"69090","0.2","1","3","","131311","","riri_idle","","","5146069"
"69091","0.2","1","3","","1313","","riri_idle","","","5146069"
"69092","0.2","1","3","","131411","","clear_wish_idle_normal","","","5146069"
"69093","0.2","1","3","","1314","","clear_wish_idle_normal","","","5146069"
"69094","0.2","1","3","","130911","","talk_normal_anger","","","5146069"
"69095","0.2","1","3","","98","","talk_normal","","","5146069"
"69096","","0","21","","vo_apg","","vo_apg_0910","","0","5146069"
"69097","0","10","11","0","130911","0","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","1","1","5146069"
"69098","","","91","","0","","","","","5146069"
"69099","0.2","1","3","","130911","","idle_normal_noface","","","5146069"
"69100","0.2","1","3","","98","","idle_normal_kururu","","","5146069"
"69101","0.2","0","3","0","131311","","riri_bow","1","idle_normal_joy2","5146069"
"69102","0.2","0","3","0","1313","","riri_bow","1","idle_normal_joy2","5146069"
"69103","0.2","0","3","0.2","131411","","clear_agree","1","idle_normal_joy2","5146069"
"69104","0.2","0","3","0.2","1314","","clear_agree","1","idle_normal_joy2","5146069"
"69105","","0","21","","vo_apg","","vo_apg_0911","","0","5146069"
"69106","0","0","3","","22","","0911_in","","","5146069"
"69107","","","93","","0.9","","1","","","5146069"
"69108","0","0","3","","22","","0911_mid","","","5146069"
"69109","","","92","","","","","","","5146069"
"69110","0","0","3","","22","","0911_out","","","5146069"
"69111","","","93","","0.2","","0","","","5146069"
"69112","","","91","","0","","","","","5146069"
"69113","","","4","","130911","","0","","","5146069"
"69114","","","4","","98","","0","","","5146069"
"69115","0.2","1","3","","131311","","walk_normal_slow","","","5146069"
"69116","0.2","1","3","","1313","","walk_normal_slow","","","5146069"
"69117","0.2","1","3","","131411","","walk_normal_slow","","","5146069"
"69118","0.2","1","3","","1314","","walk_normal_slow","","","5146069"
"69119","0.2","1","3","","130911","","walk_kyapi_slow","","","5146069"
"69120","0.2","1","3","","98","","walk_kyapi_slow","","","5146069"
"69121","","-278","2","","131311","","-75","0","1.5","5146069"
"69122","","-278","2","","1313","","-75","0","1.5","5146069"
"69123","","-288","2","","131411","","-225","0","1.5","5146069"
"69124","","-288","2","","1314","","-225","0","1.5","5146069"
"69125","","-278","2","","130911","","325","0","1.5","5146069"
"69126","","","93","","1.5","","0","","","5146069"
"69127","","","4","","131311","","1","","","5146069"
"69128","","","4","","1313","","1","","","5146069"
"69129","","","4","","130911","","1","","","5146069"
"69130","0.2","1","3","","131311","","idle_normal_surprise","","","5146069"
"69131","0.2","1","3","","1313","","idle_normal_surprise","","","5146069"
"69132","0.2","0","3","0","131411","","notice_in_dere","1","notice_loop_dere","5146069"
"69133","0.2","0","3","0","1314","","notice_in_dere","1","notice_loop_dere","5146069"
"69134","0.2","1","3","","130911","","idle_normal_surprise","","","5146069"
"69135","","0","21","","vo_apg","","vo_apg_0912","","0","5146069"
"69136","0","10","11","0","131411","0","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","1","1","5146069"
"69137","","","91","","0","","","","","5146069"
"69138","0.2","0","3","","130911","","hawawa","","","5146069"
"69139","","0","21","","vo_apg","","vo_apg_0913","","0","5146069"
"69140","-30","10","11","0","130911","0","はわわっ！？","1","1","5146069"
"69141","","","91","","0","","","","","5146069"
"69142","0.1","0","3","","130911","","bowbowbow","","","5146069"
"69143","","","4","","131311","","0","","","5146069"
"69144","","","4","","1313","","0","","","5146069"
"69145","0.2","1","3","","131311","","riri_talk_noervous","","","5146069"
"69146","0.2","1","3","","1313","","riri_talk_noervous","","","5146069"
"69147","0.2","0","3","0","131411","","clear_smile_in","1","clear_smile_idle","5146069"
"69148","0.2","0","3","0","1314","","clear_smile_in","1","clear_smile_idle","5146069"
"69149","0","2","12","0","131311","0","2","0","0","5146069"
"69150","0","2","12","0","131411","0","2","0","0","5146069"
"69151","-30","2","12","0","130911","0","2","0","0","5146069"
"69152","","","93","","2","","0","","","5146069"
"69153","","","101","","69154","","","","","5146069"
"69154","","","22","","0","","0.2","","","5146069"
"70001","1.8","106","1","1","1","walk_normal_joy","102111","-278","0","5146070"
"70002","1.8","107","5","0","1","idle_normal","99","-278","-195","5146070"
"70003","1.8","108","1","1","1","idle_normal_noface","130911","-278","195","5146070"
"70004","1.8","109","5","1","1","idle_normal_kururu","98","-278","195","5146070"
"70005","","","13","","102111","","206","","","5146070"
"70006","","","13","","130911","","208","","","5146070"
"70007","0.85","15","5","0","10","idle","10","-174","0","5146070"
"70008","1","290","5","0","20","empty","20","48","-237","5146070"
"70009","1","0","31","","1","","1","1","0","5146070"
"70010","1","0","31","","2","","2","1","-57.7","5146070"
"70011","","","37","","2","","black","","","5146070"
"70012","0","-176","31","","14","","14","1","-278","5146070"
"70013","","","91","","0","","0","","","5146070"
"70014","","0","102","","0","","0","","","5146070"
"70015","","","93","","0.4","","0","","","5146070"
"70016","","","37","","2","","iris_out","","","5146070"
"70017","","-278","2","","102111","","-195","0","2","5146070"
"70018","","","93","","2","","0","","","5146070"
"70019","","","4","","102111","","0","","","5146070"
"70020","0.2","1","3","","102111","","idle_normal_joy","","","5146070"
"70021","0.2","1","3","","99","","idle_normal_joy","","","5146070"
"70022","","","93","","0.1","","0","","","5146070"
"70023","0.2","1","3","","102111","","wish_talk_noface","","","5146070"
"70024","0.2","1","3","","99","","kurumi_wish_talk","","","5146070"
"70025","","0","21","","vo_apg","","vo_apg_1001","","0","5146070"
"70026","0","10","11","0","102111","0","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","1","1","5146070"
"70027","","","91","","0","","","","","5146070"
"70028","0.2","0","3","0.2","102111","","notice_in_normal2","1","sad_talk_normal","5146070"
"70029","0.2","0","3","0.2","99","","notice_in","1","sad_talk","5146070"
"70030","","0","21","","vo_apg","","vo_apg_1002","","0","5146070"
"70031","0","10","11","0","102111","0","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","1","1","5146070"
"70032","","","91","","0","","","","","5146070"
"70033","0.2","1","3","","102111","","talk_normal_noface","","","5146070"
"70034","0.2","1","3","","99","","kurumi_talk_normal","","","5146070"
"70035","","0","21","","vo_apg","","vo_apg_1003","","0","5146070"
"70036","0","10","11","0","102111","0","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","1","1","5146070"
"70037","","","91","","0","","","","","5146070"
"70038","0.2","1","3","","102111","","idle_normal_noface","","","5146070"
"70039","0.2","1","3","","99","","kurumi_idle_normal","","","5146070"
"70040","0.2","1","3","","130911","","kururu_wish_talk_joy","","","5146070"
"70041","0.2","1","3","","98","","kururu_wish_talk_joy","","","5146070"
"70042","","0","21","","vo_apg","","vo_apg_1004","","0","5146070"
"70043","0","10","11","0","130911","0","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","1","1","5146070"
"70044","","","91","","0","","","","","5146070"
"70045","0.2","1","3","","130911","","kururu_wish_idle_surprise","","","5146070"
"70046","0.2","1","3","","98","","kururu_wish_idle_light","","","5146070"
"70047","0.2","1","3","","102111","","surprise_talk_dere","","","5146070"
"70048","0.2","1","3","","99","","surprise_talk_dere","","","5146070"
"70049","","0","21","","vo_apg","","vo_apg_1005","","0","5146070"
"70050","0","10","11","0","102111","0","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","1","1","5146070"
"70051","","","91","","0","","","","","5146070"
"70052","","","22","","0","","0","","","5146070"
"70053","0.2","0","3","0","102111","","kurumi_witch_in","1","kurumi_witch_loop","5146070"
"70054","0.2","0","3","0","99","","kurumi_witch_in","1","kurumi_witch_loop","5146070"
"70055","","","93","","0.3","","0","","","5146070"
"70056","0","1.05","121","","0","","20","0","1.05","5146070"
"70057","","","37","","2","","fade105_in","","","5146070"
"70058","","0.5","122","","30","","30","","","5146070"
"70059","0","1","3","","130911","","kururu_wish_doteyes_static","","","5146070"
"70060","","0","21","","vo_apg","","vo_apg_1006","","0","5146070"
"70061","0","0","3","","20","","1006_in","","","5146070"
"70062","","","93","","1.2","","1","","","5146070"
"70063","0","0","3","","20","","1006_mid","","","5146070"
"70064","","","92","","","","","","","5146070"
"70065","0","0","3","","20","","1006_out","","","5146070"
"70066","","","93","","0.2","","0","","","5146070"
"70067","0.2","0","3","0","102111","","kurumi_witch_out","1","idle_normal","5146070"
"70068","0.2","0","3","0","99","","kurumi_witch_out","1","idle_normal","5146070"
"70069","","-45","2","","20","","305","0","0","5146070"
"70070","","","37","","2","","fade105_out","","","5146070"
"70071","0","1","121","","0","","0","0","1","5146070"
"70072","","0.5","122","","30","","30","","","5146070"
"70073","0.2","0","3","0","130911","","kururu_scared_in","1","kururu_scared_idle","5146070"
"70074","","0","21","","vo_apg","","vo_apg_1007","","0","5146070"
"70075","0","0","3","","20","","1007_in","","","5146070"
"70076","","","93","","1.2","","1","","","5146070"
"70077","0","0","3","","20","","1007_mid","","","5146070"
"70078","","","92","","","","","","","5146070"
"70079","0","0","3","","20","","1007_out","","","5146070"
"70080","","","93","","0.2","","0","","","5146070"
"70081","0","0","3","","20","","empty","","","5146070"
"70082","0.2","1","3","","102111","","worry_talk_lookdown","","","5146070"
"70083","0.2","1","3","","99","","worry_talk_lookdown","","","5146070"
"70084","","0","21","","vo_apg","","vo_apg_1008","","0","5146070"
"70085","0","10","11","0","102111","0","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","1","1","5146070"
"70086","","","91","","0","","","","","5146070"
"70087","0.2","1","3","","130911","","kururu_scared_talk_dere","","","5146070"
"70088","0.2","1","3","","98","","kururu_scared_talk_dere","","","5146070"
"70089","","0","21","","vo_apg","","vo_apg_1009","","0","5146070"
"70090","-10","10","11","-60","130911","0","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","1","1","5146070"
"70091","","","91","","0","","","","","5146070"
"70092","0.2","1","3","","130911","","kururu_scared_idle_noface","","","5146070"
"70093","0.2","1","3","","98","","kururu_scared_idle","","","5146070"
"70094","0.2","1","3","","102111","","anger_talk_dere_red","","","5146070"
"70095","0.2","1","3","","99","","anger_talk_dere_red","","","5146070"
"70096","","0","21","","vo_apg","","vo_apg_1010","","0","5146070"
"70097","0","10","11","0","102111","0","…そ、そんな天才だなんて…","1","1","5146070"
"70098","","","91","","0","","","","","5146070"
"70099","","","22","","0","","0","","","5146070"
"70100","","","32","","14","","1","","","5146070"
"70101","0.2","0","3","0","102111","","kurumi_shy_in","1","kurumi_shy_loop","5146070"
"70102","0.2","0","3","0","99","","kurumi_shy_in","1","kurumi_shy_loop","5146070"
"70103","","","93","","2.5","","0","","","5146070"
"70104","0.2","1","3","","130911","","kururu_scared_talk_dere","","","5146070"
"70105","0.2","1","3","","98","","kururu_scared_talk_dere","","","5146070"
"70106","","0","21","","vo_apg","","vo_apg_1011","","0","5146070"
"70107","-10","10","11","-60","130911","0","…あの","1","1","5146070"
"70108","","","91","","0","","","","","5146070"
"70109","0.2","1","3","","130911","","kururu_scared_talk_nervous","","","5146070"
"70110","0","0","3","0","98","","kururu_scared_talk_sweat_in","1","kururu_scared_talk_sweat_loop","5146070"
"70111","","0","21","","vo_apg","","vo_apg_1012","","0","5146070"
"70112","-10","10","11","-60","130911","0","腰抜けちゃいましたです…","1","1","5146070"
"70113","","","91","","0","","","","","5146070"
"70114","","","101","","70115","","","","","5146070"
"70115","","","22","","0","","0.2","","","5146070"
"71001","1.8","110","1","0","1","idle_normal","130911","-278","-1100","5146071"
"71002","0.5","106","5","0","11","idle","8","-233","-193","5146071"
"71003","0.6","107","5","0","12","idle","9","-233","267","5146071"
"71004","","","13","","130911","","210","","","5146071"
"71005","","","13","","8","","206","","","5146071"
"71006","","","13","","9","","207","","","5146071"
"71007","0.85","15","5","0","10","idle","10","-174","0","5146071"
"71008","1","0","31","","1","","1","1","0","5146071"
"71009","0","0","31","","2","","2","1","0","5146071"
"71010","0","0","31","","14","","14","1","-278","5146071"
"71011","0","0","31","","17","","17","1","0","5146071"
"71012","0","0","31","","18","","18","1","0","5146071"
"71013","","","91","","0","","0","","","5146071"
"71014","","0","102","","0","","0","","","5146071"
"71015","","","93","","0.2","","0","","","5146071"
"71016","","","32","","17","","1","","","5146071"
"71017","","","93","","0.5","","0","","","5146071"
"71018","","","93","","0","","0","","","5146071"
"71019","","","93","","3.5","","0","","","5146071"
"71020","0","2.2","12","0","8","0","12","0","0","5146071"
"71021","0","2.2","12","0","9","0","12","0","0","5146071"
"71022","0.6","1","3","","8","","lookup","","","5146071"
"71023","0.6","1","3","","9","","lookdown","","","5146071"
"71024","","-278","2","","130911","","-380","0","3","5146071"
"71025","0.2","1","3","","130911","","walk_normal","","","5146071"
"71026","","","93","","3","","0","","","5146071"
"71027","0.2","1","3","","130911","","kururu_surprise_talk","","","5146071"
"71028","","0","21","","vo_apg","","vo_apg_1101","","0","5146071"
"71029","0","10","11","0","130911","0","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","1","1","5146071"
"71030","","","91","","0","","","","","5146071"
"71031","0","1.1","121","","0","","20","0","1.1","5146071"
"71032","","","32","","2","","1","","","5146071"
"71033","","","37","","2","","fade105_in","","","5146071"
"71034","","0.5","122","","50","","50","","","5146071"
"71035","","","32","","18","","1","","","5146071"
"71036","","0","23","","se_10055900","","se_10055900_bachibachi","","","5146071"
"71037","0.2","0","3","0","130911","","shock_in_surprise2","1","shock_loop_surprise2","5146071"
"71038","","0","21","","vo_apg","","vo_apg_1102","","0","5146071"
"71039","-20","10","11","0","130911","0","ひえぇっ！？\nバッチバチですますっ！？","1","1","5146071"
"71040","","","91","","0","","","","","5146071"
"71041","","","22","","0","","0","","","5146071"
"71042","","","32","","18","","0","","","5146071"
"71043","","","37","","2","","fade105_out","","","5146071"
"71044","11","1","121","","0","","0","0.5","1","5146071"
"71045","0.2","1","3","","130911","","walk_jog_sad_quick","","","5146071"
"71046","0.4","1","3","","8","","idle","","","5146071"
"71047","0.4","1","3","","9","","idle","","","5146071"
"71048","","-278","2","","130911","","0","0","0.5","5146071"
"71049","","","93","","0.3","","0","","","5146071"
"71050","0.4","1","3","","8","","idle","","","5146071"
"71051","0.4","1","3","","9","","idle","","","5146071"
"71052","","","93","","0.2","","0","","","5146071"
"71053","","","4","","130911","","1","","","5146071"
"71054","0","1","3","","130911","","kururu_worry_talk_lookdown","","","5146071"
"71055","","0","21","","vo_apg","","vo_apg_1103","","0","5146071"
"71056","0","10","11","0","130911","0","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","1","1","5146071"
"71057","","","91","","0","","","","","5146071"
"71058","","","4","","130911","","0","","","5146071"
"71059","0","1","3","","130911","","kururu_worry_talk_lookup","","","5146071"
"71060","","0","21","","vo_apg","","vo_apg_1104","","0","5146071"
"71061","0","10","11","0","130911","0","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","1","1","5146071"
"71062","","","91","","0","","","","","5146071"
"71063","10","1.15","121","","0","","40","10","1.15","5146071"
"71064","","","32","","14","","1","","","5146071"
"71065","","","22","","0","","0","","","5146071"
"71066","","","4","","130911","","0","","","5146071"
"71067","0.2","1","3","","130911","","kururu_wish_idle_search","","","5146071"
"71068","0","3","12","0","8","0","12","0","0","5146071"
"71069","0","3","12","0","9","0","12","0","0","5146071"
"71070","","","93","","4","","0","","","5146071"
"71071","","","32","","14","","0","","","5146071"
"71072","0.2","0","3","0","8","","approach_in","1","approach_loop","5146071"
"71073","0.2","0","3","0","9","","approach_in","1","approach_loop","5146071"
"71074","0.6","0.8","6","10","8","","0.8","1","0.8","5146071"
"71075","0.6","0.8","6","10","9","","0.8","1","0.8","5146071"
"71076","","","93","","0.6","","0","","","5146071"
"71077","0.2","0","3","0","130911","","kururu_down_in","1","kururu_down_loop","5146071"
"71078","","0","21","","vo_apg","","vo_apg_1105","","0","5146071"
"71079","0","10","11","0","130911","0","ひぃぃ…","1","1","5146071"
"71080","","","91","","0","","","","","5146071"
"71081","","","101","","71082","","","","","5146071"
"71082","","","22","","0","","0.2","","","5146071"
