008e8ceedb9e3a718c67847df7cb6ba43fce42af7e531bfa63fabfbf9905883d,c71728ea6f475203009f7c859316252812c5079ca0083b2c371f075097f91742,08bf7d63075eab7a931a8d43ce587799fd3116ff87b1b81c5969f61d054359b7,08eef09ad2dc09aaaf0941a9c4d91b2cc079dabb82b71b8de8d80166928ae204,3a5f6af322747637cac99633371f415731a5e47ca48e101913db549b1d2cac37,37d076043316c5e0fe8099448b70ff2ab322f8185d4a77468f838ccfeb8d68ba,eb800081d31058f1606161f6d55957fc3b4c7387125d90837093b076078e3493,64aa37d72ff26e9012978bd4518aafdaf47319580529e043f5e8f31b47019567,9ecfea11a3970038fd05950d6e1bf7c9785dc128b407714ef13f5279e844be80,b1781607922d264989d31c11dc1b2e5fa0d2a745215eb61dd7b3516fd0b0c217,ba6c39bdd91484e96668339813d69c0b282d3257f60db2be378496789fa9fe6b
"","35514070","35514","1","","3","wac_birthday_idle_doya","0.2","","","109411"
"","35514071","35514","1","","3","wac_birthday_talk_kyapi","0.2","","","109311"
"","35514072","35514","0","","21","vo_wac_35514_003","","0","","vo_wac_35514"
"0","35514073","35514","10","0.5","11","うぅう～……\n甘めのケーキも、せんぱいたちも……\nあなたも、大好きですっ！！","0","1","1","109311"
"","35514074","35514","","","91","","","","","0"
"","35514075","35514","","","22","","","","","0"
"","35814001","35814","","","25","bgm_M321_2C","","","","bgm_M321"
"0","35814002","35814","250","wac_birthday_idle_normal","1","107111","2","-1000","-70","1"
"1","35814003","35814","256","wac_birthday_idle_doya","1","103711","2","200","-270","1"
"1","35814004","35814","258","wac_birthday_idle_normal","1","100511","2","320","-310","1"
"1","35814005","35814","257","wac_birthday_idle_normal","1","104711","2","450","-290","1"
"","35814006","35814","","","13","300","","","","107111"
"","35814007","35814","","","13","300","","","","103711"
"","35814008","35814","","","13","300","","","","100511"
"","35814009","35814","","","13","300","","","","104711"
"","35814010","35814","0","","31","502","0","0","1","502"
"","35814011","35814","0","","31","600","1","0","1","600"
"","35814012","35814","0","","31","602","0","0","1","602"
"","35814013","35814","0","","31","603","0","0","1","603"
"","35814014","35814","30","","31","604","1","60","1","604"
"","35814015","35814","0","","31","615","1","0","1","615"
"","35814016","35814","0","","31","700","0","0","1","700"
"","35814017","35814","0","","31","701","0","0","1","701"
"","35814018","35814","0","","31","702","0","0","1","702"
"","35814019","35814","0","","31","800","0","0","1","800"
"","35814020","35814","30","","31","962","1","60","1","962"
"","35814021","35814","","","93","","","","","1"
"0.2","35814022","35814","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","100511"
"","35814023","35814","","","93","","","","","0.1"
"0.2","35814024","35814","0","","3","wac_birthday_reaction_05","0.2","wac_birthday_reaction_03","1","103711"
"0.2","35814025","35814","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_04","1","104711"
"","35814026","35814","","","93","","","","","0.3"
"","35814027","35814","1","","3","wac_birthday_run_03","0.2","","","107111"
"","35814028","35814","-70","","2","0","","3","","107111"
"","35814029","35814","","","93","","","","","2.5"
"","35814030","35814","","","32","1","","","","602"
"","35814031","35814","","","93","","","","","0.6"
"","35814032","35814","","","32","1","","","","502"
"","35814033","35814","","","32","0","","","","600"
"","35814034","35814","","","32","0","","","","615"
"","35814035","35814","","","32","0","","","","604"
"","35814036","35814","","","32","1","","","","701"
"","35814037","35814","0","","33","0","","0.01","","962"
"0.2","35814038","35814","0","","3","wac_birthday_blowout_01","0.2","wac_birthday_wish_04","1","107111"
"","35814039","35814","-330","","2","-200","","0.01","","107111"
"","35814040","35814","1","","3","wac_birthday_idle_doya","0.2","","","103711"
"","35814041","35814","-320","","2","180","","0.01","","103711"
"","35814042","35814","1","","3","wac_birthday_idle_normal","0.2","","","100511"
"","35814043","35814","-360","","2","300","","0.01","","100511"
"","35814044","35814","1","","3","wac_birthday_idle_normal","0.2","","","104711"
"","35814045","35814","-340","","2","430","","0.01","","104711"
"","35814046","35814","","","93","","","","","0"
"","35814047","35814","","","32","1","","","","800"
"","35814048","35814","","","93","","","","","0.7"
"","35814049","35814","","","32","1","","","","702"
"","35814050","35814","","","93","","","","","0.5"
"","35814051","35814","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","35814052","35814","","","32","0","","","","701"
"","35814053","35814","","","93","","","","","0.4"
"","35814054","35814","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","35814055","35814","","","32","1","","","","700"
"","35814056","35814","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","35814057","35814","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_doya","1","103711"
"","35814058","35814","","","93","","","","","0.1"
"0.2","35814059","35814","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","100511"
"","35814060","35814","","","93","","","","","0.1"
"0.2","35814061","35814","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","104711"
"","35814062","35814","","","93","","","","","2"
"","35814063","35814","","","131","","","","","1"
"","35814064","35814","0","","21","vo_wac_35814_000","","0","","vo_wac_35814"
"0","35814065","35814","10","0.5","11","……気持ちは大変にありがたいが。\nワタシの誕生日を祝って大丈夫なのか？\n表向きには、相当問題のある流れで\nギルドから出奔した女だぞ。","0","1","1","107111"
"","35814066","35814","","","91","","","","","0"
"","35814067","35814","1","","3","wac_birthday_idle_normal","0.2","","","107111"
"","35814068","35814","1","","3","wac_birthday_talk_normal","0.2","","","103711"
"","35814069","35814","0","","21","vo_wac_35814_001","","0","","vo_wac_35814"
"0","35814070","35814","10","0.5","11","いや、今までさんざん私たちの\n誕生日に顔出してたじゃないですか。\n毎度ノリノリで準備してたし、\nもうとっくに開き直ってるのかと。","0","1","1","103711"
"","35814071","35814","","","91","","","","","0"
"","35814072","35814","1","","3","wac_birthday_idle_normal","0.2","","","103711"
"","35814073","35814","1","","3","wac_birthday_talk_smile","0.2","","","100511"
"","35814074","35814","0","","21","vo_wac_35814_002","","0","","vo_wac_35814"
"0","35814075","35814","10","0.5","11","大体クリスティーナおばさんが\n問題だらけなのは最初からであって、\nそんなのもう誰も気にしてないッスよ！","0","1","1","100511"
"","35814076","35814","","","91","","","","","0"
"","35814077","35814","1","","3","wac_birthday_idle_smile","0.2","","","100511"
"","35814078","35814","1","","3","wac_birthday_talk_doya","0.2","","","107111"
"","35814079","35814","0","","21","vo_wac_35814_003","","0","","vo_wac_35814"
"0","35814080","35814","10","0.5","11","なるほど、よく分かった。\nさては真面目に祝う気がないな？\n二人ともそこに並べ、ケーキの前に\nその無礼な舌先から切り分けてやろう☆","0","1","1","107111"
"","35814081","35814","","","91","","","","","0"
"","35814082","35814","1","","3","wac_birthday_idle_doya","0.2","","","107111"
"","35814083","35814","1","","3","wac_birthday_talk_smile","0.2","","","104711"
"","35814084","35814","0","","21","vo_wac_35814_004","","0","","vo_wac_35814"
"0","35814085","35814","10","0.5","11","……少年、見てごらん。\nあんなふうに言ってはいるけど、\nクリスちゃん、すごくうれしそうだよ。\n口元が緩みっぱなしだからね。","0","1","1","104711"
"","35814086","35814","","","91","","","","","0"
"","35814087","35814","","","22","","","","","0"
"","36914001","36914","","","25","bgm_M321_2C","","","","bgm_M321"
"0","36914002","36914","250","wac_birthday_idle_normal","1","123011","2","-1000","-70","1"
"1","36914003","36914","256","wac_birthday_idle_smile","1","100211","2","200","-270","1"
"1","36914004","36914","258","wac_birthday_idle_doya","1","100111","2","320","-310","1"
"1","36914005","36914","257","wac_birthday_idle_normal","1","100311","2","440","-290","1"
"","36914006","36914","","","13","300","","","","123011"
"","36914007","36914","","","13","300","","","","100211"
"","36914008","36914","","","13","300","","","","100111"
"","36914009","36914","","","13","300","","","","100311"
"","36914010","36914","0","","31","502","0","0","1","502"
"","36914011","36914","0","","31","600","1","0","1","600"
"","36914012","36914","0","","31","602","0","0","1","602"
"","36914013","36914","0","","31","603","0","0","1","603"
"","36914014","36914","30","","31","604","1","60","1","604"
"","36914015","36914","0","","31","615","1","0","1","615"
"","36914016","36914","0","","31","700","0","0","1","700"
"","36914017","36914","0","","31","701","0","0","1","701"
"","36914018","36914","0","","31","702","0","0","1","702"
"","36914019","36914","0","","31","800","0","0","1","800"
"","36914020","36914","30","","31","963","1","60","1","963"
"","36914021","36914","","","93","","","","","1"
"0.2","36914022","36914","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","100111"
"","36914023","36914","","","93","","","","","0.1"
"0.2","36914024","36914","0","","3","wac_birthday_reaction_05","0.2","wac_birthday_reaction_03","1","100211"
"0.2","36914025","36914","0","","3","wac_birthday_reaction_02","0.2","wac_birthday_reaction_04","1","100311"
"","36914026","36914","","","93","","","","","0.3"
"","36914027","36914","1","","3","wac_birthday_ames_run_01","0.2","","","123011"
"","36914028","36914","-70","","2","0","","3","","123011"
"","36914029","36914","","","93","","","","","2.5"
"","36914030","36914","","","32","1","","","","602"
"","36914031","36914","","","93","","","","","0.6"
"","36914032","36914","","","32","1","","","","502"
"","36914033","36914","","","32","0","","","","600"
"","36914034","36914","","","32","0","","","","615"
"","36914035","36914","","","32","0","","","","604"
"","36914036","36914","","","32","1","","","","701"
"","36914037","36914","0","","33","0","","0.01","","963"
"0.2","36914038","36914","0","","3","wac_birthday_ames_blowout","0.1","wac_birthday_ames_talk_yareyare","1","123011"
"","36914039","36914","-330","","2","-200","","0.01","","123011"
"","36914040","36914","1","","3","wac_birthday_idle_smile","0.2","","","100211"
"","36914041","36914","-320","","2","180","","0.01","","100211"
"","36914042","36914","1","","3","wac_birthday_idle_doya","0.2","","","100111"
"","36914043","36914","-360","","2","290","","0.01","","100111"
"","36914044","36914","1","","3","wac_birthday_idle_normal","0.2","","","100311"
"","36914045","36914","-340","","2","420","","0.01","","100311"
"","36914046","36914","","","93","","","","","0"
"","36914047","36914","","","32","1","","","","800"
"","36914048","36914","","","93","","","","","0.7"
"","36914049","36914","","","32","1","","","","702"
"","36914050","36914","","","93","","","","","0.5"
"","36914051","36914","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","36914052","36914","","","32","0","","","","701"
"","36914053","36914","","","93","","","","","0.4"
"","36914054","36914","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","36914055","36914","","","32","1","","","","700"
"","36914056","36914","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","36914057","36914","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_smile","1","100211"
"","36914058","36914","","","93","","","","","0.1"
"0.2","36914059","36914","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_doya","1","100111"
"","36914060","36914","","","93","","","","","0.1"
"0.2","36914061","36914","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","100311"
"","36914062","36914","","","93","","","","","2"
"","36914063","36914","","","131","","","","","1"
"","36914064","36914","0","","21","vo_wac_36914_000","","0","","vo_wac_36914"
"0","36914065","36914","10","0.5","11","……どこから突っ込めばいいのかしら？\n言われた通りろうそくは消したけど、\n今日はあたしの誕生日じゃないわよ？\nそもそも、誕生日とかないし。","0","1","1","123011"
"","36914066","36914","","","91","","","","","0"
"","36914067","36914","1","","3","wac_birthday_ames_idle_normal","0.2","","","123011"
"","36914068","36914","1","","3","wac_birthday_talk_normal","0.2","","","100211"
"","36914069","36914","0","","21","vo_wac_36914_001","","0","","vo_wac_36914"
"0","36914070","36914","10","0.5","11","これは、騎士クンのアイデアなの。\n普段すごくお世話になってるのに、\n一人だけお祝いなしっていうのは\nさみしいだろうから……","0","1","1","100211"
"","36914071","36914","","","91","","","","","0"
"","36914072","36914","1","","3","wac_birthday_idle_normal","0.2","","","100211"
"","36914073","36914","1","","3","wac_birthday_talk_smile","0.2","","","100111"
"","36914074","36914","0","","21","vo_wac_36914_002","","0","","vo_wac_36914"
"0","36914075","36914","10","0.5","11","思い立ったが吉日ってことで、\n感謝の気持ちをケーキで\n表してみたんだ～♪\nだから、細かいことは言いっこなしで！","0","1","1","100111"
"","36914076","36914","","","91","","","","","0"
"","36914077","36914","1","","3","wac_birthday_idle_smile","0.2","","","100111"
"","36914078","36914","1","","3","wac_birthday_ames_talk_smile","0.2","","","123011"
"","36914079","36914","0","","21","vo_wac_36914_003","","0","","vo_wac_36914"
"0","36914080","36914","10","0.5","11","あ～、なるほどね～\n別にそこは気にしてなかったんだけど、\nなかなかに気配りができるじゃない♪\n日付が「今日」ってのも悪くないしね。","0","1","1","123011"
"","36914081","36914","","","91","","","","","0"
"","36914082","36914","1","","3","wac_birthday_ames_idle_smile","0.2","","","123011"
"","36914083","36914","1","","3","wac_birthday_talk_sad","0.2","","","100311"
"","36914084","36914","0","","21","vo_wac_36914_004","","0","","vo_wac_36914"
"0","36914085","36914","10","0.5","11","ん？　何か特別な日だっただろうか？\n確かこの日がいいと言ったのは……\nキミだったか？","0","1","1","100311"
"","36914086","36914","","","91","","","","","0"
"","36914087","36914","1","","3","wac_birthday_idle_normal","0.2","","","100311"
"","36914088","36914","1","","3","wac_birthday_ames_talk_wish","0.2","","","123011"
"","36914089","36914","0","","21","vo_wac_36914_005","","0","","vo_wac_36914"
"0","36914090","36914","10","0.5","11","覚えてはないでしょうけど、今日はね？\nあんたとあたしが初めて出会った日よ。\nあたしたちの物語が始まった記念日……","0","1","1","123011"
"","36914091","36914","","","91","","","","","0"
"","36914092","36914","1","","3","wac_birthday_ames_talk_doya","0.2","","","123011"
"","36914093","36914","0","","21","vo_wac_36914_006","","0","","vo_wac_36914"
"0","36914094","36914","10","0.5","11","たとえ名前や姿が変わっても、\nあたしはあんたたちのガイド役だから。\n迷って変な道に進まないよう、\nこれからもアドバイスしてあげるわ♪","0","1","1","123011"
"","36914095","36914","","","91","","","","","0"
"","36914096","36914","","","22","","","","","0"
"","37914001","37914","","","25","bgm_M321_2C","","","","bgm_M321"
"0","37914002","37914","250","wac_birthday_idle_normal","1","111011","2","-1000","-70","1"
"1","37914003","37914","256","wac_birthday_idle_smile","1","110811","2","230","-270","1"
"1","37914004","37914","257","wac_birthday_idle_doya","1","110911","2","410","-310","1"
"","37914005","37914","","","13","300","","","","111011"
"","37914006","37914","","","13","300","","","","110811"
"","37914007","37914","","","13","300","","","","110911"
"","37914008","37914","0","","31","502","0","0","1","502"
"","37914009","37914","0","","31","600","1","0","1","600"
"","37914010","37914","0","","31","602","0","0","1","602"
"","37914011","37914","0","","31","603","0","0","1","603"
"","37914012","37914","30","","31","604","1","60","1","604"
"","37914013","37914","0","","31","615","1","0","1","615"
"","37914014","37914","0","","31","700","0","0","1","700"
"","37914015","37914","0","","31","701","0","0","1","701"
"","37914016","37914","0","","31","702","0","0","1","702"
"","37914017","37914","0","","31","800","0","0","1","800"
"","37914018","37914","30","","31","964","1","60","1","964"
"","37914019","37914","","","93","","","","","1"
"0.2","37914020","37914","0","","3","wac_birthday_reaction_02","0.2","wac_birthday_reaction_03","1","110911"
"","37914021","37914","","","93","","","","","0.1"
"0.2","37914022","37914","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","110811"
"","37914023","37914","","","93","","","","","0.3"
"","37914024","37914","1","","3","wac_birthday_run_01","0.2","","","111011"
"","37914025","37914","-70","","2","0","","3","","111011"
"","37914026","37914","","","93","","","","","2.5"
"","37914027","37914","","","32","1","","","","602"
"","37914028","37914","","","93","","","","","0.6"
"","37914029","37914","","","32","1","","","","502"
"","37914030","37914","","","32","0","","","","600"
"","37914031","37914","","","32","0","","","","615"
"","37914032","37914","","","32","0","","","","604"
"","37914033","37914","","","32","1","","","","701"
"","37914034","37914","0","","33","0","","0.01","","964"
"0.2","37914035","37914","0","","3","wac_birthday_blowout_01","0.2","wac_birthday_wish_04","1","111011"
"","37914036","37914","-330","","2","-200","","0.01","","111011"
"","37914037","37914","1","","3","wac_birthday_idle_smile","0.2","","","110811"
"","37914038","37914","-320","","2","180","","0.01","","110811"
"","37914039","37914","1","","3","wac_birthday_idle_doya","0.2","","","110911"
"","37914040","37914","-340","","2","320","","0.01","","110911"
"","37914041","37914","","","93","","","","","0"
"","37914042","37914","","","32","1","","","","800"
"","37914043","37914","","","93","","","","","0.7"
"","37914044","37914","","","32","1","","","","702"
"","37914045","37914","","","93","","","","","0.5"
"","37914046","37914","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","37914047","37914","","","32","0","","","","701"
"","37914048","37914","","","93","","","","","0.4"
"","37914049","37914","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","37914050","37914","","","32","1","","","","700"
"","37914051","37914","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","37914052","37914","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_smile","1","110811"
"","37914053","37914","","","93","","","","","0.1"
"0.2","37914054","37914","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_doya","1","110911"
"","37914055","37914","","","93","","","","","2"
"","37914056","37914","","","131","","","","","1"
"","37914057","37914","0","","21","vo_wac_37914_000","","0","","vo_wac_37914"
"0","37914058","37914","10","0.5","11","おおっ、この蝋燭をぼくのために？\nなんと手の込んだ複雑な香りだ。\nその下には大層な土台まで……\nこれはバースデー土台というやつだな！","0","1","1","111011"
"","37914059","37914","","","91","","","","","0"
"","37914060","37914","1","","3","wac_birthday_idle_wish","0.2","","","111011"
"","37914061","37914","1","","3","wac_birthday_talk_normal","0.2","","","110811"
"","37914062","37914","0","","21","vo_wac_37914_001","","0","","vo_wac_37914"
"0","37914063","37914","10","0.5","11","一応うちらの手作り系なんすけど、\nパイセンどうせケーキ興味ないすよね。\n後うちらでテキトーに片付けとくんで\nもう帰っていいすよ。お疲れー","0","1","1","110811"
"","37914064","37914","","","91","","","","","0"
"","37914065","37914","1","","3","wac_birthday_idle_normal","0.2","","","110811"
"","37914066","37914","1","","3","wac_birthday_yuni_talk_anger","0.2","","","111011"
"","37914067","37914","0","","21","vo_wac_37914_002","","0","","vo_wac_37914"
"0","37914068","37914","10","0.5","11","馬鹿を言うんじゃあない後輩たち。\nこうも膳立てされて食わぬ腹があるか。\n君らの気持ち、しかと受け止めてやる。\n端的に換言すれば、ぼくをハブるな。","0","1","1","111011"
"","37914069","37914","","","91","","","","","0"
"","37914070","37914","1","","3","wac_birthday_talk_normal","0.2","","","111011"
"","37914071","37914","0","","21","vo_wac_37914_003","","0","","vo_wac_37914"
"0","37914072","37914","10","0.5","11","ああいや、礼ぐらい言わせてくれ。\nかくも立派な蝋燭と土台を用意するのは\n骨が折れたろう。その厚意に感謝する。\nさあ誕生日を始めるぞ、ヒャッハー！","0","1","1","111011"
"","37914073","37914","","","93","1","","","","11"
"","37914074","37914","1","","3","wac_birthday_talk_kyapi","0.2","","","111011"
"","37914075","37914","","","91","","","","","37914072"
"","37914076","37914","","","22","","","","","0"
"","38014001","38014","","","25","bgm_M321_2C","","","","bgm_M321"
"0","38014002","38014","250","wac_birthday_idle_normal","1","104611","2","-1000","-70","1"
"1","38014003","38014","256","wac_birthday_idle_normal","1","104811","2","200","-270","1"
"1","38014004","38014","258","wac_birthday_idle_wish","1","103411","2","320","-310","1"
"1","38014005","38014","257","wac_birthday_idle_normal","1","103211","2","440","-290","1"
"","38014006","38014","","","13","300","","","","104611"
"","38014007","38014","","","13","300","","","","104811"
"","38014008","38014","","","13","300","","","","103411"
"","38014009","38014","","","13","300","","","","103211"
"","38014010","38014","0","","31","600","1","0","1","600"
"","38014011","38014","0","","31","602","0","0","1","602"
"","38014012","38014","0","","31","603","0","0","1","603"
"","38014013","38014","30","","31","604","1","60","1","604"
"","38014014","38014","0","","31","610","1","0","1","610"
"","38014015","38014","0","","31","700","0","0","1","700"
"","38014016","38014","0","","31","701","0","0","1","701"
"","38014017","38014","0","","31","702","0","0","1","702"
"","38014018","38014","0","","31","800","0","0","1","800"
"","38014019","38014","30","","31","965","1","60","1","965"
"","38014020","38014","","","93","","","","","1"
"0.2","38014021","38014","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","103411"
"","38014022","38014","","","93","","","","","0.1"
"0.2","38014023","38014","0","","3","wac_birthday_reaction_05","0.2","wac_birthday_reaction_03","1","104811"
"0.2","38014024","38014","0","","3","wac_birthday_reaction_02","0.2","wac_birthday_reaction_04","1","103211"
"","38014025","38014","","","93","","","","","0.3"
"","38014026","38014","1","","3","wac_birthday_run_01","0.2","","","104611"
"","38014027","38014","-70","","2","0","","3","","104611"
"","38014028","38014","","","93","","","","","2.5"
"","38014029","38014","","","32","1","","","","602"
"","38014030","38014","","","93","","","","","0.6"
"","38014031","38014","","","32","0","","","","600"
"","38014032","38014","","","32","0","","","","610"
"","38014033","38014","","","32","0","","","","604"
"","38014034","38014","","","32","1","","","","701"
"","38014035","38014","0","","33","0","","0.01","","965"
"0.2","38014036","38014","0","","3","wac_birthday_blowout_01","0.2","wac_birthday_wish_02","1","104611"
"","38014037","38014","-330","","2","-200","","0.01","","104611"
"","38014038","38014","1","","3","wac_birthday_idle_normal","0.2","","","104811"
"","38014039","38014","-320","","2","180","","0.01","","104811"
"","38014040","38014","1","","3","wac_birthday_idle_wish","0.2","","","103411"
"","38014041","38014","-360","","2","290","","0.01","","103411"
"","38014042","38014","1","","3","wac_birthday_idle_normal","0.2","","","103211"
"","38014043","38014","-340","","2","425","","0.01","","103211"
"","38014044","38014","","","93","","","","","0"
"","38014045","38014","","","32","1","","","","800"
"","38014046","38014","","","93","","","","","0.7"
"","38014047","38014","","","32","1","","","","702"
"","38014048","38014","","","93","","","","","0.5"
"","38014049","38014","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","38014050","38014","","","32","0","","","","701"
"","38014051","38014","","","93","","","","","0.4"
"","38014052","38014","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","38014053","38014","","","32","1","","","","700"
"","38014054","38014","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","38014055","38014","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","104811"
"","38014056","38014","","","93","","","","","0.1"
"0.2","38014057","38014","0","","3","wac_birthday_clap_to_wish","0.2","wac_birthday_idle_wish","1","103411"
"","38014058","38014","","","93","","","","","0.1"
"0.2","38014059","38014","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","103211"
"","38014060","38014","","","93","","","","","2"
"","38014061","38014","","","131","","","","","1"
"","38014062","38014","0","","21","vo_wac_38014_000","","0","","vo_wac_38014"
"0","38014063","38014","10","0.5","11","誕生日のお祝い、感謝するにゃ～！\nしかもケーキだけじゃなくて、\nプレゼントまで用意してあるとは……\nみんな、何を持ってきてくれたにゃ？","0","1","1","104611"
"","38014064","38014","","","91","","","","","0"
"","38014065","38014","1","","3","wac_birthday_idle_smile","0.2","","","104611"
"","38014066","38014","1","","3","wac_birthday_talk_normal","0.2","","","104811"
"","38014067","38014","0","","21","vo_wac_38014_001","","0","","vo_wac_38014"
"0","38014068","38014","10","0.5","11","私からは本をプレゼントするわ。\nタイトルは「猫でもできる節約術」よ。\n日々の倹約に役立ててちょうだい。","0","1","1","104811"
"","38014069","38014","","","91","","","","","0"
"","38014070","38014","1","","3","wac_birthday_idle_normal","0.2","","","104811"
"","38014071","38014","1","","3","wac_birthday_talk_smile","0.2","","","103411"
"","38014072","38014","0","","21","vo_wac_38014_002","","0","","vo_wac_38014"
"0","38014073","38014","10","0.5","11","あら、私も本なのよ。\n「猫でもわかる麦しゅわの歴史」って\n本だけど、これを読んで麦しゅわへの\n理解を深めてね♪","0","1","1","103411"
"","38014074","38014","","","91","","","","","0"
"","38014075","38014","1","","3","wac_birthday_idle_smile","0.2","","","103411"
"","38014076","38014","1","","3","wac_birthday_talk_sad","0.2","","","104611"
"","38014077","38014","0","","21","vo_wac_38014_003","","0","","vo_wac_38014"
"0","38014078","38014","10","0.5","11","……一応お礼は言っておくにゃ。\nでもなんか、猫ってついてれば\nなんでもいいと思ってないにゃ？\nもしかして、アキノもそんな感じにゃ？","0","1","1","104611"
"","38014079","38014","","","91","","","","","0"
"","38014080","38014","1","","3","wac_birthday_idle_sad","0.2","","","104611"
"","38014081","38014","1","","3","wac_birthday_talk_doya","0.2","","","103211"
"","38014082","38014","0","","21","vo_wac_38014_004","","0","","vo_wac_38014"
"0","38014083","38014","10","0.5","11","私を甘く見てもらっては困りますわね！\nビジネスもプレゼント選びも直球勝負、\nずばり、たい焼き一年分ですわ！！\nどうぞ、箱ごとお納めくださいまし♪","0","1","1","103211"
"","38014084","38014","","","91","","","","","0"
"","38014085","38014","1","","3","wac_birthday_idle_doya","0.2","","","103211"
"","38014086","38014","1","","3","wac_birthday_talk_smile","0.2","","","104611"
"","38014087","38014","0","","21","vo_wac_38014_005","","0","","vo_wac_38014"
"0","38014088","38014","10","0.5","11","アキノはよく分かってるにゃ～♪\n……って、よく見たら賞味期限が\nたったの３日しかないにゃ！？\nて、手分けして食べきるにゃ～！！","0","1","1","104611"
"","38014089","38014","","","93","1","","","","4"
"","38014090","38014","1","","3","wac_birthday_talk_anger","0.2","","","104611"
"","38014091","38014","","","91","","","","","38014088"
"","38014092","38014","","","22","","","","","0"
"","38214001","38214","","","25","bgm_M321_2C","","","","bgm_M321"
"0","38214002","38214","250","wac_birthday_idle_normal","1","103311","2","-1000","-70","1"
"1","38214003","38214","256","wac_birthday_idle_smile","1","103811","2","200","-270","1"
"1","38214004","38214","258","wac_birthday_idle_normal","1","102611","2","300","-310","1"
"1","38214005","38214","257","wac_birthday_idle_doya","1","105211","2","440","-290","1"
"","38214006","38214","","","13","300","","","","103311"
"","38214007","38214","","","13","300","","","","103811"
"","38214008","38214","","","13","300","","","","102611"
"","38214009","38214","","","13","300","","","","105211"
"","38214010","38214","0","","31","600","1","0","1","600"
"","38214011","38214","0","","31","602","0","0","1","602"
"","38214012","38214","0","","31","603","0","0","1","603"
"","38214013","38214","30","","31","604","1","60","1","604"
"","38214014","38214","0","","31","610","1","0","1","610"
"","38214015","38214","0","","31","700","0","0","1","700"
"","38214016","38214","0","","31","701","0","0","1","701"
"","38214017","38214","0","","31","702","0","0","1","702"
"","38214018","38214","0","","31","800","0","0","1","800"
"","38214019","38214","30","","31","966","1","60","1","966"
"","38214020","38214","","","93","","","","","1"
"0.2","38214021","38214","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","102611"
"","38214022","38214","","","93","","","","","0.1"
"0.2","38214023","38214","0","","3","wac_birthday_reaction_05","0.2","wac_birthday_reaction_04","1","103811"
"0.2","38214024","38214","0","","3","wac_birthday_reaction_02","0.2","wac_birthday_reaction_03","1","105211"
"","38214025","38214","","","93","","","","","0.3"
"","38214026","38214","1","","3","wac_birthday_run_01","0.2","","","103311"
"","38214027","38214","-70","","2","0","","3","","103311"
"","38214028","38214","","","93","","","","","2.5"
"","38214029","38214","","","32","1","","","","602"
"","38214030","38214","","","93","","","","","0.6"
"","38214031","38214","","","32","0","","","","600"
"","38214032","38214","","","32","0","","","","610"
"","38214033","38214","","","32","0","","","","604"
"","38214034","38214","","","32","1","","","","701"
"","38214035","38214","0","","33","0","","0.01","","966"
"0.2","38214036","38214","0","","3","wac_birthday_blowout_01","0.2","wac_birthday_wish_02","1","103311"
"","38214037","38214","-330","","2","-200","","0.01","","103311"
"","38214038","38214","1","","3","wac_birthday_idle_smile","0.2","","","103811"
"","38214039","38214","-320","","2","180","","0.01","","103811"
"","38214040","38214","1","","3","wac_birthday_idle_normal","0.2","","","102611"
"","38214041","38214","-360","","2","280","","0.01","","102611"
"","38214042","38214","1","","3","wac_birthday_idle_doya","0.2","","","105211"
"","38214043","38214","-340","","2","420","","0.01","","105211"
"","38214044","38214","","","93","","","","","0"
"","38214045","38214","","","32","1","","","","800"
"","38214046","38214","","","93","","","","","0.7"
"","38214047","38214","","","32","1","","","","702"
"","38214048","38214","","","93","","","","","0.5"
"","38214049","38214","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
