709ab31ad96c44ad4f33078e15c69892bb7c6ae2008adce2382f9f78d852bfb4,75b897c98b721894b0e6174a7c214762d8d5d0c14bcc19a1acc1865e17371796,c166b3b04841c4d9cc0f48364394cd0eb7f041d5da7de7f42d06fb3c8afed6ba,e9b071f23b99e6873b11117daf2bd3c28a5ca8ed1d84e91330fb5e33b639d823,3c667f2269d2972929ad54cef66b198901150a6dee68582e36ec2034f8c23c11,3781aefbf8f7844f157007cf1ff4e2b4c300cdd86aaa1d0980b64cea756ae2d8,c1f3d4ed2c183b4ca29fd2001296e063985a94c67e080bd2b7e87be7267daafd,c5a1f912046761f01c47961b2c008391a570d5859dab7faa8a9a4731fcfa2a25,06547bc27f146f77268bd34885031bebfe56949b50291d59af905a478f99acb5,1dceb52d2b23be1e3f63b3efa624dd529127c635053379f3848610ec9d45898e,0502e6a6175c6ba9d4596daf37d913f4ad6c1513a45f50f794bd2fbe9fda9224
"","","","0","91","28812","","","","","28812013"
"","","0","0","22","28812","","","","","28812014"
"","0.2","wac_idle_doya","102211","3","28813","","","","1","28813001"
"","0.2","wac_no_items","111","3","28813","","","","1","28813002"
"","","200","102211","2","28813","","","0","-340","28813003"
"","","200","111","2","28813","","","0","-340","28813004"
"","","0","32","32","28813","","","","","28813005"
"","","1","33","32","28813","","","","","28813006"
"","","0","11","32","28813","","","","","28813007"
"","","","0","91","28813","","","","","28813008"
"-212.75","2","100611","1","1","28911","wac_default_11","0","-108","202","28911001"
"-212.75","2","111","1","5","28911","wac_default_11","0","-108","201","28911002"
"1","1","32","32","31","28911","","","0","0","28911003"
"1","0","41","41","31","28911","","","0","0","28911004"
"1","0","11","11","31","28911","","","0","0","28911005"
"1","0","14","14","31","28911","","","0","0","28911006"
"1","0","18","18","31","28911","","","0","0","28911007"
"0","0.2","wac_paint_11","100611","3","28911","","","","0","28911008"
"0","0.2","wac_paint_11","111","3","28911","","","","0","28911009"
"","","0","0.3","93","28911","","","","","28911010"
"","","1","11","32","28911","","","","","28911011"
"","","se_10035700_roller","se_10035700","23","28911","","","","0","28911012"
"","","300","100611","13","28911","","","","","28911013"
"","","","1","131","28911","","","","","28911014"
"1","0.2","wac_talk_wish_in","100611","3","28912","","","wac_talk_wish_loop","0","28912001"
"","0.2","wac_no_items","111","3","28912","","","","1","28912002"
"","","365","100611","2","28912","","","0","-340","28912003"
"","","365","111","2","28912","","","0","-340","28912004"
"","","0","32","32","28912","","","","","28912005"
"","","1","41","32","28912","","","","","28912006"
"","","0","11","32","28912","","","","","28912007"
"","","1","14","32","28912","","","","","28912008"
"","","1","18","32","28912","","","","","28912009"
"","","0","1.8","93","28912","","","","","28912010"
"","","vo_wac_221130_000","vo_wac_221130","21","28912","","","0","0","28912011"
"1","0","うんうん、今回もかわいく\n描けちゃいました～♪\nこれもお姉ちゃんに教えてもらった\nお絵描きするゲームのおかげかな？","100611","11","28912","0.5","0","1","10","28912012"
"","","","0","91","28912","","","","","28912013"
"","","vo_wac_221130_001","vo_wac_221130","21","28912","","","0","0","28912014"
"1","0","やっぱりお姉ちゃんはすごいです～♪\nそうだ、お姉ちゃんが描いたところも\n探しにいこうかな～\nお兄ちゃんも一緒にどうですか？","100611","11","28912","0.5","0","1","10","28912015"
"","","","0","91","28912","","","","","28912016"
"","","0","0","22","28912","","","","","28912017"
"","0.2","wac_idle_wish","100611","3","28913","","","","1","28913001"
"","0.2","wac_no_items","111","3","28913","","","","1","28913002"
"","","365","100611","2","28913","","","0","-340","28913003"
"","","365","111","2","28913","","","0","-340","28913004"
"","","0","32","32","28913","","","","","28913005"
"","","1","41","32","28913","","","","","28913006"
"","","0","11","32","28913","","","","","28913007"
"","","0","14","32","28913","","","","","28913008"
"","","1","18","32","28913","","","","","28913009"
"","","","0","91","28913","","","","","28913010"
"-205","2","109411","1","1","29011","wac_default_31","0","-167","202","29011001"
"-350","2","109311","1","1","29011","wac_default_bot_41","0","-64","254","29011002"
"-325","2","109211","1","1","29011","wac_default_51","0","230","252","29011003"
"-205","2","111","1","5","29011","wac_default_34","0","-167","201","29011004"
"-350","2","112","1","5","29011","wac_default_42","0","-64","253","29011005"
"-325","2","113","1","5","29011","wac_default_bot_54","0","230","251","29011006"
"","","300","109211","13","29011","","","","","29011007"
"","","300","109411","13","29011","","","","","29011008"
"","","300","109311","13","29011","","","","","29011009"
"1","1","58","58","31","29011","","","0","0","29011010"
"1","0","63","63","31","29011","","","0","0","29011011"
"1","0","15","15","31","29011","","","0","0","29011012"
"1","1","502","502","31","29011","","","0","0","29011013"
"0","0.2","wac_paint_31","109411","3","29011","","","","0","29011014"
"0","0.2","wac_paint_34","111","3","29011","","","","0","29011015"
"0","0.2","wac_paint_bot_41","109311","3","29011","","","","0","29011016"
"0","0.2","wac_paint_42","112","3","29011","","","","0","29011017"
"0","0.2","wac_paint_bot_51","109211","3","29011","","","","0","29011018"
"0","0.2","wac_paint_bot_54","113","3","29011","","","","0","29011019"
"","","0","0","93","29011","","","","","29011020"
"","","1","15","32","29011","","","","","29011021"
"","","se_sys_login_birthday_calendar_smallbrush","se_common","23","29011","","","","0","29011022"
"","","","1","131","29011","","","","","29011023"
"","0","wac_idle_smile","109211","3","29012","","","","1","29012001"
"","0","wac_idle_normal_L","109411","3","29012","","","","1","29012002"
"","0","wac_idle_wish_joy","109311","3","29012","","","","1","29012003"
"","0","wac_no_items","111","3","29012","","","","1","29012004"
"","0","wac_no_items","112","3","29012","","","","1","29012005"
"","0","wac_no_items","113","3","29012","","","","1","29012006"
"","","190","109211","2","29012","","","0","-335","29012007"
"","","-190","109411","2","29012","","","0","-360","29012008"
"","","350","109311","2","29012","","","0","-360","29012009"
"","","190","111","2","29012","","","0","-335","29012010"
"","","-190","112","2","29012","","","0","-360","29012011"
"","","350","113","2","29012","","","0","-360","29012012"
"","","0","58","32","29012","","","","","29012013"
"","","1","63","32","29012","","","","","29012014"
"","","0","15","32","29012","","","","","29012015"
"1","0.2","wac_talk_smile_in","109211","3","29012","","","wac_talk_smile_loop","0","29012016"
"","","vo_wac_221201_000","vo_wac_221201","21","29012","","","0","0","29012017"
"1","0","うんっ！　こんな感じかな！\nたまには魔法を使わずに\n自分の手でやるのも楽しいね！","109211","11","29012","0.5","0","1","10","29012018"
"","","","0","91","29012","","","","","29012019"
"1","0.2","wac_idle_smile","109211","3","29012","","","","1","29012020"
"1","0.2","wac_talk_wish_in_L","109411","3","29012","","","wac_talk_wish_loop_L","0","29012021"
"","","vo_wac_221201_001","vo_wac_221201","21","29012","","","0","0","29012022"
"1","0","ふふ……\nアンはなんでも楽しそうにやるけどね。\n一緒にいる私まで楽しくなるよ……","109411","11","29012","0.5","0","1","10","29012023"
"","","","0","91","29012","","","","","29012024"
"1","0.2","wac_idle_wish_L","109411","3","29012","","","","1","29012025"
"1","0.2","wac_talk_wish_in_joy","109311","3","29012","","","wac_talk_wish_loop_joy","0","29012026"
"","","vo_wac_221201_002","vo_wac_221201","21","29012","","","0","0","29012027"
"1","0","ルゥもです！\nちょっとはみ出しちゃっても、\nアンせんぱいは、ぜーんぶいいね！って\n笑ってくれるです！","109311","11","29012","0.5","0","1","10","29012028"
"","","","0","91","29012","","","","","29012029"
"1","0.2","wac_idle_wish_joy","109311","3","29012","","","","1","29012030"
"1","0.2","wac_talk_smile_in","109211","3","29012","","","wac_talk_smile_loop","0","29012031"
"","","vo_wac_221201_003","vo_wac_221201","21","29012","","","0","0","29012032"
"1","0","えへへ～なんだか照れちゃうな～！\nでも、そうだよね。みんなと一緒に\n一つのことをやるってすっごく楽しい！\nこの楽しさは魔法じゃ叶えられないよ！","109211","11","29012","0.5","0","1","10","29012033"
"","","","0","91","29012","","","","","29012034"
"","","0","0","22","29012","","","","","29012035"
"","","","","111","29012","","","","","29012036"
"","0.2","wac_idle_smile","109211","3","29013","","","","1","29013001"
"","0.2","wac_idle_wish_L","109411","3","29013","","","","1","29013002"
"","0.2","wac_idle_wish_joy","109311","3","29013","","","","1","29013003"
"","0.2","wac_no_items","111","3","29013","","","","1","29013004"
"","0.2","wac_no_items","112","3","29013","","","","1","29013005"
"","0.2","wac_no_items","113","3","29013","","","","1","29013006"
"","","190","109211","2","29013","","","0","-335","29013007"
"","","-190","109411","2","29013","","","0","-360","29013008"
"","","350","109311","2","29013","","","0","-360","29013009"
"","","190","111","2","29013","","","0","-335","29013010"
"","","-190","112","2","29013","","","0","-360","29013011"
"","","350","113","2","29013","","","0","-360","29013012"
"","","0","58","32","29013","","","","","29013013"
"","","1","63","32","29013","","","","","29013014"
"","","0","15","32","29013","","","","","29013015"
"","","","0","91","29013","","","","","29013016"
"-213","2","109311","1","1","29111","wac_default_11","0","-108","202","29111001"
"-213","2","111","1","5","29111","wac_default_12","0","-108","201","29111002"
"1","1","43","43","31","29111","","","0","0","29111003"
"1","0","57","57","31","29111","","","0","0","29111004"
"1","0","11","11","31","29111","","","0","0","29111005"
"1","1","502","502","31","29111","","","0","0","29111006"
"0","0.2","wac_paint_11","109311","3","29111","","","","0","29111007"
"0","0.2","wac_paint_12","111","3","29111","","","","0","29111008"
"","","0","0.3","93","29111","","","","","29111009"
"","","1","11","32","29111","","","","","29111010"
"","","se_10035700_roller","se_10035700","23","29111","","","","0","29111011"
"","","300","109311","13","29111","","","","","29111012"
"","","","1","131","29111","","","","","29111013"
"1","0.2","wac_talk_smile_in","109311","3","29112","","","wac_talk_smile_loop","0","29112001"
"","0.2","wac_no_items","111","3","29112","","","","1","29112002"
"","","200","109311","2","29112","","","0","-340","29112003"
"","","200","111","2","29112","","","0","-340","29112004"
"","","0","43","32","29112","","","","","29112005"
"","","1","57","32","29112","","","","","29112006"
"","","0","11","32","29112","","","","","29112007"
"","","vo_wac_221202_000","vo_wac_221202","21","29112","","","0","0","29112008"
"1","0","できましたー！\nルゥ渾身のりきさくってやつですよ！\n魔法を使ってないのに、\nへとへとですぅ～……","109311","11","29112","0.5","0","1","10","29112009"
"","","","0","91","29112","","","","","29112010"
"","","vo_wac_221202_001","vo_wac_221202","21","29112","","","0","0","29112011"
"1","0","えへへぇ、いつもラクガキすると\n怒られちゃうですけど……\nあなたに喜んでもらえるのがうれしくて\nつい張り切っちゃったですよ♪","109311","11","29112","0.5","0","1","10","29112012"
"","","","0","91","29112","","","","","29112013"
"","","0","0","22","29112","","","","","29112014"
"","0.2","wac_idle_smile","109311","3","29113","","","","1","29113001"
"","0.2","wac_no_items","111","3","29113","","","","1","29113002"
"","","200","109311","2","29113","","","0","-340","29113003"
"","","200","111","2","29113","","","0","-340","29113004"
"","","0","43","32","29113","","","","","29113005"
"","","1","57","32","29113","","","","","29113006"
"","","0","11","32","29113","","","","","29113007"
"","","","0","91","29113","","","","","29113008"
"-213","2","109411","1","1","29211","wac_default_01","0","-108","202","29211001"
"-213","2","111","1","5","29211","wac_default_02","0","-108","201","29211002"
"1","1","43","43","31","29211","","","0","0","29211003"
"1","0","57","57","31","29211","","","0","0","29211004"
"1","0","11","11","31","29211","","","0","0","29211005"
"1","1","502","502","31","29211","","","0","0","29211006"
"0","0.2","wac_paint_01","109411","3","29211","","","","0","29211007"
"0","0.2","wac_paint_02","111","3","29211","","","","0","29211008"
"","","0","0","93","29211","","","","","29211009"
"","","1","11","32","29211","","","","","29211010"
"","","se_10035700_brush","se_10035700","23","29211","","","","0","29211011"
"","","300","109411","13","29211","","","","","29211012"
"","","","1","131","29211","","","","","29211013"
"","0.2","wac_talk_sad_loop_shy","109411","3","29212","","","","1","29212001"
"","0.2","wac_no_items","111","3","29212","","","","1","29212002"
"","","200","109411","2","29212","","","0","-340","29212003"
"","","200","111","2","29212","","","0","-340","29212004"
"","","0","43","32","29212","","","","","29212005"
"","","1","57","32","29212","","","","","29212006"
"","","0","11","32","29212","","","","","29212007"
"","","vo_wac_221203_000","vo_wac_221203","21","29212","","","0","0","29212008"
"1","0","ふぅ……なんとかできた……\nあっ……ご、ごめん……！\nイヤだったんじゃなくて、\nちょっと緊張しちゃって……","109411","11","29212","0.5","0","1","10","29212009"
"","","","0","91","29212","","","","","29212010"
"1","0.2","wac_talk_wish_in","109411","3","29212","","","wac_talk_wish_loop","0","29212011"
"","","vo_wac_221203_001","vo_wac_221203","21","29212","","","0","0","29212012"
"1","0","……でも少し、楽しかったな。\nその、アンやルゥだけじゃなくて\n私も誘ってくれて……ありがとう……","109411","11","29212","0.5","0","1","10","29212013"
"","","","0","91","29212","","","","","29212014"
"","","0","0","22","29212","","","","","29212015"
"","0.2","wac_idle_wish","109411","3","29213","","","","1","29213001"
"","0.2","wac_no_items","111","3","29213","","","","1","29213002"
"","","200","109411","2","29213","","","0","-340","29213003"
"","","200","111","2","29213","","","0","-340","29213004"
"","","0","43","32","29213","","","","","29213005"
"","","1","57","32","29213","","","","","29213006"
"","","0","11","32","29213","","","","","29213007"
"","","","0","91","29213","","","","","29213008"
"-213","2","100611","1","1","29311","wac_default_11","0","-108","202","29311001"
"-213","2","111","1","5","29311","wac_default_12","0","-108","201","29311002"
"1","1","43","43","31","29311","","","0","0","29311003"
"1","0","57","57","31","29311","","","0","0","29311004"
"1","0","11","11","31","29311","","","0","0","29311005"
"1","1","502","502","31","29311","","","0","0","29311006"
"0","0.2","wac_paint_11","100611","3","29311","","","","0","29311007"
"0","0.2","wac_paint_12","111","3","29311","","","","0","29311008"
"","","0","0.3","93","29311","","","","","29311009"
"","","1","11","32","29311","","","","","29311010"
"","","se_10035700_roller","se_10035700","23","29311","","","","0","29311011"
"","","300","100611","13","29311","","","","","29311012"
"","","","1","131","29311","","","","","29311013"
"1","0.2","wac_talk_sad_in_surprise","100611","3","29312","","","wac_talk_sad_loop_surprise","0","29312001"
"","0.2","wac_no_items","111","3","29312","","","","1","29312002"
"","","200","100611","2","29312","","","0","-340","29312003"
"","","200","111","2","29312","","","0","-340","29312004"
"","","0","43","32","29312","","","","","29312005"
"","","1","57","32","29312","","","","","29312006"
"","","0","11","32","29312","","","","","29312007"
"","","vo_wac_221204_000","vo_wac_221204","21","29312","","","0","0","29312008"
"1","0","こんな感じでいいのかな～？\n何回かこのお仕事してるけど、いっつも\n物足りなく感じちゃうんですよね。\nもう少しかわいい雰囲気にしたいな～","100611","11","29312","0.5","0","1","10","29312009"
"","","","0","91","29312","","","","","29312010"
"1","0.2","wac_talk_wish_in","100611","3","29312","","","wac_talk_wish_loop","0","29312011"
"","","vo_wac_221204_001","vo_wac_221204","21","29312","","","0","0","29312012"
"1","0","やっぱり目にハートとか入れて、\n表情も火照った感じにして、みんなが\n気持ちよさそうにしてる絵にしません？\n……え～？　なんでダメなんですか～？","100611","11","29312","0.5","0","1","10","29312013"
"","","","0","91","29312","","","","","29312014"
"","","0","0","22","29312","","","","","29312015"
"","0.2","wac_idle_wish","100611","3","29313","","","","1","29313001"
"","0.2","wac_no_items","111","3","29313","","","","1","29313002"
"","","200","100611","2","29313","","","0","-340","29313003"
"","","200","111","2","29313","","","0","-340","29313004"
"","","0","43","32","29313","","","","","29313005"
"","","1","57","32","29313","","","","","29313006"
"","","0","11","32","29313","","","","","29313007"
"","","","0","91","29313","","","","","29313008"
"-213","2","102211","1","1","29411","wac_default_01","0","-108","202","29411001"
"-213","2","111","1","5","29411","wac_default_02","0","-108","201","29411002"
"1","1","43","43","31","29411","","","0","0","29411003"
"1","0","57","57","31","29411","","","0","0","29411004"
"1","0","11","11","31","29411","","","0","0","29411005"
"1","1","502","502","31","29411","","","0","0","29411006"
"0","0.2","wac_paint_01","102211","3","29411","","","","0","29411007"
"0","0.2","wac_paint_02","111","3","29411","","","","0","29411008"
"","","0","0","93","29411","","","","","29411009"
"","","1","11","32","29411","","","","","29411010"
"","","se_10035700_brush","se_10035700","23","29411","","","","0","29411011"
"","","300","102211","13","29411","","","","","29411012"
"","","","1","131","29411","","","","","29411013"
"1","0.2","wac_talk_doya_in_surprise","102211","3","29412","","","wac_talk_doya_loop_surprise","0","29412001"
"","0.2","wac_no_items","111","3","29412","","","","1","29412002"
"","","200","102211","2","29412","","","0","-340","29412003"
"","","200","111","2","29412","","","0","-340","29412004"
"","","0","43","32","29412","","","","","29412005"
"","","1","57","32","29412","","","","","29412006"
"","","0","11","32","29412","","","","","29412007"
"","","vo_wac_221205_000","vo_wac_221205","21","29412","","","0","0","29412008"
"1","0","よいしょ……っと！\nふぅ……絵を描くのって、\nこんなに体力がいる作業なのね。\nアカリは楽々こなしてたみたいだけど。","102211","11","29412","0.5","0","1","10","29412009"
"","","","0","91","29412","","","","","29412010"
"","0.2","wac_talk_sad_loop_shy","102211","3","29412","","","","1","29412011"
"","","vo_wac_221205_001","vo_wac_221205","21","29412","","","0","0","29412012"
"1","0","……や、やっぱり、\nゲームばかりじゃなくて、\n運動もしなくちゃダメかしら？\n健康にもよくないしね……","102211","11","29412","0.5","0","1","10","29412013"
"","","","0","91","29412","","","","","29412014"
"","","0","0","22","29412","","","","","29412015"
"","0.2","wac_idle_sad_shy","102211","3","29413","","","","1","29413001"
"","0.2","wac_no_items","111","3","29413","","","","1","29413002"
"","","200","102211","2","29413","","","0","-340","29413003"
"","","200","111","2","29413","","","0","-340","29413004"
"","","0","43","32","29413","","","","","29413005"
"","","1","57","32","29413","","","","","29413006"
"","","0","11","32","29413","","","","","29413007"
"","","","0","91","29413","","","","","29413008"
"-213","2","104411","1","1","29511","wac_default_01","0","-108","202","29511001"
"-213","2","111","1","5","29511","wac_default_02","0","-108","201","29511002"
"1","1","43","43","31","29511","","","0","0","29511003"
"1","0","57","57","31","29511","","","0","0","29511004"
"1","0","11","11","31","29511","","","0","0","29511005"
"1","1","502","502","31","29511","","","0","0","29511006"
"0","0.2","wac_paint_01","104411","3","29511","","","","0","29511007"
"0","0.2","wac_paint_02","111","3","29511","","","","0","29511008"
"","","0","0","93","29511","","","","","29511009"
"","","1","11","32","29511","","","","","29511010"
"","","se_10035700_brush","se_10035700","23","29511","","","","0","29511011"
"","","300","104411","13","29511","","","","","29511012"
"","","","1","131","29511","","","","","29511013"
"1","0.2","wac_talk_arm_crossed_in","104411","3","29512","","","wac_talk_arm_crossed_loop","0","29512001"
"","0.2","wac_no_items","111","3","29512","","","","1","29512002"
"","","200","104411","2","29512","","","0","-340","29512003"
"","","200","111","2","29512","","","0","-340","29512004"
"","","0","43","32","29512","","","","","29512005"
"","","1","57","32","29512","","","","","29512006"
"","","0","11","32","29512","","","","","29512007"
"","","vo_wac_221206_000","vo_wac_221206","21","29512","","","0","0","29512008"
"1","0","こうした作業は、慣れてくると\n捻ったことがしたくなるもの……\nわらわも、もう少し凝った表現に\n挑戦してみるかのう。","104411","11","29512","0.5","0","1","10","29512009"
"","","","0","91","29512","","","","","29512010"
"","","vo_wac_221206_001","vo_wac_221206","21","29512","","","0","0","29512011"
"1","0","もう少し前衛的かつ、抽象的なタッチで\n人間を描いてみるなどどうじゃ？\n……この壁画はそういう路線ではない？\nふむ、芸術も難儀なものじゃな。","104411","11","29512","0.5","0","1","10","29512012"
"","","","0","91","29512","","","","","29512013"
"","","0","0","22","29512","","","","","29512014"
"","0.2","wac_idle_arm_crossed","104411","3","29513","","","","1","29513001"
"","0.2","wac_no_items","111","3","29513","","","","1","29513002"
"","","200","104411","2","29513","","","0","-340","29513003"
"","","200","111","2","29513","","","0","-340","29513004"
"","","0","43","32","29513","","","","","29513005"
"","","1","57","32","29513","","","","","29513006"
"","","0","11","32","29513","","","","","29513007"
"","","","0","91","29513","","","","","29513008"
"-213","2","100711","1","1","29611","wac_default_01","0","-108","202","29611001"
"-213","2","111","1","5","29611","wac_default_02","0","-108","201","29611002"
"1","1","43","43","31","29611","","","0","0","29611003"
"1","0","57","57","31","29611","","","0","0","29611004"
"1","0","11","11","31","29611","","","0","0","29611005"
"1","1","502","502","31","29611","","","0","0","29611006"
"0","0.2","wac_paint_01","100711","3","29611","","","","0","29611007"
"0","0.2","wac_paint_02","111","3","29611","","","","0","29611008"
"","","0","0","93","29611","","","","","29611009"
"","","1","11","32","29611","","","","","29611010"
"","","se_10035700_brush","se_10035700","23","29611","","","","0","29611011"
"","","300","100711","13","29611","","","","","29611012"
"","","","1","131","29611","","","","","29611013"
"","0.2","wac_talk_anger_pout","100711","3","29612","","","","1","29612001"
"","0.2","wac_no_items","111","3","29612","","","","1","29612002"
"","","200","100711","2","29612","","","0","-340","29612003"
"","","200","111","2","29612","","","0","-340","29612004"
"","","0","43","32","29612","","","","","29612005"
"","","1","57","32","29612","","","","","29612006"
"","","0","11","32","29612","","","","","29612007"
"","","vo_wac_221207_000","vo_wac_221207","21","29612","","","0","0","29612008"
"1","0","ずーっとお絵描きしてるけど、いつも\n同じ数のプリンしかもらえないの～……\n絶対、まだあるのに隠してるの～！\nケチくさいの～！","100711","11","29612","0.5","0","1","10","29612009"
"","","","0","91","29612","","","","","29612010"
"","","vo_wac_221207_001","vo_wac_221207","21","29612","","","0","0","29612011"
"1","0","ミヤコが真面目にお仕事するなんて、\nとっても珍しいことなの。だから\nご褒美に、もっとたくさんの\nプリンをよこすべきなの～！","100711","11","29612","0.5","0","1","10","29612012"
"","","","0","91","29612","","","","","29612013"
"","","0","0","22","29612","","","","","29612014"
"","0.2","wac_idle_anger_pout","100711","3","29613","","","","1","29613001"
"","0.2","wac_no_items","111","3","29613","","","","1","29613002"
"","","200","100711","2","29613","","","0","-340","29613003"
"","","200","111","2","29613","","","0","-340","29613004"
"","","0","43","32","29613","","","","","29613005"
"","","1","57","32","29613","","","","","29613006"
"","","0","11","32","29613","","","","","29613007"
"","","","0","91","29613","","","","","29613008"
"-213","2","103111","1","1","29711","wac_default_01","0","-108","202","29711001"
"-213","2","111","1","5","29711","wac_default_02","0","-108","201","29711002"
"1","1","43","43","31","29711","","","0","0","29711003"
"1","0","57","57","31","29711","","","0","0","29711004"
"1","0","11","11","31","29711","","","0","0","29711005"
"1","1","502","502","31","29711","","","0","0","29711006"
"0","0.2","wac_paint_01","103111","3","29711","","","","0","29711007"
"0","0.2","wac_paint_02","111","3","29711","","","","0","29711008"
"","","0","0","93","29711","","","","","29711009"
"","","1","11","32","29711","","","","","29711010"
"","","se_10035700_brush","se_10035700","23","29711","","","","0","29711011"
"","","300","103111","13","29711","","","","","29711012"
"","","","1","131","29711","","","","","29711013"
"1","0.2","wac_talk_wish_in_joy","103111","3","29712","","","wac_talk_wish_loop_joy","0","29712001"
"","0.2","wac_no_items","111","3","29712","","","","1","29712002"
"","","200","103111","2","29712","","","0","-340","29712003"
"","","200","111","2","29712","","","0","-340","29712004"
"","","0","43","32","29712","","","","","29712005"
"","","1","57","32","29712","","","","","29712006"
"","","0","11","32","29712","","","","","29712007"
"","","vo_wac_221208_000","vo_wac_221208","21","29712","","","0","0","29712008"
"1","0","……そういえば、この壁画は\n彷徨える霊たちの間でも、\n話題になっているようですよ？","103111","11","29712","0.5","0","1","10","29712009"
"","","","0","91","29712","","","","","29712010"
"","","vo_wac_221208_001","vo_wac_221208","21","29712","","","0","0","29712011"
"1","0","こういった温かみのある絵は、\n死者の魂さえ魅了する何かが\nあるのかもしれません。\n彼らの癒しとなればよいのですが。","103111","11","29712","0.5","0","1","10","29712012"
"","","","0","91","29712","","","","","29712013"
"","","0","0","22","29712","","","","","29712014"
"","0.2","wac_idle_wish_joy","103111","3","29713","","","","1","29713001"
"","0.2","wac_no_items","111","3","29713","","","","1","29713002"
"","","200","103111","2","29713","","","0","-340","29713003"
"","","200","111","2","29713","","","0","-340","29713004"
"","","0","43","32","29713","","","","","29713005"
"","","1","57","32","29713","","","","","29713006"
"","","0","11","32","29713","","","","","29713007"
"","","","0","91","29713","","","","","29713008"
"-213","2","102311","1","1","29811","wac_default_11","0","-108","202","29811001"
"-213","2","111","1","5","29811","wac_default_12","0","-108","201","29811002"
"1","1","43","43","31","29811","","","0","0","29811003"
"1","0","57","57","31","29811","","","0","0","29811004"
"1","0","11","11","31","29811","","","0","0","29811005"
"1","1","502","502","31","29811","","","0","0","29811006"
"0","0.2","wac_paint_11","102311","3","29811","","","","0","29811007"
"0","0.2","wac_paint_12","111","3","29811","","","","0","29811008"
"","","0","0.3","93","29811","","","","","29811009"
"","","1","11","32","29811","","","","","29811010"
"","","se_10035700_roller","se_10035700","23","29811","","","","0","29811011"
"","","300","102311","13","29811","","","","","29811012"
"","","","1","131","29811","","","","","29811013"
"1","0.2","wac_talk_smile_in","102311","3","29812","","","wac_talk_smile_loop","0","29812001"
"","0.2","wac_no_items","111","3","29812","","","","1","29812002"
"","","200","102311","2","29812","","","0","-340","29812003"
"","","200","111","2","29812","","","0","-340","29812004"
"","","0","43","32","29812","","","","","29812005"
"","","1","57","32","29812","","","","","29812006"
"","","0","11","32","29812","","","","","29812007"
"","","vo_wac_221209_000","vo_wac_221209","21","29812","","","0","0","29812008"
"1","0","できた～！\nやっぱり、大きな壁に思いっきり\n線を引いたりするのは楽しいな～♪","102311","11","29812","0.5","0","1","10","29812009"
"","","","0","91","29812","","","","","29812010"
"","","vo_wac_221209_001","vo_wac_221209","21","29812","","","0","0","29812011"
"1","0","こんな感じで、もっと勢いのある絵とか\n描けたら楽しそうだけど……そうだ！\n素振りとかして、もっと早く\n筆を振れるように特訓しよ♪","102311","11","29812","0.5","0","1","10","29812012"
"","","","0","91","29812","","","","","29812013"
"","","0","0","22","29812","","","","","29812014"
"","0.2","wac_idle_smile","102311","3","29813","","","","1","29813001"
"","0.2","wac_no_items","111","3","29813","","","","1","29813002"
"","","200","102311","2","29813","","","0","-340","29813003"
"","","200","111","2","29813","","","0","-340","29813004"
"","","0","43","32","29813","","","","","29813005"
"","","1","57","32","29813","","","","","29813006"
"","","0","11","32","29813","","","","","29813007"
"","","","0","91","29813","","","","","29813008"
"-213","2","102111","1","1","29911","wac_default_01","0","-108","202","29911001"
"-213","2","111","1","5","29911","wac_default_02","0","-108","201","29911002"
"1","1","43","43","31","29911","","","0","0","29911003"
"1","0","57","57","31","29911","","","0","0","29911004"
"1","0","11","11","31","29911","","","0","0","29911005"
"1","1","502","502","31","29911","","","0","0","29911006"
"0","0.2","wac_paint_01","102111","3","29911","","","","0","29911007"
"0","0.2","wac_paint_02","111","3","29911","","","","0","29911008"
"","","0","0","93","29911","","","","","29911009"
"","","1","11","32","29911","","","","","29911010"
"","","se_10035700_brush","se_10035700","23","29911","","","","0","29911011"
"","","300","102111","13","29911","","","","","29911012"
"","","","1","131","29911","","","","","29911013"
"1","0.2","wac_talk_wish_in","102111","3","29912","","","wac_talk_wish_loop","0","29912001"
"","0.2","wac_no_items","111","3","29912","","","","1","29912002"
"","","200","102111","2","29912","","","0","-340","29912003"
"","","200","111","2","29912","","","0","-340","29912004"
"","","0","43","32","29912","","","","","29912005"
"","","1","57","32","29912","","","","","29912006"
"","","0","11","32","29912","","","","","29912007"
"","","vo_wac_221210_000","vo_wac_221210","21","29912","","","0","0","29912008"
"1","0","はぁ～……できました……！\n背伸びしたり、腕を伸ばしたりして\nお絵描きするのは疲れちゃうかも……","102111","11","29912","0.5","0","1","10","29912009"
"","","","0","91","29912","","","","","29912010"
"","","vo_wac_221210_001","vo_wac_221210","21","29912","","","0","0","29912011"
"1","0","でも、最後までがんばったら、\nきっと素敵な壁になりますよね……？\nそうなったら、救護院のみんなと\n遊びにきたいです……♪","102111","11","29912","0.5","0","1","10","29912012"
"","","","0","91","29912","","","","","29912013"
"","","0","0","22","29912","","","","","29912014"
"","0.2","wac_idle_wish","102111","3","29913","","","","1","29913001"
"","0.2","wac_no_items","111","3","29913","","","","1","29913002"
"","","200","102111","2","29913","","","0","-340","29913003"
"","","200","111","2","29913","","","0","-340","29913004"
"","","0","43","32","29913","","","","","29913005"
"","","1","57","32","29913","","","","","29913006"
"","","0","11","32","29913","","","","","29913007"
"","","","0","91","29913","","","","","29913008"
"-213","2","102811","1","1","30011","wac_default_01","0","-108","202","30011001"
