8c6d89d369cf5cc2ea68802d36652bfe1ac470a7a0695bb35e41ea3cdbb4f341,c963a1c385c10f3c9464b451f617b2769ac6c3e4f213208bf1574c1571bbddc0,22dda74551b722271d52f739e0b9ded8d6563dc4be269232bb371ad3ac2ebdc5,81e94225cff977229d1ec52ee67bcafbdc9170b5dbe0ac5e0b534a73cbd52e27,25b5d0c58051a58feb5facfe882d7d2d1ca8c0295074731e34970389595cc3e4,d62e10d1d3f0d3737c7be20bfc05b31206e1771a8f32443a985fe4e4418895ca,d0cf4a4b66d93e441c8708f2752119b3dc88123ab304805326b9cf320f32709c,74b7cb235d9ddca305bb1dfe404d7ea9fcad8d2239f8dcba2e488182cd6cae5b,34337f8905c95e695822cbb10efb3766822af1e117df77c2f61b9bce4425965b,9610f37803bfe9982842b90599233ba41bc87d23758f49d0aba38d420fc494ab,a7a8a2939ced53be797e4ef1418d32ec3e6d76120625df55c7d127f87bcd4ade
"0.2","","","","1007413","1","mhp_idle_normal","","117531","3","1007413200"
"0.2","","","","1007413","1","mhp_talk_normal","","100931","3","1007413201"
"","","","","1007413","0","vo_mhp_3017","0","vo_mhp_1007413","21","1007413202"
"0","0","0.5","0","1007413","5","世話になったな\nひとまず今日のところは退くとしよう。\nなに、心配は無用だ、明日には\n完治しているだろう。さらばだ！","1","100931","11","1007413203"
"","","","","1007413","","","","0","91","1007413204"
"","","","","1007413","","0","","0","22","1007413205"
"0.2","","","","1007413","1","mhp_run","","100931","3","1007413206"
"","","","","1007413","","1","","100931","4","1007413207"
"","0","","","1007413","-220","-1000","3","100931","2","1007413208"
"","","","","1007413","","0","","3","93","1007413209"
"","","","","1007413","","","","0","91","1007413210"
"1.7","-220","mhp_idle_normal","0","1007414","100","100931","-1000","1","1","1007414001"
"1.7","-200","mhp_sit_idle","1","1007414","100","117631","365","1","1","1007414002"
"1.7","-220","mhp_sit_idle","1","1007414","100","117531","185","1","1","1007414003"
"1","0.85","","","1007414","-240","1","-154","1","31","1007414004"
"1.7","-220","NoItem","0","1007414","110","11","-200","1","5","1007414005"
"1.7","-220","NoItem","0","1007414","105","12","-200","1","5","1007414006"
"1.7","-220","NoItem","1","1007414","110","21","185","1","5","1007414007"
"1.7","-220","NoItem","1","1007414","105","22","185","1","5","1007414008"
"0","0","","0","1007414","1","1","1","11","6","1007414009"
"0","0","","0","1007414","1","1","1","12","6","1007414010"
"0","0","","0","1007414","1","1","1","21","6","1007414011"
"0","0","","0","1007414","1","1","1","22","6","1007414012"
"1.7","-220","NoItem","0","1007414","110","31","-1000","1","5","1007414013"
"","","","","1007414","","","","0","91","1007414014"
"0.2","","","","1007414","1","mhp_sit_talk_normal","","117531","3","1007414015"
"","","","","1007414","0","vo_mhp_3101","0","vo_mhp_1007414","21","1007414016"
"0","0","0.5","0","1007414","8","アンナちゃん、どうぞー","0","117531","11","1007414017"
"","","","","1007414","","","","0","91","1007414018"
"0.2","","","","1007414","1","mhp_sit_idle","","117531","3","1007414019"
"0.2","","","","1007414","1","mhp_anna_walk_sad","","100931","3","1007414020"
"","0","","","1007414","-220","-200","4","100931","2","1007414021"
"0.2","","","","1007414","1","NoItem","","31","3","1007414022"
"","0","","","1007414","-220","-200","4","31","2","1007414023"
"","","","","1007414","","","","0","91","1007414024"
"0.2","","","","1007414","0","mhp_sit_in_sad","","100931","3","1007414025"
"","","","","1007414","","0","","0.2","93","1007414026"
"0.2","1","","","1007414","0","mhp_anna_dark_in","mhp_anna_dark_loop","100931","3","1007414027"
"0.2","1","","","1007414","0","mhp_anna_dark_in","mhp_anna_dark_loop","31","3","1007414028"
"","","","","1007414","","0","","1","93","1007414029"
"0.2","","","","1007414","1","mhp_sit_talk_normal","","117531","3","1007414030"
"","","","","1007414","0","vo_mhp_3102","0","vo_mhp_1007414","21","1007414031"
"0","0","0.5","0","1007414","6","あら、その様子だと\n「不可視の暗殺者」とやらの攻撃は\nまだ続いてるみたいね。","1","117531","11","1007414032"
"","","","","1007414","","","","0","91","1007414033"
"0.2","","","","1007414","1","mhp_sit_idle","","117531","3","1007414034"
"0.2","","","","1007414","1","mhp_sit_talk_sad","","100931","3","1007414035"
"0.2","","","","1007414","1","NoItem","","31","3","1007414036"
"","","","","1007414","0","vo_mhp_3103","0","vo_mhp_1007414","21","1007414037"
"0","0","1","0","1007414","4","う、うむ、前は頭の痛みで集中力を\n削ぎにきていたが、うぅ……\n今回は魔法を封じにきたようだ。","1","100931","11","1007414038"
"","","","","1007414","","","","0","91","1007414039"
"0.2","1","","0","1007414","0","mhp_anna_huhu_in","mhp_anna_huhu_loop","100931","3","1007414040"
"","","","","1007414","0","vo_mhp_3104","0","vo_mhp_1007414","21","1007414041"
"0","0","0.5","0","1007414","6","くくく、よほど我が魔法が\n恐ろしいらしい、あぅ……","1","100931","11","1007414042"
"","","","","1007414","","0","","0","91","1007414043"
"","","","","1007414","","0","","0.2","93","1007414044"
"0","","","0","1007414","2","15","","100931","12","1007414045"
"0.2","","","","1007414","1","mhp_anna_huhu_loop2","","100931","3","1007414046"
"","","","","1007414","","0","","2","93","1007414047"
"0.2","","","","1007414","1","mhp_sit_talk_thinking","","117531","3","1007414048"
"","","","","1007414","0","vo_mhp_3105","0","vo_mhp_1007414","21","1007414049"
"0","0","0.5","0","1007414","6","ふーん、つまりのどが痛くて\n詠唱が辛くて魔法が使えないと。","1","117531","11","1007414050"
"","","","","1007414","","","","0","91","1007414051"
"0.2","","","","1007414","1","mhp_sit_idle","","117531","3","1007414052"
"0.2","","","","1007414","1","mhp_sit_talk_anger2","","100931","3","1007414053"
"","","","","1007414","0","vo_mhp_3106","0","vo_mhp_1007414","21","1007414054"
"0","0","0.5","0","1007414","6","そ、そんな軽いものではない！\nこれは禁じられた封印術\n「魔殺しの痛刻」に違いな――","1","100931","11","1007414055"
"","","","","1007414","","","","0","91","1007414056"
"0.2","","","","1007414","1","mhp_sit_talk_wish2","","117531","3","1007414057"
"","","","","1007414","0","vo_mhp_3107","0","vo_mhp_1007414","21","1007414058"
"0","0","0.5","0","1007414","8","病院内ではお静かに。","1","117531","11","1007414059"
"","","","","1007414","","","","0","91","1007414060"
"0.2","","","","1007414","1","mhp_sit_idle","","117531","3","1007414061"
"0.2","","","","1007414","1","mhp_sit_talk_sad","","100931","3","1007414062"
"","","","","1007414","0","vo_mhp_3108","0","vo_mhp_1007414","21","1007414063"
"0","0","0.5","0","1007414","10","あ、はい……","1","100931","11","1007414064"
"","","","","1007414","","","","0","91","1007414065"
"0.2","","","","1007414","1","mhp_sit_idle_sad","","100931","3","1007414066"
"0.2","","","","1007414","1","mhp_sit_talk_normal","","117531","3","1007414067"
"","","","","1007414","0","vo_mhp_3109","0","vo_mhp_1007414","21","1007414068"
"0","0","0.5","0","1007414","7","でも、アンナちゃんが静かというのも\nなんだか気持ちが悪いわね。\n同じギルドのよしみ、\n悪いようにはしないわ。","1","117531","11","1007414069"
"","","","","1007414","","","","0","91","1007414070"
"","","","","1007414","","0","","0","22","1007414071"
"","","","","1007414","0","1007414075","","「金色の天露」を処方するわね。","103","1007414072"
"","","","","1007414","0","1007414128","","この聖杯でうがいしなさい。","103","1007414073"
"","","","","1007414","0","1007414180","","この封魔帯で乾燥を防ぎなさい。","103","1007414074"
"0.2","1","","0","1007414","0","mhp_sit_out","mhp_idle_normal","117531","3","1007414075"
"","","","","1007414","","0","","0.6","93","1007414076"
"0.2","1","","0","1007414","0","mhp_sit_out","mhp_idle_normal","100931","3","1007414077"
"","","","","1007414","","0","","0.2","93","1007414078"
"0.2","0","","","1007414","1","mhp_walk_sad","","100931","3","1007414079"
"","0","","","1007414","-220","35","1.5","100931","2","1007414080"
"","0","","","1007414","-220","35","1.5","31","2","1007414081"
"","0","","","1007414","-220","35","1.5","11","2","1007414082"
"","0","","","1007414","-220","35","1.5","12","2","1007414083"
"","","","","1007414","","0","","0.3","93","1007414084"
"0.2","1","","0","1007414","0","mhp_handover_in","mhp_handover_loop","117531","3","1007414085"
"0","1","","0","1007414","1","1","1","21","6","1007414086"
"0","1","","0","1007414","1","1","1","22","6","1007414087"
"0.2","1","","0","1007414","0","mhp_handover_in","mhp_handover_loop","21","3","1007414088"
"0.2","1","","0","1007414","0","mhp_item_EX0005_handover_in","mhp_item_EX0005_handover_loop","22","3","1007414089"
"","","","","1007414","","0","","1.2","93","1007414090"
"0.2","","","","1007414","1","mhp_idle_sad","","100931","3","1007414091"
"","","","","1007414","","0","","0.5","93","1007414092"
"0.2","1","","0","1007414","0","mhp_surprise","mhp_talk_surprise1","100931","3","1007414093"
"","","","","1007414","0","vo_mhp_3110","0","vo_mhp_1007414","21","1007414094"
"0","0","0.5","0","1007414","5","そ、それは霊峰に生息する花から\n採れる、伝説の蜜では！\nこれさえあればすぐにでも\n千の魔法を唱えられるであろう！","1","100931","11","1007414095"
"","","","","1007414","","1","","6","93","1007414096"
"0.2","","","","1007414","0","mhp_anna_huhuStand_in","","100931","3","1007414097"
"","","","","1007414","","","","0","91","1007414098"
"0.2","1","","0.2","1007414","0","mhp_anna_ahahaStand_in","mhp_anna_ahahaStand_loop","100931","3","1007414099"
"","","","","1007414","","1","","0","93","1007414100"
"","","","","1007414","","","","1007414095","91","1007414101"
"","","","","1007414","","0","","0","22","1007414102"
"","","","","1007414","","","","1","93","1007414103"
"0.2","1","","0","1007414","0","mhp_handover_receive_in","mhp_handover_receive_loop","100931","3","1007414104"
"0","1","","0","1007414","1","1","1","11","6","1007414105"
"0","1","","0","1007414","1","1","1","12","6","1007414106"
"0.2","1","","0","1007414","0","mhp_receive_anna_in","mhp_receive_anna_loop","11","3","1007414107"
"0.2","1","","0","1007414","0","mhp_item_EX0005_receive_in","mhp_item_EX0005_receive_loop","12","3","1007414108"
"","","","","1007414","","0","","0.6","93","1007414109"
"0.4","1","","0","1007414","1","1","1","22","6","1007414110"
"","","","","1007414","","0","","0.4","93","1007414111"
"0.2","1","","0","1007414","0","mhp_handover_out","mhp_idle_normal","117531","3","1007414112"
"0.2","1","","0","1007414","0","mhp_handover_out","NoItem_idle","21","3","1007414113"
"0.2","1","","0","1007414","0","mhp_item_EX0005_handover_out","NoItem_idle","22","3","1007414114"
"","","","","1007414","","0","","0.4","93","1007414115"
"0.2","1","","0","1007414","0","mhp_handover_receive_out","mhp_idle_normal","100931","3","1007414116"
"0.2","1","","0","1007414","0","mhp_receive_anna_out","NoItem_idle","11","3","1007414117"
"0.2","1","","0","1007414","0","mhp_item_EX0005_receive_out","NoItem_idle","12","3","1007414118"
"","","","","1007414","","","","2","93","1007414119"
"0.2","","","","1007414","1","mhp_idle_memory","","100931","3","1007414120"
"","","","","1007414","","0","","0.2","93","1007414121"
"0.2","","","","1007414","1","mhp_sit_idle_sad","","117631","3","1007414122"
"","","","","1007414","0","vo_mhp_3111","0","vo_mhp_1007414","21","1007414123"
"0","0","0.5","0","1007414","6","（あれ、どう見てもただの\nのど用シロップだよね？\n物は言いようってやつかな）","1","117631","11","1007414124"
"","","","","1007414","","","","0","91","1007414125"
"0.2","","","","1007414","1","mhp_sit_idle","","117631","3","1007414126"
"","","","","1007414","","","","1007414224","101","1007414127"
"0.2","1","","0","1007414","0","mhp_sit_out","mhp_idle_normal","117531","3","1007414128"
"","","","","1007414","","0","","0.6","93","1007414129"
"0.2","1","","0","1007414","0","mhp_sit_out","mhp_idle_normal","100931","3","1007414130"
"","","","","1007414","","0","","0.2","93","1007414131"
"0.2","0","","","1007414","1","mhp_walk_sad","","100931","3","1007414132"
"","0","","","1007414","-220","35","1.5","100931","2","1007414133"
"","0","","","1007414","-220","35","1.5","31","2","1007414134"
"","0","","","1007414","-220","35","1.5","11","2","1007414135"
"","0","","","1007414","-220","35","1.5","12","2","1007414136"
"","","","","1007414","","0","","0.3","93","1007414137"
"0.2","1","","0","1007414","0","mhp_handover_in","mhp_handover_loop","117531","3","1007414138"
"0","1","","0","1007414","1","1","1","21","6","1007414139"
"0","1","","0","1007414","1","1","1","22","6","1007414140"
"0.2","1","","0","1007414","0","mhp_handover_in","mhp_handover_loop","21","3","1007414141"
"0.2","1","","0","1007414","0","mhp_item_EX0013_handover_in","mhp_item_EX0013_handover_loop","22","3","1007414142"
"","","","","1007414","","0","","1.2","93","1007414143"
"0.2","","","","1007414","1","mhp_idle_sad","","100931","3","1007414144"
"","","","","1007414","","0","","0.5","93","1007414145"
"0.2","1","","0","1007414","0","mhp_surprise","mhp_talk_surprise1","100931","3","1007414146"
"","","","","1007414","0","vo_mhp_3112","0","vo_mhp_1007414","21","1007414147"
"0","0","0.5","0","1007414","5","こ、これがあの伝説の……！\nふふふ、これでわれはさらに至高の\n領域へと達するであろう！","1","100931","11","1007414148"
"","","","","1007414","","1","","3.5","93","1007414149"
"0.2","","","","1007414","0","mhp_anna_huhuStand_in","","100931","3","1007414150"
"","","","","1007414","","","","0","91","1007414151"
"0.2","1","","0.2","1007414","0","mhp_anna_ahahaStand_in","mhp_anna_ahahaStand_loop","100931","3","1007414152"
"","","","","1007414","","","","1007414148","91","1007414153"
"","","","","1007414","","0","","0","22","1007414154"
"","","","","1007414","","0","","1","93","1007414155"
"0.2","1","","0","1007414","0","mhp_handover_receive_in","mhp_handover_receive_loop","100931","3","1007414156"
"0","1","","0","1007414","1","1","1","11","6","1007414157"
"0","1","","0","1007414","1","1","1","12","6","1007414158"
"0.2","1","","0","1007414","0","mhp_receive_anna_in","mhp_receive_anna_loop","11","3","1007414159"
"0.2","1","","0","1007414","0","mhp_item_EX0013_receive_in","mhp_item_EX0013_receive_loop","12","3","1007414160"
"","","","","1007414","","0","","0.6","93","1007414161"
"0.4","1","","0","1007414","1","1","1","22","6","1007414162"
"","","","","1007414","","0","","0.4","93","1007414163"
"0.2","1","","0","1007414","0","mhp_handover_out","mhp_idle_normal","117531","3","1007414164"
"0.2","1","","0","1007414","0","mhp_handover_out","NoItem_idle","21","3","1007414165"
"0.2","1","","0","1007414","0","mhp_item_EX0013_handover_out","NoItem_idle","22","3","1007414166"
"","","","","1007414","","0","","0.4","93","1007414167"
"0.2","1","","0","1007414","0","mhp_handover_receive_out","mhp_idle_normal","100931","3","1007414168"
"0.2","1","","0","1007414","0","mhp_receive_anna_out","NoItem_idle","11","3","1007414169"
"0.2","1","","0","1007414","0","mhp_item_EX0013_receive_out","NoItem_idle","12","3","1007414170"
"","","","","1007414","","","","2","93","1007414171"
"0.2","","","","1007414","1","mhp_idle_memory","","100931","3","1007414172"
"","","","","1007414","","","","0.2","93","1007414173"
"0.2","","","","1007414","1","mhp_idle_thinking","","117531","3","1007414174"
"","","","","1007414","0","vo_mhp_3113","0","vo_mhp_1007414","21","1007414175"
"0","0","0.5","0","1007414","7","（ただのコップでこんなによろこんで\nくれるなら安いものだわ）","1","117531","11","1007414176"
"","","","","1007414","","","","0","91","1007414177"
"0.2","","","","1007414","1","mhp_idle_normal","","117531","3","1007414178"
"","","","","1007414","","","","1007414224","101","1007414179"
"0.2","1","","0","1007414","0","mhp_sit_out","mhp_idle_normal","117531","3","1007414180"
"","","","","1007414","","0","","0.6","93","1007414181"
"0.2","1","","0","1007414","0","mhp_sit_out","mhp_idle_normal","100931","3","1007414182"
"","","","","1007414","","0","","0.2","93","1007414183"
"0.2","0","","","1007414","1","mhp_walk_sad","","100931","3","1007414184"
"","0","","","1007414","-220","35","1.5","100931","2","1007414185"
"","0","","","1007414","-220","35","1.5","31","2","1007414186"
"","0","","","1007414","-220","35","1.5","11","2","1007414187"
"","0","","","1007414","-220","35","1.5","12","2","1007414188"
"","","","","1007414","","0","","0.3","93","1007414189"
"0.2","1","","0","1007414","0","mhp_handover_in","mhp_handover_loop","117531","3","1007414190"
"0","1","","0","1007414","1","1","1","21","6","1007414191"
"0","1","","0","1007414","1","1","1","22","6","1007414192"
"0.2","1","","0","1007414","0","mhp_handover_in","mhp_handover_loop","21","3","1007414193"
"0.2","1","","0","1007414","0","mhp_item_EX0012_handover_in","mhp_item_EX0012_handover_loop","22","3","1007414194"
"","","","","1007414","","0","","1.2","93","1007414195"
"0.2","1","","0","1007414","0","mhp_handover_receive_sad_in","mhp_handover_receive_sad_loop","100931","3","1007414196"
"0","1","","0","1007414","1","1","1","11","6","1007414197"
"0","1","","0","1007414","1","1","1","12","6","1007414198"
"0.2","1","","0","1007414","0","mhp_receive_anna_in","mhp_receive_anna_loop","11","3","1007414199"
"0.2","1","","0","1007414","0","mhp_item_EX0012_receive_in","mhp_item_EX0012_receive_loop","12","3","1007414200"
"","","","","1007414","","0","","0.6","93","1007414201"
"0.4","1","","0","1007414","1","1","1","22","6","1007414202"
"","","","","1007414","","0","","0.4","93","1007414203"
"0.2","1","","0","1007414","0","mhp_handover_out","mhp_idle_normal","117531","3","1007414204"
"0.2","1","","0","1007414","0","mhp_handover_out","NoItem_idle","21","3","1007414205"
"0.2","1","","0","1007414","0","mhp_item_EX0012_handover_out","NoItem_idle","22","3","1007414206"
"","","","","1007414","","0","","0.4","93","1007414207"
"0.2","1","","0","1007414","0","mhp_handover_receive_sad_out","mhp_idle_normal_sad","100931","3","1007414208"
"0.2","1","","0","1007414","0","mhp_receive_anna_out","NoItem_idle","11","3","1007414209"
"0.2","1","","0","1007414","0","mhp_item_EX0012_receive_out","NoItem_idle","12","3","1007414210"
"","","","","1007414","","","","2","93","1007414211"
"0.2","","","","1007414","1","mhp_idle_worry","","100931","3","1007414212"
"","","","","1007414","","0","","0.2","93","1007414213"
"0.2","","","","1007414","1","mhp_talk_worry","","100931","3","1007414214"
"","","","","1007414","0","vo_mhp_3114","0","vo_mhp_1007414","21","1007414215"
"0","0","0.5","0","1007414","4","くっ、つまりは戦略的休息ということか\n分かった、今は大人しく従おう……","1","100931","11","1007414216"
"","","","","1007414","","","","0","91","1007414217"
"0.2","","","","1007414","1","mhp_idle_worry","","100931","3","1007414218"
"0.2","","","","1007414","1","mhp_idle_thinking","","117531","3","1007414219"
"","","","","1007414","0","vo_mhp_3115","0","vo_mhp_1007414","21","1007414220"
"0","0","0.5","0","1007414","7","（市販のマスクをこんな呼び方して……\n私まで染められてきちゃったじゃない）","1","117531","11","1007414221"
"","","","","1007414","","","","0","91","1007414222"
"0.2","","","","1007414","1","mhp_idle_normal","","117531","3","1007414223"
"","","","","1007414","","","","0","91","1007414224"
"0.2","1","","0.2","1007414","0","mhp_anna_darkStand_in","mhp_anna_darkStand_loop","100931","3","1007414225"
"0.2","1","","0.2","1007414","0","mhp_anna_darkStand_in","mhp_anna_darkStand_loop","31","3","1007414226"
"","","","","1007414","","0","","0.1","93","1007414227"
"","","","","1007414","0","vo_mhp_3116","0","vo_mhp_1007414","21","1007414228"
"0","0","0.5","0","1007414","5","「不可視の暗殺者」……\n想像以上の難敵だ。\nだがやつらは\n後悔することになるだろう。","1","100931","11","1007414229"
"","","","","1007414","","","","0","91","1007414230"
"0.2","1","","0.2","1007414","0","mhp_anna_ahahaStand_in","mhp_anna_ahahaStand_loop","100931","3","1007414231"
"0.2","","","","1007414","1","NoItem","","31","3","1007414232"
"","","","","1007414","0","vo_mhp_3117","0","vo_mhp_1007414","21","1007414233"
"0","0","0.5","0","1007414","5","この危機を克服した私の\n新たなる力に戦慄するがいい！","1","100931","11","1007414234"
"","","","","1007414","","","","0","91","1007414235"
"0.2","","","","1007414","1","mhp_talk_worry","","117531","3","1007414236"
"","","","","1007414","0","vo_mhp_3118","0","vo_mhp_1007414","21","1007414237"
"0","0","0.5","0","1007414","8","だから、病院内では静かに。","1","117531","11","1007414238"
"","","","","1007414","","","","0","91","1007414239"
"0.2","","","","1007414","1","mhp_idle_normal","","117531","3","1007414240"
"0.2","","","","1007414","1","mhp_talk_worry","","100931","3","1007414241"
"0.2","","","","1007414","1","NoItem","","31","3","1007414242"
"","","","","1007414","0","vo_mhp_3119","0","vo_mhp_1007414","21","1007414243"
"0","0","0.5","0","1007414","8","は、はい……","1","100931","11","1007414244"
"","","","","1007414","","","","0","91","1007414245"
"","","","","1007414","","","","1","93","1007414246"
"0.2","","","","1007414","1","mhp_run_sad","","100931","3","1007414247"
"","","","","1007414","","1","","100931","4","1007414248"
"","0","","","1007414","-220","-1000","3","100931","2","1007414249"
"","","","","1007414","","0","","3","93","1007414250"
"","","","","1007414","","","","0","91","1007414251"
"1.7","-220","mhp_idle_normal","0","1007415","100","100931","-1000","1","1","1007415001"
"1.7","-200","mhp_sit_idle","1","1007415","100","117631","365","1","1","1007415002"
"1.7","-220","mhp_sit_idle","1","1007415","104","117531","185","1","1","1007415003"
"1","0.85","","","1007415","-240","1","-154","1","31","1007415004"
"0","1","","","1007415","-50","120","-237","20","31","1007415005"
"0","1","","","1007415","0","130","160","30","31","1007415006"
"0","1","","","1007415","0","111","0","11","31","1007415007"
"1.7","-220","NoItem","0","1007415","110","11","-200","1","5","1007415008"
"1.7","-220","NoItem","0","1007415","105","12","-200","1","5","1007415009"
"1.7","-220","NoItem","1","1007415","110","21","170","1","5","1007415010"
"1.7","-220","NoItem","1","1007415","105","22","170","1","5","1007415011"
"0","0","","0","1007415","1","1","1","11","6","1007415012"
"0","0","","0","1007415","1","1","1","12","6","1007415013"
"0","0","","0","1007415","1","1","1","21","6","1007415014"
"0","0","","0","1007415","1","1","1","22","6","1007415015"
"","","","","1007415","","","","0","91","1007415016"
"0.2","","","","1007415","1","mhp_sit_talk_normal","","117531","3","1007415017"
"","","","","1007415","0","vo_mhp_3201","0","vo_mhp_1007415","21","1007415018"
"0","0","0.5","0","1007415","8","アンナちゃん、どうぞー","0","117531","11","1007415019"
"","","","","1007415","","","","0","91","1007415020"
"0.2","","","","1007415","1","mhp_sit_idle","","117531","3","1007415021"
"0.2","","","","1007415","1","mhp_anna_chill_walk","","100931","3","1007415022"
"","0","","","1007415","-220","-200","4","100931","2","1007415023"
"","","","","1007415","","","","0","91","1007415024"
"0.2","1","","0.2","1007415","0","mhp_anna_chill_sit_in","mhp_anna_chill_sit_idle","100931","3","1007415025"
"","","","","1007415","","0","","2","93","1007415026"
"0.2","","","","1007415","1","mhp_sit_talk_normal","","117531","3","1007415027"
"","","","","1007415","0","vo_mhp_3202","0","vo_mhp_1007415","21","1007415028"
"0","0","0.5","0","1007415","6","って、……ずいぶん辛そうね\nそれも「不可視の暗殺者」の\n仕業かしら？","1","117531","11","1007415029"
"","","","","1007415","","","","0","91","1007415030"
"0.2","","","","1007415","1","mhp_sit_idle","","117531","3","1007415031"
"0.2","","","","1007415","1","mhp_anna_chill_loop","","100931","3","1007415032"
"","","","","1007415","0","vo_mhp_3203","0","vo_mhp_1007415","21","1007415033"
"0","0","0.5","0","1007415","4","分かんない……\nなんかもう、ぼうっとするし\nぐらぐらするし、ひたすらつらい……","1","100931","11","1007415034"
"","","","","1007415","","","","0","91","1007415035"
"0.2","","","","1007415","1","mhp_sit_talk_normal","","117531","3","1007415036"
"","","","","1007415","0","vo_mhp_3204","0","vo_mhp_1007415","21","1007415037"
"0","0","0.5","0","1007415","7","これまでの症状が治まったからって\nナナカちゃんと魔法合戦なんかして\n羽目を外し過ぎたせいね\nふふ、ダメな団長さん♪","1","117531","11","1007415038"
"","","","","1007415","","","","0","91","1007415039"
"0.2","","","","1007415","1","mhp_sit_idle","","117531","3","1007415040"
"0.2","","","","1007415","1","mhp_anna_sit_talk_sad","","100931","3","1007415041"
"","","","","1007415","0","vo_mhp_3205","0","vo_mhp_1007415","21","1007415042"
"0","0","0.5","0","1007415","5","ごめん、なさい……","1","100931","11","1007415043"
"","","","","1007415","","","","0","91","1007415044"
"0.2","","","","1007415","1","mhp_anna_chill_sit_idle","","100931","3","1007415045"
"0.2","","","","1007415","1","mhp_sit_talk_normal","","117531","3","1007415046"
"","","","","1007415","0","vo_mhp_3206","0","vo_mhp_1007415","21","1007415047"
"0","0","0.5","0","1007415","6","はぁ、こんな調子じゃ\nからかいがいもないわね\nそんなふがいないあなたには\n罰を与えなきゃ。","1","117531","11","1007415048"
"","","","","1007415","","","","0","91","1007415049"
"0.2","","","","1007415","1","mhp_sit_idle","","117531","3","1007415050"
"0.2","","","","1007415","1","mhp_anna_sit_talk_worry","","100931","3","1007415051"
"","","","","1007415","0","vo_mhp_3207","0","vo_mhp_1007415","21","1007415052"
"0","0","0.5","0","1007415","5","か、覚悟はしている……\nでも、痛いのはちょっと……","1","100931","11","1007415053"
"","","","","1007415","","","","0","91","1007415054"
"0.2","","","","1007415","1","mhp_anna_chill_sit_idle","","100931","3","1007415055"
"0.2","1","","0.2","1007415","0","mhp_sit_out","mhp_anna_ahahaStand_loop","117531","3","1007415056"
"","","","","1007415","0","vo_mhp_3208","0","vo_mhp_1007415","21","1007415057"
"0","0","0.5","0","1007415","6","大丈夫、どんな病も私の目からは\n逃れられないから！","1","117531","11","1007415058"
"","","","","1007415","","","","0","91","1007415059"
"","","","","1007415","","0","","0","22","1007415060"
"0.2","0","","","1007415","1","mhp_walk","","117531","3","1007415061"
"","0","","","1007415","-220","-50","2","117531","2","1007415062"
"","0","","","1007415","-220","-50","2","21","2","1007415063"
"","0","","","1007415","-220","-50","2","22","2","1007415064"
"","","","","1007415","","0","","2","93","1007415065"
"0","1","","0","1007415","1","1","1","21","6","1007415066"
"0.2","1","","0","1007415","0","mhp_mitsuki_injection_in","mhp_mitsuki_injection_loop","117531","3","1007415067"
"0.2","1","","0","1007415","0","mhp_mitsuki_injection_in","mhp_mitsuki_injection_loop","21","3","1007415068"
"0.2","","","","1007415","1","mhp_anna_pain_in_blue","","100931","3","1007415069"
"","","","","1007415","","","","1.2","93","1007415070"
"","","","","1007415","","se_10031400_syringe","","se_10031400","23","1007415071"
"","","","","1007415","","","","0.6","93","1007415072"
"0.2","1","","0","1007415","0","mhp_mitsuki_injection_out","mhp_idle_normal","117531","3","1007415073"
"0.2","1","","0","1007415","0","mhp_mitsuki_injection_out","NoItem","21","3","1007415074"
"","","","","1007415","","","","0.5","93","1007415075"
"0.2","","","","1007415","0","mhp_anna_down","","100931","3","1007415076"
"","","","","1007415","0","vo_mhp_3209","0","vo_mhp_1007415","21","1007415077"
"0","0","0.5","0","1007415","10","あっ……","1","100931","11","1007415078"
"","","","","1007415","","","","0.3","93","1007415079"
"","","","","1007415","","1","","100931","4","1007415080"
"","","","","1007415","","se_10031400_bodyfall","","se_10031400","23","1007415081"
"","","","","1007415","","","","1007415078","91","1007415082"
"0.2","","","","1007415","1","mhp_sit_talk_surprise2","","117631","3","1007415083"
"","","","","1007415","0","vo_mhp_3210","0","vo_mhp_1007415","21","1007415084"
"0","0","0.5","0","1007415","6","こ、この人どうなったの？\nもしかして、し、死んじゃった――","1","117631","11","1007415085"
"","","","","1007415","","","","0","91","1007415086"
"0.2","","","","1007415","1","mhp_sit_idle_surprise1","","117631","3","1007415087"
"0.2","","","","1007415","1","mhp_talk_thinking","","117531","3","1007415088"
"","","","","1007415","0","vo_mhp_3211","0","vo_mhp_1007415","21","1007415089"
"0","0","0.5","0","1007415","5","まさか。睡眠薬を打っただけよ。\n彼女に必要なのは余計なことをさせず\nゆっくり休ませることだからね。","1","117531","11","1007415090"
"","","","","1007415","","","","0","91","1007415091"
"0.2","","","","1007415","1","mhp_talk_normal","","117531","3","1007415092"
"","","","","1007415","0","vo_mhp_3212","0","vo_mhp_1007415","21","1007415093"
"0","0","0.5","0","1007415","7","アンナちゃんの弱ってる姿なんて\n面白いものじゃないもの。\nいつもみたいに大騒ぎしてもらわないと\nこっちまで調子が狂うわ。","1","117531","11","1007415094"
"","","","","1007415","","","","0","91","1007415095"
"0.2","","","","1007415","1","mhp_idle_normal","","117531","3","1007415096"
"0.2","","","","1007415","1","mhp_sit_talk_joy2","","117631","3","1007415097"
"","","","","1007415","0","vo_mhp_3213","0","vo_mhp_1007415","21","1007415098"
