230c6459c39b131a8b20228fbdc18d172da36ead62faf1e493bcbf57abe816f5,96678c8e825a8cc3052bbc55003295149db564deb019a3cc1d47c0bc79db6cb4,4119c1c000462085a637737c6a70bba9ad90a0c2e1ce8ccd3afccf34b5335cab,5310f636ca0be867a90e5ecf1139073df63203a5a5aeb4314db6d66fe9144b86,e770821e96be317d23fa9318d869737f8468fa6a6f6b61e5e9e9cc4132904271,41bd8fc1064e87984b9b3c52d821dc01f60d82b807e823ac0102c80f6874e692,013346b0eab5f02789d972c51c6d0a9a258b869f791ff08d17ec74fca1c250d0,db1263d2263686082b5faf9728b938ee438be6e3b00c34c7755fd7ef583b86fa,53fc16a865574eebd3463be80e8f1f45f8f680faa049adc71a14b98ca8cc3888,7ed195e26814dca070f26ce063e58d1b7213053281c39d658f062316298eca0e,1d04f217f67b944de0e563f27f07474f02bc8956e49040af9c48a46d8d106e90
"36012003","","-340","","0","200","","2","36012","103711",""
"36012004","","-340","","0","200","","2","36012","111",""
"36012005","","","","","0","","32","36012","43",""
"36012006","","","","","1","","32","36012","57",""
"36012007","","","","","0","","32","36012","11",""
"36012008","","0","","0","vo_wac_230209_000","","21","36012","vo_wac_230209",""
"36012009","0.5","10","0","1","こういう作業って慣れてくると、\nオリジナリティーを出してみたく\nなったりしない？\nこっそり魔法少女要素を足すとか。","0","11","36012","103711","1"
"36012010","","","","","","","91","36012","0",""
"36012011","","0","","0","vo_wac_230209_001","","21","36012","vo_wac_230209",""
"36012012","0.5","10","0","1","あはは、大丈夫、本当にはやらないよ。\nでも、魔法少女の絵は描きたいなぁ……\nいっそ漫画に……うんうん、次々と\nアイデアが浮かんできたよ。","0","11","36012","103711","1"
"36012013","","","","","","","91","36012","0",""
"36012014","","","","","0","","22","36012","0",""
"36013001","","1","","","wac_idle_doya","0.2","3","36013","103711",""
"36013002","","1","","","wac_no_items","0.2","3","36013","111",""
"36013003","","-340","","0","200","","2","36013","103711",""
"36013004","","-340","","0","200","","2","36013","111",""
"36013005","","","","","0","","32","36013","43",""
"36013006","","","","","1","","32","36013","57",""
"36013007","","","","","0","","32","36013","11",""
"36013008","","","","","","","91","36013","0",""
"36111001","wac_default_11","202","0","-108","100511","2","1","36111","1","-213"
"36111002","wac_default_12","201","0","-108","111","2","5","36111","1","-213"
"36111003","","0","","0","43","1","31","36111","43","1"
"36111004","","0","","0","57","0","31","36111","57","1"
"36111005","","0","","0","11","0","31","36111","11","1"
"36111006","","0","","0","502","1","31","36111","502","1"
"36111007","","0","","","wac_paint_11","0.2","3","36111","100511","0"
"36111008","","0","","","wac_paint_12","0.2","3","36111","111","0"
"36111009","","","","","0","","93","36111","0.3",""
"36111010","","","","","1","","32","36111","11",""
"36111011","","0","","","se_10035700_roller","","23","36111","se_10035700",""
"36111012","","","","","300","","13","36111","100511",""
"36111013","","","","","","","131","36111","1",""
"36112001","","0","","wac_talk_sad_loop","wac_talk_sad_in","0.2","3","36112","100511","1"
"36112002","","1","","","wac_no_items","0.2","3","36112","111",""
"36112003","","-340","","0","200","","2","36112","100511",""
"36112004","","-340","","0","200","","2","36112","111",""
"36112005","","","","","0","","32","36112","43",""
"36112006","","","","","1","","32","36112","57",""
"36112007","","","","","0","","32","36112","11",""
"36112008","","0","","0","vo_wac_230210_000","","21","36112","vo_wac_230210",""
"36112009","0.5","10","0","1","へぁ～……ひぃ～……\nや、やっと描き直しが終わったッス……\nクリスティーナおばさんのチェック、\nいくらなんでも厳しすぎるッスよ～……","0","11","36112","100511","1"
"36112010","","","","","","","91","36112","0",""
"36112011","","0","","0","vo_wac_230210_001","","21","36112","vo_wac_230210",""
"36112012","0.5","10","0","1","……自分のことが好きだから、\nそれだけ熱心に教えてくれてるって？\nウソッス！　絶対の絶対、自分の\nリアクションを楽しんでるだけッス～！","0","11","36112","100511","1"
"36112013","","","","","","","91","36112","0",""
"36112014","","","","","0","","22","36112","0",""
"36113001","","1","","","wac_idle_sad","0.2","3","36113","100511",""
"36113002","","1","","","wac_no_items","0.2","3","36113","111",""
"36113003","","-340","","0","200","","2","36113","100511",""
"36113004","","-340","","0","200","","2","36113","111",""
"36113005","","","","","0","","32","36113","43",""
"36113006","","","","","1","","32","36113","57",""
"36113007","","","","","0","","32","36113","11",""
"36113008","","","","","","","91","36113","0",""
"36211001","wac_default_01","202","0","-108","103611","2","1","36211","1","-213"
"36211002","wac_default_02","201","0","-108","111","2","5","36211","1","-213"
"36211003","","0","","0","43","1","31","36211","43","1"
"36211004","","0","","0","57","0","31","36211","57","1"
"36211005","","0","","0","11","0","31","36211","11","1"
"36211006","","0","","0","502","1","31","36211","502","1"
"36211007","","0","","","wac_paint_01","0.2","3","36211","103611","0"
"36211008","","0","","","wac_paint_02","0.2","3","36211","111","0"
"36211009","","","","","0","","93","36211","0",""
"36211010","","","","","1","","32","36211","11",""
"36211011","","0","","","se_10035700_brush","","23","36211","se_10035700",""
"36211012","","","","","300","","13","36211","103611",""
"36211013","","","","","","","131","36211","1",""
"36212001","","0","","wac_talk_sad_loop_surprise","wac_talk_sad_in_surprise","0.2","3","36212","103611","1"
"36212002","","1","","","wac_no_items","0.2","3","36212","111",""
"36212003","","-340","","0","200","","2","36212","103611",""
"36212004","","-340","","0","200","","2","36212","111",""
"36212005","","","","","0","","32","36212","43",""
"36212006","","","","","1","","32","36212","57",""
"36212007","","","","","0","","32","36212","11",""
"36212008","","0","","0","vo_wac_230211_000","","21","36212","vo_wac_230211",""
"36212009","0.5","10","0","1","できました……！\nあの、念のためですけど、\n確認をお願いしてもいいですか？","0","11","36212","103611","1"
"36212010","","","","","","","91","36212","0",""
"36212011","","1","","","wac_talk_anger","0.2","3","36212","103611",""
"36212012","","0","","0","vo_wac_230211_001","","21","36212","vo_wac_230211",""
"36212013","0.5","10","0","1","……えっ！？　なんでこっちに\n顔を近づけてくるんですか！？\n確認してほしいのは絵の方です、本当に\nへんたいふしんしゃさんなんですから！","0","11","36212","103611","1"
"36212014","","","","","","","91","36212","0",""
"36212015","","","","","0","","22","36212","0",""
"36213001","","1","","","wac_idle_sad_shy","0.2","3","36213","103611",""
"36213002","","1","","","wac_no_items","0.2","3","36213","111",""
"36213003","","-340","","0","200","","2","36213","103611",""
"36213004","","-340","","0","200","","2","36213","111",""
"36213005","","","","","0","","32","36213","43",""
"36213006","","","","","1","","32","36213","57",""
"36213007","","","","","0","","32","36213","11",""
"36213008","","","","","","","91","36213","0",""
"36311001","wac_default_01","202","0","-108","100211","2","1","36311","1","-213"
"36311002","wac_default_03","201","0","-108","111","2","5","36311","1","-213"
"36311003","","0","","0","43","1","31","36311","43","1"
"36311004","","0","","0","57","0","31","36311","57","1"
"36311005","","0","","0","11","0","31","36311","11","1"
"36311006","","0","","0","502","1","31","36311","502","1"
"36311007","","0","","","wac_paint_01","0.2","3","36311","100211","0"
"36311008","","0","","","wac_paint_03","0.2","3","36311","111","0"
"36311009","","","","","0","","93","36311","0",""
"36311010","","","","","1","","32","36311","11",""
"36311011","","0","","","se_10035700_brush","","23","36311","se_10035700",""
"36311012","","","","","300","","13","36311","100211",""
"36311013","","","","","","","131","36311","1",""
"36312001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","36312","100211","1"
"36312002","","1","","","wac_no_items","0.2","3","36312","111",""
"36312003","","-340","","0","200","","2","36312","100211",""
"36312004","","-340","","0","200","","2","36312","111",""
"36312005","","","","","0","","32","36312","43",""
"36312006","","","","","1","","32","36312","57",""
"36312007","","","","","0","","32","36312","11",""
"36312008","","0","","0","vo_wac_230212_000","","21","36312","vo_wac_230212",""
"36312009","0.5","10","0","1","そういえば、騎士クンやみんなと\n絵を描き始めてから、ずいぶんと\n時間が経ったよね……？","0","11","36312","100211","1"
"36312010","","","","","","","91","36312","0",""
"36312011","","0","","0","vo_wac_230212_001","","21","36312","vo_wac_230212",""
"36312012","0.5","10","0","1","気がついたら、すごくたくさんの\n絵が壁にあふれてて、どれもこれも\nすごくきれいで……完成したら、\nきっと大勢の人が見てくれると思うな♪","0","11","36312","100211","1"
"36312013","","","","","","","91","36312","0",""
"36312014","","","","","0","","22","36312","0",""
"36313001","","1","","","wac_idle_wish","0.2","3","36313","100211",""
"36313002","","1","","","wac_no_items","0.2","3","36313","111",""
"36313003","","-340","","0","200","","2","36313","100211",""
"36313004","","-340","","0","200","","2","36313","111",""
"36313005","","","","","0","","32","36313","43",""
"36313006","","","","","1","","32","36313","57",""
"36313007","","","","","0","","32","36313","11",""
"36313008","","","","","","","91","36313","0",""
"36411001","wac_default_11","202","0","-108","106011","2","1","36411","1","-213"
"36411002","wac_default_13","201","0","-108","111","2","5","36411","1","-213"
"36411003","","0","","0","43","1","31","36411","43","1"
"36411004","","0","","0","57","0","31","36411","57","1"
"36411005","","0","","0","11","0","31","36411","11","1"
"36411006","","0","","0","502","1","31","36411","502","1"
"36411007","","0","","","wac_paint_11","0.2","3","36411","106011","0"
"36411008","","0","","","wac_paint_13","0.2","3","36411","111","0"
"36411009","","","","","0","","93","36411","0.3",""
"36411010","","","","","1","","32","36411","11",""
"36411011","","0","","","se_10035700_roller","","23","36411","se_10035700",""
"36411012","","","","","300","","13","36411","106011",""
"36411013","","","","","","","131","36411","1",""
"36412001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","36412","106011","1"
"36412002","","1","","","wac_no_items","0.2","3","36412","111",""
"36412003","","-340","","0","200","","2","36412","106011",""
"36412004","","-340","","0","200","","2","36412","111",""
"36412005","","","","","0","","32","36412","43",""
"36412006","","","","","1","","32","36412","57",""
"36412007","","","","","0","","32","36412","11",""
"36412008","","0","","0","vo_wac_230213_000","","21","36412","vo_wac_230213",""
"36412009","0.5","10","0","1","今日のお勤めも終わりねー\n……って、ぷくくっ……！\nあんた、どんな塗り方をしてたら\nそんなところにペンキがつくわけ？","0","11","36412","106011","1"
"36412010","","","","","","","91","36412","0",""
"36412011","","0","","0","vo_wac_230213_001","","21","36412","vo_wac_230213",""
"36412012","0.5","10","0","1","ほら、こっちに来なさいよ。\n口の周り、ケチャップぶちまけた\nみたいになってるわよ？\nタオルで拭ってあげるから。","0","11","36412","106011","1"
"36412013","","","","","","","91","36412","0",""
"36412014","","","","","0","","22","36412","0",""
"36413001","","1","","","wac_idle_wish","0.2","3","36413","106011",""
"36413002","","1","","","wac_no_items","0.2","3","36413","111",""
"36413003","","-340","","0","200","","2","36413","106011",""
"36413004","","-340","","0","200","","2","36413","111",""
"36413005","","","","","0","","32","36413","43",""
"36413006","","","","","1","","32","36413","57",""
"36413007","","","","","0","","32","36413","11",""
"36413008","","","","","","","91","36413","0",""
"36511001","wac_default_21","202","0","-108","105911","2","1","36511","1","-100"
"36511002","wac_default_23","201","0","-108","111","2","5","36511","1","-100"
"36511003","","0","","0","53","1","31","36511","53","1"
"36511004","","0","","0","57","0","31","36511","57","1"
"36511005","","0","","0","20","0","31","36511","20","1"
"36511006","","0","","0","502","1","31","36511","502","1"
"36511007","","0","","","wac_paint_21","0.2","3","36511","105911","0"
"36511008","","0","","","wac_paint_23","0.2","3","36511","111","0"
"36511009","","","","","0","","93","36511","0",""
"36511010","","","","","1","","32","36511","20",""
"36511011","","0","","","se_sys_login_birthday_calendar_brush","","23","36511","se_common",""
"36511012","","","","","300","","13","36511","105911",""
"36511013","","","","","","","131","36511","1",""
"36512001","","0","","wac_talk_sad_loop","wac_talk_sad_in","0.2","3","36512","105911","1"
"36512002","","1","","","wac_no_items","0.2","3","36512","111",""
"36512003","","-340","","0","200","","2","36512","105911",""
"36512004","","-340","","0","200","","2","36512","111",""
"36512005","","","","","0","","32","36512","53",""
"36512006","","","","","1","","32","36512","57",""
"36512007","","","","","0","","32","36512","20",""
"36512008","","0","","0","vo_wac_230214_000","","21","36512","vo_wac_230214",""
"36512009","0.5","10","0","1","わたくしが高いところを描くときは、\nいつも脚立が必要になるのが\n不便でございます……もう少し、\n背丈があればよかったのですが。","0","11","36512","105911","1"
"36512010","","","","","","","91","36512","0",""
"36512011","","0","","0","vo_wac_230214_001","","21","36512","vo_wac_230214",""
"36512012","0.5","10","0","1","……肩車、でございますか？\nいえ、主さまにそのようなことを\nさせるわけには……ただ、興味を\nそそられる提案ではございますね。","0","11","36512","105911","1"
"36512013","","","","","","","91","36512","0",""
"36512014","","","","","0","","22","36512","0",""
"36513001","","1","","","wac_idle_sad","0.2","3","36513","105911",""
"36513002","","1","","","wac_no_items","0.2","3","36513","111",""
"36513003","","-340","","0","200","","2","36513","105911",""
"36513004","","-340","","0","200","","2","36513","111",""
"36513005","","","","","0","","32","36513","53",""
"36513006","","","","","1","","32","36513","57",""
"36513007","","","","","0","","32","36513","20",""
"36513008","","","","","","","91","36513","0",""
"36611001","wac_default_01","202","0","-108","105811","2","1","36611","1","-213"
"36611002","wac_default_03","201","0","-108","111","2","5","36611","1","-213"
"36611003","","0","","0","43","1","31","36611","43","1"
"36611004","","0","","0","57","0","31","36611","57","1"
"36611005","","0","","0","11","0","31","36611","11","1"
"36611006","","0","","0","502","1","31","36611","502","1"
"36611007","","0","","","wac_paint_01","0.2","3","36611","105811","0"
"36611008","","0","","","wac_paint_03","0.2","3","36611","111","0"
"36611009","","","","","0","","93","36611","0",""
"36611010","","","","","1","","32","36611","11",""
"36611011","","0","","","se_10035700_brush","","23","36611","se_10035700",""
"36611012","","","","","300","","13","36611","105811",""
"36611013","","","","","","","131","36611","1",""
"36612001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","36612","105811","1"
"36612002","","1","","","wac_no_items","0.2","3","36612","111",""
"36612003","","-340","","0","200","","2","36612","105811",""
"36612004","","-340","","0","200","","2","36612","111",""
"36612005","","","","","0","","32","36612","43",""
"36612006","","","","","1","","32","36612","57",""
"36612007","","","","","0","","32","36612","11",""
"36612008","","0","","0","vo_wac_230215_000","","21","36612","vo_wac_230215",""
"36612009","0.5","10","0","1","今回も上手に描けました！\nもうすっかり筆も手に馴染んでますし、\nこのまま絵を描くお仕事を\n始めちゃうのも楽しそうですね～♪","0","11","36612","105811","1"
"36612010","","","","","","","91","36612","0",""
"36612011","","0","","0","vo_wac_230215_001","","21","36612","vo_wac_230215",""
"36612012","0.5","10","0","1","はい？　……あ～、いえいえ！\n王女をやめるつもりなんてないですよ？\nまだまだこの国の皆さんのために、\nやるべきことが盛りだくさんですから☆","0","11","36612","105811","1"
"36612013","","","","","","","91","36612","0",""
"36612014","","","","","0","","22","36612","0",""
"36613001","","1","","","wac_idle_smile","0.2","3","36613","105811",""
"36613002","","1","","","wac_no_items","0.2","3","36613","111",""
"36613003","","-340","","0","200","","2","36613","105811",""
"36613004","","-340","","0","200","","2","36613","111",""
"36613005","","","","","0","","32","36613","43",""
"36613006","","","","","1","","32","36613","57",""
"36613007","","","","","0","","32","36613","11",""
"36613008","","","","","","","91","36613","0",""
"36711001","wac_default_01","202","0","-108","107111","2","1","36711","1","-213"
"36711002","wac_default_03","201","0","-108","111","2","5","36711","1","-213"
"36711003","","0","","0","43","1","31","36711","43","1"
"36711004","","0","","0","57","0","31","36711","57","1"
"36711005","","0","","0","11","0","31","36711","11","1"
"36711006","","0","","0","502","1","31","36711","502","1"
"36711007","","0","","","wac_paint_01","0.2","3","36711","107111","0"
"36711008","","0","","","wac_paint_03","0.2","3","36711","111","0"
"36711009","","","","","0","","93","36711","0",""
"36711010","","","","","1","","32","36711","11",""
"36711011","","0","","","se_10035700_brush","","23","36711","se_10035700",""
"36711012","","","","","300","","13","36711","107111",""
"36711013","","","","","","","131","36711","1",""
"36712001","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","36712","107111","1"
"36712002","","1","","","wac_no_items","0.2","3","36712","111",""
"36712003","","-340","","0","200","","2","36712","107111",""
"36712004","","-340","","0","200","","2","36712","111",""
"36712005","","","","","0","","32","36712","43",""
"36712006","","","","","1","","32","36712","57",""
"36712007","","","","","0","","32","36712","11",""
"36712008","","0","","0","vo_wac_230216_000","","21","36712","vo_wac_230216",""
"36712009","0.5","10","0","1","さて、ワタシの担当は終わったが……\n改めて、他の面子の仕事も\n確認させてもらおうではないか。\n手落ちがあってはいかんからな。","0","11","36712","107111","1"
"36712010","","","","","","","91","36712","0",""
"36712011","","0","","0","vo_wac_230216_001","","21","36712","vo_wac_230216",""
"36712012","0.5","10","0","1","団長はそつなく仕上げているな……\nトモちゃんも特に問題はなし。\nマツリちゃんは……完璧ではないか！\n熱烈に指導を入れた甲斐があったぞ☆","0","11","36712","107111","1"
"36712013","","","","","","","91","36712","0",""
"36712014","","","","","0","","22","36712","0",""
"36713001","","1","","","wac_idle_doya","0.2","3","36713","107111",""
"36713002","","1","","","wac_no_items","0.2","3","36713","111",""
"36713003","","-340","","0","200","","2","36713","107111",""
"36713004","","-340","","0","200","","2","36713","111",""
"36713005","","","","","0","","32","36713","43",""
"36713006","","","","","1","","32","36713","57",""
"36713007","","","","","0","","32","36713","11",""
"36713008","","","","","","","91","36713","0",""
"36811001","wac_default_11","202","0","-108","100411","2","1","36811","1","-213"
"36811002","wac_default_11","201","0","-108","111","2","5","36811","1","-213"
"36811003","","0","","0","43","1","31","36811","43","1"
"36811004","","0","","0","57","0","31","36811","57","1"
"36811005","","0","","0","11","0","31","36811","11","1"
"36811006","","0","","0","502","1","31","36811","502","1"
"36811007","","0","","","wac_paint_11","0.2","3","36811","100411","0"
"36811008","","0","","","wac_paint_11","0.2","3","36811","111","0"
"36811009","","","","","0","","93","36811","0.3",""
"36811010","","","","","1","","32","36811","11",""
"36811011","","0","","","se_10035700_roller","","23","36811","se_10035700",""
"36811012","","","","","300","","13","36811","100411",""
"36811013","","","","","","","131","36811","1",""
"36812001","","0","","wac_talk_kyapi_loop","wac_talk_kyapi_in","0.2","3","36812","100411","1"
"36812002","","1","","","wac_no_items","0.2","3","36812","111",""
"36812003","","-340","","0","200","","2","36812","100411",""
"36812004","","-340","","0","200","","2","36812","111",""
"36812005","","","","","0","","32","36812","43",""
"36812006","","","","","1","","32","36812","57",""
"36812007","","","","","0","","32","36812","11",""
"36812008","","0","","0","vo_wac_230217_000","","21","36812","vo_wac_230217",""
"36812009","0.5","10","0","1","でっきあっがり～！\nねぇねぇ、にいちゃん！\nでっかい絵をみんなで描くのって、\nこんなに楽しかったんだね～！","0","11","36812","100411","1"
"36812010","","","","","","","91","36812","0",""
"36812011","","0","","0","vo_wac_230217_001","","21","36812","vo_wac_230217",""
"36812012","0.5","10","0","1","ってことはさ～……\nみんなででっかいイタズラをしたら、\nもっともっと楽しそうじゃない！？\nえへへ～、なにがいいかなー♪","0","11","36812","100411","1"
"36812013","","","","","","","91","36812","0",""
"36812014","","","","","0","","22","36812","0",""
"36813001","","1","","","wac_idle_kyapi","0.2","3","36813","100411",""
"36813002","","1","","","wac_no_items","0.2","3","36813","111",""
"36813003","","-340","","0","200","","2","36813","100411",""
"36813004","","-340","","0","200","","2","36813","111",""
"36813005","","","","","0","","32","36813","43",""
"36813006","","","","","1","","32","36813","57",""
"36813007","","","","","0","","32","36813","11",""
"36813008","","","","","","","91","36813","0",""
"36911001","wac_default_bot_31","204","0","-167","100211","2","1","36911","1","-325"
"36911002","wac_default_51","202","0","230","123011","2","1","36911","1","-325"
"36911003","wac_default_bot_81","256","0","-330","100311","2","1","36911","1","-350"
"36911004","wac_default_bot_71","254","0","340","100111","2","1","36911","1","-350"
"36911005","wac_default_bot_36","203","0","-167","111","2","5","36911","1","-325"
"36911006","wac_default_bot_55","201","0","230","113","2","5","36911","1","-325"
"36911007","wac_default_85","255","0","-330","114","2","5","36911","1","-350"
"36911008","wac_default_76","253","0","340","115","2","5","36911","1","-350"
"36911009","","","","","300","","13","36911","100311",""
"36911010","","","","","300","","13","36911","100111",""
"36911011","","","","","300","","13","36911","123011",""
"36911012","","","","","300","","13","36911","100211",""
"36911013","","0","","0","59","1","31","36911","59","1"
"36911014","","0","","0","63","0","31","36911","63","1"
"36911015","","0","","0","17","0","31","36911","17","1"
"36911016","","0","","0","502","1","31","36911","502","1"
"36911017","","0","","","wac_paint_bot_31","0.2","3","36911","100211","0"
"36911018","","0","","","wac_paint_bot_36","0.2","3","36911","111","0"
"36911019","","0","","","wac_paint_bot_51","0.2","3","36911","123011","0"
"36911020","","0","","","wac_paint_bot_55","0.2","3","36911","113","0"
"36911021","","0","","","wac_paint_bot_81","0.2","3","36911","100311","0"
"36911022","","0","","","wac_paint_85","0.2","3","36911","114","0"
"36911023","","0","","","wac_paint_bot_71","0.2","3","36911","100111","0"
"36911024","","0","","","wac_paint_76","0.2","3","36911","115","0"
"36911025","","","","","0","","93","36911","0",""
"36911026","","","","","1","","32","36911","17",""
"36911027","","0","","","se_sys_login_birthday_calendar_smallbrush","","23","36911","se_common",""
"36911028","","","","","","","131","36911","1",""
"36912001","","1","","","wac_idle_doya_L","0","3","36912","100311",""
"36912002","","1","","","wac_idle_smile_L","0","3","36912","100111",""
"36912003","","1","","","wac_idle_smile","0","3","36912","123011",""
"36912004","","1","","","wac_idle_wish","0","3","36912","100211",""
"36912005","","1","","","wac_no_items","0","3","36912","111",""
"36912006","","1","","","wac_no_items","0","3","36912","113",""
"36912007","","1","","","wac_no_items","0","3","36912","114",""
"36912008","","1","","","wac_no_items","0","3","36912","115",""
"36912009","","-360","","0","-335","","2","36912","100311",""
"36912010","","-335","","0","-190","","2","36912","100111",""
"36912011","","-335","","0","190","","2","36912","123011",""
"36912012","","-360","","0","350","","2","36912","100211",""
"36912013","","-360","","0","-335","","2","36912","111",""
"36912014","","-335","","0","-190","","2","36912","113",""
"36912015","","-335","","0","190","","2","36912","114",""
"36912016","","-360","","0","350","","2","36912","115",""
"36912017","","","","","0","","32","36912","59",""
"36912018","","","","","1","","32","36912","63",""
"36912019","","","","","0","","32","36912","17",""
"36912020","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","36912","123011","1"
"36912021","","0","","0","vo_wac_230218_000","","21","36912","vo_wac_230218",""
"36912022","0.5","10","0","1","ソルの塔から見てはいたけど、\n実際絵を描くとなると大変ね～\n……でも、悪くないわ。\nこうして、一緒に何か作るのって。","0","11","36912","123011","1"
"36912023","","","","","","","91","36912","0",""
"36912024","","1","","","wac_idle_smile","0.2","3","36912","123011","1"
"36912025","","0","","wac_talk_doya_loop_L","wac_talk_doya_in_L","0.2","3","36912","100311","1"
"36912026","","0","","0","vo_wac_230218_001","","21","36912","vo_wac_230218",""
"36912027","0.5","10","0","1","そう言ってもらえてなによりだよ。\n今日、こうして壁に描かれた絵も、\nきっと素敵な思い出になる。","0","11","36912","100311","1"
"36912028","","","","","","","91","36912","0",""
"36912029","","1","","","wac_idle_doya_L","0.2","3","36912","100311","1"
"36912030","","0","","wac_talk_smile_loop_L","wac_talk_smile_in_L","0.2","3","36912","100111","1"
"36912031","","0","","0","vo_wac_230218_002","","21","36912","vo_wac_230218",""
"36912032","0.5","10","0","1","もちろん、この絵だけじゃないよ？\nこれからは一緒に、いろいろ\n楽しいことに挑戦していこ～♪","0","11","36912","100111","1"
"36912033","","","","","","","91","36912","0",""
"36912034","","1","","","wac_idle_smile_L","0.2","3","36912","100111","1"
"36912035","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","36912","100211","1"
"36912036","","0","","0","vo_wac_230218_003","","21","36912","vo_wac_230218",""
"36912037","0.5","10","0","1","そうだね♪\n幸せ過ぎて、絶対に忘れたくない……\nもし忘れても、必ず思い出したい……\nそんな思い出を、作っていきたいな。","0","11","36912","100211","1"
"36912038","","","","","","","91","36912","0",""
"36912039","","1","","","wac_idle_wish","0.2","3","36912","100211","1"
"36912040","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","36912","123011","1"
"36912041","","0","","0","vo_wac_230218_004","","21","36912","vo_wac_230218",""
"36912042","0.5","10","0","1","できるわよ。\n今度こそ、必ず。","0","11","36912","123011","1"
"36912043","","","","","","","91","36912","0",""
"36912044","","","","","0","","22","36912","0",""
"36912045","","","","","","","111","36912","",""
"36913001","","1","","","wac_idle_doya_L","0.2","3","36913","100311",""
"36913002","","1","","","wac_idle_smile_L","0.2","3","36913","100111",""
"36913003","","1","","","wac_idle_smile","0.2","3","36913","123011",""
"36913004","","1","","","wac_idle_wish","0.2","3","36913","100211",""
"36913005","","1","","","wac_no_items","0.2","3","36913","111",""
"36913006","","1","","","wac_no_items","0.2","3","36913","113",""
"36913007","","1","","","wac_no_items","0.2","3","36913","114",""
"36913008","","1","","","wac_no_items","0.2","3","36913","115",""
"36913009","","-360","","0","-335","","2","36913","100311",""
"36913010","","-335","","0","-190","","2","36913","100111",""
"36913011","","-335","","0","190","","2","36913","123011",""
"36913012","","-360","","0","350","","2","36913","100211",""
"36913013","","-360","","0","-335","","2","36913","111",""
"36913014","","-335","","0","-190","","2","36913","113",""
"36913015","","-335","","0","190","","2","36913","114",""
"36913016","","-360","","0","350","","2","36913","115",""
"36913017","","","","","0","","32","36913","59",""
"36913018","","","","","1","","32","36913","63",""
"36913019","","","","","0","","32","36913","17",""
"36913020","","","","","","","91","36913","0",""
"37011001","wac_default_21","202","0","-108","102011","2","1","37011","1","-100"
"37011002","wac_default_21","201","0","-108","111","2","5","37011","1","-100"
"37011003","","0","","0","53","1","31","37011","53","1"
"37011004","","0","","0","57","0","31","37011","57","1"
"37011005","","0","","0","20","0","31","37011","20","1"
"37011006","","0","","0","502","1","31","37011","502","1"
"37011007","","0","","","wac_paint_21","0.2","3","37011","102011","0"
"37011008","","0","","","wac_paint_21","0.2","3","37011","111","0"
"37011009","","","","","0","","93","37011","0",""
"37011010","","","","","1","","32","37011","20",""
"37011011","","0","","","se_sys_login_birthday_calendar_brush","","23","37011","se_common",""
"37011012","","","","","300","","13","37011","102011",""
"37011013","","","","","","","131","37011","1",""
"37012001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","37012","102011","1"
"37012002","","1","","","wac_no_items","0.2","3","37012","111",""
"37012003","","-340","","0","200","","2","37012","102011",""
"37012004","","-340","","0","200","","2","37012","111",""
"37012005","","","","","0","","32","37012","53",""
"37012006","","","","","1","","32","37012","57",""
"37012007","","","","","0","","32","37012","20",""
"37012008","","0","","0","vo_wac_230219_000","","21","37012","vo_wac_230219",""
"37012009","0.5","10","0","1","できた～♪\nミミたちがお絵描きがんばったから、\n壁も絵でいっぱいになってきたね～♪\n……でも、ちょっとさみしいかも。","0","11","37012","102011","1"
"37012010","","","","","","","91","37012","0",""
"37012011","","1","","","wac_talk_sad_loop","0.2","3","37012","102011",""
"37012012","","0","","0","vo_wac_230219_001","","21","37012","vo_wac_230219",""
"37012013","0.5","10","0","1","もうすぐ、みんなでお絵描きするの、\n終わっちゃうってことだもんね……\nおにいちゃん、またミミといっしょに、\nお絵描きであそんでくれる……？","0","11","37012","102011","1"
"37012014","","","","","","","91","37012","0",""
"37012015","","","","","0","","22","37012","0",""
"37013001","","1","","","wac_idle_sad","0.2","3","37013","102011",""
"37013002","","1","","","wac_no_items","0.2","3","37013","111",""
"37013003","","-340","","0","200","","2","37013","102011",""
"37013004","","-340","","0","200","","2","37013","111",""
"37013005","","","","","0","","32","37013","53",""
"37013006","","","","","1","","32","37013","57",""
"37013007","","","","","0","","32","37013","20",""
"37013008","","","","","","","91","37013","0",""
"37111001","wac_default_01","202","0","-108","105911","2","1","37111","1","-213"
"37111002","wac_default_01","201","0","-108","111","2","5","37111","1","-213"
"37111003","","0","","0","43","1","31","37111","43","1"
"37111004","","0","","0","57","0","31","37111","57","1"
"37111005","","0","","0","11","0","31","37111","11","1"
"37111006","","0","","0","502","1","31","37111","502","1"
"37111007","","0","","","wac_paint_01","0.2","3","37111","105911","0"
"37111008","","0","","","wac_paint_01","0.2","3","37111","111","0"
"37111009","","","","","0","","93","37111","0",""
"37111010","","","","","1","","32","37111","11",""
