298e87f43019cc784e08ad2bac0333f1d4e7a253e43b0f22d76c738767e9c0a2,89fa6a041bef6ecca9d05c1792f93259bd1f2fd5355652ad1d9458d66f8415c0,edd5ac6a2dbc8e22c4bc476702bf3c111c8fdbd0932d965129acaf24213f88e2,c92d614dc2384e0e8d6e8fd43958f308bb45edefc3843765d5018b606ceb3062,7130ca344bdf29e377ca70d96f15de115de0e6be967c2f3088a671b761456a3b,4d99ed1a387c76ab80c76a0f3afd076ba3dfb722641d6768168948428c1492d8,1499823486b9df1bca16e69b25b53010c4502536c2f678dd71840c6768dc2e52,4d05f2435abe81783f5b26a5a8e477088bfe65fc6139d5fcd0a3fe1840e69b27,0150cb8c08eaba07d4a0b0f1ff6f5b11d94b7c74a95c9b93dc46b5478c7a02e5,62267bcb0176ba299012044a9a2e9ebf107cbecaffe783feb60c24278a8c957b,e837b1287d5b002774def8d02f8b2177ebf0d6da9e2791cce62580cb58d5ff6c,594e50ebff7c291cf5b628ce146be359399fcd8a0e8a6a0fc8018b20d99f646e
"60461","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60462","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60471","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60472","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60473","0","1","1000000","9999","大天使の泪","19","2030/04/24 14:59:59","2015/12/17 15:00:00","0","4","一見ただの飴玉だが実は霊験あらたかな聖遺物であり、巷では模造品や偽物が出回る超レアアイテム。"
"60481","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60482","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60491","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60492","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60501","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60502","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60511","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60512","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60521","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60522","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60531","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60532","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60541","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60542","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60551","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60552","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60561","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60562","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60571","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60572","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60591","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60592","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60601","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60602","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60611","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60612","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60631","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60632","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60641","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60642","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60651","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60652","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60661","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60662","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60671","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60672","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60681","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60682","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60691","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60692","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60701","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60702","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60711","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60712","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60713","0","0","0","9999","カルミナメダル","16","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","カルミナサマーライブのグッズを獲得するのに必要なメダル。"
"60721","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60722","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60731","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60732","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60741","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60742","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60751","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60752","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60761","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60762","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60771","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60772","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60781","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60782","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60791","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60792","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60793","0","0","0","9999","エリザベスパークの新鮮牛乳＆卵","16","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","ミニゲームで使用するアイテム。"
"60801","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60802","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60811","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60812","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60821","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60822","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60831","0","0","0","9999","ボスチケット（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60832","0","0","0","9999","討伐証（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60841","0","0","0","9999","ボスチケット（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60842","0","0","0","9999","討伐証（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60851","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60852","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60871","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60872","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60881","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60882","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60891","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60892","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60901","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60902","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60911","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60912","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60921","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60922","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60931","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60932","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60941","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60942","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60951","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60952","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60961","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60962","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60971","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60972","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60981","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60982","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"60991","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"60992","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61001","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61002","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61011","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61012","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61021","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61022","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61031","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61032","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61041","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61042","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61051","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61052","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61061","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61062","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61071","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61072","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61081","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61082","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61091","0","0","0","9999","ボスチケット（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61092","0","0","0","9999","討伐証（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61101","0","0","0","9999","ボスチケット（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61102","0","0","0","9999","討伐証（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61111","0","0","0","9999","ボスチケット（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61112","0","0","0","9999","討伐証（前編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61121","0","0","0","9999","ボスチケット（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61122","0","0","0","9999","討伐証（後編専用）","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61131","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61132","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61141","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61142","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61151","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61152","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61161","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61162","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61171","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61172","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61181","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61182","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61191","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61192","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61201","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61202","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61211","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61212","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61221","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61222","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61231","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61232","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61241","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61242","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61251","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61252","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
"61261","0","0","0","9999","ボスチケット","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中に入手できるチケット。消費してボスバトルに挑戦できる。"
"61262","0","0","0","9999","討伐証","13","2030/04/24 14:59:59","2015/12/17 15:00:00","0","1","イベント期間中にモンスターを討伐した証。集めて討伐証交換ができる。"
