0bf2c86defab68a9c3e986eb7e58d9932d7ff29fc3348e56557d004bfb483551,83cbdda2e0c7b8f253e704271bb49f96abbed4b082e11f8bf2d4e49100c48531,1d0b0d151139c811792744a62b94d15d14b26aed854195f8d3f390a107834bec,f9045a39154629ed127322a8c6dbc316f7b2ed5e239f4d1919eecb3e5baaa5d1,0e81c444bcd74ca9ce269eca1c8a3daba0cccbdf30428f511242827c6c615099,85afc0227992c9ad736468fa742183825b83ee0f789b3406e2aaa24f1e876433,b4a256af07ced7f4968ec2f32320bf04b40b5d38c03c56a429b0de5bc1892b2f,16444490c5eb214208f30293ae0f8f454d38aa235a6c1add9cffc24803a93396,13247e0add36ef00e820cac610a07bacf203e76e3d0fae31846f95f18c1838a5,3fceea6dd6d41d1656ed00e8d77bebd5fac396eff9ef32506922d70b42e31ef4,115e2aa9c305b98d0c9c1790dd1c75c358d1a2a40459501ae68c1670f84982b2
"1","106011","surprise3_in_anger2","0","3","0.2","5146068","0","68071","surprise3_loop_anger2",""
"1","1060","surprise3_in_anger2","0","3","0.2","5146068","0","68072","surprise3_loop_anger2",""
"","vo_apg","vo_apg_0808","0","21","","5146068","","68073","0",""
"1","106011","ハンドルとドーナツ間違えんな～っ！","10","11","0","5146068","0","68074","1","0"
"","0","","","91","","5146068","","68075","",""
"","106011","0","","4","","5146068","","68076","",""
"","1060","0","","4","","5146068","","68077","",""
"","106011","surprise3_loop_surprise_slow","1","3","0.2","5146068","","68078","",""
"","1060","surprise3_loop_surprise_slow","1","3","0.2","5146068","","68079","",""
"1","105811","peko_slurp_in","0","3","0.2","5146068","0","68080","peko_slurp_loop",""
"1","1058","peko_slurp_in","0","3","0.2","5146068","0","68081","peko_slurp_loop",""
"1","130911","takeout_in","0","3","0.2","5146068","0","68082","takeout_talk",""
"1","97","takeout_in","0","3","0.2","5146068","0","68083","takeout_talk",""
"","vo_apg","vo_apg_0809","0","21","","5146068","","68084","0",""
"1","130911","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","10","11","0","5146068","0","68085","1","0"
"","0","","","91","","5146068","","68086","",""
"","130911","takeout_idle","1","3","0.2","5146068","","68087","",""
"","97","takeout_idle","1","3","0.2","5146068","","68088","",""
"","105811","peko_slurp_loop","1","3","0.2","5146068","","68089","",""
"","1058","peko_slurp_loop","1","3","0.2","5146068","","68090","",""
"1","106011","cool_idle_jitome","0","3","0.2","5146068","0.2","68091","cool_talk_jitome",""
"1","1060","cool_idle_jitome_in","0","3","0.2","5146068","0.2","68092","cool_talk_jitome",""
"","vo_apg","vo_apg_0810","0","21","","5146068","","68093","0",""
"1","106011","……\nドーナツはドーナツなのね…","10","11","0","5146068","0","68094","1","0"
"","0","","","91","","5146068","","68095","",""
"","68097","","","101","","5146068","","68096","",""
"","0","0.2","","22","","5146068","","68097","",""
"-278","1","131311","100","1","1.8","5146069","0","69001","-225","riri_idle"
"-278","5","1313","101","5","1.8","5146069","0","69002","-225","riri_idle"
"-288","1","131411","103","1","1.8","5146069","0","69003","-385","idle_normal"
"-288","2","1314","104","5","1.8","5146069","0","69004","-385","idle_normal"
"-278","1","130911","106","1","1.8","5146069","1","69005","225","joy_idle_noface"
"-278","1","98","107","5","1.8","5146069","1","69006","225","joy_idle_kururu"
"","131311","200","","13","","5146069","","69007","",""
"","131411","203","","13","","5146069","","69008","",""
"","130911","206","","13","","5146069","","69009","",""
"-174","9","9","15","5","0.85","5146069","0","69010","0","idle"
"12","22","22","210","5","1","5146069","0","69011","-307","empty"
"153","21","21","60","5","1","5146069","0","69012","0","empty"
"1","1","1","0","31","1","5146069","","69013","0",""
"","0","0","","91","","5146069","","69014","",""
"","0","0","0","102","","5146069","","69015","",""
"","1","0","","93","","5146069","","69016","",""
"","131311","riri_talk_noface","1","3","0.2","5146069","","69017","",""
"","1313","riri_talk_noface","1","3","0.2","5146069","","69018","",""
"","131411","idle_normal_surprise_lookupS","1","3","0.2","5146069","","69019","",""
"","1314","idle_normal_surprise_lookupS","1","3","0.2","5146069","","69020","",""
"","vo_apg","vo_apg_0901","0","21","","5146069","","69021","0",""
"1","131311","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","10","11","0","5146069","0","69022","1","0"
"","0","","","91","","5146069","","69023","",""
"","131311","riri_idle_lookup","1","3","0.2","5146069","","69024","",""
"","1313","riri_idle_lookup","1","3","0.2","5146069","","69025","",""
"","21","coffee_2_in","0","3","0","5146069","","69026","",""
"","se_10055900","se_10055900_photo","0","23","","5146069","","69027","",""
"","0.1","0","","93","","5146069","","69028","",""
"1","131411","idle_normal_surprise_lookup","0","3","0.2","5146069","0.2","69029","talk_normal_joy_lookup",""
"1","1314","idle_normal_surprise_lookup","0","3","0.2","5146069","0.2","69030","talk_normal_joy_lookup",""
"","vo_apg","vo_apg_0902","0","21","","5146069","","69031","0",""
"1","131411","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","10","11","0","5146069","0","69032","1","0"
"","0","","","91","","5146069","","69033","",""
"","131311","riri_idle_surprise","1","3","0.2","5146069","","69034","",""
"","1313","riri_idle_surprise","1","3","0.2","5146069","","69035","",""
"","131411","idle_normal_surprise","1","3","0.2","5146069","","69036","",""
"","1314","idle_normal_surprise","1","3","0.2","5146069","","69037","",""
"1","130911","handsup_to_talk","0","3","0.2","5146069","0.2","69038","talk_normal_joy",""
"","98","handsup","1","3","0.2","5146069","0.2","69039","",""
"","vo_apg","vo_apg_0903","0","21","","5146069","","69040","0",""
"1","130911","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","10","11","0","5146069","0","69041","1","0"
"","0","","","91","","5146069","","69042","",""
"","130911","joy_talk_anger","1","3","0.2","5146069","","69043","",""
"","vo_apg","vo_apg_0904","0","21","","5146069","","69044","0",""
"1","130911","これはですねっ！\n『隠れかばばん君』です♪","10","11","0","5146069","0","69045","1","0"
"","0","","","91","","5146069","","69046","",""
"","130911","joy_idle_doya","1","3","0.2","5146069","","69047","",""
"1","131311","notice_in_shy","0","3","0.2","5146069","0","69048","notice_loop_shy",""
"1","1313","notice_in_shy","0","3","0.2","5146069","0","69049","notice_loop_shy",""
"","131411","surprise_talk_normal","1","3","0.2","5146069","","69050","",""
"","1314","surprise_talk_normal","1","3","0.2","5146069","","69051","",""
"","vo_apg","vo_apg_0905","0","21","","5146069","","69052","0",""
"","22","0905_in","0","3","0","5146069","","69053","",""
"","1.2","1","","93","","5146069","","69054","",""
"","22","0905_mid","0","3","0","5146069","","69055","",""
"","","","","92","","5146069","","69056","",""
"","22","0905_out","0","3","0","5146069","","69057","",""
"","0.2","0","","93","","5146069","","69058","",""
"","0","","","91","","5146069","","69059","",""
"","131311","riri_sad_talk_dead","1","3","0.2","5146069","","69060","",""
"","1313","riri_sad_talk_dead","1","3","0.2","5146069","","69061","",""
"","131411","surprise_idle","1","3","0.2","5146069","","69062","",""
"","1314","surprise_idle","1","3","0.2","5146069","","69063","",""
"","130911","idle_normal_surprise2","1","3","0.2","5146069","","69064","",""
"","vo_apg","vo_apg_0906","0","21","","5146069","","69065","0",""
"1","131311","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","10","11","0","5146069","0","69066","1","0"
"","0","","","91","","5146069","","69067","",""
"","131311","riri_sad_idle","1","3","0.2","5146069","","69068","",""
"","1313","riri_sad_idle","1","3","0.2","5146069","","69069","",""
"1","130911","watawata","0","3","0.2","5146069","0.2","69070","talk_normal_dere",""
"1","98","watawata","0","3","0.2","5146069","0.2","69071","talk_normal_dere",""
"","vo_apg","vo_apg_0907","0","21","","5146069","","69072","0",""
"1","130911","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","10","11","0","5146069","0","69073","1","0"
"","0","","","91","","5146069","","69074","",""
"","130911","idle_normal_noface","1","3","0.2","5146069","","69075","",""
"","98","idle_normal_kururu","1","3","0.2","5146069","","69076","",""
"","21","coffee_2_out","0","3","0","5146069","","69077","",""
"","131411","clear_wish_talk_joy","1","3","0.2","5146069","","69078","",""
"","1314","clear_wish_talk_joy","1","3","0.2","5146069","","69079","",""
"","vo_apg","vo_apg_0908","0","21","","5146069","","69080","0",""
"1","131411","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","10","11","0","5146069","0","69081","1","0"
"","0","","","91","","5146069","","69082","",""
"","131411","clear_wish_idle","1","3","0.2","5146069","","69083","",""
"","1314","clear_wish_idle","1","3","0.2","5146069","","69084","",""
"","131311","guts2_talk_joy3","1","3","0.2","5146069","","69085","",""
"","1313","guts2_talk_joy3","1","3","0.2","5146069","","69086","",""
"","vo_apg","vo_apg_0909","0","21","","5146069","","69087","0",""
"1","131311","はい、リアさん！","10","11","0","5146069","0","69088","1","0"
"","0","","","91","","5146069","","69089","",""
"","131311","riri_idle","1","3","0.2","5146069","","69090","",""
"","1313","riri_idle","1","3","0.2","5146069","","69091","",""
"","131411","clear_wish_idle_normal","1","3","0.2","5146069","","69092","",""
"","1314","clear_wish_idle_normal","1","3","0.2","5146069","","69093","",""
"","130911","talk_normal_anger","1","3","0.2","5146069","","69094","",""
"","98","talk_normal","1","3","0.2","5146069","","69095","",""
"","vo_apg","vo_apg_0910","0","21","","5146069","","69096","0",""
"1","130911","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","10","11","0","5146069","0","69097","1","0"
"","0","","","91","","5146069","","69098","",""
"","130911","idle_normal_noface","1","3","0.2","5146069","","69099","",""
"","98","idle_normal_kururu","1","3","0.2","5146069","","69100","",""
"1","131311","riri_bow","0","3","0.2","5146069","0","69101","idle_normal_joy2",""
"1","1313","riri_bow","0","3","0.2","5146069","0","69102","idle_normal_joy2",""
"1","131411","clear_agree","0","3","0.2","5146069","0.2","69103","idle_normal_joy2",""
"1","1314","clear_agree","0","3","0.2","5146069","0.2","69104","idle_normal_joy2",""
"","vo_apg","vo_apg_0911","0","21","","5146069","","69105","0",""
"","22","0911_in","0","3","0","5146069","","69106","",""
"","0.9","1","","93","","5146069","","69107","",""
"","22","0911_mid","0","3","0","5146069","","69108","",""
"","","","","92","","5146069","","69109","",""
"","22","0911_out","0","3","0","5146069","","69110","",""
"","0.2","0","","93","","5146069","","69111","",""
"","0","","","91","","5146069","","69112","",""
"","130911","0","","4","","5146069","","69113","",""
"","98","0","","4","","5146069","","69114","",""
"","131311","walk_normal_slow","1","3","0.2","5146069","","69115","",""
"","1313","walk_normal_slow","1","3","0.2","5146069","","69116","",""
"","131411","walk_normal_slow","1","3","0.2","5146069","","69117","",""
"","1314","walk_normal_slow","1","3","0.2","5146069","","69118","",""
"","130911","walk_kyapi_slow","1","3","0.2","5146069","","69119","",""
"","98","walk_kyapi_slow","1","3","0.2","5146069","","69120","",""
"0","131311","-75","-278","2","","5146069","","69121","1.5",""
"0","1313","-75","-278","2","","5146069","","69122","1.5",""
"0","131411","-225","-288","2","","5146069","","69123","1.5",""
"0","1314","-225","-288","2","","5146069","","69124","1.5",""
"0","130911","325","-278","2","","5146069","","69125","1.5",""
"","1.5","0","","93","","5146069","","69126","",""
"","131311","1","","4","","5146069","","69127","",""
"","1313","1","","4","","5146069","","69128","",""
"","130911","1","","4","","5146069","","69129","",""
"","131311","idle_normal_surprise","1","3","0.2","5146069","","69130","",""
"","1313","idle_normal_surprise","1","3","0.2","5146069","","69131","",""
"1","131411","notice_in_dere","0","3","0.2","5146069","0","69132","notice_loop_dere",""
"1","1314","notice_in_dere","0","3","0.2","5146069","0","69133","notice_loop_dere",""
"","130911","idle_normal_surprise","1","3","0.2","5146069","","69134","",""
"","vo_apg","vo_apg_0912","0","21","","5146069","","69135","0",""
"1","131411","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","10","11","0","5146069","0","69136","1","0"
"","0","","","91","","5146069","","69137","",""
"","130911","hawawa","0","3","0.2","5146069","","69138","",""
"","vo_apg","vo_apg_0913","0","21","","5146069","","69139","0",""
"1","130911","はわわっ！？","10","11","-30","5146069","0","69140","1","0"
"","0","","","91","","5146069","","69141","",""
"","130911","bowbowbow","0","3","0.1","5146069","","69142","",""
"","131311","0","","4","","5146069","","69143","",""
"","1313","0","","4","","5146069","","69144","",""
"","131311","riri_talk_noervous","1","3","0.2","5146069","","69145","",""
"","1313","riri_talk_noervous","1","3","0.2","5146069","","69146","",""
"1","131411","clear_smile_in","0","3","0.2","5146069","0","69147","clear_smile_idle",""
"1","1314","clear_smile_in","0","3","0.2","5146069","0","69148","clear_smile_idle",""
"0","131311","2","2","12","0","5146069","0","69149","0","0"
"0","131411","2","2","12","0","5146069","0","69150","0","0"
"0","130911","2","2","12","-30","5146069","0","69151","0","0"
"","2","0","","93","","5146069","","69152","",""
"","69154","","","101","","5146069","","69153","",""
"","0","0.2","","22","","5146069","","69154","",""
"-278","1","102111","106","1","1.8","5146070","1","70001","0","walk_normal_joy"
"-278","1","99","107","5","1.8","5146070","0","70002","-195","idle_normal"
"-278","1","130911","108","1","1.8","5146070","1","70003","195","idle_normal_noface"
"-278","1","98","109","5","1.8","5146070","1","70004","195","idle_normal_kururu"
"","102111","206","","13","","5146070","","70005","",""
"","130911","208","","13","","5146070","","70006","",""
"-174","10","10","15","5","0.85","5146070","0","70007","0","idle"
"48","20","20","290","5","1","5146070","0","70008","-237","empty"
"1","1","1","0","31","1","5146070","","70009","0",""
"1","2","2","0","31","1","5146070","","70010","-57.7",""
"","2","black","","37","","5146070","","70011","",""
"1","14","14","-176","31","0","5146070","","70012","-278",""
"","0","0","","91","","5146070","","70013","",""
"","0","0","0","102","","5146070","","70014","",""
"","0.4","0","","93","","5146070","","70015","",""
"","2","iris_out","","37","","5146070","","70016","",""
"0","102111","-195","-278","2","","5146070","","70017","2",""
"","2","0","","93","","5146070","","70018","",""
"","102111","0","","4","","5146070","","70019","",""
"","102111","idle_normal_joy","1","3","0.2","5146070","","70020","",""
"","99","idle_normal_joy","1","3","0.2","5146070","","70021","",""
"","0.1","0","","93","","5146070","","70022","",""
"","102111","wish_talk_noface","1","3","0.2","5146070","","70023","",""
"","99","kurumi_wish_talk","1","3","0.2","5146070","","70024","",""
"","vo_apg","vo_apg_1001","0","21","","5146070","","70025","0",""
"1","102111","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","10","11","0","5146070","0","70026","1","0"
"","0","","","91","","5146070","","70027","",""
"1","102111","notice_in_normal2","0","3","0.2","5146070","0.2","70028","sad_talk_normal",""
"1","99","notice_in","0","3","0.2","5146070","0.2","70029","sad_talk",""
"","vo_apg","vo_apg_1002","0","21","","5146070","","70030","0",""
"1","102111","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","10","11","0","5146070","0","70031","1","0"
"","0","","","91","","5146070","","70032","",""
"","102111","talk_normal_noface","1","3","0.2","5146070","","70033","",""
"","99","kurumi_talk_normal","1","3","0.2","5146070","","70034","",""
"","vo_apg","vo_apg_1003","0","21","","5146070","","70035","0",""
"1","102111","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","10","11","0","5146070","0","70036","1","0"
"","0","","","91","","5146070","","70037","",""
"","102111","idle_normal_noface","1","3","0.2","5146070","","70038","",""
"","99","kurumi_idle_normal","1","3","0.2","5146070","","70039","",""
"","130911","kururu_wish_talk_joy","1","3","0.2","5146070","","70040","",""
"","98","kururu_wish_talk_joy","1","3","0.2","5146070","","70041","",""
"","vo_apg","vo_apg_1004","0","21","","5146070","","70042","0",""
"1","130911","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","10","11","0","5146070","0","70043","1","0"
"","0","","","91","","5146070","","70044","",""
"","130911","kururu_wish_idle_surprise","1","3","0.2","5146070","","70045","",""
"","98","kururu_wish_idle_light","1","3","0.2","5146070","","70046","",""
"","102111","surprise_talk_dere","1","3","0.2","5146070","","70047","",""
"","99","surprise_talk_dere","1","3","0.2","5146070","","70048","",""
"","vo_apg","vo_apg_1005","0","21","","5146070","","70049","0",""
"1","102111","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","10","11","0","5146070","0","70050","1","0"
"","0","","","91","","5146070","","70051","",""
"","0","0","","22","","5146070","","70052","",""
"1","102111","kurumi_witch_in","0","3","0.2","5146070","0","70053","kurumi_witch_loop",""
"1","99","kurumi_witch_in","0","3","0.2","5146070","0","70054","kurumi_witch_loop",""
"","0.3","0","","93","","5146070","","70055","",""
"0","0","20","1.05","121","0","5146070","","70056","1.05",""
"","2","fade105_in","","37","","5146070","","70057","",""
"","30","30","0.5","122","","5146070","","70058","",""
"","130911","kururu_wish_doteyes_static","1","3","0","5146070","","70059","",""
"","vo_apg","vo_apg_1006","0","21","","5146070","","70060","0",""
"","20","1006_in","0","3","0","5146070","","70061","",""
"","1.2","1","","93","","5146070","","70062","",""
"","20","1006_mid","0","3","0","5146070","","70063","",""
"","","","","92","","5146070","","70064","",""
"","20","1006_out","0","3","0","5146070","","70065","",""
"","0.2","0","","93","","5146070","","70066","",""
"1","102111","kurumi_witch_out","0","3","0.2","5146070","0","70067","idle_normal",""
"1","99","kurumi_witch_out","0","3","0.2","5146070","0","70068","idle_normal",""
"0","20","305","-45","2","","5146070","","70069","0",""
"","2","fade105_out","","37","","5146070","","70070","",""
"0","0","0","1","121","0","5146070","","70071","1",""
"","30","30","0.5","122","","5146070","","70072","",""
"1","130911","kururu_scared_in","0","3","0.2","5146070","0","70073","kururu_scared_idle",""
"","vo_apg","vo_apg_1007","0","21","","5146070","","70074","0",""
"","20","1007_in","0","3","0","5146070","","70075","",""
"","1.2","1","","93","","5146070","","70076","",""
"","20","1007_mid","0","3","0","5146070","","70077","",""
"","","","","92","","5146070","","70078","",""
"","20","1007_out","0","3","0","5146070","","70079","",""
"","0.2","0","","93","","5146070","","70080","",""
"","20","empty","0","3","0","5146070","","70081","",""
"","102111","worry_talk_lookdown","1","3","0.2","5146070","","70082","",""
"","99","worry_talk_lookdown","1","3","0.2","5146070","","70083","",""
"","vo_apg","vo_apg_1008","0","21","","5146070","","70084","0",""
"1","102111","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","10","11","0","5146070","0","70085","1","0"
"","0","","","91","","5146070","","70086","",""
"","130911","kururu_scared_talk_dere","1","3","0.2","5146070","","70087","",""
"","98","kururu_scared_talk_dere","1","3","0.2","5146070","","70088","",""
"","vo_apg","vo_apg_1009","0","21","","5146070","","70089","0",""
"1","130911","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","10","11","-10","5146070","-60","70090","1","0"
"","0","","","91","","5146070","","70091","",""
"","130911","kururu_scared_idle_noface","1","3","0.2","5146070","","70092","",""
"","98","kururu_scared_idle","1","3","0.2","5146070","","70093","",""
"","102111","anger_talk_dere_red","1","3","0.2","5146070","","70094","",""
"","99","anger_talk_dere_red","1","3","0.2","5146070","","70095","",""
"","vo_apg","vo_apg_1010","0","21","","5146070","","70096","0",""
"1","102111","…そ、そんな天才だなんて…","10","11","0","5146070","0","70097","1","0"
"","0","","","91","","5146070","","70098","",""
"","0","0","","22","","5146070","","70099","",""
"","14","1","","32","","5146070","","70100","",""
"1","102111","kurumi_shy_in","0","3","0.2","5146070","0","70101","kurumi_shy_loop",""
"1","99","kurumi_shy_in","0","3","0.2","5146070","0","70102","kurumi_shy_loop",""
"","2.5","0","","93","","5146070","","70103","",""
"","130911","kururu_scared_talk_dere","1","3","0.2","5146070","","70104","",""
"","98","kururu_scared_talk_dere","1","3","0.2","5146070","","70105","",""
"","vo_apg","vo_apg_1011","0","21","","5146070","","70106","0",""
"1","130911","…あの","10","11","-10","5146070","-60","70107","1","0"
"","0","","","91","","5146070","","70108","",""
"","130911","kururu_scared_talk_nervous","1","3","0.2","5146070","","70109","",""
"1","98","kururu_scared_talk_sweat_in","0","3","0","5146070","0","70110","kururu_scared_talk_sweat_loop",""
"","vo_apg","vo_apg_1012","0","21","","5146070","","70111","0",""
"1","130911","腰抜けちゃいましたです…","10","11","-10","5146070","-60","70112","1","0"
"","0","","","91","","5146070","","70113","",""
"","70115","","","101","","5146070","","70114","",""
"","0","0.2","","22","","5146070","","70115","",""
"-278","1","130911","110","1","1.8","5146071","0","71001","-1100","idle_normal"
"-233","11","8","106","5","0.5","5146071","0","71002","-193","idle"
"-233","12","9","107","5","0.6","5146071","0","71003","267","idle"
"","130911","210","","13","","5146071","","71004","",""
"","8","206","","13","","5146071","","71005","",""
"","9","207","","13","","5146071","","71006","",""
"-174","10","10","15","5","0.85","5146071","0","71007","0","idle"
"1","1","1","0","31","1","5146071","","71008","0",""
"1","2","2","0","31","0","5146071","","71009","0",""
"1","14","14","0","31","0","5146071","","71010","-278",""
"1","17","17","0","31","0","5146071","","71011","0",""
"1","18","18","0","31","0","5146071","","71012","0",""
"","0","0","","91","","5146071","","71013","",""
"","0","0","0","102","","5146071","","71014","",""
"","0.2","0","","93","","5146071","","71015","",""
"","17","1","","32","","5146071","","71016","",""
"","0.5","0","","93","","5146071","","71017","",""
"","0","0","","93","","5146071","","71018","",""
"","3.5","0","","93","","5146071","","71019","",""
"0","8","12","2.2","12","0","5146071","0","71020","0","0"
"0","9","12","2.2","12","0","5146071","0","71021","0","0"
"","8","lookup","1","3","0.6","5146071","","71022","",""
"","9","lookdown","1","3","0.6","5146071","","71023","",""
"0","130911","-380","-278","2","","5146071","","71024","3",""
"","130911","walk_normal","1","3","0.2","5146071","","71025","",""
"","3","0","","93","","5146071","","71026","",""
"","130911","kururu_surprise_talk","1","3","0.2","5146071","","71027","",""
"","vo_apg","vo_apg_1101","0","21","","5146071","","71028","0",""
"1","130911","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","10","11","0","5146071","0","71029","1","0"
"","0","","","91","","5146071","","71030","",""
"0","0","20","1.1","121","0","5146071","","71031","1.1",""
"","2","1","","32","","5146071","","71032","",""
"","2","fade105_in","","37","","5146071","","71033","",""
"","50","50","0.5","122","","5146071","","71034","",""
"","18","1","","32","","5146071","","71035","",""
"","se_10055900","se_10055900_bachibachi","0","23","","5146071","","71036","",""
"1","130911","shock_in_surprise2","0","3","0.2","5146071","0","71037","shock_loop_surprise2",""
"","vo_apg","vo_apg_1102","0","21","","5146071","","71038","0",""
"1","130911","ひえぇっ！？\nバッチバチですますっ！？","10","11","-20","5146071","0","71039","1","0"
"","0","","","91","","5146071","","71040","",""
"","0","0","","22","","5146071","","71041","",""
"","18","0","","32","","5146071","","71042","",""
"","2","fade105_out","","37","","5146071","","71043","",""
"0.5","0","0","1","121","11","5146071","","71044","1",""
"","130911","walk_jog_sad_quick","1","3","0.2","5146071","","71045","",""
"","8","idle","1","3","0.4","5146071","","71046","",""
"","9","idle","1","3","0.4","5146071","","71047","",""
"0","130911","0","-278","2","","5146071","","71048","0.5",""
"","0.3","0","","93","","5146071","","71049","",""
"","8","idle","1","3","0.4","5146071","","71050","",""
"","9","idle","1","3","0.4","5146071","","71051","",""
"","0.2","0","","93","","5146071","","71052","",""
"","130911","1","","4","","5146071","","71053","",""
"","130911","kururu_worry_talk_lookdown","1","3","0","5146071","","71054","",""
"","vo_apg","vo_apg_1103","0","21","","5146071","","71055","0",""
"1","130911","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","10","11","0","5146071","0","71056","1","0"
"","0","","","91","","5146071","","71057","",""
"","130911","0","","4","","5146071","","71058","",""
"","130911","kururu_worry_talk_lookup","1","3","0","5146071","","71059","",""
"","vo_apg","vo_apg_1104","0","21","","5146071","","71060","0",""
"1","130911","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","10","11","0","5146071","0","71061","1","0"
"","0","","","91","","5146071","","71062","",""
"10","0","40","1.15","121","10","5146071","","71063","1.15",""
"","14","1","","32","","5146071","","71064","",""
"","0","0","","22","","5146071","","71065","",""
"","130911","0","","4","","5146071","","71066","",""
"","130911","kururu_wish_idle_search","1","3","0.2","5146071","","71067","",""
"0","8","12","3","12","0","5146071","0","71068","0","0"
"0","9","12","3","12","0","5146071","0","71069","0","0"
"","4","0","","93","","5146071","","71070","",""
"","14","0","","32","","5146071","","71071","",""
"1","8","approach_in","0","3","0.2","5146071","0","71072","approach_loop",""
"1","9","approach_in","0","3","0.2","5146071","0","71073","approach_loop",""
"1","8","0.8","0.8","6","0.6","5146071","10","71074","0.8",""
"1","9","0.8","0.8","6","0.6","5146071","10","71075","0.8",""
"","0.6","0","","93","","5146071","","71076","",""
"1","130911","kururu_down_in","0","3","0.2","5146071","0","71077","kururu_down_loop",""
"","vo_apg","vo_apg_1105","0","21","","5146071","","71078","0",""
"1","130911","ひぃぃ…","10","11","0","5146071","0","71079","1","0"
"","0","","","91","","5146071","","71080","",""
"","71082","","","101","","5146071","","71081","",""
"","0","0.2","","22","","5146071","","71082","",""
