3db13960448feb4c0d0188f75d03582a61a5e83664c854ef61961d6691a4507f,57f7771cd8306667839955cf1ed074b8bc6ba63a0c1c6f833a9334046088d56b,7c2d7dc66daa82f35417f84c92477419741e22569a9c467c28cc700a09a8c1de,c3538cac1003067502e8b0be4079e04ff0eda88e0f70e779db468d3fd1b4fdab,5cbc2870e5ad9c1cc3bd1c46bab7b6d3462b2036d8bc5496c09cdd7f0faf08c5,6e8b8e5703d8ed8b22e0476b09da69d0feaca8be43cc9d8329fa60968b7dabc4,d1eda560b9b44f6c9769e333a30240361fb404ae5a8786b8e903a63f3ef7e7a0,2f48a755619ee2fed3e64a5bb592b202811fed421c70add6542c057c8279ee57,1e462be7ebf4b130cfbd0103d964fbeba9cb97a983e5dc7c2e91b137e50edab2,ff422b62f747ae2b3f049bc8676b4ce7de466daceb9e8ee8b4191719a5148be5,ccdf5328ef2a01ec00342d17364f0cf6d140314d5362747dd686c725f1258e3d
"19230039","1","0","10","115711","923","11","0","幻のたい焼き売りの姿を見ると\n幸せになれるだなんて話も聞いたよ。","0","0.5"
"19230040","","","","0","923","91","","","",""
"19230041","","","","0.5","923","93","","0","",""
"19230042","20_kasumi_approach_loop","0.3","0","115711","923","3","0","20_kasumi_approach_in","1",""
"19230043","20_kasumi_approach_loop","0.3","0","3","923","3","0","20_kasumi_approach_in","1",""
"19230044","0","","0","vo_fpc","923","21","","vo_fpc_22306","",""
"19230045","1","0","10","115711","923","11","0","プールサイドで\nたい焼きを売る怪人、か。","0","0.5"
"19230046","","","","0","923","91","","","",""
"19230047","","","","0.5","923","93","","0","",""
"19230048","","0.2","1","115711","923","3","","20_kasumi_thinking","",""
"19230049","","0.2","1","3","923","3","","20_kasumi_thinking","",""
"19230050","0","","0","vo_fpc","923","21","","vo_fpc_22307","",""
"19230051","1","0","10","115711","923","11","0","果たして、そんな人物が、\n実在するのであろうか…","0","0.5"
"19230052","","","","0","923","91","","","",""
"19230053","","","","0.5","923","93","","0","",""
"19230054","","0.2","1","115711","923","3","","20_kasumi_walk","",""
"19230055","","0.2","1","3","923","3","","20_kasumi_walk","",""
"19230056","4.41176470588235","","-15","115711","923","2","","750","0",""
"19230057","4.41176470588235","","-15","3","923","2","","750","0",""
"19230058","","","","0","923","91","","","",""
"19410001","-910","1.75","23","1","941","1","0","107511","-180","41_pekorine_swim_loop"
"19410002","-800","1.75","22","1","941","1","0","107611","-180","cmn_float"
"19410003","-1000","1.75","22","22","941","5","0","22","-180","41_kyaru_floatRing"
"19410004","-180","1","-890","1","941","31","","1075111","1",""
"19410005","-180","0","0","14","941","31","","1075114","1",""
"19410006","-180","1","-800","4","941","31","","107611","1",""
"19410007","-180","1","-830","126","941","31","","22","1",""
"19410008","-180","0","140","105","941","31","","105","1",""
"19410009","40","0","320","108","941","31","","108","1",""
"19410010","-110","0","-160","1001","941","31","","1001","1",""
"19410011","","1","1","se_10053800","941","23","","se_fpc_water_random","",""
"19410012","","","","19410010","941","91","","0","",""
"19410013","5","","-180","22","941","2","","-150","12",""
"19410014","5","","-180","22","941","33","","-10","12",""
"19410015","","","","0","941","91","","","",""
"19410016","0","","","vo_fpc","941","21","","vo_fpc_30101","",""
"19410017","1","0","6","22","941","11","0","は～…たまにはこうやって\nのんびりするのも悪くないわね～","0","1"
"19410018","","","","0","941","91","","0","",""
"19410019","4.52941176470588","","-180","107511","941","2","","0","0",""
"19410020","4.52941176470588","","-180","1075111","941","33","","0","0",""
"19410021","4.52941176470588","","-180","22","941","2","","0","12",""
"19410022","4.52941176470588","","-180","22","941","33","","140","12",""
"19410023","","","","1.5","941","93","","0","",""
"19410024","0","","","vo_fpc","941","21","","vo_fpc_30102","",""
"19410025","1","0","6","107511","941","11","0","キャールーちゃーん！\nえいっ！","0","1"
"19410026","","","","19410019","941","91","","","",""
"19410027","","","","1075111","941","32","","0","",""
"19410028","","","","1075114","941","32","","1","",""
"19410029","41_pekorine_hug_loop","0.1","0","107511","941","3","0.1","41_pekorine_hug","1",""
"19410030","41_kyaru_surprise_loop","0.1","0","22","941","3","0.1","41_kyaru_surprise","1",""
"19410031","","","","0.6","941","93","","0","",""
"19410032","","","","105","941","32","","1","",""
"19410033","","","","0.6","941","93","","0","",""
"19410034","","","","105","941","32","","0","",""
"19410035","","","","19410025","941","91","","","",""
"19410036","2.94117647058824","","-180","107611","941","2","","-300","12",""
"19410037","2.94117647058824","","-180","107611","941","33","","-300","12",""
"19410038","0","","","vo_fpc","941","21","","vo_fpc_30103","",""
"19410039","1","0","9","22","941","11","0","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","0","1"
"19410040","","","","0","941","91","","0","",""
"19410041","","","","19410036","941","91","","","",""
"19410042","","","","105","941","32","","1","",""
"19410043","","0.1","1","107511","941","3","","41_pekorine_shake","",""
"19410044","","0.1","1","22","941","3","","41_kyaru_shake","",""
"19410045","0","","","vo_fpc","941","21","","vo_fpc_30104","",""
"19410046","","0.1","1","107611","941","3","","41_kokkoro_float_loop","",""
"19410047","1","0","8","107611","941","11","0","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","0","1"
"19410048","","","","0","941","91","","0","",""
"19410049","0","","","vo_fpc","941","21","","vo_fpc_30105","",""
"19410050","1","0","10","22","941","11","0","あ、ダメ…\nもう、げん…かい…","0","1"
"19410051","","","","0","941","91","","0","",""
"19410052","","0.2","0","22","941","3","","41_kyaru_drown","",""
"19410053","","0.2","1","107511","941","3","","41_pekorine_shake","",""
"19410054","","","","0.2","941","93","","0","",""
"19410055","","1","0","se_10053800","941","23","","se_10053800_941_bishokuden","",""
"19410056","","","","0.8","941","93","","0","",""
"19410057","41_kokkoro_surprise_loop","0.1","0","107611","941","3","0.1","41_kokkoro_surprise","1",""
"19410058","","","","0.5","941","93","","0","",""
"19410059","","","","108","941","32","","1","",""
"19410060","","","","2.5","941","93","","0","",""
"19410061","","0.1","1","22","941","3","0.1","41_kyaru_drown_loop","",""
"19410062","41_pekorine_notice_loop","0.1","0","107511","941","3","0.1","41_pekorine_notice","1",""
"19410063","","","","105","941","32","","0","",""
"19410064","","","","22","941","32","","0","",""
"19410065","0","","","vo_fpc","941","21","","vo_fpc_30106","",""
"19410066","1","0","11","107511","941","11","0","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","0","1"
"19410067","","","","0","941","91","","0","",""
"19410068","0","","","vo_fpc","941","21","","vo_fpc_30107","",""
"19410069","1","0","10","107611","941","11","0","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","0","1"
"19410070","","","","2.1","941","93","","0","",""
"19410071","41_kokkoro_action_loop","0.1","0","107611","941","3","0.1","41_kokkoro_action","1",""
"19410072","","","","1001","941","32","","1","",""
"19410073","cmn_swm_flutterKick_floatRing","0","0","107511","941","3","0.1","41_pekorine_flutterKick_floatRing_in","1",""
"19410074","","0.1","1","22","941","3","","41_kyaru_flutterKick_floatRing","",""
"19410075","4.52488687782805","","-180","107511","941","2","","1000","0",""
"19410076","","","","1075111","941","32","","1","",""
"19410077","","","","1075114","941","32","","0","",""
"19410078","4.52488687782805","","-180","1075111","941","33","","1000","0",""
"19410079","4.52488687782805","","-180","22","941","2","","1000","0",""
"19410080","5.88235294117647","","-180","107611","941","2","","1000","0",""
"19410081","5.88235294117647","","-180","107611","941","33","","1000","0",""
"19410082","5.88235294117647","","-110","1001","941","33","","1140","0",""
"19410083","","","","19410081","941","91","","","",""
"19420001","-1060","1.75","33","1","942","1","0","113211","-250","42_anna_idle"
"19420002","-920","1.75","33","1","942","1","0","127111","-250","42_shinobu_idle"
"19420003","-1000","1.75","32","2","942","5","0","2","-250","42_boat_idle"
"19420004","0","0","0","107","942","31","","107","1",""
"19420005","-250","1","-1000","106","942","31","","106","1",""
"19420006","","","","113211","942","13","","47","",""
"19420007","","","","127111","942","13","","47","",""
"19420008","","1","1","se_10053800","942","23","","se_fpc_water_random","",""
"19420009","","","","19420007","942","91","","0","",""
"19420010","5.88235294117647","","-250","113211","942","2","","-60","12",""
"19420011","5.88235294117647","","-250","127111","942","2","","80","12",""
"19420012","5.88235294117647","","-250","2","942","2","","0","12",""
"19420013","5.88235294117647","","-250","106","942","33","","0","12",""
"19420014","","","","","942","91","","","",""
"19420015","","0.2","1","113211","942","3","","42_anna_doyatalk","",""
"19420016","","0.2","1","127111","942","3","","42_shinobu_idle","",""
"19420017","","0.2","1","2","942","3","","42_boat_idle","",""
"19420018","0","","","vo_fpc","942","21","","vo_fpc_30201","",""
"19420019","1","0","6","113211","942","11","0","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","0","1"
"19420020","","","","0","942","91","","0","",""
"19420021","","0.2","1","113211","942","3","","42_anna_doyatalk","",""
"19420022","42_shinobu_talk","0.2","0","127111","942","3","0.1","42_shinobu_idle2talk","1",""
"19420023","","0.2","1","2","942","3","","42_boat_idle","",""
"19420024","0","","","vo_fpc","942","21","","vo_fpc_30202","",""
"19420025","1","0","7","127111","942","11","0","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","0","1"
"19420026","","","","0","942","91","","0","",""
"19420027","42_shinobu_idle","0.2","0","127111","942","3","0.1","42_shinobu_talk2idle","1",""
"19420028","42_anna_idle","0.2","0","113211","942","3","0.1","42_anna_doya2idle","1",""
"19420029","","0.2","1","2","942","3","","42_boat_idle","",""
"19420030","0","","","vo_fpc","942","21","","vo_fpc_30203","",""
"19420031","1","0","7","113211","942","11","0","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0","0.5"
"19420032","","","","0","942","91","","0","",""
"19420033","0","","","vo_fpc","942","21","","vo_fpc_30204","",""
"19420034","1","0","10","113211","942","11","0","（冥風戦記のいいネタに\nなるかもしれないからな！）","0","1"
"19420035","","","","0","942","91","","0","",""
"19420036","","0.2","1","113211","942","3","","42_anna_idle","",""
"19420037","42_shinobu_talk","0.2","0","127111","942","3","0.1","42_shinobu_idle2talk","1",""
"19420038","","0.2","1","2","942","3","","42_boat_idle","",""
"19420039","0","","","vo_fpc","942","21","","vo_fpc_30205","",""
"19420040","1","0","6","127111","942","11","0","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0","0.5"
"19420041","","","","0","942","91","","0","",""
"19420042","","0.2","1","113211","942","3","","42_anna_idle","",""
"19420043","42_shinobu_horror","0.2","0","127111","942","3","0.1","42_shinobu_talk2horror","1",""
"19420044","","0.2","1","2","942","3","","42_boat_idle","",""
"19420045","","","","107","942","32","","1","",""
"19420046","0","","","vo_fpc","942","21","","vo_fpc_30206","",""
"19420047","1","0","5","127111","942","11","0","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","0","1"
"19420048","","","","6.5","942","93","","0","",""
"19420049","","","","1.5","942","93","","0","",""
"19420050","","","","19420047","942","91","","0","",""
"19420051","","0.1","1","127111","942","3","","42_shinobu_horror","",""
"19420052","","0.1","1","113211","942","3","","42_anna_scared","",""
"19420053","","0.1","1","2","942","3","","42_boat_idle","",""
"19420054","0","","","vo_fpc","942","21","","vo_fpc_30207","",""
"19420055","1","0","6","113211","942","11","0","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","0","1.5"
"19420056","","","","9.13333333333333","942","93","","0","",""
"19420057","","","","1.5","942","93","","0","",""
"19420058","","","","19420055","942","91","","0","",""
"19420059","4.52488687782805","","-250","113211","942","2","","940","",""
"19420060","4.52488687782805","","-250","127111","942","2","","1080","",""
"19420061","4.52488687782805","","-250","2","942","2","","1000","",""
"19420062","4.52488687782805","","-250","106","942","33","","1000","",""
"19420063","","","","0","942","91","","","",""
"19430001","-850","1.75","23","1","943","1","0","122511","-180","cmn_float"
"19430002","-800","1.75","13","1","943","1","0","117411","-125","43_tsumugi_deredere"
"19430003","-1675","1.75","12","1","943","5","0","11","-125","cmn_float_item_09_Ball"
"19430004","-850","1.75","32","1","943","5","0","12","-250","cmn_floatRing_pink"
"19430005","-2500","1.75","32","1","943","5","0","13","-250","cmn_floatRing_blue"
"19430006","-180","1","-850","8","943","31","","1225114","1",""
"19430007","-125","1","-800","5","943","31","","1174114","1",""
"19430008","-125","1","-1675","5","943","31","","411","1",""
"19430009","-250","1","-850","4","943","31","","412","1",""
"19430010","-250","1","-2500","4","943","31","","413","1",""
"19430011","-125","0","-350","110","943","31","","1101","1",""
"19430012","","1","1","se_10053800","943","23","","se_fpc_water_random","",""
"19430013","","","","19430011","943","91","","","",""
"19430014","24.2647058823529","","-250","12","943","2","","2450","",""
"19430015","24.2647058823529","","-250","412","943","33","","2450","",""
"19430016","24.2647058823529","","-125","11","943","2","","1625","",""
"19430017","24.2647058823529","","-125","411","943","33","","1625","",""
"19430018","24.2647058823529","","-250","13","943","2","","800","",""
"19430019","24.2647058823529","","-250","413","943","33","","800","",""
"19430020","","","","2","943","93","","0","",""
"19430021","6.25","","-180","122511","943","2","","0","12",""
"19430022","6.25","","-180","1225114","943","33","","0","12",""
"19430023","","","","19430021","943","91","","","",""
"19430024","0","","","vo_fpc","943","21","","vo_fpc_30301","",""
"19430025","1","0","7","122511","943","11","0","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","0","1"
"19430026","","","","0","943","91","","","",""
"19430027","6.92307692307692","","-125","117411","943","2","","-350","12",""
"19430028","6.92307692307692","","-125","1174114","943","33","","-350","12",""
"19430029","0","","","vo_fpc","943","21","","vo_fpc_30302","",""
"19430030","1","0","6","122511","943","11","0","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","0","1"
"19430031","","","","0","943","91","","","",""
"19430032","","","","19430028","943","91","","","",""
"19430033","0","","","vo_fpc","943","21","","vo_fpc_30303","",""
"19430034","1","0","7","117411","943","11","0","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","0","1"
"19430035","","","","0","943","91","","","",""
"19430036","43_rei_notice_loop","0.1","0","122511","943","3","0.1","43_rei_notice_in","1",""
"19430037","0","","","vo_fpc","943","21","","vo_fpc_30304","",""
"19430038","1","0","5","122511","943","11","0","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0","0.5"
"19430039","","","","0","943","91","","","",""
"19430040","","","","1101","943","32","","1","",""
"19430041","","","","1174114","943","32","","0","",""
"19430042","43_rei_aseri","0.1","0","122511","943","3","0.1","43_rei_turn","1",""
"19430043","","0.1","0","117411","943","3","","43_tsumugi_hide","",""
"19430044","","","","3","943","93","","0","",""
"19430045","43_tsumugi_deredere","0.1","0","117411","943","3","0.1","43_tsumugi_appear","1",""
"19430046","","","","1","943","93","","0","",""
"19430047","","","","1101","943","32","","0","",""
"19430048","","","","1174114","943","32","","1","",""
"19430049","0","","","vo_fpc","943","21","","vo_fpc_30305","",""
"19430050","1","0","6","122511","943","11","0","誰もいなかったな…\nいや…そこ！","0","0.5"
"19430051","","","","0","943","91","","","",""
"19430052","","","","1101","943","32","","1","",""
"19430053","","","","1174114","943","32","","0","",""
"19430054","43_rei_aseri_2","0.1","0","122511","943","3","0.1","43_rei_turn","1",""
"19430055","","0.1","0","117411","943","3","","43_tsumugi_hide","",""
"19430056","","","","3","943","93","","0","",""
"19430057","43_tsumugi_deredere","0.1","0","117411","943","3","0.1","43_tsumugi_appear","1",""
"19430058","","","","1","943","93","","0","",""
"19430059","","","","1101","943","32","","0","",""
"19430060","","","","1174114","943","32","","1","",""
"19430061","0","","","vo_fpc","943","21","","vo_fpc_30306","",""
"19430062","1","0","5","122511","943","11","0","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","0","1"
"19430063","","","","0","943","91","","","",""
"19430064","3.84615384615385","","-180","122511","943","2","","850","",""
"19430065","3.84615384615385","","-180","1225114","943","33","","850","",""
"19430066","2.57352941176471","","-125","117411","943","2","","0","12",""
"19430067","2.57352941176471","","-125","1174114","943","33","","0","12",""
"19430068","","","","0","943","91","","","",""
"19430069","0","","","vo_fpc","943","21","","vo_fpc_30307","",""
"19430070","1","0","6","117411","943","11","0","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","0","1"
"19430071","","","","0","943","91","","","",""
"19430072","3.84615384615385","","-125","117411","943","2","","850","",""
"19430073","3.84615384615385","","-125","1174114","943","33","","850","",""
"19430074","","","","0","943","91","","","",""
"19440001","800","1.4875","12","1","944","1","0","107911","-15","44_tamaki_in"
"19440002","800","1.4875","13","3","944","5","0","3","-15","44_tamaki_in"
"19440003","-1000","1.75","33","1","944","1","0","126811","-250","44_yukari_idle"
"19440004","-1000","1.75","32","2","944","5","0","2","-250","cmn_boat_idle"
"19440005","-800","1.4875","12","1","944","1","0","108011","-15","44_mifuyu_run"
"19440006","-250","1","-1000","101","944","31","","126811","1",""
"19440007","140","0","-560","1004","944","31","","1004","1",""
"19440008","","1","1","se_10053800","944","23","","se_fpc_water_random","",""
"19440009","","","","19440007","944","91","","0","",""
"19440010","2.26244343891403","","-15","107911","944","2","","300","",""
"19440011","2.26244343891403","","-15","3","944","2","","300","",""
"19440012","","","","","944","91","","","",""
"19440013","44_tamaki_sale_loop","0.1","","107911","944","3","0.1","44_tamaki_sale","1",""
"19440014","44_tamaki_sale_loop","0.1","","3","944","3","0.1","44_tamaki_sale","1",""
"19440015","0","","","vo_fpc","944","21","","vo_fpc_30401","",""
"19440016","1","0","6","107911","944","11","0","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","0","1"
"19440017","","","","0","944","91","","","",""
"19440018","5.29411764705882","","-250","126811","944","2","","-100","12",""
"19440019","5.29411764705882","","-250","2","944","2","","-100","12",""
"19440020","5.29411764705882","","-250","126811","944","33","","-100","12",""
"19440021","","","","","944","91","","","",""
"19440022","44_tamaki_present_loop","0.1","0","107911","944","3","0.1","44_tamaki_present","1",""
"19440023","44_tamaki_present_loop","0.1","0","3","944","3","0.1","44_tamaki_present","1",""
"19440024","0","","","vo_fpc","944","21","","vo_fpc_30402","",""
"19440025","1","0","8","107911","944","11","0","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","0","1"
"19440026","","","","0","944","91","","","",""
"19440027","44_yukari_notice_loop","0.2","0","126811","944","3","0.1","44_yukari_notice","1",""
"19440028","","0.2","1","2","944","3","","cmn_boat_idle","",""
"19440029","0","","","vo_fpc","944","21","","vo_fpc_30403","",""
"19440030","1","0","10","126811","944","11","0","あら、タマキさんじゃない。\nこんなところで何やってるの？","0","1"
"19440031","","","","0","944","91","","","",""
"19440032","0","","","vo_fpc","944","21","","vo_fpc_30404","",""
"19440033","1","0","10","107911","944","11","0","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","0","1"
"19440034","","","","0","944","91","","","",""
"19440035","44_tamaki_sale_loop","0.1","0","107911","944","3","0.1","44_tamaki_present2sale","1",""
"19440036","44_tamaki_sale_loop","0.1","0","3","944","3","0.1","44_tamaki_present2sale","1",""
"19440037","0","","","vo_fpc","944","21","","vo_fpc_30405","",""
"19440038","1","0","10","107911","944","11","0","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","0","1"
"19440039","","","","0","944","91","","","",""
"19440040","44_yukari_worry_loop","0.2","0","126811","944","3","0.1","44_yukari_worry","1",""
"19440041","","0.2","1","2","944","3","","cmn_boat_idle","",""
"19440042","0","","","vo_fpc","944","21","","vo_fpc_30406","",""
"19440043","1","0","7","126811","944","11","0","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","0","1"
"19440044","","","","0","944","91","","","",""
"19440045","0","","","vo_fpc","944","21","","vo_fpc_30407","",""
"19440046","1","0","8","107911","944","11","0","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0","0.5"
"19440047","","","","0","944","91","","","",""
"19440048","","","","1004","944","32","","1","",""
"19440049","","","","1","944","93","","0","",""
"19440050","44_tamaki_run","0.1","0","107911","944","3","0.1","44_tamaki_surprise","1",""
"19440051","44_tamaki_run","0.1","0","3","944","3","0.1","44_tamaki_surprise","1",""
"19440052","44_tamaki_run","0.1","0","3","944","3","0.1","44_tamaki_surprise","1",""
"19440053","0","","","vo_fpc","944","21","","vo_fpc_30408","",""
"19440054","1","0","10","107911","944","11","0","ズラかるにゃー！","0","1"
"19440055","","","","0.8","944","93","","0","",""
"19440056","1.74034110685694","","-15","107911","944","2","","800","",""
"19440057","1.74034110685694","","-15","3","944","2","","800","",""
"19440058","4.82654600301659","","-15","108011","944","2","","800","",""
"19440059","4.82654600301659","","-15","1004","944","33","","800","",""
"19440060","","","","0.8","944","93","","0","",""
"19440061","0","","","vo_fpc","944","21","","vo_fpc_30409","",""
"19440062","1","0","15","108011","944","11","0","無許可営業は取り締まり対象よ！\n待ちなさい！","0","0.5"
"19440063","","","","19440058","944","91","","","",""
"19440064","0","","","vo_fpc","944","21","","vo_fpc_30410","",""
"19440065","1","0","7","126811","944","11","0","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","0","1.5"
"19440066","","","","11.6571428571429","944","93","","1","",""
"19440067","44_yukari_smile_loop","0.2","0","126811","944","3","0.1","44_yukari_smile","1",""
"19440068","","0.2","1","2","944","3","","cmn_boat_idle","",""
"19440069","","","","1.5","944","93","","0","",""
"19440070","","","","19440065","944","91","","","",""
"19440071","4.97737556561086","","-250","126811","944","2","","1000","",""
"19440072","4.97737556561086","","-250","2","944","2","","1000","",""
"19440073","4.97737556561086","","-250","126811","944","33","","1000","",""
"19440074","","","","0","944","91","","","",""
"19450001","-1150","1.75","23","1","945","1","0","122611","-180","45_yui_cmn_swm_tread"
"19450002","-800","1.75","12","1","945","1","0","110411","-125","45_makoto_idle"
"19450003","-250","1.75","32","23","945","5","0","23","-180","empty"
"19450004","-1150","1.75","22","1","945","5","0","1","-180","cmn_swm_tread_pink"
"19450005","-180","1","-1150","3","945","31","","1226113","1",""
"19450006","-125","1","-770","4","945","31","","1104111","1",""
"19450007","-125","0","150","117","945","31","","117","1",""
"19450008","-180","0","-250","111","945","31","","111","1",""
"19450009","","1","1","se_10053800","945","23","","se_fpc_water_random","",""
"19450010","","","","19450008","945","91","","0","",""
"19450011","5.58823529411765","","-125","110411","945","2","","150","12",""
"19450012","5.58823529411765","","-125","1104111","945","33","","180","12",""
"19450013","5.58823529411765","","-180","122611","945","2","","-200","12",""
"19450014","5.58823529411765","","-180","1","945","2","","-200","12",""
"19450015","5.58823529411765","","-180","1226113","945","33","","-200","12",""
"19450016","","","","19450015","945","91","","","",""
"19450017","","0.1","1","122611","945","3","","45_yui_idle","",""
"19450018","","0.1","1","1","945","3","","45_yui_idle","",""
"19450019","","0.1","1","110411","945","3","","45_makoto_talk","",""
"19450020","0","","","vo_fpc","945","21","","vo_fpc_30501","",""
"19450021","1","0","10","110411","945","11","0","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","0","1"
"19450022","","","","0","945","91","","","",""
"19450023","0","","","vo_fpc","945","21","","vo_fpc_30502","",""
"19450024","1","0","7","122611","945","11","0","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","0","1"
"19450025","","","","0","945","91","","","",""
"19450026","0","","","vo_fpc","945","21","","vo_fpc_30503","",""
"19450027","1","0","7","110411","945","11","0","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","0","1"
"19450028","","","","0","945","91","","","",""
"19450029","45_makoto_talk_surprise_loop","0.1","0","110411","945","3","0.1","45_makoto_talk_surprise","1",""
"19450030","45_yui_shy_loop","0.1","0","122611","945","3","0.1","45_yui_shy_in","1",""
"19450031","45_yui_shy_loop","0.1","0","1","945","3","0.1","45_yui_shy_in","1",""
"19450032","0","","","vo_fpc","945","21","","vo_fpc_30504","",""
"19450033","1","0","5","122611","945","11","0","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","0","1"
"19450034","","","","0","945","91","","","",""
"19450035","","0.1","1","110411","945","3","","45_makoto_idle","",""
"19450036","0","","","vo_fpc","945","21","","vo_fpc_30505","",""
"19450037","1","0","9","110411","945","11","0","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0","0.5"
"19450038","","","","0","945","91","","","",""
"19450039","cmn_swm_dogscratch","0.1","0","110411","945","3","0.1","45_makoto_dogscratch_in","1",""
"19450040","","","","0.5","945","93","","0","",""
"19450041","","","","1104111","945","32","","0","",""
"19450042","","","","117","945","32","","1","",""
"19450043","4.07239819004525","","-125","110411","945","2","","1050","0",""
"19450044","4.07239819004525","","-125","117","945","33","","1050","0",""
"19450045","45_yui_idle_2","0.1","0","122611","945","3","0.1","45_yui_notice","1",""
"19450046","45_yui_idle","0.1","0","1","945","3","0.1","45_yui_notice","1",""
"19450047","0","","","vo_fpc","945","21","","vo_fpc_30506","",""
"19450048","1","0","12","122611","945","11","0","あ、マコトちゃん？\n待ってよー！","0","1"
"19450049","","","","0","945","91","","","",""
"19450050","","0.1","1","122611","945","3","","45_yui_cmn_swm_tread","",""
"19450051","","0.1","1","1","945","3","","cmn_swm_tread_pink","",""
"19450052","4.75113122171946","","-180","122611","945","2","","850","0",""
"19450053","4.75113122171946","","-180","1","945","2","","850","0",""
"19450054","4.75113122171946","","-180","1226113","945","33","","850","0",""
"19450055","","","","3","945","93","","0","",""
"19450056","","","","111","945","32","","1","",""
"19450057","45_eriko_float_loop","0.1","0","23","945","3","0.1","45_eriko_float_in","1",""
"19450058","","","","2","945","93","","0","",""
"19450059","0","","","vo_fpc","945","21","","vo_fpc_30507","",""
"19450060","1","0","3","23","945","11","0","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","0","3"
"19450061","","","","16.7666666666667","945","93","","0","",""
"19450062","","","","1.5","945","93","","0","",""
"19450063","","","","19450060","945","91","","","",""
"19450064","","0.1","0","23","945","3","","45_eriko_float_end","",""
"19450065","","","","3","945","93","","0","",""
"19450066","","","","0","945","91","","","",""
"19460001","-800","1.4875","12","1","946","1","0","107911","-15","cmn_walk"
"19460002","-1000","1.4875","12","1","946","1","0","107811","-15","cmn_walk"
"19460003","-910","1.75","22","1","946","1","0","122411","-180","cmn_swm_flutterKick"
"19460004","-180","1","-910","1","946","31","","122411","1",""
"19460005","-180","1","-910","1","946","31","","115","1",""
"19460006","","1","1","se_10053800","946","23","","se_fpc_water_random","",""
"19460007","","","","19460005","946","91","","0","",""
"19460008","","","","0.3","946","93","","0","",""
"19460009","","0.1","1","107811","946","3","","cmn_walk","",""
"19460010","3.82352941176471","","-15","107911","946","2","","-150","",""
"19460011","3.82352941176471","","-15","107811","946","2","","-350","",""
"19460012","","","","","946","91","","","",""
"19460013","46_tamaki_talk_loop","0.1","","107911","946","3","0.1","46_tamaki_talk","1",""
"19460014","46_kyaru_idle_jitome_loop","0.1","","107811","946","3","0.1","46_kyaru_idle_jitome","1",""
"19460015","0","","","vo_fpc","946","21","","vo_fpc_30601","",""
"19460016","1","0","6","107811","946","11","0","みんなあれだけ泳いで\nよく飽きないわね～","0","1"
"19460017","","","","0","946","91","","","",""
"19460018","0","","","vo_fpc","946","21","","vo_fpc_30602","",""
"19460019","1","0","8","107911","946","11","0","うん？\nもしかして水場は苦手にゃ？","0","1"
"19460020","","","","0","946","91","","","",""
"19460021","46_kyaru_talk_loop","0.1","","107811","946","3","0.1","46_kyaru_talk","1",""
