9c6900480681e8fdf12fc630e4b52a16acb09b336d94fd3faa10675f66429b65,4a023c32c5c42ecf767c9876f448f2f150bb44201d8e6d5a14299b8390ba0e3f,4473e618ee3f2c98992e2c0717f32c24c51f26ca28e5553b41ea31818445b6be,35e7b60b754e423a8021cd5ad5cda5e1ae1a5fb1b4ce160ec2296132a81bcf60,efe3879c12f9e80a872c5b954eaabddfdd5c7c668a0f63e770592cad008ab3ef,729566e2023a65b8594729e2f380b0189ce8627cf511dd0349abab591b9655a5,89eb53db5b617f6cb54b0fabfb8307ae1dbe0eca559d5330182ecaf4de9ebdfc,eba73c6051ec557a75174ae9fec61bcd520f21204b8232bfb1da852377bd3c50,498cdd4ff8ac8a4585542048d95ed9f2e35209f770b0e71f96a6c189f3cbd41f,9dae0255c9354f3a0650285dbc1987fa6d3be174912d43009bb9e4f47ce7d3aa,f4dfda8ed8bcd1686869c9a3738a90922491b9166aecb44e8ba65f51646feaaf
"","","93","0","1021327","","","","","2.5","1021327064"
"","","101","","1021327","","","","","1021327066","1021327065"
"","","32","0","1021327","","","","","10","1021327066"
"","","32","0","1021327","","","","","100","1021327067"
"","","32","1","1021327","","","","","20","1021327068"
"","","32","1","1021327","","","","","200","1021327069"
"","","32","1","1021327","","","","","300","1021327070"
"","","24","0","1021327","","","","","se_obtent_10213_drama_eat","1021327071"
"","","22","0","1021327","","","","","0","1021327072"
"0","0","21","vo_obtent_1021327_05","1021327","","","","","vo_obtent_1021327","1021327073"
"","","25","bgm_MC319A","1021327","","","","","bgm_MC319A","1021327074"
"","0","23","se_obtent_10213_drama_break_1","1021327","","","","","se_10067600","1021327075"
"","","93","0","1021327","","","","","3.5","1021327076"
"","","101","","1021327","","","","","1021327078","1021327077"
"","","37","break_2","1021327","","","","","20","1021327078"
"","","37","break_2","1021327","","","","","200","1021327079"
"","","37","break_2","1021327","","","","","300","1021327080"
"","","24","0","1021327","","","","","se_obtent_10213_drama_break_1","1021327081"
"","","22","0","1021327","","","","","0","1021327082"
"0","0","21","vo_obtent_1021327_06","1021327","","","","","vo_obtent_1021327","1021327083"
"","0","23","se_obtent_10213_drama_break_2","1021327","","","","","se_10067600","1021327084"
"","","93","0","1021327","","","","","4","1021327085"
"","","101","","1021327","","","","","1021327087","1021327086"
"","","37","break_3","1021327","","","","","20","1021327087"
"","","37","break_3","1021327","","","","","200","1021327088"
"","","37","break_3","1021327","","","","","300","1021327089"
"","","24","0","1021327","","","","","se_obtent_10213_drama_break_2","1021327090"
"","","22","0","1021327","","","","","0","1021327091"
"0","0","21","vo_obtent_1021327_07","1021327","","","","","vo_obtent_1021327","1021327092"
"","0","23","se_obtent_10213_drama_break_3","1021327","","","","","se_10067600","1021327093"
"","","93","0","1021327","","","","","5","1021327094"
"","","101","","1021327","","","","","1021327096","1021327095"
"","","37","break_4","1021327","","","","","300","1021327096"
"","","32","1","1021327","","","","","21","1021327097"
"","","93","0","1021327","","","","","0.2","1021327098"
"","","141","","1021327","","","","","0","1021327099"
"","","93","0","1021327","","","","","0.1","1021327100"
"","","92","","1021327","","","","","","1021327101"
"","","101","","1021327","","","","","1021327103","1021327102"
"","","24","0","1021327","","","","","se_obtent_10213_drama_break_3","1021327103"
"","","22","0","1021327","","","","","0","1021327104"
"","","32","1","1021327","","","","","22","1021327105"
"","","93","0","1021327","","","","","0.4","1021327106"
"0","34","5","1","1021602","1","peko_hammer_idle","0","0","1","1021602001"
"0","42","5","2","1021602","1","idle_normalB","0","0","2","1021602002"
"0","46","5","3","1021602","1","idle_normalB","0","0","3","1021602003"
"0","54","5","4","1021602","1","idle_normalB","0","0","4","1021602004"
"0","30","5","5","1021602","1","idle_normalB","0","0","5","1021602005"
"0","38","5","6","1021602","1","idle_normalB","0","0","6","1021602006"
"0","50","5","7","1021602","1","idle_normalB","0","0","7","1021602007"
"0","100","5","10","1021602","1","empty","0","0","10","1021602008"
"0","61","5","11","1021602","1","empty","0","0","11","1021602009"
"0","61","5","12","1021602","1","empty","0","0","11","1021602010"
"0","0","31","1","1021602","1","","1","","1","1021602011"
"0","0","31","2","1021602","1","","1","","2","1021602012"
"0","0","31","3","1021602","0","","1","","3","1021602013"
"0","0","31","4","1021602","0","","1","","4","1021602014"
"0","0","31","5","1021602","0","","1","","5","1021602015"
"0","0","31","6","1021602","1","","1","","6","1021602016"
"0","0","31","7","1021602","1","","1","","6","1021602017"
"","","13","62","1021602","","","","","4","1021602018"
"","","141","","1021602","","","","","1","1021602019"
"","","91","","1021602","","","","","0","1021602020"
"","","25","bgm_MC345_02","1021602","","","","","bgm_MC345","1021602021"
"","","93","0","1021602","","","","","1","1021602022"
"peko_hammer_up_loop","0","3","peko_hammer_up_in","1021602","0.2","","1","0","1","1021602023"
"0","0","21","vo_adv_5216062_000","1021602","","","","","vo_adv_5216062","1021602024"
"","0","3","text_1_in","1021602","0","","","","10","1021602025"
"","","93","1","1021602","","","","","1.066","1021602026"
"","0","3","text_1_mid","1021602","0","","","","10","1021602027"
"","","92","","1021602","","","","","","1021602028"
"","0","3","text_1_out","1021602","0","","","","10","1021602029"
"","","93","0","1021602","","","","","0.2","1021602030"
"","","22","0","1021602","","","","","0","1021602031"
"","0","23","se_obtent_10216_drama_crawler","1021602","","","","","se_10068900","1021602032"
"","","37","jump","1021602","","","","","6","1021602033"
"","0","3","peko_jump_in","1021602","0","","","","1","1021602034"
"","","93","0","1021602","","","","","0.6","1021602035"
"","","37","panzer_2_in","1021602","","","","","2","1021602036"
"","","32","1","1021602","","","","","3","1021602037"
"","0.5","122","20","1021602","","","","","25","1021602038"
"","1","3","idle_normalB_surprise","1021602","0.2","","","","5","1021602039"
"","1","3","idle_normalB_surprise","1021602","0.2","","","","4","1021602040"
"","1","3","idle_normalB_surprise","1021602","0.2","","","","7","1021602041"
"","1","3","idle_normalB_surprise","1021602","0.2","","","","2","1021602042"
"","1","3","idle_normalB_surprise","1021602","0.2","","","","6","1021602043"
"","1","3","idle_normalB_surprise","1021602","0.2","","","","3","1021602044"
"","","93","0","1021602","","","","","0.8","1021602045"
"1.05","1.05","121","-5","1021602","0","","0","","0","1021602046"
"","0.5","122","20","1021602","","","","","25","1021602047"
"","","93","0","1021602","","","","","0.8","1021602048"
"1.1","1.1","121","-10","1021602","0","","0","","0","1021602049"
"","0.5","122","20","1021602","","","","","25","1021602050"
"","","93","0","1021602","","","","","0.7","1021602051"
"1","1","121","0","1021602","0","","0","","0","1021602052"
"","0.8","122","50","1021602","","","","","50","1021602053"
"","","93","0","1021602","","","","","0.1","1021602054"
"react_crawler_loop","0","3","react_crawler_in","1021602","0.2","","1","0","5","1021602055"
"peko_comeback_loop","0","3","peko_comeback_in","1021602","0","","1","0","1","1021602056"
"react_crawler_loop","0","3","react_crawler_in","1021602","0.2","","1","0","4","1021602057"
"react_crawler_loop","0","3","react_crawler_in","1021602","0.2","","1","0","7","1021602058"
"","","93","0","1021602","","","","","0.1","1021602059"
"react_crawler_loop","0","3","react_crawler_in","1021602","0.2","","1","0","6","1021602060"
"react_crawler_loop","0","3","react_crawler_in","1021602","0.2","","1","0","3","1021602061"
"react_crawler_loop","0","3","react_crawler_in","1021602","0.2","","1","0","2","1021602062"
"","","93","0","1021602","","","","","1.1","1021602063"
"0","0","21","vo_adv_5216062_001","1021602","","","","","vo_adv_5216062","1021602064"
"1","10","11","これでどうでしょうっ？","1021602","0","0","1","0","1","1021602065"
"","","91","","1021602","","","","","0","1021602066"
"","1","3","kokkoro_wishB_talk","1021602","0.2","","","","2","1021602067"
"0","0","21","vo_adv_5216062_002","1021602","","","","","vo_adv_5216062","1021602068"
"1","10","11","ペコリーヌさま、\nさすがのお力でございます。\nすっかり戦車らしくなりましたね。","1021602","0","0","1","-15","2","1021602069"
"","","91","","1021602","","","","","0","1021602070"
"","","37","panzer_2_out","1021602","","","","","2","1021602071"
"","1","3","idle_normalB","1021602","0.2","","","","5","1021602072"
"kyaru_watchB_talk","0","3","kyaru_watchB_in","1021602","0.2","","1","0","3","1021602073"
"","1","3","idle_normalB","1021602","0.2","","","","4","1021602074"
"","1","3","idle_normalB","1021602","0.2","","","","6","1021602075"
"","1","3","idle_normalB","1021602","0.2","","","","1","1021602076"
"","1","3","idle_normalB_lookup","1021602","0.2","","","","7","1021602077"
"","1","3","idle_normalB","1021602","0.2","","","","2","1021602078"
"0","0","21","vo_adv_5216062_003","1021602","","","","","vo_adv_5216062","1021602079"
"1","10","11","これ、『履帯』……って言ってたっけ。\nなんでこんな形してるのかしら。","1021602","0","0","1","-25","3","1021602080"
"","","91","","1021602","","","","","0","1021602081"
"","1","3","kyaru_watchB_idle","1021602","0.2","","","","3","1021602082"
"shefy_thinkB_loop","0","3","shefy_thinkB_in","1021602","0.2","","1","0","4","1021602083"
"0","0","21","vo_adv_5216062_004","1021602","","","","","vo_adv_5216062","1021602084"
"1","10","11","車輪よりも地面に付いてる面が\n広いから…重い車体でも\n動けるのかもしれないわね。","1021602","0","0","1","-25","4","1021602085"
"","","91","","1021602","","","","","0","1021602086"
"shefy_lookup_surprise","0","3","shefy_thinkB_to_lookup","1021602","0.2","","1","0","4","1021602087"
"kyaru_lookup_surprise","0","3","kyaru_watchB_to_lookup","1021602","0.1","","1","0","3","1021602088"
"miho_wish_talkA","0","3","miho_wish_in","1021602","0.2","","1","0","5","1021602089"
"0","0","21","vo_adv_5216062_005","1021602","","","","","vo_adv_5216062","1021602090"
"1","10","11","はいっ！\n『無限軌道』って言うんです！","1021602","0","0","1","0","5","1021602091"
"","","91","","1021602","","","","","0","1021602092"
"","1","3","miho_wish_talkB","1021602","0.2","","","","5","1021602093"
"0","0","21","vo_adv_5216062_006","1021602","","","","","vo_adv_5216062","1021602094"
"1","10","11","車輪では乗り越えられない\nデコボコ道も、\n進めちゃうんです！","1021602","0","0","1","0","5","1021602095"
"","","91","","1021602","","","","","0","1021602096"
"","1","3","idle_normalB","1021602","0.2","","","","5","1021602097"
"","1","3","shefy_lookup_joy","1021602","0.2","","","","4","1021602098"
"","1","3","kyaru_think_talk","1021602","0.2","","","","3","1021602099"
"0","0","21","vo_adv_5216062_007","1021602","","","","","vo_adv_5216062","1021602100"
"1","10","11","ふ～ん、なるほど。\n発明した人は\nよく考えついたもんよね。","1021602","0","0","1","-25","3","1021602101"
"","","91","","1021602","","","","","0","1021602102"
"","1","3","idle_normalB_lookup","1021602","0.2","","","","4","1021602103"
"","1","3","kyaru_think_idle","1021602","0.2","","","","3","1021602104"
"erika_cool_talk","0","3","erika_doya_to_cool","1021602","0.2","","1","0","7","1021602105"
"0","0","21","vo_adv_5216062_008","1021602","","","","","vo_adv_5216062","1021602106"
"1","10","11","ふふん、戦車ってすごいのよ。\nアストルムの荒野だって、\nなんなら火山帯だって踏破できるわ！\n想像できるかしら？","1021602","0","0","1","-25","7","1021602107"
"","","91","","1021602","","","","","0","1021602108"
"","1","3","erika_cool_idle","1021602","0.2","","","","7","1021602109"
"kyaru_watchD","0","3","kyaru_think_idle_to_watchD","1021602","0.2","","1","0","3","1021602110"
"0","0","21","vo_adv_5216062_009","1021602","","","","","vo_adv_5216062","1021602111"
"1","10","11","へえ、じゃあ今度、ほんとに\n火山帯に連れてってやるわよ。\n試してみようじゃないの！","1021602","0","0","1","-25","3","1021602112"
"","","91","","1021602","","","","","0","1021602113"
"kyaru_notice_loop","0","3","kyaru_watchD_to_notice","1021602","0.2","","1","0","3","1021602114"
"erika_notice_loop","0","3","erika_notice_in","1021602","0.2","","1","0","7","1021602115"
"","1","3","idle_normalB_look","1021602","0.2","","","","5","1021602116"
"maho_armcrossed_talk","0","3","maho_armcrossed_in","1021602","0.2","","1","0","6","1021602117"
"0","0","21","vo_adv_5216062_010","1021602","","","","","vo_adv_5216062","1021602118"
"1","10","11","二人ともいつの間にか、\nそんな軽口を言いあえるほど\n仲良くなったんだな。","1021602","0","0","1","0","6","1021602119"
"","","91","","1021602","","","","","0","1021602120"
"","1","3","miho_idle_normal_lookdown_Ex0010","1021602","0.2","","","","5","1021602121"
"miho_idle_normal_lookdown_loop","0","3","miho_idle_normal_lookdown_in","1021602","0","","1","0","11","1021602122"
"","1","3","maho_armcrossed_idle","1021602","0.2","","","","6","1021602123"
"erika_thinkB_loop","0","3","erika_thinkB_in","1021602","0.2","","1","0","7","1021602124"
"kyaru_puiB_loop","0","3","kyaru_puiB_in","1021602","0.2","","1","0","3","1021602125"
"0","0","21","vo_adv_5216062_011","1021602","","","","","vo_adv_5216062","1021602126"
"1","10","11","べつに……","1021602","0","0","1","0","7","1021602127"
"1","10","11","べつに……","1021602","0","0","1","0","3","1021602128"
"","","91","","1021602","","","","","0","1021602129"
"","1","3","idle_normalB","1021602","0.2","","","","6","1021602130"
"","1","3","erika_lookup_normal","1021602","0.2","","","","7","1021602131"
"kyaru_lookup_normal","0","3","kyaru_puiB_to_lookup","1021602","0.2","","1","0","3","1021602132"
"","1","3","miho_talk_normal","1021602","0.2","","","","5","1021602133"
"","0","3","empty","1021602","0","","","","11","1021602134"
"0","0","21","vo_adv_5216062_012","1021602","","","","","vo_adv_5216062","1021602135"
"1","10","11","戦車で走ったあとは、\nお手入れしてあげてくださいね。\nおつかれさま、って。","1021602","0","0","1","0","5","1021602136"
"","","91","","1021602","","","","","0","1021602137"
"","1","3","idle_normalB","1021602","0.2","","","","5","1021602138"
"maho_coolA_talk","0","3","maho_coolA_in","1021602","0.2","","1","0","6","1021602139"
"0","0","21","vo_adv_5216062_013","1021602","","","","","vo_adv_5216062","1021602140"
"1","10","11","泥が乾くと厄介だからな。\n泥を落とすのなら、\nヘラのようなものを使うといい。","1021602","0","0","1","0","6","1021602141"
"","","91","","1021602","","","","","0","1021602142"
"","1","3","maho_coolA_idle","1021602","0.2","","","","6","1021602143"
"","1","3","kokkoro_wish_talk","1021602","0.2","","","","2","1021602144"
"0","0","21","vo_adv_5216062_014","1021602","","","","","vo_adv_5216062","1021602145"
"1","10","11","はい、大変実用的なアドバイス、\nありがとうございます。","1021602","0","0","1","-15","2","1021602146"
"","","91","","1021602","","","","","0","1021602147"
"","1","3","kokkoro_wish_talk_talkJoy2","1021602","0.2","","","","2","1021602148"
"0","0","21","vo_adv_5216062_015","1021602","","","","","vo_adv_5216062","1021602149"
"1","10","11","この履帯があるからこそ\nシェフィさまが氷の上を滑るような\n軽やかな動きができるのですね。","1021602","0","0","1","-15","2","1021602150"
"","","91","","1021602","","","","","0","1021602151"
"","1","3","idle_normalB_joy","1021602","0.2","","","","2","1021602152"
"","1","3","maho_think_talk","1021602","0.2","","","","6","1021602153"
"0","0","21","vo_adv_5216062_016","1021602","","","","","vo_adv_5216062","1021602154"
"1","10","11","滑る、か。\nくるりん作戦の時の\n氷は確かに……","1021602","0","0","1","0","6","1021602155"
"","","91","","1021602","","","","","0","1021602156"
"","1","3","maho_think_idle","1021602","0.2","","","","6","1021602157"
"","1","3","idle_normalB_joy","1021602","0.2","","","","4","1021602158"
"peko_gutsB_talk","0","3","peko_gutsB_in","1021602","0.2","","1","0","1","1021602159"
"0","0","21","vo_adv_5216062_017","1021602","","","","","vo_adv_5216062","1021602160"
"1","10","11","はい！\nシェフィちゃんは、\n氷の魔法の使い手なんです♪","1021602","0","0","1","0","1","1021602161"
"","","91","","1021602","","","","","0","1021602162"
"","1","3","idle_normalB","1021602","0.2","","","","1","1021602163"
"idle_normalB","0","3","erika_lookup_normal_to_idle_normal","1021602","0.1","","1","0","7","1021602164"
"kyaru_joy_talk","0","3","kyaru_lookup_normal_to_joy_talk","1021602","0.1","","1","0","3","1021602165"
"0","0","21","vo_adv_5216062_018","1021602","","","","","vo_adv_5216062","1021602166"
"1","10","11","そうだ、シェフィ。\nあんた、アレ、やってあげたら？","1021602","0","0","1","-25","3","1021602167"
"","","91","","1021602","","","","","0","1021602168"
"","1","3","kyaru_idle_normal_doya","1021602","0.2","","","","3","1021602169"
"shefy_noticeB_talk","0","3","shefy_noticeB_in","1021602","0.2","","1","0","4","1021602170"
"0","0","21","vo_adv_5216062_019","1021602","","","","","vo_adv_5216062","1021602171"
"1","10","11","アレ？\nそうね。せーの……っ","1021602","0","0","1","-25","4","1021602172"
"","","91","","1021602","","","","","0","1021602173"
"","","22","0","1021602","","","","","0","1021602174"
"","","26","","1021602","","","","","3","1021602175"
"","0","23","se_obtent_10216_drama_frozen","1021602","","","","","se_10068900","1021602176"
"shefy_idle_normal_joy","0","3","shefy_spin","1021602","0.2","","1","0","4","1021602177"
"","0","3","shefy_spin","1021602","0","","","","11","1021602178"
"","","93","0","1021602","","","","","0.6","1021602179"
"","0.5","122","5","1021602","","","","","5","1021602180"
"","","32","1","1021602","","","","","4","1021602181"
"react_frozen_loop","0","3","react_frozen_in","1021602","0.2","","1","0","7","1021602182"
"","","93","0","1021602","","","","","0.033","1021602183"
"react_frozen_loop","0","3","react_frozen_in","1021602","0.2","","1","0","5","1021602184"
"","","93","0","1021602","","","","","0.033","1021602185"
"maho_think_idle_react_frozen_loop","0","3","maho_think_idle_react_frozen_in","1021602","0.2","","1","0","6","1021602186"
"","","93","0","1021602","","","","","2.434","1021602187"
"","","25","bgm_M321","1021602","","","","","bgm_M321","1021602188"
"maho_fumu_idle","0","3","maho_fumu_in","1021602","0.2","","1","0","6","1021602189"
"erika_surprise_idle","0","3","erika_surprise_in","1021602","0.2","","1","0","7","1021602190"
"miho_lookAround_loop","0","3","miho_lookAround_in","1021602","0.2","","1","0","5","1021602191"
"0","0","21","vo_adv_5216062_020","1021602","","","","","vo_adv_5216062","1021602192"
"1","10","11","わあ……！\nすごい……！\nシェフィちゃんが凍らせたの？","1021602","20","0","1","0","5","1021602193"
"","","91","","1021602","","","","","0","1021602194"
"","1","3","miho_sad_idle","1021602","0.2","","","","5","1021602195"
"","1","3","maho_coolB_idle","1021602","0.2","","","","6","1021602196"
"","","37","skate_1","1021602","","","","","6","1021602197"
"","0","23","se_obtent_10216_drama_skate1","1021602","","","","","se_10068900","1021602198"
"empty","0","3","shefy_skate_dash","1021602","0.2","","0","0","4","1021602199"
"empty","0","3","kyaru_skate_dash","1021602","0.2","","0","0","3","1021602200"
"empty","0","3","erika_skate_dash","1021602","0.2","","0","0","7","1021602201"
"","1","3","peko_joy_talk","1021602","0.2","","","","1","1021602202"
"0","0","21","vo_adv_5216062_021","1021602","","","","","vo_adv_5216062","1021602203"
"1","10","11","えっへへ～♪\nときどきみんなで遊ぶんです。\nミホちゃんも行きましょう。","1021602","0","0","1","0","1","1021602204"
"","","91","","1021602","","","","","0","1021602205"
"","","37","skate_2","1021602","","","","","7","1021602206"
"","0","23","se_obtent_10216_drama_skate2","1021602","","","","","se_10068900","1021602207"
"kokkoro_idle_normal_joy","0","3","kokkoro_watch_peko","1021602","0.2","","1","0","2","1021602208"
"miho_watch_peko_idle","0","3","miho_watch_peko_in","1021602","0.2","","1","0","5","1021602209"
"peko_skate_dash_idle","0","3","peko_skate_dash","1021602","0.2","","1","0","1","1021602210"
"0","0","21","vo_adv_5216062_022","1021602","","","","","vo_adv_5216062","1021602211"
"0","25","11","……ほらっ。すいーっ♪","1021602","0","1.2","0","0","1","1021602212"
"","","93","0","1021602","","","","","3.7","1021602213"
"","1","3","miho_think_talk","1021602","0.2","","","","5","1021602214"
"0","0","21","vo_adv_5216062_023","1021602","","","","","vo_adv_5216062","1021602215"
"1","10","11","できるかな……\nえっと……","1021602","0","0","1","0","5","1021602216"
"","","91","","1021602","","","","","0","1021602217"
"","","22","0","1021602","","","","","0","1021602218"
"","","37","skate_3","1021602","","","","","6","1021602219"
"","0","23","se_obtent_10216_drama_skate3","1021602","","","","","se_10068900","1021602220"
"kokkoro_watch_miho_dash_idle","0","3","kokkoro_watch_miho_dash_in","1021602","0.2","","1","0","2","1021602221"
"maho_coolB_idle","0","3","maho_watch_miho_dash","1021602","0.2","","1","0","6","1021602222"
"peko_catch_miho_talk","0","3","peko_catch_miho_in","1021602","0.2","","1","0","1","1021602223"
"miho_skate_dash_idle","0","3","miho_skate_dash_in","1021602","0.2","","1","0","5","1021602224"
"","0","3","miho_skate_dash_in","1021602","0","","","","11","1021602225"
"","0","3","text_2","1021602","0","","","","10","1021602226"
"","","93","0","1021602","","","","","0.9","1021602227"
"0","0","21","vo_adv_5216062_024","1021602","","","","","vo_adv_5216062","1021602228"
"","","93","0","1021602","","","","","1.133","1021602229"
"","0.5","122","5","1021602","","","","","5","1021602230"
"","","93","0","1021602","","","","","1.633","1021602231"
"","0","23","se_obtent_10216_drama_skate4","1021602","","","","","se_10068900","1021602232"
"empty","0","3","shefy_skate_cross","1021602","0","","0","0","4","1021602233"
"empty","0","3","erika_skate_cross","1021602","0","","0","0","7","1021602234"
"0","0","21","vo_adv_5216062_025","1021602","","","","","vo_adv_5216062","1021602235"
"1","10","11","──おっと！\n大丈夫ですか？\nわたしが手をつないでいますので、\nもう一回、一緒にチャレンジです！","1021602","0","0","1","0","1","1021602236"
"","","91","","1021602","","","","","0","1021602237"
"","1","3","peko_catch_miho_idle","1021602","0.2","","","","1","1021602238"
"","1","3","miho_skate_dash_talk","1021602","0.2","","","","5","1021602239"
"0","0","21","vo_adv_5216062_026","1021602","","","","","vo_adv_5216062","1021602240"
"1","10","11","ありがとう、ペコさん。\nえへへ……♪","1021602","0","0","1","0","5","1021602241"
"","","91","","1021602","","","","","0","1021602242"
"","","22","0","1021602","","","","","0","1021602243"
"","","37","skate_4","1021602","","","","","7","1021602244"
"","0","23","se_obtent_10216_drama_skate5","1021602","","","","","se_10068900","1021602245"
"empty","0","3","peko_skate_out","1021602","0.2","","0","0","1","1021602246"
"empty","0","3","miho_skate_out","1021602","0.2","","0","0","5","1021602247"
"kokkoro_watch_miho_out_idle","0","3","kokkoro_watch_miho_out_in","1021602","0.2","","1","0","2","1021602248"
"maho_skate_dash_talk","0","3","maho_skate_dash_in","1021602","0.2","","1","0","6","1021602249"
"","0","3","maho_skate_dash_in","1021602","0","","","","11","1021602250"
"","","93","0","1021602","","","","","2.7","1021602251"
"","0","23","se_obtent_10216_drama_skate6","1021602","","","","","se_10068900","1021602252"
"","","93","0","1021602","","","","","0.7","1021602253"
"1.2","1.2","121","-41","1021602","3","","3.8","","-126","1021602254"
"","","93","0","1021602","","","","","2.2","1021602255"
"0","0","21","vo_adv_5216062_027","1021602","","","","","vo_adv_5216062","1021602256"
"1","10","11","コッコロも、\nもし怖ければ、\nわたしの手につかまるといい。","1021602","0","0","1","0","6","1021602257"
"","","91","","1021602","","","","","0","1021602258"
"","1","3","maho_skate_dash_idle","1021602","0.2","","","","6","1021602259"
"kokkoro_wish_talk","0","3","kokkoro_wish_talk_in","1021602","0.2","","1","0","2","1021602260"
"0","0","21","vo_adv_5216062_028","1021602","","","","","vo_adv_5216062","1021602261"
"1","10","11","さすがマホさま、堂々とした滑り。\nわたくし一応、慣れてはおりますが、\nでは、お言葉に甘えて……","1021602","0","0","1","-15","2","1021602262"
"","","91","","1021602","","","","","0","1021602263"
"","","22","0","1021602","","","","","0","1021602264"
"","","37","skate_5","1021602","","","","","6","1021602265"
"","0","23","se_obtent_10216_drama_skate7","1021602","","","","","se_10068900","1021602266"
"","0","3","erika_skate_crash","1021602","0","","","","7","1021602267"
"","0","3","erika_skate_crash","1021602","0","","","","11","1021602268"
"","0","3","kyaru_skate_crash","1021602","0","","","","3","1021602269"
"","0","3","kyaru_skate_crash","1021602","0","","","","12","1021602270"
"empty","0","3","maho_skate_out","1021602","0.2","","0","0","6","1021602271"
"empty","0","3","kokkoro_skate_out","1021602","0.2","","0","0","2","1021602272"
"0","0","21","vo_adv_5216062_029","1021602","","","","","vo_adv_5216062","1021602273"
"0","10","11","ふふ。すいーっ♪","1021602","0","2","0","0","2","1021602274"
"","","93","0","1021602","","","","","1.6","1021602275"
"1.2","1.2","121","-41","1021602","3","","5","","126","1021602276"
"","","93","0","1021602","","","","","3.6","1021602277"
"1.2","1.2","121","-41","1021602","3","","2","","0","1021602278"
"","","91","","1021602","","","","","1021602269","1021602279"
"1.15","1.15","121","0","1021602","0","","0","","0","1021602280"
"","0.5","122","50","1021602","","","","","50","1021602281"
"","","32","1","1021602","","","","","5","1021602282"
"erika_scare_down_idle","0","3","erika_scare_down_in","1021602","0.2","","1","0","7","1021602283"
"kyaru_scare_down_idle","0","3","kyaru_scare_down_in","1021602","0.2","","1","0","3","1021602284"
"0","0","21","vo_adv_5216062_030","1021602","","","","","vo_adv_5216062","1021602285"
"","0","3","text_4_in","1021602","0","","","","10","1021602286"
"","","93","0","1021602","","","","","1.6","1021602287"
"","0","3","text_4_out","1021602","0","","","","10","1021602288"
"","","93","0","1021602","","","","","0.2","1021602289"
"erika_angerJump_talk","0","3","erika_angerJump_in","1021602","0.2","","1","0","7","1021602290"
"","","93","0","1021602","","","","","0.2","1021602291"
"0","0","21","vo_adv_5216062_031","1021602","","","","","vo_adv_5216062","1021602292"
"","0","3","text_5_in","1021602","0","","","","10","1021602293"
"","","93","1","1021602","","","","","2.633","1021602294"
"","1","3","text_5_mid","1021602","0","","","","10","1021602295"
"","","92","","1021602","","","","","","1021602296"
"","0","3","text_5_out","1021602","0","","","","10","1021602297"
"","","93","0","1021602","","","","","0.2","1021602298"
"","","22","0","1021602","","","","","0","1021602299"
"","1","3","erika_angerJump_idle","1021602","0.2","","","","7","1021602300"
"kyaru_angerJump_talk","0","3","kyaru_angerJump_in","1021602","0.2","","1","0","3","1021602301"
"","","93","0","1021602","","","","","0.2","1021602302"
"0","0","21","vo_adv_5216062_032","1021602","","","","","vo_adv_5216062","1021602303"
"","0","3","text_6_in","1021602","0","","","","10","1021602304"
"","","93","1","1021602","","","","","4.466","1021602305"
"","1","3","text_6_mid","1021602","0","","","","10","1021602306"
"","","92","","1021602","","","","","","1021602307"
"","0","3","text_6_out","1021602","0","","","","10","1021602308"
"","","93","0","1021602","","","","","0.2","1021602309"
"","","22","0","1021602","","","","","0","1021602310"
"","0","23","se_obtent_10216_drama_anger","1021602","","","","","se_10068900","1021602311"
"erika_angerGP_loop","0","3","erika_angerGP_in","1021602","0.2","","1","0","7","1021602312"
"erika_angerGP_loop","0","3","erika_angerGP_in","1021602","0","","1","0","11","1021602313"
"kyaru_panic_loop","0","3","kyaru_panic_in","1021602","0.2","","1","0","3","1021602314"
"kyaru_panic_loop","0","3","kyaru_panic_in","1021602","0","","1","0","12","1021602315"
"","","93","0","1021602","","","","","1","1021602316"
"","","4","1","1021602","","","","","4","1021602317"
"shefy_skate_stop_loop","0","3","shefy_skate_stop_in","1021602","0","","1","0","4","1021602318"
"","","93","0","1021602","","","","","0.6","1021602319"
"","0","23","se_obtent_10216_drama_skate8","1021602","","","","","se_10068900","1021602320"
"","","93","0","1021602","","","","","1.9","1021602321"
"shefy_skate_laugh_talk","0","3","shefy_skate_laugh_in","1021602","0.2","","1","0","4","1021602322"
"0","0","21","vo_adv_5216062_033","1021602","","","","","vo_adv_5216062","1021602323"
"1","10","11","ふふっ、あの二人、\nやっぱり仲よさそうね♪","1021602","20","0","1","0","4","1021602324"
"","","91","","1021602","","","","","0","1021602325"
"","","22","0","1021602","","","","","0","1021602326"
"","1","3","shefy_skate_laugh_idle","1021602","0.2","","","","4","1021602327"
"","","22","0","1021602","","","","","0","1021602328"
"","","93","0","1021602","","","","","0.3","1021602329"
"","","37","fadeout","1021602","","","","","1","1021602330"
"","","93","0","1021602","","","","","1","1021602331"
"203","50","5","1","1021603","1.75","idle_normal","-194","0","1","1021603001"
"54","51","5","2","1021603","1.75","idle_normal","-241","0","2","1021603002"
"363","52","5","3","1021603","1.75","idle_normal","-200","1","3","1021603003"
"520","53","5","4","1021603","1.75","idle_normal","-246","1","4","1021603004"
"-366","50","5","5","1021603","1.75","idle_normal","-203","0","5","1021603005"
