f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9
"","19230018","","91","0","","","","","","923"
"","19230019","","93","0.5","","","0","","","923"
"0","19230020","","21","vo_fpc","","0","vo_fpc_22302","","","923"
"10","19230021","0.5","11","115711","0","1","フードコートで売っているのであれば\n何ら違和感はないけれど。","0","0","923"
"","19230022","","91","0","","","","","","923"
"","19230023","","93","0.5","","","0","","","923"
"1","19230024","","3","115711","","","20_kasumi_cool_sad","","0.2","923"
"1","19230025","","3","3","","","20_kasumi_cool_loop","","0.2","923"
"0","19230026","","21","vo_fpc","","0","vo_fpc_22303","","","923"
"10","19230027","0.5","11","115711","0","1","…濡れやすいプールエリアで売る\nなんて常人の思考では考えられない。","0","0","923"
"","19230028","","91","0","","","","","","923"
"","19230029","","93","0.5","","","0","","","923"
"1","19230030","","3","115711","","","20_kasumi_cool_anger","","0.2","923"
"1","19230031","","3","3","","","20_kasumi_cool_loop","","0.2","923"
"0","19230032","","21","vo_fpc","","0","vo_fpc_22304","","","923"
"10","19230033","0.5","11","115711","0","1","しかもたい焼きの中身は虹色で、\n極上の味だというじゃないか。","0","0","923"
"","19230034","","91","0","","","","","","923"
"","19230035","","93","0.5","","","0","","","923"
"1","19230036","","3","115711","","","20_kasumi_doya_normal2","","0.2","923"
"1","19230037","","3","3","","","20_kasumi_doya_normal2","","0.2","923"
"0","19230038","","21","vo_fpc","","0","vo_fpc_22305","","","923"
"10","19230039","0.5","11","115711","0","1","幻のたい焼き売りの姿を見ると\n幸せになれるだなんて話も聞いたよ。","0","0","923"
"","19230040","","91","0","","","","","","923"
"","19230041","","93","0.5","","","0","","","923"
"0","19230042","","3","115711","0","20_kasumi_approach_loop","20_kasumi_approach_in","1","0.3","923"
"0","19230043","","3","3","0","20_kasumi_approach_loop","20_kasumi_approach_in","1","0.3","923"
"0","19230044","","21","vo_fpc","","0","vo_fpc_22306","","","923"
"10","19230045","0.5","11","115711","0","1","プールサイドで\nたい焼きを売る怪人、か。","0","0","923"
"","19230046","","91","0","","","","","","923"
"","19230047","","93","0.5","","","0","","","923"
"1","19230048","","3","115711","","","20_kasumi_thinking","","0.2","923"
"1","19230049","","3","3","","","20_kasumi_thinking","","0.2","923"
"0","19230050","","21","vo_fpc","","0","vo_fpc_22307","","","923"
"10","19230051","0.5","11","115711","0","1","果たして、そんな人物が、\n実在するのであろうか…","0","0","923"
"","19230052","","91","0","","","","","","923"
"","19230053","","93","0.5","","","0","","","923"
"1","19230054","","3","115711","","","20_kasumi_walk","","0.2","923"
"1","19230055","","3","3","","","20_kasumi_walk","","0.2","923"
"-15","19230056","","2","115711","","4.41176470588235","750","0","","923"
"-15","19230057","","2","3","","4.41176470588235","750","0","","923"
"","19230058","","91","0","","","","","","923"
"23","19410001","41_pekorine_swim_loop","1","1","0","-910","107511","-180","1.75","941"
"22","19410002","cmn_float","1","1","0","-800","107611","-180","1.75","941"
"22","19410003","41_kyaru_floatRing","5","22","0","-1000","22","-180","1.75","941"
"-890","19410004","","31","1","","-180","1075111","1","1","941"
"0","19410005","","31","14","","-180","1075114","1","0","941"
"-800","19410006","","31","4","","-180","107611","1","1","941"
"-830","19410007","","31","126","","-180","22","1","1","941"
"140","19410008","","31","105","","-180","105","1","0","941"
"320","19410009","","31","108","","40","108","1","0","941"
"-160","19410010","","31","1001","","-110","1001","1","0","941"
"1","19410011","","23","se_10053800","","","se_fpc_water_random","","1","941"
"","19410012","","91","19410010","","","0","","","941"
"-180","19410013","","2","22","","5","-150","12","","941"
"-180","19410014","","33","22","","5","-10","12","","941"
"","19410015","","91","0","","","","","","941"
"","19410016","","21","vo_fpc","","0","vo_fpc_30101","","","941"
"6","19410017","1","11","22","0","1","は～…たまにはこうやって\nのんびりするのも悪くないわね～","0","0","941"
"","19410018","","91","0","","","0","","","941"
"-180","19410019","","2","107511","","4.52941176470588","0","0","","941"
"-180","19410020","","33","1075111","","4.52941176470588","0","0","","941"
"-180","19410021","","2","22","","4.52941176470588","0","12","","941"
"-180","19410022","","33","22","","4.52941176470588","140","12","","941"
"","19410023","","93","1.5","","","0","","","941"
"","19410024","","21","vo_fpc","","0","vo_fpc_30102","","","941"
"6","19410025","1","11","107511","0","1","キャールーちゃーん！\nえいっ！","0","0","941"
"","19410026","","91","19410019","","","","","","941"
"","19410027","","32","1075111","","","0","","","941"
"","19410028","","32","1075114","","","1","","","941"
"0","19410029","","3","107511","0.1","41_pekorine_hug_loop","41_pekorine_hug","1","0.1","941"
"0","19410030","","3","22","0.1","41_kyaru_surprise_loop","41_kyaru_surprise","1","0.1","941"
"","19410031","","93","0.6","","","0","","","941"
"","19410032","","32","105","","","1","","","941"
"","19410033","","93","0.6","","","0","","","941"
"","19410034","","32","105","","","0","","","941"
"","19410035","","91","19410025","","","","","","941"
"-180","19410036","","2","107611","","2.94117647058824","-300","12","","941"
"-180","19410037","","33","107611","","2.94117647058824","-300","12","","941"
"","19410038","","21","vo_fpc","","0","vo_fpc_30103","","","941"
"9","19410039","1","11","22","0","1","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","0","0","941"
"","19410040","","91","0","","","0","","","941"
"","19410041","","91","19410036","","","","","","941"
"","19410042","","32","105","","","1","","","941"
"1","19410043","","3","107511","","","41_pekorine_shake","","0.1","941"
"1","19410044","","3","22","","","41_kyaru_shake","","0.1","941"
"","19410045","","21","vo_fpc","","0","vo_fpc_30104","","","941"
"1","19410046","","3","107611","","","41_kokkoro_float_loop","","0.1","941"
"8","19410047","1","11","107611","0","1","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","0","0","941"
"","19410048","","91","0","","","0","","","941"
"","19410049","","21","vo_fpc","","0","vo_fpc_30105","","","941"
"10","19410050","1","11","22","0","1","あ、ダメ…\nもう、げん…かい…","0","0","941"
"","19410051","","91","0","","","0","","","941"
"0","19410052","","3","22","","","41_kyaru_drown","","0.2","941"
"1","19410053","","3","107511","","","41_pekorine_shake","","0.2","941"
"","19410054","","93","0.2","","","0","","","941"
"0","19410055","","23","se_10053800","","","se_10053800_941_bishokuden","","1","941"
"","19410056","","93","0.8","","","0","","","941"
"0","19410057","","3","107611","0.1","41_kokkoro_surprise_loop","41_kokkoro_surprise","1","0.1","941"
"","19410058","","93","0.5","","","0","","","941"
"","19410059","","32","108","","","1","","","941"
"","19410060","","93","2.5","","","0","","","941"
"1","19410061","","3","22","0.1","","41_kyaru_drown_loop","","0.1","941"
"0","19410062","","3","107511","0.1","41_pekorine_notice_loop","41_pekorine_notice","1","0.1","941"
"","19410063","","32","105","","","0","","","941"
"","19410064","","32","22","","","0","","","941"
"","19410065","","21","vo_fpc","","0","vo_fpc_30106","","","941"
"11","19410066","1","11","107511","0","1","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","0","0","941"
"","19410067","","91","0","","","0","","","941"
"","19410068","","21","vo_fpc","","0","vo_fpc_30107","","","941"
"10","19410069","1","11","107611","0","1","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","0","0","941"
"","19410070","","93","2.1","","","0","","","941"
"0","19410071","","3","107611","0.1","41_kokkoro_action_loop","41_kokkoro_action","1","0.1","941"
"","19410072","","32","1001","","","1","","","941"
"0","19410073","","3","107511","0.1","cmn_swm_flutterKick_floatRing","41_pekorine_flutterKick_floatRing_in","1","0","941"
"1","19410074","","3","22","","","41_kyaru_flutterKick_floatRing","","0.1","941"
"-180","19410075","","2","107511","","4.52488687782805","1000","0","","941"
"","19410076","","32","1075111","","","1","","","941"
"","19410077","","32","1075114","","","0","","","941"
"-180","19410078","","33","1075111","","4.52488687782805","1000","0","","941"
"-180","19410079","","2","22","","4.52488687782805","1000","0","","941"
"-180","19410080","","2","107611","","5.88235294117647","1000","0","","941"
"-180","19410081","","33","107611","","5.88235294117647","1000","0","","941"
"-110","19410082","","33","1001","","5.88235294117647","1140","0","","941"
"","19410083","","91","19410081","","","","","","941"
"33","19420001","42_anna_idle","1","1","0","-1060","113211","-250","1.75","942"
"33","19420002","42_shinobu_idle","1","1","0","-920","127111","-250","1.75","942"
"32","19420003","42_boat_idle","5","2","0","-1000","2","-250","1.75","942"
"0","19420004","","31","107","","0","107","1","0","942"
"-1000","19420005","","31","106","","-250","106","1","1","942"
"","19420006","","13","113211","","","47","","","942"
"","19420007","","13","127111","","","47","","","942"
"1","19420008","","23","se_10053800","","","se_fpc_water_random","","1","942"
"","19420009","","91","19420007","","","0","","","942"
"-250","19420010","","2","113211","","5.88235294117647","-60","12","","942"
"-250","19420011","","2","127111","","5.88235294117647","80","12","","942"
"-250","19420012","","2","2","","5.88235294117647","0","12","","942"
"-250","19420013","","33","106","","5.88235294117647","0","12","","942"
"","19420014","","91","","","","","","","942"
"1","19420015","","3","113211","","","42_anna_doyatalk","","0.2","942"
"1","19420016","","3","127111","","","42_shinobu_idle","","0.2","942"
"1","19420017","","3","2","","","42_boat_idle","","0.2","942"
"","19420018","","21","vo_fpc","","0","vo_fpc_30201","","","942"
"6","19420019","1","11","113211","0","1","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","0","0","942"
"","19420020","","91","0","","","0","","","942"
"1","19420021","","3","113211","","","42_anna_doyatalk","","0.2","942"
"0","19420022","","3","127111","0.1","42_shinobu_talk","42_shinobu_idle2talk","1","0.2","942"
"1","19420023","","3","2","","","42_boat_idle","","0.2","942"
"","19420024","","21","vo_fpc","","0","vo_fpc_30202","","","942"
"7","19420025","1","11","127111","0","1","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","0","0","942"
"","19420026","","91","0","","","0","","","942"
"0","19420027","","3","127111","0.1","42_shinobu_idle","42_shinobu_talk2idle","1","0.2","942"
"0","19420028","","3","113211","0.1","42_anna_idle","42_anna_doya2idle","1","0.2","942"
"1","19420029","","3","2","","","42_boat_idle","","0.2","942"
"","19420030","","21","vo_fpc","","0","vo_fpc_30203","","","942"
"7","19420031","0.5","11","113211","0","1","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0","0","942"
"","19420032","","91","0","","","0","","","942"
"","19420033","","21","vo_fpc","","0","vo_fpc_30204","","","942"
"10","19420034","1","11","113211","0","1","（冥風戦記のいいネタに\nなるかもしれないからな！）","0","0","942"
"","19420035","","91","0","","","0","","","942"
"1","19420036","","3","113211","","","42_anna_idle","","0.2","942"
"0","19420037","","3","127111","0.1","42_shinobu_talk","42_shinobu_idle2talk","1","0.2","942"
"1","19420038","","3","2","","","42_boat_idle","","0.2","942"
"","19420039","","21","vo_fpc","","0","vo_fpc_30205","","","942"
"6","19420040","0.5","11","127111","0","1","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0","0","942"
"","19420041","","91","0","","","0","","","942"
"1","19420042","","3","113211","","","42_anna_idle","","0.2","942"
"0","19420043","","3","127111","0.1","42_shinobu_horror","42_shinobu_talk2horror","1","0.2","942"
"1","19420044","","3","2","","","42_boat_idle","","0.2","942"
"","19420045","","32","107","","","1","","","942"
"","19420046","","21","vo_fpc","","0","vo_fpc_30206","","","942"
"5","19420047","1","11","127111","0","1","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","0","0","942"
"","19420048","","93","6.5","","","0","","","942"
"","19420049","","93","1.5","","","0","","","942"
"","19420050","","91","19420047","","","0","","","942"
"1","19420051","","3","127111","","","42_shinobu_horror","","0.1","942"
"1","19420052","","3","113211","","","42_anna_scared","","0.1","942"
"1","19420053","","3","2","","","42_boat_idle","","0.1","942"
"","19420054","","21","vo_fpc","","0","vo_fpc_30207","","","942"
"6","19420055","1.5","11","113211","0","1","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","0","0","942"
"","19420056","","93","9.13333333333333","","","0","","","942"
"","19420057","","93","1.5","","","0","","","942"
"","19420058","","91","19420055","","","0","","","942"
"-250","19420059","","2","113211","","4.52488687782805","940","","","942"
"-250","19420060","","2","127111","","4.52488687782805","1080","","","942"
"-250","19420061","","2","2","","4.52488687782805","1000","","","942"
"-250","19420062","","33","106","","4.52488687782805","1000","","","942"
"","19420063","","91","0","","","","","","942"
"23","19430001","cmn_float","1","1","0","-850","122511","-180","1.75","943"
"13","19430002","43_tsumugi_deredere","1","1","0","-800","117411","-125","1.75","943"
"12","19430003","cmn_float_item_09_Ball","5","1","0","-1675","11","-125","1.75","943"
"32","19430004","cmn_floatRing_pink","5","1","0","-850","12","-250","1.75","943"
"32","19430005","cmn_floatRing_blue","5","1","0","-2500","13","-250","1.75","943"
"-850","19430006","","31","8","","-180","1225114","1","1","943"
"-800","19430007","","31","5","","-125","1174114","1","1","943"
"-1675","19430008","","31","5","","-125","411","1","1","943"
"-850","19430009","","31","4","","-250","412","1","1","943"
"-2500","19430010","","31","4","","-250","413","1","1","943"
"-350","19430011","","31","110","","-125","1101","1","0","943"
"1","19430012","","23","se_10053800","","","se_fpc_water_random","","1","943"
"","19430013","","91","19430011","","","","","","943"
"-250","19430014","","2","12","","24.2647058823529","2450","","","943"
"-250","19430015","","33","412","","24.2647058823529","2450","","","943"
"-125","19430016","","2","11","","24.2647058823529","1625","","","943"
"-125","19430017","","33","411","","24.2647058823529","1625","","","943"
"-250","19430018","","2","13","","24.2647058823529","800","","","943"
"-250","19430019","","33","413","","24.2647058823529","800","","","943"
"","19430020","","93","2","","","0","","","943"
"-180","19430021","","2","122511","","6.25","0","12","","943"
"-180","19430022","","33","1225114","","6.25","0","12","","943"
"","19430023","","91","19430021","","","","","","943"
"","19430024","","21","vo_fpc","","0","vo_fpc_30301","","","943"
"7","19430025","1","11","122511","0","1","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","0","0","943"
"","19430026","","91","0","","","","","","943"
"-125","19430027","","2","117411","","6.92307692307692","-350","12","","943"
"-125","19430028","","33","1174114","","6.92307692307692","-350","12","","943"
"","19430029","","21","vo_fpc","","0","vo_fpc_30302","","","943"
"6","19430030","1","11","122511","0","1","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","0","0","943"
"","19430031","","91","0","","","","","","943"
"","19430032","","91","19430028","","","","","","943"
"","19430033","","21","vo_fpc","","0","vo_fpc_30303","","","943"
"7","19430034","1","11","117411","0","1","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","0","0","943"
"","19430035","","91","0","","","","","","943"
"0","19430036","","3","122511","0.1","43_rei_notice_loop","43_rei_notice_in","1","0.1","943"
"","19430037","","21","vo_fpc","","0","vo_fpc_30304","","","943"
"5","19430038","0.5","11","122511","0","1","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0","0","943"
"","19430039","","91","0","","","","","","943"
"","19430040","","32","1101","","","1","","","943"
"","19430041","","32","1174114","","","0","","","943"
"0","19430042","","3","122511","0.1","43_rei_aseri","43_rei_turn","1","0.1","943"
"0","19430043","","3","117411","","","43_tsumugi_hide","","0.1","943"
"","19430044","","93","3","","","0","","","943"
"0","19430045","","3","117411","0.1","43_tsumugi_deredere","43_tsumugi_appear","1","0.1","943"
"","19430046","","93","1","","","0","","","943"
"","19430047","","32","1101","","","0","","","943"
"","19430048","","32","1174114","","","1","","","943"
"","19430049","","21","vo_fpc","","0","vo_fpc_30305","","","943"
"6","19430050","0.5","11","122511","0","1","誰もいなかったな…\nいや…そこ！","0","0","943"
"","19430051","","91","0","","","","","","943"
"","19430052","","32","1101","","","1","","","943"
"","19430053","","32","1174114","","","0","","","943"
"0","19430054","","3","122511","0.1","43_rei_aseri_2","43_rei_turn","1","0.1","943"
"0","19430055","","3","117411","","","43_tsumugi_hide","","0.1","943"
"","19430056","","93","3","","","0","","","943"
"0","19430057","","3","117411","0.1","43_tsumugi_deredere","43_tsumugi_appear","1","0.1","943"
"","19430058","","93","1","","","0","","","943"
"","19430059","","32","1101","","","0","","","943"
"","19430060","","32","1174114","","","1","","","943"
"","19430061","","21","vo_fpc","","0","vo_fpc_30306","","","943"
"5","19430062","1","11","122511","0","1","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","0","0","943"
"","19430063","","91","0","","","","","","943"
"-180","19430064","","2","122511","","3.84615384615385","850","","","943"
"-180","19430065","","33","1225114","","3.84615384615385","850","","","943"
"-125","19430066","","2","117411","","2.57352941176471","0","12","","943"
"-125","19430067","","33","1174114","","2.57352941176471","0","12","","943"
"","19430068","","91","0","","","","","","943"
"","19430069","","21","vo_fpc","","0","vo_fpc_30307","","","943"
"6","19430070","1","11","117411","0","1","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","0","0","943"
"","19430071","","91","0","","","","","","943"
"-125","19430072","","2","117411","","3.84615384615385","850","","","943"
"-125","19430073","","33","1174114","","3.84615384615385","850","","","943"
"","19430074","","91","0","","","","","","943"
"12","19440001","44_tamaki_in","1","1","0","800","107911","-15","1.4875","944"
"13","19440002","44_tamaki_in","5","3","0","800","3","-15","1.4875","944"
"33","19440003","44_yukari_idle","1","1","0","-1000","126811","-250","1.75","944"
"32","19440004","cmn_boat_idle","5","2","0","-1000","2","-250","1.75","944"
"12","19440005","44_mifuyu_run","1","1","0","-800","108011","-15","1.4875","944"
"-1000","19440006","","31","101","","-250","126811","1","1","944"
"-560","19440007","","31","1004","","140","1004","1","0","944"
"1","19440008","","23","se_10053800","","","se_fpc_water_random","","1","944"
"","19440009","","91","19440007","","","0","","","944"
"-15","19440010","","2","107911","","2.26244343891403","300","","","944"
"-15","19440011","","2","3","","2.26244343891403","300","","","944"
"","19440012","","91","","","","","","","944"
"","19440013","","3","107911","0.1","44_tamaki_sale_loop","44_tamaki_sale","1","0.1","944"
"","19440014","","3","3","0.1","44_tamaki_sale_loop","44_tamaki_sale","1","0.1","944"
"","19440015","","21","vo_fpc","","0","vo_fpc_30401","","","944"
"6","19440016","1","11","107911","0","1","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","0","0","944"
"","19440017","","91","0","","","","","","944"
"-250","19440018","","2","126811","","5.29411764705882","-100","12","","944"
"-250","19440019","","2","2","","5.29411764705882","-100","12","","944"
"-250","19440020","","33","126811","","5.29411764705882","-100","12","","944"
"","19440021","","91","","","","","","","944"
"0","19440022","","3","107911","0.1","44_tamaki_present_loop","44_tamaki_present","1","0.1","944"
"0","19440023","","3","3","0.1","44_tamaki_present_loop","44_tamaki_present","1","0.1","944"
"","19440024","","21","vo_fpc","","0","vo_fpc_30402","","","944"
"8","19440025","1","11","107911","0","1","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","0","0","944"
"","19440026","","91","0","","","","","","944"
"0","19440027","","3","126811","0.1","44_yukari_notice_loop","44_yukari_notice","1","0.2","944"
"1","19440028","","3","2","","","cmn_boat_idle","","0.2","944"
"","19440029","","21","vo_fpc","","0","vo_fpc_30403","","","944"
"10","19440030","1","11","126811","0","1","あら、タマキさんじゃない。\nこんなところで何やってるの？","0","0","944"
"","19440031","","91","0","","","","","","944"
"","19440032","","21","vo_fpc","","0","vo_fpc_30404","","","944"
"10","19440033","1","11","107911","0","1","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","0","0","944"
"","19440034","","91","0","","","","","","944"
"0","19440035","","3","107911","0.1","44_tamaki_sale_loop","44_tamaki_present2sale","1","0.1","944"
"0","19440036","","3","3","0.1","44_tamaki_sale_loop","44_tamaki_present2sale","1","0.1","944"
"","19440037","","21","vo_fpc","","0","vo_fpc_30405","","","944"
"10","19440038","1","11","107911","0","1","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","0","0","944"
"","19440039","","91","0","","","","","","944"
"0","19440040","","3","126811","0.1","44_yukari_worry_loop","44_yukari_worry","1","0.2","944"
"1","19440041","","3","2","","","cmn_boat_idle","","0.2","944"
"","19440042","","21","vo_fpc","","0","vo_fpc_30406","","","944"
"7","19440043","1","11","126811","0","1","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","0","0","944"
"","19440044","","91","0","","","","","","944"
"","19440045","","21","vo_fpc","","0","vo_fpc_30407","","","944"
"8","19440046","0.5","11","107911","0","1","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0","0","944"
"","19440047","","91","0","","","","","","944"
"","19440048","","32","1004","","","1","","","944"
"","19440049","","93","1","","","0","","","944"
"0","19440050","","3","107911","0.1","44_tamaki_run","44_tamaki_surprise","1","0.1","944"
"0","19440051","","3","3","0.1","44_tamaki_run","44_tamaki_surprise","1","0.1","944"
"0","19440052","","3","3","0.1","44_tamaki_run","44_tamaki_surprise","1","0.1","944"
"","19440053","","21","vo_fpc","","0","vo_fpc_30408","","","944"
"10","19440054","1","11","107911","0","1","ズラかるにゃー！","0","0","944"
"","19440055","","93","0.8","","","0","","","944"
"-15","19440056","","2","107911","","1.74034110685694","800","","","944"
"-15","19440057","","2","3","","1.74034110685694","800","","","944"
"-15","19440058","","2","108011","","4.82654600301659","800","","","944"
"-15","19440059","","33","1004","","4.82654600301659","800","","","944"
"","19440060","","93","0.8","","","0","","","944"
"","19440061","","21","vo_fpc","","0","vo_fpc_30409","","","944"
"15","19440062","0.5","11","108011","0","1","無許可営業は取り締まり対象よ！\n待ちなさい！","0","0","944"
"","19440063","","91","19440058","","","","","","944"
"","19440064","","21","vo_fpc","","0","vo_fpc_30410","","","944"
"7","19440065","1.5","11","126811","0","1","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","0","0","944"
"","19440066","","93","11.6571428571429","","","1","","","944"
"0","19440067","","3","126811","0.1","44_yukari_smile_loop","44_yukari_smile","1","0.2","944"
"1","19440068","","3","2","","","cmn_boat_idle","","0.2","944"
"","19440069","","93","1.5","","","0","","","944"
"","19440070","","91","19440065","","","","","","944"
"-250","19440071","","2","126811","","4.97737556561086","1000","","","944"
"-250","19440072","","2","2","","4.97737556561086","1000","","","944"
"-250","19440073","","33","126811","","4.97737556561086","1000","","","944"
"","19440074","","91","0","","","","","","944"
"23","19450001","45_yui_cmn_swm_tread","1","1","0","-1150","122611","-180","1.75","945"
"12","19450002","45_makoto_idle","1","1","0","-800","110411","-125","1.75","945"
"32","19450003","empty","5","23","0","-250","23","-180","1.75","945"
"22","19450004","cmn_swm_tread_pink","5","1","0","-1150","1","-180","1.75","945"
"-1150","19450005","","31","3","","-180","1226113","1","1","945"
"-770","19450006","","31","4","","-125","1104111","1","1","945"
"150","19450007","","31","117","","-125","117","1","0","945"
"-250","19450008","","31","111","","-180","111","1","0","945"
"1","19450009","","23","se_10053800","","","se_fpc_water_random","","1","945"
"","19450010","","91","19450008","","","0","","","945"
"-125","19450011","","2","110411","","5.58823529411765","150","12","","945"
"-125","19450012","","33","1104111","","5.58823529411765","180","12","","945"
"-180","19450013","","2","122611","","5.58823529411765","-200","12","","945"
"-180","19450014","","2","1","","5.58823529411765","-200","12","","945"
"-180","19450015","","33","1226113","","5.58823529411765","-200","12","","945"
"","19450016","","91","19450015","","","","","","945"
"1","19450017","","3","122611","","","45_yui_idle","","0.1","945"
"1","19450018","","3","1","","","45_yui_idle","","0.1","945"
"1","19450019","","3","110411","","","45_makoto_talk","","0.1","945"
"","19450020","","21","vo_fpc","","0","vo_fpc_30501","","","945"
"10","19450021","1","11","110411","0","1","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","0","0","945"
"","19450022","","91","0","","","","","","945"
"","19450023","","21","vo_fpc","","0","vo_fpc_30502","","","945"
"7","19450024","1","11","122611","0","1","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","0","0","945"
"","19450025","","91","0","","","","","","945"
"","19450026","","21","vo_fpc","","0","vo_fpc_30503","","","945"
"7","19450027","1","11","110411","0","1","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","0","0","945"
"","19450028","","91","0","","","","","","945"
"0","19450029","","3","110411","0.1","45_makoto_talk_surprise_loop","45_makoto_talk_surprise","1","0.1","945"
"0","19450030","","3","122611","0.1","45_yui_shy_loop","45_yui_shy_in","1","0.1","945"
"0","19450031","","3","1","0.1","45_yui_shy_loop","45_yui_shy_in","1","0.1","945"
"","19450032","","21","vo_fpc","","0","vo_fpc_30504","","","945"
"5","19450033","1","11","122611","0","1","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","0","0","945"
"","19450034","","91","0","","","","","","945"
"1","19450035","","3","110411","","","45_makoto_idle","","0.1","945"
"","19450036","","21","vo_fpc","","0","vo_fpc_30505","","","945"
"9","19450037","0.5","11","110411","0","1","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0","0","945"
"","19450038","","91","0","","","","","","945"
"0","19450039","","3","110411","0.1","cmn_swm_dogscratch","45_makoto_dogscratch_in","1","0.1","945"
"","19450040","","93","0.5","","","0","","","945"
"","19450041","","32","1104111","","","0","","","945"
"","19450042","","32","117","","","1","","","945"
"-125","19450043","","2","110411","","4.07239819004525","1050","0","","945"
"-125","19450044","","33","117","","4.07239819004525","1050","0","","945"
"0","19450045","","3","122611","0.1","45_yui_idle_2","45_yui_notice","1","0.1","945"
"0","19450046","","3","1","0.1","45_yui_idle","45_yui_notice","1","0.1","945"
"","19450047","","21","vo_fpc","","0","vo_fpc_30506","","","945"
"12","19450048","1","11","122611","0","1","あ、マコトちゃん？\n待ってよー！","0","0","945"
"","19450049","","91","0","","","","","","945"
"1","19450050","","3","122611","","","45_yui_cmn_swm_tread","","0.1","945"
"1","19450051","","3","1","","","cmn_swm_tread_pink","","0.1","945"
"-180","19450052","","2","122611","","4.75113122171946","850","0","","945"
"-180","19450053","","2","1","","4.75113122171946","850","0","","945"
"-180","19450054","","33","1226113","","4.75113122171946","850","0","","945"
"","19450055","","93","3","","","0","","","945"
"","19450056","","32","111","","","1","","","945"
"0","19450057","","3","23","0.1","45_eriko_float_loop","45_eriko_float_in","1","0.1","945"
"","19450058","","93","2","","","0","","","945"
"","19450059","","21","vo_fpc","","0","vo_fpc_30507","","","945"
"3","19450060","3","11","23","0","1","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","0","0","945"
"","19450061","","93","16.7666666666667","","","0","","","945"
"","19450062","","93","1.5","","","0","","","945"
"","19450063","","91","19450060","","","","","","945"
"0","19450064","","3","23","","","45_eriko_float_end","","0.1","945"
"","19450065","","93","3","","","0","","","945"
"","19450066","","91","0","","","","","","945"
"12","19460001","cmn_walk","1","1","0","-800","107911","-15","1.4875","946"
