7a2d95141abf168af29ea00d5dec1d24f3bbea4c5a5107dab7394a4796c79856,61deacef6ddb7c4d861a9534b1167c96dc1b85aa476996253b6d6c4a84b3e22b,1a0882b3ac90addeb6e9d17e61d29636f8e51ed2c14a0d84e69e3c155ee39a89,9d4dbce4dc27051ab1126b2d58d3fb211cee0f12c5c2a443ca64fac2f26caf86,847511f2c94a88a98d36c90b76f7002be95b8d8b361f446a38bd552b38ef73d7,ee63a0d14264af35d3660738a28d822829364821f0243c598c22ba4bae9558a9,e99569b65b78caa3de6d67590b52a26a2a88b5d92c9bc9e38c0c47838efc05d0,756a35dc06d2c2262eb3f24a91e157eb89332e4e3b12b7789b1a863d0329827c,60881060a5a9a3258350fd3772f63a19a63ca1094a333ecf4193847fbae19788,0de5eaf961ba9d7a6a0aa0e3612d6d76800eb5733fdf4c3b9d50006a966c43f1,84191da84db76310833d72960596b076179511f7ff383b475592c42e065ed8bb
"surprise3_in_anger2","1","68071","","5146068","0.2","3","0","surprise3_loop_anger2","0","106011"
"surprise3_in_anger2","1","68072","","5146068","0.2","3","0","surprise3_loop_anger2","0","1060"
"vo_apg_0808","","68073","","5146068","","21","0","0","","vo_apg"
"ハンドルとドーナツ間違えんな～っ！","1","68074","0","5146068","0","11","10","1","0","106011"
"","","68075","","5146068","","91","","","","0"
"0","","68076","","5146068","","4","","","","106011"
"0","","68077","","5146068","","4","","","","1060"
"surprise3_loop_surprise_slow","","68078","","5146068","0.2","3","1","","","106011"
"surprise3_loop_surprise_slow","","68079","","5146068","0.2","3","1","","","1060"
"peko_slurp_in","1","68080","","5146068","0.2","3","0","peko_slurp_loop","0","105811"
"peko_slurp_in","1","68081","","5146068","0.2","3","0","peko_slurp_loop","0","1058"
"takeout_in","1","68082","","5146068","0.2","3","0","takeout_talk","0","130911"
"takeout_in","1","68083","","5146068","0.2","3","0","takeout_talk","0","97"
"vo_apg_0809","","68084","","5146068","","21","0","0","","vo_apg"
"あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","1","68085","0","5146068","0","11","10","1","0","130911"
"","","68086","","5146068","","91","","","","0"
"takeout_idle","","68087","","5146068","0.2","3","1","","","130911"
"takeout_idle","","68088","","5146068","0.2","3","1","","","97"
"peko_slurp_loop","","68089","","5146068","0.2","3","1","","","105811"
"peko_slurp_loop","","68090","","5146068","0.2","3","1","","","1058"
"cool_idle_jitome","1","68091","","5146068","0.2","3","0","cool_talk_jitome","0.2","106011"
"cool_idle_jitome_in","1","68092","","5146068","0.2","3","0","cool_talk_jitome","0.2","1060"
"vo_apg_0810","","68093","","5146068","","21","0","0","","vo_apg"
"……\nドーナツはドーナツなのね…","1","68094","0","5146068","0","11","10","1","0","106011"
"","","68095","","5146068","","91","","","","0"
"","","68096","","5146068","","101","","","","68097"
"0.2","","68097","","5146068","","22","","","","0"
"131311","-278","69001","riri_idle","5146069","1.8","1","100","-225","0","1"
"1313","-278","69002","riri_idle","5146069","1.8","5","101","-225","0","5"
"131411","-288","69003","idle_normal","5146069","1.8","1","103","-385","0","1"
"1314","-288","69004","idle_normal","5146069","1.8","5","104","-385","0","2"
"130911","-278","69005","joy_idle_noface","5146069","1.8","1","106","225","1","1"
"98","-278","69006","joy_idle_kururu","5146069","1.8","5","107","225","1","1"
"200","","69007","","5146069","","13","","","","131311"
"203","","69008","","5146069","","13","","","","131411"
"206","","69009","","5146069","","13","","","","130911"
"9","-174","69010","idle","5146069","0.85","5","15","0","0","9"
"22","12","69011","empty","5146069","1","5","210","-307","0","22"
"21","153","69012","empty","5146069","1","5","60","0","0","21"
"1","1","69013","","5146069","1","31","0","0","","1"
"0","","69014","","5146069","","91","","","","0"
"0","","69015","","5146069","","102","0","","","0"
"0","","69016","","5146069","","93","","","","1"
"riri_talk_noface","","69017","","5146069","0.2","3","1","","","131311"
"riri_talk_noface","","69018","","5146069","0.2","3","1","","","1313"
"idle_normal_surprise_lookupS","","69019","","5146069","0.2","3","1","","","131411"
"idle_normal_surprise_lookupS","","69020","","5146069","0.2","3","1","","","1314"
"vo_apg_0901","","69021","","5146069","","21","0","0","","vo_apg"
"リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","1","69022","0","5146069","0","11","10","1","0","131311"
"","","69023","","5146069","","91","","","","0"
"riri_idle_lookup","","69024","","5146069","0.2","3","1","","","131311"
"riri_idle_lookup","","69025","","5146069","0.2","3","1","","","1313"
"coffee_2_in","","69026","","5146069","0","3","0","","","21"
"se_10055900_photo","","69027","","5146069","","23","0","","","se_10055900"
"0","","69028","","5146069","","93","","","","0.1"
"idle_normal_surprise_lookup","1","69029","","5146069","0.2","3","0","talk_normal_joy_lookup","0.2","131411"
"idle_normal_surprise_lookup","1","69030","","5146069","0.2","3","0","talk_normal_joy_lookup","0.2","1314"
"vo_apg_0902","","69031","","5146069","","21","0","0","","vo_apg"
"え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","1","69032","0","5146069","0","11","10","1","0","131411"
"","","69033","","5146069","","91","","","","0"
"riri_idle_surprise","","69034","","5146069","0.2","3","1","","","131311"
"riri_idle_surprise","","69035","","5146069","0.2","3","1","","","1313"
"idle_normal_surprise","","69036","","5146069","0.2","3","1","","","131411"
"idle_normal_surprise","","69037","","5146069","0.2","3","1","","","1314"
"handsup_to_talk","1","69038","","5146069","0.2","3","0","talk_normal_joy","0.2","130911"
"handsup","","69039","","5146069","0.2","3","1","","0.2","98"
"vo_apg_0903","","69040","","5146069","","21","0","0","","vo_apg"
"おめでとうございますですっ！！\nよく見つけてくださいましたっ！","1","69041","0","5146069","0","11","10","1","0","130911"
"","","69042","","5146069","","91","","","","0"
"joy_talk_anger","","69043","","5146069","0.2","3","1","","","130911"
"vo_apg_0904","","69044","","5146069","","21","0","0","","vo_apg"
"これはですねっ！\n『隠れかばばん君』です♪","1","69045","0","5146069","0","11","10","1","0","130911"
"","","69046","","5146069","","91","","","","0"
"joy_idle_doya","","69047","","5146069","0.2","3","1","","","130911"
"notice_in_shy","1","69048","","5146069","0.2","3","0","notice_loop_shy","0","131311"
"notice_in_shy","1","69049","","5146069","0.2","3","0","notice_loop_shy","0","1313"
"surprise_talk_normal","","69050","","5146069","0.2","3","1","","","131411"
"surprise_talk_normal","","69051","","5146069","0.2","3","1","","","1314"
"vo_apg_0905","","69052","","5146069","","21","0","0","","vo_apg"
"0905_in","","69053","","5146069","0","3","0","","","22"
"1","","69054","","5146069","","93","","","","1.2"
"0905_mid","","69055","","5146069","0","3","0","","","22"
"","","69056","","5146069","","92","","","",""
"0905_out","","69057","","5146069","0","3","0","","","22"
"0","","69058","","5146069","","93","","","","0.2"
"","","69059","","5146069","","91","","","","0"
"riri_sad_talk_dead","","69060","","5146069","0.2","3","1","","","131311"
"riri_sad_talk_dead","","69061","","5146069","0.2","3","1","","","1313"
"surprise_idle","","69062","","5146069","0.2","3","1","","","131411"
"surprise_idle","","69063","","5146069","0.2","3","1","","","1314"
"idle_normal_surprise2","","69064","","5146069","0.2","3","1","","","130911"
"vo_apg_0906","","69065","","5146069","","21","0","0","","vo_apg"
"かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","1","69066","0","5146069","0","11","10","1","0","131311"
"","","69067","","5146069","","91","","","","0"
"riri_sad_idle","","69068","","5146069","0.2","3","1","","","131311"
"riri_sad_idle","","69069","","5146069","0.2","3","1","","","1313"
"watawata","1","69070","","5146069","0.2","3","0","talk_normal_dere","0.2","130911"
"watawata","1","69071","","5146069","0.2","3","0","talk_normal_dere","0.2","98"
"vo_apg_0907","","69072","","5146069","","21","0","0","","vo_apg"
"いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","1","69073","0","5146069","0","11","10","1","0","130911"
"","","69074","","5146069","","91","","","","0"
"idle_normal_noface","","69075","","5146069","0.2","3","1","","","130911"
"idle_normal_kururu","","69076","","5146069","0.2","3","1","","","98"
"coffee_2_out","","69077","","5146069","0","3","0","","","21"
"clear_wish_talk_joy","","69078","","5146069","0.2","3","1","","","131411"
"clear_wish_talk_joy","","69079","","5146069","0.2","3","1","","","1314"
"vo_apg_0908","","69080","","5146069","","21","0","0","","vo_apg"
"わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","1","69081","0","5146069","0","11","10","1","0","131411"
"","","69082","","5146069","","91","","","","0"
"clear_wish_idle","","69083","","5146069","0.2","3","1","","","131411"
"clear_wish_idle","","69084","","5146069","0.2","3","1","","","1314"
"guts2_talk_joy3","","69085","","5146069","0.2","3","1","","","131311"
"guts2_talk_joy3","","69086","","5146069","0.2","3","1","","","1313"
"vo_apg_0909","","69087","","5146069","","21","0","0","","vo_apg"
"はい、リアさん！","1","69088","0","5146069","0","11","10","1","0","131311"
"","","69089","","5146069","","91","","","","0"
"riri_idle","","69090","","5146069","0.2","3","1","","","131311"
"riri_idle","","69091","","5146069","0.2","3","1","","","1313"
"clear_wish_idle_normal","","69092","","5146069","0.2","3","1","","","131411"
"clear_wish_idle_normal","","69093","","5146069","0.2","3","1","","","1314"
"talk_normal_anger","","69094","","5146069","0.2","3","1","","","130911"
"talk_normal","","69095","","5146069","0.2","3","1","","","98"
"vo_apg_0910","","69096","","5146069","","21","0","0","","vo_apg"
"ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","1","69097","0","5146069","0","11","10","1","0","130911"
"","","69098","","5146069","","91","","","","0"
"idle_normal_noface","","69099","","5146069","0.2","3","1","","","130911"
"idle_normal_kururu","","69100","","5146069","0.2","3","1","","","98"
"riri_bow","1","69101","","5146069","0.2","3","0","idle_normal_joy2","0","131311"
"riri_bow","1","69102","","5146069","0.2","3","0","idle_normal_joy2","0","1313"
"clear_agree","1","69103","","5146069","0.2","3","0","idle_normal_joy2","0.2","131411"
"clear_agree","1","69104","","5146069","0.2","3","0","idle_normal_joy2","0.2","1314"
"vo_apg_0911","","69105","","5146069","","21","0","0","","vo_apg"
"0911_in","","69106","","5146069","0","3","0","","","22"
"1","","69107","","5146069","","93","","","","0.9"
"0911_mid","","69108","","5146069","0","3","0","","","22"
"","","69109","","5146069","","92","","","",""
"0911_out","","69110","","5146069","0","3","0","","","22"
"0","","69111","","5146069","","93","","","","0.2"
"","","69112","","5146069","","91","","","","0"
"0","","69113","","5146069","","4","","","","130911"
"0","","69114","","5146069","","4","","","","98"
"walk_normal_slow","","69115","","5146069","0.2","3","1","","","131311"
"walk_normal_slow","","69116","","5146069","0.2","3","1","","","1313"
"walk_normal_slow","","69117","","5146069","0.2","3","1","","","131411"
"walk_normal_slow","","69118","","5146069","0.2","3","1","","","1314"
"walk_kyapi_slow","","69119","","5146069","0.2","3","1","","","130911"
"walk_kyapi_slow","","69120","","5146069","0.2","3","1","","","98"
"-75","0","69121","","5146069","","2","-278","1.5","","131311"
"-75","0","69122","","5146069","","2","-278","1.5","","1313"
"-225","0","69123","","5146069","","2","-288","1.5","","131411"
"-225","0","69124","","5146069","","2","-288","1.5","","1314"
"325","0","69125","","5146069","","2","-278","1.5","","130911"
"0","","69126","","5146069","","93","","","","1.5"
"1","","69127","","5146069","","4","","","","131311"
"1","","69128","","5146069","","4","","","","1313"
"1","","69129","","5146069","","4","","","","130911"
"idle_normal_surprise","","69130","","5146069","0.2","3","1","","","131311"
"idle_normal_surprise","","69131","","5146069","0.2","3","1","","","1313"
"notice_in_dere","1","69132","","5146069","0.2","3","0","notice_loop_dere","0","131411"
"notice_in_dere","1","69133","","5146069","0.2","3","0","notice_loop_dere","0","1314"
"idle_normal_surprise","","69134","","5146069","0.2","3","1","","","130911"
"vo_apg_0912","","69135","","5146069","","21","0","0","","vo_apg"
"…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","1","69136","0","5146069","0","11","10","1","0","131411"
"","","69137","","5146069","","91","","","","0"
"hawawa","","69138","","5146069","0.2","3","0","","","130911"
"vo_apg_0913","","69139","","5146069","","21","0","0","","vo_apg"
"はわわっ！？","1","69140","0","5146069","-30","11","10","1","0","130911"
"","","69141","","5146069","","91","","","","0"
"bowbowbow","","69142","","5146069","0.1","3","0","","","130911"
"0","","69143","","5146069","","4","","","","131311"
"0","","69144","","5146069","","4","","","","1313"
"riri_talk_noervous","","69145","","5146069","0.2","3","1","","","131311"
"riri_talk_noervous","","69146","","5146069","0.2","3","1","","","1313"
"clear_smile_in","1","69147","","5146069","0.2","3","0","clear_smile_idle","0","131411"
"clear_smile_in","1","69148","","5146069","0.2","3","0","clear_smile_idle","0","1314"
"2","0","69149","0","5146069","0","12","2","0","0","131311"
"2","0","69150","0","5146069","0","12","2","0","0","131411"
"2","0","69151","0","5146069","-30","12","2","0","0","130911"
"0","","69152","","5146069","","93","","","","2"
"","","69153","","5146069","","101","","","","69154"
"0.2","","69154","","5146069","","22","","","","0"
"102111","-278","70001","walk_normal_joy","5146070","1.8","1","106","0","1","1"
"99","-278","70002","idle_normal","5146070","1.8","5","107","-195","0","1"
"130911","-278","70003","idle_normal_noface","5146070","1.8","1","108","195","1","1"
"98","-278","70004","idle_normal_kururu","5146070","1.8","5","109","195","1","1"
"206","","70005","","5146070","","13","","","","102111"
"208","","70006","","5146070","","13","","","","130911"
"10","-174","70007","idle","5146070","0.85","5","15","0","0","10"
"20","48","70008","empty","5146070","1","5","290","-237","0","20"
"1","1","70009","","5146070","1","31","0","0","","1"
"2","1","70010","","5146070","1","31","0","-57.7","","2"
"black","","70011","","5146070","","37","","","","2"
"14","1","70012","","5146070","0","31","-176","-278","","14"
"0","","70013","","5146070","","91","","","","0"
"0","","70014","","5146070","","102","0","","","0"
"0","","70015","","5146070","","93","","","","0.4"
"iris_out","","70016","","5146070","","37","","","","2"
"-195","0","70017","","5146070","","2","-278","2","","102111"
"0","","70018","","5146070","","93","","","","2"
"0","","70019","","5146070","","4","","","","102111"
"idle_normal_joy","","70020","","5146070","0.2","3","1","","","102111"
"idle_normal_joy","","70021","","5146070","0.2","3","1","","","99"
"0","","70022","","5146070","","93","","","","0.1"
"wish_talk_noface","","70023","","5146070","0.2","3","1","","","102111"
"kurumi_wish_talk","","70024","","5146070","0.2","3","1","","","99"
"vo_apg_1001","","70025","","5146070","","21","0","0","","vo_apg"
"わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","1","70026","0","5146070","0","11","10","1","0","102111"
"","","70027","","5146070","","91","","","","0"
"notice_in_normal2","1","70028","","5146070","0.2","3","0","sad_talk_normal","0.2","102111"
"notice_in","1","70029","","5146070","0.2","3","0","sad_talk","0.2","99"
"vo_apg_1002","","70030","","5146070","","21","0","0","","vo_apg"
"そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","1","70031","0","5146070","0","11","10","1","0","102111"
"","","70032","","5146070","","91","","","","0"
"talk_normal_noface","","70033","","5146070","0.2","3","1","","","102111"
"kurumi_talk_normal","","70034","","5146070","0.2","3","1","","","99"
"vo_apg_1003","","70035","","5146070","","21","0","0","","vo_apg"
"クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","1","70036","0","5146070","0","11","10","1","0","102111"
"","","70037","","5146070","","91","","","","0"
"idle_normal_noface","","70038","","5146070","0.2","3","1","","","102111"
"kurumi_idle_normal","","70039","","5146070","0.2","3","1","","","99"
"kururu_wish_talk_joy","","70040","","5146070","0.2","3","1","","","130911"
"kururu_wish_talk_joy","","70041","","5146070","0.2","3","1","","","98"
"vo_apg_1004","","70042","","5146070","","21","0","0","","vo_apg"
"わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","1","70043","0","5146070","0","11","10","1","0","130911"
"","","70044","","5146070","","91","","","","0"
"kururu_wish_idle_surprise","","70045","","5146070","0.2","3","1","","","130911"
"kururu_wish_idle_light","","70046","","5146070","0.2","3","1","","","98"
"surprise_talk_dere","","70047","","5146070","0.2","3","1","","","102111"
"surprise_talk_dere","","70048","","5146070","0.2","3","1","","","99"
"vo_apg_1005","","70049","","5146070","","21","0","0","","vo_apg"
"遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","1","70050","0","5146070","0","11","10","1","0","102111"
"","","70051","","5146070","","91","","","","0"
"0","","70052","","5146070","","22","","","","0"
"kurumi_witch_in","1","70053","","5146070","0.2","3","0","kurumi_witch_loop","0","102111"
"kurumi_witch_in","1","70054","","5146070","0.2","3","0","kurumi_witch_loop","0","99"
"0","","70055","","5146070","","93","","","","0.3"
"20","0","70056","","5146070","0","121","1.05","1.05","","0"
"fade105_in","","70057","","5146070","","37","","","","2"
"30","","70058","","5146070","","122","0.5","","","30"
"kururu_wish_doteyes_static","","70059","","5146070","0","3","1","","","130911"
"vo_apg_1006","","70060","","5146070","","21","0","0","","vo_apg"
"1006_in","","70061","","5146070","0","3","0","","","20"
"1","","70062","","5146070","","93","","","","1.2"
"1006_mid","","70063","","5146070","0","3","0","","","20"
"","","70064","","5146070","","92","","","",""
"1006_out","","70065","","5146070","0","3","0","","","20"
"0","","70066","","5146070","","93","","","","0.2"
"kurumi_witch_out","1","70067","","5146070","0.2","3","0","idle_normal","0","102111"
"kurumi_witch_out","1","70068","","5146070","0.2","3","0","idle_normal","0","99"
"305","0","70069","","5146070","","2","-45","0","","20"
"fade105_out","","70070","","5146070","","37","","","","2"
"0","0","70071","","5146070","0","121","1","1","","0"
"30","","70072","","5146070","","122","0.5","","","30"
"kururu_scared_in","1","70073","","5146070","0.2","3","0","kururu_scared_idle","0","130911"
"vo_apg_1007","","70074","","5146070","","21","0","0","","vo_apg"
"1007_in","","70075","","5146070","0","3","0","","","20"
"1","","70076","","5146070","","93","","","","1.2"
"1007_mid","","70077","","5146070","0","3","0","","","20"
"","","70078","","5146070","","92","","","",""
"1007_out","","70079","","5146070","0","3","0","","","20"
"0","","70080","","5146070","","93","","","","0.2"
"empty","","70081","","5146070","0","3","0","","","20"
"worry_talk_lookdown","","70082","","5146070","0.2","3","1","","","102111"
"worry_talk_lookdown","","70083","","5146070","0.2","3","1","","","99"
"vo_apg_1008","","70084","","5146070","","21","0","0","","vo_apg"
"ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","1","70085","0","5146070","0","11","10","1","0","102111"
"","","70086","","5146070","","91","","","","0"
"kururu_scared_talk_dere","","70087","","5146070","0.2","3","1","","","130911"
"kururu_scared_talk_dere","","70088","","5146070","0.2","3","1","","","98"
"vo_apg_1009","","70089","","5146070","","21","0","0","","vo_apg"
"ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","1","70090","0","5146070","-10","11","10","1","-60","130911"
"","","70091","","5146070","","91","","","","0"
"kururu_scared_idle_noface","","70092","","5146070","0.2","3","1","","","130911"
"kururu_scared_idle","","70093","","5146070","0.2","3","1","","","98"
"anger_talk_dere_red","","70094","","5146070","0.2","3","1","","","102111"
"anger_talk_dere_red","","70095","","5146070","0.2","3","1","","","99"
"vo_apg_1010","","70096","","5146070","","21","0","0","","vo_apg"
"…そ、そんな天才だなんて…","1","70097","0","5146070","0","11","10","1","0","102111"
"","","70098","","5146070","","91","","","","0"
"0","","70099","","5146070","","22","","","","0"
"1","","70100","","5146070","","32","","","","14"
"kurumi_shy_in","1","70101","","5146070","0.2","3","0","kurumi_shy_loop","0","102111"
"kurumi_shy_in","1","70102","","5146070","0.2","3","0","kurumi_shy_loop","0","99"
"0","","70103","","5146070","","93","","","","2.5"
"kururu_scared_talk_dere","","70104","","5146070","0.2","3","1","","","130911"
"kururu_scared_talk_dere","","70105","","5146070","0.2","3","1","","","98"
"vo_apg_1011","","70106","","5146070","","21","0","0","","vo_apg"
"…あの","1","70107","0","5146070","-10","11","10","1","-60","130911"
"","","70108","","5146070","","91","","","","0"
"kururu_scared_talk_nervous","","70109","","5146070","0.2","3","1","","","130911"
"kururu_scared_talk_sweat_in","1","70110","","5146070","0","3","0","kururu_scared_talk_sweat_loop","0","98"
"vo_apg_1012","","70111","","5146070","","21","0","0","","vo_apg"
"腰抜けちゃいましたです…","1","70112","0","5146070","-10","11","10","1","-60","130911"
"","","70113","","5146070","","91","","","","0"
"","","70114","","5146070","","101","","","","70115"
"0.2","","70115","","5146070","","22","","","","0"
"130911","-278","71001","idle_normal","5146071","1.8","1","110","-1100","0","1"
"8","-233","71002","idle","5146071","0.5","5","106","-193","0","11"
"9","-233","71003","idle","5146071","0.6","5","107","267","0","12"
"210","","71004","","5146071","","13","","","","130911"
"206","","71005","","5146071","","13","","","","8"
"207","","71006","","5146071","","13","","","","9"
"10","-174","71007","idle","5146071","0.85","5","15","0","0","10"
"1","1","71008","","5146071","1","31","0","0","","1"
"2","1","71009","","5146071","0","31","0","0","","2"
"14","1","71010","","5146071","0","31","0","-278","","14"
"17","1","71011","","5146071","0","31","0","0","","17"
"18","1","71012","","5146071","0","31","0","0","","18"
"0","","71013","","5146071","","91","","","","0"
"0","","71014","","5146071","","102","0","","","0"
"0","","71015","","5146071","","93","","","","0.2"
"1","","71016","","5146071","","32","","","","17"
"0","","71017","","5146071","","93","","","","0.5"
"0","","71018","","5146071","","93","","","","0"
"0","","71019","","5146071","","93","","","","3.5"
"12","0","71020","0","5146071","0","12","2.2","0","0","8"
"12","0","71021","0","5146071","0","12","2.2","0","0","9"
"lookup","","71022","","5146071","0.6","3","1","","","8"
"lookdown","","71023","","5146071","0.6","3","1","","","9"
"-380","0","71024","","5146071","","2","-278","3","","130911"
"walk_normal","","71025","","5146071","0.2","3","1","","","130911"
"0","","71026","","5146071","","93","","","","3"
"kururu_surprise_talk","","71027","","5146071","0.2","3","1","","","130911"
"vo_apg_1101","","71028","","5146071","","21","0","0","","vo_apg"
"新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","1","71029","0","5146071","0","11","10","1","0","130911"
"","","71030","","5146071","","91","","","","0"
"20","0","71031","","5146071","0","121","1.1","1.1","","0"
"1","","71032","","5146071","","32","","","","2"
"fade105_in","","71033","","5146071","","37","","","","2"
"50","","71034","","5146071","","122","0.5","","","50"
"1","","71035","","5146071","","32","","","","18"
"se_10055900_bachibachi","","71036","","5146071","","23","0","","","se_10055900"
"shock_in_surprise2","1","71037","","5146071","0.2","3","0","shock_loop_surprise2","0","130911"
"vo_apg_1102","","71038","","5146071","","21","0","0","","vo_apg"
"ひえぇっ！？\nバッチバチですますっ！？","1","71039","0","5146071","-20","11","10","1","0","130911"
"","","71040","","5146071","","91","","","","0"
"0","","71041","","5146071","","22","","","","0"
"0","","71042","","5146071","","32","","","","18"
"fade105_out","","71043","","5146071","","37","","","","2"
"0","0.5","71044","","5146071","11","121","1","1","","0"
"walk_jog_sad_quick","","71045","","5146071","0.2","3","1","","","130911"
"idle","","71046","","5146071","0.4","3","1","","","8"
"idle","","71047","","5146071","0.4","3","1","","","9"
"0","0","71048","","5146071","","2","-278","0.5","","130911"
"0","","71049","","5146071","","93","","","","0.3"
"idle","","71050","","5146071","0.4","3","1","","","8"
"idle","","71051","","5146071","0.4","3","1","","","9"
"0","","71052","","5146071","","93","","","","0.2"
"1","","71053","","5146071","","4","","","","130911"
"kururu_worry_talk_lookdown","","71054","","5146071","0","3","1","","","130911"
"vo_apg_1103","","71055","","5146071","","21","0","0","","vo_apg"
"か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","1","71056","0","5146071","0","11","10","1","0","130911"
"","","71057","","5146071","","91","","","","0"
"0","","71058","","5146071","","4","","","","130911"
"kururu_worry_talk_lookup","","71059","","5146071","0","3","1","","","130911"
"vo_apg_1104","","71060","","5146071","","21","0","0","","vo_apg"
"で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","1","71061","0","5146071","0","11","10","1","0","130911"
"","","71062","","5146071","","91","","","","0"
"40","10","71063","","5146071","10","121","1.15","1.15","","0"
"1","","71064","","5146071","","32","","","","14"
"0","","71065","","5146071","","22","","","","0"
"0","","71066","","5146071","","4","","","","130911"
"kururu_wish_idle_search","","71067","","5146071","0.2","3","1","","","130911"
"12","0","71068","0","5146071","0","12","3","0","0","8"
"12","0","71069","0","5146071","0","12","3","0","0","9"
"0","","71070","","5146071","","93","","","","4"
"0","","71071","","5146071","","32","","","","14"
"approach_in","1","71072","","5146071","0.2","3","0","approach_loop","0","8"
"approach_in","1","71073","","5146071","0.2","3","0","approach_loop","0","9"
"0.8","1","71074","","5146071","0.6","6","0.8","0.8","10","8"
"0.8","1","71075","","5146071","0.6","6","0.8","0.8","10","9"
"0","","71076","","5146071","","93","","","","0.6"
"kururu_down_in","1","71077","","5146071","0.2","3","0","kururu_down_loop","0","130911"
"vo_apg_1105","","71078","","5146071","","21","0","0","","vo_apg"
"ひぃぃ…","1","71079","0","5146071","0","11","10","1","0","130911"
"","","71080","","5146071","","91","","","","0"
"","","71081","","5146071","","101","","","","71082"
"0.2","","71082","","5146071","","22","","","","0"
