8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4
"wac_birthday_idle_smile","","","","38014065","3","104611","","1","0.2","38014"
"wac_birthday_talk_normal","","","","38014066","3","104811","","1","0.2","38014"
"vo_wac_38014_001","","","","38014067","21","vo_wac_38014","0","0","","38014"
"私からは本をプレゼントするわ。\nタイトルは「猫でもできる節約術」よ。\n日々の倹約に役立ててちょうだい。","0","0.5","1","38014068","11","104811","1","10","0","38014"
"","","","","38014069","91","0","","","","38014"
"wac_birthday_idle_normal","","","","38014070","3","104811","","1","0.2","38014"
"wac_birthday_talk_smile","","","","38014071","3","103411","","1","0.2","38014"
"vo_wac_38014_002","","","","38014072","21","vo_wac_38014","0","0","","38014"
"あら、私も本なのよ。\n「猫でもわかる麦しゅわの歴史」って\n本だけど、これを読んで麦しゅわへの\n理解を深めてね♪","0","0.5","1","38014073","11","103411","1","10","0","38014"
"","","","","38014074","91","0","","","","38014"
"wac_birthday_idle_smile","","","","38014075","3","103411","","1","0.2","38014"
"wac_birthday_talk_sad","","","","38014076","3","104611","","1","0.2","38014"
"vo_wac_38014_003","","","","38014077","21","vo_wac_38014","0","0","","38014"
"……一応お礼は言っておくにゃ。\nでもなんか、猫ってついてれば\nなんでもいいと思ってないにゃ？\nもしかして、アキノもそんな感じにゃ？","0","0.5","1","38014078","11","104611","1","10","0","38014"
"","","","","38014079","91","0","","","","38014"
"wac_birthday_idle_sad","","","","38014080","3","104611","","1","0.2","38014"
"wac_birthday_talk_doya","","","","38014081","3","103211","","1","0.2","38014"
"vo_wac_38014_004","","","","38014082","21","vo_wac_38014","0","0","","38014"
"私を甘く見てもらっては困りますわね！\nビジネスもプレゼント選びも直球勝負、\nずばり、たい焼き一年分ですわ！！\nどうぞ、箱ごとお納めくださいまし♪","0","0.5","1","38014083","11","103211","1","10","0","38014"
"","","","","38014084","91","0","","","","38014"
"wac_birthday_idle_doya","","","","38014085","3","103211","","1","0.2","38014"
"wac_birthday_talk_smile","","","","38014086","3","104611","","1","0.2","38014"
"vo_wac_38014_005","","","","38014087","21","vo_wac_38014","0","0","","38014"
"アキノはよく分かってるにゃ～♪\n……って、よく見たら賞味期限が\nたったの３日しかないにゃ！？\nて、手分けして食べきるにゃ～！！","0","0.5","1","38014088","11","104611","1","10","0","38014"
"1","","","","38014089","93","4","","","","38014"
"wac_birthday_talk_anger","","","","38014090","3","104611","","1","0.2","38014"
"","","","","38014091","91","38014088","","","","38014"
"","","","","38014092","22","0","","","","38014"
"bgm_M321_2C","","","","38214001","25","bgm_M321","","","","38214"
"103311","0","wac_birthday_idle_normal","-70","38214002","1","1","-1000","250","2","38214"
"103811","1","wac_birthday_idle_smile","-270","38214003","1","1","200","256","2","38214"
"102611","1","wac_birthday_idle_normal","-310","38214004","1","1","300","258","2","38214"
"105211","1","wac_birthday_idle_doya","-290","38214005","1","1","440","257","2","38214"
"300","","","","38214006","13","103311","","","","38214"
"300","","","","38214007","13","103811","","","","38214"
"300","","","","38214008","13","102611","","","","38214"
"300","","","","38214009","13","105211","","","","38214"
"600","","","1","38214010","31","600","0","0","1","38214"
"602","","","1","38214011","31","602","0","0","0","38214"
"603","","","1","38214012","31","603","0","0","0","38214"
"604","","","1","38214013","31","604","60","30","1","38214"
"610","","","1","38214014","31","610","0","0","1","38214"
"700","","","1","38214015","31","700","0","0","0","38214"
"701","","","1","38214016","31","701","0","0","0","38214"
"702","","","1","38214017","31","702","0","0","0","38214"
"800","","","1","38214018","31","800","0","0","0","38214"
"966","","","1","38214019","31","966","60","30","1","38214"
"","","","","38214020","93","1","","","","38214"
"wac_birthday_reaction_01","0.2","","1","38214021","3","102611","wac_birthday_reaction_03","0","0.2","38214"
"","","","","38214022","93","0.1","","","","38214"
"wac_birthday_reaction_05","0.2","","1","38214023","3","103811","wac_birthday_reaction_04","0","0.2","38214"
"wac_birthday_reaction_02","0.2","","1","38214024","3","105211","wac_birthday_reaction_03","0","0.2","38214"
"","","","","38214025","93","0.3","","","","38214"
"wac_birthday_run_01","","","","38214026","3","103311","","1","0.2","38214"
"0","","","","38214027","2","103311","3","-70","","38214"
"","","","","38214028","93","2.5","","","","38214"
"1","","","","38214029","32","602","","","","38214"
"","","","","38214030","93","0.6","","","","38214"
"0","","","","38214031","32","600","","","","38214"
"0","","","","38214032","32","610","","","","38214"
"0","","","","38214033","32","604","","","","38214"
"1","","","","38214034","32","701","","","","38214"
"0","","","","38214035","33","966","0.01","0","","38214"
"wac_birthday_blowout_01","0.2","","1","38214036","3","103311","wac_birthday_wish_02","0","0.2","38214"
"-200","","","","38214037","2","103311","0.01","-330","","38214"
"wac_birthday_idle_smile","","","","38214038","3","103811","","1","0.2","38214"
"180","","","","38214039","2","103811","0.01","-320","","38214"
"wac_birthday_idle_normal","","","","38214040","3","102611","","1","0.2","38214"
"280","","","","38214041","2","102611","0.01","-360","","38214"
"wac_birthday_idle_doya","","","","38214042","3","105211","","1","0.2","38214"
"420","","","","38214043","2","105211","0.01","-340","","38214"
"","","","","38214044","93","0","","","","38214"
"1","","","","38214045","32","800","","","","38214"
"","","","","38214046","93","0.7","","","","38214"
"1","","","","38214047","32","702","","","","38214"
"","","","","38214048","93","0.5","","","","38214"
"se_sys_login_birthday_blow_candle","","","","38214049","23","se_common","","0","","38214"
"0","","","","38214050","32","701","","","","38214"
"","","","","38214051","93","0.4","","","","38214"
"se_sys_login_birthday_cracker","","","","38214052","23","se_common","","0","","38214"
"1","","","","38214053","32","700","","","","38214"
"se_sys_login_birthday_calendar_applause","","","","38214054","23","se_common","","0","","38214"
"wac_birthday_clap","0.2","","1","38214055","3","103811","wac_birthday_idle_smile","0","0.2","38214"
"","","","","38214056","93","0.1","","","","38214"
"wac_birthday_clap","0.2","","1","38214057","3","102611","wac_birthday_idle_normal","0","0.2","38214"
"","","","","38214058","93","0.1","","","","38214"
"wac_birthday_clap","0.2","","1","38214059","3","105211","wac_birthday_idle_doya","0","0.2","38214"
"","","","","38214060","93","2","","","","38214"
"","","","","38214061","131","1","","","","38214"
"vo_wac_38214_000","","","","38214062","21","vo_wac_38214","0","0","","38214"
"みんな、今日はオラの誕生日を\n祝ってくれてあんがとな～♪\nそれで～……う～ん……！","0","0.5","1","38214063","11","103311","1","10","0","38214"
"1","","","","38214064","93","6","","","","38214"
"wac_birthday_talk_sad","","","","38214065","3","103311","","1","0.2","38214"
"","","","","38214066","91","38214063","","","","38214"
"wac_birthday_idle_sad","","","","38214067","3","103311","","1","0.2","38214"
"wac_birthday_talk_sad","","","","38214068","3","103811","","1","0.2","38214"
"vo_wac_38214_001","","","","38214069","21","vo_wac_38214","0","0","","38214"
"マヒルさん、どうしました……？\nもしかして、誕生日ケーキに\n変なところでも……？","0","0.5","1","38214070","11","103811","1","10","0","38214"
"","","","","38214071","91","0","","","","38214"
"wac_birthday_idle_normal","","","","38214072","3","103811","","1","0.2","38214"
"wac_birthday_talk_normal","","","","38214073","3","103311","","1","0.2","38214"
"vo_wac_38214_002","","","","38214074","21","vo_wac_38214","0","0","","38214"
"いや、そんなことねぇよ！？\n祝ってもらってすごくうれしいけんど、\nその気持ちをどんな素晴らしいギャグで\n表現すべきか悩んでんだべ……","0","0.5","1","38214075","11","103311","1","10","0","38214"
"","","","","38214076","91","0","","","","38214"
"wac_birthday_idle_normal","","","","38214077","3","103311","","1","0.2","38214"
"wac_birthday_talk_smile","","","","38214078","3","102611","","1","0.2","38214"
"vo_wac_38214_003","","","","38214079","21","vo_wac_38214","0","0","","38214"
"いやいや、紛らわしすぎるから。\n普通のお礼で十分でしょ、\n深刻そうなオーラ醸さないでよね？","0","0.5","1","38214080","11","102611","1","10","0","38214"
"","","","","38214081","91","0","","","","38214"
"wac_birthday_idle_smile","","","","38214082","3","102611","","1","0.2","38214"
"wac_birthday_talk_smile","","","","38214083","3","105211","","1","0.2","38214"
"vo_wac_38214_004","","","","38214084","21","vo_wac_38214","0","0","","38214"
"そうそう。\n難しい顔するより、\nみんなで楽しくおいしくケーキを\n食べましょう♪","0","0.5","1","38214085","11","105211","1","10","0","38214"
"","","","","38214086","91","0","","","","38214"
"wac_birthday_idle_smile","","","","38214087","3","105211","","1","0.2","38214"
"wac_birthday_talk_smile","","","","38214088","3","103311","","1","0.2","38214"
"vo_wac_38214_005","","","","38214089","21","vo_wac_38214","0","0","","38214"
"いや、みんなにきちんと\nギャグでお返ししてぇべ！　……あ！\nバースデーは、とばーすでー！\nさ、今年も飛ばしてくど！","0","0.5","1","38214090","11","103311","1","10","0","38214"
"","","","","38214091","91","0","","","","38214"
"","","","","38214092","22","0","","","","38214"
"bgm_M321_2C","","","","38614001","25","bgm_M321","","","","38614"
"105111","0","wac_birthday_idle_normal","-70","38614002","1","1","-1000","250","2","38614"
"105611","1","wac_birthday_idle_smile","-260","38614003","1","1","170","256","2","38614"
"100911","1","wac_birthday_idle_doya","-310","38614004","1","1","270","259","2","38614"
"101311","1","wac_birthday_idle_wish","-270","38614005","1","1","400","257","2","38614"
"102711","1","wac_birthday_idle_normal","-310","38614006","1","1","510","258","2","38614"
"300","","","","38614007","13","105111","","","","38614"
"300","","","","38614008","13","105611","","","","38614"
"300","","","","38614009","13","100911","","","","38614"
"300","","","","38614010","13","101311","","","","38614"
"300","","","","38614011","13","102711","","","","38614"
"600","","","1","38614012","31","600","0","0","1","38614"
"602","","","1","38614013","31","602","0","0","0","38614"
"603","","","1","38614014","31","603","0","0","0","38614"
"604","","","1","38614015","31","604","60","30","1","38614"
"610","","","1","38614016","31","610","0","0","1","38614"
"700","","","1","38614017","31","700","0","0","0","38614"
"701","","","1","38614018","31","701","0","0","0","38614"
"702","","","1","38614019","31","702","0","0","0","38614"
"800","","","1","38614020","31","800","0","0","0","38614"
"967","","","1","38614021","31","967","60","30","1","38614"
"","","","","38614022","93","1","","","","38614"
"wac_birthday_reaction_05","0.2","","1","38614023","3","100911","wac_birthday_reaction_03","0","0.2","38614"
"wac_birthday_reaction_01","0.2","","1","38614024","3","105611","wac_birthday_reaction_03","0","0.2","38614"
"","","","","38614025","93","0.1","","","","38614"
"wac_birthday_reaction_01","0.2","","1","38614026","3","101311","wac_birthday_reaction_04","0","0.2","38614"
"wac_birthday_reaction_02","0.2","","1","38614027","3","102711","wac_birthday_reaction_03","0","0.2","38614"
"","","","","38614028","93","0.3","","","","38614"
"wac_birthday_mitsuki_run_01","","","","38614029","3","105111","","1","0.2","38614"
"0","","","","38614030","2","105111","3","-70","","38614"
"","","","","38614031","93","2.5","","","","38614"
"1","","","","38614032","32","602","","","","38614"
"","","","","38614033","93","0.6","","","","38614"
"0","","","","38614034","32","600","","","","38614"
"0","","","","38614035","32","610","","","","38614"
"0","","","","38614036","32","604","","","","38614"
"1","","","","38614037","32","701","","","","38614"
"0","","","","38614038","33","967","0.01","0","","38614"
"wac_birthday_blowout_01","0.2","","1","38614039","3","105111","wac_birthday_talk_wish","0","0.2","38614"
"-200","","","","38614040","2","105111","0.01","-330","","38614"
"wac_birthday_idle_smile","","","","38614041","3","105611","","1","0.2","38614"
"150","","","","38614042","2","105611","0.01","-320","","38614"
"wac_birthday_idle_doya","","","","38614043","3","100911","","1","0.2","38614"
"260","","","","38614044","2","100911","0.01","-360","","38614"
"wac_birthday_idle_wish","","","","38614045","3","101311","","1","0.2","38614"
"390","","","","38614046","2","101311","0.01","-320","","38614"
"wac_birthday_idle_normal","","","","38614047","3","102711","","1","0.2","38614"
"500","","","","38614048","2","102711","0.01","-360","","38614"
"","","","","38614049","93","0","","","","38614"
"1","","","","38614050","32","800","","","","38614"
"","","","","38614051","93","0.7","","","","38614"
"1","","","","38614052","32","702","","","","38614"
"","","","","38614053","93","0.5","","","","38614"
"se_sys_login_birthday_blow_candle","","","","38614054","23","se_common","","0","","38614"
"0","","","","38614055","32","701","","","","38614"
"","","","","38614056","93","0.4","","","","38614"
"se_sys_login_birthday_cracker","","","","38614057","23","se_common","","0","","38614"
"1","","","","38614058","32","700","","","","38614"
"se_sys_login_birthday_calendar_applause","","","","38614059","23","se_common","","0","","38614"
"wac_birthday_clap","0.2","","1","38614060","3","105611","wac_birthday_idle_smile","0","0.2","38614"
"wac_birthday_clap_to_wish","0.2","","1","38614061","3","101311","wac_birthday_idle_wish","0","0.2","38614"
"","","","","38614062","93","0.1","","","","38614"
"wac_birthday_clap","0.2","","1","38614063","3","100911","wac_birthday_idle_doya","0","0.2","38614"
"","","","","38614064","93","0.1","","","","38614"
"wac_birthday_clap","0.2","","1","38614065","3","102711","wac_birthday_idle_normal","0","0.2","38614"
"","","","","38614066","93","2","","","","38614"
"","","","","38614067","131","1","","","","38614"
"vo_wac_38614_000","","","","38614068","21","vo_wac_38614","0","0","","38614"
"今日は、私の誕生日を\nお祝いしてくれてありがとう。\nケーキを食べる前に、\n一つだけ質問してもいいかしら？","0","0.5","1","38614069","11","105111","1","10","0","38614"
"","","","","38614070","91","0","","","","38614"
"wac_birthday_idle_wish","","","","38614071","3","105111","","1","0.2","38614"
"wac_birthday_talk_normal","","","","38614072","3","105611","","1","0.2","38614"
"vo_wac_38614_001","","","","38614073","21","vo_wac_38614","0","0","","38614"
"ああ、かまわないけど……\n急にあらたまって、どうしたんだい？\nずいぶん真剣な様子じゃないか。","0","0.5","1","38614074","11","105611","1","10","0","38614"
"","","","","38614075","91","0","","","","38614"
"wac_birthday_idle_normal","","","","38614076","3","105611","","1","0.2","38614"
"wac_birthday_talk_sad","","","","38614077","3","105111","","1","0.2","38614"
"vo_wac_38614_002","","","","38614078","21","vo_wac_38614","0","0","","38614"
"いえ、あのね？\nテーブルの下に、未使用のロウソクが\n大量に袋詰めしてあるんだけど。\nこれは、なに？","0","0.5","1","38614079","11","105111","1","10","0","38614"
"","","","","38614080","91","0","","","","38614"
"wac_birthday_idle_sad","","","","38614081","3","105111","","1","0.2","38614"
"wac_birthday_talk_smile","","","","38614082","3","100911","","1","0.2","38614"
"vo_wac_38614_003","","","","38614083","21","vo_wac_38614","0","0","","38614"
"ああ、ミツキの年の数だけ\nロウソクを買ったつもりが、\nいざ実際の年齢を確認してみたら\n思ったより余ってしまって……","0","0.5","1","38614084","11","100911","1","10","0","38614"
"","","","","38614085","91","0","","","","38614"
"wac_birthday_idle_normal","","","","38614086","3","100911","","1","0.2","38614"
"wac_birthday_talk_sad","","","","38614087","3","101311","","1","0.2","38614"
"vo_wac_38614_004","","","","38614088","21","vo_wac_38614","0","0","","38614"
"ちょっ、アンナたそ、ストップ～！？\nその説明は正しいけどまずいですぞ！\n女なのに乙女心分かってなさすぎ！","0","0.5","1","38614089","11","101311","1","10","0","38614"
"","","","","38614090","91","0","","","","38614"
"wac_birthday_idle_sad","","","","38614091","3","101311","","1","0.2","38614"
"wac_birthday_anna_idle_shock","","","","38614092","3","100911","","1","0.2","38614"
"wac_birthday_mitsuki_angry","","","","38614093","3","105111","","1","0.2","38614"
"vo_wac_38614_005","","","","38614094","21","vo_wac_38614","0","0","","38614"
"……へー、そう。\nずいぶん余ったわね～\nいったいあなたたちには、\n私が何歳に見えているのかしら……？","0","0.5","1","38614095","11","105111","1","10","0","38614"
"","","","","38614096","91","0","","","","38614"
"wac_birthday_idle_normal","","","","38614097","3","105111","","1","0.2","38614"
"wac_birthday_talk_smile","","","","38614098","3","102711","","1","0.2","38614"
"vo_wac_38614_006","","","","38614099","21","vo_wac_38614","0","0","","38614"
"クスクス……安心してください。\n少なくともロウソクの数よりは、\nずっと若々しく見えていますわ……♪","0","0.5","1","38614100","11","102711","1","10","0","38614"
"","","","","38614101","91","0","","","","38614"
"","","","","38614102","22","0","","","","38614"
"bgm_M321_2C","","","","38914001","25","bgm_M321","","","","38914"
"105711","0","wac_birthday_idle_normal","-70","38914002","1","1","-1000","250","2","38914"
"118511","1","wac_birthday_idle_wish","-290","38914003","1","1","310","256","2","38914"
"300","","","","38914004","13","105711","","","","38914"
"300","","","","38914005","13","118511","","","","38914"
"600","","","1","38914006","31","600","0","0","1","38914"
"602","","","1","38914007","31","602","0","0","0","38914"
"603","","","1","38914008","31","603","0","0","0","38914"
"604","","","1","38914009","31","604","60","30","1","38914"
"610","","","1","38914010","31","610","0","0","1","38914"
"700","","","1","38914011","31","700","0","0","0","38914"
"701","","","1","38914012","31","701","0","0","0","38914"
"702","","","1","38914013","31","702","0","0","0","38914"
"800","","","1","38914014","31","800","0","0","0","38914"
"968","","","1","38914015","31","968","60","30","1","38914"
"","","","","38914016","93","1","","","","38914"
"wac_birthday_reaction_01","0.2","","1","38914017","3","118511","wac_birthday_reaction_03","0","0.2","38914"
"","","","","38914018","93","0.4","","","","38914"
"wac_birthday_run_01","","","","38914019","3","105711","","1","0.2","38914"
"0","","","","38914020","2","105711","3","-70","","38914"
"","","","","38914021","93","2.5","","","","38914"
"1","","","","38914022","32","602","","","","38914"
"","","","","38914023","93","0.6","","","","38914"
"0","","","","38914024","32","600","","","","38914"
"0","","","","38914025","32","610","","","","38914"
"0","","","","38914026","32","604","","","","38914"
"1","","","","38914027","32","701","","","","38914"
"0","","","","38914028","33","968","0.01","0","","38914"
"wac_birthday_blowout_01","0.2","","1","38914029","3","105711","wac_birthday_wish_02","0","0.2","38914"
"-200","","","","38914030","2","105711","0.01","-330","","38914"
"wac_birthday_idle_wish","","","","38914031","3","118511","","1","0.2","38914"
"200","","","","38914032","2","118511","0.01","-330","","38914"
"","","","","38914033","93","0","","","","38914"
"1","","","","38914034","32","800","","","","38914"
"","","","","38914035","93","0.7","","","","38914"
"1","","","","38914036","32","702","","","","38914"
"","","","","38914037","93","0.5","","","","38914"
"se_sys_login_birthday_blow_candle","","","","38914038","23","se_common","","0","","38914"
"0","","","","38914039","32","701","","","","38914"
"","","","","38914040","93","0.4","","","","38914"
"se_sys_login_birthday_cracker","","","","38914041","23","se_common","","0","","38914"
"1","","","","38914042","32","700","","","","38914"
"se_sys_login_birthday_calendar_applause","","","","38914043","23","se_common","","0","","38914"
"wac_birthday_clap_to_wish","0.2","","1","38914044","3","118511","wac_birthday_idle_wish","0","0.2","38914"
"","","","","38914045","93","2.1","","","","38914"
"","","","","38914046","131","1","","","","38914"
"vo_wac_38914_000","","","","38914047","21","vo_wac_38914","0","0","","38914"
"素敵なケーキをありがとう！\n二人とも、私の誕生日、\n覚えててくれたんだ♪","0","0.5","1","38914048","11","105711","1","10","0","38914"
"","","","","38914049","91","0","","","","38914"
"wac_birthday_idle_smile","","","","38914050","3","105711","","1","0.2","38914"
"wac_birthday_talk_smile","","","","38914051","3","118511","","1","0.2","38914"
"vo_wac_38914_001","","","","38914052","21","vo_wac_38914","0","0","","38914"
"もちろんです♪\n彼からジータさんが喜びそうな\nケーキについて相談されたときは、\n結構悩みましたが……","0","0.5","1","38914053","11","118511","1","10","0","38914"
"","","","","38914054","91","0","","","","38914"
"wac_birthday_idle_smile","","","","38914055","3","118511","","1","0.2","38914"
"wac_birthday_talk_wish","","","","38914056","3","105711","","1","0.2","38914"
"vo_wac_38914_002","","","","38914057","21","vo_wac_38914","0","0","","38914"
"そこまで考えてくれたんだ……！\n一人で旅をしてたころは、\nこんなの想像もできなかったなぁ……\nすっごくうれしい♪","0","0.5","1","38914058","11","105711","1","10","0","38914"
"","","","","38914059","91","0","","","","38914"
"wac_birthday_talk_doya","","","","38914060","3","105711","","1","0.2","38914"
"vo_wac_38914_003","","","","38914061","21","vo_wac_38914","0","0","","38914"
"このお返しは、いつか必ずするね。\n一人前の騎空士として、\n仲間のことをお祝いしたいんだ！","0","0.5","1","38914062","11","105711","1","10","0","38914"
"","","","","38914063","91","0","","","","38914"
"","","","","38914064","22","0","","","","38914"
"bgm_M321_2C","","","","39114001","25","bgm_M321","","","","39114"
"103211","0","wac_birthday_idle_normal","-70","39114002","1","1","-1000","250","2","39114"
"104611","1","wac_birthday_idle_doya","-270","39114003","1","1","200","256","2","39114"
"104811","1","wac_birthday_idle_wish","-310","39114004","1","1","310","258","2","39114"
"103411","1","wac_birthday_idle_smile","-290","39114005","1","1","440","257","2","39114"
"300","","","","39114006","13","103211","","","","39114"
"300","","","","39114007","13","104611","","","","39114"
"300","","","","39114008","13","104811","","","","39114"
"300","","","","39114009","13","103411","","","","39114"
"600","","","1","39114010","31","600","0","0","1","39114"
"602","","","1","39114011","31","602","0","0","0","39114"
"603","","","1","39114012","31","603","0","0","0","39114"
"604","","","1","39114013","31","604","60","30","1","39114"
"610","","","1","39114014","31","610","0","0","1","39114"
"700","","","1","39114015","31","700","0","0","0","39114"
"701","","","1","39114016","31","701","0","0","0","39114"
"702","","","1","39114017","31","702","0","0","0","39114"
"800","","","1","39114018","31","800","0","0","0","39114"
"969","","","1","39114019","31","969","60","30","1","39114"
"","","","","39114020","93","1","","","","39114"
"wac_birthday_reaction_01","0.2","","1","39114021","3","104811","wac_birthday_reaction_03","0","0.2","39114"
"","","","","39114022","93","0.1","","","","39114"
"wac_birthday_reaction_02","0.2","","1","39114023","3","104611","wac_birthday_reaction_03","0","0.2","39114"
"wac_birthday_reaction_05","0.2","","1","39114024","3","103411","wac_birthday_reaction_03","0","0.2","39114"
"","","","","39114025","93","0.3","","","","39114"
"wac_birthday_run_01","","","","39114026","3","103211","","1","0.2","39114"
"0","","","","39114027","2","103211","3","-70","","39114"
"","","","","39114028","93","2.5","","","","39114"
"1","","","","39114029","32","602","","","","39114"
"","","","","39114030","93","0.6","","","","39114"
"0","","","","39114031","32","600","","","","39114"
"0","","","","39114032","32","610","","","","39114"
"0","","","","39114033","32","604","","","","39114"
"1","","","","39114034","32","701","","","","39114"
"0","","","","39114035","33","969","0.01","0","","39114"
"wac_birthday_blowout_01","0.2","","1","39114036","3","103211","wac_birthday_wish_04","0","0.2","39114"
"-200","","","","39114037","2","103211","0.01","-330","","39114"
"wac_birthday_idle_doya","","","","39114038","3","104611","","1","0.2","39114"
"180","","","","39114039","2","104611","0.01","-320","","39114"
"wac_birthday_idle_wish","","","","39114040","3","104811","","1","0.2","39114"
"290","","","","39114041","2","104811","0.01","-360","","39114"
"wac_birthday_idle_smile","","","","39114042","3","103411","","1","0.2","39114"
"420","","","","39114043","2","103411","0.01","-340","","39114"
"","","","","39114044","93","0","","","","39114"
"1","","","","39114045","32","800","","","","39114"
"","","","","39114046","93","0.7","","","","39114"
"1","","","","39114047","32","702","","","","39114"
"","","","","39114048","93","0.5","","","","39114"
"se_sys_login_birthday_blow_candle","","","","39114049","23","se_common","","0","","39114"
"0","","","","39114050","32","701","","","","39114"
"","","","","39114051","93","0.4","","","","39114"
"se_sys_login_birthday_cracker","","","","39114052","23","se_common","","0","","39114"
"1","","","","39114053","32","700","","","","39114"
"se_sys_login_birthday_calendar_applause","","","","39114054","23","se_common","","0","","39114"
"wac_birthday_clap","0.2","","1","39114055","3","104611","wac_birthday_idle_doya","0","0.2","39114"
"","","","","39114056","93","0.1","","","","39114"
"wac_birthday_clap_to_wish","0.2","","1","39114057","3","104811","wac_birthday_idle_wish","0","0.2","39114"
"","","","","39114058","93","0.1","","","","39114"
"wac_birthday_clap","0.2","","1","39114059","3","103411","wac_birthday_idle_smile","0","0.2","39114"
"","","","","39114060","93","2","","","","39114"
"","","","","39114061","131","1","","","","39114"
"vo_wac_39114_000","","","","39114062","21","vo_wac_39114","0","0","","39114"
"本当に、ありがとうございます……！\n私、このように誕生日を祝ってくれる\n友人に恵まれて、幸せ者です！","0","0.5","1","39114063","11","103211","1","10","0","39114"
"","","","","39114064","91","0","","","","39114"
"wac_birthday_idle_wish","","","","39114065","3","103211","","1","0.2","39114"
"wac_birthday_talk_smile","","","","39114066","3","104611","","1","0.2","39114"
"vo_wac_39114_001","","","","39114067","21","vo_wac_39114","0","0","","39114"
"当然のことをしたまでにゃ♪\nアキノとは【メルクリウス財団】の\n仲間として、一緒に苦労してきたにゃ。","0","0.5","1","39114068","11","104611","1","10","0","39114"
"","","","","39114069","91","0","","","","39114"
"wac_birthday_idle_smile","","","","39114070","3","104611","","1","0.2","39114"
"wac_birthday_talk_normal","","","","39114071","3","104811","","1","0.2","39114"
"vo_wac_39114_002","","","","39114072","21","vo_wac_39114","0","0","","39114"
"いろんなことがあったわよね……\n飛空艇を沈め、学院を破壊し、\n何度も破産の危機を迎えながらも……","0","0.5","1","39114073","11","104811","1","10","0","39114"
"","","","","39114074","91","0","","","","39114"
"wac_birthday_idle_normal","","","","39114075","3","104811","","1","0.2","39114"
"wac_birthday_talk_doya","","","","39114076","3","103411","","1","0.2","39114"
"vo_wac_39114_003","","","","39114077","21","vo_wac_39114","0","0","","39114"
"麦しゅわの助けも借りながら、\nみんなで協力して、\n全部乗り越えることができたもの！","0","0.5","1","39114078","11","103411","1","10","0","39114"
"","","","","39114079","91","0","","","","39114"
"wac_birthday_idle_doya","","","","39114080","3","103411","","1","0.2","39114"
"wac_birthday_talk_normal","","","","39114081","3","103211","","1","0.2","39114"
"vo_wac_39114_004","","","","39114082","21","vo_wac_39114","0","0","","39114"
"麦しゅわで心の痛みを和らげていたのは\nユカリさんだけですが、確かに、\n私たちは戦友と呼べるほどに\n深い絆で結ばれたのかもしれません。","0","0.5","1","39114083","11","103211","1","10","0","39114"
"","","","","39114084","91","0","","","","39114"
"wac_birthday_talk_smile","","","","39114085","3","103211","","1","0.2","39114"
"vo_wac_39114_005","","","","39114086","21","vo_wac_39114","0","0","","39114"
"それでは私の誕生日に加えて、\n【メルクリウス財団】の友情が\n永遠に続くことを願い……乾杯ですわ！","0","0.5","1","39114087","11","103211","1","10","0","39114"
"","","","","39114088","91","0","","","","39114"
"","","","","39114089","22","0","","","","39114"
"bgm_M321_2C","","","","39314001","25","bgm_M321","","","","39314"
"105211","0","wac_birthday_idle_normal","-70","39314002","1","1","-1000","250","2","39314"
"103311","1","wac_birthday_idle_normal","-270","39314003","1","1","200","256","2","39314"
"102611","1","wac_birthday_idle_smile","-310","39314004","1","1","300","258","2","39314"
"103811","1","wac_birthday_idle_smile","-290","39314005","1","1","440","257","2","39314"
"300","","","","39314006","13","105211","","","","39314"
"300","","","","39314007","13","103311","","","","39314"
"300","","","","39314008","13","102611","","","","39314"
"300","","","","39314009","13","103811","","","","39314"
"600","","","1","39314010","31","600","0","0","1","39314"
"602","","","1","39314011","31","602","0","0","0","39314"
"603","","","1","39314012","31","603","0","0","0","39314"
"604","","","1","39314013","31","604","60","30","1","39314"
"610","","","1","39314014","31","610","0","0","1","39314"
"700","","","1","39314015","31","700","0","0","0","39314"
"701","","","1","39314016","31","701","0","0","0","39314"
"702","","","1","39314017","31","702","0","0","0","39314"
"800","","","1","39314018","31","800","0","0","0","39314"
"970","","","1","39314019","31","970","60","30","1","39314"
"","","","","39314020","93","1","","","","39314"
"wac_birthday_reaction_01","0.2","","1","39314021","3","102611","wac_birthday_reaction_03","0","0.2","39314"
"","","","","39314022","93","0.1","","","","39314"
"wac_birthday_reaction_02","0.2","","1","39314023","3","103311","wac_birthday_reaction_03","0","0.2","39314"
