484e350b06b7b61db6b2b88c00d036774bd7744a1e7b81df8522c916350c0831,283e10338d86519f9521b38f252659fce02febdcedd26b7eff92fa3844e26532,4a97e33b0213b97ce6f219e5a36bdedf48d8318c381345e26025afe80bc5eea1,1e87237963fc2b49c77476ca62676438fc512458a97c005d9e74ae6caf501bcd,c6f1b728f3e8de746f3560c227515f72c497a218f580cfa857c0c6b4f0e59e92,3e5475b95efefb4f3d75c4275e9894d84e3dafa11cabf0d86c5b74d1f610794b,42f4928e72fc61c74f5ec56c56ac7109fc4f407e3ef1faac9be56a4ed5eac0af,f8cf7734732c85a23c5633f437c472073d41e78bc8f113b7dae1ca77fda5778f,5a8d9e1503e7589407334397ecdf60f2121b39c4362d17ebbd0f586217e1cce9,ba618bcdec8794aaffb0c7f7b8569478da90cfadc9c0408cb179c34312d54c08,3aefde05799987c7fa0a5be40df63e2057d1ed864c32eeb0631eaa6342092ea0,dd63ccdcb91195e64704e4b38d9d7a512796501a30c78cd8140c089273786d28,f1cc9bf24fbf4ea920f25952e6cdca7c1f5026eedb6e2526b1c45ed704eafc94,8f083b6b4edca7f4f1e31b5ca5adac7da40bf64cf467e7a6fc4eb9c32e50424f,1b8debf669ac0ef3b5a9d1c73cacb0a3185471742aae773acce750e2b0032409,cd9c35c77e11bb59671ea0512cf5cfff1d8c9198462c96c0393dbcdd594019c5,77c83ba0dc62098d7821914f7e0a2d0a8ae6eeab2523d4b239f84c35b31360e4,29ebc5d8778eded9db82a16578f46db7c40a189c4d75b0555c7de4cca54ef00e,85120ff60bdcd325c2e560e174b81408e335481e2590c19093f024824b6500a9,38a836b5a78905ab34f963439f32b64de1bb9aaa3dc1020e48b07baa901c57bf,3b900a56682e080b3855402a2b97176a61f9dafb24b4d83593028133d7aa4358,8bac3055090d58b2831a0bf77516c562b1c0cbde5ff67f9dfcfb3b1875f5415f,ef16951c9180632ef3626562de2cbdbb18c0f741a55cae65c6eefcf2ee4024d9,c52a1ba3fd6850f7bfa5616275aa48dc2fb04c9b63fe60f937aa7a1c7c4667b6,50ab20e11fd6f4bb1e4af7d6e9b02d21dc9d9917cd9247caf334f23197c7555f,fafdbd8c3e840757a2afc8504e27182a47d6dc55dfbc26e5558ea491817cbbd2,3c8a6f559dca3ff81ae03ab442720e39f1f2bfbaed9b1823cd50ad25f7053183,e22d6b5b709a5d74483abeaec5ac3aa976f2c08d063ea950fb1d96e170836da4,ad65839024c8d3095f779cae7daab01f6699008f52aeeb7f853f671fd68d4a1a,e4d63e367eb3b12038ef13808022d23e4ad841d876918e3d18c2236a48dda448,aeef5418b05b72eb1756bb40b9250bb4c8413f433bb04777115eb32071f660b4,0ff4e2ce9c7a924030314575025804b6966619d7afccc108bc36ed96e67a51ad,884596ff252a79bde0499953af510228b087d0b4a60beb78817c8f95bec1e552,c78cec1e939b6e32849b7fe662e092679f899474788616a4da8a0df00971feb6,3a67a83d001bc5296d5e0725bea22702f4d5322f7687d5d14566d49c6535f277,5e6a6f9bc0827e7335d387adf7ca96539c5dcf798a71e52b02f4a95215af2b42,27a85876258f98df1a4e947849ee718562f6fd51759bcce879d583d2987e8144,5fbfb980522ec44afbbc6cbf2c316c2598f77bd651c9843c63ed3c7aed3ede6e,5c6459f386907cd94814c273fe295c87d3e2275d049be3b8064f52ff5a6b93e2,07f4d902ceaed07e233b186741b9a3799ea19d778521bfe6f1df14b6368c6995
"12","12","0","12","12","0","1","0","12","158","12","12","0","12","0","12","0","12","0","12","12","0","0","868","200000001","12","12","11","1","10","12","203400","10","12","30","13","1","0","12","670340012"
"13","13","0","13","13","0","1","0","13","162","13","13","0","13","0","13","0","13","0","13","13","0","0","871","200000001","13","13","11","1","10","13","203400","10","13","30","14","1","0","13","670340013"
"14","14","0","14","14","0","1","0","14","165","14","14","0","14","0","14","0","14","0","14","14","0","0","874","200000001","14","14","12","1","10","14","203400","10","14","30","14","1","0","14","670340014"
"15","15","0","15","15","0","1","0","15","169","15","15","0","15","0","15","0","15","0","15","15","0","0","876","200000001","15","15","13","1","10","15","203400","10","15","30","15","1","0","15","670340015"
"16","16","0","16","16","0","1","0","16","195","16","16","0","16","0","16","0","16","0","16","16","0","0","1199","200000001","16","16","13","1","10","16","203400","10","16","30","15","1","0","16","670340016"
"17","17","0","17","17","0","1","0","17","220","17","17","0","17","0","17","0","17","0","17","17","0","0","1522","200000001","17","17","13","1","10","17","203400","10","17","30","15","1","0","17","670340017"
"18","18","0","18","18","0","1","0","18","226","18","18","0","18","0","18","0","18","0","18","18","0","0","1709","200000001","18","18","13","1","10","18","203400","10","18","30","15","1","0","18","670340018"
"19","19","0","19","19","0","1","0","19","231","19","19","0","19","0","19","0","19","0","19","19","0","0","1896","200000001","19","19","13","1","10","19","203400","10","19","30","16","1","0","19","670340019"
"20","20","0","20","20","0","1","0","20","237","20","20","0","20","0","20","0","20","0","20","20","0","0","2083","200000001","20","20","14","1","10","20","203400","10","20","30","16","1","0","20","670340020"
"21","21","0","21","21","0","1","0","21","252","21","21","0","21","0","21","0","21","0","21","21","0","0","2156","200000001","21","21","14","1","10","21","203400","10","21","30","17","1","0","21","670340021"
"22","22","0","22","22","0","1","0","22","267","22","22","0","22","0","22","0","22","0","22","22","0","0","2230","200000001","22","22","14","1","10","22","203400","10","22","30","17","1","0","22","670340022"
"23","23","0","23","23","0","1","0","23","267","23","23","0","23","0","23","0","23","0","23","23","0","0","2411","200000001","23","23","14","1","10","23","203400","10","23","30","17","1","0","23","670340023"
"24","24","0","24","24","0","1","0","24","295","24","24","0","24","0","24","0","24","0","24","24","0","0","2566","200000001","24","24","16","1","10","24","203400","10","24","30","19","1","0","24","670340024"
"25","25","0","25","25","0","1","0","25","323","25","25","0","25","0","25","0","25","0","25","25","0","0","2721","200000001","25","25","17","1","10","25","203400","10","25","30","21","1","0","25","670340025"
"26","26","0","26","26","0","1","0","26","352","26","26","0","26","0","26","0","26","0","26","26","0","0","2875","200000001","26","26","19","1","10","26","203400","10","26","30","24","1","0","26","670340026"
"27","27","0","27","27","0","1","0","27","380","27","27","0","27","0","27","0","27","0","27","27","0","0","3030","200000001","27","27","21","1","10","27","203400","10","27","30","26","1","0","27","670340027"
"28","28","0","28","28","0","1","0","28","408","28","28","0","28","0","28","0","28","0","28","28","0","0","3185","200000001","28","28","23","1","10","28","203400","10","28","30","28","1","0","28","670340028"
"29","29","0","29","29","0","1","0","29","448","29","29","0","29","0","29","0","29","0","29","29","0","0","4202","200000001","29","29","23","1","10","29","203400","10","29","30","29","1","0","29","670340029"
"30","30","0","30","30","0","1","0","30","493","30","30","0","30","0","30","0","30","0","30","30","0","0","4279","200000001","30","30","23","1","10","30","203400","10","30","30","29","1","0","30","670340030"
"31","31","0","31","31","0","1","0","31","539","31","31","0","31","0","31","0","31","0","31","31","0","0","4356","200000001","31","31","23","1","10","31","203400","10","31","30","28","1","0","31","670340031"
"32","32","0","32","32","0","1","0","32","548","32","32","0","32","0","32","0","32","0","32","32","0","0","4433","200000001","32","32","23","1","10","32","203400","10","32","30","28","1","0","32","670340032"
"33","33","0","33","33","0","1","0","33","558","33","33","0","33","0","33","0","33","0","33","33","0","0","4510","200000001","33","33","23","1","10","33","203400","10","33","30","28","1","0","33","670340033"
"34","34","0","34","34","0","1","0","34","567","34","34","0","34","0","34","0","34","0","34","34","0","0","5429","200000001","34","34","24","1","10","34","203400","10","34","30","28","1","0","34","670340034"
"35","35","0","35","35","0","1","0","35","594","35","35","0","35","0","35","0","35","0","35","35","0","0","5661","200000001","35","35","26","1","10","35","203400","10","35","30","32","1","0","35","670340035"
"36","36","0","36","36","0","1","0","36","670","36","36","0","36","0","36","0","36","0","36","36","0","0","5893","200000001","36","36","29","1","10","36","203400","10","36","30","36","1","0","36","670340036"
"37","37","0","37","37","0","1","0","37","646","37","37","0","37","0","37","0","37","0","37","37","0","0","6125","200000001","37","37","32","1","10","37","203400","10","37","30","39","1","0","37","670340037"
"38","38","0","38","38","0","1","0","38","673","38","38","0","38","0","38","0","38","0","38","38","0","0","6357","200000001","38","38","34","1","10","38","203400","10","38","30","43","1","0","38","670340038"
"39","39","0","39","39","0","1","0","39","753","39","39","0","39","0","39","0","39","0","39","39","0","0","6701","200000001","39","39","32","1","10","39","203400","10","39","30","42","1","0","39","670340039"
"40","40","0","40","40","0","1","0","40","796","40","40","0","40","0","40","0","40","0","40","40","0","0","7365","200000001","40","40","34","1","10","40","203400","10","40","30","44","1","0","40","670340040"
"41","41","0","41","41","0","1","0","41","882","41","41","0","41","0","41","0","41","0","41","41","0","0","8740","200000001","41","41","36","1","10","41","203400","10","41","30","46","1","0","41","670340041"
"42","42","0","42","42","0","1","0","42","968","42","42","0","42","0","42","0","42","0","42","42","0","0","10115","200000001","42","42","37","1","10","42","203400","10","42","30","47","1","0","42","670340042"
"43","43","0","43","43","0","1","0","43","991","43","43","0","43","0","43","0","43","0","43","43","0","0","10410","200000001","43","43","38","1","10","43","203400","10","43","30","47","1","0","43","670340043"
"44","44","0","44","44","0","1","0","44","1013","44","44","0","44","0","44","0","44","0","44","44","0","0","10705","200000001","44","44","38","1","10","44","203400","10","44","30","47","1","0","44","670340044"
"45","45","0","45","45","0","1","0","45","1113","45","45","0","45","0","45","0","45","0","45","45","0","0","11457","200000001","45","45","39","1","10","45","203400","10","45","30","47","1","0","45","670340045"
"46","46","0","46","46","0","1","0","46","1113","46","46","0","46","0","46","0","46","0","46","46","0","0","12209","200000001","46","46","41","1","10","46","203400","10","46","30","52","1","0","46","670340046"
"47","47","0","47","47","0","1","0","47","1658","47","47","0","47","0","47","0","47","0","47","47","0","0","16589","200000001","47","47","42","1","10","47","203400","10","47","30","61","1","0","47","670340047"
"48","48","0","48","48","0","1","0","48","1717","48","48","0","48","0","48","0","48","0","48","48","0","0","19891","200000001","48","48","46","1","10","48","203400","10","48","30","71","1","0","48","670340048"
"49","49","0","49","49","0","1","0","49","1776","49","49","0","49","0","49","0","49","0","49","49","0","0","20643","200000001","49","49","47","1","10","49","203400","10","49","30","72","1","0","49","670340049"
"50","50","0","50","50","0","1","0","50","1836","50","50","0","50","0","50","0","50","0","50","50","0","0","21395","200000001","50","50","47","1","10","50","203400","10","50","30","72","1","0","50","670340050"
"51","51","0","51","51","0","1","0","51","1895","51","51","0","51","0","51","0","51","0","51","51","0","0","22147","200000001","51","51","48","1","10","51","203400","10","51","30","73","1","0","51","670340051"
"52","52","0","52","52","0","1","0","52","1954","52","52","0","52","0","52","0","52","0","52","52","0","0","22899","200000001","52","52","48","1","10","52","203400","10","52","30","73","1","0","52","670340052"
"53","53","0","53","53","0","1","0","53","2037","53","53","0","53","0","53","0","53","0","53","53","0","0","24415","200000001","53","53","49","1","10","53","203400","10","53","30","74","1","0","53","670340053"
"54","54","0","54","54","0","1","0","54","2120","54","54","0","54","0","54","0","54","0","54","54","0","0","25930","200000001","54","54","49","1","10","54","203400","10","54","30","76","1","0","54","670340054"
"55","55","0","55","55","0","1","0","55","2204","55","55","0","55","0","55","0","55","0","55","55","0","0","27446","200000001","55","55","50","1","10","55","203400","10","55","30","77","1","0","55","670340055"
"56","56","0","56","56","0","1","0","56","2287","56","56","0","56","0","56","0","56","0","56","56","0","0","28962","200000001","56","56","50","1","10","56","203400","10","56","30","78","1","0","56","670340056"
"57","57","0","57","57","0","1","0","57","2370","57","57","0","57","0","57","0","57","0","57","57","0","0","30477","200000001","57","57","51","1","10","57","203400","10","57","30","80","1","0","57","670340057"
"58","58","0","58","58","0","1","0","58","2453","58","58","0","58","0","58","0","58","0","58","58","0","0","31993","200000001","58","58","51","1","10","58","203400","10","58","30","81","1","0","58","670340058"
"59","59","0","59","59","0","1","0","59","2537","59","59","0","59","0","59","0","59","0","59","59","0","0","33508","200000001","59","59","52","1","10","59","203400","10","59","30","82","1","0","59","670340059"
"60","60","0","60","60","0","1","0","60","2670","60","60","0","60","0","60","0","60","0","60","60","0","0","35024","200000001","60","60","52","1","10","60","203400","10","60","30","84","1","0","60","670340060"
"61","61","0","61","61","0","1","0","61","2706","61","61","0","61","0","61","0","61","0","61","61","0","0","36608","200000001","61","61","53","1","10","61","203400","10","61","30","85","1","0","61","670340061"
"62","62","0","62","62","0","1","0","62","2766","62","62","0","62","0","62","0","62","0","62","62","0","0","37216","200000001","62","62","54","1","10","62","203400","10","62","30","86","1","0","62","670340062"
"63","63","0","63","63","0","1","0","63","2827","63","63","0","63","0","63","0","63","0","63","63","0","0","37824","200000001","63","63","56","1","10","63","203400","10","63","30","88","1","0","63","670340063"
"64","64","0","64","64","0","1","0","64","2887","64","64","0","64","0","64","0","64","0","64","64","0","0","38432","200000001","64","64","57","1","10","64","203400","10","64","30","89","1","0","64","670340064"
"65","65","0","65","65","0","1","0","65","2947","65","65","0","65","0","65","0","65","0","65","65","0","0","39040","200000001","65","65","59","1","10","65","203400","10","65","30","90","1","0","65","670340065"
"66","66","0","66","66","0","1","0","66","3008","66","66","0","66","0","66","0","66","0","66","66","0","0","39648","200000001","66","66","60","1","10","66","203400","10","66","30","92","1","0","66","670340066"
"67","67","0","67","67","0","1","0","67","3068","67","67","0","67","0","67","0","67","0","67","67","0","0","40256","200000001","67","67","62","1","10","67","203400","10","67","30","93","1","0","67","670340067"
"68","68","0","68","68","0","1","0","68","3128","68","68","0","68","0","68","0","68","0","68","68","0","0","40864","200000001","68","68","63","1","10","68","203400","10","68","30","94","1","0","68","670340068"
"69","69","0","69","69","0","1","0","69","3189","69","69","0","69","0","69","0","69","0","69","69","0","0","41472","200000001","69","69","65","1","10","69","203400","10","69","30","95","1","0","69","670340069"
"70","70","0","70","70","0","1","0","70","3249","70","70","0","70","0","70","0","70","0","70","70","0","0","42080","200000001","70","70","66","1","10","70","203400","10","70","30","97","1","0","70","670340070"
"71","71","0","71","71","0","1","0","71","3309","71","71","0","71","0","71","0","71","0","71","71","0","0","42688","200000001","71","71","67","1","10","71","203400","10","71","30","98","1","0","71","670340071"
"1","1","0","1","1","0","1","0","1","0","1","1","0","1","0","1","0","1","24","1","1","0","0","563","200000006","1","1","5","1","10","1","203500","10","1","30","3","1","0","1","670350001"
"2","2","0","2","2","0","1","0","2","0","2","2","0","2","0","2","0","2","28","2","2","0","0","578","200000006","2","2","12","1","10","2","203500","10","2","30","3","1","0","2","670350002"
"3","3","0","3","3","0","1","0","3","0","3","3","0","3","0","3","0","3","32","3","3","0","0","594","200000006","3","3","6","1","10","3","203500","10","3","30","4","1","0","3","670350003"
"4","4","0","4","4","0","1","0","4","0","4","4","0","4","0","4","0","4","32","4","4","0","0","594","200000006","4","4","6","1","10","4","203500","10","4","30","4","1","0","4","670350004"
"5","5","0","5","5","0","1","0","5","0","5","5","0","5","0","5","0","5","35","5","5","0","0","597","200000006","5","5","6","1","10","5","203500","10","5","30","4","1","0","5","670350005"
"6","6","0","6","6","0","1","0","6","0","6","6","0","6","0","6","0","6","49","6","6","0","0","628","200000006","6","6","9","1","10","6","203500","10","6","30","6","1","0","6","670350006"
"7","7","0","7","7","0","1","0","7","0","7","7","0","7","0","7","0","7","69","7","7","0","0","856","200000006","7","7","10","1","10","7","203500","10","7","30","6","1","0","7","670350007"
"8","8","0","8","8","0","1","0","8","0","8","8","0","8","0","8","0","8","80","8","8","0","0","1063","200000006","8","8","10","1","10","8","203500","10","8","30","7","1","0","8","670350008"
"9","9","0","9","9","0","1","0","9","0","9","9","0","9","0","9","0","9","93","9","9","0","0","1091","200000006","9","9","11","1","10","9","203500","10","9","30","7","1","0","9","670350009"
"10","10","0","10","10","0","1","0","10","0","10","10","0","10","0","10","0","10","97","10","10","0","0","1121","200000006","10","10","11","1","10","10","203500","10","10","30","8","1","0","10","670350010"
"11","11","0","11","11","0","1","0","11","0","11","11","0","11","0","11","0","11","100","11","11","0","0","1151","200000006","11","11","12","1","10","11","203500","10","11","30","8","1","0","11","670350011"
"12","12","0","12","12","0","1","0","12","0","12","12","0","12","0","12","0","12","103","12","12","0","0","1180","200000006","12","12","12","1","10","12","203500","10","12","30","8","1","0","12","670350012"
"13","13","0","13","13","0","1","0","13","0","13","13","0","13","0","13","0","13","103","13","13","0","0","1180","200000006","13","13","12","1","10","13","203500","10","13","30","8","1","0","13","670350013"
"14","14","0","14","14","0","1","0","14","0","14","14","0","14","0","14","0","14","96","14","14","0","0","1158","200000006","14","14","17","1","10","14","203500","10","14","30","12","1","0","14","670350014"
"15","15","0","15","15","0","1","0","15","0","15","15","0","15","0","15","0","15","99","15","15","0","0","1184","200000006","15","15","18","1","10","15","203500","10","15","30","12","1","0","15","670350015"
"16","16","0","16","16","0","1","0","16","0","16","16","0","16","0","16","0","16","113","16","16","0","0","1589","200000006","16","16","18","1","10","16","203500","10","16","30","12","1","0","16","670350016"
"17","17","0","17","17","0","1","0","17","0","17","17","0","17","0","17","0","17","134","17","17","0","0","1882","200000006","17","17","18","1","10","17","203500","10","17","30","12","1","0","17","670350017"
"18","18","0","18","18","0","1","0","18","0","18","18","0","18","0","18","0","18","156","18","18","0","0","2176","200000006","18","18","19","1","10","18","203500","10","18","30","13","1","0","18","670350018"
"19","19","0","19","19","0","1","0","19","0","19","19","0","19","0","19","0","19","177","19","19","0","0","2469","200000006","19","19","19","1","10","19","203500","10","19","30","13","1","0","19","670350019"
"20","20","0","20","20","0","1","0","20","0","20","20","0","20","0","20","0","20","186","20","20","0","0","2621","200000006","20","20","19","1","10","20","203500","10","20","30","13","1","0","20","670350020"
"21","21","0","21","21","0","1","0","21","0","21","21","0","21","0","21","0","21","189","21","21","0","0","2659","200000006","21","21","19","1","10","21","203500","10","21","30","13","1","0","21","670350021"
"22","22","0","22","22","0","1","0","22","0","22","22","0","22","0","22","0","22","213","22","22","0","0","2777","200000006","22","22","20","1","10","22","203500","10","22","30","14","1","0","22","670350022"
"23","23","0","23","23","0","1","0","23","0","23","23","0","23","0","23","0","23","215","23","23","0","0","2788","200000006","23","23","28","1","10","23","203500","10","23","30","21","1","0","23","670350023"
"24","24","0","24","24","0","1","0","24","0","24","24","0","24","0","24","0","24","218","24","24","0","0","3065","200000006","24","24","29","1","10","24","203500","10","24","30","21","1","0","24","670350024"
"25","25","0","25","25","0","1","0","25","0","25","25","0","25","0","25","0","25","244","25","25","0","0","3346","200000006","25","25","29","1","10","25","203500","10","25","30","21","1","0","25","670350025"
"26","26","0","26","26","0","1","0","26","0","26","26","0","26","0","26","0","26","269","26","26","0","0","3627","200000006","26","26","29","1","10","26","203500","10","26","30","21","1","0","26","670350026"
"27","27","0","27","27","0","1","0","27","0","27","27","0","27","0","27","0","27","272","27","27","0","0","3576","200000006","27","27","29","1","10","27","203500","10","27","30","22","1","0","27","670350027"
"28","28","0","28","28","0","1","0","28","0","28","28","0","28","0","28","0","28","278","28","28","0","0","3981","200000006","28","28","31","1","10","28","203500","10","28","30","23","1","0","28","670350028"
"29","29","0","29","29","0","1","0","29","0","29","29","0","29","0","29","0","29","320","29","29","0","0","4571","200000006","29","29","32","1","10","29","203500","10","29","30","24","1","0","29","670350029"
"30","30","0","30","30","0","1","0","30","0","30","30","0","30","0","30","0","30","362","30","30","0","0","5161","200000006","30","30","32","1","10","30","203500","10","30","30","24","1","0","30","670350030"
"31","31","0","31","31","0","1","0","31","0","31","31","0","31","0","31","0","31","377","31","31","0","0","5211","200000006","31","31","32","1","10","31","203500","10","31","30","24","1","0","31","670350031"
"32","32","0","32","32","0","1","0","32","0","32","32","0","32","0","32","0","32","392","32","32","0","0","5261","200000006","32","32","32","1","10","32","203500","10","32","30","24","1","0","32","670350032"
"33","33","0","33","33","0","1","0","33","0","33","33","0","33","0","33","0","33","412","33","33","0","0","5728","200000006","33","33","32","1","10","33","203500","10","33","30","26","1","0","33","670350033"
"34","34","0","34","34","0","1","0","34","0","34","34","0","34","0","34","0","34","431","34","34","0","0","6195","200000006","34","34","33","1","10","34","203500","10","34","30","28","1","0","34","670350034"
"35","35","0","35","35","0","1","0","35","0","35","35","0","35","0","35","0","35","451","35","35","0","0","6662","200000006","35","35","33","1","10","35","203500","10","35","30","31","1","0","35","670350035"
"36","36","0","36","36","0","1","0","36","0","36","36","0","36","0","36","0","36","471","36","36","0","0","7129","200000006","36","36","33","1","10","36","203500","10","36","30","33","1","0","36","670350036"
"37","37","0","37","37","0","1","0","37","0","37","37","0","37","0","37","0","37","494","37","37","0","0","7457","200000006","37","37","41","1","10","37","203500","10","37","30","34","1","0","37","670350037"
"38","38","0","38","38","0","1","0","38","0","38","38","0","38","0","38","0","38","516","38","38","0","0","7784","200000006","38","38","48","1","10","38","203500","10","38","30","35","1","0","38","670350038"
"39","39","0","39","39","0","1","0","39","0","39","39","0","39","0","39","0","39","595","39","39","0","0","10059","200000006","39","39","48","1","10","39","203500","10","39","30","35","1","0","39","670350039"
"40","40","0","40","40","0","1","0","40","0","40","40","0","40","0","40","0","40","673","40","40","0","0","12334","200000006","40","40","48","1","10","40","203500","10","40","30","35","1","0","40","670350040"
"41","41","0","41","41","0","1","0","41","0","41","41","0","41","0","41","0","41","829","41","41","0","0","13262","200000006","41","41","49","1","10","41","203500","10","41","30","36","1","0","41","670350041"
"42","42","0","42","42","0","1","0","42","0","42","42","0","42","0","42","0","42","984","42","42","0","0","14190","200000006","42","42","50","1","10","42","203500","10","42","30","36","1","0","42","670350042"
"43","43","0","43","43","0","1","0","43","0","43","43","0","43","0","43","0","43","1010","43","43","0","0","14464","200000006","43","43","50","1","10","43","203500","10","43","30","36","1","0","43","670350043"
"44","44","0","44","44","0","1","0","44","0","44","44","0","44","0","44","0","44","1365","44","44","0","0","20501","200000006","44","44","64","1","10","44","203500","10","44","30","47","1","0","44","670350044"
"45","45","0","45","45","0","1","0","45","0","45","45","0","45","0","45","0","45","1721","45","45","0","0","26537","200000006","45","45","79","1","10","45","203500","10","45","30","58","1","0","45","670350045"
"46","46","0","46","46","0","1","0","46","0","46","46","0","46","0","46","0","46","2076","46","46","0","0","32574","200000006","46","46","93","1","10","46","203500","10","46","30","69","1","0","46","670350046"
"47","47","0","47","47","0","1","0","47","0","47","47","0","47","0","47","0","47","2190","47","47","0","0","34796","200000006","47","47","95","1","10","47","203500","10","47","30","70","1","0","47","670350047"
"48","48","0","48","48","0","1","0","48","0","48","48","0","48","0","48","0","48","2304","48","48","0","0","37018","200000006","48","48","97","1","10","48","203500","10","48","30","72","1","0","48","670350048"
"49","49","0","49","49","0","1","0","49","0","49","49","0","49","0","49","0","49","2321","49","49","0","0","37448","200000006","49","49","97","1","10","49","203500","10","49","30","72","1","0","49","670350049"
"50","50","0","50","50","0","1","0","50","0","50","50","0","50","0","50","0","50","2434","50","50","0","0","38292","200000006","50","50","103","1","10","50","203500","10","50","30","75","1","0","50","670350050"
"51","51","0","51","51","0","1","0","51","0","51","51","0","51","0","51","0","51","2546","51","51","0","0","39137","200000006","51","51","109","1","10","51","203500","10","51","30","78","1","0","51","670350051"
"52","52","0","52","52","0","1","0","52","0","52","52","0","52","0","52","0","52","2660","52","52","0","0","39981","200000006","52","52","115","1","10","52","203500","10","52","30","82","1","0","52","670350052"
"53","53","0","53","53","0","1","0","53","0","53","53","0","53","0","53","0","53","2773","53","53","0","0","40825","200000006","53","53","121","1","10","53","203500","10","53","30","85","1","0","53","670350053"
"54","54","0","54","54","0","1","0","54","0","54","54","0","54","0","54","0","54","2885","54","54","0","0","41670","200000006","54","54","127","1","10","54","203500","10","54","30","88","1","0","54","670350054"
"55","55","0","55","55","0","1","0","55","0","55","55","0","55","0","55","0","55","2998","55","55","0","0","42514","200000006","55","55","133","1","10","55","203500","10","55","30","92","1","0","55","670350055"
"56","56","0","56","56","0","1","0","56","0","56","56","0","56","0","56","0","56","3110","56","56","0","0","43358","200000006","56","56","139","1","10","56","203500","10","56","30","95","1","0","56","670350056"
"57","57","0","57","57","0","1","0","57","0","57","57","0","57","0","57","0","57","3222","57","57","0","0","44203","200000006","57","57","145","1","10","57","203500","10","57","30","98","1","0","57","670350057"
"58","58","0","58","58","0","1","0","58","0","58","58","0","58","0","58","0","58","3335","58","58","0","0","45047","200000006","58","58","151","1","10","58","203500","10","58","30","102","1","0","58","670350058"
"59","59","0","59","59","0","1","0","59","0","59","59","0","59","0","59","0","59","3488","59","59","0","0","48787","200000006","59","59","157","1","10","59","203500","10","59","30","107","1","0","59","670350059"
"60","60","0","60","60","0","1","0","60","0","60","60","0","60","0","60","0","60","3642","60","60","0","0","52526","200000006","60","60","163","1","10","60","203500","10","60","30","112","1","0","60","670350060"
"61","61","0","61","61","0","1","0","61","0","61","61","0","61","0","61","0","61","3795","61","61","0","0","56266","200000006","61","61","170","1","10","61","203500","10","61","30","117","1","0","61","670350061"
"62","62","0","62","62","0","1","0","62","0","62","62","0","62","0","62","0","62","3948","62","62","0","0","57110","200000006","62","62","176","1","10","62","203500","10","62","30","122","1","0","62","670350062"
"63","63","0","63","63","0","1","0","63","0","63","63","0","63","0","63","0","63","4101","63","63","0","0","57954","200000006","63","63","182","1","10","63","203500","10","63","30","127","1","0","63","670350063"
"64","64","0","64","64","0","1","0","64","0","64","64","0","64","0","64","0","64","4254","64","64","0","0","58798","200000006","64","64","188","1","10","64","203500","10","64","30","132","1","0","64","670350064"
"65","65","0","65","65","0","1","0","65","0","65","65","0","65","0","65","0","65","4407","65","65","0","0","59642","200000006","65","65","194","1","10","65","203500","10","65","30","137","1","0","65","670350065"
"66","66","0","66","66","0","1","0","66","0","66","66","0","66","0","66","0","66","4560","66","66","0","0","60486","200000006","66","66","200","1","10","66","203500","10","66","30","142","1","0","66","670350066"
"67","67","0","67","67","0","1","0","67","0","67","67","0","67","0","67","0","67","4713","67","67","0","0","61330","200000006","67","67","206","1","10","67","203500","10","67","30","147","1","0","67","670350067"
"68","68","0","68","68","0","1","0","68","0","68","68","0","68","0","68","0","68","4866","68","68","0","0","62174","200000006","68","68","212","1","10","68","203500","10","68","30","152","1","0","68","670350068"
"69","69","0","69","69","0","1","0","69","0","69","69","0","69","0","69","0","69","5019","69","69","0","0","63018","200000006","69","69","218","1","10","69","203500","10","69","30","157","1","0","69","670350069"
"70","70","0","70","70","0","1","0","70","0","70","70","0","70","0","70","0","70","5172","70","70","0","0","63862","200000006","70","70","224","1","10","70","203500","10","70","30","162","1","0","70","670350070"
"71","71","0","71","71","0","1","0","71","0","71","71","0","71","0","71","0","71","5325","71","71","0","0","64706","200000006","71","71","230","1","10","71","203500","10","71","30","167","1","0","71","670350071"
"1","1","0","1","1","0","1","0","1","0","1","1","0","1","0","1","0","1","29","1","1","0","0","328","200000006","1","1","3","1","10","1","203700","10","1","30","1","1","0","1","670370001"
"2","2","0","2","2","0","1","0","2","0","2","2","0","2","0","2","0","2","33","2","2","0","0","430","200000006","2","2","4","1","10","2","203700","10","2","30","2","1","0","2","670370002"
"3","3","0","3","3","0","1","0","3","0","3","3","0","3","0","3","0","3","36","3","3","0","0","718","200000006","3","3","5","1","10","3","203700","10","3","30","4","1","0","3","670370003"
"4","4","0","4","4","0","1","0","4","0","4","4","0","4","0","4","0","4","52","4","4","0","0","633","200000006","4","4","5","1","10","4","203700","10","4","30","4","1","0","4","670370004"
"5","5","0","5","5","0","1","0","5","0","5","5","0","5","0","5","0","5","76","5","5","0","0","702","200000006","5","5","6","1","10","5","203700","10","5","30","4","1","0","5","670370005"
"6","6","0","6","6","0","1","0","6","0","6","6","0","6","0","6","0","6","101","6","6","0","0","771","200000006","6","6","7","1","10","6","203700","10","6","30","5","1","0","6","670370006"
"7","7","0","7","7","0","1","0","7","0","7","7","0","7","0","7","0","7","125","7","7","0","0","949","200000006","7","7","8","1","10","7","203700","10","7","30","6","1","0","7","670370007"
"8","8","0","8","8","0","1","0","8","0","8","8","0","8","0","8","0","8","149","8","8","0","0","1126","200000006","8","8","9","1","10","8","203700","10","8","30","7","1","0","8","670370008"
