9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7
"wac_birthday_talk_sad","","1","","104611","","0.2","3","38014","38014076",""
"vo_wac_38014_003","0","0","","vo_wac_38014","","","21","38014","38014077",""
"……一応お礼は言っておくにゃ。\nでもなんか、猫ってついてれば\nなんでもいいと思ってないにゃ？\nもしかして、アキノもそんな感じにゃ？","1","10","0.5","104611","0","0","11","38014","38014078","1"
"","","","","0","","","91","38014","38014079",""
"wac_birthday_idle_sad","","1","","104611","","0.2","3","38014","38014080",""
"wac_birthday_talk_doya","","1","","103211","","0.2","3","38014","38014081",""
"vo_wac_38014_004","0","0","","vo_wac_38014","","","21","38014","38014082",""
"私を甘く見てもらっては困りますわね！\nビジネスもプレゼント選びも直球勝負、\nずばり、たい焼き一年分ですわ！！\nどうぞ、箱ごとお納めくださいまし♪","1","10","0.5","103211","0","0","11","38014","38014083","1"
"","","","","0","","","91","38014","38014084",""
"wac_birthday_idle_doya","","1","","103211","","0.2","3","38014","38014085",""
"wac_birthday_talk_smile","","1","","104611","","0.2","3","38014","38014086",""
"vo_wac_38014_005","0","0","","vo_wac_38014","","","21","38014","38014087",""
"アキノはよく分かってるにゃ～♪\n……って、よく見たら賞味期限が\nたったの３日しかないにゃ！？\nて、手分けして食べきるにゃ～！！","1","10","0.5","104611","0","0","11","38014","38014088","1"
"1","","","","4","","","93","38014","38014089",""
"wac_birthday_talk_anger","","1","","104611","","0.2","3","38014","38014090",""
"","","","","38014088","","","91","38014","38014091",""
"","","","","0","","","22","38014","38014092",""
"bgm_M321_2C","","","","bgm_M321","","","25","38214","38214001",""
"103311","-1000","250","wac_birthday_idle_normal","1","0","2","1","38214","38214002","-70"
"103811","200","256","wac_birthday_idle_smile","1","1","2","1","38214","38214003","-270"
"102611","300","258","wac_birthday_idle_normal","1","1","2","1","38214","38214004","-310"
"105211","440","257","wac_birthday_idle_doya","1","1","2","1","38214","38214005","-290"
"300","","","","103311","","","13","38214","38214006",""
"300","","","","103811","","","13","38214","38214007",""
"300","","","","102611","","","13","38214","38214008",""
"300","","","","105211","","","13","38214","38214009",""
"600","0","0","","600","","1","31","38214","38214010","1"
"602","0","0","","602","","0","31","38214","38214011","1"
"603","0","0","","603","","0","31","38214","38214012","1"
"604","60","30","","604","","1","31","38214","38214013","1"
"610","0","0","","610","","1","31","38214","38214014","1"
"700","0","0","","700","","0","31","38214","38214015","1"
"701","0","0","","701","","0","31","38214","38214016","1"
"702","0","0","","702","","0","31","38214","38214017","1"
"800","0","0","","800","","0","31","38214","38214018","1"
"966","60","30","","966","","1","31","38214","38214019","1"
"","","","","1","","","93","38214","38214020",""
"wac_birthday_reaction_01","wac_birthday_reaction_03","0","","102611","0.2","0.2","3","38214","38214021","1"
"","","","","0.1","","","93","38214","38214022",""
"wac_birthday_reaction_05","wac_birthday_reaction_04","0","","103811","0.2","0.2","3","38214","38214023","1"
"wac_birthday_reaction_02","wac_birthday_reaction_03","0","","105211","0.2","0.2","3","38214","38214024","1"
"","","","","0.3","","","93","38214","38214025",""
"wac_birthday_run_01","","1","","103311","","0.2","3","38214","38214026",""
"0","3","-70","","103311","","","2","38214","38214027",""
"","","","","2.5","","","93","38214","38214028",""
"1","","","","602","","","32","38214","38214029",""
"","","","","0.6","","","93","38214","38214030",""
"0","","","","600","","","32","38214","38214031",""
"0","","","","610","","","32","38214","38214032",""
"0","","","","604","","","32","38214","38214033",""
"1","","","","701","","","32","38214","38214034",""
"0","0.01","0","","966","","","33","38214","38214035",""
"wac_birthday_blowout_01","wac_birthday_wish_02","0","","103311","0.2","0.2","3","38214","38214036","1"
"-200","0.01","-330","","103311","","","2","38214","38214037",""
"wac_birthday_idle_smile","","1","","103811","","0.2","3","38214","38214038",""
"180","0.01","-320","","103811","","","2","38214","38214039",""
"wac_birthday_idle_normal","","1","","102611","","0.2","3","38214","38214040",""
"280","0.01","-360","","102611","","","2","38214","38214041",""
"wac_birthday_idle_doya","","1","","105211","","0.2","3","38214","38214042",""
"420","0.01","-340","","105211","","","2","38214","38214043",""
"","","","","0","","","93","38214","38214044",""
"1","","","","800","","","32","38214","38214045",""
"","","","","0.7","","","93","38214","38214046",""
"1","","","","702","","","32","38214","38214047",""
"","","","","0.5","","","93","38214","38214048",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","38214","38214049",""
"0","","","","701","","","32","38214","38214050",""
"","","","","0.4","","","93","38214","38214051",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","38214","38214052",""
"1","","","","700","","","32","38214","38214053",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","38214","38214054",""
"wac_birthday_clap","wac_birthday_idle_smile","0","","103811","0.2","0.2","3","38214","38214055","1"
"","","","","0.1","","","93","38214","38214056",""
"wac_birthday_clap","wac_birthday_idle_normal","0","","102611","0.2","0.2","3","38214","38214057","1"
"","","","","0.1","","","93","38214","38214058",""
"wac_birthday_clap","wac_birthday_idle_doya","0","","105211","0.2","0.2","3","38214","38214059","1"
"","","","","2","","","93","38214","38214060",""
"","","","","1","","","131","38214","38214061",""
"vo_wac_38214_000","0","0","","vo_wac_38214","","","21","38214","38214062",""
"みんな、今日はオラの誕生日を\n祝ってくれてあんがとな～♪\nそれで～……う～ん……！","1","10","0.5","103311","0","0","11","38214","38214063","1"
"1","","","","6","","","93","38214","38214064",""
"wac_birthday_talk_sad","","1","","103311","","0.2","3","38214","38214065",""
"","","","","38214063","","","91","38214","38214066",""
"wac_birthday_idle_sad","","1","","103311","","0.2","3","38214","38214067",""
"wac_birthday_talk_sad","","1","","103811","","0.2","3","38214","38214068",""
"vo_wac_38214_001","0","0","","vo_wac_38214","","","21","38214","38214069",""
"マヒルさん、どうしました……？\nもしかして、誕生日ケーキに\n変なところでも……？","1","10","0.5","103811","0","0","11","38214","38214070","1"
"","","","","0","","","91","38214","38214071",""
"wac_birthday_idle_normal","","1","","103811","","0.2","3","38214","38214072",""
"wac_birthday_talk_normal","","1","","103311","","0.2","3","38214","38214073",""
"vo_wac_38214_002","0","0","","vo_wac_38214","","","21","38214","38214074",""
"いや、そんなことねぇよ！？\n祝ってもらってすごくうれしいけんど、\nその気持ちをどんな素晴らしいギャグで\n表現すべきか悩んでんだべ……","1","10","0.5","103311","0","0","11","38214","38214075","1"
"","","","","0","","","91","38214","38214076",""
"wac_birthday_idle_normal","","1","","103311","","0.2","3","38214","38214077",""
"wac_birthday_talk_smile","","1","","102611","","0.2","3","38214","38214078",""
"vo_wac_38214_003","0","0","","vo_wac_38214","","","21","38214","38214079",""
"いやいや、紛らわしすぎるから。\n普通のお礼で十分でしょ、\n深刻そうなオーラ醸さないでよね？","1","10","0.5","102611","0","0","11","38214","38214080","1"
"","","","","0","","","91","38214","38214081",""
"wac_birthday_idle_smile","","1","","102611","","0.2","3","38214","38214082",""
"wac_birthday_talk_smile","","1","","105211","","0.2","3","38214","38214083",""
"vo_wac_38214_004","0","0","","vo_wac_38214","","","21","38214","38214084",""
"そうそう。\n難しい顔するより、\nみんなで楽しくおいしくケーキを\n食べましょう♪","1","10","0.5","105211","0","0","11","38214","38214085","1"
"","","","","0","","","91","38214","38214086",""
"wac_birthday_idle_smile","","1","","105211","","0.2","3","38214","38214087",""
"wac_birthday_talk_smile","","1","","103311","","0.2","3","38214","38214088",""
"vo_wac_38214_005","0","0","","vo_wac_38214","","","21","38214","38214089",""
"いや、みんなにきちんと\nギャグでお返ししてぇべ！　……あ！\nバースデーは、とばーすでー！\nさ、今年も飛ばしてくど！","1","10","0.5","103311","0","0","11","38214","38214090","1"
"","","","","0","","","91","38214","38214091",""
"","","","","0","","","22","38214","38214092",""
"bgm_M321_2C","","","","bgm_M321","","","25","38614","38614001",""
"105111","-1000","250","wac_birthday_idle_normal","1","0","2","1","38614","38614002","-70"
"105611","170","256","wac_birthday_idle_smile","1","1","2","1","38614","38614003","-260"
"100911","270","259","wac_birthday_idle_doya","1","1","2","1","38614","38614004","-310"
"101311","400","257","wac_birthday_idle_wish","1","1","2","1","38614","38614005","-270"
"102711","510","258","wac_birthday_idle_normal","1","1","2","1","38614","38614006","-310"
"300","","","","105111","","","13","38614","38614007",""
"300","","","","105611","","","13","38614","38614008",""
"300","","","","100911","","","13","38614","38614009",""
"300","","","","101311","","","13","38614","38614010",""
"300","","","","102711","","","13","38614","38614011",""
"600","0","0","","600","","1","31","38614","38614012","1"
"602","0","0","","602","","0","31","38614","38614013","1"
"603","0","0","","603","","0","31","38614","38614014","1"
"604","60","30","","604","","1","31","38614","38614015","1"
"610","0","0","","610","","1","31","38614","38614016","1"
"700","0","0","","700","","0","31","38614","38614017","1"
"701","0","0","","701","","0","31","38614","38614018","1"
"702","0","0","","702","","0","31","38614","38614019","1"
"800","0","0","","800","","0","31","38614","38614020","1"
"967","60","30","","967","","1","31","38614","38614021","1"
"","","","","1","","","93","38614","38614022",""
"wac_birthday_reaction_05","wac_birthday_reaction_03","0","","100911","0.2","0.2","3","38614","38614023","1"
"wac_birthday_reaction_01","wac_birthday_reaction_03","0","","105611","0.2","0.2","3","38614","38614024","1"
"","","","","0.1","","","93","38614","38614025",""
"wac_birthday_reaction_01","wac_birthday_reaction_04","0","","101311","0.2","0.2","3","38614","38614026","1"
"wac_birthday_reaction_02","wac_birthday_reaction_03","0","","102711","0.2","0.2","3","38614","38614027","1"
"","","","","0.3","","","93","38614","38614028",""
"wac_birthday_mitsuki_run_01","","1","","105111","","0.2","3","38614","38614029",""
"0","3","-70","","105111","","","2","38614","38614030",""
"","","","","2.5","","","93","38614","38614031",""
"1","","","","602","","","32","38614","38614032",""
"","","","","0.6","","","93","38614","38614033",""
"0","","","","600","","","32","38614","38614034",""
"0","","","","610","","","32","38614","38614035",""
"0","","","","604","","","32","38614","38614036",""
"1","","","","701","","","32","38614","38614037",""
"0","0.01","0","","967","","","33","38614","38614038",""
"wac_birthday_blowout_01","wac_birthday_talk_wish","0","","105111","0.2","0.2","3","38614","38614039","1"
"-200","0.01","-330","","105111","","","2","38614","38614040",""
"wac_birthday_idle_smile","","1","","105611","","0.2","3","38614","38614041",""
"150","0.01","-320","","105611","","","2","38614","38614042",""
"wac_birthday_idle_doya","","1","","100911","","0.2","3","38614","38614043",""
"260","0.01","-360","","100911","","","2","38614","38614044",""
"wac_birthday_idle_wish","","1","","101311","","0.2","3","38614","38614045",""
"390","0.01","-320","","101311","","","2","38614","38614046",""
"wac_birthday_idle_normal","","1","","102711","","0.2","3","38614","38614047",""
"500","0.01","-360","","102711","","","2","38614","38614048",""
"","","","","0","","","93","38614","38614049",""
"1","","","","800","","","32","38614","38614050",""
"","","","","0.7","","","93","38614","38614051",""
"1","","","","702","","","32","38614","38614052",""
"","","","","0.5","","","93","38614","38614053",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","38614","38614054",""
"0","","","","701","","","32","38614","38614055",""
"","","","","0.4","","","93","38614","38614056",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","38614","38614057",""
"1","","","","700","","","32","38614","38614058",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","38614","38614059",""
"wac_birthday_clap","wac_birthday_idle_smile","0","","105611","0.2","0.2","3","38614","38614060","1"
"wac_birthday_clap_to_wish","wac_birthday_idle_wish","0","","101311","0.2","0.2","3","38614","38614061","1"
"","","","","0.1","","","93","38614","38614062",""
"wac_birthday_clap","wac_birthday_idle_doya","0","","100911","0.2","0.2","3","38614","38614063","1"
"","","","","0.1","","","93","38614","38614064",""
"wac_birthday_clap","wac_birthday_idle_normal","0","","102711","0.2","0.2","3","38614","38614065","1"
"","","","","2","","","93","38614","38614066",""
"","","","","1","","","131","38614","38614067",""
"vo_wac_38614_000","0","0","","vo_wac_38614","","","21","38614","38614068",""
"今日は、私の誕生日を\nお祝いしてくれてありがとう。\nケーキを食べる前に、\n一つだけ質問してもいいかしら？","1","10","0.5","105111","0","0","11","38614","38614069","1"
"","","","","0","","","91","38614","38614070",""
"wac_birthday_idle_wish","","1","","105111","","0.2","3","38614","38614071",""
"wac_birthday_talk_normal","","1","","105611","","0.2","3","38614","38614072",""
"vo_wac_38614_001","0","0","","vo_wac_38614","","","21","38614","38614073",""
"ああ、かまわないけど……\n急にあらたまって、どうしたんだい？\nずいぶん真剣な様子じゃないか。","1","10","0.5","105611","0","0","11","38614","38614074","1"
"","","","","0","","","91","38614","38614075",""
"wac_birthday_idle_normal","","1","","105611","","0.2","3","38614","38614076",""
"wac_birthday_talk_sad","","1","","105111","","0.2","3","38614","38614077",""
"vo_wac_38614_002","0","0","","vo_wac_38614","","","21","38614","38614078",""
"いえ、あのね？\nテーブルの下に、未使用のロウソクが\n大量に袋詰めしてあるんだけど。\nこれは、なに？","1","10","0.5","105111","0","0","11","38614","38614079","1"
"","","","","0","","","91","38614","38614080",""
"wac_birthday_idle_sad","","1","","105111","","0.2","3","38614","38614081",""
"wac_birthday_talk_smile","","1","","100911","","0.2","3","38614","38614082",""
"vo_wac_38614_003","0","0","","vo_wac_38614","","","21","38614","38614083",""
"ああ、ミツキの年の数だけ\nロウソクを買ったつもりが、\nいざ実際の年齢を確認してみたら\n思ったより余ってしまって……","1","10","0.5","100911","0","0","11","38614","38614084","1"
"","","","","0","","","91","38614","38614085",""
"wac_birthday_idle_normal","","1","","100911","","0.2","3","38614","38614086",""
"wac_birthday_talk_sad","","1","","101311","","0.2","3","38614","38614087",""
"vo_wac_38614_004","0","0","","vo_wac_38614","","","21","38614","38614088",""
"ちょっ、アンナたそ、ストップ～！？\nその説明は正しいけどまずいですぞ！\n女なのに乙女心分かってなさすぎ！","1","10","0.5","101311","0","0","11","38614","38614089","1"
"","","","","0","","","91","38614","38614090",""
"wac_birthday_idle_sad","","1","","101311","","0.2","3","38614","38614091",""
"wac_birthday_anna_idle_shock","","1","","100911","","0.2","3","38614","38614092",""
"wac_birthday_mitsuki_angry","","1","","105111","","0.2","3","38614","38614093",""
"vo_wac_38614_005","0","0","","vo_wac_38614","","","21","38614","38614094",""
"……へー、そう。\nずいぶん余ったわね～\nいったいあなたたちには、\n私が何歳に見えているのかしら……？","1","10","0.5","105111","0","0","11","38614","38614095","1"
"","","","","0","","","91","38614","38614096",""
"wac_birthday_idle_normal","","1","","105111","","0.2","3","38614","38614097",""
"wac_birthday_talk_smile","","1","","102711","","0.2","3","38614","38614098",""
"vo_wac_38614_006","0","0","","vo_wac_38614","","","21","38614","38614099",""
"クスクス……安心してください。\n少なくともロウソクの数よりは、\nずっと若々しく見えていますわ……♪","1","10","0.5","102711","0","0","11","38614","38614100","1"
"","","","","0","","","91","38614","38614101",""
"","","","","0","","","22","38614","38614102",""
"bgm_M321_2C","","","","bgm_M321","","","25","38914","38914001",""
"105711","-1000","250","wac_birthday_idle_normal","1","0","2","1","38914","38914002","-70"
"118511","310","256","wac_birthday_idle_wish","1","1","2","1","38914","38914003","-290"
"300","","","","105711","","","13","38914","38914004",""
"300","","","","118511","","","13","38914","38914005",""
"600","0","0","","600","","1","31","38914","38914006","1"
"602","0","0","","602","","0","31","38914","38914007","1"
"603","0","0","","603","","0","31","38914","38914008","1"
"604","60","30","","604","","1","31","38914","38914009","1"
"610","0","0","","610","","1","31","38914","38914010","1"
"700","0","0","","700","","0","31","38914","38914011","1"
"701","0","0","","701","","0","31","38914","38914012","1"
"702","0","0","","702","","0","31","38914","38914013","1"
"800","0","0","","800","","0","31","38914","38914014","1"
"968","60","30","","968","","1","31","38914","38914015","1"
"","","","","1","","","93","38914","38914016",""
"wac_birthday_reaction_01","wac_birthday_reaction_03","0","","118511","0.2","0.2","3","38914","38914017","1"
"","","","","0.4","","","93","38914","38914018",""
"wac_birthday_run_01","","1","","105711","","0.2","3","38914","38914019",""
"0","3","-70","","105711","","","2","38914","38914020",""
"","","","","2.5","","","93","38914","38914021",""
"1","","","","602","","","32","38914","38914022",""
"","","","","0.6","","","93","38914","38914023",""
"0","","","","600","","","32","38914","38914024",""
"0","","","","610","","","32","38914","38914025",""
"0","","","","604","","","32","38914","38914026",""
"1","","","","701","","","32","38914","38914027",""
"0","0.01","0","","968","","","33","38914","38914028",""
"wac_birthday_blowout_01","wac_birthday_wish_02","0","","105711","0.2","0.2","3","38914","38914029","1"
"-200","0.01","-330","","105711","","","2","38914","38914030",""
"wac_birthday_idle_wish","","1","","118511","","0.2","3","38914","38914031",""
"200","0.01","-330","","118511","","","2","38914","38914032",""
"","","","","0","","","93","38914","38914033",""
"1","","","","800","","","32","38914","38914034",""
"","","","","0.7","","","93","38914","38914035",""
"1","","","","702","","","32","38914","38914036",""
"","","","","0.5","","","93","38914","38914037",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","38914","38914038",""
"0","","","","701","","","32","38914","38914039",""
"","","","","0.4","","","93","38914","38914040",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","38914","38914041",""
"1","","","","700","","","32","38914","38914042",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","38914","38914043",""
"wac_birthday_clap_to_wish","wac_birthday_idle_wish","0","","118511","0.2","0.2","3","38914","38914044","1"
"","","","","2.1","","","93","38914","38914045",""
"","","","","1","","","131","38914","38914046",""
"vo_wac_38914_000","0","0","","vo_wac_38914","","","21","38914","38914047",""
"素敵なケーキをありがとう！\n二人とも、私の誕生日、\n覚えててくれたんだ♪","1","10","0.5","105711","0","0","11","38914","38914048","1"
"","","","","0","","","91","38914","38914049",""
"wac_birthday_idle_smile","","1","","105711","","0.2","3","38914","38914050",""
"wac_birthday_talk_smile","","1","","118511","","0.2","3","38914","38914051",""
"vo_wac_38914_001","0","0","","vo_wac_38914","","","21","38914","38914052",""
"もちろんです♪\n彼からジータさんが喜びそうな\nケーキについて相談されたときは、\n結構悩みましたが……","1","10","0.5","118511","0","0","11","38914","38914053","1"
"","","","","0","","","91","38914","38914054",""
"wac_birthday_idle_smile","","1","","118511","","0.2","3","38914","38914055",""
"wac_birthday_talk_wish","","1","","105711","","0.2","3","38914","38914056",""
"vo_wac_38914_002","0","0","","vo_wac_38914","","","21","38914","38914057",""
"そこまで考えてくれたんだ……！\n一人で旅をしてたころは、\nこんなの想像もできなかったなぁ……\nすっごくうれしい♪","1","10","0.5","105711","0","0","11","38914","38914058","1"
"","","","","0","","","91","38914","38914059",""
"wac_birthday_talk_doya","","1","","105711","","0.2","3","38914","38914060",""
"vo_wac_38914_003","0","0","","vo_wac_38914","","","21","38914","38914061",""
"このお返しは、いつか必ずするね。\n一人前の騎空士として、\n仲間のことをお祝いしたいんだ！","1","10","0.5","105711","0","0","11","38914","38914062","1"
"","","","","0","","","91","38914","38914063",""
"","","","","0","","","22","38914","38914064",""
"bgm_M321_2C","","","","bgm_M321","","","25","39114","39114001",""
"103211","-1000","250","wac_birthday_idle_normal","1","0","2","1","39114","39114002","-70"
"104611","200","256","wac_birthday_idle_doya","1","1","2","1","39114","39114003","-270"
"104811","310","258","wac_birthday_idle_wish","1","1","2","1","39114","39114004","-310"
"103411","440","257","wac_birthday_idle_smile","1","1","2","1","39114","39114005","-290"
"300","","","","103211","","","13","39114","39114006",""
"300","","","","104611","","","13","39114","39114007",""
"300","","","","104811","","","13","39114","39114008",""
"300","","","","103411","","","13","39114","39114009",""
"600","0","0","","600","","1","31","39114","39114010","1"
"602","0","0","","602","","0","31","39114","39114011","1"
"603","0","0","","603","","0","31","39114","39114012","1"
"604","60","30","","604","","1","31","39114","39114013","1"
"610","0","0","","610","","1","31","39114","39114014","1"
"700","0","0","","700","","0","31","39114","39114015","1"
"701","0","0","","701","","0","31","39114","39114016","1"
"702","0","0","","702","","0","31","39114","39114017","1"
"800","0","0","","800","","0","31","39114","39114018","1"
"969","60","30","","969","","1","31","39114","39114019","1"
"","","","","1","","","93","39114","39114020",""
"wac_birthday_reaction_01","wac_birthday_reaction_03","0","","104811","0.2","0.2","3","39114","39114021","1"
"","","","","0.1","","","93","39114","39114022",""
"wac_birthday_reaction_02","wac_birthday_reaction_03","0","","104611","0.2","0.2","3","39114","39114023","1"
"wac_birthday_reaction_05","wac_birthday_reaction_03","0","","103411","0.2","0.2","3","39114","39114024","1"
"","","","","0.3","","","93","39114","39114025",""
"wac_birthday_run_01","","1","","103211","","0.2","3","39114","39114026",""
"0","3","-70","","103211","","","2","39114","39114027",""
"","","","","2.5","","","93","39114","39114028",""
"1","","","","602","","","32","39114","39114029",""
"","","","","0.6","","","93","39114","39114030",""
"0","","","","600","","","32","39114","39114031",""
"0","","","","610","","","32","39114","39114032",""
"0","","","","604","","","32","39114","39114033",""
"1","","","","701","","","32","39114","39114034",""
"0","0.01","0","","969","","","33","39114","39114035",""
"wac_birthday_blowout_01","wac_birthday_wish_04","0","","103211","0.2","0.2","3","39114","39114036","1"
"-200","0.01","-330","","103211","","","2","39114","39114037",""
"wac_birthday_idle_doya","","1","","104611","","0.2","3","39114","39114038",""
"180","0.01","-320","","104611","","","2","39114","39114039",""
"wac_birthday_idle_wish","","1","","104811","","0.2","3","39114","39114040",""
"290","0.01","-360","","104811","","","2","39114","39114041",""
"wac_birthday_idle_smile","","1","","103411","","0.2","3","39114","39114042",""
"420","0.01","-340","","103411","","","2","39114","39114043",""
"","","","","0","","","93","39114","39114044",""
"1","","","","800","","","32","39114","39114045",""
"","","","","0.7","","","93","39114","39114046",""
"1","","","","702","","","32","39114","39114047",""
"","","","","0.5","","","93","39114","39114048",""
"se_sys_login_birthday_blow_candle","","0","","se_common","","","23","39114","39114049",""
"0","","","","701","","","32","39114","39114050",""
"","","","","0.4","","","93","39114","39114051",""
"se_sys_login_birthday_cracker","","0","","se_common","","","23","39114","39114052",""
"1","","","","700","","","32","39114","39114053",""
"se_sys_login_birthday_calendar_applause","","0","","se_common","","","23","39114","39114054",""
"wac_birthday_clap","wac_birthday_idle_doya","0","","104611","0.2","0.2","3","39114","39114055","1"
"","","","","0.1","","","93","39114","39114056",""
"wac_birthday_clap_to_wish","wac_birthday_idle_wish","0","","104811","0.2","0.2","3","39114","39114057","1"
"","","","","0.1","","","93","39114","39114058",""
"wac_birthday_clap","wac_birthday_idle_smile","0","","103411","0.2","0.2","3","39114","39114059","1"
"","","","","2","","","93","39114","39114060",""
"","","","","1","","","131","39114","39114061",""
"vo_wac_39114_000","0","0","","vo_wac_39114","","","21","39114","39114062",""
"本当に、ありがとうございます……！\n私、このように誕生日を祝ってくれる\n友人に恵まれて、幸せ者です！","1","10","0.5","103211","0","0","11","39114","39114063","1"
"","","","","0","","","91","39114","39114064",""
"wac_birthday_idle_wish","","1","","103211","","0.2","3","39114","39114065",""
"wac_birthday_talk_smile","","1","","104611","","0.2","3","39114","39114066",""
"vo_wac_39114_001","0","0","","vo_wac_39114","","","21","39114","39114067",""
"当然のことをしたまでにゃ♪\nアキノとは【メルクリウス財団】の\n仲間として、一緒に苦労してきたにゃ。","1","10","0.5","104611","0","0","11","39114","39114068","1"
"","","","","0","","","91","39114","39114069",""
"wac_birthday_idle_smile","","1","","104611","","0.2","3","39114","39114070",""
"wac_birthday_talk_normal","","1","","104811","","0.2","3","39114","39114071",""
"vo_wac_39114_002","0","0","","vo_wac_39114","","","21","39114","39114072",""
"いろんなことがあったわよね……\n飛空艇を沈め、学院を破壊し、\n何度も破産の危機を迎えながらも……","1","10","0.5","104811","0","0","11","39114","39114073","1"
"","","","","0","","","91","39114","39114074",""
"wac_birthday_idle_normal","","1","","104811","","0.2","3","39114","39114075",""
"wac_birthday_talk_doya","","1","","103411","","0.2","3","39114","39114076",""
"vo_wac_39114_003","0","0","","vo_wac_39114","","","21","39114","39114077",""
"麦しゅわの助けも借りながら、\nみんなで協力して、\n全部乗り越えることができたもの！","1","10","0.5","103411","0","0","11","39114","39114078","1"
"","","","","0","","","91","39114","39114079",""
"wac_birthday_idle_doya","","1","","103411","","0.2","3","39114","39114080",""
"wac_birthday_talk_normal","","1","","103211","","0.2","3","39114","39114081",""
"vo_wac_39114_004","0","0","","vo_wac_39114","","","21","39114","39114082",""
"麦しゅわで心の痛みを和らげていたのは\nユカリさんだけですが、確かに、\n私たちは戦友と呼べるほどに\n深い絆で結ばれたのかもしれません。","1","10","0.5","103211","0","0","11","39114","39114083","1"
"","","","","0","","","91","39114","39114084",""
"wac_birthday_talk_smile","","1","","103211","","0.2","3","39114","39114085",""
"vo_wac_39114_005","0","0","","vo_wac_39114","","","21","39114","39114086",""
"それでは私の誕生日に加えて、\n【メルクリウス財団】の友情が\n永遠に続くことを願い……乾杯ですわ！","1","10","0.5","103211","0","0","11","39114","39114087","1"
"","","","","0","","","91","39114","39114088",""
"","","","","0","","","22","39114","39114089",""
"bgm_M321_2C","","","","bgm_M321","","","25","39314","39314001",""
"105211","-1000","250","wac_birthday_idle_normal","1","0","2","1","39314","39314002","-70"
"103311","200","256","wac_birthday_idle_normal","1","1","2","1","39314","39314003","-270"
"102611","300","258","wac_birthday_idle_smile","1","1","2","1","39314","39314004","-310"
"103811","440","257","wac_birthday_idle_smile","1","1","2","1","39314","39314005","-290"
"300","","","","105211","","","13","39314","39314006",""
"300","","","","103311","","","13","39314","39314007",""
"300","","","","102611","","","13","39314","39314008",""
"300","","","","103811","","","13","39314","39314009",""
"600","0","0","","600","","1","31","39314","39314010","1"
"602","0","0","","602","","0","31","39314","39314011","1"
"603","0","0","","603","","0","31","39314","39314012","1"
"604","60","30","","604","","1","31","39314","39314013","1"
"610","0","0","","610","","1","31","39314","39314014","1"
"700","0","0","","700","","0","31","39314","39314015","1"
"701","0","0","","701","","0","31","39314","39314016","1"
"702","0","0","","702","","0","31","39314","39314017","1"
"800","0","0","","800","","0","31","39314","39314018","1"
"970","60","30","","970","","1","31","39314","39314019","1"
"","","","","1","","","93","39314","39314020",""
"wac_birthday_reaction_01","wac_birthday_reaction_03","0","","102611","0.2","0.2","3","39314","39314021","1"
"","","","","0.1","","","93","39314","39314022",""
"wac_birthday_reaction_02","wac_birthday_reaction_03","0","","103311","0.2","0.2","3","39314","39314023","1"
"wac_birthday_reaction_05","wac_birthday_reaction_03","0","","103811","0.2","0.2","3","39314","39314024","1"
"","","","","0.3","","","93","39314","39314025",""
"wac_birthday_run_01","","1","","105211","","0.2","3","39314","39314026",""
"0","3","-70","","105211","","","2","39314","39314027",""
"","","","","2.5","","","93","39314","39314028",""
"1","","","","602","","","32","39314","39314029",""
"","","","","0.6","","","93","39314","39314030",""
"0","","","","600","","","32","39314","39314031",""
"0","","","","610","","","32","39314","39314032",""
"0","","","","604","","","32","39314","39314033",""
"1","","","","701","","","32","39314","39314034",""
"0","0.01","0","","970","","","33","39314","39314035",""
"wac_birthday_blowout_01","wac_birthday_wish_03","0","","105211","0.2","0.2","3","39314","39314036","1"
"-200","0.01","-330","","105211","","","2","39314","39314037",""
"wac_birthday_idle_normal","","1","","103311","","0.2","3","39314","39314038",""
"180","0.01","-320","","103311","","","2","39314","39314039",""
"wac_birthday_idle_smile","","1","","102611","","0.2","3","39314","39314040",""
