1467b8725a63f8ea46aaff610a1b747ea16e33baf573241e634af31e626a39b4,bf8a61b75b1854c67d8b64bcb07f0a8230ecefed6f8971af44b7aa545bfa61e4,6afa44b8ec62b387a5b8105689f1ad98e00d6739fc155cb86c04467608a1d250,59853576169859948f13916e25f36a7827437984b0fa671522aa7fc89afa3091,4746c157390541c3cde4f07ab453397895a8c2546b616391de61432a31aa175b,27ddcd3bfab85da4c731bbc978677118ca276619b12ecdf02e8eff6c67f1c493,7d59ed7295e4edc4657e88c254115650aa4720de269026d691135e924f0e3011,c85bf402e01700920782f49db7ad8bfea5a369284792789bbd82c9e0051f4023,9e0784cc3113beb8e1888f5a078d34fa843f2b4af9cf84446e933d757bcb1660,78288f1c23078cd7aeb45435d7e267e7a8ff3e13e2d29f2e6d783c39ea0dd2b7,27aca435a110e06672cd3ff6fc63be17c1594cc6c10de766a9b0a57485f05d62
"1009811090","1009811","91","0","","","","","","",""
"1009811091","1009811","3","102011","lsv_idle_joy","1","","","0.2","",""
"1009811092","1009811","102","","","","","","","",""
"1009811093","1009811","22","0","0.2","","","","","",""
"1009811094","1009811","93","1","","","","","","",""
"1009811095","1009811","12","100411","2","1","0","0","0","0","0"
"1009811096","1009811","3","100411","lsv_talk_bitter","1","","","0.2","",""
"1009811097","1009811","93","3","0","","","","","",""
"1009811098","1009811","3","100411","lsv_idle_normal","1","","","0.2","",""
"1009811099","1009811","12","103611","10","1","0","0","0","0","0"
"1009811100","1009811","3","103611","lsv_talk_joy1_normal","1","","","0.2","",""
"1009811101","1009811","93","3","0","","","","","",""
"1009811102","1009811","3","103611","lsv_idle_wish","1","","","0.2","",""
"1009811103","1009811","12","102011","6","1","0","0","0","0","0"
"1009811104","1009811","3","102011","lsv_talk_memory_dere2","1","","","0.2","",""
"1009811105","1009811","93","3","0","","","","","",""
"1009811106","1009811","3","102011","lsv_idle_joy","1","","","0.2","",""
"1009811107","1009811","101","1009811095","","","","","","",""
"1009811108","1009811","6","333","1","1","1","0","1","0",""
"1009811109","1009811","4","102011","1","","","","","",""
"1009811110","1009811","3","102011","lsv_run","1","","","0.2","",""
"1009811111","1009811","2","102011","-750","-235","0.8","0","","",""
"1009811112","1009811","4","103611","0","","","","","",""
"1009811113","1009811","3","103611","lsv_run","1","","","0.2","",""
"1009811114","1009811","2","103611","750","-220","0.8","0","","",""
"1009811115","1009811","4","100411","0","","","","","",""
"1009811116","1009811","3","100411","lsv_run","1","","","0.2","",""
"1009811117","1009811","2","100411","850","-250","0.8","0","","",""
"1009811118","1009811","93","0.6","","","","","","",""
"1009811119","1009811","6","102011","1","1","1","0","0.2","0",""
"1009811120","1009811","6","103611","1","1","1","0","0.2","0",""
"1009811121","1009811","6","100411","1","1","1","0","0.2","0",""
"1009811122","1009811","91","0","","","","","","",""
"1009812001","1009812","1","1","103611","102","-750","-235","1.95","0","lsv_idle_normal"
"1009812002","1009812","1","1","100411","100","650","-220","1.95","1","lsv_idle_normal"
"1009812003","1009812","1","1","102011","101","750","-250","1.95","1","lsv_idle_normal"
"1009812004","1009812","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009812005","1009812","6","333","1","1","1","0","0","0",""
"1009812006","1009812","6","103611","1","1","1","0","0","0",""
"1009812007","1009812","6","100411","1","1","1","0","0","0",""
"1009812008","1009812","6","102011","1","1","1","0","0","0",""
"1009812009","1009812","7","103611","2","0","0","","","",""
"1009812010","1009812","2","103611","-750","-235","0.5","0","","",""
"1009812011","1009812","31","1","16","-140","10","0.8","0","",""
"1009812012","1009812","34","16","2","0","0","","","",""
"1009812013","1009812","93","1","0","","","","","",""
"1009812014","1009812","6","333","1","1","1","0.4","0.8","0",""
"1009812015","1009812","3","103611","lsv_see_think_pre","0","lsv_see_think","1","0.2","0",""
"1009812016","1009812","2","103611","-600","-235","1.1","0","","",""
"1009812017","1009812","6","103611","1","1","1","1","0.4","0",""
"1009812018","1009812","93","1","","","","","","",""
"1009812019","1009812","32","16","1","","","","","",""
"1009812020","1009812","91","0","","","","","","",""
"1009812021","1009812","94","103611","240","260","0","80","","",""
"1009812022","1009812","32","16","0","","","","","",""
"1009812023","1009812","7","103611","0","2","0","","","",""
"1009812024","1009812","3","103611","lsv_walk","1","","","0.2","",""
"1009812025","1009812","2","103611","-250","-235","2","0","","",""
"1009812026","1009812","3","100411","lsv_walk_joy","1","","","0.2","",""
"1009812027","1009812","2","100411","100","-220","2","0","","",""
"1009812028","1009812","6","100411","1","1","1","1","0.4","0",""
"1009812029","1009812","3","102011","lsv_walk","1","","","0.2","",""
"1009812030","1009812","2","102011","270","-250","2","0","","",""
"1009812031","1009812","6","102011","1","1","1","1","0.4","0",""
"1009812032","1009812","93","2","","","","","","",""
"1009812033","1009812","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009812034","1009812","3","100411","lsv_idle_joy","1","","","0.2","",""
"1009812035","1009812","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009812036","1009812","93","0.5","","","","","","",""
"1009812037","1009812","91","0","","","","","","",""
"1009812038","1009812","3","103611","lsv_talk_normal_sad","1","","","0.2","",""
"1009812039","1009812","21","vo_lsv","vo_lsv_1221","0","0","","","",""
"1009812040","1009812","11","103611","비밀이라니…\n이미 답이 그려져 있잖아?","10","1","1","0","0","0"
"1009812041","1009812","91","0","","","","","","",""
"1009812042","1009812","3","103611","lsv_idle_normal_sad","1","","","0.2","",""
"1009812043","1009812","3","102011","lsv_talk_sad","1","","","0.2","",""
"1009812044","1009812","21","vo_lsv","vo_lsv_1222","0","0","","","",""
"1009812045","1009812","11","102011","미소기,\n오빠에게\n장난친 거야?","10","1","1","0","0","0"
"1009812046","1009812","91","0","","","","","","",""
"1009812047","1009812","3","102011","lsv_idle_sad","1","","","0.2","",""
"1009812048","1009812","3","100411","lsv_talk_cool_joy","0","lsv_talk_cool_joy_loop","1","0","0.2",""
"1009812049","1009812","21","vo_lsv","vo_lsv_1223","0","0","","","",""
"1009812050","1009812","11","100411","쯧쯧쯔!\n이건 상상이야~!\n아직 가르치기만 했을 뿐.","10","1","1","0","0","0"
"1009812051","1009812","91","0","","","","","","",""
"1009812052","1009812","3","100411","lsv_talk_cool_joy_loop","1","","","0.2","",""
"1009812053","1009812","21","vo_lsv","vo_lsv_1224","0","0","","","",""
"1009812054","1009812","11","100411","그리고, 가르친 건 하나뿐이\n아니거든? 미소기 선생님의\n수업은 푸짐하니까!","10","1","1","0","0","0"
"1009812055","1009812","91","0","","","","","","",""
"1009812056","1009812","3","100411","lsv_idle_cool_joy","1","","","0.2","",""
"1009812057","1009812","3","103611","lsv_talk_bitter_sad","1","","","0.2","",""
"1009812058","1009812","21","vo_lsv","vo_lsv_1225","0","0","","","",""
"1009812059","1009812","11","103611","대체 어떤 걸\n가르쳤는지, 불안하네…","10","1","1","0","0","0"
"1009812060","1009812","91","0","","","","","","",""
"1009812061","1009812","3","103611","lsv_idle_bitter_sad","1","","","0.2","",""
"1009812062","1009812","3","103611","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009812063","1009812","3","100411","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009812064","1009812","3","102011","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009812065","1009812","93","0.1","0","","","","","",""
"1009812066","1009812","2","103611","-452","-235","0.33","2","","0.2",""
"1009812067","1009812","2","100411","420","-220","0.33","2","","0.2",""
"1009812068","1009812","2","102011","545","-250","0.33","2","","0.2",""
"1009812069","1009812","22","0","0","1","","","0.2","",""
"1009812070","1009812","103","함정 만드는 법이라든가?","1009812073","0","","","","",""
"1009812071","1009812","103","도망치기 강좌라든가?","1009812097","0","","","","",""
"1009812072","1009812","103","가짜로 우는 법이라든가?","1009812121","0","","","","",""
"1009812073","1009812","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009812074","1009812","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009812075","1009812","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009812076","1009812","93","0.1","0","","","","","",""
"1009812077","1009812","2","103611","-200","-235","0.33","2","","0.2",""
"1009812078","1009812","2","100411","100","-220","0.33","2","","0.2",""
"1009812079","1009812","2","102011","270","-250","0.33","2","","0.2",""
"1009812080","1009812","93","0.7","0","","","","","",""
"1009812081","1009812","3","102011","lsv_surprise_R2","0","lsv_talk_surprise_R2","1","0","0.2",""
"1009812082","1009812","21","vo_lsv","vo_lsv_1226","0","0","","","",""
"1009812083","1009812","11","102011","뭐어?\n함정은 조금 위험해~","10","1","1","0","0","0"
"1009812084","1009812","91","0","","","","","","",""
"1009812085","1009812","3","102011","lsv_idle_surprise","1","","","0.2","",""
"1009812086","1009812","3","100411","lsv_talk_bitter","1","","","0.2","",""
"1009812087","1009812","21","vo_lsv","vo_lsv_1227","0","0","","","",""
"1009812088","1009812","11","100411","응~… 함정은 말이야~\n뮤뮤가 삽을\n못 들어서 포기했어~","10","1","1","0","0","0"
"1009812089","1009812","91","0","","","","","","",""
"1009812090","1009812","3","100411","lsv_idle_bitter","1","","","0.2","",""
"1009812091","1009812","3","103611","lsv_talk_cool_sad","0","lsv_talk_cool_sad_loop","1","0","0.2",""
"1009812092","1009812","21","vo_lsv","vo_lsv_1228","0","0","","","",""
"1009812093","1009812","11","103611","시도는 했구나…","10","1","1","0","0","0"
"1009812094","1009812","91","0","","","","","","",""
"1009812095","1009812","3","103611","lsv_idle_normal_sad","1","","","0.2","",""
"1009812096","1009812","101","1009812145","","","","","","",""
"1009812097","1009812","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009812098","1009812","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009812099","1009812","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009812100","1009812","93","0.1","0","","","","","",""
"1009812101","1009812","2","103611","-200","-235","0.33","2","","0.2",""
"1009812102","1009812","2","100411","100","-220","0.33","2","","0.2",""
"1009812103","1009812","2","102011","270","-250","0.33","2","","0.2",""
"1009812104","1009812","93","0.7","0","","","","","",""
"1009812105","1009812","3","100411","lsv_exactly_joy_in","0","lsv_exactly_joy_loop","1","0","0.2",""
"1009812106","1009812","21","vo_lsv","vo_lsv_1229","0","0","","","",""
"1009812107","1009812","11","100411","오! 오빠, 예리해!\n정답이야!\n도망치는 건 중요하니까~","10","1","1","0","0","0"
"1009812108","1009812","91","0","","","","","","",""
"1009812109","1009812","3","100411","lsv_idle_joy","1","","","0.2","",""
"1009812110","1009812","3","103611","lsv_talk_thinking","1","","","0.2","",""
"1009812111","1009812","21","vo_lsv","vo_lsv_1230","0","0","","","",""
"1009812112","1009812","11","103611","도망치기라니…\n하지만, 확실히 자연에서는\n중요한 일일지도.","10","1","1","0","0","0"
"1009812113","1009812","91","0","","","","","","",""
"1009812114","1009812","3","103611","lsv_idle_thinking_anger","1","","","0.2","",""
"1009812115","1009812","3","102011","lsv_talk_wish_joy","1","","","0.2","",""
"1009812116","1009812","21","vo_lsv","vo_lsv_1231","0","0","","","",""
"1009812117","1009812","11","102011","달리기가 특기인\n뮤뮤도 귀엽네~","10","1","1","0","0","0"
"1009812118","1009812","91","0","","","","","","",""
"1009812119","1009812","3","102011","lsv_idle_wish_joy","1","","","0.2","",""
"1009812120","1009812","101","1009812145","","","","","","",""
"1009812121","1009812","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009812122","1009812","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009812123","1009812","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009812124","1009812","93","0.1","0","","","","","",""
"1009812125","1009812","2","103611","-200","-235","0.33","2","","0.2",""
"1009812126","1009812","2","100411","100","-220","0.33","2","","0.2",""
"1009812127","1009812","2","102011","270","-250","0.33","2","","0.2",""
"1009812128","1009812","93","0.7","0","","","","","",""
"1009812129","1009812","3","100411","lsv_idle_sad3","1","","","0.2","",""
"1009812130","1009812","21","vo_lsv","vo_lsv_1232","0","0","","","",""
"1009812131","1009812","11","100411","…훌쩍.\n미소기, 가짜로 우는 법 같은 건\n가르치지 않았는걸… 훌쩍훌쩍…","10","1","1","0","0","0"
"1009812132","1009812","91","0","","","","","","",""
"1009812133","1009812","3","100411","lsv_idle_sad3","1","","","0.2","",""
"1009812134","1009812","3","102011","lsv_talk_sad3","1","","","0.2","",""
"1009812135","1009812","21","vo_lsv","vo_lsv_1233","0","0","","","",""
"1009812136","1009812","11","102011","으아…!\n미소기, 울지 마~","10","1","1","0","0","0"
"1009812137","1009812","91","0","","","","","","",""
"1009812138","1009812","3","102011","lsv_idle_sad","1","","","0.2","",""
"1009812139","1009812","3","103611","lsv_talk_cool_sad","0","lsv_talk_cool_sad_loop","1","0","0.2",""
"1009812140","1009812","21","vo_lsv","vo_lsv_1234","0","0","","","",""
"1009812141","1009812","11","103611","…이건 틀림없이\n가르쳤군요.\n정말이지 참…","10","1","1","0","0","0"
"1009812142","1009812","91","0","","","","","","",""
"1009812143","1009812","3","103611","lsv_idle_cool_sad","1","","","0.2","",""
"1009812144","1009812","101","1009812145","","","","","","",""
"1009812145","1009812","91","0","","","","","","",""
"1009812146","1009812","102","","","","","","","",""
"1009812147","1009812","22","0","0.2","","","","","",""
"1009812148","1009812","93","0.2","","","","","","",""
"1009812149","1009812","12","100411","10","1","0","0","0","0","0"
"1009812150","1009812","3","100411","lsv_eieio","0","lsv_eieio_loop","1","0","0.2",""
"1009812151","1009812","93","3","0","","","","","",""
"1009812152","1009812","3","100411","lsv_idle_cool_joy","1","","","0.2","",""
"1009812153","1009812","12","102011","4","1","0","0","0","0","0"
"1009812154","1009812","3","102011","lsv_surprise","0","lsv_talk_surprise","1","0","0.2",""
"1009812155","1009812","93","3","0","","","","","",""
"1009812156","1009812","3","102011","lsv_idle_wish_joyR","1","","","0.2","",""
"1009812157","1009812","12","103611","2","1","0","0","0","0","0"
"1009812158","1009812","3","103611","lsv_talk_sad","1","","","0.2","",""
"1009812159","1009812","93","3","0","","","","","",""
"1009812160","1009812","3","103611","lsv_idle_sad","1","","","0.2","",""
"1009812161","1009812","101","1009812149","","","","","","",""
"1009812162","1009812","6","333","1","1","1","0","1","0",""
"1009812163","1009812","4","103611","1","","","","","",""
"1009812164","1009812","3","103611","lsv_run","1","","","0.2","",""
"1009812165","1009812","2","103611","-750","-235","0.8","0","","",""
"1009812166","1009812","4","100411","0","","","","","",""
"1009812167","1009812","3","100411","lsv_run","1","","","0.2","",""
"1009812168","1009812","2","100411","750","-220","0.8","0","","",""
"1009812169","1009812","4","102011","0","","","","","",""
"1009812170","1009812","3","102011","lsv_run","1","","","0.2","",""
"1009812171","1009812","2","102011","850","-250","0.8","0","","",""
"1009812172","1009812","93","0.6","","","","","","",""
"1009812173","1009812","6","103611","1","1","1","0","0.2","0",""
"1009812174","1009812","6","100411","1","1","1","0","0.2","0",""
"1009812175","1009812","6","102011","1","1","1","0","0.2","0",""
"1009812176","1009812","91","0","","","","","","",""
"1009813001","1009813","1","1","100411","102","-750","-235","1.95","0","lsv_idle_normal"
"1009813002","1009813","1","1","103611","100","650","-220","1.95","1","lsv_idle_normal"
"1009813003","1009813","1","1","102011","101","750","-250","1.95","1","lsv_idle_normal"
"1009813004","1009813","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009813005","1009813","6","333","1","1","1","0","0","0",""
"1009813006","1009813","6","100411","1","1","1","0","0","0",""
"1009813007","1009813","6","103611","1","1","1","0","0","0",""
"1009813008","1009813","6","102011","1","1","1","0","0","0",""
"1009813009","1009813","7","100411","2","0","0","","","",""
"1009813010","1009813","2","100411","-750","-235","0.5","0","","",""
"1009813011","1009813","31","1","16","-140","10","0.8","0","",""
"1009813012","1009813","34","16","2","0","0","","","",""
"1009813013","1009813","93","1","0","","","","","",""
"1009813014","1009813","6","333","1","1","1","0.4","0.8","0",""
"1009813015","1009813","3","100411","lsv_see_think_pre","0","lsv_see_think","1","0.2","0",""
"1009813016","1009813","2","100411","-600","-235","1.1","0","","",""
"1009813017","1009813","6","100411","1","1","1","1","0.4","0",""
"1009813018","1009813","93","1","","","","","","",""
"1009813019","1009813","32","16","1","","","","","",""
"1009813020","1009813","91","0","","","","","","",""
"1009813021","1009813","94","100411","240","260","0","80","","",""
"1009813022","1009813","32","16","0","","","","","",""
"1009813023","1009813","7","100411","0","2","0","","","",""
"1009813024","1009813","3","100411","lsv_walk","1","","","0.2","",""
"1009813025","1009813","2","100411","-250","-235","2","0","","",""
"1009813026","1009813","3","103611","lsv_walk_joy","1","","","0.2","",""
"1009813027","1009813","2","103611","100","-220","2","0","","",""
"1009813028","1009813","6","103611","1","1","1","1","0.4","0",""
"1009813029","1009813","3","102011","lsv_walk","1","","","0.2","",""
"1009813030","1009813","2","102011","270","-250","2","0","","",""
"1009813031","1009813","6","102011","1","1","1","1","0.4","0",""
"1009813032","1009813","93","2","","","","","","",""
"1009813033","1009813","3","100411","lsv_idle_normal_talkR","1","","","0.2","",""
"1009813034","1009813","3","103611","lsv_idle_joy","1","","","0.2","",""
"1009813035","1009813","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009813036","1009813","93","0.5","","","","","","",""
"1009813037","1009813","91","0","","","","","","",""
"1009813038","1009813","3","100411","lsv_talk_sad","1","","","0.2","",""
"1009813039","1009813","21","vo_lsv","vo_lsv_1321","0","0","","","",""
"1009813040","1009813","11","100411","우으… 뭔가 정말로\n학교 선생님 같은 내용을\n썼네…","10","1","1","0","0","0"
"1009813041","1009813","91","0","","","","","","",""
"1009813042","1009813","3","100411","lsv_idle_surprise_talkR1","1","","","0.2","",""
"1009813043","1009813","3","103611","lsv_talk_doya","0","lsv_talk_doya_loop","1","0","0.2",""
"1009813044","1009813","21","vo_lsv","vo_lsv_1322","0","0","","","",""
"1009813045","1009813","11","103611","왜냐면 오늘은 내가 선생님인걸.\n선생님답게 해야지!","10","1","1","0","0","0"
"1009813046","1009813","91","0","","","","","","",""
"1009813047","1009813","3","103611","lsv_idle_doya","1","","","0.2","",""
"1009813048","1009813","3","102011","lsv_talk_wish_joy","1","","","0.2","",""
"1009813049","1009813","21","vo_lsv","vo_lsv_1323","0","0","","","",""
"1009813050","1009813","11","102011","쿄우카,\n의욕이 넘쳤으니까♪\n어떤 공부를 했어?","10","1","1","0","0","0"
"1009813051","1009813","91","0","","","","","","",""
"1009813052","1009813","3","102011","lsv_idle_wish_joy","1","","","0.2","",""
"1009813053","1009813","3","103611","lsv_talk_cool_joy_loop","1","","","0.2","",""
"1009813054","1009813","21","vo_lsv","vo_lsv_1324","0","0","","","",""
"1009813055","1009813","11","103611","미미, 좋은 질문이네요.\n그럼…\n여기서 모두에게 문제입니다.","10","1","1","0","0","0"
"1009813056","1009813","91","0","","","","","","",""
"1009813057","1009813","3","103611","lsv_idle_cool_joy","1","","","0.2","",""
"1009813058","1009813","3","100411","lsv_talk_cool_sad","0","lsv_talk_cool_sad_loop","1","0","0.2",""
"1009813059","1009813","21","vo_lsv","vo_lsv_1325","0","0","","","",""
"1009813060","1009813","11","100411","갑자기 선생님처럼 굴고 있어…!\n…저기, 오빠가\n뭐라고 좀 해줘.","10","1","1","0","0","0"
"1009813061","1009813","91","0","","","","","","",""
"1009813062","1009813","3","100411","lsv_idle_cool_sad","1","","","0.2","",""
"1009813063","1009813","3","100411","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009813064","1009813","3","103611","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009813065","1009813","3","102011","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009813066","1009813","93","0.1","0","","","","","",""
"1009813067","1009813","2","100411","-452","-235","0.33","2","","0.2",""
"1009813068","1009813","2","103611","420","-220","0.33","2","","0.2",""
"1009813069","1009813","2","102011","545","-250","0.33","2","","0.2",""
"1009813070","1009813","22","0","0","1","","","0.2","",""
"1009813071","1009813","103","네, 선생님!","1009813074","0","","","","",""
"1009813072","1009813","103","자는 척을 하자","1009813096","0","","","","",""
"1009813073","1009813","103","어떤 문제를 내려나","1009813119","0","","","","",""
"1009813074","1009813","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009813075","1009813","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009813076","1009813","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009813077","1009813","93","0.1","0","","","","","",""
"1009813078","1009813","2","100411","-200","-235","0.33","2","","0.2",""
"1009813079","1009813","2","103611","100","-220","0.33","2","","0.2",""
"1009813080","1009813","2","102011","270","-250","0.33","2","","0.2",""
"1009813081","1009813","93","0.7","0","","","","","",""
"1009813082","1009813","3","100411","lsv_surprise3","0","lsv_surprise3_loop","1","0","0.2",""
"1009813083","1009813","21","vo_lsv","vo_lsv_1326","0","0","","","",""
"1009813084","1009813","11","100411","신났어~!?","10","1","1","0","0","0"
"1009813085","1009813","91","0","","","","","","",""
"1009813086","1009813","3","103611","lsv_talk_thinking_joyR","1","","","0.2","",""
"1009813087","1009813","21","vo_lsv","vo_lsv_1327","0","0","","","",""
"1009813088","1009813","11","103611","대답 좋네요.\n그럼, 다 같이\n복습해 볼까요.","10","1","1","0","0","0"
"1009813089","1009813","91","0","","","","","","",""
"1009813090","1009813","3","103611","lsv_idle_thinking_joy1","1","","","0.2","",""
"1009813091","1009813","3","102011","lsv_handsup_joy","0","lsv_idle_joy","1","0","0.2",""
"1009813092","1009813","21","vo_lsv","vo_lsv_1328","0","0","","","",""
"1009813093","1009813","11","102011","네~ 알겠습니다.\n쿄우카 선생님♪","10","1","1","0","0","0"
"1009813094","1009813","91","0","","","","","","",""
"1009813095","1009813","101","1009813143","","","","","","",""
"1009813096","1009813","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009813097","1009813","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009813098","1009813","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009813099","1009813","93","0.1","0","","","","","",""
"1009813100","1009813","2","100411","-200","-235","0.33","2","","0.2",""
"1009813101","1009813","2","103611","100","-220","0.33","2","","0.2",""
"1009813102","1009813","2","102011","270","-250","0.33","2","","0.2",""
"1009813103","1009813","93","0.7","0","","","","","",""
"1009813104","1009813","3","100411","lsv_look_idle_sad_wink","0","lsv_sleep","1","0.2","0.2",""
"1009813105","1009813","21","vo_lsv","vo_lsv_1329","0","0","","","",""
"1009813106","1009813","11","100411","그…\n그거야, 오빠.\n……쿨~쿨~쿨","10","1","1","0","0","0"
"1009813107","1009813","91","0","","","","","","",""
"1009813108","1009813","3","100411","lsv_sleep","1","","","0.2","",""
"1009813109","1009813","3","103611","lsv_exactly_in","0","lsv_exactly_loop","1","0","0.2",""
"1009813110","1009813","21","vo_lsv","vo_lsv_1330","0","0","","","",""
"1009813111","1009813","11","103611","거기 두 사람!\n수업 중에 자면 안 돼요!","10","1","1","0","0","0"
"1009813112","1009813","91","0","","","","","","",""
"1009813113","1009813","3","103611","lsv_idle_arm_crossed","1","","","0.2","",""
"1009813114","1009813","3","102011","lsv_surprise3_pain","0","lsv_surprise3_pain_loop","1","0","0.2",""
"1009813115","1009813","21","vo_lsv","vo_lsv_1331","0","0","","","",""
"1009813116","1009813","11","102011","둘 다, 일어나~!\n같이 공부하자~!","10","1","1","0","0","0"
"1009813117","1009813","91","0","","","","","","",""
"1009813118","1009813","101","1009813143","","","","","","",""
"1009813119","1009813","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009813120","1009813","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009813121","1009813","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009813122","1009813","93","0.1","0","","","","","",""
"1009813123","1009813","2","100411","-200","-235","0.33","2","","0.2",""
"1009813124","1009813","2","103611","100","-220","0.33","2","","0.2",""
"1009813125","1009813","2","102011","270","-250","0.33","2","","0.2",""
"1009813126","1009813","93","0.7","0","","","","","",""
"1009813127","1009813","3","100411","lsv_talk_bitter_sad","1","","","0.2","",""
"1009813128","1009813","21","vo_lsv","vo_lsv_1332","0","0","","","",""
"1009813129","1009813","11","100411","아, 그쪽?\n쿄우카의 선생님 캐릭터에\n태클은 안 거는구나…","10","1","1","0","0","0"
"1009813130","1009813","91","0","","","","","","",""
"1009813131","1009813","3","100411","lsv_idle_bitter","1","","","0.2","",""
"1009813132","1009813","3","103611","lsv_exactly_in","0","lsv_exactly_loop","1","0","0.2",""
"1009813133","1009813","21","vo_lsv","vo_lsv_1333","0","0","","","",""
"1009813134","1009813","11","103611","미소기 양?\n선생님에게 캐릭터라는 말은\n하지 말도록!","10","1","1","0","0","0"
"1009813135","1009813","91","0","","","","","","",""
"1009813136","1009813","3","103611","lsv_idle_arm_crossed","1","","","0.2","",""
"1009813137","1009813","3","102011","lsv_talk_surprise_talkjoy","1","","","0.2","",""
"1009813138","1009813","21","vo_lsv","vo_lsv_1334","0","0","","","",""
"1009813139","1009813","11","102011","와앗…!\n정말로 선생님 같아~!\n제대로 공부해야지…!","10","1","1","0","0","0"
"1009813140","1009813","91","0","","","","","","",""
"1009813141","1009813","3","102011","lsv_idle_surprise_joy","1","","","0.2","",""
"1009813142","1009813","101","1009813143","","","","","","",""
"1009813143","1009813","91","0","","","","","","",""
"1009813144","1009813","102","","","","","","","",""
"1009813145","1009813","22","0","0.2","","","","","",""
"1009813146","1009813","93","0.2","","","","","","",""
"1009813147","1009813","12","102011","5","1","0","0","0","0","0"
"1009813148","1009813","3","102011","lsv_talk_surprise","1","","","0.2","",""
"1009813149","1009813","93","3","0","","","","","",""
"1009813150","1009813","3","102011","lsv_idle_surprise","1","","","0.2","",""
"1009813151","1009813","12","103611","10","1","0","0","0","0","0"
"1009813152","1009813","3","103611","lsv_talk_arm_crossed_joy","0","lsv_talk_arm_crossed_loop_joy","1","0","0.2",""
"1009813153","1009813","93","3","0","","","","","",""
"1009813154","1009813","3","103611","lsv_idle_cool_joy","1","","","0.2","",""
"1009813155","1009813","12","100411","2","1","0","0","0","0","0"
"1009813156","1009813","3","100411","lsv_talk_bitter","1","","","0.2","",""
"1009813157","1009813","93","3","0","","","","","",""
"1009813158","1009813","3","100411","lsv_idle_normal_talkR","1","","","0.2","",""
"1009813159","1009813","101","1009813147","","","","","","",""
"1009813160","1009813","6","333","1","1","1","0","1","0",""
"1009813161","1009813","4","100411","1","","","","","",""
"1009813162","1009813","3","100411","lsv_run","1","","","0.2","",""
"1009813163","1009813","2","100411","-750","-235","0.8","0","","",""
"1009813164","1009813","4","103611","0","","","","","",""
"1009813165","1009813","3","103611","lsv_run","1","","","0.2","",""
"1009813166","1009813","2","103611","750","-220","0.8","0","","",""
"1009813167","1009813","4","102011","0","","","","","",""
"1009813168","1009813","3","102011","lsv_run","1","","","0.2","",""
"1009813169","1009813","2","102011","850","-250","0.8","0","","",""
"1009813170","1009813","93","0.6","","","","","","",""
"1009813171","1009813","6","100411","1","1","1","0","0.2","0",""
"1009813172","1009813","6","103611","1","1","1","0","0.2","0",""
"1009813173","1009813","6","102011","1","1","1","0","0.2","0",""
"1009813174","1009813","91","0","","","","","","",""
"1009814001","1009814","1","1","122811","102","-650","-235","1.95","0","lsv_idle_normal"
"1009814002","1009814","1","1","122911","100","650","-220","1.95","1","lsv_idle_normal"
"1009814003","1009814","1","1","122711","101","750","-250","1.95","1","lsv_idle_normal"
"1009814004","1009814","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009814005","1009814","6","333","1","1","1","0","0","0",""
"1009814006","1009814","6","122811","1","1","1","0","0","0",""
"1009814007","1009814","6","122911","1","1","1","0","0","0",""
"1009814008","1009814","6","122711","1","1","1","0","0","0",""
