d6b5352a2780d85233a5077f80b0d680d2d2f1a357efe1dc7482fe9783e009a1,e11c46da2b701622247a88c464406d7dea16f7c33f10ed7777453750fcf28d08,11bd2a2ab3c86d949d08365355a18e2e5879192abc3d8e3b4710b2777b2bea35,4025c6bb490dd1972d5c02f1e7519ea85f707674221157b392f9801488eaa2fc,5195ac15af4c70320212cb54b7d96222e6fb143cbaecc475d8bca57d91de6bc6,d94b8f7686ff5f35e811b7de6b790fefc57642433ffd3f960d57679d95f94d19,b9f2eea27e3403851e047b3daf79ee3f521e7fad24c03cc26bc10174e7c13675,154c6dbd7e66fbe66b63a96d678a3385eed44d31d5bfeaa7ad967e3c21162ec9,27105fcf273436f4bee6f809e77dc23888d443420eb2317f10c1c1a3d562c310,fc50548bc2fcced55431069f851cf87a22e8c62efa1e68777eed4c1ebf726c88,53bc1c5c3541ee1ac30eab03ac05286648f2ca9c6cafd7b339206f61b19b3b82,5d8699d1342354ab61dd52fea0e733f7606f42ea63dcb22b5b30613288a29d64,71091ddf88bef34fc99e4fa317b5aef3b993dfe34688b3635897efbec1ccb339,7a1e41d5fbe0334160af24e520e7e6f278e165a48c884a705def6d5a91e6c0d1,1517032ba970914635d89e4f535e58722fc2f6e4a703ff1e2f80522368b314fe,4c3598ea10d494264f8b368b111ac7fe7d91e13385910a16a387111c2ebde72a,a576a34791314538d9d04f314157c7274df05c8840907b7a19c482d5726e3b5c,3ecf447580deafaef78e6dc29fc805c840e4ea61c6531b4f0ca311ae32ae799b,e3475f4ec3ca440809dd85af45b884e35a86e093cd7c40861a33d669c838a591,971bfeaacd4324b1d2bb838f4bde803549159e70c84265a01a778eccb652e7c5,0f11095a1814692af194ad1df3c688cf32e5b3375c93b4883da0f3587120e583,4591b38ac58ee152ad0a6476c809d01bd68d952c202cc50aedcd9a2d691475be,2da93eedb2681092cfb47ed47eb4d2445cdcbe22ec7c27811a5e40bb13f8de8d,a7bc120aa3113d90d971247b8eddc5ab7a74943478df345644ebe1926092d237
"123201","아야네(탐험가)","아야네","123201","0","0","3","3","3","450","256","1","1.425","123201","0","123201","0","0","0","【물리】전열에서 파트너와 어려움을 넘어 맹진하는 아야네 대원.\n운집한 적을 두 개의 범위 공격으로 단숨에 붙잡아, 주위 아군의 물리\n공격력과 크리티컬 증가로 모험을 방해하는 벽을 쳐부순다.","0","2023/10/16 15:00:00","2030/12/31 15:00:00","0"
"123301","네아","네아","123301","0","1","3","0","1","450","350","1","1.62","123301","0","123301","0","0","0","【물리】중열에서 점액을 흩뿌리는 노랑 슬라임 갸루.\n스킬로 적 전체의 물리 공격 능력과 TP 상승을 저하시켜,\nUB로 슬라임화해서 모든 적을 공격하면서 무적 보디를 얻는다.","0","2024/10/09 15:00:00","2024/10/14 14:59:59","0"
"123401","쥰(캠프)","쥰","123401","0","0","3","5","5","0","0","0","0","0","0","0","0","0","0","","0","2023/06/29 15:00:00","2030/12/31 15:00:00","0"
"123501","린(할로윈)","린","123501","0","1","1","6","6","450","583","1","2.34","123501","0","123501","0","0","0","【물리】중열에서 적을 장난으로 농락하는 공포의 강시 아가씨.\n마법 공격력이 가장 높은 적에게 급습을 가해, TP와 마법\n공격력 감소, 스턴 상태로 만드는 등의 방해 스킬로 기선을 제압한다.","1","2023/11/02 15:00:00","2030/12/31 15:00:00","0"
"123601","토모(할로윈)","토모","123601","0","1","3","4","4","450","262","1","1.965","123601","0","123601","0","0","0","【물리】전열에서 동지와 힘을 합쳐 함께 싸우는 밤의 순찰 검사.\n자신과 물리 공격력이 가장 높은 아군 하나의 공격력을 대폭으로\n상승시켜, 눈에 보이지도 않는 검기로 고얀 놈을 처벌한다.","0","2024/11/09 15:00:00","2024/11/14 14:59:59","0"
"123701","나나카(할로윈)","나나카","123701","0","0","3","21","7","450","741","2","2.07","123701","0","123701","0","0","0","【마법】후열에서 오타쿠 활동에 열심인 할로윈 마법 소녀.\nHP 회복량 감소로 적의 전략을 무너트리고, 데미지 필드와\n대상의 수에 따라 화상의 위력을 증가시키는 열광의 불길이 적을 감싼다.","0","2023/11/17 15:00:00","2030/12/31 15:00:00","0"
"123801","크리스티나(와일드)","크리스티나","123801","0","1","3","1","1","450","238","1","2.295","123801","0","123801","0","0","0","【물리】전열에서 전장을 뛰어다니는 래빗 차림의 서약여군.\n물리 공격을 모두 회피하는 스킬과 공격력 강화로 적진에\n혼자 특수 공격을 걸고, UB의 범위 공격으로 적을 안에서부터 베어 쓰러트린다.","0","2024/12/08 15:00:00","2024/12/12 14:59:59","0"
"123901","마츠리(와일드)","마츠리","123901","0","0","3","2","2","450","183","1","2.125","123901","0","123901","0","0","0","【물리】전열에서 엄마가 만들어준 갑옷을 입고 기합이 충만한 수인족 기사. 자신의 HP가 낮을수록 입히는 데미지와 무효 배리어의 내구력을 높여 방어력 감소와 영속 공격 증가로 활로를 개척한다.","0","2023/12/15 15:00:00","2030/12/31 15:00:00","0"
"124001","아카리(크리스마스)","아카리","124001","0","1","3","7","7","450","438","2","2.07","124001","0","124001","0","0","0","【마법】중열에서 크리스마스이브 거리에 행복을 운반하는 쌍둥이 여동생 산타. 자신의 마법 공격력에 따라 효과가 오르는 아군 전체에 대한 공격력 강화에 더해, 단일 특대 마법 공격으로 승리의 선율을 연주한다.","0","2025/01/07 15:00:00","2025/01/09 14:59:59","0"
"124101","요리(크리스마스)","요리","124101","0","1","1","6","6","450","433","2","1.965","124101","0","124101","0","0","0","【마법】중열에서 빛을 밝혀 행복을 전하는 쌍둥이 언니 산타. 가장 가까운 캐릭터 하나의 마법 공격력과 행동 속도 증가, TP 회복에 더해 모두를 지원하는 스킬로 크리스마스이브의 승리를 장식한다.","1","2023/12/28 15:00:00","2030/12/31 15:00:00","0"
"124201","쥰(크리스마스)","쥰","124201","0","0","3","5","5","450","144","1","2.07","124201","0","124201","0","0","0","【물리】전열에서 아군을 비호하고 축복하는 성백의 기사단장.\n스킬로 후방 아군의 공격 능력을 강화, TP 회복,\n방어력 감소와 자신의 HP를 회복하는 UB로 승기를 잡는다.","0","2024/01/22 15:00:00","2030/12/31 15:00:00","0"
"124301","앤(앤＆글레어)","앤","124301","0","1","3","0","0","0","577","0","0","0","0","0","0","0","0","","1","2024/01/30 15:00:00","2030/12/31 15:00:00","181001"
"124401","글레어(앤＆글레어)","글레어","124401","0","1","3","0","0","0","577","0","0","0","0","0","0","0","0","","1","2024/01/30 15:00:00","2030/12/31 15:00:00","181001"
"124501","호마레(새해)","호마레","124501","0","1","3","21","7","450","707","2","2.07","124501","0","124501","0","0","0","【마법】후열에서 마력을 웃는 얼굴에 감춘 나들이옷 차림을 한 용의 우두머리. 자신의 공격 강화와 TP 회복을 하고, UB로 발동하는 서광의 낙루는 적의 수에 따라 위력과 방어력의 감소량을 올려서 모든 재액을 쫓는다.","0","2025/02/06 15:00:00","2025/02/09 14:59:59","0"
"124601","미사토(새해)","미사토","124601","0","1","3","21","7","450","698","2","2.44","124601","0","124601","0","0","0","【마법】후열에서 정성을 거듭하여 아군을 대접하는 접대원 차림의 선생님. 모든 스킬로 아군의 물리 공격력과 크리티컬 능력을 올려, 마법 방어, TP 상승 지원, HP · TP 회복으로 만복을 빈다.","0","2025/02/06 15:00:00","2025/02/09 14:59:59","0"
"124701","미츠키(새해)","미츠키","124701","0","1","1","46","7","450","590","1","2.24","124701","0","124701","0","0","0","【물리】중열에서 긴 소매 예복 차림으로 여관을 도와주는 척안의 무면허 의사. 몽롱한 상태로 만든 적에게 공격 시, 스킬 데미지와 방어력 감소치가 상승하고 보랏빛 연기에 붙잡힌 적을 품위 있게 물리친다.","1","2024/01/30 15:00:00","2030/12/31 15:00:00","0"
"124801","노조미(리버레이터)","노조미","124801","0","1","3","0","4","450","423","1","2.14","124801","0","124801","0","0","0","【물리】중열에서 미래를 믿고 희망의 불을 밝히는 톱 아이돌. 전투 시작 시 물리 캐릭터의 TP (특대) 회복과 적의 영속 물리 방어력 감소로 가세하며, 물리 공격 강화와 TP 회복으로 승리로 이끈다.","0","2024/09/08 15:00:00","2024/09/11 14:59:59","0"
"124901","카야(리버레이터)","카야","124901","0","1","1","0","1","450","170","1","1.965","124901","0","124901","0","0","0","【물리】전열에서 앞장서서 미래를 거머쥐는 싸움꾼 드래곤족. 첫 공격을 대폭 강화하는 스킬로 자신의 공격력과 TP를 크게 높여, 위력을 더한 UB로 선제해 몰려드는 적을 쓰러뜨린다.","1","2024/02/29 15:00:00","2030/12/31 15:00:00","0"
"125001","무이미(리버레이터)","무이미","125001","0","1","3","0","5","450","221","1","1.965","125001","0","125001","0","0","0","【물리】전열에서 파트너와 함께 내일로 나아가는 대악당 소녀. 자기 강화와 물리 방어력 감소를 구사하는 무이미와 UB 후에 일정 시간 함께 싸우는 오쿠토의 추가 공격으로 빛나는 미래를 되찾는다.","0","2024/09/08 15:00:00","2024/09/11 14:59:59","0"
"125101","타마키(카페)","타마키","125101","0","0","3","47","8","450","825","1","2.24","125101","0","125101","0","0","0","【물리】후열에서 손님을 치유하고 대접하는 고양이 카페 점원 고양이 아가씨. 물리 공격력이 높은 캐릭터 옆에서 주위의 물리 공격력 증가나 HP와 TP 회복을 하고, 주위의 아군 수로 강화되는 공격으로 적을 일소한다.","0","2024/03/30 15:00:00","2030/12/31 15:00:00","0"
"125201","모니카(카페)","모니카","125201","0","0","3","4","4","450","463","1","1.965","125201","0","125201","0","0","0","【물리】중열에서 막과자를 대접하며 복을 뿌리는 고양이 카페 점원. 공격을 3회 받을 때까지 아군 전체의 물리 공격력을 (극대) 증가시키고, 2종의 물리 방어력 감소 스킬로 단숨에 초반의 기세를 더한다.","0","2024/04/07 15:00:00","2030/12/31 15:00:00","0"
"125301","콧코로(레인저)","콧코로","125301","0","1","3","6","6","450","752","1","2.07","125301","0","125301","0","0","0","【물리】후열에서 멍멍이와 함께하는 신록 레인저 소녀. 자신의 공격력에 따라 강화되는 물리 공격 지원 스킬이나 HP 지속 회복, 배리어로 주위를 서포트해 인연의 승리로 이끈다.","0","2024/11/24 15:00:00","2024/11/28 14:59:59","0"
"125401","시오리(레인저)","시오리","125401","0","0","3","8","8","450","710","1","2.09","125401","0","125401","0","0","0","【물리】후열에서 파트너와 함께 산을 달리는 신참 레인저. 스킬로 자신의 공격력과 크리티컬 시의 데미지를 올리고 TP를 회복하며 데미지와 방어력 감소로 적을 몰아넣는다.","0","2024/05/13 15:00:00","2030/12/31 15:00:00","0"
"125501","지타(워록)","지타","125501","0","1","3","50","7","450","443","2","1.92","125501","0","125501","0","0","0","【마법】중열에서 다른 술자와 마력을 뭉치는 궁극의 마도사. 아군에 대한 마법 공격 지원과 TP 회복에 더해, 적진의 공격과 방어 모두 약체화로 전황을 정비하고 스스로도 강력한 공격 마법을 사용한다.","0","2024/12/24 15:00:00","2024/12/27 14:59:59","0"
"125601","비카라","비카라","125601","0","1","3","0","51","450","267","1","2.09","125601","0","125601","0","0","0","【물리】전열에서 꿈과 희망, 생쥐 귀 머리띠를 전하는 서신궁의 무녀. 주위 아군의 물리 공격 지원, TP 상승 증가, 회복으로 엄호하고, 자신의 무적화로 적의 허점을 뚫고 날카로운 금아의 일격을 날린다.","0","2024/12/24 15:00:00","2024/12/27 14:59:59","0"
"125701","카린(알케미스트)","카린","125701","0","1","1","9","7","450","579","2","2.24","125701","0","125701","0","0","0","【마법】중열에서 삼라만상을 연구해 아군을 지원하는 연금술사. 물리, 마법 등 속성을 불문한 적의 약체화와 아군의 강화에 더해, 스킬에 의한 높은 빈도의 HP 회복으로 견고한 전황을 구축한다.","1","2024/05/28 15:00:00","2030/12/31 15:00:00","0"
"125801","리리(폴른)","리리","125801","0","0","3","0","3","450","464","1","2.09","125801","0","125801","0","0","0","【물리】중열에서 검은 날개의 힘으로 하늘을 제압하는 탄겸의 소녀. 전투 시작 시, 적의 범위 공격을 피하는 【비행】 상태가 되어, 생성한 섀도우 함께 눈앞의 적을 일격에 베어 버린다.","0","2024/05/20 15:00:00","2030/12/31 15:00:00","0"
"125901","카야(리버레이터)","카야","125901","0","1","3","1","1","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"126001","크리아(폴른)","크리아","126001","0","0","3","0","0","450","406","1","2.09","126001","0","126001","0","0","0","【물리】중열에서 자신의 몸을 방패 삼아 아군을 지키는 은극의 소녀.\n전투 시작 시 【비행】하고, HP가 가장 적은 아군을 감싸며\n아군의 HP에 따라서 강화되는 스킬로 적을 견제한다.","0","2024/11/28 15:00:00","2030/12/31 15:00:00","0"
"126101","프레시아(폴른)","프레시아","126101","0","0","3","53","44","450","480","2","2.09","126101","0","126101","0","0","0","【마법】중열에서 마이페이스로 아군을 지원하는 파장의 소녀.\n【비행】 시 크리티컬 강화와 HP・TP 회복으로 아군을\n지원하며 마법 공격력을 더한 물리 공격으로 적을 평정한다.","0","2024/12/12 15:00:00","2030/12/31 15:00:00","0"
"126201","이리야(의장복)","이리야","126201","0","1","3","3","3","450","568","2","2.09","126201","0","126201","0","0","0","【마법】중열에서 권속과 영원한 피의 맹세를 하는 월하의 흡혈귀. UB로 권속을 2마리 불러 아군에 대한 공격 지원이나 행동 속도 상승으로 강화하고 권속과 함께 맹공을 가해 앞을 가로막는 적을 물리친다.","0","2025/01/21 15:00:00","2025/01/24 14:59:59","0"
"126301","유키(의장복)","유키","126301","0","0","3","9","7","450","456","2","2.07","126301","0","126301","0","0","0","【마법】중열에서 어두운 색 의장복을 입은 「미를 통치하는 자」.\n스테이터스 증가 효과를 받고 【미모】를 늘려 마법 공격력\n감소 및 아군 강화, TP 회복의 효과를 높여서 구사한다.","0","2024/07/15 15:00:00","2030/12/31 15:00:00","0"
"126401","클로체","클로체","126401","0","1","3","1","1","450","373","1","2.09","126401","0","126401","0","0","0","【물리】중열에서 탈착 가능한 무쇠 팔을 발사하는 기계인족 로봇 아가씨. UB 발동으로 【풀 충전】 상태가 되어 【배터리】가 다할 때까지 강화 스킬을 연발해 일대를 엄청난 속도로 압쇄한다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"126501","라이라엘","라이라엘","126501","0","1","3","0","7","450","740","2","1.965","126501","0","126501","0","0","0","【마법】후열에서 우아하고 아름답게 미소짓는 지오 테오고니아의 공주. 시작 시에 발동하는 【계뢰】로, 적과 아군에게 영향을 주며 마법 방어 감소와 강력한 데미지 스킬로 심판을 내린다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"126601","네네카(여름)","네네카","126601","0","1","3","7","7","450","650","2","2.04","126601","0","126601","0","0","0","【마법】후열에서 더운 기색 없이 미소 짓는 여름 모습의 『변모대비』. 스킬로 아군을 대폭 강화하고 가장 마법 공격력이 높은 아군의 마법 공격력을 베낀 공격력으로 강력한 UB를 사용한다.","0","2024/07/31 15:00:00","2024/08/09 14:59:59","0"
"126701","아키노(여름)","아키노","126701","0","1","1","5","5","450","224","1","1.965","126701","0","126701","0","0","0","【물리】전열에서 우아한 바캉스를 보내는 석양 속의 영애. 적이 마법 공격을 할 경우에 효과가 대폭 증가하는 2종류의 범위 공격 및 공격과 방어 양쪽의 지원 스킬로 한여름의 개가를 올린다.","1","2024/07/31 15:00:00","2030/12/31 15:00:00","0"
"126801","유카리(여름)","유카리","126801","0","0","3","5","5","450","159","1","1.97","126801","0","126801","0","0","0","【물리】전열에서 여름 맥주를 즐기는 해변의 전직 성기사.\n적 하나에게 데미지를 주면서, 주위 아군에게 마법 무효\n배리어 부여와 마법 방어 증가로 수비를 굳혀 승리의 파도에 오른다.","0","2024/08/14 15:00:00","2030/12/31 15:00:00","0"
"126901","란파(여름)","란파","126901","0","1","3","21","7","450","682","2","1.965","126901","0","126901","0","0","0","【마법】후열에서 조용한 파도 소리에 귀를 기울이는 만양의 가희.\n마법 크리티컬의 극대 증가를 필두로 주변의 아군을 공방\n양면으로 강화하며, 거기에 자신 또한 UB로 수많은 적을 물리친다.","0","2024/08/27 15:00:00","2024/09/05 14:59:59","0"
"127001","쿠우카(여름) ","쿠우카","127001","0","1","1","52","2","450","133","1","1.97","127001","0","127001","0","0","0","【물리】전열에서 새로운 자극을 좇는 수영복을 입은 마조히스트 소녀.\n자신의 HP가 낮을수록 효과량이 상승하는 스킬의 물리\n공격력 증가와 UB의 데미지로 승리의 대해로 뛰어든다.","1","2024/08/27 15:00:00","2024/09/10 14:59:59","0"
"127101","시노부(여름)","시노부","127101","0","1","3","46","5","450","255","1","2.09","127101","0","127101","0","0","0","【물리】전열에서 잔잔한 수면에 흔들리는 야광의 영능력자 소녀. 소환한 아버지에게 적의 공격을 유도하며, 시노부 자신의 공격 성능 강화와 방어 감소를 이용해 적을 명해로 인도한다.","0","2024/09/11 15:00:00","2024/09/18 14:59:59","0"
"127201","캬루(편입생)","캬루","127201","0","1","3","7","7","450","804","2","2.09","127201","0","127201","0","0","0","【마법】후열에서 교복을 입은 모습에 가슴이 고동치는 청춘 고양이 소녀. 공방 양면의 서포트에 더해 행동 속도 증가와 TP 회복으로 아군을 지원하고, 가장 먼 적을 노리는 UB로 빛나는 승리를 가져온다.","0","2024/09/30 15:00:00","2024/10/09 14:59:59","0"
"127301","스즈나(편입생)","스즈나","127301","0","0","3","8","8","450","750","1","2.09","127301","0","127301","0","0","0","【물리】후열에서 무지 귀여운 교복을 입은 카리스마 모델. 크리티컬 시에 아군을 강화하는 스킬과 추가 데미지가 발생하는 UB로 청춘의 한 페이지를 잘라낸다.","0","2024/10/14 15:00:00","2030/12/31 15:00:00","0"
"127401","비카라(콜라보)","비카라","127401","0","1","3","1","1","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"127501","사렌(사라사리아)","사렌","127501","0","1","3","4","4","450","304","1","2.09","127501","0","127501","0","0","0","【물리】중열에서 우아하게 불꽃과 춤추는 정열의 사렌 마마.\n물리 공격으로부터 아군을 지키며, 【염무의 각인】 수에 따라서 효과가 상승하는 물리 공격 증가와 TP 회복으로 모두를 북돋운다.","0","2024/10/30 15:00:00","2024/11/09 14:59:59","0"
"127601","루카(사라사리아)","루카","127601","0","0","3","4","4","450","157","1","1.965","127601","0","127601","0","0","0","【물리】전열에서 하늘을 나는 양탄자를 타고 돌아다니는 오아시스의 누님. 자신의 물리 방어를 대폭 높이며 적을 도발하는 스킬과 적의 TP와 TP 상승을 감소시키는 UB로 상쾌하게 승리를 거머쥔다.","0","2024/11/14 15:00:00","2030/12/31 15:00:00","0"
"127901","페코린느(크리스마스)","페코린느","127901","0","1","3","5","5","450","372","2","1.965","127901","0","127901","0","0","0","【마법】중열에서 모두에게 웃음을 전해주는 배고픈 산타 왕녀.\n전선에서 적의 공격을 버티며 범위 내 아군의 방어 서포트\n와 적의 방어 감소까지 해내며 성야에 승리의 빛을 밝힌다.","0","2024/12/27 15:00:00","2025/01/07 14:59:59","0"
"128001","크레짓타(크리스마스)","크레짓타","128001","0","0","3","35","35","450","723","1","2.09","128001","0","128001","0","0","0","【물리】후열에서 감미로운 한 때를 만끽하는 성야의 여상인.\n가장 빠른 아군에게 주는 TP 회복과, 첫 발에 추가 효과가 있는 공격\n으로 적의 약체화와 아군의 강화를 실행하여 승리의 무대를 꾸민다.","0","2025/01/09 15:00:00","2030/12/31 15:00:00","0"
"128101","시즈루(시즈루&리노)","시즈루","128101","0","1","3","0","0","0","580","0","0","0","0","0","0","0","0","","1","2015/04/01 15:00:00","2030/12/31 15:00:00","181101"
"128201","리노(시즈루&리노)","리노","128201","0","1","3","0","0","0","580","0","0","0","0","0","0","0","0","","1","2015/04/01 15:00:00","2030/12/31 15:00:00","181101"
"128301","이노리(새해)","이노리","128301","0","1","1","38","3","450","191","1","2.09","128301","0","128301","0","0","0","【물리】전열에서 상대를 비웃는 경솔한 새해의 신 드래곤.\n적 전체를 도발하고 적의 방해 스킬에 카운터를 날려 전방의\n적 전체를 스턴시키는 스킬로 전장을 휘젓고 다닌다.","1","2025/01/27 15:00:00","2030/12/31 15:00:00","0"
"128401","하츠네(새해)","하츠네","128401","0","1","3","21","7","450","801","2","2.09","128401","0","128401","0","0","0","【마법】후열에서 특별한 경치를 함께 하는 새해 첫 꿈 초능력 걸.\n적이 물리 공격을 할 경우, 공격 성능 강화에 더해 복수의\n약체 효과가 추가되어, 공수 양면으로 아군을 지원하고 적을 쓸어버린다.","0","2025/01/27 15:00:00","2025/02/06 14:59:59","0"
"128501","카스미(새해)","카스미","128501","0","1","3","21","7","450","739","2","2.09","128501","0","128501","0","0","0","【마법】후열에서 나무판에 담긴 소원을 비는 새해의 명탐정.\n적과 아군의 수에 따라서 효과량이 상승하는 데미지와 공격력 지원에\n더해서, 두 종류의 회복 스킬을 사용해서 승리를 바란다.","0","2025/02/09 15:00:00","2025/02/17 14:59:59","0"
"128601","리리(폴른)","리리","128601","0","1","3","1","1","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"128701","히요리(아스트랄)","히요리","128701","0","1","3","0","1","450","226","1","2.09","128701","0","128701","0","0","0","【물리】전열에서 황염이 깃든 희망을 휘두르는 각성한 원기 왕성 소녀.\n내뿜는 불꽃은 적을 공수 양면으로 약화시키고, 동시에 아군을 고무시켜\n 두 종류의 TP 회복 효과로 공세를 멈추지 않고 승리를 불러들인다.","0","2025/03/13 15:00:00","2025/03/20 14:59:59","0"
"128801","레이(아스트랄)","레이","128801","0","1","1","0","4","450","194","1","1.965","128801","0","128801","0","0","0","【물리】전열에서 선풍을 두르고 미래로 달려나가는 각성한 검사.\n눈에 띄지 않는 속도의 검기로 적을 날려버려서 스턴시키고\n동료의 수비를 굳히는 스킬을 구사해 승리의 길을 연다.","1","2025/02/27 15:00:00","2030/12/31 15:00:00","0"
"128901","유이(아스트랄)","유이","128901","0","1","3","0","7","450","772","2","2.09","128901","0","128901","0","0","0","【마법】후열에서 소원을 힘으로 삼아 극광을 내뿜는 각성한 마법사.\n자신을 강화하면서 고화력 마법을 끊임없이 발사하며, 배리어\n를 기점으로 삼은 아군에게 부여하는 공격 지원 스킬로 승리를 손에 얻는다.","0","2025/02/25 15:00:00","2025/03/09 14:59:59","0"
"129001","에리스","에리스","129001","0","1","3","0","7","450","800","2","2.09","129001","0","129001","0","0","0","【마법】후열에서 잠으로부터 깨어나 아름답게 피어나는 흑장미.\n종언을 뛰어넘은 【회귀의 장미】와, 행동 속도 증가를 시작으로\n한 다양한 공방 지원으로 아군을 강화하여 새로운 미래를 거머쥔다.","0","2025/03/28 15:00:00","2025/03/31 14:59:59","0"
"129401","클로에(겨울)","클로에","129401","0","0","3","2","2","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"130601","레이(아스트랄)","레이","130601","0","1","3","1","4","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"170101","지타","지타","170101","0","0","3","34","34","450","245","1","1.965","105701","0","170101","0","4","0","【물리】전열에서 선수필승의 대형 기술을 차례로 쏟아내는 기공사.\n스킬에 의한 TP 회복은 유니온 버스트의 발동을 촉진시켜\n배틀 초반부터 적의 전열에 큰 데미지를 입힌다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"180101","히요리(프린세스)","히요리","180101","0","1","3","0","0","450","199","1","1.62","180101","0","180101","0","7","0","【물리】전열에서 불꽃 날개를 등에 지고 적을 분쇄하는 밝고 기운찬 소녀. 싸움이 계속될수록 자신의 공격 능력을 강하게 하는 스킬을 다루고, 높아진 힘으로 날리는 초폭의 일격은 온갖 적을 먼지로 만든다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"180201","유이(프린세스)","유이","180201","0","1","3","0","0","450","767","2","1.92","180201","0","180201","0","1","0","【마법】후열에서 극대 마법으로 적을 멸하는 소원의 마법사.\nTP를 회복하면서 공격력이 누적 상승하는 보조 스킬로\n자신의 힘을 강화하고, 강력한 범위 공격을 날려 적을 쓸어버린다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"180301","레이(프린세스)","레이","180301","0","1","3","0","0","450","377","1","1.965","180301","0","180301","0","7","0","【물리】중열에서 바람의 칼날을 거느려 격전을 유려하게 정복하는 폭풍 날개의 검사.\n적이 많을수록 효과가 높아지는 자기 강화 스킬로 자신을 분발시키고 강력한 범위 공격 스킬로 모든 적을 몰살한다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"180401","페코린느(프린세스)","페코린느","180401","0","1","3","0","0","450","155","1","1.965","180401","0","180401","0","1","0","【물리】전열에서 공격과 방어, 양쪽에서 절대적인 힘을 자랑하는 배고픈 왕녀.\nHP가 많을 때는 폭발적인 공격력으로 어떠한 적도 물리치고\nHP가 줄어들면 자기 회복 능력을 획득하여 철벽의 수비를 보여준다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"180501","콧코로(프린세스)","콧코로","180501","0","1","3","0","0","450","555","1","2.14","180501","0","180501","0","1","0","【물리】중열에서 아주 큰 보조 스킬을 계속 날리는 순백의 무녀.\n아군의 공격력과 크리티컬 데미지를 강화하면서,\n두가지 전체 회복 스킬로 아군을 견고하게 수호하여 승리로 이끈다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"180601","캬루(프린세스)","캬루","180601","0","1","3","0","0","450","747","2","1.92","180601","0","180601","0","1","0","【마법】후열에서 극대 마법을 다뤄 적을 해치우는 공주 차림의 고양이 소녀.\n회복과 보조를 겸한 각 공격 스킬을 구사해 전황을 정리하고,\n극대 위력의 유니온 버스트를 날려 적을 태워버린다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"180701","하츠네＆시오리","하츠네시오리","180701","0","1","3","0","0","450","732","1","1.75","180701","0","180701","0","1","0","【물리】후열에서 진짜 유대감의 힘을 발휘하는 사이좋은 자매.\n적의 수가 늘어날수록 위력이 높아지는 공격 스킬과 주변의\n아군을 강화하는 스킬을 구사해 막아서는 적을 섬멸한다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"180801","미소기＆미미＆쿄우카","미소기미미쿄우카","180801","0","1","3","0","0","450","465","1","1.5","180801","0","180801","0","1","0","【물리】중열에서 적 하나에게 필살의 일격을 가하는 단짝 트리오.\n세 사람의 힘을 합친 공격은, 상대의 약점에 맞추어\n물리에서 마법 공격으로 변화해 어떤 강한 적도 퇴치한다!","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"180901","아키노＆사렌","아키노사렌","180901","0","1","3","0","0","450","421","1","2.09","180901","0","180901","0","1","0","【물리】중열에서 서로 등을 맡기는 최고의 호적수이자 친구인 두 사람. 아군의 물리 공격을 서포트하면서 HP와 TP를 지속적으로 회복하고 HP가 많을수록 위력이 늘어나는 UB로 함께 승리의 길을 간다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"181001","앤＆글레어","앤＆글레어","181001","0","1","3","0","0","450","577","2","2.09","181001","0","181001","0","1","0","【마법】중열에서 마력을 공명하여 연격을 날리는 마나리아의 두 공주.\n스테이터스 증가 효과를 받으면 증가하는 【우정의 마인】이\n스킬을 강화하고, 파장을 맞춘 불꽃의 마법 창으로 적을 물리친다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"181101","시즈루＆리노","시즈루리노","181101","0","1","3","0","0","450","551","1","1.92","181101","0","181101","0","1","0","【물리】중열에서 맞춰 입은 의상으로, 진위를 뛰어넘은 사이좋은 자매.\n공수 양면으로 아군을 지원하는 시즈루와, 크리티컬 시에 강력한\n데미지를 주는 리노, 자매의 인연으로 어려움을 이겨낸다!","0","2025/01/24 15:00:00","2025/01/27 14:59:59","0"
"190801","카린","카린","190801","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
