3dbf40f03b6ff2f1c8d9c39a89e6294e956a8d676a490029af30dbd9dd04236b,2710d234cc987095a3ebe5f03b6f1e97f15e250bc8ea7f14531e4e04c4f77e95,e9b0c157c3d862b74bba6c56d8f619d4d6b81ae872f33be9b88362f39ae81421,49c8227d47b570d30c3cdf42248e25a8e32c047da54e0e34b5a2a1133a479cc8,2d6942ce614ff4083d1fd7b411ded838105de61b179754f98421769f95e143b3,b0aa9836d92856e203662ebbbbeb80467055501fe7d57f5e7e0fe3fd47b4db03,c624f8f9ebee422137e0e5759f9cb72e50ce85822b957674d286df8d240ceaf2,81f604810a45520059b868ff08663b7199d04f089dcf72cd08b1311245b669bd,56477a760dd63fa5c66abdd6ab997d5e59c0c272ad28c7e86975f05126ccebb3,836f6c5d3b740f43fc2d788102e1273f0abea5a21f63234a33dc022ac2b728bd,7bad2245517dab1c69b4e3b0f88e65898cd3a3d12c089c8fb7c40dcb22884dd4
"1059501010","1059501","2","105911","90","-220","1.3","0","","",""
"1059501011","1059501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1059501012","1059501","121","0","0","1.25","1.25","0","0","",""
"1059501013","1059501","32","12","1","0","0","1","1","",""
"1059501014","1059501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1059501015","1059501","93","1.3","","","","","","",""
"1059501016","1059501","3","105911","blb_stop","0","blb_idle","0","0.05","0.3",""
"1059501017","1059501","2","105911","80","-220","0.25","0","","",""
"1059501018","1059501","93","1.4","","","","","","",""
"1059501019","1059501","121","0","0","1.4","1.4","1","3","",""
"1059501020","1059501","131","1","","","","","","",""
"1059501021","1059501","3","105911","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1059501022","1059501","93","0.7","","","","","","",""
"1059501023","1059501","32","12","0","0","0","1","1","",""
"1059501024","1059501","31","13","13","0","0","1","1","",""
"1059501025","1059501","93","0.2","","","","","","",""
"1059501026","1059501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1059501027","1059501","93","1.2","","","","","","",""
"1059501028","1059501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1059501029","1059501","31","4","4","0","0","1","1","",""
"1059501030","1059501","93","1","","","","","","",""
"1059501031","1059501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1059501032","1059501","3","105911","blb_idle","1","","0","0.3","",""
"1059501033","1059501","93","1.05","","","","","","",""
"1059501034","1059501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1059501035","1059501","31","6","6","0","0","1","1","",""
"1059501036","1059501","3","105911","blb_joy_01","0","blb_wish_01","1","0","",""
"1059501037","1059501","93","2","","","","","","",""
"1059501038","1059501","21","vo_adv_1059501","vo_adv_1059501_000","0","0","","","",""
"1059501039","1059501","13","105911","870","","","","","",""
"1059501040","1059501","11","105911","주인님……\n저 같은 사람을 위해,\n이렇게 멋진 모임을\n열어주셔서 고맙습니다.","6","1","1","0","0",""
"1059501041","1059501","91","0","","","","","","",""
"1059501042","1059501","21","vo_adv_1059501","vo_adv_1059501_001","0","0","","","",""
"1059501043","1059501","11","105911","주인님 곁을 가이드로서 모실 수 있다는,\n그것만으로 행복한데……\n저는 행운아군요.","5","1","1","0","0",""
"1059501044","1059501","91","0","","","","","","",""
"1059501045","1059501","21","vo_adv_1059501","vo_adv_1059501_002","0","0","","","",""
"1059501046","1059501","11","105911","이 케이크도 주인님께서 만드신 건가요?\n칼에 베이진 않으셨나요?\n불을 쓰실 때 화상을 입으신 건……?\n……아아. 무사하셔서 안심했습니다.","5","1","1","0","0",""
"1059501047","1059501","91","0","","","","","","",""
"1059501048","1059501","21","vo_adv_1059501","vo_adv_1059501_003","0","0","","","",""
"1059501049","1059501","11","105911","그럼 모처럼이니,\n케이크를 먹어볼까요.\n주인님은 앉아 계세요.\n제가 준비하겠습니다.","6","1","1","0","0",""
"1059501050","1059501","91","0","","","","","","",""
"1059501051","1059501","21","vo_adv_1059501","vo_adv_1059501_004","0","0","","","",""
"1059501052","1059501","11","105911","설령 제 생일이라 해도,\n주인님을 돌보는 일은\n누구에게도 양보할 수 없으니까요.","7","1","1","0","0",""
"1059501053","1059501","91","0","","","","","","",""
"1059501054","1059501","21","vo_adv_1059501","vo_adv_1059501_005","0","0","","","",""
"1059501055","1059501","11","105911","그럼 주인님,\n입을 벌려 주세요.\n자, 아~앙♪","4","1","1","0","0",""
"1059501056","1059501","91","0","","","","","","",""
"1059501057","1059501","31","9","9","0","0","1","1","",""
"1059501058","1059501","131","0","","","","","","",""
"1059501059","1059501","22","0","1","0","0","","","",""
"1059501060","1059501","111","","","","","","","",""
"1059501061","1059501","91","0","","","","","","",""
"1060501001","1060501","1","1","106011","850","400","-220","1.5","1","cmn_talk_def_N"
"1060501002","1060501","31","8","8","0","0","1","1","",""
"1060501003","1060501","31","7","7","0","0","1","1","",""
"1060501004","1060501","31","49","49","0","0","1","1","",""
"1060501005","1060501","31","3","3","0","0","1","1","",""
"1060501006","1060501","31","2","2","0","0","1","1","",""
"1060501007","1060501","31","1","1","0","0","1","1","",""
"1060501008","1060501","31","12","12","0","0","1","0","",""
"1060501009","1060501","3","106011","blb_run_01","1","","","0.3","",""
"1060501010","1060501","2","106011","90","-220","1.3","0","","",""
"1060501011","1060501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1060501012","1060501","121","0","0","1.25","1.25","0","0","",""
"1060501013","1060501","32","12","1","0","0","1","1","",""
"1060501014","1060501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1060501015","1060501","93","1.3","","","","","","",""
"1060501016","1060501","3","106011","blb_stop","0","blb_idle","0","0.05","0.3",""
"1060501017","1060501","2","106011","80","-220","0.25","0","","",""
"1060501018","1060501","93","1.4","","","","","","",""
"1060501019","1060501","121","0","0","1.4","1.4","1","3","",""
"1060501020","1060501","131","1","","","","","","",""
"1060501021","1060501","3","106011","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1060501022","1060501","93","0.7","","","","","","",""
"1060501023","1060501","32","12","0","0","0","1","1","",""
"1060501024","1060501","31","13","13","0","0","1","1","",""
"1060501025","1060501","93","0.2","","","","","","",""
"1060501026","1060501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1060501027","1060501","93","1.2","","","","","","",""
"1060501028","1060501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1060501029","1060501","31","4","4","0","0","1","1","",""
"1060501030","1060501","93","1","","","","","","",""
"1060501031","1060501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1060501032","1060501","3","106011","blb_idle_02","1","","0","0.3","",""
"1060501033","1060501","93","1.05","","","","","","",""
"1060501034","1060501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1060501035","1060501","31","6","6","0","0","1","1","",""
"1060501036","1060501","3","106011","blb_joy_04_kyaru","0","blb_wish_04_kyaru","1","0","",""
"1060501037","1060501","93","2","","","","","","",""
"1060501038","1060501","21","vo_adv_1060501","vo_adv_1060501_000","0","0","","","",""
"1060501039","1060501","13","106011","870","","","","","",""
"1060501040","1060501","11","106011","내 생일을 위해\n이렇게까지 해줄 거라고는\n생각도 못 했어.\n뭐라고 할까, 그, 고마워……","6","1","1","0","0",""
"1060501041","1060501","91","0","","","","","","",""
"1060501042","1060501","21","vo_adv_1060501","vo_adv_1060501_001","0","0","","","",""
"1060501043","1060501","11","106011","이 케이크, 네가 만든 거야?\n대단하잖아!\n……그건 그렇고,\n마물은 안 들어있지?","5","1","1","0","0",""
"1060501044","1060501","91","0","","","","","","",""
"1060501045","1060501","21","vo_adv_1060501","vo_adv_1060501_002","0","0","","","",""
"1060501046","1060501","11","106011","좋아!\n오랜만에 먹는 멀쩡한 디저트네!","6","1","1","0","0",""
"1060501047","1060501","91","0","","","","","","",""
"1060501048","1060501","21","vo_adv_1060501","vo_adv_1060501_003","0","0","","","",""
"1060501049","1060501","11","106011","!?\n자르는 건 기다려!\n모처럼 네가\n날 위해서 만들어 준 거잖아?","6","1","1","0","0",""
"1060501050","1060501","91","0","","","","","","",""
"1060501051","1060501","21","vo_adv_1060501","vo_adv_1060501_004","0","0","","","",""
"1060501052","1060501","11","106011","그러면 그……\n조금만 더 보고 싶다고 할까.\n아깝다고 할까……","5","1","1","0","0",""
"1060501053","1060501","91","0","","","","","","",""
"1060501054","1060501","21","vo_adv_1060501","vo_adv_1060501_005","0","0","","","",""
"1060501055","1060501","11","106011","아무튼, 조금 더 구경하게 해달라고!","5","1","1","0","0",""
"1060501056","1060501","91","0","","","","","","",""
"1060501057","1060501","31","9","9","0","0","1","1","",""
"1060501058","1060501","131","0","","","","","","",""
"1060501059","1060501","22","0","1","0","0","","","",""
"1060501060","1060501","111","","","","","","","",""
"1060501061","1060501","91","0","","","","","","",""
"1061501001","1061501","31","8","8","0","0","1","1","",""
"1061501002","1061501","93","0.1","","","","","","",""
"1061501003","1061501","1","1","106111","850","400","-220","1.5","1","cmn_talk_def_N"
"1061501004","1061501","31","7","7","0","0","1","1","",""
"1061501005","1061501","31","43","43","0","0","1","1","",""
"1061501006","1061501","31","3","3","0","0","1","1","",""
"1061501007","1061501","31","2","2","0","0","1","1","",""
"1061501008","1061501","31","1","1","0","0","1","1","",""
"1061501009","1061501","31","12","12","0","0","1","0","",""
"1061501010","1061501","3","106111","blb_run_01","1","","","0.3","",""
"1061501011","1061501","2","106111","90","-220","1.3","0","","",""
"1061501012","1061501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1061501013","1061501","121","0","0","1.25","1.25","0","0","",""
"1061501014","1061501","32","12","1","0","0","1","1","",""
"1061501015","1061501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1061501016","1061501","93","1.3","","","","","","",""
"1061501017","1061501","3","106111","blb_stop","0","blb_idle","0","0.05","0.3",""
"1061501018","1061501","2","106111","80","-220","0.25","0","","",""
"1061501019","1061501","93","1.4","","","","","","",""
"1061501020","1061501","121","0","0","1.4","1.4","1","3","",""
"1061501021","1061501","131","1","","","","","","",""
"1061501022","1061501","3","106111","blb_blowout_02","0","blb_idle","1","0.3","0.3",""
"1061501023","1061501","93","0.7","","","","","","",""
"1061501024","1061501","32","12","0","0","0","1","1","",""
"1061501025","1061501","31","13","13","0","0","1","1","",""
"1061501026","1061501","93","0.2","","","","","","",""
"1061501027","1061501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1061501028","1061501","93","1.2","","","","","","",""
"1061501029","1061501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1061501030","1061501","31","4","4","0","0","1","1","",""
"1061501031","1061501","93","1","","","","","","",""
"1061501032","1061501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1061501033","1061501","3","106111","blb_idle","1","","0","0.3","",""
"1061501034","1061501","93","1.05","","","","","","",""
"1061501035","1061501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1061501036","1061501","31","6","6","0","0","1","1","",""
"1061501037","1061501","3","106111","blb_joy_02","0","blb_wish_02","1","0","",""
"1061501038","1061501","93","2","","","","","","",""
"1061501039","1061501","21","vo_adv_1061501","vo_adv_1061501_000","0","0","","","",""
"1061501040","1061501","13","106111","870","","","","","",""
"1061501041","1061501","11","106111","헤헤, 생일 축하해 줘서 고마워!\n엄청 기쁘다고!","6","1","1","0","0",""
"1061501042","1061501","91","0","","","","","","",""
"1061501043","1061501","21","vo_adv_1061501","vo_adv_1061501_001","0","0","","","",""
"1061501044","1061501","11","106111","엇, 이 케이크 네가 만든 거야?\n너, 꽤 대단한 녀석이었구나!\n조금 존경스러운데!","5","1","1","0","0",""
"1061501045","1061501","91","0","","","","","","",""
"1061501046","1061501","21","vo_adv_1061501","vo_adv_1061501_002","0","0","","","",""
"1061501047","1061501","11","106111","나를 위해 이렇게까지 해주다니\n넌 정말 좋은 녀석이구나!\n그런 좋은 녀석한테 축하받은\n나는 행복한 사람이네!","6","1","1","0","0",""
"1061501048","1061501","91","0","","","","","","",""
"1061501049","1061501","21","vo_adv_1061501","vo_adv_1061501_003","0","0","","","",""
"1061501050","1061501","11","106111","좋아, 다음엔 내가 네 생일을\n축하해 주겠어. 너한테 지지 않을 정도로\n전력을 다해 축하할 테니까, 각오하라고!","7","1","1","0","0",""
"1061501051","1061501","91","0","","","","","","",""
"1061501052","1061501","31","9","9","0","0","1","1","",""
"1061501053","1061501","131","0","","","","","","",""
"1061501054","1061501","22","0","1","0","0","","","",""
"1061501055","1061501","111","","","","","","","",""
"1061501056","1061501","91","0","","","","","","",""
"1063501001","1063501","1","1","106311","850","400","-220","1.5","1","cmn_talk_def_N"
"1063501002","1063501","31","8","8","0","0","1","1","",""
"1063501003","1063501","31","7","7","0","0","1","1","",""
"1063501004","1063501","31","31","31","0","0","1","1","",""
"1063501005","1063501","31","3","3","0","0","1","1","",""
"1063501006","1063501","31","2","2","0","0","1","1","",""
"1063501007","1063501","31","1","1","0","0","1","1","",""
"1063501008","1063501","31","12","12","0","0","1","0","",""
"1063501009","1063501","3","106311","blb_run_01","1","","","0.3","",""
"1063501010","1063501","2","106311","90","-220","1.3","0","","",""
"1063501011","1063501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1063501012","1063501","121","0","0","1.25","1.25","0","0","",""
"1063501013","1063501","32","12","1","0","0","1","1","",""
"1063501014","1063501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1063501015","1063501","93","1.3","","","","","","",""
"1063501016","1063501","3","106311","blb_stop","0","blb_idle","0","0.05","0.3",""
"1063501017","1063501","2","106311","80","-220","0.25","0","","",""
"1063501018","1063501","93","1.4","","","","","","",""
"1063501019","1063501","121","0","0","1.4","1.4","1","3","",""
"1063501020","1063501","131","1","","","","","","",""
"1063501021","1063501","3","106311","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1063501022","1063501","93","0.7","","","","","","",""
"1063501023","1063501","32","12","0","0","0","1","1","",""
"1063501024","1063501","31","13","13","0","0","1","1","",""
"1063501025","1063501","93","0.2","","","","","","",""
"1063501026","1063501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1063501027","1063501","93","1.2","","","","","","",""
"1063501028","1063501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1063501029","1063501","31","4","4","0","0","1","1","",""
"1063501030","1063501","93","1","","","","","","",""
"1063501031","1063501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1063501032","1063501","3","106311","blb_idle","1","","0","0.3","",""
"1063501033","1063501","93","1.05","","","","","","",""
"1063501034","1063501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1063501035","1063501","31","6","6","0","0","1","1","",""
"1063501036","1063501","3","106311","blb_joy_01","0","blb_wish_01","1","0","",""
"1063501037","1063501","93","2","","","","","","",""
"1063501038","1063501","21","vo_adv_1063501","vo_adv_1063501_000","0","0","","","",""
"1063501039","1063501","13","106311","870","","","","","",""
"1063501040","1063501","11","106311","케, 케이크……!?\n이런 걸, 저기, 고마워……!","4","1","1","0","0",""
"1063501041","1063501","91","0","","","","","","",""
"1063501042","1063501","21","vo_adv_1063501","vo_adv_1063501_001","0","0","","","",""
"1063501043","1063501","11","106311","으으……\n마, 말이 잘 안 나와……\n말하고 싶은 게 잔뜩 있는데.","5","1","1","0","0",""
"1063501044","1063501","91","0","","","","","","",""
"1063501045","1063501","21","vo_adv_1063501","vo_adv_1063501_002","0","0","","","",""
"1063501046","1063501","11","106311","어, 저기!\n나! 지금부터 숲에 갔다 올게!\n맛있는 나무 열매를 따올게!","6","1","1","0","0",""
"1063501047","1063501","91","0","","","","","","",""
"1063501048","1063501","21","vo_adv_1063501","vo_adv_1063501_003","0","0","","","",""
"1063501049","1063501","11","106311","나, 말은 잘 못하지만……\n나무를 타는 건 자신 있으니까!\n이 두근거림에 보답을 하고 싶어!","5","1","1","0","0",""
"1063501050","1063501","91","0","","","","","","",""
"1063501051","1063501","21","vo_adv_1063501","vo_adv_1063501_004","0","0","","","",""
"1063501052","1063501","11","106311","그러니까, 그, 기다려줘!\n돌아오면, 나랑 같이……\n케이크랑 나무 열매, 먹어주세요!","4","1","1","0","0",""
"1063501053","1063501","91","0","","","","","","",""
"1063501054","1063501","31","9","9","0","0","1","1","",""
"1063501055","1063501","131","0","","","","","","",""
"1063501056","1063501","22","0","1","0","0","","","",""
"1063501057","1063501","111","","","","","","","",""
"1063501058","1063501","91","0","","","","","","",""
"1065501001","1065501","1","1","106511","850","400","-220","1.5","1","cmn_talk_def_N"
"1065501002","1065501","31","8","8","0","0","1","1","",""
"1065501003","1065501","31","7","7","0","0","1","1","",""
"1065501004","1065501","31","32","32","0","0","1","1","",""
"1065501005","1065501","31","3","3","0","0","1","1","",""
"1065501006","1065501","31","2","2","0","0","1","1","",""
"1065501007","1065501","31","1","1","0","0","1","1","",""
"1065501008","1065501","31","12","12","0","0","1","0","",""
"1065501009","1065501","3","106511","blb_run_01","1","","","0.3","",""
"1065501010","1065501","2","106511","90","-220","1.3","0","","",""
"1065501011","1065501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1065501012","1065501","121","0","0","1.25","1.25","0","0","",""
"1065501013","1065501","32","12","1","0","0","1","1","",""
"1065501014","1065501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1065501015","1065501","93","1.3","","","","","","",""
"1065501016","1065501","3","106511","blb_stop","0","blb_idle","0","0.05","0.3",""
"1065501017","1065501","2","106511","80","-220","0.25","0","","",""
"1065501018","1065501","93","1.4","","","","","","",""
"1065501019","1065501","121","0","0","1.4","1.4","1","3","",""
"1065501020","1065501","131","1","","","","","","",""
"1065501021","1065501","3","106511","blb_blowout_02","0","blb_idle","1","0.3","0.3",""
"1065501022","1065501","93","0.7","","","","","","",""
"1065501023","1065501","32","12","0","0","0","1","1","",""
"1065501024","1065501","31","13","13","0","0","1","1","",""
"1065501025","1065501","93","0.2","","","","","","",""
"1065501026","1065501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1065501027","1065501","93","1.2","","","","","","",""
"1065501028","1065501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1065501029","1065501","31","4","4","0","0","1","1","",""
"1065501030","1065501","93","1","","","","","","",""
"1065501031","1065501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1065501032","1065501","3","106511","blb_idle","1","","0","0.3","",""
"1065501033","1065501","93","1.05","","","","","","",""
"1065501034","1065501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1065501035","1065501","31","6","6","0","0","1","1","",""
"1065501036","1065501","3","106511","blb_joy_02","0","blb_wish_02","1","0","",""
"1065501037","1065501","93","2","","","","","","",""
"1065501038","1065501","21","vo_adv_1065501","vo_adv_1065501_000","0","0","","","",""
"1065501039","1065501","13","106511","870","","","","","",""
"1065501040","1065501","11","106511","내 생일을 축하해 줘서\n고마워!\n하여간…… 날 기쁘게\n하다니!","6","1","1","0","0",""
"1065501041","1065501","91","0","","","","","","",""
"1065501042","1065501","21","vo_adv_1065501","vo_adv_1065501_001","0","0","","","",""
"1065501043","1065501","11","106511","신기해…… 싸움도 아닌데\n뭔가 끓어오르기 시작했다고……!\n헤헷, 나답지 않은 얘길\n해버렸나.","5","1","1","0","0",""
"1065501044","1065501","91","0","","","","","","",""
"1065501045","1065501","21","vo_adv_1065501","vo_adv_1065501_002","0","0","","","",""
"1065501046","1065501","11","106511","하지만, 이 정도 선물로\n난 만족하지 않는다고?\n너라면 내가 이렇게 말할 거란 걸\n당연히 알았겠지.","6","1","1","0","0",""
"1065501047","1065501","91","0","","","","","","",""
"1065501048","1065501","21","vo_adv_1065501","vo_adv_1065501_003","0","0","","","",""
"1065501049","1065501","11","106511","그럼 오늘 하루는\n나랑 잔뜩 놀아달라고!\n잘 부탁해!","6","1","1","0","0",""
"1065501050","1065501","91","0","","","","","","",""
"1065501051","1065501","31","9","9","0","0","1","1","",""
"1065501052","1065501","131","0","","","","","","",""
"1065501053","1065501","22","0","1","0","0","","","",""
"1065501054","1065501","111","","","","","","","",""
"1065501055","1065501","91","0","","","","","","",""
"1066501001","1066501","1","1","106611","850","400","-220","1.5","1","cmn_talk_def_N"
"1066501002","1066501","31","8","8","0","0","1","1","",""
"1066501003","1066501","31","7","7","0","0","1","1","",""
"1066501004","1066501","31","54","54","0","0","1","1","",""
"1066501005","1066501","31","3","3","0","0","1","1","",""
"1066501006","1066501","31","2","2","0","0","1","1","",""
"1066501007","1066501","31","1","1","0","0","1","1","",""
"1066501008","1066501","31","12","12","0","0","1","0","",""
"1066501009","1066501","3","106611","blb_run_01","1","","","0.3","",""
"1066501010","1066501","2","106611","90","-220","1.3","0","","",""
"1066501011","1066501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1066501012","1066501","121","0","0","1.25","1.25","0","0","",""
"1066501013","1066501","32","12","1","0","0","1","1","",""
"1066501014","1066501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1066501015","1066501","93","1.3","","","","","","",""
"1066501016","1066501","3","106611","blb_stop","0","blb_idle","0","0.05","0.3",""
"1066501017","1066501","2","106611","80","-220","0.25","0","","",""
"1066501018","1066501","93","1.4","","","","","","",""
"1066501019","1066501","121","0","0","1.4","1.4","1","3","",""
"1066501020","1066501","131","1","","","","","","",""
"1066501021","1066501","3","106611","blb_blowout_02","0","blb_idle","1","0.3","0.3",""
"1066501022","1066501","93","0.7","","","","","","",""
"1066501023","1066501","32","12","0","0","0","1","1","",""
"1066501024","1066501","31","13","13","0","0","1","1","",""
"1066501025","1066501","93","0.2","","","","","","",""
"1066501026","1066501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1066501027","1066501","93","1.2","","","","","","",""
"1066501028","1066501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1066501029","1066501","31","4","4","0","0","1","1","",""
"1066501030","1066501","93","1","","","","","","",""
"1066501031","1066501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1066501032","1066501","3","106611","blb_idle","1","","0","0.3","",""
"1066501033","1066501","93","1.05","","","","","","",""
"1066501034","1066501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1066501035","1066501","31","6","6","0","0","1","1","",""
"1066501036","1066501","3","106611","blb_joy_02","0","blb_wish_02","1","0","",""
"1066501037","1066501","93","2","","","","","","",""
"1066501038","1066501","21","vo_adv_1066501","vo_adv_1066501_000","0","0","","","",""
"1066501039","1066501","13","106611","870","","","","","",""
"1066501040","1066501","11","106611","흐흐~음, 이 대간부\n이노리 님의 생일을 축하하다니,\n오빠도 제법\n눈치가 있네요.","6","1","1","0","0",""
"1066501041","1066501","91","0","","","","","","",""
"1066501042","1066501","21","vo_adv_1066501","vo_adv_1066501_001","0","0","","","",""
"1066501043","1066501","11","106611","거기다 이 케이크의 크기!\n크으~…… 좋네요!\n기분이 확 좋아졌어요!\n칭찬을 아끼지 않겠다입니다!","5","1","1","0","0",""
"1066501044","1066501","91","0","","","","","","",""
"1066501045","1066501","21","vo_adv_1066501","vo_adv_1066501_002","0","0","","","",""
"1066501046","1066501","11","106611","앞으로도 나를 위해서\n확실하게 열과 성의를 다하는 게 좋아요!\n걱정 같은 건 필요 없어~입니다,\n이득 보게 해줄 테니까요!","6","1","1","0","0",""
"1066501047","1066501","91","0","","","","","","",""
"1066501048","1066501","21","vo_adv_1066501","vo_adv_1066501_003","0","0","","","",""
"1066501049","1066501","11","106611","그러니 일단은 이 케이크를\n같이 먹자입니다!\n자자, 오빠도!\n냐~암!","6","1","1","0","0",""
"1066501050","1066501","91","0","","","","","","",""
"1066501051","1066501","31","9","9","0","0","1","1","",""
"1066501052","1066501","131","0","","","","","","",""
"1066501053","1066501","22","0","1","0","0","","","",""
"1066501054","1066501","111","","","","","","","",""
"1066501055","1066501","91","0","","","","","","",""
"1068501001","1068501","1","1","106811","850","400","-220","1.5","1","cmn_talk_def_N"
"1068501002","1068501","31","8","8","0","0","1","1","",""
"1068501003","1068501","31","7","7","0","0","1","1","",""
"1068501004","1068501","31","36","36","0","0","1","1","",""
"1068501005","1068501","31","3","3","0","0","1","1","",""
"1068501006","1068501","31","2","2","0","0","1","1","",""
"1068501007","1068501","31","1","1","0","0","1","1","",""
"1068501008","1068501","31","12","12","0","0","1","0","",""
"1068501009","1068501","3","106811","blb_run_01","1","","","0.3","",""
"1068501010","1068501","2","106811","90","-220","1.3","0","","",""
"1068501011","1068501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1068501012","1068501","121","0","0","1.25","1.25","0","0","",""
"1068501013","1068501","32","12","1","0","0","1","1","",""
"1068501014","1068501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1068501015","1068501","93","1.3","","","","","","",""
"1068501016","1068501","3","106811","blb_stop","0","blb_idle","0","0.05","0.3",""
"1068501017","1068501","2","106811","80","-220","0.25","0","","",""
"1068501018","1068501","93","1.4","","","","","","",""
"1068501019","1068501","121","0","0","1.4","1.4","1","3","",""
"1068501020","1068501","131","1","","","","","","",""
"1068501021","1068501","3","106811","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1068501022","1068501","93","0.7","","","","","","",""
"1068501023","1068501","32","12","0","0","0","1","1","",""
"1068501024","1068501","31","13","13","0","0","1","1","",""
"1068501025","1068501","93","0.2","","","","","","",""
"1068501026","1068501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1068501027","1068501","93","1.2","","","","","","",""
"1068501028","1068501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1068501029","1068501","31","4","4","0","0","1","1","",""
"1068501030","1068501","93","1","","","","","","",""
"1068501031","1068501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1068501032","1068501","3","106811","blb_idle","1","","0","0.3","",""
"1068501033","1068501","93","1.05","","","","","","",""
"1068501034","1068501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1068501035","1068501","31","6","6","0","0","1","1","",""
"1068501036","1068501","3","106811","blb_joy_01","0","blb_wish_01","1","0","",""
"1068501037","1068501","93","2","","","","","","",""
"1068501038","1068501","21","vo_adv_1068501","vo_adv_1068501_000","0","0","","","",""
"1068501039","1068501","13","106811","870","","","","","",""
"1068501040","1068501","11","106811","이야~ 설마 내 생일을\n축하해 줄 줄이야\n고마워, 소년!","5","1","1","0","0",""
"1068501041","1068501","91","0","","","","","","",""
"1068501042","1068501","21","vo_adv_1068501","vo_adv_1068501_001","0","0","","","",""
"1068501043","1068501","11","106811","이 케이크, 소년이 직접 만든 거지?\n그야 딱 보면 알지.\n이래 봬도 크레이프 가게의 점장이니까!","6","1","1","0","0",""
"1068501044","1068501","91","0","","","","","","",""
"1068501045","1068501","21","vo_adv_1068501","vo_adv_1068501_002","0","0","","","",""
"1068501046","1068501","11","106811","소년이 어떤 마음으로\n케이크를 만들었는지도\n자~알 전해졌어\n얼마나 정성을 들였는지까지 말이야.","6","1","1","0","0",""
"1068501047","1068501","91","0","","","","","","",""
"1068501048","1068501","21","vo_adv_1068501","vo_adv_1068501_003","0","0","","","",""
"1068501049","1068501","11","106811","그건 그렇고 훌륭한 케이크네.\n이 사이즈와 박력……\n잠깐, 이거 혹시 우리 크레이프에도\n활용해 볼 수 없으려나? 만약 한다면……","5","1","1","0","0",""
"1068501050","1068501","91","0","","","","","","",""
"1068501051","1068501","21","vo_adv_1068501","vo_adv_1068501_004","0","0","","","",""
"1068501052","1068501","11","106811","좋아! 소년, 답례로 다음에\n특제 크레이프를 줄게!\n분명 기뻐할 거라 생각하니까\n뭐, 기대하면서 기다려줘!","6","1","1","0","0",""
"1068501053","1068501","91","0","","","","","","",""
"1068501054","1068501","31","9","9","0","0","1","1","",""
"1068501055","1068501","131","0","","","","","","",""
"1068501056","1068501","22","0","1","0","0","","","",""
